% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:39
% Table:              tce_outflow_concentration0.1 - tce_outflow_concentraion (tce_outflow_concentraion)
% Q_inject_design        t (s)                    tce_outflow_concentraion (mol/(m*s))
0.1                      256                      2.3103599682096182E-7
0.1                      257                      2.3035117247718349E-7
0.1                      258                      2.29671986913677E-7
0.1                      259                      2.289984401304423E-7
0.1                      260                      2.2833053212747942E-7
0.1                      261                      2.2766826290478839E-7
0.1                      262                      2.270116324623692E-7
0.1                      263                      2.263606408002218E-7
0.1                      264                      2.2571528791834618E-7
0.1                      265                      2.2507557381674245E-7
0.1                      266                      2.2444149849541046E-7
0.1                      267                      2.2380861492002862E-7
0.1                      268                      2.231689401792813E-7
0.1                      269                      2.2253334851302365E-7
0.1                      270                      2.219018399212557E-7
0.1                      271                      2.2127441440397753E-7
0.1                      272                      2.2065107196118893E-7
0.1                      273                      2.2003181259289E-7
0.1                      274                      2.1941663629908092E-7
0.1                      275                      2.1880554307976135E-7
0.1                      276                      2.1819853293493157E-7
0.1                      277                      2.175956058645915E-7
0.1                      278                      2.16996761868741E-7
0.1                      279                      2.1640200094738023E-7
0.1                      280                      2.158113231005092E-7
0.1                      281                      2.152247283281278E-7
0.1                      282                      2.1464221663023612E-7
0.1                      283                      2.1406378800683405E-7
0.1                      284                      2.1348944245792182E-7
0.1                      285                      2.1291917998349905E-7
0.1                      286                      2.1235300058356615E-7
0.1                      287                      2.1178911633237093E-7
0.1                      288                      2.1121791112992226E-7
0.1                      289                      2.1064955744376477E-7
0.1                      290                      2.1008405527389846E-7
0.1                      291                      2.0952140462032333E-7
0.1                      292                      2.0896160548303924E-7
0.1                      293                      2.0840465786204639E-7
0.1                      294                      2.0785056175734473E-7
0.1                      295                      2.0729931716893407E-7
0.1                      296                      2.0675092409681474E-7
0.1                      297                      2.062053825409864E-7
0.1                      298                      2.0566269250144917E-7
0.1                      299                      2.0512285397820336E-7
0.1                      300                      2.0458586697124847E-7
0.1                      301                      2.040517314805848E-7
0.1                      302                      2.0352044750621224E-7
0.1                      303                      2.029920150481309E-7
0.1                      304                      2.0246643410634067E-7
0.1                      305                      2.0194370468084163E-7
0.1                      306                      2.0142382677163367E-7
0.1                      307                      2.0090680037871682E-7
0.1                      308                      2.003926255020912E-7
0.1                      309                      1.998813021417567E-7
0.1                      310                      1.9937283029771333E-7
0.1                      311                      1.988672099699611E-7
0.1                      312                      1.9836444115850006E-7
0.1                      313                      1.9786452386333025E-7
0.1                      314                      1.9736745808445142E-7
0.1                      315                      1.968732438218638E-7
0.1                      316                      1.9638188107556734E-7
0.1                      317                      1.958933698455621E-7
0.1                      318                      1.9540771013184786E-7
0.1                      319                      1.949249019344249E-7
0.1                      320                      1.9444494525329306E-7
0.1                      321                      1.9396784008845235E-7
0.1                      322                      1.9349358643990276E-7
0.1                      323                      1.9302218430764432E-7
0.1                      324                      1.9255363369167708E-7
0.1                      325                      1.920879345920009E-7
0.1                      326                      1.9162508700861601E-7
0.1                      327                      1.911650909415221E-7
0.1                      328                      1.9069954042331594E-7
0.1                      329                      1.90235140296395E-7
0.1                      330                      1.8977312172672134E-7
0.1                      331                      1.8931348471429524E-7
0.1                      332                      1.8885622925911637E-7
0.1                      333                      1.88401355361185E-7
0.1                      334                      1.87948863020501E-7
0.1                      335                      1.8749875223706438E-7
0.1                      336                      1.8705102301087522E-7
0.1                      337                      1.8660567534193342E-7
0.1                      338                      1.8616270923023901E-7
0.1                      339                      1.8572212467579203E-7
0.1                      340                      1.8528392167859238E-7
0.1                      341                      1.8484810023864026E-7
0.1                      342                      1.8441466035593556E-7
0.1                      343                      1.8398360203047813E-7
0.1                      344                      1.8355492526226813E-7
0.1                      345                      1.8312863005130556E-7
0.1                      346                      1.8270471639759046E-7
0.1                      347                      1.8228318430112262E-7
0.1                      348                      1.8186403376190228E-7
0.1                      349                      1.8144726477992936E-7
0.1                      350                      1.810328773552038E-7
0.1                      351                      1.8062087148772567E-7
0.1                      352                      1.8021124717749487E-7
0.1                      353                      1.7980400442451158E-7
0.1                      354                      1.7939914322877562E-7
0.1                      355                      1.789966635902871E-7
0.1                      356                      1.7859656550904592E-7
0.1                      357                      1.7819884898505223E-7
0.1                      358                      1.7780351401830587E-7
0.1                      359                      1.7741056060880696E-7
0.1                      360                      1.7701998875655544E-7
0.1                      361                      1.7663179846155132E-7
0.1                      362                      1.7624598972379464E-7
0.1                      363                      1.7586256254328528E-7
0.1                      364                      1.7548151692002337E-7
0.1                      365                      1.7510285285400881E-7
0.1                      366                      1.747265703452418E-7
0.1                      367                      1.7435266939372205E-7
0.1                      368                      1.7397381198018822E-7
0.1                      369                      1.7359187678050233E-7
0.1                      370                      1.7321172041671093E-7
0.1                      371                      1.7283334288881416E-7
0.1                      372                      1.724567441968119E-7
0.1                      373                      1.720819243407042E-7
0.1                      374                      1.7170888332049116E-7
0.1                      375                      1.7133762113617256E-7
0.1                      376                      1.709681377877486E-7
0.1                      377                      1.7060043327521912E-7
0.1                      378                      1.702345075985844E-7
0.1                      379                      1.6987036075784414E-7
0.1                      380                      1.6950799275299832E-7
0.1                      381                      1.6914740358404725E-7
0.1                      382                      1.6878859325099066E-7
0.1                      383                      1.684315617538287E-7
0.1                      384                      1.6807630909256128E-7
0.1                      385                      1.677228352671884E-7
0.1                      386                      1.6737114027771008E-7
0.1                      387                      1.670212241241264E-7
0.1                      388                      1.6667308680643711E-7
0.1                      389                      1.6632672832464258E-7
0.1                      390                      1.6598214867874255E-7
0.1                      391                      1.656393478687371E-7
0.1                      392                      1.6529832589462618E-7
0.1                      393                      1.6495908275640984E-7
0.1                      394                      1.6462161845408803E-7
0.1                      395                      1.6428593298766092E-7
0.1                      396                      1.639520263571283E-7
0.1                      397                      1.6361989856249026E-7
0.1                      398                      1.6328954960374675E-7
0.1                      399                      1.6296097948089785E-7
0.1                      400                      1.626341881939434E-7
0.1                      401                      1.6230917574288368E-7
0.1                      402                      1.619859421277185E-7
0.1                      403                      1.616644873484478E-7
0.1                      404                      1.6134481140507172E-7
0.1                      405                      1.6102691429759019E-7
0.1                      406                      1.607107960260032E-7
0.1                      407                      1.603964565903108E-7
0.1                      408                      1.6007952699503736E-7
0.1                      409                      1.5975473935159448E-7
0.1                      410                      1.5943106229095214E-7
0.1                      411                      1.591084958131104E-7
0.1                      412                      1.5878703991806922E-7
0.1                      413                      1.5846669460582858E-7
0.1                      414                      1.5814745987638853E-7
0.1                      415                      1.5782933572974906E-7
0.1                      416                      1.5751232216591008E-7
0.1                      417                      1.571964191848717E-7
0.1                      418                      1.5688162678663384E-7
0.1                      419                      1.565679449711967E-7
0.1                      420                      1.562553737385599E-7
0.1                      421                      1.559439130887238E-7
0.1                      422                      1.5563356302168836E-7
0.1                      423                      1.5532432353745337E-7
0.1                      424                      1.5501619463601894E-7
0.1                      425                      1.547091763173851E-7
0.1                      426                      1.544032685815518E-7
0.1                      427                      1.54098471428519E-7
0.1                      428                      1.537947848582868E-7
0.1                      429                      1.5349220887085527E-7
0.1                      430                      1.5319074346622415E-7
0.1                      431                      1.5289038864439375E-7
0.1                      432                      1.5259114440536383E-7
0.1                      433                      1.522930107491345E-7
0.1                      434                      1.5199598767570572E-7
0.1                      435                      1.5170007518507754E-7
0.1                      436                      1.5140527327724985E-7
0.1                      437                      1.5111158195222274E-7
0.1                      438                      1.5081900120999617E-7
0.1                      439                      1.5052753105057023E-7
0.1                      440                      1.5023717147394483E-7
0.1                      441                      1.4994792248012003E-7
0.1                      442                      1.496597840690957E-7
0.1                      443                      1.4937275624087196E-7
0.1                      444                      1.490868389954489E-7
0.1                      445                      1.4880203233282632E-7
0.1                      446                      1.4851833625300422E-7
0.1                      447                      1.4823575075598283E-7
0.1                      448                      1.47954275841762E-7
0.1                      449                      1.4767391151034166E-7
0.1                      450                      1.4739465776172183E-7
0.1                      451                      1.4711651459590268E-7
0.1                      452                      1.4683948201288402E-7
0.1                      453                      1.4656356001266596E-7
0.1                      454                      1.4628874859524847E-7
0.1                      455                      1.4601504776063155E-7
0.1                      456                      1.4574245750881507E-7
0.1                      457                      1.4547097783979927E-7
0.1                      458                      1.452006087535841E-7
0.1                      459                      1.449313502501694E-7
0.1                      460                      1.4466320232955526E-7
0.1                      461                      1.4439616499174175E-7
0.1                      462                      1.4413023823672866E-7
0.1                      463                      1.4386542206451627E-7
0.1                      464                      1.436017164751044E-7
0.1                      465                      1.4333912146849315E-7
0.1                      466                      1.4307763704468232E-7
0.1                      467                      1.4281726320367228E-7
0.1                      468                      1.4255799994546254E-7
0.1                      469                      1.4229984727005356E-7
0.1                      470                      1.4204280517744512E-7
0.1                      471                      1.417868736676371E-7
0.1                      472                      1.415320527406299E-7
0.1                      473                      1.41278342396423E-7
0.1                      474                      1.4102574263501684E-7
0.1                      475                      1.4077425345641121E-7
0.1                      476                      1.4052387486060606E-7
0.1                      477                      1.402746068476015E-7
0.1                      478                      1.4002644941739753E-7
0.1                      479                      1.397794025699941E-7
0.1                      480                      1.395334663053913E-7
0.1                      481                      1.3928864062358898E-7
0.1                      482                      1.390449255245873E-7
0.1                      483                      1.3880232100838613E-7
0.1                      484                      1.3856082707498558E-7
0.1                      485                      1.3832044372438554E-7
0.1                      486                      1.380811709565861E-7
0.1                      487                      1.3784300877158727E-7
0.1                      488                      1.3760595716938888E-7
0.1                      489                      1.373613836040231E-7
0.1                      490                      1.3711516716622915E-7
0.1                      491                      1.3686978726942226E-7
0.1                      492                      1.3662524391360249E-7
0.1                      493                      1.3638153709876976E-7
0.1                      494                      1.3613866682492415E-7
0.1                      495                      1.358966330920656E-7
0.1                      496                      1.3565543590019416E-7
0.1                      497                      1.3541507524930978E-7
0.1                      498                      1.3517555113941247E-7
0.1                      499                      1.3493686357050228E-7
0.1                      500                      1.3469901254257905E-7
0.1                      501                      1.344619980556431E-7
0.1                      502                      1.3422582010969414E-7
0.1                      503                      1.3399047870473224E-7
0.1                      504                      1.3375597384075742E-7
0.1                      505                      1.3352230551776969E-7
0.1                      506                      1.332894737357691E-7
0.1                      507                      1.3305747849475553E-7
0.1                      508                      1.3282631979472905E-7
0.1                      509                      1.3259599763568962E-7
0.1                      510                      1.3236651201763736E-7
0.1                      511                      1.3213786294057206E-7
0.1                      512                      1.319100504044939E-7
0.1                      513                      1.3168307440940285E-7
0.1                      514                      1.3145693495529883E-7
0.1                      515                      1.3123163204218188E-7
0.1                      516                      1.3100716567005208E-7
0.1                      517                      1.307835358389093E-7
0.1                      518                      1.3056074254875367E-7
0.1                      519                      1.3033878579958505E-7
0.1                      520                      1.301176655914036E-7
0.1                      521                      1.2989738192420913E-7
0.1                      522                      1.2967793479800176E-7
0.1                      523                      1.2945932421278156E-7
0.1                      524                      1.2924155016854836E-7
0.1                      525                      1.2902461266530232E-7
0.1                      526                      1.2880851170304327E-7
0.1                      527                      1.285932472817713E-7
0.1                      528                      1.2837881940148652E-7
0.1                      529                      1.281652280621887E-7
0.1                      530                      1.27952473263878E-7
0.1                      531                      1.2774055500655443E-7
0.1                      532                      1.2752947329021784E-7
0.1                      533                      1.2731922811486834E-7
0.1                      534                      1.2710981948050605E-7
0.1                      535                      1.2690124738713077E-7
0.1                      536                      1.266935118347426E-7
0.1                      537                      1.2648661282334142E-7
0.1                      538                      1.2628055035292732E-7
0.1                      539                      1.260753244235004E-7
0.1                      540                      1.2587093503506055E-7
0.1                      541                      1.256673821876077E-7
0.1                      542                      1.2546466588114203E-7
0.1                      543                      1.2526278611566337E-7
0.1                      544                      1.2506174289117186E-7
0.1                      545                      1.248615362076674E-7
0.1                      546                      1.2466216606515002E-7
0.1                      547                      1.2446363246361968E-7
0.1                      548                      1.242659354030765E-7
0.1                      549                      1.2406907488352024E-7
0.1                      550                      1.2387305090495124E-7
0.1                      551                      1.2367786346736926E-7
0.1                      552                      1.2348351257077432E-7
0.1                      553                      1.2328999821516652E-7
0.1                      554                      1.230973204005458E-7
0.1                      555                      1.2290547912691213E-7
0.1                      556                      1.2271447439426556E-7
0.1                      557                      1.2252430620260604E-7
0.1                      558                      1.2233497455193368E-7
0.1                      559                      1.2214647944224827E-7
0.1                      560                      1.2195882087355E-7
0.1                      561                      1.217719988458389E-7
0.1                      562                      1.215860133591148E-7
0.1                      563                      1.2140086441337778E-7
0.1                      564                      1.2121655200862789E-7
0.1                      565                      1.2103307614486498E-7
0.1                      566                      1.2085043682208922E-7
0.1                      567                      1.2066863404030059E-7
0.1                      568                      1.204876677994989E-7
0.1                      569                      1.2030488286590933E-7
0.1                      570                      1.2011373247329498E-7
0.1                      571                      1.1992312942808738E-7
0.1                      572                      1.1973307373028656E-7
0.1                      573                      1.195435653798925E-7
0.1                      574                      1.1935460437690512E-7
0.1                      575                      1.1916619072132455E-7
0.1                      576                      1.189783244131507E-7
0.1                      577                      1.1879100545238361E-7
0.1                      578                      1.1860423383902325E-7
0.1                      579                      1.1841800957306964E-7
0.1                      580                      1.1823233265452279E-7
0.1                      581                      1.1804720308338267E-7
0.1                      582                      1.1786262085964934E-7
0.1                      583                      1.1767858598332274E-7
0.1                      584                      1.1749509845440286E-7
0.1                      585                      1.1731215827288972E-7
0.1                      586                      1.1712976543878337E-7
0.1                      587                      1.1694791995208379E-7
0.1                      588                      1.1676662181279086E-7
0.1                      589                      1.1658587102090476E-7
0.1                      590                      1.1640566757642538E-7
0.1                      591                      1.1622601147935275E-7
0.1                      592                      1.1604690272968685E-7
0.1                      593                      1.1586834132742775E-7
0.1                      594                      1.1569032727257533E-7
0.1                      595                      1.1551286056512973E-7
0.1                      596                      1.1533594120509084E-7
0.1                      597                      1.1515956919245872E-7
0.1                      598                      1.1498374452723333E-7
0.1                      599                      1.148084672094147E-7
0.1                      600                      1.1463373723900278E-7
0.1                      601                      1.1445955461599763E-7
0.1                      602                      1.1428591934039925E-7
0.1                      603                      1.1411283141220761E-7
0.1                      604                      1.139402908314227E-7
0.1                      605                      1.1376829759804455E-7
0.1                      606                      1.1359685171207316E-7
0.1                      607                      1.1342595317350849E-7
0.1                      608                      1.1325560198235059E-7
0.1                      609                      1.130857981385994E-7
0.1                      610                      1.12916541642255E-7
0.1                      611                      1.1274783249331735E-7
0.1                      612                      1.1257967069178643E-7
0.1                      613                      1.124120562376623E-7
0.1                      614                      1.1224498913094486E-7
0.1                      615                      1.120784693716342E-7
0.1                      616                      1.1191249695973026E-7
0.1                      617                      1.1174707189523307E-7
0.1                      618                      1.1158219417814268E-7
0.1                      619                      1.1141786380845898E-7
0.1                      620                      1.1125408078618204E-7
0.1                      621                      1.1109084511131186E-7
0.1                      622                      1.1092815678384845E-7
0.1                      623                      1.1076601580379179E-7
0.1                      624                      1.1060442217114188E-7
0.1                      625                      1.1044337588589865E-7
0.1                      626                      1.1028287694806222E-7
0.1                      627                      1.1012292535763252E-7
0.1                      628                      1.099635211146096E-7
0.1                      629                      1.0980466421899339E-7
0.1                      630                      1.0964635467078393E-7
0.1                      631                      1.0948859246998123E-7
0.1                      632                      1.0933137761658533E-7
0.1                      633                      1.0917471011059608E-7
0.1                      634                      1.0901858995201364E-7
0.1                      635                      1.0886301714083796E-7
0.1                      636                      1.0870799167706895E-7
0.1                      637                      1.0855351356070679E-7
0.1                      638                      1.0839958279175134E-7
0.1                      639                      1.082461993702026E-7
0.1                      640                      1.0809336329606064E-7
0.1                      641                      1.079410745693254E-7
0.1                      642                      1.0778933318999697E-7
0.1                      643                      1.0763813915807524E-7
0.1                      644                      1.0748749247356028E-7
0.1                      645                      1.0733739313645204E-7
0.1                      646                      1.0718784114675055E-7
0.1                      647                      1.0703883650445588E-7
0.1                      648                      1.0689037920956789E-7
0.1                      649                      1.0674246926208663E-7
0.1                      650                      1.0659014535066797E-7
0.1                      651                      1.0643588265865283E-7
0.1                      652                      1.06281987657002E-7
0.1                      653                      1.0612846034571549E-7
0.1                      654                      1.0597530072479328E-7
0.1                      655                      1.0582250879423542E-7
0.1                      656                      1.056700845540419E-7
0.1                      657                      1.0551802800421279E-7
0.1                      658                      1.0536633914474796E-7
0.1                      659                      1.0521501797564745E-7
0.1                      660                      1.0506406449691134E-7
0.1                      661                      1.0491347870853951E-7
0.1                      662                      1.0476326061053204E-7
0.1                      663                      1.0461341020288888E-7
0.1                      664                      1.0446392748561013E-7
0.1                      665                      1.0431481245869566E-7
0.1                      666                      1.0416606512214554E-7
0.1                      667                      1.0401768547595973E-7
0.1                      668                      1.0386967352013827E-7
0.1                      669                      1.0372202925468116E-7
0.1                      670                      1.0357475267958843E-7
0.1                      671                      1.0342784379485998E-7
0.1                      672                      1.0328130260049589E-7
0.1                      673                      1.0313512909649613E-7
0.1                      674                      1.029893232828607E-7
0.1                      675                      1.0284388515958962E-7
0.1                      676                      1.0269881472668292E-7
0.1                      677                      1.0255411198414048E-7
0.1                      678                      1.0240977693196241E-7
0.1                      679                      1.022658095701487E-7
0.1                      680                      1.0212220989869931E-7
0.1                      681                      1.0197897791761422E-7
0.1                      682                      1.0183611362689352E-7
0.1                      683                      1.016936170265371E-7
0.1                      684                      1.015514881165451E-7
0.1                      685                      1.0140972689691738E-7
0.1                      686                      1.0126833336765401E-7
0.1                      687                      1.0112730752875499E-7
0.1                      688                      1.0098664938022027E-7
0.1                      689                      1.0084635892204996E-7
0.1                      690                      1.0070643615424387E-7
0.1                      691                      1.0056688107680227E-7
0.1                      692                      1.004276936897249E-7
0.1                      693                      1.0028887399301188E-7
0.1                      694                      1.0015042198666322E-7
