% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:13
% Table:              tce_outflow_concentration0.02 - tce_outflow_concentraion (tce_outflow_concentraion)
% Q_inject_design        t (s)                    tce_outflow_concentraion (mol/(m*s))
0.02                     643                      1.4492693558156116E-7
0.02                     644                      1.4483755668855522E-7
0.02                     645                      1.4474761082579514E-7
0.02                     646                      1.4465709799328076E-7
0.02                     647                      1.4456654727891982E-7
0.02                     648                      1.4447553801152517E-7
0.02                     649                      1.4438402957262382E-7
0.02                     650                      1.442920219622156E-7
0.02                     651                      1.441995151803006E-7
0.02                     652                      1.4410650922687875E-7
0.02                     653                      1.4401300410195007E-7
0.02                     654                      1.4391899980551462E-7
0.02                     655                      1.438244963375724E-7
0.02                     656                      1.4372949369812336E-7
0.02                     657                      1.4363399188716748E-7
0.02                     658                      1.4353799090470481E-7
0.02                     659                      1.4344149075073544E-7
0.02                     660                      1.4334449142525914E-7
0.02                     661                      1.43246992928276E-7
0.02                     662                      1.4314899525978613E-7
0.02                     663                      1.4305140246961595E-7
0.02                     664                      1.4295344927469258E-7
0.02                     665                      1.4285510730433844E-7
0.02                     666                      1.4275637655855354E-7
0.02                     667                      1.426572570373377E-7
0.02                     668                      1.4255774874069117E-7
0.02                     669                      1.4245785166861377E-7
0.02                     670                      1.4235756582110545E-7
0.02                     671                      1.4225689119816648E-7
0.02                     672                      1.4215582779979662E-7
0.02                     673                      1.4205437562599596E-7
0.02                     674                      1.4195253467676445E-7
0.02                     675                      1.4185030495210212E-7
0.02                     676                      1.4174768645200908E-7
0.02                     677                      1.4164467917648516E-7
0.02                     678                      1.4154128312553037E-7
0.02                     679                      1.414374982991447E-7
0.02                     680                      1.413333246973284E-7
0.02                     681                      1.4122876232008116E-7
0.02                     682                      1.411238111674032E-7
0.02                     683                      1.4101847123929429E-7
0.02                     684                      1.4091274253575467E-7
0.02                     685                      1.408066250567842E-7
0.02                     686                      1.407001188023828E-7
0.02                     687                      1.4059322377255073E-7
0.02                     688                      1.4048593996728785E-7
0.02                     689                      1.4037826738659413E-7
0.02                     690                      1.4027020603046958E-7
0.02                     691                      1.401617558989142E-7
0.02                     692                      1.4005291699192797E-7
0.02                     693                      1.3994368930951093E-7
0.02                     694                      1.3983413927908746E-7
0.02                     695                      1.3972540314877527E-7
0.02                     696                      1.3961635510760512E-7
0.02                     697                      1.3950699515557696E-7
0.02                     698                      1.3939732329269077E-7
0.02                     699                      1.3928733951894663E-7
0.02                     700                      1.3917704383434447E-7
0.02                     701                      1.3906643623888434E-7
0.02                     702                      1.3895551673256622E-7
0.02                     703                      1.3884428531539007E-7
0.02                     704                      1.3873274198735596E-7
0.02                     705                      1.3862088674846382E-7
0.02                     706                      1.3850871959871367E-7
0.02                     707                      1.383962405381056E-7
0.02                     708                      1.3828344956663948E-7
0.02                     709                      1.3817034668431541E-7
0.02                     710                      1.3805693189113334E-7
0.02                     711                      1.3794320518709323E-7
0.02                     712                      1.3782916657219516E-7
0.02                     713                      1.377148160464391E-7
0.02                     714                      1.3760015360982506E-7
0.02                     715                      1.37485179262353E-7
0.02                     716                      1.3736989300402296E-7
0.02                     717                      1.3725429483483493E-7
0.02                     718                      1.371383847547889E-7
0.02                     719                      1.3702216276388483E-7
0.02                     720                      1.3690562886212278E-7
0.02                     721                      1.367887830495028E-7
0.02                     722                      1.3667162532602484E-7
0.02                     723                      1.3655415569168882E-7
0.02                     724                      1.364363741464948E-7
0.02                     725                      1.3631828069044284E-7
0.02                     726                      1.3620010421672605E-7
0.02                     727                      1.360830750935105E-7
0.02                     728                      1.3596583577240688E-7
0.02                     729                      1.358483862534151E-7
0.02                     730                      1.357307265365352E-7
0.02                     731                      1.3561285662176704E-7
0.02                     732                      1.3549477650911079E-7
0.02                     733                      1.3537648619856636E-7
0.02                     734                      1.352579856901338E-7
0.02                     735                      1.351392749838131E-7
0.02                     736                      1.3502035407960425E-7
0.02                     737                      1.349012229775072E-7
0.02                     738                      1.3478188167752197E-7
0.02                     739                      1.346623301796487E-7
0.02                     740                      1.3454256848388717E-7
0.02                     741                      1.3442259659023752E-7
0.02                     742                      1.3430241449869973E-7
0.02                     743                      1.341820222092738E-7
0.02                     744                      1.3406141972195973E-7
0.02                     745                      1.3394060703675744E-7
0.02                     746                      1.33819584153667E-7
0.02                     747                      1.336983510726885E-7
0.02                     748                      1.3357690779382174E-7
0.02                     749                      1.334552543170669E-7
0.02                     750                      1.333333906424238E-7
0.02                     751                      1.3321131676989267E-7
0.02                     752                      1.3308903269947337E-7
0.02                     753                      1.3296653843116586E-7
0.02                     754                      1.3284383396497027E-7
0.02                     755                      1.3272091930088642E-7
0.02                     756                      1.3259779443891455E-7
0.02                     757                      1.3247445937905444E-7
0.02                     758                      1.3235124202643515E-7
0.02                     759                      1.3222898783858768E-7
0.02                     760                      1.3210661343758323E-7
0.02                     761                      1.3198411882342178E-7
0.02                     762                      1.3186150399610332E-7
0.02                     763                      1.3173876895562788E-7
0.02                     764                      1.3161591370199542E-7
0.02                     765                      1.31492938235206E-7
0.02                     766                      1.3136984255525956E-7
0.02                     767                      1.312466266621561E-7
0.02                     768                      1.311232905558957E-7
0.02                     769                      1.3099983423647823E-7
0.02                     770                      1.3087625770390383E-7
0.02                     771                      1.3075256095817238E-7
0.02                     772                      1.3062874399928396E-7
0.02                     773                      1.3050480682723848E-7
0.02                     774                      1.3038074944203605E-7
0.02                     775                      1.3025657184367664E-7
0.02                     776                      1.3013227403216023E-7
0.02                     777                      1.300078560074868E-7
0.02                     778                      1.2988331776965637E-7
0.02                     779                      1.2975865931866893E-7
0.02                     780                      1.296338806545245E-7
0.02                     781                      1.2950898177722304E-7
0.02                     782                      1.2938396268676466E-7
0.02                     783                      1.292588233831492E-7
0.02                     784                      1.2913356386637677E-7
0.02                     785                      1.2900818413644734E-7
0.02                     786                      1.2888268419336097E-7
0.02                     787                      1.2875706403711753E-7
0.02                     788                      1.2863132366771712E-7
0.02                     789                      1.2850546308515967E-7
0.02                     790                      1.2837985471381125E-7
0.02                     791                      1.282549916473932E-7
0.02                     792                      1.2813008218700778E-7
0.02                     793                      1.2800512633265466E-7
0.02                     794                      1.278801240843341E-7
0.02                     795                      1.2775507544204596E-7
0.02                     796                      1.2762998040579024E-7
0.02                     797                      1.2750483897556704E-7
0.02                     798                      1.2737965115137622E-7
0.02                     799                      1.2725441693321792E-7
0.02                     800                      1.2712913632109205E-7
0.02                     801                      1.2700380931499852E-7
0.02                     802                      1.2687843591493754E-7
0.02                     803                      1.26753016120909E-7
0.02                     804                      1.2662754993291295E-7
0.02                     805                      1.2650203735094926E-7
0.02                     806                      1.2637647837501813E-7
0.02                     807                      1.262508730051194E-7
0.02                     808                      1.2612522124125307E-7
0.02                     809                      1.2599952308341928E-7
0.02                     810                      1.2587377853161786E-7
0.02                     811                      1.257479875858489E-7
0.02                     812                      1.2562215024611244E-7
0.02                     813                      1.2549626651240839E-7
0.02                     814                      1.2537033638473684E-7
0.02                     815                      1.2524435986309768E-7
0.02                     816                      1.25118336947491E-7
0.02                     817                      1.2499226763791674E-7
0.02                     818                      1.24866151934375E-7
0.02                     819                      1.2473998983686564E-7
0.02                     820                      1.2461378134538878E-7
0.02                     821                      1.2448752645994434E-7
0.02                     822                      1.2436159836403193E-7
0.02                     823                      1.2423622541152368E-7
0.02                     824                      1.2411086389046215E-7
0.02                     825                      1.2398551380084733E-7
0.02                     826                      1.2386017514267926E-7
0.02                     827                      1.2373484791595791E-7
0.02                     828                      1.2360953212068317E-7
0.02                     829                      1.2348422775685525E-7
0.02                     830                      1.2335893482447396E-7
0.02                     831                      1.2323365332353936E-7
0.02                     832                      1.2310838325405155E-7
0.02                     833                      1.229831246160104E-7
0.02                     834                      1.22857877409416E-7
0.02                     835                      1.2273264163426826E-7
0.02                     836                      1.2260741729056728E-7
0.02                     837                      1.22482204378313E-7
0.02                     838                      1.223570028975054E-7
0.02                     839                      1.222318128481445E-7
0.02                     840                      1.2210663423023035E-7
0.02                     841                      1.219814670437629E-7
0.02                     842                      1.2185631128874214E-7
0.02                     843                      1.2173116696516817E-7
0.02                     844                      1.216060340730408E-7
0.02                     845                      1.2148091261236017E-7
0.02                     846                      1.2135580258312624E-7
0.02                     847                      1.2123070398533904E-7
0.02                     848                      1.2110561681899857E-7
0.02                     849                      1.2098054108410478E-7
0.02                     850                      1.2085547678065774E-7
0.02                     851                      1.2073042390865732E-7
0.02                     852                      1.2060538246810373E-7
0.02                     853                      1.204803524589968E-7
0.02                     854                      1.2035583194680498E-7
0.02                     855                      1.2023189709338476E-7
0.02                     856                      1.2010803696109735E-7
0.02                     857                      1.199842515499428E-7
0.02                     858                      1.1986054085992094E-7
0.02                     859                      1.1973690489103187E-7
0.02                     860                      1.1961334364327555E-7
0.02                     861                      1.1948985711665203E-7
0.02                     862                      1.1936644531116127E-7
0.02                     863                      1.1924310822680326E-7
0.02                     864                      1.1911984586357806E-7
0.02                     865                      1.189966582214856E-7
0.02                     866                      1.1887354530052597E-7
0.02                     867                      1.1875050710069905E-7
0.02                     868                      1.1862754362200491E-7
0.02                     869                      1.1850465486444355E-7
0.02                     870                      1.18381840828015E-7
0.02                     871                      1.1825910151271919E-7
0.02                     872                      1.1813643691855616E-7
0.02                     873                      1.1801384704552589E-7
0.02                     874                      1.178913318936284E-7
0.02                     875                      1.1776889146286367E-7
0.02                     876                      1.1764652575323172E-7
0.02                     877                      1.1752423476473253E-7
0.02                     878                      1.1740201849736613E-7
0.02                     879                      1.1727987695113253E-7
0.02                     880                      1.1715781012603166E-7
0.02                     881                      1.1703581802206355E-7
0.02                     882                      1.1691390063922824E-7
0.02                     883                      1.1679205797752568E-7
0.02                     884                      1.1667029003695592E-7
0.02                     885                      1.1654859681751893E-7
0.02                     886                      1.1642697831921469E-7
0.02                     887                      1.1630543454204323E-7
0.02                     888                      1.1618396548600456E-7
0.02                     889                      1.1606257115109865E-7
0.02                     890                      1.1594125153732549E-7
0.02                     891                      1.1582000664468514E-7
0.02                     892                      1.1569883647317754E-7
0.02                     893                      1.1557774102280273E-7
0.02                     894                      1.1545672029356067E-7
0.02                     895                      1.153357742854514E-7
0.02                     896                      1.1521490299847491E-7
0.02                     897                      1.1509410643263116E-7
0.02                     898                      1.1497338458792018E-7
0.02                     899                      1.1485273746434197E-7
0.02                     900                      1.1473216506189656E-7
0.02                     901                      1.1461166738058392E-7
0.02                     902                      1.1449124442040408E-7
0.02                     903                      1.1437089618135695E-7
0.02                     904                      1.1425062266344262E-7
0.02                     905                      1.1413042386666106E-7
0.02                     906                      1.140102997910123E-7
0.02                     907                      1.1389025043649625E-7
0.02                     908                      1.1377027580311302E-7
0.02                     909                      1.1365037589086257E-7
0.02                     910                      1.1353055069974484E-7
0.02                     911                      1.1341080022975995E-7
0.02                     912                      1.1329112448090779E-7
0.02                     913                      1.1317152345318836E-7
0.02                     914                      1.130519971466018E-7
0.02                     915                      1.1293254556114796E-7
0.02                     916                      1.1281316869682691E-7
0.02                     917                      1.1269386655363863E-7
0.02                     918                      1.1257516528461626E-7
0.02                     919                      1.124568321821654E-7
0.02                     920                      1.1233859858299624E-7
0.02                     921                      1.1222046448710878E-7
0.02                     922                      1.1210242989450294E-7
0.02                     923                      1.119844948051788E-7
0.02                     924                      1.118666592191363E-7
0.02                     925                      1.1174892313637544E-7
0.02                     926                      1.116312865568963E-7
0.02                     927                      1.1151374948069881E-7
0.02                     928                      1.1139631190778293E-7
0.02                     929                      1.1127897383814874E-7
0.02                     930                      1.1116173527179627E-7
0.02                     931                      1.110445962087254E-7
0.02                     932                      1.1092755664893626E-7
0.02                     933                      1.1081061659242872E-7
0.02                     934                      1.1069377603920289E-7
0.02                     935                      1.1057703498925869E-7
0.02                     936                      1.104603934425962E-7
0.02                     937                      1.1034385139921535E-7
0.02                     938                      1.1022740885911617E-7
0.02                     939                      1.1011106582229864E-7
0.02                     940                      1.0999482228876279E-7
0.02                     941                      1.0987867825850863E-7
0.02                     942                      1.0976263373153613E-7
0.02                     943                      1.0964668870784525E-7
0.02                     944                      1.0953084318743603E-7
0.02                     945                      1.0941509717030853E-7
0.02                     946                      1.0929945065646264E-7
0.02                     947                      1.0918390364589845E-7
0.02                     948                      1.0906845613861596E-7
0.02                     949                      1.0895310813461509E-7
0.02                     950                      1.0883785963389588E-7
0.02                     951                      1.0872271063645838E-7
0.02                     952                      1.086076611423025E-7
0.02                     953                      1.0849271115142829E-7
0.02                     954                      1.0837786066383576E-7
0.02                     955                      1.0826310967952491E-7
0.02                     956                      1.0814845819849568E-7
0.02                     957                      1.0803390622074817E-7
0.02                     958                      1.0791945374628226E-7
0.02                     959                      1.0780510077509809E-7
0.02                     960                      1.0769084730719555E-7
0.02                     961                      1.0757669334257468E-7
0.02                     962                      1.0746263888123546E-7
0.02                     963                      1.0734868392317793E-7
0.02                     964                      1.0723482846840204E-7
0.02                     965                      1.0712107251690783E-7
0.02                     966                      1.0700741606869529E-7
0.02                     967                      1.068938591237644E-7
0.02                     968                      1.0678040168211519E-7
0.02                     969                      1.0666704374374761E-7
0.02                     970                      1.0655378530866173E-7
0.02                     971                      1.0644062637685753E-7
0.02                     972                      1.06327566948335E-7
0.02                     973                      1.0621460702309405E-7
0.02                     974                      1.0610174660113483E-7
0.02                     975                      1.0598898568245729E-7
0.02                     976                      1.0587632426706143E-7
0.02                     977                      1.0576376235494719E-7
0.02                     978                      1.0565129994611462E-7
0.02                     979                      1.0553893704056373E-7
0.02                     980                      1.0542667363829448E-7
0.02                     981                      1.053145097393069E-7
0.02                     982                      1.0520301902441965E-7
0.02                     983                      1.0509176389434097E-7
0.02                     984                      1.0498062961710683E-7
0.02                     985                      1.0486961619271732E-7
0.02                     986                      1.0475872362117244E-7
0.02                     987                      1.046479519024721E-7
0.02                     988                      1.0453730103661635E-7
0.02                     989                      1.0442677102360518E-7
0.02                     990                      1.043163618634386E-7
0.02                     991                      1.0420607355611666E-7
0.02                     992                      1.0409590610163925E-7
0.02                     993                      1.0398585950000647E-7
0.02                     994                      1.0387593375121824E-7
0.02                     995                      1.0376612885527457E-7
0.02                     996                      1.0365644481217551E-7
0.02                     997                      1.0354688162192109E-7
0.02                     998                      1.0343743928451121E-7
0.02                     999                      1.0332811779994595E-7
0.02                     1000                     1.0321891716822528E-7
0.02                     1001                     1.0310983738934916E-7
0.02                     1002                     1.0300087846331763E-7
0.02                     1003                     1.028920403901307E-7
0.02                     1004                     1.0278332316978836E-7
0.02                     1005                     1.0267472680229063E-7
0.02                     1006                     1.0256625128763745E-7
0.02                     1007                     1.024578966258289E-7
0.02                     1008                     1.023496628168649E-7
0.02                     1009                     1.0224154986074547E-7
0.02                     1010                     1.0213355775747065E-7
0.02                     1011                     1.0202568650704044E-7
0.02                     1012                     1.0191793610945478E-7
0.02                     1013                     1.0181030656471374E-7
0.02                     1014                     1.0170279787281726E-7
0.02                     1015                     1.0159541003376536E-7
0.02                     1016                     1.0148814304755813E-7
0.02                     1017                     1.0138099691419542E-7
0.02                     1018                     1.012739716336773E-7
0.02                     1019                     1.0116706720600377E-7
0.02                     1020                     1.0106028363117485E-7
0.02                     1021                     1.009536209091905E-7
0.02                     1022                     1.0084707904005073E-7
0.02                     1023                     1.0074065802375553E-7
0.02                     1024                     1.0063435786030499E-7
0.02                     1025                     1.0052817854969897E-7
0.02                     1026                     1.0042212009193752E-7
0.02                     1027                     1.0031618248702071E-7
0.02                     1028                     1.0021036573494847E-7
0.02                     1029                     1.0010466983572086E-7
0.02                     1030                     9.999909478933779E-8
0.02                     1031                     9.989364059579933E-8
0.02                     1032                     9.978830725510545E-8
0.02                     1033                     9.968309476725613E-8
0.02                     1034                     9.957800313225145E-8
0.02                     1035                     9.947303235009131E-8
0.02                     1036                     9.936818242077577E-8
0.02                     1037                     9.926345334430483E-8
0.02                     1038                     9.915884512067849E-8
0.02                     1039                     9.905435774989671E-8
0.02                     1040                     9.894999123195951E-8
0.02                     1041                     9.884574556686693E-8
0.02                     1042                     9.874162075461892E-8
0.02                     1043                     9.863761679521552E-8
0.02                     1044                     9.853373368865666E-8
0.02                     1045                     9.842997208800212E-8
0.02                     1046                     9.832650297842955E-8
0.02                     1047                     9.822316003646254E-8
0.02                     1048                     9.81199432621011E-8
0.02                     1049                     9.80168526553452E-8
0.02                     1050                     9.791388821619488E-8
0.02                     1051                     9.781104994465017E-8
0.02                     1052                     9.770833784071098E-8
0.02                     1053                     9.760575190437736E-8
0.02                     1054                     9.750329213564932E-8
0.02                     1055                     9.74009585345268E-8
0.02                     1056                     9.72987511010099E-8
0.02                     1057                     9.719666983509858E-8
0.02                     1058                     9.709471473679278E-8
0.02                     1059                     9.699288580609254E-8
0.02                     1060                     9.689118304299789E-8
0.02                     1061                     9.678960644750882E-8
0.02                     1062                     9.668815601962529E-8
0.02                     1063                     9.658683175934734E-8
0.02                     1064                     9.648563366667498E-8
0.02                     1065                     9.638456174160812E-8
0.02                     1066                     9.628361598414693E-8
0.02                     1067                     9.618279639429123E-8
0.02                     1068                     9.60821029720411E-8
0.02                     1069                     9.598153571739653E-8
0.02                     1070                     9.588109463035756E-8
0.02                     1071                     9.578077971092413E-8
0.02                     1072                     9.568059095909628E-8
0.02                     1073                     9.5580528374874E-8
0.02                     1074                     9.54805919582573E-8
0.02                     1075                     9.538078170924614E-8
0.02                     1076                     9.528109762784053E-8
0.02                     1077                     9.518153971404051E-8
0.02                     1078                     9.508210796784606E-8
0.02                     1079                     9.498280238925719E-8
0.02                     1080                     9.488362297827387E-8
0.02                     1081                     9.478456973489612E-8
0.02                     1082                     9.46856426591239E-8
0.02                     1083                     9.458684175095729E-8
0.02                     1084                     9.448816701039623E-8
0.02                     1085                     9.438961843744076E-8
0.02                     1086                     9.429119603209081E-8
0.02                     1087                     9.419289979434645E-8
0.02                     1088                     9.40947297242077E-8
0.02                     1089                     9.399668582167444E-8
0.02                     1090                     9.389876808674678E-8
0.02                     1091                     9.380097651942473E-8
0.02                     1092                     9.370331111970815E-8
0.02                     1093                     9.360577188759722E-8
0.02                     1094                     9.350835882309183E-8
0.02                     1095                     9.341107192619202E-8
0.02                     1096                     9.331391119689778E-8
0.02                     1097                     9.321687663520907E-8
0.02                     1098                     9.311996824112595E-8
0.02                     1099                     9.302318601464836E-8
0.02                     1100                     9.29265299557764E-8
0.02                     1101                     9.283000006451E-8
0.02                     1102                     9.273359634084908E-8
0.02                     1103                     9.263731878479383E-8
0.02                     1104                     9.254116739634406E-8
0.02                     1105                     9.244514217549992E-8
0.02                     1106                     9.234924312226135E-8
0.02                     1107                     9.225347023662833E-8
0.02                     1108                     9.215782351860084E-8
0.02                     1109                     9.206223095169399E-8
0.02                     1110                     9.196642113179353E-8
0.02                     1111                     9.187072473219538E-8
0.02                     1112                     9.177514175289958E-8
0.02                     1113                     9.16796721939061E-8
0.02                     1114                     9.15843160552149E-8
0.02                     1115                     9.148907333682606E-8
0.02                     1116                     9.139394403873954E-8
0.02                     1117                     9.129892816095536E-8
0.02                     1118                     9.120402570347347E-8
0.02                     1119                     9.110923666629396E-8
0.02                     1120                     9.101456104941672E-8
0.02                     1121                     9.091999885284185E-8
0.02                     1122                     9.082555007656924E-8
0.02                     1123                     9.073121472059901E-8
0.02                     1124                     9.063699278493106E-8
0.02                     1125                     9.054288426956548E-8
0.02                     1126                     9.044888917450222E-8
0.02                     1127                     9.035500749974125E-8
0.02                     1128                     9.026123924528263E-8
0.02                     1129                     9.016758441112632E-8
0.02                     1130                     9.007404299727234E-8
0.02                     1131                     8.998061500372067E-8
0.02                     1132                     8.988730043047133E-8
0.02                     1133                     8.979409927752438E-8
0.02                     1134                     8.970101154487969E-8
0.02                     1135                     8.96080372325373E-8
0.02                     1136                     8.95151763404973E-8
0.02                     1137                     8.94224288687596E-8
0.02                     1138                     8.93297948173242E-8
0.02                     1139                     8.923727418619114E-8
0.02                     1140                     8.914486697536038E-8
0.02                     1141                     8.9052573184832E-8
0.02                     1142                     8.89603928146059E-8
0.02                     1143                     8.886832586468215E-8
0.02                     1144                     8.87763723350607E-8
0.02                     1145                     8.868453222574159E-8
0.02                     1146                     8.859280553672478E-8
0.02                     1147                     8.850119226801036E-8
0.02                     1148                     8.840969241959818E-8
0.02                     1149                     8.831830599148835E-8
0.02                     1150                     8.822703298368087E-8
0.02                     1151                     8.813587339617574E-8
0.02                     1152                     8.804482722897288E-8
0.02                     1153                     8.795389448207237E-8
0.02                     1154                     8.786307515547413E-8
0.02                     1155                     8.777236924917829E-8
0.02                     1156                     8.768177676318473E-8
0.02                     1157                     8.75912976974935E-8
0.02                     1158                     8.750093205210462E-8
0.02                     1159                     8.741067982701804E-8
0.02                     1160                     8.732054102223379E-8
0.02                     1161                     8.723051563775185E-8
0.02                     1162                     8.714060367357225E-8
0.02                     1163                     8.705080512969496E-8
0.02                     1164                     8.696112000612004E-8
0.02                     1165                     8.68715483028474E-8
0.02                     1166                     8.678209001987711E-8
0.02                     1167                     8.669274515720913E-8
0.02                     1168                     8.660351371484347E-8
0.02                     1169                     8.651439569278017E-8
0.02                     1170                     8.642539109101914E-8
0.02                     1171                     8.633649990956045E-8
0.02                     1172                     8.624772214840409E-8
0.02                     1173                     8.615905780755006E-8
0.02                     1174                     8.607050688699837E-8
0.02                     1175                     8.598206938674892E-8
0.02                     1176                     8.589374530680191E-8
0.02                     1177                     8.580553464715719E-8
0.02                     1178                     8.57174374078148E-8
0.02                     1179                     8.562945358877466E-8
0.02                     1180                     8.554158319003689E-8
0.02                     1181                     8.545382621160147E-8
0.02                     1182                     8.536618265346835E-8
0.02                     1183                     8.527865251563755E-8
0.02                     1184                     8.519123579810908E-8
0.02                     1185                     8.510393250088295E-8
0.02                     1186                     8.501674262395915E-8
0.02                     1187                     8.492966616733763E-8
0.02                     1188                     8.484270313101847E-8
0.02                     1189                     8.475585351500163E-8
0.02                     1190                     8.466911731928714E-8
0.02                     1191                     8.458249454387492E-8
0.02                     1192                     8.449598518876505E-8
0.02                     1193                     8.44095892539575E-8
0.02                     1194                     8.43233067394523E-8
0.02                     1195                     8.423713764524939E-8
0.02                     1196                     8.41510819713488E-8
0.02                     1197                     8.406513971775057E-8
0.02                     1198                     8.397931088445461E-8
0.02                     1199                     8.389359547146101E-8
0.02                     1200                     8.380799347876975E-8
0.02                     1201                     8.37225049063808E-8
0.02                     1202                     8.363712975429418E-8
0.02                     1203                     8.355186802250986E-8
0.02                     1204                     8.346671971102789E-8
0.02                     1205                     8.338168481984824E-8
0.02                     1206                     8.32967633489709E-8
0.02                     1207                     8.32119552983959E-8
0.02                     1208                     8.312726066812321E-8
0.02                     1209                     8.304267945815285E-8
0.02                     1210                     8.295821166848485E-8
0.02                     1211                     8.287385729911911E-8
0.02                     1212                     8.278961635005575E-8
0.02                     1213                     8.270548882129466E-8
0.02                     1214                     8.262147471283595E-8
0.02                     1215                     8.253757402467951E-8
0.02                     1216                     8.245378675682542E-8
0.02                     1217                     8.237011290927364E-8
0.02                     1218                     8.228655248202423E-8
0.02                     1219                     8.22031054750771E-8
0.02                     1220                     8.21197718884323E-8
0.02                     1221                     8.203655172208982E-8
0.02                     1222                     8.19534449760497E-8
0.02                     1223                     8.187045165031186E-8
0.02                     1224                     8.178757174487639E-8
0.02                     1225                     8.170480525974319E-8
0.02                     1226                     8.162215219491236E-8
0.02                     1227                     8.153961255038383E-8
0.02                     1228                     8.145718632615766E-8
0.02                     1229                     8.137487352223376E-8
0.02                     1230                     8.129267413861222E-8
0.02                     1231                     8.121058817529299E-8
0.02                     1232                     8.112861563227609E-8
0.02                     1233                     8.104675650956153E-8
0.02                     1234                     8.096501080714931E-8
0.02                     1235                     8.088337852503935E-8
0.02                     1236                     8.080185966323176E-8
0.02                     1237                     8.071998684477871E-8
0.02                     1238                     8.063778868339235E-8
0.02                     1239                     8.055568996927813E-8
0.02                     1240                     8.047369070243607E-8
0.02                     1241                     8.039179088286612E-8
0.02                     1242                     8.030999051056833E-8
0.02                     1243                     8.022828958554269E-8
0.02                     1244                     8.01466881077892E-8
0.02                     1245                     8.006518607730786E-8
0.02                     1246                     7.998378349409861E-8
0.02                     1247                     7.990248035816156E-8
0.02                     1248                     7.982127666949663E-8
0.02                     1249                     7.974017242810383E-8
0.02                     1250                     7.965916763398319E-8
0.02                     1251                     7.957826228713469E-8
0.02                     1252                     7.949745638755834E-8
0.02                     1253                     7.941674993525412E-8
0.02                     1254                     7.933614293022208E-8
0.02                     1255                     7.925563537246214E-8
0.02                     1256                     7.91752272619744E-8
0.02                     1257                     7.909491859875872E-8
0.02                     1258                     7.901470938281524E-8
0.02                     1259                     7.893459961414389E-8
0.02                     1260                     7.885458929274472E-8
0.02                     1261                     7.877467841861763E-8
0.02                     1262                     7.869486699176272E-8
0.02                     1263                     7.861515501217996E-8
0.02                     1264                     7.853554247986931E-8
0.02                     1265                     7.845602939483084E-8
0.02                     1266                     7.837661575706452E-8
0.02                     1267                     7.82973015665703E-8
0.02                     1268                     7.821808682334827E-8
0.02                     1269                     7.813897152739834E-8
0.02                     1270                     7.805995567872057E-8
0.02                     1271                     7.798103927731496E-8
0.02                     1272                     7.790222232318145E-8
0.02                     1273                     7.782350481632009E-8
