% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:13
% Table:              tce_outflow_concentration0.02 - tce_outflow_concentraion (tce_outflow_concentraion)
% Q_inject_design        t (s)                    tce_outflow_concentraion (mol/(m*s))
0.02                     295                      1.385084899550747E-7
0.02                     296                      1.3858831975580754E-7
0.02                     297                      1.3866729542902316E-7
0.02                     298                      1.3874541697472162E-7
0.02                     299                      1.3882268439290281E-7
0.02                     300                      1.3889909768356682E-7
0.02                     301                      1.3897465684671376E-7
0.02                     302                      1.3904975485483248E-7
0.02                     303                      1.3912450781042162E-7
0.02                     304                      1.3919859037929653E-7
0.02                     305                      1.3927200256145712E-7
0.02                     306                      1.3934474435690348E-7
0.02                     307                      1.3941681576563562E-7
0.02                     308                      1.3948821678765342E-7
0.02                     309                      1.3955944073265017E-7
0.02                     310                      1.3963025810793447E-7
0.02                     311                      1.3970056750953302E-7
0.02                     312                      1.3977036893744572E-7
0.02                     313                      1.3983966239167254E-7
0.02                     314                      1.3990848132619608E-7
0.02                     315                      1.3997723309693546E-7
0.02                     316                      1.400456145206383E-7
0.02                     317                      1.4011362559730452E-7
0.02                     318                      1.4018126632693414E-7
0.02                     319                      1.4024853670952727E-7
0.02                     320                      1.4031577279428563E-7
0.02                     321                      1.403827777693253E-7
0.02                     322                      1.4044953099323238E-7
0.02                     323                      1.4051603246600706E-7
0.02                     324                      1.405822821876491E-7
0.02                     325                      1.4064849046873451E-7
0.02                     326                      1.4071458749146044E-7
0.02                     327                      1.407805237522268E-7
0.02                     328                      1.408462992510338E-7
0.02                     329                      1.409119139878815E-7
0.02                     330                      1.409774445936769E-7
0.02                     331                      1.410428943903016E-7
0.02                     332                      1.4110822570754072E-7
0.02                     333                      1.411734574024338E-7
0.02                     334                      1.4123870290596557E-7
0.02                     335                      1.4130389301224965E-7
0.02                     336                      1.4136902772128603E-7
0.02                     337                      1.4143417691162559E-7
0.02                     338                      1.4149934096421917E-7
0.02                     339                      1.4156449738875317E-7
0.02                     340                      1.4162969006269864E-7
0.02                     341                      1.4169493812427714E-7
0.02                     342                      1.4176021898006926E-7
0.02                     343                      1.4182550239033945E-7
0.02                     344                      1.4189079145605238E-7
0.02                     345                      1.4195611930378266E-7
0.02                     346                      1.4202138820078167E-7
0.02                     347                      1.4208618627757114E-7
0.02                     348                      1.4215074989288107E-7
0.02                     349                      1.422156440180963E-7
0.02                     350                      1.4228137909752962E-7
0.02                     351                      1.423477557546454E-7
0.02                     352                      1.4241468179478563E-7
0.02                     353                      1.4248205502062918E-7
0.02                     354                      1.4254974907282067E-7
0.02                     355                      1.4261766184083804E-7
0.02                     356                      1.4268577017395637E-7
0.02                     357                      1.4275403011169054E-7
0.02                     358                      1.4282241984668822E-7
0.02                     359                      1.428909328296281E-7
0.02                     360                      1.4295956575704958E-7
0.02                     361                      1.430283149735319E-7
0.02                     362                      1.4309717723543835E-7
0.02                     363                      1.4316614870089674E-7
0.02                     364                      1.432352252229757E-7
0.02                     365                      1.433044030706111E-7
0.02                     366                      1.4337377144777646E-7
0.02                     367                      1.434433156848565E-7
0.02                     368                      1.43513003070995E-7
0.02                     369                      1.435827342840234E-7
0.02                     370                      1.4365256498581996E-7
0.02                     371                      1.437223649436662E-7
0.02                     372                      1.4379214776534445E-7
0.02                     373                      1.4386189891606435E-7
0.02                     374                      1.439315446856895E-7
0.02                     375                      1.440011249600359E-7
0.02                     376                      1.4407060674860546E-7
0.02                     377                      1.4413999837467217E-7
0.02                     378                      1.442093068567043E-7
0.02                     379                      1.4427853845808017E-7
0.02                     380                      1.4434768948387435E-7
0.02                     381                      1.4441678196547718E-7
0.02                     382                      1.4448580758210383E-7
0.02                     383                      1.4455477186204476E-7
0.02                     384                      1.4462368062971358E-7
0.02                     385                      1.446925300986781E-7
0.02                     386                      1.4476132254938804E-7
0.02                     387                      1.4483005699487376E-7
0.02                     388                      1.448987301878949E-7
0.02                     389                      1.449673401546941E-7
0.02                     390                      1.4503588740134543E-7
0.02                     391                      1.45104361459758E-7
0.02                     392                      1.451727670596393E-7
0.02                     393                      1.45241094919193E-7
0.02                     394                      1.453093419953876E-7
0.02                     395                      1.4537750888258587E-7
0.02                     396                      1.4544558101622376E-7
0.02                     397                      1.45513565298694E-7
0.02                     398                      1.4558144670400398E-7
0.02                     399                      1.4564922366228392E-7
0.02                     400                      1.457168945735471E-7
0.02                     401                      1.4578444111065171E-7
0.02                     402                      1.458518724490331E-7
0.02                     403                      1.4591916940170464E-7
0.02                     404                      1.4598633346563655E-7
0.02                     405                      1.4605336073988082E-7
0.02                     406                      1.4612023509724697E-7
0.02                     407                      1.4618696516009676E-7
0.02                     408                      1.462535227273847E-7
0.02                     409                      1.4631991428609497E-7
0.02                     410                      1.463861312398989E-7
0.02                     411                      1.4645215620480712E-7
0.02                     412                      1.4651799927677385E-7
0.02                     413                      1.4658363125108767E-7
0.02                     414                      1.466490626027651E-7
0.02                     415                      1.4671428067581107E-7
0.02                     416                      1.4677927139109634E-7
0.02                     417                      1.4684404309519624E-7
0.02                     418                      1.4690856355754296E-7
0.02                     419                      1.4697284663504442E-7
0.02                     420                      1.470368754166478E-7
0.02                     421                      1.4710063874097484E-7
0.02                     422                      1.4716414241336197E-7
0.02                     423                      1.472273558240383E-7
0.02                     424                      1.472902927034206E-7
0.02                     425                      1.4735293311743027E-7
0.02                     426                      1.4741526971369932E-7
0.02                     427                      1.4747730503891657E-7
0.02                     428                      1.475390103399714E-7
0.02                     429                      1.476003991329646E-7
0.02                     430                      1.4766143361568996E-7
0.02                     431                      1.4772210858865574E-7
0.02                     432                      1.477824340986464E-7
0.02                     433                      1.4784241014566189E-7
0.02                     434                      1.479020367297023E-7
0.02                     435                      1.4796120355077857E-7
0.02                     436                      1.480199490909766E-7
0.02                     437                      1.480782967099453E-7
0.02                     438                      1.4813624640768478E-7
0.02                     439                      1.481937436624236E-7
0.02                     440                      1.4825070479096641E-7
0.02                     441                      1.483072054153852E-7
0.02                     442                      1.4836324553567995E-7
0.02                     443                      1.484188251518506E-7
0.02                     444                      1.4847383730429272E-7
0.02                     445                      1.4852833964199902E-7
0.02                     446                      1.4858233862767564E-7
0.02                     447                      1.4863583426132244E-7
0.02                     448                      1.4868879143942637E-7
0.02                     449                      1.487411885356449E-7
0.02                     450                      1.48793053712591E-7
0.02                     451                      1.488443869702646E-7
0.02                     452                      1.4889518504310659E-7
0.02                     453                      1.4894539322288831E-7
0.02                     454                      1.489950474721685E-7
0.02                     455                      1.4904414779094708E-7
0.02                     456                      1.490926941792243E-7
0.02                     457                      1.4914065159000062E-7
0.02                     458                      1.4918801695669667E-7
0.02                     459                      1.4923480655218108E-7
0.02                     460                      1.492810203764536E-7
0.02                     461                      1.493266478748626E-7
0.02                     462                      1.4937164405307824E-7
0.02                     463                      1.4941604180076074E-7
0.02                     464                      1.4945984111791018E-7
0.02                     465                      1.4950304200452647E-7
0.02                     466                      1.495455981782176E-7
0.02                     467                      1.4958752151123686E-7
0.02                     468                      1.4962882325835155E-7
0.02                     469                      1.4966950341956164E-7
0.02                     470                      1.4970954283955324E-7
0.02                     471                      1.497489068779604E-7
0.02                     472                      1.497876254307355E-7
0.02                     473                      1.4982569849787866E-7
0.02                     474                      1.4986312607938968E-7
0.02                     475                      1.498998498461278E-7
0.02                     476                      1.4993589888481E-7
0.02                     477                      1.4997127824632164E-7
0.02                     478                      1.5000598793066282E-7
0.02                     479                      1.5004000028160152E-7
0.02                     480                      1.500732943164248E-7
0.02                     481                      1.5010589473813402E-7
0.02                     482                      1.5013780154672936E-7
0.02                     483                      1.5016901273182828E-7
0.02                     484                      1.5019946845380254E-7
0.02                     485                      1.502292073830227E-7
0.02                     486                      1.502582295194887E-7
0.02                     487                      1.5028653486320075E-7
0.02                     488                      1.5031408999214098E-7
0.02                     489                      1.503408890574578E-7
0.02                     490                      1.5036694945150013E-7
0.02                     491                      1.5039227117426762E-7
0.02                     492                      1.5041684619746518E-7
0.02                     493                      1.504406326432047E-7
0.02                     494                      1.5046366037194453E-7
0.02                     495                      1.504859293836848E-7
0.02                     496                      1.505074396784255E-7
0.02                     497                      1.5052815472021355E-7
0.02                     498                      1.5054808171800795E-7
0.02                     499                      1.5056723095040923E-7
0.02                     500                      1.5058560241741763E-7
0.02                     501                      1.5060318422374065E-7
0.02                     502                      1.5061995103385958E-7
0.02                     503                      1.5063592383968902E-7
0.02                     504                      1.506511026412289E-7
0.02                     505                      1.5066548743847936E-7
0.02                     506                      1.5067904544261887E-7
0.02                     507                      1.5069179160176452E-7
0.02                     508                      1.5070372966452143E-7
0.02                     509                      1.507148596308896E-7
0.02                     510                      1.507251533000425E-7
0.02                     511                      1.50734584764609E-7
0.02                     512                      1.5074318208816108E-7
0.02                     513                      1.5075094527069885E-7
0.02                     514                      1.5075787431222211E-7
0.02                     515                      1.5076396921273095E-7
0.02                     516                      1.507692299722254E-7
0.02                     517                      1.5077365659070537E-7
0.02                     518                      1.5077724906817096E-7
0.02                     519                      1.5077996118050814E-7
0.02                     520                      1.5078179222062037E-7
0.02                     521                      1.507827722181226E-7
0.02                     522                      1.507829011730151E-7
0.02                     523                      1.5078217908529777E-7
0.02                     524                      1.507806059549705E-7
0.02                     525                      1.5077818178203346E-7
0.02                     526                      1.507749065664866E-7
0.02                     527                      1.5077073935663576E-7
0.02                     528                      1.507656811707857E-7
0.02                     529                      1.5075975605125232E-7
0.02                     530                      1.5075296399803576E-7
0.02                     531                      1.5074530501113593E-7
0.02                     532                      1.5073677909055293E-7
0.02                     533                      1.5072738623628672E-7
0.02                     534                      1.5071712644833723E-7
0.02                     535                      1.5070599556853945E-7
0.02                     536                      1.5069399397151324E-7
0.02                     537                      1.506811238871259E-7
0.02                     538                      1.5066738531537774E-7
0.02                     539                      1.5065277825626848E-7
0.02                     540                      1.5063730270979837E-7
0.02                     541                      1.506209586759672E-7
0.02                     542                      1.5060374615477512E-7
0.02                     543                      1.505856924505413E-7
0.02                     544                      1.5056679344135156E-7
0.02                     545                      1.5054703578024416E-7
0.02                     546                      1.5052641946721913E-7
0.02                     547                      1.5050494450227642E-7
0.02                     548                      1.5048261088541603E-7
0.02                     549                      1.5045941861663802E-7
0.02                     550                      1.5043536769594235E-7
0.02                     551                      1.5041050732312244E-7
0.02                     552                      1.5038482726963636E-7
0.02                     553                      1.5035830566912167E-7
0.02                     554                      1.503309425215784E-7
0.02                     555                      1.5030273782700635E-7
0.02                     556                      1.5027369158540586E-7
0.02                     557                      1.5024380379677671E-7
0.02                     558                      1.5021307446111897E-7
0.02                     559                      1.5018156538452003E-7
0.02                     560                      1.5014926041881488E-7
0.02                     561                      1.5011613466680345E-7
0.02                     562                      1.5008218812848566E-7
0.02                     563                      1.5004742080386165E-7
0.02                     564                      1.5001183269293127E-7
0.02                     565                      1.4997542379569467E-7
0.02                     566                      1.4993819411215165E-7
0.02                     567                      1.4990025634369104E-7
0.02                     568                      1.4986157539425317E-7
0.02                     569                      1.4982211027074337E-7
0.02                     570                      1.497818609731615E-7
0.02                     571                      1.497408275015077E-7
0.02                     572                      1.4969900985578187E-7
0.02                     573                      1.4965640803598408E-7
0.02                     574                      1.496130220421143E-7
0.02                     575                      1.4956885187417257E-7
0.02                     576                      1.4952389753215886E-7
0.02                     577                      1.494781590160731E-7
0.02                     578                      1.4943163632591548E-7
0.02                     579                      1.493843294616857E-7
0.02                     580                      1.4933623842338407E-7
0.02                     581                      1.4928736321101038E-7
0.02                     582                      1.4923770382456475E-7
0.02                     583                      1.491874617144372E-7
0.02                     584                      1.491365300065421E-7
0.02                     585                      1.4908484619583845E-7
0.02                     586                      1.4903241028232634E-7
0.02                     587                      1.4897922226600557E-7
0.02                     588                      1.4892528214687642E-7
0.02                     589                      1.4887058992493883E-7
0.02                     590                      1.488151456001926E-7
0.02                     591                      1.4875894917263785E-7
0.02                     592                      1.4870200064227457E-7
0.02                     593                      1.4864430000910292E-7
0.02                     594                      1.4858584727312255E-7
0.02                     595                      1.4852664243433381E-7
0.02                     596                      1.484666854927365E-7
0.02                     597                      1.484059764483307E-7
0.02                     598                      1.483445153011164E-7
0.02                     599                      1.4828265878479353E-7
0.02                     600                      1.482201902133603E-7
0.02                     601                      1.4815702310940518E-7
0.02                     602                      1.480931574729282E-7
0.02                     603                      1.480285933039293E-7
0.02                     604                      1.4796333060240845E-7
0.02                     605                      1.4789736936836577E-7
0.02                     606                      1.4783070960180116E-7
0.02                     607                      1.4776335130271465E-7
0.02                     608                      1.4769529447110626E-7
0.02                     609                      1.4762653910697597E-7
0.02                     610                      1.4755708521032375E-7
0.02                     611                      1.474869327811497E-7
0.02                     612                      1.4741608181945366E-7
0.02                     613                      1.4734453232523582E-7
0.02                     614                      1.4727228429849607E-7
0.02                     615                      1.4719978545610197E-7
0.02                     616                      1.471267329607468E-7
0.02                     617                      1.4705304553922884E-7
0.02                     618                      1.4697872319154825E-7
0.02                     619                      1.4690376591770506E-7
0.02                     620                      1.4682817371769908E-7
0.02                     621                      1.467519465915305E-7
0.02                     622                      1.4667508453919917E-7
0.02                     623                      1.4659758756070512E-7
0.02                     624                      1.4651945565604846E-7
0.02                     625                      1.4644068882522914E-7
0.02                     626                      1.4636128706824706E-7
0.02                     627                      1.4628125038510228E-7
0.02                     628                      1.4620057877579491E-7
