% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:39
% Table:              tce_outflow_concentration0.5 - tce_outflow_concentraion (tce_outflow_concentraion)
% Q_inject_design        t (s)                    tce_outflow_concentraion (mol/(m*s))
0.5                      658                      9.172078959660525E-8
0.5                      659                      9.158297506704394E-8
0.5                      660                      9.144550822378666E-8
0.5                      661                      9.130838906683346E-8
0.5                      662                      9.117161759618425E-8
0.5                      663                      9.10351938118391E-8
0.5                      664                      9.0899117713798E-8
0.5                      665                      9.076338930206093E-8
0.5                      666                      9.062800857662792E-8
0.5                      667                      9.049297553749897E-8
0.5                      668                      9.035829018467403E-8
0.5                      669                      9.022395251815313E-8
0.5                      670                      9.00899625379363E-8
0.5                      671                      8.995632024402348E-8
0.5                      672                      8.982302563641476E-8
0.5                      673                      8.969007871511001E-8
0.5                      674                      8.955747948010936E-8
0.5                      675                      8.942522793141275E-8
0.5                      676                      8.929332406902015E-8
0.5                      677                      8.91617678929316E-8
0.5                      678                      8.903055940314707E-8
0.5                      679                      8.889969859966662E-8
0.5                      680                      8.876918548249023E-8
0.5                      681                      8.863902005161785E-8
0.5                      682                      8.850920230704953E-8
0.5                      683                      8.837973224878525E-8
0.5                      684                      8.825060987682496E-8
0.5                      685                      8.812183519116881E-8
0.5                      686                      8.799340819181664E-8
0.5                      687                      8.786532887876853E-8
0.5                      688                      8.77375972520245E-8
0.5                      689                      8.761021331158444E-8
0.5                      690                      8.748317705744844E-8
0.5                      691                      8.735648848961652E-8
0.5                      692                      8.72301476080886E-8
0.5                      693                      8.710415441286477E-8
0.5                      694                      8.697850890394493E-8
0.5                      695                      8.685321108132917E-8
0.5                      696                      8.672826094501746E-8
0.5                      697                      8.660365849500975E-8
0.5                      698                      8.647940373130613E-8
0.5                      699                      8.635549665390654E-8
0.5                      700                      8.623193726281097E-8
0.5                      701                      8.610872555801947E-8
0.5                      702                      8.598586153953197E-8
0.5                      703                      8.586334520734856E-8
0.5                      704                      8.574117656146916E-8
0.5                      705                      8.561935560189383E-8
0.5                      706                      8.549788232862254E-8
0.5                      707                      8.537675674165527E-8
0.5                      708                      8.525597884099206E-8
0.5                      709                      8.51355486266329E-8
0.5                      710                      8.501546609857777E-8
0.5                      711                      8.489573125682669E-8
0.5                      712                      8.477634410137963E-8
0.5                      713                      8.465730463223663E-8
0.5                      714                      8.453861284939765E-8
0.5                      715                      8.442026875286273E-8
0.5                      716                      8.42981338829024E-8
0.5                      717                      8.417572491180123E-8
0.5                      718                      8.405355802427531E-8
0.5                      719                      8.393163322032474E-8
0.5                      720                      8.380995049994931E-8
0.5                      721                      8.368850986314916E-8
0.5                      722                      8.356731130992433E-8
0.5                      723                      8.34463548402747E-8
0.5                      724                      8.332564045420034E-8
0.5                      725                      8.320516815170128E-8
0.5                      726                      8.308493793277742E-8
0.5                      727                      8.296494979742878E-8
0.5                      728                      8.284520374565546E-8
0.5                      729                      8.272569977745741E-8
0.5                      730                      8.260643789283451E-8
0.5                      731                      8.248741809178699E-8
0.5                      732                      8.236864037431464E-8
0.5                      733                      8.225010474041758E-8
0.5                      734                      8.213181119009578E-8
0.5                      735                      8.201375972334926E-8
0.5                      736                      8.189595034017795E-8
0.5                      737                      8.177838304058191E-8
0.5                      738                      8.166105782456115E-8
0.5                      739                      8.154397469211567E-8
0.5                      740                      8.142713364324534E-8
0.5                      741                      8.131053467795034E-8
0.5                      742                      8.119417779623061E-8
0.5                      743                      8.107806299808611E-8
0.5                      744                      8.096219028351684E-8
0.5                      745                      8.084655965252287E-8
0.5                      746                      8.07311711051041E-8
0.5                      747                      8.06160246412607E-8
0.5                      748                      8.050112026099246E-8
0.5                      749                      8.038645796429946E-8
0.5                      750                      8.027203775118179E-8
0.5                      751                      8.015785962163933E-8
0.5                      752                      8.004392357567212E-8
0.5                      753                      7.993022961328023E-8
0.5                      754                      7.981677773446354E-8
0.5                      755                      7.970356793922207E-8
0.5                      756                      7.959060022755591E-8
0.5                      757                      7.947787459946499E-8
0.5                      758                      7.936539105494932E-8
0.5                      759                      7.925314959400892E-8
0.5                      760                      7.914115021664377E-8
0.5                      761                      7.902939292285385E-8
0.5                      762                      7.891787771263923E-8
0.5                      763                      7.880660458599988E-8
0.5                      764                      7.869557354293572E-8
0.5                      765                      7.858478458344688E-8
0.5                      766                      7.847423770753323E-8
0.5                      767                      7.83639329151949E-8
0.5                      768                      7.825387020643181E-8
0.5                      769                      7.8144049581244E-8
0.5                      770                      7.803447103963137E-8
0.5                      771                      7.7925134581594E-8
0.5                      772                      7.781604020713195E-8
0.5                      773                      7.770718791624512E-8
0.5                      774                      7.759857770893358E-8
0.5                      775                      7.749020958519728E-8
0.5                      776                      7.73820835450362E-8
0.5                      777                      7.727419958845043E-8
0.5                      778                      7.716655771543987E-8
0.5                      779                      7.705915792600465E-8
0.5                      780                      7.695200022014456E-8
0.5                      781                      7.684508459785977E-8
0.5                      782                      7.673841105915027E-8
0.5                      783                      7.663197960401603E-8
0.5                      784                      7.652579023245702E-8
0.5                      785                      7.641984294447325E-8
0.5                      786                      7.631413774006477E-8
0.5                      787                      7.620867461923151E-8
0.5                      788                      7.610345358197354E-8
0.5                      789                      7.599847462829083E-8
0.5                      790                      7.589373775818338E-8
0.5                      791                      7.578924297165114E-8
0.5                      792                      7.568499026869417E-8
0.5                      793                      7.558097964931249E-8
0.5                      794                      7.547721111350605E-8
0.5                      795                      7.537368466127485E-8
0.5                      796                      7.527040029261891E-8
0.5                      797                      7.516735800753824E-8
0.5                      798                      7.506455780603279E-8
0.5                      799                      7.496199968810265E-8
0.5                      800                      7.485968365374777E-8
0.5                      801                      7.47576097029681E-8
0.5                      802                      7.465577783576368E-8
0.5                      803                      7.455361506462234E-8
0.5                      804                      7.445112468543854E-8
0.5                      805                      7.434885082597598E-8
0.5                      806                      7.42467934862346E-8
0.5                      807                      7.414495266621442E-8
0.5                      808                      7.404332836591545E-8
0.5                      809                      7.394192058533762E-8
0.5                      810                      7.384072932448099E-8
0.5                      811                      7.373975458334563E-8
0.5                      812                      7.363899636193142E-8
0.5                      813                      7.353845466023832E-8
0.5                      814                      7.343812947826654E-8
0.5                      815                      7.33380208160159E-8
0.5                      816                      7.323812867348643E-8
0.5                      817                      7.313845305067822E-8
0.5                      818                      7.303899394759112E-8
0.5                      819                      7.293975136422529E-8
0.5                      820                      7.28407253005806E-8
0.5                      821                      7.274191575665715E-8
0.5                      822                      7.264332273245488E-8
0.5                      823                      7.254494622797375E-8
0.5                      824                      7.244678624321388E-8
0.5                      825                      7.234884277817517E-8
0.5                      826                      7.225111583285769E-8
0.5                      827                      7.215360540726134E-8
0.5                      828                      7.205631150138621E-8
0.5                      829                      7.195923411523234E-8
0.5                      830                      7.186237324879957E-8
0.5                      831                      7.176572890208805E-8
0.5                      832                      7.16693010750977E-8
0.5                      833                      7.157308976782849E-8
0.5                      834                      7.14770949802806E-8
0.5                      835                      7.138131671245382E-8
0.5                      836                      7.128575496434824E-8
0.5                      837                      7.119040973596385E-8
0.5                      838                      7.109528102730066E-8
0.5                      839                      7.100036883835867E-8
0.5                      840                      7.090567316913783E-8
0.5                      841                      7.081119401963831E-8
0.5                      842                      7.071693138985987E-8
0.5                      843                      7.062288527980265E-8
0.5                      844                      7.052905568946666E-8
0.5                      845                      7.043544261885181E-8
0.5                      846                      7.034204606795813E-8
0.5                      847                      7.02488660367857E-8
0.5                      848                      7.015590252533446E-8
0.5                      849                      7.006315553360438E-8
0.5                      850                      6.997062506159552E-8
0.5                      851                      6.987831110930791E-8
0.5                      852                      6.978621367674137E-8
0.5                      853                      6.969433276389612E-8
0.5                      854                      6.960266837077203E-8
0.5                      855                      6.951122049736917E-8
0.5                      856                      6.941998914368742E-8
0.5                      857                      6.932897430972691E-8
0.5                      858                      6.923817599548762E-8
0.5                      859                      6.914759420096947E-8
0.5                      860                      6.905722892617252E-8
0.5                      861                      6.896708017109684E-8
0.5                      862                      6.887714793574228E-8
0.5                      863                      6.878743222010895E-8
0.5                      864                      6.86979330241968E-8
0.5                      865                      6.86086503480058E-8
0.5                      866                      6.851958419153602E-8
0.5                      867                      6.843073455478746E-8
0.5                      868                      6.834210143776006E-8
0.5                      869                      6.825368484045394E-8
0.5                      870                      6.816548476286895E-8
0.5                      871                      6.807750120500512E-8
0.5                      872                      6.798973416686248E-8
0.5                      873                      6.790218364844111E-8
0.5                      874                      6.781484964974089E-8
0.5                      875                      6.772773217076185E-8
0.5                      876                      6.764083121150405E-8
0.5                      877                      6.755414677196739E-8
0.5                      878                      6.746767885215195E-8
0.5                      879                      6.738142745205771E-8
0.5                      880                      6.729539257168465E-8
0.5                      881                      6.720957421103277E-8
0.5                      882                      6.712397237010213E-8
0.5                      883                      6.703858704889265E-8
0.5                      884                      6.695341824740435E-8
0.5                      885                      6.686846596563727E-8
0.5                      886                      6.678373020359135E-8
0.5                      887                      6.669921096126666E-8
0.5                      888                      6.661490823866314E-8
0.5                      889                      6.653082203578082E-8
0.5                      890                      6.644634522685913E-8
0.5                      891                      6.635803808125127E-8
0.5                      892                      6.626984244934597E-8
0.5                      893                      6.618175833114337E-8
0.5                      894                      6.609378572664332E-8
0.5                      895                      6.600592463584587E-8
0.5                      896                      6.591817505875106E-8
0.5                      897                      6.583053699535883E-8
0.5                      898                      6.574301044566925E-8
0.5                      899                      6.565559540968226E-8
0.5                      900                      6.556829188739791E-8
0.5                      901                      6.548109987881614E-8
0.5                      902                      6.539401938393703E-8
0.5                      903                      6.530705040276045E-8
0.5                      904                      6.522019293528655E-8
0.5                      905                      6.513344698151526E-8
0.5                      906                      6.504681254144653E-8
0.5                      907                      6.496028961508046E-8
0.5                      908                      6.487387820241697E-8
0.5                      909                      6.47875783034561E-8
0.5                      910                      6.470138991819784E-8
0.5                      911                      6.461531304664222E-8
0.5                      912                      6.452934768878923E-8
0.5                      913                      6.444349384463877E-8
0.5                      914                      6.435775151419098E-8
0.5                      915                      6.427212069744578E-8
0.5                      916                      6.418660139440321E-8
0.5                      917                      6.410119360506324E-8
0.5                      918                      6.401589732942586E-8
0.5                      919                      6.393071256749112E-8
0.5                      920                      6.384563931925896E-8
0.5                      921                      6.376067758472948E-8
0.5                      922                      6.367582736390256E-8
0.5                      923                      6.359108865677827E-8
0.5                      924                      6.350646146335657E-8
0.5                      925                      6.342194578363752E-8
0.5                      926                      6.333754161762103E-8
0.5                      927                      6.325324896530719E-8
0.5                      928                      6.316906782669594E-8
0.5                      929                      6.308499820178734E-8
0.5                      930                      6.30010400905813E-8
0.5                      931                      6.291719349307791E-8
0.5                      932                      6.28334584092771E-8
0.5                      933                      6.274983483917891E-8
0.5                      934                      6.266632278278336E-8
0.5                      935                      6.258292224009041E-8
0.5                      936                      6.249963321110003E-8
0.5                      937                      6.241645569581234E-8
0.5                      938                      6.233338969422719E-8
0.5                      939                      6.225043520634469E-8
0.5                      940                      6.216759223216479E-8
0.5                      941                      6.20848607716875E-8
0.5                      942                      6.200224082491283E-8
0.5                      943                      6.191973239184076E-8
0.5                      944                      6.183733547247131E-8
0.5                      945                      6.175505006680445E-8
0.5                      946                      6.167287617484025E-8
0.5                      947                      6.159081379657862E-8
0.5                      948                      6.150886293201963E-8
0.5                      949                      6.14270235811632E-8
0.5                      950                      6.134529574400941E-8
0.5                      951                      6.12636794205583E-8
0.5                      952                      6.118217461080969E-8
0.5                      953                      6.110078131476378E-8
0.5                      954                      6.101949953242046E-8
0.5                      955                      6.093832926377972E-8
0.5                      956                      6.085727050884162E-8
0.5                      957                      6.07763232676061E-8
0.5                      958                      6.069548754007322E-8
0.5                      959                      6.061476332624295E-8
0.5                      960                      6.053415062611529E-8
0.5                      961                      6.045364943969027E-8
0.5                      962                      6.037325976696783E-8
0.5                      963                      6.029298160794796E-8
0.5                      964                      6.021281496263076E-8
0.5                      965                      6.013275983101615E-8
0.5                      966                      6.005281621310414E-8
0.5                      967                      5.997298410889478E-8
0.5                      968                      5.989326351838801E-8
0.5                      969                      5.981365444158384E-8
0.5                      970                      5.973415687848234E-8
0.5                      971                      5.965477082908338E-8
0.5                      972                      5.957549629338707E-8
0.5                      973                      5.949633327139338E-8
0.5                      974                      5.941728176310226E-8
0.5                      975                      5.933834176851377E-8
0.5                      976                      5.92595132876279E-8
0.5                      977                      5.918079632044464E-8
0.5                      978                      5.910197476970701E-8
0.5                      979                      5.902318861079356E-8
0.5                      980                      5.8944507463614624E-8
0.5                      981                      5.886593132817024E-8
0.5                      982                      5.87874602044604E-8
0.5                      983                      5.8709094092485056E-8
0.5                      984                      5.8630832992244276E-8
0.5                      985                      5.855267690373801E-8
0.5                      986                      5.847462582696629E-8
0.5                      987                      5.839667976192912E-8
0.5                      988                      5.831883870862647E-8
0.5                      989                      5.8241102667058376E-8
0.5                      990                      5.816347163722478E-8
0.5                      991                      5.808594561912574E-8
0.5                      992                      5.800852461276124E-8
0.5                      993                      5.793120861813125E-8
0.5                      994                      5.7853997635235805E-8
0.5                      995                      5.7776891664074886E-8
0.5                      996                      5.769989070464852E-8
0.5                      997                      5.762299475695668E-8
0.5                      998                      5.7546203820999356E-8
0.5                      999                      5.746951789677658E-8
0.5                      1000                     5.739293698428836E-8
0.5                      1001                     5.7316461083534654E-8
0.5                      1002                     5.724009019451549E-8
0.5                      1003                     5.716382431723086E-8
0.5                      1004                     5.7087663451680746E-8
0.5                      1005                     5.701160759786519E-8
0.5                      1006                     5.693565675578415E-8
0.5                      1007                     5.685981092543765E-8
0.5                      1008                     5.678407010682571E-8
0.5                      1009                     5.6708434299948257E-8
0.5                      1010                     5.6632903504805366E-8
0.5                      1011                     5.6557477721396995E-8
0.5                      1012                     5.648215694972319E-8
0.5                      1013                     5.6406941189783894E-8
0.5                      1014                     5.6331830441579143E-8
0.5                      1015                     5.6256824705108906E-8
0.5                      1016                     5.6181923980373216E-8
0.5                      1017                     5.610712826737206E-8
0.5                      1018                     5.603243756610546E-8
0.5                      1019                     5.595785187657337E-8
0.5                      1020                     5.588337119877581E-8
0.5                      1021                     5.580899553271281E-8
0.5                      1022                     5.573472487838431E-8
0.5                      1023                     5.566055923579037E-8
0.5                      1024                     5.558649860493097E-8
0.5                      1025                     5.551254298580607E-8
0.5                      1026                     5.543869237841573E-8
0.5                      1027                     5.536494678275994E-8
0.5                      1028                     5.5291306198838655E-8
0.5                      1029                     5.521777062665192E-8
0.5                      1030                     5.5144340066199704E-8
0.5                      1031                     5.507101451748205E-8
0.5                      1032                     5.499779398049889E-8
0.5                      1033                     5.4924678455250305E-8
0.5                      1034                     5.485166794173622E-8
0.5                      1035                     5.4778762439956676E-8
0.5                      1036                     5.4705961949911674E-8
0.5                      1037                     5.463326647160122E-8
0.5                      1038                     5.45606760050253E-8
0.5                      1039                     5.4488190550183884E-8
0.5                      1040                     5.441581010707702E-8
0.5                      1041                     5.434353467570468E-8
0.5                      1042                     5.4271364256066895E-8
0.5                      1043                     5.4199298848163654E-8
0.5                      1044                     5.412733845199489E-8
0.5                      1045                     5.4055483067560726E-8
0.5                      1046                     5.398373269486105E-8
0.5                      1047                     5.391208733389593E-8
0.5                      1048                     5.3840546984665345E-8
0.5                      1049                     5.3769111647169305E-8
0.5                      1050                     5.369778132140776E-8
0.5                      1051                     5.362655600738077E-8
0.5                      1052                     5.355543570508833E-8
0.5                      1053                     5.3484420414530406E-8
0.5                      1054                     5.341351013570704E-8
0.5                      1055                     5.334270486861817E-8
0.5                      1056                     5.327200461326389E-8
0.5                      1057                     5.320140936964408E-8
0.5                      1058                     5.313091913775883E-8
0.5                      1059                     5.306053391760814E-8
0.5                      1060                     5.299025370919194E-8
0.5                      1061                     5.292007851251031E-8
0.5                      1062                     5.28500083275632E-8
0.5                      1063                     5.278004315435062E-8
0.5                      1064                     5.271018299287257E-8
0.5                      1065                     5.2640744122072316E-8
0.5                      1066                     5.2571947648246235E-8
0.5                      1067                     5.2503275341525645E-8
0.5                      1068                     5.243472720191051E-8
0.5                      1069                     5.236630322940091E-8
0.5                      1070                     5.229800342399675E-8
0.5                      1071                     5.2229827785698093E-8
0.5                      1072                     5.216177631450491E-8
0.5                      1073                     5.209384901041723E-8
0.5                      1074                     5.202604587343502E-8
0.5                      1075                     5.1958366903558307E-8
0.5                      1076                     5.189081210078708E-8
0.5                      1077                     5.182338146512133E-8
0.5                      1078                     5.1756074996561044E-8
0.5                      1079                     5.1688892695106265E-8
0.5                      1080                     5.1621834560756984E-8
0.5                      1081                     5.155490059351316E-8
0.5                      1082                     5.1488090793374846E-8
0.5                      1083                     5.142140516034199E-8
0.5                      1084                     5.135484369441465E-8
0.5                      1085                     5.128840639559278E-8
0.5                      1086                     5.12220932638764E-8
0.5                      1087                     5.11559042992655E-8
0.5                      1088                     5.108983950176009E-8
0.5                      1089                     5.102389887136016E-8
0.5                      1090                     5.095808240806572E-8
0.5                      1091                     5.0892390111876736E-8
0.5                      1092                     5.082682198279328E-8
0.5                      1093                     5.076137802081528E-8
0.5                      1094                     5.069605822594277E-8
0.5                      1095                     5.063086259817575E-8
0.5                      1096                     5.0565791137514205E-8
0.5                      1097                     5.050084384395817E-8
0.5                      1098                     5.04360207175076E-8
0.5                      1099                     5.037132175816252E-8
0.5                      1100                     5.030674696592292E-8
0.5                      1101                     5.024229634078882E-8
0.5                      1102                     5.017796988276017E-8
0.5                      1103                     5.0113767591837044E-8
0.5                      1104                     5.00496894680194E-8
0.5                      1105                     4.998573551130721E-8
0.5                      1106                     4.992190572170052E-8
0.5                      1107                     4.9858200099199344E-8
0.5                      1108                     4.9794618643803625E-8
0.5                      1109                     4.9731161355513365E-8
0.5                      1110                     4.966782823432863E-8
0.5                      1111                     4.9604619280249375E-8
0.5                      1112                     4.954153449327558E-8
0.5                      1113                     4.947857387340732E-8
0.5                      1114                     4.94157374206445E-8
0.5                      1115                     4.935302513498716E-8
0.5                      1116                     4.929043701643534E-8
0.5                      1117                     4.9227973064989E-8
0.5                      1118                     4.9165633280648125E-8
0.5                      1119                     4.9103417663412745E-8
0.5                      1120                     4.904132621328286E-8
0.5                      1121                     4.897935893025841E-8
0.5                      1122                     4.891751581433949E-8
0.5                      1123                     4.885579686552607E-8
0.5                      1124                     4.87942020838181E-8
0.5                      1125                     4.8732731469215616E-8
0.5                      1126                     4.867138502171864E-8
0.5                      1127                     4.861016274132713E-8
0.5                      1128                     4.854906462804111E-8
0.5                      1129                     4.848809068186058E-8
0.5                      1130                     4.842724090278554E-8
0.5                      1131                     4.836651529081598E-8
0.5                      1132                     4.8305913845951886E-8
0.5                      1133                     4.824543656819329E-8
0.5                      1134                     4.8185083457540193E-8
0.5                      1135                     4.8124854513992565E-8
0.5                      1136                     4.8064749737550415E-8
0.5                      1137                     4.800476912821379E-8
0.5                      1138                     4.7944912685982604E-8
0.5                      1139                     4.7885180410856924E-8
0.5                      1140                     4.782557230283672E-8
0.5                      1141                     4.776608836192202E-8
0.5                      1142                     4.770672858811276E-8
0.5                      1143                     4.7647492981409034E-8
0.5                      1144                     4.7588381541810774E-8
0.5                      1145                     4.7529394269318E-8
0.5                      1146                     4.74705311639307E-8
0.5                      1147                     4.74117922256489E-8
0.5                      1148                     4.7353177454472584E-8
0.5                      1149                     4.7294686850401756E-8
0.5                      1150                     4.723632041343641E-8
0.5                      1151                     4.7178078143576544E-8
0.5                      1152                     4.7119960040822165E-8
0.5                      1153                     4.705932133117086E-8
0.5                      1154                     4.6998742621150615E-8
0.5                      1155                     4.693822812912171E-8
0.5                      1156                     4.68777778550842E-8
0.5                      1157                     4.6817391799038066E-8
0.5                      1158                     4.675706996098328E-8
0.5                      1159                     4.669681234091987E-8
0.5                      1160                     4.663661893884781E-8
0.5                      1161                     4.657648975476712E-8
0.5                      1162                     4.651642478867784E-8
0.5                      1163                     4.6456424040579885E-8
0.5                      1164                     4.63964875104733E-8
0.5                      1165                     4.6336615198358096E-8
0.5                      1166                     4.627680710423424E-8
0.5                      1167                     4.621706322810177E-8
0.5                      1168                     4.615738356996066E-8
0.5                      1169                     4.6097768129810915E-8
0.5                      1170                     4.603821690765253E-8
0.5                      1171                     4.5978729903485537E-8
0.5                      1172                     4.591930711730988E-8
0.5                      1173                     4.58599485491256E-8
0.5                      1174                     4.5800654198932705E-8
0.5                      1175                     4.5741424066731163E-8
0.5                      1176                     4.568225815252101E-8
0.5                      1177                     4.562315645630218E-8
0.5                      1178                     4.5564118978074736E-8
0.5                      1179                     4.550514571783867E-8
0.5                      1180                     4.5446236675593966E-8
0.5                      1181                     4.538739185134063E-8
0.5                      1182                     4.5328611245078654E-8
0.5                      1183                     4.526989485680805E-8
0.5                      1184                     4.5211242686528804E-8
0.5                      1185                     4.5152654734240964E-8
0.5                      1186                     4.509413099994446E-8
0.5                      1187                     4.503567148363931E-8
0.5                      1188                     4.497727618532555E-8
0.5                      1189                     4.491894510500314E-8
0.5                      1190                     4.48606782426721E-8
0.5                      1191                     4.480247559833242E-8
0.5                      1192                     4.4744337171984155E-8
0.5                      1193                     4.46862629636272E-8
0.5                      1194                     4.462825297326165E-8
0.5                      1195                     4.4570307200887446E-8
0.5                      1196                     4.451242564650461E-8
0.5                      1197                     4.4454608310113166E-8
0.5                      1198                     4.439685519171306E-8
0.5                      1199                     4.4339166291304316E-8
0.5                      1200                     4.428154160888694E-8
0.5                      1201                     4.422398114446097E-8
0.5                      1202                     4.416648489802634E-8
0.5                      1203                     4.410905286958307E-8
0.5                      1204                     4.405168505913117E-8
0.5                      1205                     4.3994381466670654E-8
0.5                      1206                     4.393714209220149E-8
0.5                      1207                     4.387996693572372E-8
0.5                      1208                     4.382285599723725E-8
0.5                      1209                     4.376580927674219E-8
0.5                      1210                     4.3708826774238514E-8
0.5                      1211                     4.365190848972619E-8
0.5                      1212                     4.359505442320523E-8
0.5                      1213                     4.353826457467563E-8
0.5                      1214                     4.3481538944137417E-8
0.5                      1215                     4.342487753159055E-8
0.5                      1216                     4.336828033703506E-8
0.5                      1217                     4.331174736047095E-8
0.5                      1218                     4.3255278601898186E-8
0.5                      1219                     4.3198874061316796E-8
0.5                      1220                     4.314253373872677E-8
0.5                      1221                     4.308625763412812E-8
0.5                      1222                     4.3030045747520837E-8
0.5                      1223                     4.297389807890491E-8
0.5                      1224                     4.291781462828036E-8
0.5                      1225                     4.2861795395647185E-8
0.5                      1226                     4.280584038100534E-8
0.5                      1227                     4.2749949584354904E-8
0.5                      1228                     4.2694123005695835E-8
0.5                      1229                     4.26383606450281E-8
0.5                      1230                     4.258266250235175E-8
0.5                      1231                     4.252702857766677E-8
0.5                      1232                     4.247145887097317E-8
0.5                      1233                     4.241595338227091E-8
0.5                      1234                     4.2360512111560024E-8
0.5                      1235                     4.23051350588405E-8
0.5                      1236                     4.224982222411237E-8
0.5                      1237                     4.219457360737559E-8
0.5                      1238                     4.2139389208630176E-8
0.5                      1239                     4.208426902787612E-8
0.5                      1240                     4.202931166657321E-8
0.5                      1241                     4.197448176172809E-8
0.5                      1242                     4.1919719686612346E-8
0.5                      1243                     4.186502544122603E-8
0.5                      1244                     4.181039902556917E-8
0.5                      1245                     4.175584043964168E-8
0.5                      1246                     4.170134968344362E-8
0.5                      1247                     4.164692675697499E-8
0.5                      1248                     4.159257166023571E-8
0.5                      1249                     4.153828439322592E-8
0.5                      1250                     4.14840649559455E-8
0.5                      1251                     4.142991334839452E-8
0.5                      1252                     4.137582957057297E-8
0.5                      1253                     4.132181362248079E-8
0.5                      1254                     4.1267865504118034E-8
0.5                      1255                     4.121398521548474E-8
0.5                      1256                     4.116017275658081E-8
0.5                      1257                     4.1106428127406304E-8
0.5                      1258                     4.105275132796125E-8
0.5                      1259                     4.099914235824556E-8
0.5                      1260                     4.094560121825931E-8
0.5                      1261                     4.089212790800246E-8
0.5                      1262                     4.083872242747506E-8
0.5                      1263                     4.0785384776677055E-8
0.5                      1264                     4.073211495560844E-8
0.5                      1265                     4.0678912964269244E-8
0.5                      1266                     4.062577880265951E-8
0.5                      1267                     4.0572712470779175E-8
0.5                      1268                     4.0519713968628225E-8
0.5                      1269                     4.0466783296206715E-8
0.5                      1270                     4.0413920453514603E-8
0.5                      1271                     4.03611254405519E-8
0.5                      1272                     4.030839825731864E-8
0.5                      1273                     4.0255738903814776E-8
0.5                      1274                     4.020314738004034E-8
0.5                      1275                     4.0150623685995304E-8
0.5                      1276                     4.009816782167969E-8
0.5                      1277                     4.004577978709349E-8
0.5                      1278                     3.999345958223672E-8
0.5                      1279                     3.9941207207109346E-8
0.5                      1280                     3.9889022661711384E-8
0.5                      1281                     3.983690594604287E-8
0.5                      1282                     3.978485706010373E-8
0.5                      1283                     3.9732876003894005E-8
0.5                      1284                     3.968096277741371E-8
0.5                      1285                     3.9629117380662825E-8
0.5                      1286                     3.957733981364135E-8
0.5                      1287                     3.9525630076349334E-8
0.5                      1288                     3.947398816878669E-8
0.5                      1289                     3.942241409095348E-8
0.5                      1290                     3.937090784284965E-8
0.5                      1291                     3.931946942447528E-8
0.5                      1292                     3.92680988358303E-8
0.5                      1293                     3.921679607691474E-8
0.5                      1294                     3.916556114772861E-8
0.5                      1295                     3.911439404827185E-8
0.5                      1296                     3.906329477854454E-8
0.5                      1297                     3.9012263338546655E-8
0.5                      1298                     3.896129972827816E-8
0.5                      1299                     3.8910403947739105E-8
0.5                      1300                     3.8859575996929435E-8
0.5                      1301                     3.88088158758492E-8
0.5                      1302                     3.875812358449835E-8
0.5                      1303                     3.8707499122876966E-8
0.5                      1304                     3.8656942490984965E-8
0.5                      1305                     3.860645368882238E-8
0.5                      1306                     3.855603271638922E-8
0.5                      1307                     3.8505679573685483E-8
0.5                      1308                     3.845539426071113E-8
0.5                      1309                     3.840517677746622E-8
0.5                      1310                     3.835502712395072E-8
0.5                      1311                     3.8304945300164604E-8
0.5                      1312                     3.825493130610795E-8
0.5                      1313                     3.820498514178069E-8
0.5                      1314                     3.815510680718284E-8
0.5                      1315                     3.810529630231441E-8
0.5                      1316                     3.8055553627175395E-8
0.5                      1317                     3.8005878781765807E-8
0.5                      1318                     3.795627176608562E-8
0.5                      1319                     3.790673258013484E-8
0.5                      1320                     3.7857261223913484E-8
0.5                      1321                     3.780785769742154E-8
0.5                      1322                     3.775852200065902E-8
0.5                      1323                     3.77092541336259E-8
0.5                      1324                     3.76600540963222E-8
0.5                      1325                     3.761092188874792E-8
0.5                      1326                     3.756185751090306E-8
0.5                      1327                     3.751298154277522E-8
0.5                      1328                     3.7464556998134436E-8
0.5                      1329                     3.7416211630433705E-8
0.5                      1330                     3.736794543967304E-8
0.5                      1331                     3.731975842585242E-8
0.5                      1332                     3.727165058897186E-8
0.5                      1333                     3.722362192903135E-8
0.5                      1334                     3.717567244603091E-8
0.5                      1335                     3.7127802139970523E-8
0.5                      1336                     3.708001101085019E-8
0.5                      1337                     3.7032299058669925E-8
0.5                      1338                     3.698466628342972E-8
0.5                      1339                     3.693711268512958E-8
0.5                      1340                     3.688963826376947E-8
0.5                      1341                     3.6842243019349404E-8
0.5                      1342                     3.6794926951869424E-8
0.5                      1343                     3.674769006132949E-8
0.5                      1344                     3.67005323477296E-8
0.5                      1345                     3.665345381106981E-8
0.5                      1346                     3.660645445135004E-8
0.5                      1347                     3.6559534268570346E-8
0.5                      1348                     3.6512693262730697E-8
0.5                      1349                     3.6465931433831097E-8
0.5                      1350                     3.641924878187158E-8
0.5                      1351                     3.637264530685209E-8
0.5                      1352                     3.632612100877269E-8
0.5                      1353                     3.627967588763334E-8
0.5                      1354                     3.6233309943434025E-8
0.5                      1355                     3.618702317617478E-8
0.5                      1356                     3.6140815585855575E-8
0.5                      1357                     3.6094687172476445E-8
0.5                      1358                     3.604863793603737E-8
0.5                      1359                     3.600266787653835E-8
