% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:02
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.02                     486                      4.624215757005211E-8
0.02                     487                      4.853265725061255E-8
0.02                     488                      5.0925090447401655E-8
0.02                     489                      5.3422696068593374E-8
0.02                     490                      5.601584278394133E-8
0.02                     491                      5.8704530593445554E-8
0.02                     492                      6.149385408427264E-8
0.02                     493                      6.441038808238728E-8
0.02                     494                      6.743518376961416E-8
0.02                     495                      7.056824114595316E-8
0.02                     496                      7.380956021140447E-8
0.02                     497                      7.71842314682084E-8
0.02                     498                      8.068730427517258E-8
0.02                     499                      8.4311719961632E-8
0.02                     500                      8.805747852758653E-8
0.02                     501                      9.1934251484928E-8
0.02                     502                      9.596263797157424E-8
0.02                     503                      1.0012557043313449E-7
0.02                     504                      1.0442304886960875E-7
0.02                     505                      1.0885507328099704E-7
0.02                     506                      1.1345161077576363E-7
0.02                     507                      1.1819899962938689E-7
0.02                     508                      1.2309381383103598E-7
0.02                     509                      1.28136053380711E-7
0.02                     510                      1.3334676135754287E-7
0.02                     511                      1.3874526949486485E-7
0.02                     512                      1.4431063713112637E-7
0.02                     513                      1.5004286426632762E-7
0.02                     514                      1.5594195090046848E-7
0.02                     515                      1.6200789703354902E-7
0.02                     516                      1.682407026655692E-7
0.02                     517                      1.7464036779652902E-7
0.02                     518                      1.812068924264284E-7
0.02                     519                      1.879721625377495E-7
0.02                     520                      1.9493666589475023E-7
0.02                     521                      2.0207968768645395E-7
0.02                     522                      2.0940122791286066E-7
0.02                     523                      2.1690128657397035E-7
0.02                     524                      2.245798636697831E-7
0.02                     525                      2.3243695920029896E-7
0.02                     526                      2.4047257316551786E-7
0.02                     527                      2.487214150048874E-7
0.02                     528                      2.5718262163358775E-7
0.02                     529                      2.6583581549873E-7
0.02                     530                      2.7468099660031415E-7
0.02                     531                      2.8371816493834057E-7
0.02                     532                      2.929473205128091E-7
0.02                     533                      3.023684633237196E-7
0.02                     534                      3.119815933710722E-7
0.02                     535                      3.218008414039127E-7
0.02                     536                      3.31824934346677E-7
0.02                     537                      3.420462944100932E-7
0.02                     538                      3.524649215941614E-7
0.02                     539                      3.6308081589888135E-7
0.02                     540                      3.7389397732425363E-7
0.02                     541                      3.8490440587027755E-7
0.02                     542                      3.961121015369536E-7
0.02                     543                      4.075015707934447E-7
0.02                     544                      4.1907515257383513E-7
0.02                     545                      4.308404204624719E-7
0.02                     546                      4.427973744593549E-7
0.02                     547                      4.549460145644842E-7
0.02                     548                      4.672863407778599E-7
0.02                     549                      4.798183530994821E-7
0.02                     550                      4.925420515293501E-7
0.02                     551                      5.054035379538716E-7
0.02                     552                      5.184140176866913E-7
0.02                     553                      5.315974452122394E-7
0.02                     554                      5.449538205305157E-7
0.02                     555                      5.584831436415202E-7
0.02                     556                      5.721854145452527E-7
0.02                     557                      5.860606332417138E-7
0.02                     558                      6.001087997309027E-7
0.02                     559                      6.142368799984205E-7
0.02                     560                      6.284691811744068E-7
0.02                     561                      6.428431799310589E-7
0.02                     562                      6.573588762683778E-7
0.02                     563                      6.720162701863635E-7
0.02                     564                      6.868153616850151E-7
0.02                     565                      7.017561507643334E-7
0.02                     566                      7.168386374243182E-7
0.02                     567                      7.318180240233766E-7
0.02                     568                      7.467705423870649E-7
0.02                     569                      7.617852332366063E-7
0.02                     570                      7.768620965720008E-7
0.02                     571                      7.920011323932485E-7
0.02                     572                      8.07202340700349E-7
0.02                     573                      8.22465721493303E-7
0.02                     574                      8.377912747721097E-7
0.02                     575                      8.531790005367697E-7
0.02                     576                      8.686288987872831E-7
0.02                     577                      8.841409695236491E-7
0.02                     578                      8.997152127458686E-7
0.02                     579                      9.153516284539415E-7
0.02                     580                      9.310502166478672E-7
0.02                     581                      9.46810977327646E-7
0.02                     582                      9.626339104932778E-7
0.02                     583                      9.781548498764335E-7
0.02                     584                      9.93566994094991E-7
0.02                     585                      1.008983334876218E-6
0.02                     586                      1.0244038722201137E-6
0.02                     587                      1.0398286061266786E-6
0.02                     588                      1.0552575365959135E-6
0.02                     589                      1.0706906636278173E-6
0.02                     590                      1.08612798722239E-6
0.02                     591                      1.1015695073796325E-6
0.02                     592                      1.1170152240995435E-6
0.02                     593                      1.132465137382124E-6
0.02                     594                      1.1479192472273744E-6
0.02                     595                      1.1633775536352935E-6
0.02                     596                      1.178840056605882E-6
0.02                     597                      1.1943067561391388E-6
0.02                     598                      1.2097776522350661E-6
0.02                     599                      1.2248135283376725E-6
0.02                     600                      1.2396811719118369E-6
0.02                     601                      1.2544870554070817E-6
0.02                     602                      1.2692311788234044E-6
0.02                     603                      1.2839135421608074E-6
0.02                     604                      1.2985341454192892E-6
0.02                     605                      1.3130929885988503E-6
0.02                     606                      1.3275900716994899E-6
0.02                     607                      1.3420253947212105E-6
0.02                     608                      1.3563989576640094E-6
0.02                     609                      1.3707107605278878E-6
0.02                     610                      1.3849608033128454E-6
0.02                     611                      1.3991490860188815E-6
0.02                     612                      1.4132756086459983E-6
0.02                     613                      1.4273403711941938E-6
0.02                     614                      1.441343373663468E-6
0.02                     615                      1.454996814747373E-6
0.02                     616                      1.4684953642893775E-6
0.02                     617                      1.4818912663197857E-6
0.02                     618                      1.4951845208385966E-6
0.02                     619                      1.5083751278458116E-6
0.02                     620                      1.52146308734143E-6
0.02                     621                      1.5344483993254512E-6
0.02                     622                      1.5473310637978772E-6
