% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:02
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.02                     770                      2.54677613195338E-6
0.02                     771                      2.5500658713042054E-6
0.02                     772                      2.5533256948126087E-6
0.02                     773                      2.5565556024785896E-6
0.02                     774                      2.559755594302148E-6
0.02                     775                      2.5629256702832836E-6
0.02                     776                      2.566065830421997E-6
0.02                     777                      2.5691760747182883E-6
0.02                     778                      2.5722564031721563E-6
0.02                     779                      2.5753068157836033E-6
0.02                     780                      2.578327312552627E-6
0.02                     781                      2.581317893479229E-6
0.02                     782                      2.584278558563409E-6
0.02                     783                      2.587209307805164E-6
0.02                     784                      2.5901101412044986E-6
0.02                     785                      2.5929810587614107E-6
0.02                     786                      2.5958220604758997E-6
0.02                     787                      2.5986331463479676E-6
0.02                     788                      2.6014143163776124E-6
0.02                     789                      2.604165570564835E-6
0.02                     790                      2.6069057251432476E-6
0.02                     791                      2.609659693001234E-6
0.02                     792                      2.612387474630756E-6
0.02                     793                      2.615089070031815E-6
0.02                     794                      2.6177644792044112E-6
0.02                     795                      2.6204137021485436E-6
0.02                     796                      2.6230367388642135E-6
0.02                     797                      2.6256335893514184E-6
0.02                     798                      2.6282042536101616E-6
0.02                     799                      2.6307487316404407E-6
0.02                     800                      2.6332670234422573E-6
0.02                     801                      2.635759129015608E-6
0.02                     802                      2.6382250483604958E-6
0.02                     803                      2.6406647814769215E-6
0.02                     804                      2.643078328364883E-6
0.02                     805                      2.6454656890243825E-6
0.02                     806                      2.6478268634554174E-6
0.02                     807                      2.650161851657989E-6
0.02                     808                      2.6524706536320972E-6
0.02                     809                      2.654753269377742E-6
0.02                     810                      2.6570096988949237E-6
0.02                     811                      2.659239942183641E-6
0.02                     812                      2.6614439992438965E-6
0.02                     813                      2.663621870075688E-6
0.02                     814                      2.665773554679015E-6
0.02                     815                      2.667899053053879E-6
0.02                     816                      2.6699983652002803E-6
0.02                     817                      2.6720714911182177E-6
0.02                     818                      2.6741184308076917E-6
0.02                     819                      2.676139184268702E-6
0.02                     820                      2.6781337515012482E-6
0.02                     821                      2.680102132505333E-6
0.02                     822                      2.6820734392843646E-6
0.02                     823                      2.6840654856985886E-6
0.02                     824                      2.6860358568385027E-6
0.02                     825                      2.6879845527041065E-6
0.02                     826                      2.6899115732954E-6
0.02                     827                      2.6918169186123823E-6
0.02                     828                      2.6937005886550548E-6
0.02                     829                      2.6955625834234178E-6
0.02                     830                      2.6974029029174688E-6
0.02                     831                      2.699221547137211E-6
0.02                     832                      2.7010185160826428E-6
0.02                     833                      2.7027938097537633E-6
0.02                     834                      2.7045474281505756E-6
0.02                     835                      2.7062793712730754E-6
0.02                     836                      2.7079896391212654E-6
0.02                     837                      2.7096782316951455E-6
0.02                     838                      2.7113451489947153E-6
0.02                     839                      2.7129903910199744E-6
0.02                     840                      2.714613957770924E-6
0.02                     841                      2.7162158492475616E-6
0.02                     842                      2.7177960654498906E-6
0.02                     843                      2.71935460637791E-6
0.02                     844                      2.7208914720316177E-6
0.02                     845                      2.7224066624110145E-6
0.02                     846                      2.723900177516103E-6
0.02                     847                      2.725372017346879E-6
0.02                     848                      2.726822181903346E-6
0.02                     849                      2.7282506711855024E-6
0.02                     850                      2.7296574851933485E-6
0.02                     851                      2.7310426239268848E-6
0.02                     852                      2.73240608738611E-6
0.02                     853                      2.7337478755710255E-6
0.02                     854                      2.7351433220032553E-6
0.02                     855                      2.73660394633479E-6
0.02                     856                      2.7380524680992914E-6
0.02                     857                      2.739488887296758E-6
0.02                     858                      2.7409132039271902E-6
0.02                     859                      2.74232541799059E-6
0.02                     860                      2.743725529486955E-6
0.02                     861                      2.7451135384162853E-6
0.02                     862                      2.746489444778582E-6
0.02                     863                      2.747853248573845E-6
0.02                     864                      2.7492049498020732E-6
0.02                     865                      2.750544548463268E-6
0.02                     866                      2.7518720445574282E-6
0.02                     867                      2.7531874380845548E-6
0.02                     868                      2.7544907290446477E-6
0.02                     869                      2.7557819174377063E-6
0.02                     870                      2.7570610032637304E-6
0.02                     871                      2.758327986522722E-6
0.02                     872                      2.759582867214678E-6
0.02                     873                      2.7608256453395993E-6
0.02                     874                      2.762056320897488E-6
0.02                     875                      2.7632748938883433E-6
0.02                     876                      2.7644813643121635E-6
0.02                     877                      2.76567573216895E-6
0.02                     878                      2.7668579974587015E-6
0.02                     879                      2.7680281601814197E-6
0.02                     880                      2.769186220337105E-6
0.02                     881                      2.7703321779257538E-6
0.02                     882                      2.7714660329473713E-6
0.02                     883                      2.772587785401953E-6
0.02                     884                      2.7736974352895014E-6
0.02                     885                      2.7747949826100152E-6
0.02                     886                      2.7758804273634947E-6
0.02                     887                      2.7769537695499414E-6
0.02                     888                      2.7780150091693533E-6
0.02                     889                      2.7790641462217316E-6
0.02                     890                      2.780101180707076E-6
0.02                     891                      2.7811261126253862E-6
0.02                     892                      2.7821389419766617E-6
0.02                     893                      2.783139668760903E-6
0.02                     894                      2.784128292978111E-6
0.02                     895                      2.785104814628285E-6
0.02                     896                      2.7860692337114246E-6
0.02                     897                      2.7870215502275298E-6
0.02                     898                      2.787961764176602E-6
0.02                     899                      2.7888898755586385E-6
0.02                     900                      2.7898058843736437E-6
0.02                     901                      2.790709790621614E-6
0.02                     902                      2.7916015943025485E-6
0.02                     903                      2.7924812954164513E-6
0.02                     904                      2.793348893963318E-6
0.02                     905                      2.7942043899431526E-6
0.02                     906                      2.795047783355952E-6
0.02                     907                      2.7958790742017174E-6
0.02                     908                      2.7966982624804478E-6
0.02                     909                      2.7975053481921475E-6
0.02                     910                      2.79830033133681E-6
0.02                     911                      2.799083211914439E-6
0.02                     912                      2.799853989925034E-6
0.02                     913                      2.800612665368596E-6
0.02                     914                      2.8013592382451234E-6
0.02                     915                      2.8020937085546167E-6
0.02                     916                      2.8028160762970756E-6
0.02                     917                      2.8035263414725013E-6
0.02                     918                      2.804319634299049E-6
0.02                     919                      2.805153880469769E-6
0.02                     920                      2.805980504768389E-6
0.02                     921                      2.8067995071949086E-6
0.02                     922                      2.80761088774933E-6
0.02                     923                      2.8084146464316527E-6
0.02                     924                      2.8092107832418753E-6
0.02                     925                      2.8099992981800004E-6
0.02                     926                      2.810780191246024E-6
0.02                     927                      2.811553462439951E-6
0.02                     928                      2.8123191117617763E-6
0.02                     929                      2.8130771392115045E-6
0.02                     930                      2.813827544789133E-6
0.02                     931                      2.8145703284946622E-6
0.02                     932                      2.8153054903280916E-6
0.02                     933                      2.8160330302894222E-6
0.02                     934                      2.816752948378654E-6
0.02                     935                      2.817465244595786E-6
0.02                     936                      2.8181699189408197E-6
0.02                     937                      2.818866971413755E-6
0.02                     938                      2.819556402014589E-6
0.02                     939                      2.8202382107433252E-6
0.02                     940                      2.8209123975999627E-6
0.02                     941                      2.8215789625844993E-6
0.02                     942                      2.8222379056969375E-6
0.02                     943                      2.8228892269372777E-6
0.02                     944                      2.823532926305518E-6
0.02                     945                      2.8241690038016586E-6
0.02                     946                      2.8247974594257004E-6
0.02                     947                      2.8254182931776434E-6
0.02                     948                      2.8260315050574872E-6
0.02                     949                      2.8266370950652323E-6
0.02                     950                      2.827235063200877E-6
0.02                     951                      2.8278254094644222E-6
0.02                     952                      2.8284081338558697E-6
0.02                     953                      2.8289832363752183E-6
0.02                     954                      2.8295507170224674E-6
0.02                     955                      2.8301105757976168E-6
0.02                     956                      2.8306628127006666E-6
0.02                     957                      2.8312074277316192E-6
0.02                     958                      2.831744420890471E-6
0.02                     959                      2.832273792177224E-6
0.02                     960                      2.8327955415918783E-6
0.02                     961                      2.8333096691344325E-6
0.02                     962                      2.8338161748048887E-6
0.02                     963                      2.8343150586032458E-6
0.02                     964                      2.8348063205295036E-6
0.02                     965                      2.835289960583661E-6
0.02                     966                      2.83576597876572E-6
0.02                     967                      2.8362343750756798E-6
0.02                     968                      2.836695149513541E-6
0.02                     969                      2.8371483020793026E-6
0.02                     970                      2.8375938327729644E-6
0.02                     971                      2.8380317415945282E-6
0.02                     972                      2.838462028543992E-6
0.02                     973                      2.838884693621356E-6
0.02                     974                      2.8392997368266237E-6
0.02                     975                      2.8397071581597907E-6
0.02                     976                      2.840106957620857E-6
0.02                     977                      2.8404991352098263E-6
0.02                     978                      2.8408836909266957E-6
0.02                     979                      2.8412606247714667E-6
0.02                     980                      2.841629936744137E-6
0.02                     981                      2.8419916268447087E-6
0.02                     982                      2.842447059218283E-6
0.02                     983                      2.84291891407891E-6
0.02                     984                      2.84338691933962E-6
0.02                     985                      2.8438510750004134E-6
0.02                     986                      2.8443113810612914E-6
0.02                     987                      2.844767837522252E-6
0.02                     988                      2.8452204443832963E-6
0.02                     989                      2.8456692016444245E-6
0.02                     990                      2.8461141093056374E-6
0.02                     991                      2.846555167366933E-6
0.02                     992                      2.8469923758283122E-6
0.02                     993                      2.847425734689774E-6
0.02                     994                      2.8478552439513216E-6
0.02                     995                      2.8482809036129518E-6
0.02                     996                      2.8487027136746668E-6
0.02                     997                      2.849120674136464E-6
0.02                     998                      2.849534784998346E-6
0.02                     999                      2.84994504626031E-6
0.02                     1000                     2.8503514579223594E-6
0.02                     1001                     2.8507540199844916E-6
0.02                     1002                     2.851152732446708E-6
0.02                     1003                     2.8515475953090075E-6
0.02                     1004                     2.851938608571391E-6
0.02                     1005                     2.852325772233858E-6
0.02                     1006                     2.85270908629641E-6
0.02                     1007                     2.8530885507590436E-6
0.02                     1008                     2.8534641656217618E-6
0.02                     1009                     2.853835930884563E-6
0.02                     1010                     2.854203846547449E-6
0.02                     1011                     2.8545679126104188E-6
0.02                     1012                     2.854928129073471E-6
0.02                     1013                     2.8552844959366077E-6
0.02                     1014                     2.8556370131998262E-6
0.02                     1015                     2.855985680863133E-6
0.02                     1016                     2.8563304989265193E-6
0.02                     1017                     2.8566714673899905E-6
0.02                     1018                     2.8570085862535457E-6
0.02                     1019                     2.857341855517184E-6
0.02                     1020                     2.8576712751809053E-6
0.02                     1021                     2.857996845244711E-6
0.02                     1022                     2.858318565708601E-6
0.02                     1023                     2.858636436572574E-6
0.02                     1024                     2.8589504578366325E-6
0.02                     1025                     2.8592606295007715E-6
0.02                     1026                     2.859566951564996E-6
0.02                     1027                     2.8598694240293048E-6
0.02                     1028                     2.8601680468936956E-6
0.02                     1029                     2.8604628201581713E-6
0.02                     1030                     2.8607537438227293E-6
0.02                     1031                     2.8610408178873724E-6
0.02                     1032                     2.861324042352099E-6
0.02                     1033                     2.861603417216909E-6
0.02                     1034                     2.861878942481804E-6
0.02                     1035                     2.8621506181467795E-6
0.02                     1036                     2.862418444211842E-6
0.02                     1037                     2.862682420676986E-6
0.02                     1038                     2.8629425475422146E-6
0.02                     1039                     2.8631988248075273E-6
0.02                     1040                     2.863451252472923E-6
0.02                     1041                     2.863699830538401E-6
0.02                     1042                     2.8639445590039647E-6
0.02                     1043                     2.864185437869612E-6
0.02                     1044                     2.8644224671353422E-6
0.02                     1045                     2.8646558727308457E-6
0.02                     1046                     2.8649448079451167E-6
0.02                     1047                     2.865231732231081E-6
0.02                     1048                     2.8655166455887405E-6
0.02                     1049                     2.8657995480180933E-6
0.02                     1050                     2.866080439519142E-6
0.02                     1051                     2.866359320091884E-6
0.02                     1052                     2.8666361897363208E-6
0.02                     1053                     2.8669110484524514E-6
0.02                     1054                     2.8671838962402764E-6
0.02                     1055                     2.8674547330997962E-6
0.02                     1056                     2.867723559031011E-6
0.02                     1057                     2.86799037403392E-6
0.02                     1058                     2.8682551781085214E-6
0.02                     1059                     2.8685179712548203E-6
0.02                     1060                     2.8687787534728103E-6
0.02                     1061                     2.869037524762497E-6
0.02                     1062                     2.869294285123878E-6
0.02                     1063                     2.8695490345569525E-6
0.02                     1064                     2.869801773061722E-6
0.02                     1065                     2.8700525006381855E-6
0.02                     1066                     2.8703012172863424E-6
0.02                     1067                     2.870547923006195E-6
0.02                     1068                     2.870792617797742E-6
0.02                     1069                     2.871035301660983E-6
0.02                     1070                     2.8712759745959184E-6
0.02                     1071                     2.8715146366025476E-6
0.02                     1072                     2.8717512876808724E-6
0.02                     1073                     2.8719859278308915E-6
0.02                     1074                     2.872218557052603E-6
0.02                     1075                     2.8724491753460113E-6
0.02                     1076                     2.872677782711112E-6
0.02                     1077                     2.8729043791479084E-6
0.02                     1078                     2.8731289646563985E-6
0.02                     1079                     2.873351539236583E-6
0.02                     1080                     2.873572102888464E-6
0.02                     1081                     2.8737906556120355E-6
0.02                     1082                     2.8740071974073044E-6
0.02                     1083                     2.874221728274266E-6
0.02                     1084                     2.8744342482129234E-6
0.02                     1085                     2.8746447572232732E-6
0.02                     1086                     2.8748532553053204E-6
0.02                     1087                     2.875059742459059E-6
0.02                     1088                     2.875264218684493E-6
0.02                     1089                     2.8754666839816208E-6
0.02                     1090                     2.8756671383504445E-6
0.02                     1091                     2.8758655817909613E-6
0.02                     1092                     2.876062014303173E-6
0.02                     1093                     2.876256435887078E-6
0.02                     1094                     2.8764488465426797E-6
0.02                     1095                     2.876639246269975E-6
0.02                     1096                     2.876827635068964E-6
0.02                     1097                     2.8770140129396477E-6
0.02                     1098                     2.8771983798820246E-6
0.02                     1099                     2.877380735896097E-6
0.02                     1100                     2.8775610809818637E-6
0.02                     1101                     2.877739415139325E-6
0.02                     1102                     2.8779157383684806E-6
0.02                     1103                     2.87809005066933E-6
0.02                     1104                     2.8782623520418746E-6
0.02                     1105                     2.878432642486113E-6
0.02                     1106                     2.878600922002045E-6
0.02                     1107                     2.8787671905896726E-6
0.02                     1108                     2.8789314482489953E-6
0.02                     1109                     2.8791007285023924E-6
0.02                     1110                     2.8793015381547063E-6
0.02                     1111                     2.8795015818498187E-6
0.02                     1112                     2.8797008595877273E-6
0.02                     1113                     2.879899371368433E-6
0.02                     1114                     2.880097117191933E-6
0.02                     1115                     2.8802940970582325E-6
0.02                     1116                     2.8804903109673264E-6
0.02                     1117                     2.8806857589192184E-6
0.02                     1118                     2.8808804409139075E-6
0.02                     1119                     2.8810743569513933E-6
0.02                     1120                     2.8812675070316746E-6
0.02                     1121                     2.8814598911547535E-6
0.02                     1122                     2.881651509320629E-6
0.02                     1123                     2.881842361529302E-6
0.02                     1124                     2.8820324477807714E-6
0.02                     1125                     2.8822217680750377E-6
0.02                     1126                     2.8824103224120994E-6
0.02                     1127                     2.8825981107919596E-6
0.02                     1128                     2.8827851332146156E-6
0.02                     1129                     2.882971389680068E-6
0.02                     1130                     2.8831568801883183E-6
0.02                     1131                     2.8833416047393646E-6
0.02                     1132                     2.883525563333207E-6
0.02                     1133                     2.8837087559698486E-6
0.02                     1134                     2.883891182649284E-6
0.02                     1135                     2.8840728433715183E-6
0.02                     1136                     2.8842537381365482E-6
0.02                     1137                     2.8844338669443758E-6
0.02                     1138                     2.8846132297949996E-6
0.02                     1139                     2.8847918266884193E-6
0.02                     1140                     2.8849696576246362E-6
0.02                     1141                     2.8851467226036516E-6
0.02                     1142                     2.8853230216254624E-6
0.02                     1143                     2.8854985546900686E-6
0.02                     1144                     2.885673321797473E-6
0.02                     1145                     2.8858473229476735E-6
0.02                     1146                     2.886020558140673E-6
0.02                     1147                     2.886193027376466E-6
0.02                     1148                     2.8863647306550573E-6
0.02                     1149                     2.886535667976445E-6
0.02                     1150                     2.8867058393406296E-6
0.02                     1151                     2.886875244747612E-6
0.02                     1152                     2.887043884197389E-6
0.02                     1153                     2.887211757689964E-6
0.02                     1154                     2.887378865225336E-6
0.02                     1155                     2.887545206803504E-6
0.02                     1156                     2.8877107824244692E-6
0.02                     1157                     2.887875592088232E-6
0.02                     1158                     2.8880396357947905E-6
0.02                     1159                     2.8882029135441454E-6
0.02                     1160                     2.888365425336298E-6
0.02                     1161                     2.8885271711712476E-6
0.02                     1162                     2.888688151048994E-6
0.02                     1163                     2.8888483649695354E-6
0.02                     1164                     2.8890078129328757E-6
0.02                     1165                     2.889166494939011E-6
0.02                     1166                     2.8893244109879435E-6
0.02                     1167                     2.8894815610796727E-6
0.02                     1168                     2.889637945214199E-6
0.02                     1169                     2.8897935633915222E-6
0.02                     1170                     2.889948415611643E-6
0.02                     1171                     2.89010250187456E-6
0.02                     1172                     2.890255822180272E-6
0.02                     1173                     2.890408376528782E-6
0.02                     1174                     2.8905601649200894E-6
0.02                     1175                     2.8907111873541916E-6
0.02                     1176                     2.8908614438310928E-6
0.02                     1177                     2.8910109343507906E-6
0.02                     1178                     2.8911596589132844E-6
0.02                     1179                     2.891307617518574E-6
0.02                     1180                     2.891454810166661E-6
0.02                     1181                     2.8916012368575453E-6
0.02                     1182                     2.8917468975912273E-6
0.02                     1183                     2.891891792367704E-6
0.02                     1184                     2.892035921186978E-6
0.02                     1185                     2.892179284049049E-6
0.02                     1186                     2.8923218809539162E-6
0.02                     1187                     2.8924637119015815E-6
0.02                     1188                     2.892604776892043E-6
0.02                     1189                     2.8927450759253005E-6
0.02                     1190                     2.8928846090013555E-6
0.02                     1191                     2.8930233761202073E-6
0.02                     1192                     2.893161377281855E-6
0.02                     1193                     2.8932986124863006E-6
0.02                     1194                     2.8934350817335426E-6
0.02                     1195                     2.8935707850235817E-6
0.02                     1196                     2.893705722356417E-6
0.02                     1197                     2.8938398937320486E-6
0.02                     1198                     2.893973299150477E-6
0.02                     1199                     2.8941059386117036E-6
0.02                     1200                     2.8942378121157256E-6
0.02                     1201                     2.8943689196625443E-6
0.02                     1202                     2.8944992612521598E-6
0.02                     1203                     2.894628836884573E-6
0.02                     1204                     2.8947576465597826E-6
0.02                     1205                     2.8948856902777883E-6
0.02                     1206                     2.8950129680385928E-6
0.02                     1207                     2.8951394798421915E-6
0.02                     1208                     2.8952652256885865E-6
0.02                     1209                     2.8953902055777796E-6
0.02                     1210                     2.8955144195097702E-6
0.02                     1211                     2.8956378674845576E-6
0.02                     1212                     2.895760549502139E-6
0.02                     1213                     2.895882465562521E-6
0.02                     1214                     2.896003615665697E-6
0.02                     1215                     2.8961239998116706E-6
0.02                     1216                     2.8962436180004412E-6
0.02                     1217                     2.8963624702320095E-6
0.02                     1218                     2.896480556506372E-6
0.02                     1219                     2.8965978768235323E-6
0.02                     1220                     2.8967144311834903E-6
0.02                     1221                     2.8968302195862446E-6
0.02                     1222                     2.8969452420317952E-6
0.02                     1223                     2.8970594985201435E-6
0.02                     1224                     2.897172989051288E-6
0.02                     1225                     2.8972857136252284E-6
0.02                     1226                     2.897397672241966E-6
0.02                     1227                     2.8975088649015003E-6
0.02                     1228                     2.8976192916038318E-6
0.02                     1229                     2.8977289523489604E-6
0.02                     1230                     2.897837847136885E-6
0.02                     1231                     2.897945975967607E-6
0.02                     1232                     2.8980533388411247E-6
0.02                     1233                     2.8981599357574415E-6
0.02                     1234                     2.8982657667165526E-6
0.02                     1235                     2.8983708317184616E-6
0.02                     1236                     2.8984751307631657E-6
0.02                     1237                     2.8985899155181834E-6
0.02                     1238                     2.898714497134869E-6
0.02                     1239                     2.898838649182125E-6
0.02                     1240                     2.8989623716599455E-6
0.02                     1241                     2.899085664568336E-6
0.02                     1242                     2.899208527907295E-6
0.02                     1243                     2.899330961676821E-6
0.02                     1244                     2.8994529658769136E-6
0.02                     1245                     2.899574540507577E-6
0.02                     1246                     2.8996956855688066E-6
0.02                     1247                     2.8998164010606046E-6
0.02                     1248                     2.8999366869829697E-6
0.02                     1249                     2.9000565433359045E-6
0.02                     1250                     2.900175970119406E-6
0.02                     1251                     2.9002949673334757E-6
0.02                     1252                     2.9004135349781125E-6
0.02                     1253                     2.9005316730533178E-6
0.02                     1254                     2.9006493815590906E-6
0.02                     1255                     2.9007666604954334E-6
0.02                     1256                     2.9008835098623408E-6
0.02                     1257                     2.900999929659819E-6
0.02                     1258                     2.9011159198878645E-6
0.02                     1259                     2.9012314805464774E-6
0.02                     1260                     2.9013466116356583E-6
0.02                     1261                     2.9014613131554075E-6
0.02                     1262                     2.9015755851057247E-6
0.02                     1263                     2.9016894274866077E-6
0.02                     1264                     2.901802840298061E-6
0.02                     1265                     2.9019158235400818E-6
0.02                     1266                     2.9020283772126695E-6
0.02                     1267                     2.9021405013158264E-6
0.02                     1268                     2.9022521958495512E-6
0.02                     1269                     2.902363460813844E-6
0.02                     1270                     2.902474296208703E-6
0.02                     1271                     2.902584702034131E-6
0.02                     1272                     2.9026946782901267E-6
0.02                     1273                     2.902804224976691E-6
0.02                     1274                     2.9029133420938234E-6
0.02                     1275                     2.903022029641523E-6
0.02                     1276                     2.9031302876197906E-6
0.02                     1277                     2.9032381160286265E-6
0.02                     1278                     2.9033455148680304E-6
0.02                     1279                     2.9034524841380014E-6
0.02                     1280                     2.9035590238385407E-6
0.02                     1281                     2.9036651339696485E-6
0.02                     1282                     2.9037708145313237E-6
0.02                     1283                     2.903876065523566E-6
0.02                     1284                     2.903980886946378E-6
0.02                     1285                     2.904085278799757E-6
0.02                     1286                     2.9041892410837046E-6
0.02                     1287                     2.9042927737982182E-6
0.02                     1288                     2.904395876943302E-6
0.02                     1289                     2.904498550518953E-6
0.02                     1290                     2.9046007945251713E-6
0.02                     1291                     2.904702608961958E-6
0.02                     1292                     2.9048039938293114E-6
0.02                     1293                     2.904904949127235E-6
0.02                     1294                     2.9050054748557247E-6
0.02                     1295                     2.9051055710147836E-6
0.02                     1296                     2.9052052376044105E-6
0.02                     1297                     2.9053044746246054E-6
0.02                     1298                     2.905403282075366E-6
0.02                     1299                     2.9055016599566963E-6
0.02                     1300                     2.905599608268595E-6
0.02                     1301                     2.905697127011061E-6
0.02                     1302                     2.9057942161840954E-6
0.02                     1303                     2.905890875787696E-6
0.02                     1304                     2.905987105821866E-6
0.02                     1305                     2.906082906286604E-6
0.02                     1306                     2.9061782771819097E-6
0.02                     1307                     2.906273218507783E-6
0.02                     1308                     2.9063677302642237E-6
0.02                     1309                     2.9064618124512335E-6
0.02                     1310                     2.906555465068811E-6
0.02                     1311                     2.906648688116957E-6
0.02                     1312                     2.906741481595669E-6
0.02                     1313                     2.90683384550495E-6
0.02                     1314                     2.9069257798447986E-6
0.02                     1315                     2.9070172846152173E-6
0.02                     1316                     2.9071083598162005E-6
0.02                     1317                     2.9071990054477535E-6
0.02                     1318                     2.907289221509873E-6
0.02                     1319                     2.9073790080025627E-6
0.02                     1320                     2.907468364925819E-6
0.02                     1321                     2.9075572922796445E-6
0.02                     1322                     2.907645790064035E-6
0.02                     1323                     2.907733858278996E-6
0.02                     1324                     2.907821496924525E-6
0.02                     1325                     2.9079087060006198E-6
0.02                     1326                     2.907995485507285E-6
0.02                     1327                     2.9080818354445166E-6
0.02                     1328                     2.9081677558123177E-6
0.02                     1329                     2.9082532466106847E-6
0.02                     1330                     2.9083383078396205E-6
0.02                     1331                     2.9084229394991246E-6
0.02                     1332                     2.908507141589196E-6
0.02                     1333                     2.908590914109835E-6
0.02                     1334                     2.908674257061044E-6
0.02                     1335                     2.9087571704428185E-6
0.02                     1336                     2.9088396542551624E-6
0.02                     1337                     2.9089217084980734E-6
0.02                     1338                     2.9090033331715523E-6
0.02                     1339                     2.9090845282755987E-6
0.02                     1340                     2.909165293810215E-6
0.02                     1341                     2.9092456297753984E-6
0.02                     1342                     2.909325536171149E-6
0.02                     1343                     2.9094050129974686E-6
0.02                     1344                     2.9094840602543543E-6
0.02                     1345                     2.9095626779418092E-6
0.02                     1346                     2.9096408660598326E-6
0.02                     1347                     2.909718624608422E-6
0.02                     1348                     2.9097959535875814E-6
0.02                     1349                     2.9098728529973077E-6
0.02                     1350                     2.9099493228376024E-6
0.02                     1351                     2.9100253631084637E-6
0.02                     1352                     2.910100973809894E-6
0.02                     1353                     2.9101761549418924E-6
0.02                     1354                     2.9102509065044593E-6
0.02                     1355                     2.9103252284975916E-6
0.02                     1356                     2.910399120921294E-6
0.02                     1357                     2.910472583775565E-6
0.02                     1358                     2.910545617060402E-6
0.02                     1359                     2.910618220775808E-6
0.02                     1360                     2.9106903949217807E-6
0.02                     1361                     2.9107621394983236E-6
0.02                     1362                     2.910833454505433E-6
0.02                     1363                     2.9109043399431107E-6
0.02                     1364                     2.910974795811355E-6
0.02                     1365                     2.9110606960767413E-6
0.02                     1366                     2.9111488617148734E-6
0.02                     1367                     2.9112368826063718E-6
0.02                     1368                     2.9113247587512397E-6
0.02                     1369                     2.9114124901494746E-6
0.02                     1370                     2.9115000768010796E-6
0.02                     1371                     2.9115875187060515E-6
0.02                     1372                     2.911674815864392E-6
0.02                     1373                     2.9117619682761017E-6
0.02                     1374                     2.911848975941179E-6
0.02                     1375                     2.9119358388596243E-6
0.02                     1376                     2.9120225570314404E-6
0.02                     1377                     2.9121091304566227E-6
0.02                     1378                     2.9121955591351745E-6
0.02                     1379                     2.9122818430670934E-6
0.02                     1380                     2.912367982252382E-6
0.02                     1381                     2.912453976691039E-6
0.02                     1382                     2.912539826383063E-6
0.02                     1383                     2.9126255313284563E-6
0.02                     1384                     2.9127110915272185E-6
0.02                     1385                     2.912796506979348E-6
0.02                     1386                     2.9128817776848464E-6
0.02                     1387                     2.912966903643714E-6
0.02                     1388                     2.913051884855949E-6
0.02                     1389                     2.9131367213215517E-6
0.02                     1390                     2.9132214130405237E-6
0.02                     1391                     2.9133059600128645E-6
0.02                     1392                     2.9133903622385735E-6
0.02                     1393                     2.9134746197176513E-6
0.02                     1394                     2.913558732450096E-6
0.02                     1395                     2.9136427004359105E-6
0.02                     1396                     2.913726523675093E-6
0.02                     1397                     2.913810202167644E-6
0.02                     1398                     2.9138937359135627E-6
