% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:05
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.5                      719                      8.188002539507119E-5
0.5                      720                      8.191855823710545E-5
0.5                      721                      8.195732641334697E-5
0.5                      722                      8.199632992379585E-5
0.5                      723                      8.203556876845206E-5
0.5                      724                      8.207504294731561E-5
0.5                      725                      8.21147524603865E-5
0.5                      726                      8.215469730766468E-5
0.5                      727                      8.21948774891502E-5
0.5                      728                      8.223529300484306E-5
0.5                      729                      8.227594385474324E-5
0.5                      730                      8.231683003885075E-5
0.5                      731                      8.235795155716562E-5
0.5                      732                      8.239930840968781E-5
0.5                      733                      8.244090059641731E-5
0.5                      734                      8.248272811735414E-5
0.5                      735                      8.252479097249833E-5
0.5                      736                      8.256708916184982E-5
0.5                      737                      8.260994123453514E-5
0.5                      738                      8.265410677971776E-5
0.5                      739                      8.269857634248756E-5
0.5                      740                      8.274334992284464E-5
0.5                      741                      8.278842752078889E-5
0.5                      742                      8.283380913632038E-5
0.5                      743                      8.287949476943905E-5
0.5                      744                      8.292548442014493E-5
0.5                      745                      8.297177808843807E-5
0.5                      746                      8.301837577431838E-5
0.5                      747                      8.306527747778591E-5
0.5                      748                      8.311248319884068E-5
0.5                      749                      8.315999293748262E-5
0.5                      750                      8.32078066937118E-5
0.5                      751                      8.325592446752819E-5
0.5                      752                      8.33043462589318E-5
0.5                      753                      8.33530720679226E-5
0.5                      754                      8.340210189450063E-5
0.5                      755                      8.345143573866588E-5
0.5                      756                      8.35010736004183E-5
0.5                      757                      8.3551015479758E-5
0.5                      758                      8.360126137668486E-5
0.5                      759                      8.365181129119894E-5
0.5                      760                      8.370266522330027E-5
0.5                      761                      8.375382317298877E-5
0.5                      762                      8.380528514026446E-5
0.5                      763                      8.385705112512741E-5
0.5                      764                      8.390912112757756E-5
0.5                      765                      8.396149514761494E-5
0.5                      766                      8.401417318523953E-5
0.5                      767                      8.40671552404513E-5
0.5                      768                      8.41204413132503E-5
0.5                      769                      8.417403140363651E-5
0.5                      770                      8.422792551160991E-5
0.5                      771                      8.428212363717059E-5
0.5                      772                      8.43366257803184E-5
0.5                      773                      8.439143194105351E-5
0.5                      774                      8.444654211937576E-5
0.5                      775                      8.450195631528523E-5
0.5                      776                      8.455773233423774E-5
0.5                      777                      8.461543346732146E-5
0.5                      778                      8.467352199910718E-5
0.5                      779                      8.4731997929595E-5
0.5                      780                      8.479086125878482E-5
0.5                      781                      8.485011198667665E-5
0.5                      782                      8.490975011327049E-5
0.5                      783                      8.496977563856633E-5
0.5                      784                      8.503018856256426E-5
0.5                      785                      8.509098888526418E-5
0.5                      786                      8.515217660666611E-5
0.5                      787                      8.521375172677006E-5
0.5                      788                      8.52757142455761E-5
0.5                      789                      8.53380641630841E-5
0.5                      790                      8.540080147929411E-5
0.5                      791                      8.546392619420619E-5
0.5                      792                      8.552743830782026E-5
0.5                      793                      8.559133782013637E-5
0.5                      794                      8.565562473115448E-5
0.5                      795                      8.572029904087466E-5
0.5                      796                      8.57853607492968E-5
0.5                      797                      8.585080985642099E-5
0.5                      798                      8.591664636224724E-5
0.5                      799                      8.598287026677548E-5
0.5                      800                      8.604948157000576E-5
0.5                      801                      8.611648027193806E-5
0.5                      802                      8.618386637257234E-5
0.5                      803                      8.625163987190871E-5
0.5                      804                      8.631980076994705E-5
0.5                      805                      8.638834906668743E-5
0.5                      806                      8.645728476212981E-5
0.5                      807                      8.652660785627426E-5
0.5                      808                      8.659631834912066E-5
0.5                      809                      8.666641624066914E-5
0.5                      810                      8.673690153091962E-5
0.5                      811                      8.680777421987216E-5
0.5                      812                      8.687903430752667E-5
0.5                      813                      8.695068179388324E-5
0.5                      814                      8.702271667894181E-5
0.5                      815                      8.709513896270242E-5
0.5                      816                      8.716982930481017E-5
0.5                      817                      8.724538063591466E-5
0.5                      818                      8.732143181879218E-5
0.5                      819                      8.73979828534428E-5
0.5                      820                      8.747503373986652E-5
0.5                      821                      8.755258447806335E-5
0.5                      822                      8.763063506803325E-5
0.5                      823                      8.770918550977625E-5
0.5                      824                      8.778823580329232E-5
0.5                      825                      8.78677859485815E-5
0.5                      826                      8.794783594564374E-5
0.5                      827                      8.802838579447909E-5
0.5                      828                      8.810943549508752E-5
0.5                      829                      8.819098504746903E-5
0.5                      830                      8.827303445162362E-5
0.5                      831                      8.83555837075513E-5
0.5                      832                      8.843863281525207E-5
0.5                      833                      8.852218177472594E-5
0.5                      834                      8.860623058597287E-5
0.5                      835                      8.869077924899291E-5
0.5                      836                      8.877582776378603E-5
0.5                      837                      8.886137613035225E-5
0.5                      838                      8.894742434869152E-5
0.5                      839                      8.903397241880389E-5
0.5                      840                      8.912102034068935E-5
0.5                      841                      8.920856811434791E-5
0.5                      842                      8.929661573977959E-5
0.5                      843                      8.93851632169843E-5
0.5                      844                      8.947421054596211E-5
0.5                      845                      8.9563757726713E-5
0.5                      846                      8.965380475923702E-5
0.5                      847                      8.97443516435341E-5
0.5                      848                      8.983539837960426E-5
0.5                      849                      8.992694496744748E-5
0.5                      850                      9.001899140706384E-5
0.5                      851                      9.011153769845326E-5
0.5                      852                      9.020458384161579E-5
0.5                      853                      9.029812983655138E-5
0.5                      854                      9.039217568326007E-5
0.5                      855                      9.048856579832774E-5
0.5                      856                      9.058663244101093E-5
0.5                      857                      9.068534463195717E-5
0.5                      858                      9.078470237116658E-5
0.5                      859                      9.08847056586391E-5
0.5                      860                      9.098535449437472E-5
0.5                      861                      9.108664887837347E-5
0.5                      862                      9.118858881063527E-5
0.5                      863                      9.129117429116023E-5
0.5                      864                      9.139440531994833E-5
0.5                      865                      9.149828189699947E-5
0.5                      866                      9.160280402231377E-5
0.5                      867                      9.170797169589116E-5
0.5                      868                      9.181378491773166E-5
0.5                      869                      9.192024368783532E-5
0.5                      870                      9.202734800620203E-5
0.5                      871                      9.213509787283187E-5
0.5                      872                      9.224349328772483E-5
0.5                      873                      9.235253425088088E-5
0.5                      874                      9.246222076230007E-5
0.5                      875                      9.257255282198236E-5
0.5                      876                      9.268353042992772E-5
0.5                      877                      9.27951535861363E-5
0.5                      878                      9.29074222906079E-5
0.5                      879                      9.302033654334262E-5
0.5                      880                      9.313389634434047E-5
0.5                      881                      9.324810169360139E-5
0.5                      882                      9.336295259112545E-5
0.5                      883                      9.347844903691261E-5
0.5                      884                      9.35945910309629E-5
0.5                      885                      9.37113785732763E-5
0.5                      886                      9.38288116638528E-5
0.5                      887                      9.394689030269243E-5
0.5                      888                      9.406561448979518E-5
0.5                      889                      9.418498422516098E-5
0.5                      890                      9.430499950878997E-5
0.5                      891                      9.442566034068199E-5
0.5                      892                      9.454696672083716E-5
0.5                      893                      9.466891864925546E-5
0.5                      894                      9.479324421784332E-5
0.5                      895                      9.4920597150898E-5
0.5                      896                      9.504879576759551E-5
0.5                      897                      9.517784006793598E-5
0.5                      898                      9.53077300519193E-5
0.5                      899                      9.543846571954549E-5
0.5                      900                      9.557004707081457E-5
0.5                      901                      9.570247410572649E-5
0.5                      902                      9.583574682428134E-5
0.5                      903                      9.596986522647906E-5
0.5                      904                      9.610482931231965E-5
0.5                      905                      9.624063908180312E-5
0.5                      906                      9.637729453492942E-5
0.5                      907                      9.651479567169867E-5
0.5                      908                      9.665314249211075E-5
0.5                      909                      9.679233499616574E-5
0.5                      910                      9.693237318386363E-5
0.5                      911                      9.707325705520434E-5
0.5                      912                      9.721498661018792E-5
0.5                      913                      9.735756184881444E-5
0.5                      914                      9.750098277108382E-5
0.5                      915                      9.764524937699603E-5
0.5                      916                      9.779036166655116E-5
0.5                      917                      9.793631963974915E-5
0.5                      918                      9.808312329659004E-5
0.5                      919                      9.82307726370738E-5
0.5                      920                      9.837926766120044E-5
0.5                      921                      9.852860836896996E-5
0.5                      922                      9.867879476038234E-5
0.5                      923                      9.882982683543763E-5
0.5                      924                      9.898170459413573E-5
0.5                      925                      9.913442803647676E-5
0.5                      926                      9.928799716246066E-5
0.5                      927                      9.944241197208748E-5
0.5                      928                      9.959767246535711E-5
0.5                      929                      9.975377864226967E-5
0.5                      930                      9.991073050282507E-5
0.5                      931                      1.000685280470234E-4
0.5                      932                      1.0022717127486454E-4
0.5                      933                      1.0038796151695167E-4
0.5                      934                      1.0055398735115168E-4
0.5                      935                      1.007211387325929E-4
0.5                      936                      1.008894156612753E-4
0.5                      937                      1.0105881813719893E-4
0.5                      938                      1.0122934616036374E-4
0.5                      939                      1.0140099973076972E-4
0.5                      940                      1.0157377884841699E-4
0.5                      941                      1.0174768351330543E-4
0.5                      942                      1.0192271372543507E-4
0.5                      943                      1.0209886948480593E-4
0.5                      944                      1.0227615079141796E-4
0.5                      945                      1.0245455764527125E-4
0.5                      946                      1.0263409004636569E-4
0.5                      947                      1.0281474799470141E-4
0.5                      948                      1.0299653149027824E-4
0.5                      949                      1.0317944053309634E-4
0.5                      950                      1.0336347512315559E-4
0.5                      951                      1.0354863526045611E-4
0.5                      952                      1.0373492094499779E-4
0.5                      953                      1.0392233217678072E-4
0.5                      954                      1.0411086895580482E-4
0.5                      955                      1.0430053128207014E-4
0.5                      956                      1.0449131915557668E-4
0.5                      957                      1.0468323257632441E-4
0.5                      958                      1.0487627154431335E-4
0.5                      959                      1.0507043605954348E-4
0.5                      960                      1.052657261220148E-4
0.5                      961                      1.0546214173172736E-4
0.5                      962                      1.0565968288868115E-4
0.5                      963                      1.058583495928761E-4
0.5                      964                      1.0605814184431225E-4
0.5                      965                      1.0625905964298964E-4
0.5                      966                      1.0646110298890822E-4
0.5                      967                      1.0666427188206799E-4
0.5                      968                      1.0686856632246898E-4
0.5                      969                      1.0707398631011119E-4
0.5                      970                      1.0728053184499462E-4
0.5                      971                      1.0748820292711918E-4
0.5                      972                      1.0769727187164931E-4
0.5                      973                      1.0791497083760875E-4
0.5                      974                      1.0813418156631432E-4
0.5                      975                      1.083549040577662E-4
0.5                      976                      1.0857713831196429E-4
0.5                      977                      1.0880088432890862E-4
0.5                      978                      1.0902614210859916E-4
0.5                      979                      1.0925291165103592E-4
0.5                      980                      1.0948119295621895E-4
0.5                      981                      1.0971098602414817E-4
0.5                      982                      1.0994229085482364E-4
0.5                      983                      1.1017510744824532E-4
0.5                      984                      1.1040943580441327E-4
0.5                      985                      1.1064527592332744E-4
0.5                      986                      1.1088262780498779E-4
0.5                      987                      1.1112149144939445E-4
0.5                      988                      1.113618668565473E-4
0.5                      989                      1.1160375402644639E-4
0.5                      990                      1.118471529590917E-4
0.5                      991                      1.1209206365448324E-4
0.5                      992                      1.12338486112621E-4
0.5                      993                      1.1258642033350502E-4
0.5                      994                      1.1283586631713526E-4
0.5                      995                      1.130868240635117E-4
0.5                      996                      1.133392935726344E-4
0.5                      997                      1.1359327484450331E-4
0.5                      998                      1.1384876787911848E-4
0.5                      999                      1.1410577267647988E-4
0.5                      1000                     1.1436428923658747E-4
