% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:05
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.5                      613                      7.894324119629454E-5
0.5                      614                      7.896513727094866E-5
0.5                      615                      7.898714534900339E-5
0.5                      616                      7.900926543045869E-5
0.5                      617                      7.903149751531461E-5
0.5                      618                      7.905384160357115E-5
0.5                      619                      7.907629769522826E-5
0.5                      620                      7.909814876516283E-5
0.5                      621                      7.911993064147221E-5
0.5                      622                      7.91417816154815E-5
0.5                      623                      7.91637016871908E-5
0.5                      624                      7.918569085660009E-5
0.5                      625                      7.920774912370933E-5
0.5                      626                      7.922987648851856E-5
0.5                      627                      7.925207295102777E-5
0.5                      628                      7.9274338511237E-5
0.5                      629                      7.929667316914618E-5
0.5                      630                      7.931907692475532E-5
0.5                      631                      7.934154977806446E-5
0.5                      632                      7.936409172907359E-5
0.5                      633                      7.93867027777827E-5
0.5                      634                      7.940938292419176E-5
0.5                      635                      7.943213216830085E-5
0.5                      636                      7.945495051010987E-5
0.5                      637                      7.94778379496189E-5
0.5                      638                      7.950079448682787E-5
0.5                      639                      7.952382012173686E-5
0.5                      640                      7.954691485434584E-5
0.5                      641                      7.957007868465475E-5
0.5                      642                      7.959331161266371E-5
0.5                      643                      7.961661363837262E-5
0.5                      644                      7.963998476178148E-5
0.5                      645                      7.966342498289038E-5
0.5                      646                      7.968693430169921E-5
0.5                      647                      7.9710512718208E-5
0.5                      648                      7.97341602324168E-5
0.5                      649                      7.975787684432561E-5
0.5                      650                      7.978166255393438E-5
0.5                      651                      7.980551736124313E-5
0.5                      652                      7.982944126625185E-5
0.5                      653                      7.985343426896055E-5
0.5                      654                      7.987749636936925E-5
0.5                      655                      7.99016275674779E-5
0.5                      656                      7.992582786328654E-5
0.5                      657                      7.995009725679522E-5
0.5                      658                      7.99744357480038E-5
0.5                      659                      7.999981305641042E-5
0.5                      660                      8.0025879594417E-5
0.5                      661                      8.005209190519961E-5
0.5                      662                      8.007844998875846E-5
0.5                      663                      8.010495384509338E-5
0.5                      664                      8.013160347420444E-5
0.5                      665                      8.015839887609165E-5
0.5                      666                      8.018534005075503E-5
0.5                      667                      8.021242699819445E-5
0.5                      668                      8.02396597184101E-5
0.5                      669                      8.026703821140185E-5
0.5                      670                      8.029456247716974E-5
0.5                      671                      8.03222325157138E-5
0.5                      672                      8.035004832703395E-5
0.5                      673                      8.037800991113026E-5
0.5                      674                      8.040611726800267E-5
0.5                      675                      8.043437039765128E-5
0.5                      676                      8.046276930007598E-5
0.5                      677                      8.049131397527682E-5
0.5                      678                      8.05200044232538E-5
0.5                      679                      8.054884064400694E-5
0.5                      680                      8.057782263753621E-5
0.5                      681                      8.06069504038416E-5
0.5                      682                      8.063622394292309E-5
0.5                      683                      8.066564325478078E-5
0.5                      684                      8.069520833941458E-5
0.5                      685                      8.072491919682453E-5
0.5                      686                      8.075477582701062E-5
0.5                      687                      8.078477822997278E-5
0.5                      688                      8.081492640571119E-5
0.5                      689                      8.084522035422565E-5
0.5                      690                      8.087566007551626E-5
0.5                      691                      8.090624556958306E-5
0.5                      692                      8.093697683642593E-5
0.5                      693                      8.096785387604497E-5
0.5                      694                      8.099887668844012E-5
0.5                      695                      8.103004527361144E-5
0.5                      696                      8.106135963155887E-5
0.5                      697                      8.109281976228246E-5
0.5                      698                      8.112519791424561E-5
0.5                      699                      8.115878873792594E-5
0.5                      700                      8.119261489581355E-5
0.5                      701                      8.122667638790856E-5
0.5                      702                      8.126097321421082E-5
0.5                      703                      8.129550537472041E-5
0.5                      704                      8.13302728694374E-5
0.5                      705                      8.136527569836169E-5
0.5                      706                      8.140051386149329E-5
0.5                      707                      8.143598735883221E-5
0.5                      708                      8.147169619037848E-5
0.5                      709                      8.150764035613211E-5
0.5                      710                      8.154381985609301E-5
0.5                      711                      8.158023469026129E-5
0.5                      712                      8.161688485863686E-5
0.5                      713                      8.16537703612198E-5
0.5                      714                      8.169089119801007E-5
0.5                      715                      8.172824736900762E-5
0.5                      716                      8.17658388742125E-5
0.5                      717                      8.180366571362474E-5
0.5                      718                      8.184172788724431E-5
