% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:14
% Table:              tce_retention_mass_0.02 - tce_outflow_mass_Inte (tce_outflow_Inte)
% Q_inject_design        t (s)                    tce_retention_mass (mol/m)
0.02                     1442                     7.175637480550858E-5
0.02                     1443                     7.168873827314731E-5
0.02                     1444                     7.162117427131978E-5
0.02                     1445                     7.155368280002607E-5
0.02                     1446                     7.148626385926622E-5
0.02                     1447                     7.141891744904004E-5
0.02                     1448                     7.135164356934768E-5
0.02                     1449                     7.128444222018911E-5
0.02                     1450                     7.121731340156439E-5
0.02                     1451                     7.115025711347336E-5
0.02                     1452                     7.108327335591613E-5
0.02                     1453                     7.101636212889272E-5
0.02                     1454                     7.094952343240304E-5
0.02                     1455                     7.088275726644717E-5
0.02                     1456                     7.08160636310251E-5
0.02                     1457                     7.074944252613676E-5
0.02                     1458                     7.068289395178227E-5
0.02                     1459                     7.061641790796156E-5
0.02                     1460                     7.055001439467461E-5
0.02                     1461                     7.048368341192146E-5
0.02                     1462                     7.041742495970209E-5
0.02                     1463                     7.035123903801645E-5
0.02                     1464                     7.028512564686471E-5
0.02                     1465                     7.021908478624663E-5
0.02                     1466                     7.015311645616239E-5
0.02                     1467                     7.008722065661193E-5
0.02                     1468                     7.002139738759524E-5
0.02                     1469                     6.99556466491123E-5
0.02                     1470                     6.988996844116324E-5
0.02                     1471                     6.982436276374785E-5
0.02                     1472                     6.975882961686638E-5
0.02                     1473                     6.96933690005186E-5
0.02                     1474                     6.962798091470464E-5
0.02                     1475                     6.95626653594244E-5
0.02                     1476                     6.949742233467796E-5
0.02                     1477                     6.943225184046539E-5
0.02                     1478                     6.936715387678656E-5
0.02                     1479                     6.93021284436415E-5
0.02                     1480                     6.923717554103017E-5
0.02                     1481                     6.91722951689527E-5
0.02                     1482                     6.910748732740905E-5
0.02                     1483                     6.904275201639908E-5
0.02                     1484                     6.897808923592287E-5
0.02                     1485                     6.891349898598056E-5
0.02                     1486                     6.884898126657197E-5
0.02                     1487                     6.878453607769714E-5
0.02                     1488                     6.872016341935618E-5
0.02                     1489                     6.865586329154888E-5
0.02                     1490                     6.859163569427544E-5
0.02                     1491                     6.852748062753583E-5
0.02                     1492                     6.846326768411833E-5
0.02                     1493                     6.839863865430997E-5
0.02                     1494                     6.833407256370645E-5
0.02                     1495                     6.826956941230785E-5
0.02                     1496                     6.820512920011412E-5
0.02                     1497                     6.814075192712527E-5
0.02                     1498                     6.807643759334142E-5
0.02                     1499                     6.80121861987624E-5
0.02                     1500                     6.794799774338835E-5
0.02                     1501                     6.788387222721905E-5
0.02                     1502                     6.781980965025478E-5
0.02                     1503                     6.775581001249538E-5
0.02                     1504                     6.769187331394087E-5
0.02                     1505                     6.762799955459126E-5
0.02                     1506                     6.756418873444656E-5
0.02                     1507                     6.750044085350672E-5
0.02                     1508                     6.743675591177187E-5
0.02                     1509                     6.737313390924179E-5
0.02                     1510                     6.73095748459167E-5
0.02                     1511                     6.724607872179651E-5
0.02                     1512                     6.718264553688117E-5
0.02                     1513                     6.711927529117074E-5
0.02                     1514                     6.705596798466519E-5
0.02                     1515                     6.699272361736457E-5
0.02                     1516                     6.692954218926889E-5
0.02                     1517                     6.68664237003781E-5
0.02                     1518                     6.680336815069221E-5
0.02                     1519                     6.674037554021118E-5
0.02                     1520                     6.667744586893511E-5
0.02                     1521                     6.661457913686379E-5
0.02                     1522                     6.655177534399754E-5
0.02                     1523                     6.648903449033612E-5
0.02                     1524                     6.64263565758796E-5
0.02                     1525                     6.636374160062797E-5
0.02                     1526                     6.630118956458124E-5
0.02                     1527                     6.623870046773946E-5
0.02                     1528                     6.617627431010246E-5
0.02                     1529                     6.611391109167053E-5
0.02                     1530                     6.605161081244334E-5
0.02                     1531                     6.598937347242112E-5
0.02                     1532                     6.592719907160381E-5
0.02                     1533                     6.586508760999144E-5
0.02                     1534                     6.580303908758391E-5
0.02                     1535                     6.574105350438127E-5
0.02                     1536                     6.567913086038354E-5
0.02                     1537                     6.561727115559072E-5
0.02                     1538                     6.555547439000278E-5
0.02                     1539                     6.549374056361982E-5
0.02                     1540                     6.543206967644165E-5
0.02                     1541                     6.537046172846845E-5
0.02                     1542                     6.53089167197001E-5
0.02                     1543                     6.524743465013666E-5
0.02                     1544                     6.518601551977821E-5
0.02                     1545                     6.51246593286246E-5
0.02                     1546                     6.506336607667579E-5
0.02                     1547                     6.500213576393196E-5
0.02                     1548                     6.494096839039306E-5
0.02                     1549                     6.487986395605904E-5
0.02                     1550                     6.481882246092989E-5
0.02                     1551                     6.475784390500572E-5
0.02                     1552                     6.469692828828639E-5
0.02                     1553                     6.463607561077198E-5
0.02                     1554                     6.457528587246242E-5
0.02                     1555                     6.45145590733578E-5
0.02                     1556                     6.445389521345804E-5
0.02                     1557                     6.439329429276325E-5
0.02                     1558                     6.433275631127333E-5
0.02                     1559                     6.427228126898823E-5
0.02                     1560                     6.421186916590818E-5
0.02                     1561                     6.415152000203295E-5
0.02                     1562                     6.40912337773626E-5
0.02                     1563                     6.403101049189718E-5
0.02                     1564                     6.397085014563663E-5
0.02                     1565                     6.391075273858093E-5
0.02                     1566                     6.385071827073025E-5
0.02                     1567                     6.379074674208444E-5
0.02                     1568                     6.373083815264351E-5
0.02                     1569                     6.367099250240745E-5
0.02                     1570                     6.361120979137631E-5
0.02                     1571                     6.35514900195501E-5
0.02                     1572                     6.349183318692876E-5
0.02                     1573                     6.34322392935124E-5
0.02                     1574                     6.33727083393008E-5
0.02                     1575                     6.331324032429415E-5
0.02                     1576                     6.325383524849239E-5
0.02                     1577                     6.319449311189563E-5
0.02                     1578                     6.313521391450362E-5
0.02                     1579                     6.307599765631661E-5
0.02                     1580                     6.301684433733453E-5
0.02                     1581                     6.295775395755721E-5
0.02                     1582                     6.289872651698493E-5
0.02                     1583                     6.283976201561748E-5
0.02                     1584                     6.278086045345494E-5
0.02                     1585                     6.272202183049733E-5
0.02                     1586                     6.266324614674454E-5
0.02                     1587                     6.260453340219668E-5
0.02                     1588                     6.254588359685377E-5
0.02                     1589                     6.248729673071572E-5
0.02                     1590                     6.242877280378262E-5
0.02                     1591                     6.237031181605436E-5
0.02                     1592                     6.231191376753102E-5
0.02                     1593                     6.225357865821256E-5
0.02                     1594                     6.219530648809904E-5
0.02                     1595                     6.213709725719041E-5
0.02                     1596                     6.207895096548665E-5
0.02                     1597                     6.20208676129878E-5
0.02                     1598                     6.19628471996938E-5
0.02                     1599                     6.190488972560483E-5
0.02                     1600                     6.184699519072073E-5
0.02                     1601                     6.178916359504142E-5
0.02                     1602                     6.173139493856706E-5
0.02                     1603                     6.167368922129762E-5
0.02                     1604                     6.161604644323306E-5
0.02                     1605                     6.155846660437342E-5
0.02                     1606                     6.15009497047187E-5
0.02                     1607                     6.144349574426893E-5
0.02                     1608                     6.138610472302391E-5
0.02                     1609                     6.132877664098388E-5
0.02                     1610                     6.127151149814868E-5
0.02                     1611                     6.121430929451848E-5
0.02                     1612                     6.115717003009314E-5
0.02                     1613                     6.110009370487266E-5
0.02                     1614                     6.104308031885713E-5
0.02                     1615                     6.0986129872046455E-5
0.02                     1616                     6.092924236444076E-5
0.02                     1617                     6.087241779603988E-5
0.02                     1618                     6.0815656166843984E-5
0.02                     1619                     6.0758957476852845E-5
0.02                     1620                     6.070186204768659E-5
0.02                     1621                     6.064445548727546E-5
0.02                     1622                     6.058709901649973E-5
0.02                     1623                     6.052979263535949E-5
0.02                     1624                     6.047253634385461E-5
0.02                     1625                     6.041533014198521E-5
0.02                     1626                     6.0358174029751256E-5
0.02                     1627                     6.0301068007152655E-5
0.02                     1628                     6.0244012074189516E-5
0.02                     1629                     6.0187006230861874E-5
0.02                     1630                     6.013005047716961E-5
0.02                     1631                     6.0073144813112625E-5
0.02                     1632                     6.0016289238691296E-5
0.02                     1633                     5.995948375390532E-5
0.02                     1634                     5.9902728358754836E-5
0.02                     1635                     5.984602305323967E-5
0.02                     1636                     5.9789367837359984E-5
0.02                     1637                     5.97327627111157E-5
0.02                     1638                     5.967620767450687E-5
0.02                     1639                     5.9619702727533485E-5
0.02                     1640                     5.9563247870195545E-5
0.02                     1641                     5.950684310249305E-5
0.02                     1642                     5.945048842442588E-5
0.02                     1643                     5.9394183835994185E-5
0.02                     1644                     5.933792933719797E-5
0.02                     1645                     5.928172492803716E-5
0.02                     1646                     5.922557060851177E-5
0.02                     1647                     5.916946637862184E-5
0.02                     1648                     5.911341223836733E-5
0.02                     1649                     5.90574081877482E-5
0.02                     1650                     5.900145422676455E-5
0.02                     1651                     5.8945550355416336E-5
0.02                     1652                     5.888969657370352E-5
0.02                     1653                     5.883389288162615E-5
0.02                     1654                     5.877813927918422E-5
0.02                     1655                     5.8722435766377685E-5
0.02                     1656                     5.866678234320663E-5
0.02                     1657                     5.8611179009670956E-5
0.02                     1658                     5.855562576577073E-5
0.02                     1659                     5.850012261150595E-5
0.02                     1660                     5.8444669546876646E-5
0.02                     1661                     5.838926657188269E-5
0.02                     1662                     5.8333913686524184E-5
0.02                     1663                     5.8278610890801134E-5
0.02                     1664                     5.822335818471347E-5
0.02                     1665                     5.8168155568261306E-5
0.02                     1666                     5.811300304144454E-5
0.02                     1667                     5.805790060426315E-5
0.02                     1668                     5.800284825671728E-5
0.02                     1669                     5.794784599880675E-5
0.02                     1670                     5.7892893830531705E-5
0.02                     1671                     5.7837991751892065E-5
0.02                     1672                     5.778313976288791E-5
0.02                     1673                     5.7728337863519165E-5
0.02                     1674                     5.767358605378585E-5
0.02                     1675                     5.7618884333687906E-5
0.02                     1676                     5.756423270322543E-5
0.02                     1677                     5.750963116239838E-5
0.02                     1678                     5.745507971120674E-5
0.02                     1679                     5.7400578349650614E-5
0.02                     1680                     5.7346127077729906E-5
0.02                     1681                     5.7291725895444506E-5
0.02                     1682                     5.72373748027947E-5
0.02                     1683                     5.7183073799780175E-5
0.02                     1684                     5.712882288640121E-5
0.02                     1685                     5.7074622062657633E-5
0.02                     1686                     5.7020471328549425E-5
0.02                     1687                     5.696637068407669E-5
0.02                     1688                     5.691232012923929E-5
0.02                     1689                     5.6858319664037465E-5
0.02                     1690                     5.680436928847101E-5
0.02                     1691                     5.6750469002539994E-5
0.02                     1692                     5.669661880624442E-5
0.02                     1693                     5.664281869958431E-5
0.02                     1694                     5.658906868255955E-5
0.02                     1695                     5.653536875517027E-5
0.02                     1696                     5.6481718917416406E-5
0.02                     1697                     5.6428119169297974E-5
0.02                     1698                     5.6374569510815E-5
0.02                     1699                     5.632106994196745E-5
0.02                     1700                     5.6267620462755266E-5
0.02                     1701                     5.6214221073178583E-5
0.02                     1702                     5.6160871773237276E-5
0.02                     1703                     5.6107572562931444E-5
0.02                     1704                     5.605432344226102E-5
0.02                     1705                     5.600112441122601E-5
0.02                     1706                     5.594797546982647E-5
0.02                     1707                     5.589487661806236E-5
0.02                     1708                     5.584182785593366E-5
0.02                     1709                     5.578882918344042E-5
0.02                     1710                     5.573588060058255E-5
0.02                     1711                     5.568298210736017E-5
0.02                     1712                     5.563013370377317E-5
0.02                     1713                     5.557733538982166E-5
0.02                     1714                     5.5524587165505554E-5
0.02                     1715                     5.54718890308248E-5
0.02                     1716                     5.5419240985779576E-5
0.02                     1717                     5.536664303036978E-5
0.02                     1718                     5.531409516459537E-5
0.02                     1719                     5.526159738845641E-5
0.02                     1720                     5.520914970195286E-5
0.02                     1721                     5.515675210508478E-5
0.02                     1722                     5.5104404597852136E-5
0.02                     1723                     5.505210718025485E-5
0.02                     1724                     5.4999859852293E-5
0.02                     1725                     5.4947662613966646E-5
0.02                     1726                     5.489551546527568E-5
0.02                     1727                     5.4843418406220223E-5
0.02                     1728                     5.479137143680012E-5
0.02                     1729                     5.473937455701543E-5
0.02                     1730                     5.468742776686622E-5
0.02                     1731                     5.4635531066352414E-5
0.02                     1732                     5.458368445547403E-5
0.02                     1733                     5.453188793423112E-5
0.02                     1734                     5.448014150262363E-5
0.02                     1735                     5.442844516065156E-5
0.02                     1736                     5.437679890831493E-5
0.02                     1737                     5.4325202745613686E-5
0.02                     1738                     5.427365667254792E-5
0.02                     1739                     5.422216068911755E-5
0.02                     1740                     5.417071479532263E-5
0.02                     1741                     5.411931899116317E-5
0.02                     1742                     5.4067973276639115E-5
0.02                     1743                     5.401667765175049E-5
0.02                     1744                     5.3965432116497263E-5
0.02                     1745                     5.391423667087947E-5
0.02                     1746                     5.386309131489713E-5
0.02                     1747                     5.381199604855024E-5
0.02                     1748                     5.3760950871838774E-5
0.02                     1749                     5.3709955784762727E-5
0.02                     1750                     5.365901078732213E-5
0.02                     1751                     5.3608115879516925E-5
0.02                     1752                     5.35572710613471E-5
0.02                     1753                     5.3506476332812805E-5
0.02                     1754                     5.345573169391391E-5
0.02                     1755                     5.340503714465044E-5
0.02                     1756                     5.33543926850224E-5
0.02                     1757                     5.330379831502977E-5
0.02                     1758                     5.3253254034672665E-5
0.02                     1759                     5.320275984395094E-5
0.02                     1760                     5.315231574286459E-5
0.02                     1761                     5.310192173141366E-5
0.02                     1762                     5.305157780959819E-5
0.02                     1763                     5.300128397741822E-5
0.02                     1764                     5.295104023487363E-5
0.02                     1765                     5.290084658196443E-5
0.02                     1766                     5.285070301869074E-5
0.02                     1767                     5.280060954505245E-5
0.02                     1768                     5.275056616104954E-5
0.02                     1769                     5.270057286668213E-5
0.02                     1770                     5.265062966195011E-5
0.02                     1771                     5.26007365468535E-5
0.02                     1772                     5.255089352139235E-5
0.02                     1773                     5.250110058556667E-5
0.02                     1774                     5.24513577393764E-5
0.02                     1775                     5.2401664982821536E-5
0.02                     1776                     5.2352022315902086E-5
0.02                     1777                     5.23024297386181E-5
0.02                     1778                     5.225288725096957E-5
0.02                     1779                     5.220339485295638E-5
0.02                     1780                     5.2153952544578696E-5
0.02                     1781                     5.2104560325836403E-5
0.02                     1782                     5.2055218196729574E-5
0.02                     1783                     5.2005926157258105E-5
0.02                     1784                     5.195668420742218E-5
0.02                     1785                     5.1907492347221616E-5
0.02                     1786                     5.1858350576656474E-5
0.02                     1787                     5.180925889572679E-5
0.02                     1788                     5.176021730443254E-5
0.02                     1789                     5.1711225802773676E-5
0.02                     1790                     5.166228439075031E-5
0.02                     1791                     5.161339306836234E-5
0.02                     1792                     5.1564551835609804E-5
0.02                     1793                     5.151576069249266E-5
0.02                     1794                     5.146701963901099E-5
0.02                     1795                     5.141832867516478E-5
0.02                     1796                     5.136968780095391E-5
0.02                     1797                     5.132109701637852E-5
0.02                     1798                     5.127255632143859E-5
0.02                     1799                     5.122406571613404E-5
0.02                     1800                     5.1175625200464936E-5
0.02                     1801                     5.112723477443128E-5
0.02                     1802                     5.107889443803305E-5
0.02                     1803                     5.103060419127027E-5
0.02                     1804                     5.0982364034142905E-5
0.02                     1805                     5.093417396665093E-5
0.02                     1806                     5.0886033988794486E-5
0.02                     1807                     5.083794410057331E-5
0.02                     1808                     5.07899043019877E-5
0.02                     1809                     5.0741914593037475E-5
0.02                     1810                     5.0693974973722644E-5
0.02                     1811                     5.0646085444043275E-5
0.02                     1812                     5.059824600399937E-5
0.02                     1813                     5.05504566535909E-5
0.02                     1814                     5.050271739281781E-5
0.02                     1815                     5.045502822168017E-5
0.02                     1816                     5.0407389140177906E-5
0.02                     1817                     5.0359800148311185E-5
0.02                     1818                     5.031226124607981E-5
0.02                     1819                     5.026477243348389E-5
0.02                     1820                     5.021733371052341E-5
0.02                     1821                     5.016994507719836E-5
0.02                     1822                     5.0122606533508753E-5
0.02                     1823                     5.0075318079454497E-5
0.02                     1824                     5.0028079715035784E-5
0.02                     1825                     4.9980891440252445E-5
0.02                     1826                     4.993375325510456E-5
0.02                     1827                     4.9886665159592075E-5
0.02                     1828                     4.9839627153714996E-5
0.02                     1829                     4.9792639237473407E-5
0.02                     1830                     4.9745701410867144E-5
0.02                     1831                     4.969881367389644E-5
0.02                     1832                     4.9651976026561055E-5
0.02                     1833                     4.960518846886122E-5
0.02                     1834                     4.955845100079678E-5
0.02                     1835                     4.951176362236772E-5
0.02                     1836                     4.946512633357413E-5
0.02                     1837                     4.941853913441597E-5
0.02                     1838                     4.9372002024893234E-5
0.02                     1839                     4.93255150050059E-5
0.02                     1840                     4.927907807475401E-5
0.02                     1841                     4.923269123413756E-5
0.02                     1842                     4.918635448315656E-5
0.02                     1843                     4.914006782181097E-5
0.02                     1844                     4.909383125010083E-5
0.02                     1845                     4.9047644768026106E-5
0.02                     1846                     4.9001508375586806E-5
0.02                     1847                     4.895542207278294E-5
0.02                     1848                     4.8909385859614445E-5
0.02                     1849                     4.886339973608148E-5
0.02                     1850                     4.881746370218387E-5
0.02                     1851                     4.8771577757921784E-5
0.02                     1852                     4.872574190329503E-5
0.02                     1853                     4.8679956138303744E-5
0.02                     1854                     4.863422046294794E-5
0.02                     1855                     4.858853487722748E-5
0.02                     1856                     4.854289938114249E-5
0.02                     1857                     4.8497313974692925E-5
0.02                     1858                     4.8451778657878803E-5
0.02                     1859                     4.8406293430700104E-5
0.02                     1860                     4.8360858293156834E-5
0.02                     1861                     4.831547324524898E-5
0.02                     1862                     4.827013828697659E-5
0.02                     1863                     4.82248534183396E-5
0.02                     1864                     4.817961863933805E-5
0.02                     1865                     4.81344339499719E-5
0.02                     1866                     4.808929935024121E-5
0.02                     1867                     4.8044214840145934E-5
0.02                     1868                     4.799918041968617E-5
0.02                     1869                     4.795419608886175E-5
0.02                     1870                     4.7909261847672795E-5
0.02                     1871                     4.786437769611929E-5
0.02                     1872                     4.781954363420114E-5
0.02                     1873                     4.777475966191845E-5
0.02                     1874                     4.773002577927122E-5
0.02                     1875                     4.768510915553804E-5
0.02                     1876                     4.7639535025501275E-5
0.02                     1877                     4.7594003661099485E-5
0.02                     1878                     4.754851506233271E-5
0.02                     1879                     4.750306922920098E-5
0.02                     1880                     4.745766616170428E-5
0.02                     1881                     4.741230585984258E-5
0.02                     1882                     4.736698832361586E-5
0.02                     1883                     4.732171355302421E-5
0.02                     1884                     4.727648154806747E-5
0.02                     1885                     4.723129230874581E-5
0.02                     1886                     4.718614583505919E-5
0.02                     1887                     4.714104212700753E-5
0.02                     1888                     4.7095981184590894E-5
0.02                     1889                     4.705096300780929E-5
0.02                     1890                     4.700598759666269E-5
0.02                     1891                     4.696105495115109E-5
0.02                     1892                     4.6916165071274476E-5
0.02                     1893                     4.687131795703294E-5
0.02                     1894                     4.682651360842638E-5
0.02                     1895                     4.6781752025454846E-5
0.02                     1896                     4.673703320811832E-5
0.02                     1897                     4.669235715641679E-5
0.02                     1898                     4.6647723870350314E-5
0.02                     1899                     4.66031333499188E-5
0.02                     1900                     4.655858559512232E-5
0.02                     1901                     4.651408060596087E-5
0.02                     1902                     4.646961838243444E-5
0.02                     1903                     4.6425198924543006E-5
0.02                     1904                     4.6380822232286583E-5
0.02                     1905                     4.6336488305665154E-5
0.02                     1906                     4.629219714467875E-5
0.02                     1907                     4.6247948749327385E-5
0.02                     1908                     4.620374311961101E-5
0.02                     1909                     4.6159580255529596E-5
0.02                     1910                     4.611546015708328E-5
0.02                     1911                     4.607138282427195E-5
0.02                     1912                     4.602734825709562E-5
0.02                     1913                     4.598335645555428E-5
0.02                     1914                     4.5939407419647974E-5
0.02                     1915                     4.5895501149376724E-5
0.02                     1916                     4.5851637644740454E-5
0.02                     1917                     4.58078169057392E-5
0.02                     1918                     4.5764038932372975E-5
0.02                     1919                     4.5720303724641685E-5
0.02                     1920                     4.5676611282545484E-5
0.02                     1921                     4.5632961606084297E-5
0.02                     1922                     4.5589354695258055E-5
0.02                     1923                     4.554579055006686E-5
0.02                     1924                     4.55022691705107E-5
0.02                     1925                     4.5458790556589577E-5
0.02                     1926                     4.541535470830339E-5
0.02                     1927                     4.537196162565225E-5
0.02                     1928                     4.532861130863613E-5
0.02                     1929                     4.528530375725504E-5
0.02                     1930                     4.5242038971508907E-5
0.02                     1931                     4.5198816951397864E-5
0.02                     1932                     4.5155637696921795E-5
0.02                     1933                     4.5112501208080706E-5
0.02                     1934                     4.5069407484874664E-5
0.02                     1935                     4.5026356527303664E-5
0.02                     1936                     4.4983348335367616E-5
0.02                     1937                     4.4940382909066576E-5
0.02                     1938                     4.489746024840066E-5
0.02                     1939                     4.485458035336961E-5
0.02                     1940                     4.4811743223973686E-5
0.02                     1941                     4.476894886021274E-5
0.02                     1942                     4.472619726208681E-5
0.02                     1943                     4.4683488429595894E-5
0.02                     1944                     4.464082236273989E-5
0.02                     1945                     4.459819906151902E-5
0.02                     1946                     4.455561852593313E-5
0.02                     1947                     4.451308075598226E-5
0.02                     1948                     4.4470585751666375E-5
0.02                     1949                     4.4428133512985494E-5
0.02                     1950                     4.4385724039939674E-5
0.02                     1951                     4.4343357332528833E-5
0.02                     1952                     4.430103339075305E-5
0.02                     1953                     4.425875221461225E-5
0.02                     1954                     4.421651380410644E-5
0.02                     1955                     4.417431815923566E-5
0.02                     1956                     4.413216527999988E-5
0.02                     1957                     4.409005516639909E-5
0.02                     1958                     4.40479878184334E-5
0.02                     1959                     4.4005963236102666E-5
0.02                     1960                     4.3963981419406943E-5
0.02                     1961                     4.392204236834625E-5
0.02                     1962                     4.388014608292056E-5
0.02                     1963                     4.383829256312985E-5
0.02                     1964                     4.3796481808974186E-5
0.02                     1965                     4.375471382045355E-5
0.02                     1966                     4.371298859756791E-5
0.02                     1967                     4.36713061403173E-5
0.02                     1968                     4.362966644870166E-5
0.02                     1969                     4.358806952272105E-5
0.02                     1970                     4.354651536237547E-5
0.02                     1971                     4.3505003967664926E-5
0.02                     1972                     4.3463535338589356E-5
0.02                     1973                     4.342210947514879E-5
0.02                     1974                     4.338072637734325E-5
0.02                     1975                     4.33393860451727E-5
0.02                     1976                     4.329808847863721E-5
0.02                     1977                     4.325683367773669E-5
0.02                     1978                     4.321562164247121E-5
0.02                     1979                     4.3174452372840756E-5
0.02                     1980                     4.313332586884524E-5
0.02                     1981                     4.3092242130484804E-5
0.02                     1982                     4.3051201157759346E-5
0.02                     1983                     4.3010202950668976E-5
0.02                     1984                     4.2969247509213565E-5
0.02                     1985                     4.2928334833393155E-5
0.02                     1986                     4.288746492320777E-5
0.02                     1987                     4.2846637778657383E-5
0.02                     1988                     4.280585339974203E-5
0.02                     1989                     4.276511178646169E-5
0.02                     1990                     4.272441293881634E-5
0.02                     1991                     4.2683756856806E-5
0.02                     1992                     4.2643143540430686E-5
0.02                     1993                     4.260257298969038E-5
0.02                     1994                     4.256204520458513E-5
0.02                     1995                     4.252156018511484E-5
0.02                     1996                     4.248111793127961E-5
0.02                     1997                     4.2440718443079293E-5
0.02                     1998                     4.240036172051407E-5
0.02                     1999                     4.236004776358389E-5
0.02                     2000                     4.231977657228867E-5
0.02                     2001                     4.227954814662843E-5
0.02                     2002                     4.2239362486603315E-5
0.02                     2003                     4.219921959221314E-5
0.02                     2004                     4.215911946345797E-5
0.02                     2005                     4.211906210033781E-5
0.02                     2006                     4.207904750285272E-5
0.02                     2007                     4.203907567100259E-5
0.02                     2008                     4.199914660478746E-5
0.02                     2009                     4.1959260304207343E-5
0.02                     2010                     4.191941676926228E-5
0.02                     2011                     4.18796159999522E-5
0.02                     2012                     4.183985799627714E-5
0.02                     2013                     4.1800142758237075E-5
0.02                     2014                     4.176047028583202E-5
0.02                     2015                     4.1720840579062045E-5
0.02                     2016                     4.1681253637927E-5
0.02                     2017                     4.1641709462427E-5
0.02                     2018                     4.160220805256207E-5
0.02                     2019                     4.156274940833209E-5
0.02                     2020                     4.152333352973715E-5
0.02                     2021                     4.148396041677718E-5
0.02                     2022                     4.144463006945226E-5
0.02                     2023                     4.140534248776232E-5
0.02                     2024                     4.13660976717074E-5
0.02                     2025                     4.1326895621287525E-5
0.02                     2026                     4.1287736336502656E-5
0.02                     2027                     4.124861981735278E-5
0.02                     2028                     4.1209546063837924E-5
0.02                     2029                     4.1170515075958075E-5
0.02                     2030                     4.1131526853713254E-5
0.02                     2031                     4.1092581397103454E-5
0.02                     2032                     4.1053678706128626E-5
0.02                     2033                     4.101481878078882E-5
0.02                     2034                     4.09760016210841E-5
0.02                     2035                     4.093722722701431E-5
0.02                     2036                     4.0898495598579544E-5
0.02                     2037                     4.0859806735779826E-5
0.02                     2038                     4.0821160638615075E-5
0.02                     2039                     4.0782557307085385E-5
0.02                     2040                     4.074399674119064E-5
0.02                     2041                     4.0705478940930966E-5
0.02                     2042                     4.066700390630629E-5
0.02                     2043                     4.062857163731663E-5
0.02                     2044                     4.059018213396201E-5
0.02                     2045                     4.0551835396242314E-5
0.02                     2046                     4.051353142415769E-5
0.02                     2047                     4.047527021770808E-5
0.02                     2048                     4.043705177689349E-5
0.02                     2049                     4.0398876101713896E-5
0.02                     2050                     4.0360743192169305E-5
0.02                     2051                     4.032265304825974E-5
0.02                     2052                     4.02846056699852E-5
0.02                     2053                     4.024660105734569E-5
0.02                     2054                     4.020863921034115E-5
0.02                     2055                     4.017072012897162E-5
0.02                     2056                     4.013284381323714E-5
0.02                     2057                     4.009501026313766E-5
0.02                     2058                     4.0057219478673144E-5
0.02                     2059                     4.0019471459843724E-5
0.02                     2060                     3.9981766206649284E-5
0.02                     2061                     3.9944103719089804E-5
0.02                     2062                     3.9906483997165385E-5
0.02                     2063                     3.9868907040875966E-5
0.02                     2064                     3.983137285022159E-5
0.02                     2065                     3.979388142520223E-5
0.02                     2066                     3.975643276581784E-5
0.02                     2067                     3.9719026872068424E-5
0.02                     2068                     3.9681663743954135E-5
0.02                     2069                     3.9644343381474725E-5
0.02                     2070                     3.960706578463046E-5
0.02                     2071                     3.956983095342114E-5
0.02                     2072                     3.9532638887846856E-5
0.02                     2073                     3.9495489587907555E-5
0.02                     2074                     3.945838305360326E-5
