% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:14
% Table:              tce_retention_mass_0.02 - tce_outflow_mass_Inte (tce_outflow_Inte)
% Q_inject_design        t (s)                    tce_retention_mass (mol/m)
0.02                     728                      1.425482376782474E-4
0.02                     729                      1.4240945662461317E-4
0.02                     730                      1.4227079455615492E-4
0.02                     731                      1.421322514728724E-4
0.02                     732                      1.419938273747658E-4
0.02                     733                      1.418555222618352E-4
0.02                     734                      1.4171733613408042E-4
0.02                     735                      1.4157926899150167E-4
0.02                     736                      1.414413208340986E-4
0.02                     737                      1.4130349166187155E-4
0.02                     738                      1.4116578147482063E-4
0.02                     739                      1.4102819027294531E-4
0.02                     740                      1.4089071805624593E-4
0.02                     741                      1.4075336482472262E-4
0.02                     742                      1.40616130578375E-4
0.02                     743                      1.4047901531720345E-4
0.02                     744                      1.4034201904120764E-4
0.02                     745                      1.402051417503879E-4
0.02                     746                      1.40068383444744E-4
0.02                     747                      1.3993174412427594E-4
0.02                     748                      1.3979522378898378E-4
0.02                     749                      1.3965882243886766E-4
0.02                     750                      1.3952254007392736E-4
0.02                     751                      1.3938637669416303E-4
0.02                     752                      1.3925033229957436E-4
0.02                     753                      1.3911440689016172E-4
0.02                     754                      1.3897860046592516E-4
0.02                     755                      1.3884291302686431E-4
0.02                     756                      1.3870734457297946E-4
0.02                     757                      1.385718951042704E-4
0.02                     758                      1.3843658379512663E-4
0.02                     759                      1.3830146008403035E-4
0.02                     760                      1.3816646062000482E-4
0.02                     761                      1.3803158540304992E-4
0.02                     762                      1.3789683443316553E-4
0.02                     763                      1.377622077103519E-4
0.02                     764                      1.3762770523460886E-4
0.02                     765                      1.3749332700593641E-4
0.02                     766                      1.373590730243348E-4
0.02                     767                      1.3722494328980344E-4
0.02                     768                      1.3709093780234297E-4
0.02                     769                      1.369570565619532E-4
0.02                     770                      1.368232995686338E-4
0.02                     771                      1.3668966682238524E-4
0.02                     772                      1.365561583232072E-4
0.02                     773                      1.3642277407110003E-4
0.02                     774                      1.3628951406606329E-4
0.02                     775                      1.3615637830809713E-4
0.02                     776                      1.360233667972018E-4
0.02                     777                      1.3589047953337712E-4
0.02                     778                      1.357577165166229E-4
0.02                     779                      1.3562507774693937E-4
0.02                     780                      1.3549256322432658E-4
0.02                     781                      1.3536017294878434E-4
0.02                     782                      1.3522790692031266E-4
0.02                     783                      1.3509576513891182E-4
0.02                     784                      1.3496374760458153E-4
0.02                     785                      1.3483185431732183E-4
0.02                     786                      1.3470008527713263E-4
0.02                     787                      1.3456844048401434E-4
0.02                     788                      1.3443691993796658E-4
0.02                     789                      1.3430552363898955E-4
0.02                     790                      1.3417426550530153E-4
0.02                     791                      1.3404316396476882E-4
0.02                     792                      1.339121894300723E-4
0.02                     793                      1.3378134190121245E-4
0.02                     794                      1.3365062137818892E-4
0.02                     795                      1.3352002786100195E-4
0.02                     796                      1.333895613496515E-4
0.02                     797                      1.3325922184413743E-4
0.02                     798                      1.3312900934446E-4
0.02                     799                      1.3299892385061878E-4
0.02                     800                      1.3286896536261414E-4
0.02                     801                      1.3273913388044608E-4
0.02                     802                      1.3260942940411437E-4
0.02                     803                      1.3247985193361913E-4
0.02                     804                      1.3235040146896044E-4
0.02                     805                      1.3222107801013808E-4
0.02                     806                      1.3209188155715245E-4
0.02                     807                      1.3196281211000314E-4
0.02                     808                      1.318338696686903E-4
0.02                     809                      1.317050542332138E-4
0.02                     810                      1.31576365803574E-4
0.02                     811                      1.3144780437977056E-4
0.02                     812                      1.3131936996180362E-4
0.02                     813                      1.311910625496731E-4
0.02                     814                      1.310628821433791E-4
0.02                     815                      1.3093482874292165E-4
0.02                     816                      1.308069023483006E-4
0.02                     817                      1.306791029595159E-4
0.02                     818                      1.305514305765679E-4
0.02                     819                      1.304238851994562E-4
0.02                     820                      1.302964668281812E-4
0.02                     821                      1.3016917546274245E-4
0.02                     822                      1.3004201538527967E-4
0.02                     823                      1.2991498921606712E-4
0.02                     824                      1.297880907162157E-4
0.02                     825                      1.296613198857256E-4
0.02                     826                      1.2953467672459666E-4
0.02                     827                      1.2940816123282892E-4
0.02                     828                      1.292817734104226E-4
0.02                     829                      1.2915551325737727E-4
0.02                     830                      1.2902938077369324E-4
0.02                     831                      1.2890337595937047E-4
0.02                     832                      1.2877749881440886E-4
0.02                     833                      1.2865174933880848E-4
0.02                     834                      1.2852612753256948E-4
0.02                     835                      1.2840063339569148E-4
0.02                     836                      1.282752669281749E-4
0.02                     837                      1.2815002813001925E-4
0.02                     838                      1.28024917001225E-4
0.02                     839                      1.2789993354179219E-4
0.02                     840                      1.2777507775172016E-4
0.02                     841                      1.2765034963100965E-4
0.02                     842                      1.2752574917966028E-4
0.02                     843                      1.2740127639767203E-4
0.02                     844                      1.2727693128504504E-4
0.02                     845                      1.2715271384177958E-4
0.02                     846                      1.2702862406787488E-4
0.02                     847                      1.2690466196333173E-4
0.02                     848                      1.2678082752814966E-4
0.02                     849                      1.2665712076232887E-4
0.02                     850                      1.2653354166586927E-4
0.02                     851                      1.264100902387709E-4
0.02                     852                      1.2628676648103365E-4
0.02                     853                      1.2616357039265769E-4
0.02                     854                      1.26040478551747E-4
0.02                     855                      1.259174873767341E-4
0.02                     856                      1.2579462089483816E-4
0.02                     857                      1.256718791060593E-4
0.02                     858                      1.2554926201039756E-4
0.02                     859                      1.254267696078527E-4
0.02                     860                      1.253044018984251E-4
0.02                     861                      1.2518215888211436E-4
0.02                     862                      1.2506004055892078E-4
0.02                     863                      1.2493804692884433E-4
0.02                     864                      1.2481617799188488E-4
0.02                     865                      1.2469443374804246E-4
0.02                     866                      1.245728141973172E-4
0.02                     867                      1.244513193397088E-4
0.02                     868                      1.2432994917521754E-4
0.02                     869                      1.2420870370384335E-4
0.02                     870                      1.2408758292558616E-4
0.02                     871                      1.239665868404462E-4
0.02                     872                      1.2384571544842314E-4
0.02                     873                      1.2372496874951713E-4
0.02                     874                      1.2360434674372827E-4
0.02                     875                      1.2348384943105641E-4
0.02                     876                      1.2336347681150166E-4
0.02                     877                      1.232432288850638E-4
0.02                     878                      1.231231056517432E-4
0.02                     879                      1.2300310711153942E-4
0.02                     880                      1.228832332644529E-4
0.02                     881                      1.2276348411048338E-4
0.02                     882                      1.226438596496308E-4
0.02                     883                      1.225243598818955E-4
0.02                     884                      1.2240498480727718E-4
0.02                     885                      1.2228573442577575E-4
0.02                     886                      1.2216660873739157E-4
0.02                     887                      1.2204760774212436E-4
0.02                     888                      1.2192873143997422E-4
0.02                     889                      1.2180997983094102E-4
0.02                     890                      1.216913529150251E-4
0.02                     891                      1.2157285069222618E-4
0.02                     892                      1.2145447316254427E-4
0.02                     893                      1.2133622032597932E-4
0.02                     894                      1.2121809218253155E-4
0.02                     895                      1.2110008873220079E-4
0.02                     896                      1.2098220997498697E-4
0.02                     897                      1.2086445591089046E-4
0.02                     898                      1.2074682653991079E-4
0.02                     899                      1.2062932186204819E-4
0.02                     900                      1.2051194187730275E-4
0.02                     901                      1.2039468658567433E-4
0.02                     902                      1.2027755598716293E-4
0.02                     903                      1.2016055008176864E-4
0.02                     904                      1.2004366886949139E-4
0.02                     905                      1.1992691235033112E-4
0.02                     906                      1.1981028052428802E-4
0.02                     907                      1.196937733913619E-4
0.02                     908                      1.1957739095155287E-4
0.02                     909                      1.1946113320486092E-4
0.02                     910                      1.1934500015128605E-4
0.02                     911                      1.192289917908282E-4
0.02                     912                      1.1911310812348739E-4
0.02                     913                      1.1899734914926365E-4
0.02                     914                      1.1888171486815696E-4
0.02                     915                      1.1876620528016711E-4
0.02                     916                      1.1865082038529462E-4
0.02                     917                      1.1853556018353898E-4
0.02                     918                      1.1842033316327551E-4
0.02                     919                      1.1830517979837538E-4
0.02                     920                      1.1819014681633541E-4
0.02                     921                      1.1807523421715566E-4
0.02                     922                      1.1796044200083584E-4
0.02                     923                      1.178457701673765E-4
0.02                     924                      1.1773121871677736E-4
0.02                     925                      1.176167876490384E-4
0.02                     926                      1.1750247696415964E-4
0.02                     927                      1.1738828666214103E-4
0.02                     928                      1.1727421674298255E-4
0.02                     929                      1.171602672066844E-4
0.02                     930                      1.1704643805324649E-4
0.02                     931                      1.169327292826687E-4
0.02                     932                      1.1681914089495114E-4
0.02                     933                      1.1670567289009372E-4
0.02                     934                      1.1659232526809654E-4
0.02                     935                      1.1647909802895973E-4
0.02                     936                      1.1636599117268288E-4
0.02                     937                      1.1625300469926637E-4
0.02                     938                      1.1614013860870998E-4
0.02                     939                      1.1602739290101381E-4
0.02                     940                      1.1591476757617795E-4
0.02                     941                      1.1580226263420224E-4
0.02                     942                      1.156898780750866E-4
0.02                     943                      1.1557761389883138E-4
0.02                     944                      1.1546547010543613E-4
0.02                     945                      1.1535344669490132E-4
0.02                     946                      1.1524154366722656E-4
0.02                     947                      1.1512976102241207E-4
0.02                     948                      1.150180987604578E-4
0.02                     949                      1.1490655688136363E-4
0.02                     950                      1.1479513538512968E-4
0.02                     951                      1.1468383427175593E-4
0.02                     952                      1.145726535412424E-4
0.02                     953                      1.1446159319358914E-4
0.02                     954                      1.1435065322879613E-4
0.02                     955                      1.1423983364686323E-4
0.02                     956                      1.1412913444779054E-4
0.02                     957                      1.1401855563157793E-4
0.02                     958                      1.1390809719822574E-4
0.02                     959                      1.1379775914773364E-4
0.02                     960                      1.1368754148010186E-4
0.02                     961                      1.1357744419533012E-4
0.02                     962                      1.1346746729341866E-4
0.02                     963                      1.1335761077436738E-4
0.02                     964                      1.1324787463817635E-4
0.02                     965                      1.1313825888484546E-4
0.02                     966                      1.1302876351437467E-4
0.02                     967                      1.1291938852676443E-4
0.02                     968                      1.1281013392201395E-4
0.02                     969                      1.1270099970012408E-4
0.02                     970                      1.1259198586109413E-4
0.02                     971                      1.1248309240492457E-4
0.02                     972                      1.1237431933161507E-4
0.02                     973                      1.1226566664116584E-4
0.02                     974                      1.1215713433357682E-4
0.02                     975                      1.1204872240884796E-4
0.02                     976                      1.119404308669794E-4
0.02                     977                      1.1183225970797104E-4
0.02                     978                      1.1172420893182277E-4
0.02                     979                      1.116162785385347E-4
0.02                     980                      1.1150846852810693E-4
0.02                     981                      1.1140077890053933E-4
0.02                     982                      1.1129302305556637E-4
0.02                     983                      1.111853433304274E-4
0.02                     984                      1.1107777704380978E-4
0.02                     985                      1.1097032419571315E-4
0.02                     986                      1.1086298478613771E-4
0.02                     987                      1.1075575881508356E-4
0.02                     988                      1.1064864628255035E-4
0.02                     989                      1.1054164718853845E-4
0.02                     990                      1.104347615330476E-4
0.02                     991                      1.1032798931607789E-4
0.02                     992                      1.1022133053762945E-4
0.02                     993                      1.1011478519770218E-4
0.02                     994                      1.1000835329629591E-4
0.02                     995                      1.0990203483341089E-4
0.02                     996                      1.0979582980904705E-4
0.02                     997                      1.0968973822320435E-4
0.02                     998                      1.0958376007588272E-4
0.02                     999                      1.094778953670823E-4
0.02                     1000                     1.0937214409680305E-4
0.02                     1001                     1.0926650626504492E-4
0.02                     1002                     1.0916098187180805E-4
0.02                     1003                     1.0905557091709208E-4
0.02                     1004                     1.0895027340089755E-4
0.02                     1005                     1.08845089323224E-4
0.02                     1006                     1.0874001868407162E-4
0.02                     1007                     1.0863506148344043E-4
0.02                     1008                     1.0853021772133047E-4
0.02                     1009                     1.084254873977416E-4
0.02                     1010                     1.083208705126739E-4
0.02                     1011                     1.0821636706612733E-4
0.02                     1012                     1.0811197705810183E-4
0.02                     1013                     1.080077004885976E-4
0.02                     1014                     1.079035373576144E-4
0.02                     1015                     1.0779948766515246E-4
0.02                     1016                     1.0769555141121156E-4
0.02                     1017                     1.0759172859579202E-4
0.02                     1018                     1.0748801921889355E-4
0.02                     1019                     1.0738442328051622E-4
0.02                     1020                     1.0728094078066004E-4
0.02                     1021                     1.0717757171932505E-4
0.02                     1022                     1.0707431609651104E-4
0.02                     1023                     1.0697117391221823E-4
0.02                     1024                     1.0686814516644678E-4
0.02                     1025                     1.0676522985919632E-4
0.02                     1026                     1.0666242799046706E-4
0.02                     1027                     1.06559739560259E-4
0.02                     1028                     1.0645716456857205E-4
0.02                     1029                     1.0635470301540619E-4
0.02                     1030                     1.0625235490076149E-4
0.02                     1031                     1.0615012022463807E-4
0.02                     1032                     1.0604799898703568E-4
0.02                     1033                     1.0594599118795451E-4
0.02                     1034                     1.058440968273944E-4
0.02                     1035                     1.0574231590535555E-4
0.02                     1036                     1.0564064842183787E-4
0.02                     1037                     1.0553909437684123E-4
0.02                     1038                     1.0543765377036575E-4
0.02                     1039                     1.0533632660241143E-4
0.02                     1040                     1.0523511287297849E-4
0.02                     1041                     1.0513401258206645E-4
0.02                     1042                     1.0503302572967564E-4
0.02                     1043                     1.0493215231580602E-4
0.02                     1044                     1.0483139234045744E-4
0.02                     1045                     1.0473074484347249E-4
0.02                     1046                     1.0462995843478072E-4
0.02                     1047                     1.045292776506105E-4
0.02                     1048                     1.0442870249096164E-4
0.02                     1049                     1.0432823295583417E-4
0.02                     1050                     1.0422786904522804E-4
0.02                     1051                     1.041276107591434E-4
0.02                     1052                     1.0402745809758012E-4
0.02                     1053                     1.0392741106053822E-4
0.02                     1054                     1.0382746964801782E-4
0.02                     1055                     1.0372763386001864E-4
0.02                     1056                     1.0362790369654104E-4
0.02                     1057                     1.0352827915758483E-4
0.02                     1058                     1.0342876024314993E-4
0.02                     1059                     1.0332934695323644E-4
0.02                     1060                     1.0323003928784435E-4
0.02                     1061                     1.0313083724697373E-4
0.02                     1062                     1.0303174083062444E-4
0.02                     1063                     1.0293275003879668E-4
0.02                     1064                     1.0283386487149024E-4
0.02                     1065                     1.0273508532870517E-4
0.02                     1066                     1.0263641141044157E-4
0.02                     1067                     1.0253784311669932E-4
0.02                     1068                     1.024393804474785E-4
0.02                     1069                     1.0234102340277901E-4
0.02                     1070                     1.0224277198260099E-4
0.02                     1071                     1.021446261869444E-4
0.02                     1072                     1.020465860158091E-4
0.02                     1073                     1.0194865146919527E-4
0.02                     1074                     1.0185082254710296E-4
0.02                     1075                     1.0175309924953193E-4
0.02                     1076                     1.0165548157648228E-4
0.02                     1077                     1.0155796952795421E-4
0.02                     1078                     1.0146056310394738E-4
0.02                     1079                     1.0136326230446195E-4
0.02                     1080                     1.0126606712949802E-4
0.02                     1081                     1.0116897757905547E-4
0.02                     1082                     1.0107199365313419E-4
0.02                     1083                     1.0097511535173446E-4
0.02                     1084                     1.0087834267485596E-4
0.02                     1085                     1.0078167562249917E-4
0.02                     1086                     1.0068511419466351E-4
0.02                     1087                     1.0058865839134937E-4
0.02                     1088                     1.0049230821255655E-4
0.02                     1089                     1.0039606365828523E-4
0.02                     1090                     1.0029992472853517E-4
0.02                     1091                     1.0020389142330666E-4
0.02                     1092                     1.0010796374259953E-4
0.02                     1093                     1.0001214168641376E-4
0.02                     1094                     9.991642525474941E-5
0.02                     1095                     9.982081444760657E-5
0.02                     1096                     9.972530926498498E-5
0.02                     1097                     9.962990970688482E-5
0.02                     1098                     9.953461577330607E-5
0.02                     1099                     9.943942746424878E-5
0.02                     1100                     9.934434477971283E-5
0.02                     1101                     9.924936771969824E-5
0.02                     1102                     9.91544962842052E-5
0.02                     1103                     9.905973047323355E-5
0.02                     1104                     9.89650702867832E-5
0.02                     1105                     9.887051572485421E-5
0.02                     1106                     9.877606678744675E-5
0.02                     1107                     9.868172347456064E-5
0.02                     1108                     9.858748578619595E-5
0.02                     1109                     9.849327878688933E-5
0.02                     1110                     9.839882007195189E-5
0.02                     1111                     9.830445371755784E-5
0.02                     1112                     9.82101797237071E-5
0.02                     1113                     9.811599809039975E-5
0.02                     1114                     9.802190881763572E-5
0.02                     1115                     9.792791190541515E-5
0.02                     1116                     9.783400735373798E-5
0.02                     1117                     9.774019516260413E-5
0.02                     1118                     9.764647533201365E-5
0.02                     1119                     9.755284786196659E-5
0.02                     1120                     9.745931275246291E-5
0.02                     1121                     9.736587000350262E-5
0.02                     1122                     9.727251961508566E-5
0.02                     1123                     9.717926158721212E-5
0.02                     1124                     9.708609591988193E-5
0.02                     1125                     9.699302261309502E-5
0.02                     1126                     9.690004166685167E-5
0.02                     1127                     9.680715308115152E-5
0.02                     1128                     9.671435685599481E-5
0.02                     1129                     9.662165299138148E-5
0.02                     1130                     9.65290414873116E-5
0.02                     1131                     9.643652234378502E-5
0.02                     1132                     9.634409556080186E-5
0.02                     1133                     9.625176113836198E-5
0.02                     1134                     9.615951907646555E-5
0.02                     1135                     9.606736937511246E-5
0.02                     1136                     9.597531203430276E-5
0.02                     1137                     9.588334705403645E-5
0.02                     1138                     9.579147443431355E-5
0.02                     1139                     9.569969417513397E-5
0.02                     1140                     9.560800627649785E-5
0.02                     1141                     9.551641073840502E-5
0.02                     1142                     9.542490756085551E-5
0.02                     1143                     9.53334967438495E-5
0.02                     1144                     9.524217828738676E-5
0.02                     1145                     9.515095219146749E-5
0.02                     1146                     9.505981845609154E-5
0.02                     1147                     9.496877708125907E-5
0.02                     1148                     9.487782806696982E-5
0.02                     1149                     9.478697141322397E-5
0.02                     1150                     9.469620712002159E-5
0.02                     1151                     9.460553518736249E-5
0.02                     1152                     9.451495561524684E-5
0.02                     1153                     9.44244684036745E-5
0.02                     1154                     9.433407355264559E-5
0.02                     1155                     9.424377106216E-5
0.02                     1156                     9.415356093221792E-5
0.02                     1157                     9.406344316281899E-5
0.02                     1158                     9.397341775396355E-5
0.02                     1159                     9.388348470565157E-5
0.02                     1160                     9.379364401788298E-5
0.02                     1161                     9.370389569065762E-5
0.02                     1162                     9.361423972397564E-5
0.02                     1163                     9.352467611783718E-5
0.02                     1164                     9.3435204872242E-5
0.02                     1165                     9.334582598719022E-5
0.02                     1166                     9.325653946268176E-5
0.02                     1167                     9.316734529871674E-5
0.02                     1168                     9.30782434952951E-5
0.02                     1169                     9.298923405241677E-5
0.02                     1170                     9.29003169700818E-5
0.02                     1171                     9.281149224829024E-5
0.02                     1172                     9.272275988704212E-5
0.02                     1173                     9.263411988633734E-5
0.02                     1174                     9.25455722461759E-5
0.02                     1175                     9.245711696655791E-5
0.02                     1176                     9.236875404748326E-5
0.02                     1177                     9.228048348895192E-5
0.02                     1178                     9.219230529096395E-5
0.02                     1179                     9.21042194535194E-5
0.02                     1180                     9.201622597661835E-5
0.02                     1181                     9.192832486026067E-5
0.02                     1182                     9.184051610444614E-5
0.02                     1183                     9.175279970917509E-5
0.02                     1184                     9.166517567444755E-5
0.02                     1185                     9.157764400026317E-5
0.02                     1186                     9.149020468662227E-5
0.02                     1187                     9.140285773352471E-5
0.02                     1188                     9.131560314097057E-5
0.02                     1189                     9.122844090895973E-5
0.02                     1190                     9.11413710374923E-5
0.02                     1191                     9.105439352656829E-5
0.02                     1192                     9.096750837618773E-5
0.02                     1193                     9.088071558635048E-5
0.02                     1194                     9.079401515705656E-5
0.02                     1195                     9.070740708830603E-5
0.02                     1196                     9.062089138009892E-5
0.02                     1197                     9.05344680324351E-5
0.02                     1198                     9.044813704531471E-5
0.02                     1199                     9.036189841873769E-5
0.02                     1200                     9.027575215270406E-5
0.02                     1201                     9.018969824721368E-5
0.02                     1202                     9.010373670226689E-5
0.02                     1203                     9.001786751786339E-5
0.02                     1204                     8.99320906940032E-5
0.02                     1205                     8.984640623068638E-5
0.02                     1206                     8.976081412791303E-5
0.02                     1207                     8.967531438568301E-5
0.02                     1208                     8.958990700399643E-5
0.02                     1209                     8.950459198285316E-5
0.02                     1210                     8.941936932225322E-5
0.02                     1211                     8.933423902219678E-5
0.02                     1212                     8.924920108268356E-5
0.02                     1213                     8.916425550371381E-5
0.02                     1214                     8.90794022852874E-5
0.02                     1215                     8.899464142740439E-5
0.02                     1216                     8.890997293006479E-5
0.02                     1217                     8.882539679326859E-5
0.02                     1218                     8.874091301701572E-5
0.02                     1219                     8.865652160130613E-5
0.02                     1220                     8.857222254613997E-5
0.02                     1221                     8.848801585151721E-5
0.02                     1222                     8.840390151743792E-5
0.02                     1223                     8.831987954390188E-5
0.02                     1224                     8.823594993090927E-5
0.02                     1225                     8.815211267846006E-5
0.02                     1226                     8.806836778655409E-5
0.02                     1227                     8.798471525519154E-5
0.02                     1228                     8.790115508437244E-5
0.02                     1229                     8.781768727409667E-5
0.02                     1230                     8.773431182436437E-5
0.02                     1231                     8.765102873517536E-5
0.02                     1232                     8.756783800652974E-5
0.02                     1233                     8.748473963842744E-5
0.02                     1234                     8.740173363086852E-5
0.02                     1235                     8.73188199838531E-5
0.02                     1236                     8.723599869738099E-5
0.02                     1237                     8.715297783592564E-5
0.02                     1238                     8.706977527233926E-5
0.02                     1239                     8.698665634138635E-5
0.02                     1240                     8.690362104306674E-5
0.02                     1241                     8.682066937738054E-5
0.02                     1242                     8.673780134432779E-5
0.02                     1243                     8.665501694390834E-5
0.02                     1244                     8.65723161761225E-5
0.02                     1245                     8.64896990409699E-5
0.02                     1246                     8.640716553845066E-5
0.02                     1247                     8.632471566856495E-5
0.02                     1248                     8.624234943131263E-5
0.02                     1249                     8.616006682669374E-5
0.02                     1250                     8.607786785470804E-5
0.02                     1251                     8.599575251535593E-5
0.02                     1252                     8.591372080863719E-5
0.02                     1253                     8.583177273455183E-5
0.02                     1254                     8.574990829309988E-5
0.02                     1255                     8.566812748428139E-5
0.02                     1256                     8.55864303080962E-5
0.02                     1257                     8.550481676454443E-5
0.02                     1258                     8.542328685362608E-5
0.02                     1259                     8.534184057534114E-5
0.02                     1260                     8.526047792968956E-5
0.02                     1261                     8.517919891667151E-5
0.02                     1262                     8.509800353628675E-5
0.02                     1263                     8.501689178853539E-5
0.02                     1264                     8.493586367341749E-5
0.02                     1265                     8.485491919093295E-5
0.02                     1266                     8.47740583410818E-5
0.02                     1267                     8.469328112386407E-5
0.02                     1268                     8.46125875392798E-5
0.02                     1269                     8.453197758732883E-5
0.02                     1270                     8.445145126801133E-5
0.02                     1271                     8.437100858132717E-5
0.02                     1272                     8.429064952727641E-5
0.02                     1273                     8.421037410585915E-5
0.02                     1274                     8.413018231707524E-5
0.02                     1275                     8.405007416092467E-5
0.02                     1276                     8.397004963740752E-5
0.02                     1277                     8.38901087465239E-5
0.02                     1278                     8.381025148827358E-5
0.02                     1279                     8.373047786265673E-5
0.02                     1280                     8.36507878696732E-5
0.02                     1281                     8.357118150932306E-5
0.02                     1282                     8.349165878160628E-5
0.02                     1283                     8.341221968652301E-5
0.02                     1284                     8.333286422407315E-5
0.02                     1285                     8.32535923942566E-5
0.02                     1286                     8.31744041970735E-5
0.02                     1287                     8.309529963252383E-5
0.02                     1288                     8.301627870060745E-5
0.02                     1289                     8.293734140132456E-5
0.02                     1290                     8.285848773467512E-5
0.02                     1291                     8.277971770065902E-5
0.02                     1292                     8.270103129927631E-5
0.02                     1293                     8.262242853052703E-5
0.02                     1294                     8.254390939441112E-5
0.02                     1295                     8.246547389092867E-5
0.02                     1296                     8.238712202007954E-5
0.02                     1297                     8.23088537818639E-5
0.02                     1298                     8.22306691762816E-5
0.02                     1299                     8.215256820333271E-5
0.02                     1300                     8.207455086301719E-5
0.02                     1301                     8.199661715533517E-5
0.02                     1302                     8.191876708028652E-5
0.02                     1303                     8.184100063787119E-5
0.02                     1304                     8.176331782808932E-5
0.02                     1305                     8.168571865094088E-5
0.02                     1306                     8.160820310642578E-5
0.02                     1307                     8.153077119454411E-5
0.02                     1308                     8.145342291529582E-5
0.02                     1309                     8.137615826868101E-5
0.02                     1310                     8.129897725469952E-5
0.02                     1311                     8.122187987335145E-5
0.02                     1312                     8.114486612463673E-5
0.02                     1313                     8.10679360085555E-5
0.02                     1314                     8.099108952510766E-5
0.02                     1315                     8.091432667429318E-5
0.02                     1316                     8.083764745611216E-5
0.02                     1317                     8.076105187056447E-5
0.02                     1318                     8.068453991765028E-5
0.02                     1319                     8.060811159736938E-5
0.02                     1320                     8.053176690972192E-5
0.02                     1321                     8.045550585470785E-5
0.02                     1322                     8.037932843232727E-5
0.02                     1323                     8.030323464257992E-5
0.02                     1324                     8.022722448546615E-5
0.02                     1325                     8.01512979609857E-5
0.02                     1326                     8.007545506913868E-5
0.02                     1327                     7.999969580992498E-5
0.02                     1328                     7.992402018334473E-5
0.02                     1329                     7.984842818939789E-5
0.02                     1330                     7.977291982808453E-5
0.02                     1331                     7.969749509940442E-5
0.02                     1332                     7.962215400335779E-5
0.02                     1333                     7.954689653994458E-5
0.02                     1334                     7.947172270916472E-5
0.02                     1335                     7.939663251101832E-5
0.02                     1336                     7.932162594550534E-5
0.02                     1337                     7.924670301262567E-5
0.02                     1338                     7.91718637123794E-5
0.02                     1339                     7.909710804476658E-5
0.02                     1340                     7.902243600978716E-5
0.02                     1341                     7.894784760744116E-5
0.02                     1342                     7.887334283772853E-5
0.02                     1343                     7.879892170064936E-5
0.02                     1344                     7.872458419620348E-5
0.02                     1345                     7.865033032439112E-5
0.02                     1346                     7.857616008521204E-5
0.02                     1347                     7.850207347866649E-5
0.02                     1348                     7.842807050475424E-5
0.02                     1349                     7.83541511634754E-5
0.02                     1350                     7.828031545483011E-5
0.02                     1351                     7.8206563378818E-5
0.02                     1352                     7.813289493543945E-5
0.02                     1353                     7.805931012469421E-5
0.02                     1354                     7.798580894658244E-5
0.02                     1355                     7.791239140110396E-5
0.02                     1356                     7.783905748825905E-5
0.02                     1357                     7.776580720804747E-5
0.02                     1358                     7.769264056046925E-5
