% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:38
% Table:              tce_retention_mass_0.1 - tce_outflow_mass_Inte (tce_outflow_Inte)
% Q_inject_design        t (s)                    tce_retention_mass (mol/m)
0.1                      60                       2.1983422237107394E-4
0.1                      61                       2.1945349934062E-4
0.1                      62                       2.1907109004029867E-4
0.1                      63                       2.1868701265686776E-4
0.1                      64                       2.1830126992548307E-4
0.1                      65                       2.1791386287059103E-4
0.1                      66                       2.1752479996773919E-4
0.1                      67                       2.1713348112242917E-4
0.1                      68                       2.1674090940427545E-4
0.1                      69                       2.1634685223371192E-4
0.1                      70                       2.1595136688538566E-4
0.1                      71                       2.1555428708148217E-4
0.1                      72                       2.151556508827309E-4
0.1                      73                       2.1475530071649585E-4
0.1                      74                       2.1435322173629214E-4
0.1                      75                       2.139494990396583E-4
0.1                      76                       2.1354417987158044E-4
0.1                      77                       2.1313726953075995E-4
0.1                      78                       2.1272877534509588E-4
0.1                      79                       2.123187161787333E-4
0.1                      80                       2.1190711138767963E-4
0.1                      81                       2.1149395115870468E-4
0.1                      82                       2.1107924930524423E-4
0.1                      83                       2.1066304896649342E-4
0.1                      84                       2.102453875503686E-4
0.1                      85                       2.0982629003949912E-4
0.1                      86                       2.0940578287741783E-4
0.1                      87                       2.0898389457639E-4
0.1                      88                       2.0856066202991824E-4
0.1                      89                       2.0813611950521092E-4
0.1                      90                       2.0771030618059604E-4
0.1                      91                       2.0728326730635695E-4
0.1                      92                       2.0685505626925354E-4
0.1                      93                       2.0642574242832565E-4
0.1                      94                       2.0599539762966587E-4
0.1                      95                       2.0556411303262966E-4
0.1                      96                       2.0513199445997362E-4
0.1                      97                       2.0469913563980605E-4
0.1                      98                       2.0426563587487695E-4
0.1                      99                       2.0383163071948938E-4
0.1                      100                      2.0339722837552638E-4
0.1                      101                      2.0296255931384806E-4
0.1                      102                      2.0252775475247163E-4
0.1                      103                      2.0209295377901268E-4
0.1                      104                      2.0165827744569298E-4
0.1                      105                      2.0122383065004204E-4
0.1                      106                      2.007897306819726E-4
0.1                      107                      2.0035609005190062E-4
0.1                      108                      1.999230279069805E-4
0.1                      109                      1.9949072853820934E-4
0.1                      110                      1.9905923110789995E-4
0.1                      111                      1.986285995064861E-4
0.1                      112                      1.9819902342375968E-4
0.1                      113                      1.977703996648472E-4
0.1                      114                      1.9734304228564352E-4
0.1                      115                      1.969169127391071E-4
0.1                      116                      1.9649205325527363E-4
0.1                      117                      1.960687118784116E-4
0.1                      118                      1.9564675787740347E-4
0.1                      119                      1.9522641034574006E-4
0.1                      120                      1.9480765891580735E-4
0.1                      121                      1.9439051024704824E-4
0.1                      122                      1.9397512337773575E-4
0.1                      123                      1.935614168690347E-4
0.1                      124                      1.931494998317674E-4
0.1                      125                      1.927393760633018E-4
0.1                      126                      1.9233105139678468E-4
0.1                      127                      1.9192465026558197E-4
0.1                      128                      1.9152011061599521E-4
0.1                      129                      1.9111743244802458E-4
0.1                      130                      1.9071661576167018E-4
0.1                      131                      1.9031768280012667E-4
0.1                      132                      1.8992072335186202E-4
0.1                      133                      1.895256670747508E-4
0.1                      134                      1.8913251396879358E-4
0.1                      135                      1.8874126403399023E-4
0.1                      136                      1.8835193331813552E-4
0.1                      137                      1.879646056731893E-4
0.1                      138                      1.875792175851749E-4
0.1                      139                      1.8719576905409197E-4
0.1                      140                      1.868142600799408E-4
0.1                      141                      1.8643469015302362E-4
0.1                      142                      1.860570556982572E-4
0.1                      143                      1.8568135934297127E-4
0.1                      144                      1.8530760108716526E-4
0.1                      145                      1.8493578093083942E-4
0.1                      146                      1.8456588921960052E-4
0.1                      147                      1.8419782928075397E-4
0.1                      148                      1.8383167024631328E-4
0.1                      149                      1.8346741211627897E-4
0.1                      150                      1.8310505489065005E-4
0.1                      151                      1.82744588319071E-4
0.1                      152                      1.8238584757586355E-4
0.1                      153                      1.820289476438735E-4
0.1                      154                      1.8167388852310005E-4
0.1                      155                      1.8132067021354363E-4
0.1                      156                      1.8096928692182756E-4
0.1                      157                      1.806195367390245E-4
0.1                      158                      1.8027155736362053E-4
0.1                      159                      1.79925348795615E-4
0.1                      160                      1.7958091103500878E-4
0.1                      161                      1.7923824408180134E-4
0.1                      162                      1.788971293455936E-4
0.1                      163                      1.7855771255353628E-4
0.1                      164                      1.7821999398781732E-4
0.1                      165                      1.7788397364843655E-4
0.1                      166                      1.7754965153539393E-4
0.1                      167                      1.7721666172984646E-4
0.1                      168                      1.7688523231504185E-4
0.1                      169                      1.7655537459800323E-4
0.1                      170                      1.762270885787307E-4
0.1                      171                      1.759003742572237E-4
0.1                      172                      1.7557523163348252E-4
0.1                      173                      1.7525166070750744E-4
0.1                      174                      1.7492966147929809E-4
0.1                      175                      1.7460923394885453E-4
0.1                      176                      1.742903781161771E-4
0.1                      177                      1.7397263040046815E-4
0.1                      178                      1.7365631099124229E-4
0.1                      179                      1.733414688833541E-4
0.1                      180                      1.7302810407680296E-4
0.1                      181                      1.72716216571589E-4
0.1                      182                      1.7240580636771271E-4
0.1                      183                      1.720968734651736E-4
0.1                      184                      1.7178941786397188E-4
0.1                      185                      1.7148343956410712E-4
0.1                      186                      1.7117893856557998E-4
0.1                      187                      1.7087530384027577E-4
0.1                      188                      1.7057289509424088E-4
0.1                      189                      1.702718280941978E-4
0.1                      190                      1.6997210284014648E-4
0.1                      191                      1.6967371933208715E-4
0.1                      192                      1.6937667757001984E-4
0.1                      193                      1.6908097755394412E-4
0.1                      194                      1.6878661928386047E-4
0.1                      195                      1.684936027597685E-4
0.1                      196                      1.6820192798166833E-4
0.1                      197                      1.6791103692301965E-4
0.1                      198                      1.676211909568083E-4
0.1                      199                      1.6733255092621038E-4
0.1                      200                      1.6704511683122527E-4
0.1                      201                      1.6675888867185312E-4
0.1                      202                      1.6647386644809425E-4
0.1                      203                      1.6619005015994803E-4
0.1                      204                      1.6590743980741485E-4
0.1                      205                      1.6562603539049472E-4
0.1                      206                      1.6534583690918766E-4
0.1                      207                      1.6506610453787766E-4
0.1                      208                      1.6478707823402842E-4
0.1                      209                      1.6450905871065477E-4
0.1                      210                      1.6423204596775675E-4
0.1                      211                      1.639560400053347E-4
0.1                      212                      1.6368104082338815E-4
0.1                      213                      1.6340704842191753E-4
0.1                      214                      1.6313406280092264E-4
0.1                      215                      1.6286208396040333E-4
0.1                      216                      1.6259111190035987E-4
0.1                      217                      1.6232114662079243E-4
0.1                      218                      1.620521881217003E-4
0.1                      219                      1.6178423640308411E-4
0.1                      220                      1.6151729146494375E-4
0.1                      221                      1.6125135330727908E-4
0.1                      222                      1.6098642193009008E-4
0.1                      223                      1.6072249733337698E-4
0.1                      224                      1.6045957951713957E-4
0.1                      225                      1.6019766848137802E-4
0.1                      226                      1.5993676422609192E-4
0.1                      227                      1.596762276879267E-4
0.1                      228                      1.5941609617185705E-4
0.1                      229                      1.5915685987294648E-4
0.1                      230                      1.5889851879119447E-4
0.1                      231                      1.5864107292660145E-4
0.1                      232                      1.5838452227916682E-4
0.1                      233                      1.5812886684889077E-4
0.1                      234                      1.5787410663577366E-4
0.1                      235                      1.5762024163981523E-4
0.1                      236                      1.5736727186101525E-4
0.1                      237                      1.5711519729937415E-4
0.1                      238                      1.5686401795489183E-4
0.1                      239                      1.566137338275679E-4
0.1                      240                      1.5636434491740294E-4
0.1                      241                      1.5611585122439635E-4
0.1                      242                      1.5586825274854858E-4
0.1                      243                      1.5562154948985967E-4
0.1                      244                      1.553757414483293E-4
0.1                      245                      1.5513082862395766E-4
0.1                      246                      1.5488681101674461E-4
0.1                      247                      1.546431295204295E-4
0.1                      248                      1.543994686647607E-4
0.1                      249                      1.5415657251686475E-4
0.1                      250                      1.539144410767415E-4
0.1                      251                      1.536730743443914E-4
0.1                      252                      1.5343247231981383E-4
0.1                      253                      1.531926350030092E-4
0.1                      254                      1.5295356239397741E-4
0.1                      255                      1.5271525449271858E-4
0.1                      256                      1.5247771129923225E-4
0.1                      257                      1.522409328135189E-4
0.1                      258                      1.520049190355786E-4
0.1                      259                      1.5176966996541073E-4
0.1                      260                      1.5153518560301606E-4
0.1                      261                      1.5130146594839413E-4
0.1                      262                      1.510685110015449E-4
0.1                      263                      1.5083632076246878E-4
0.1                      264                      1.5060489523116558E-4
0.1                      265                      1.5037423440763482E-4
0.1                      266                      1.5014433829187705E-4
0.1                      267                      1.4991492063097232E-4
0.1                      268                      1.4968546756972915E-4
0.1                      269                      1.4945667907641512E-4
0.1                      270                      1.4922855515102972E-4
0.1                      271                      1.4900109579357382E-4
0.1                      272                      1.4877430100404635E-4
0.1                      273                      1.485481707824483E-4
0.1                      274                      1.4832270512877906E-4
0.1                      275                      1.4809790404303884E-4
0.1                      276                      1.4787376752522762E-4
0.1                      277                      1.4765029557534532E-4
0.1                      278                      1.4742748819339212E-4
0.1                      279                      1.47205345379368E-4
0.1                      280                      1.469838671332727E-4
0.1                      281                      1.467630534551065E-4
0.1                      282                      1.4654290434486946E-4
0.1                      283                      1.4632341980256122E-4
0.1                      284                      1.4610459982818198E-4
0.1                      285                      1.4588644442173175E-4
0.1                      286                      1.4566895358321052E-4
0.1                      287                      1.454519510187177E-4
0.1                      288                      1.452344885570137E-4
0.1                      289                      1.4501756922855502E-4
0.1                      290                      1.4480119303334128E-4
0.1                      291                      1.445853599713726E-4
0.1                      292                      1.443700700426489E-4
0.1                      293                      1.441553232471701E-4
0.1                      294                      1.4394111958493649E-4
0.1                      295                      1.4372745905594773E-4
0.1                      296                      1.4351434166020417E-4
0.1                      297                      1.4330176739770552E-4
0.1                      298                      1.4308973626845202E-4
0.1                      299                      1.4287824827244325E-4
0.1                      300                      1.4266730340967994E-4
0.1                      301                      1.4245690168016123E-4
0.1                      302                      1.4224704308388772E-4
0.1                      303                      1.4203772762085947E-4
0.1                      304                      1.4182895529107607E-4
0.1                      305                      1.4162072609453765E-4
0.1                      306                      1.4141304003124425E-4
0.1                      307                      1.412058971011959E-4
0.1                      308                      1.409992973043927E-4
0.1                      309                      1.4079324064083425E-4
0.1                      310                      1.4058772711052092E-4
0.1                      311                      1.4038275671345268E-4
0.1                      312                      1.4017832944962944E-4
0.1                      313                      1.3997444531905118E-4
0.1                      314                      1.397711043217181E-4
0.1                      315                      1.3956830645763007E-4
0.1                      316                      1.3936605172678695E-4
0.1                      317                      1.3916434012918875E-4
0.1                      318                      1.3896317166483573E-4
0.1                      319                      1.3876254633372764E-4
0.1                      320                      1.3856246413586468E-4
0.1                      321                      1.3836292507124666E-4
0.1                      322                      1.3816392913987367E-4
0.1                      323                      1.3796547634174582E-4
0.1                      324                      1.3776756667686283E-4
0.1                      325                      1.3757020014522494E-4
0.1                      326                      1.3737337674683215E-4
0.1                      327                      1.3717709648168431E-4
0.1                      328                      1.3698017361650966E-4
0.1                      329                      1.3678355392641428E-4
0.1                      330                      1.3658741107783974E-4
0.1                      331                      1.3639174507078562E-4
0.1                      332                      1.3619655590525216E-4
0.1                      333                      1.360018435812393E-4
0.1                      334                      1.3580760809874705E-4
0.1                      335                      1.356138494577755E-4
0.1                      336                      1.3542056765832454E-4
0.1                      337                      1.352277627003941E-4
0.1                      338                      1.350354345839843E-4
0.1                      339                      1.3484358330909511E-4
0.1                      340                      1.3465220887572658E-4
0.1                      341                      1.3446131128387856E-4
0.1                      342                      1.342708905335513E-4
0.1                      343                      1.340809466247446E-4
0.1                      344                      1.3389147955745836E-4
0.1                      345                      1.3370248933169292E-4
0.1                      346                      1.3351397594744795E-4
0.1                      347                      1.3332593940472358E-4
0.1                      348                      1.3313837970352013E-4
0.1                      349                      1.3295129684383697E-4
0.1                      350                      1.327646908256746E-4
0.1                      351                      1.3257856164903273E-4
0.1                      352                      1.323929093139116E-4
0.1                      353                      1.3220773382031082E-4
0.1                      354                      1.3202303516823087E-4
0.1                      355                      1.3183881335767153E-4
0.1                      356                      1.3165506838863262E-4
0.1                      357                      1.3147180026111457E-4
0.1                      358                      1.312890089751168E-4
0.1                      359                      1.3110669453064006E-4
0.1                      360                      1.309248569276836E-4
0.1                      361                      1.307434961662479E-4
0.1                      362                      1.3056261224633273E-4
0.1                      363                      1.3038220516793837E-4
0.1                      364                      1.302022749310645E-4
0.1                      365                      1.300228215357112E-4
0.1                      366                      1.2984384498187842E-4
0.1                      367                      1.296653452695664E-4
0.1                      368                      1.2948634257280693E-4
0.1                      369                      1.2930708774613295E-4
0.1                      370                      1.2912822928121907E-4
0.1                      371                      1.2894976717806524E-4
0.1                      372                      1.2877170143667154E-4
0.1                      373                      1.2859403205703796E-4
0.1                      374                      1.2841675903916427E-4
0.1                      375                      1.2823988238305079E-4
0.1                      376                      1.2806340208869717E-4
0.1                      377                      1.2788731815610406E-4
0.1                      378                      1.2771163058527077E-4
0.1                      379                      1.2753633937619743E-4
0.1                      380                      1.273614445288842E-4
0.1                      381                      1.271869460433313E-4
0.1                      382                      1.2701284391953825E-4
0.1                      383                      1.2683913815750514E-4
0.1                      384                      1.266658287572323E-4
0.1                      385                      1.264929157187194E-4
0.1                      386                      1.2632039904196673E-4
0.1                      387                      1.2614827872697412E-4
0.1                      388                      1.259765547737416E-4
0.1                      389                      1.2580522718226906E-4
0.1                      390                      1.2563429595255647E-4
0.1                      391                      1.25463761084604E-4
0.1                      392                      1.2529362257841187E-4
0.1                      393                      1.251238804339795E-4
0.1                      394                      1.2495453465130731E-4
0.1                      395                      1.2478558523039507E-4
0.1                      396                      1.2461703217124328E-4
0.1                      397                      1.2444887547385117E-4
0.1                      398                      1.2428111513821926E-4
0.1                      399                      1.2411375116434743E-4
0.1                      400                      1.2394678355223576E-4
0.1                      401                      1.2378021230188398E-4
0.1                      402                      1.236140374132924E-4
0.1                      403                      1.234482588864608E-4
0.1                      404                      1.232828767213894E-4
0.1                      405                      1.2311789091807793E-4
0.1                      406                      1.2295330147652666E-4
0.1                      407                      1.2278910839673543E-4
0.1                      408                      1.2262468219258362E-4
0.1                      409                      1.224592638651739E-4
0.1                      410                      1.2229414561742687E-4
0.1                      411                      1.2212932744934253E-4
0.1                      412                      1.2196480936092099E-4
0.1                      413                      1.218005913521621E-4
0.1                      414                      1.2163667342306622E-4
0.1                      415                      1.2147305557363287E-4
0.1                      416                      1.2130973780386228E-4
0.1                      417                      1.2114672011375447E-4
0.1                      418                      1.2098400250330933E-4
0.1                      419                      1.2082158497252699E-4
0.1                      420                      1.206594675214073E-4
0.1                      421                      1.2049765014995045E-4
0.1                      422                      1.2033613285815627E-4
0.1                      423                      1.20174915646025E-4
0.1                      424                      1.2001399851355639E-4
0.1                      425                      1.1985338146075039E-4
0.1                      426                      1.1969306448760721E-4
0.1                      427                      1.1953304759412688E-4
0.1                      428                      1.1937333078030921E-4
0.1                      429                      1.1921391404615415E-4
0.1                      430                      1.19054797391662E-4
0.1                      431                      1.1889598081683254E-4
0.1                      432                      1.1873746432166589E-4
0.1                      433                      1.1857924790616191E-4
0.1                      434                      1.184213315703206E-4
0.1                      435                      1.1826371531414206E-4
0.1                      436                      1.1810639913762632E-4
0.1                      437                      1.1794938304077337E-4
0.1                      438                      1.1779266702358301E-4
0.1                      439                      1.1763625108605555E-4
0.1                      440                      1.1748013522819075E-4
0.1                      441                      1.1732431944998861E-4
0.1                      442                      1.1716880375144938E-4
0.1                      443                      1.170135881325729E-4
0.1                      444                      1.1685867259335918E-4
0.1                      445                      1.1670405713380803E-4
0.1                      446                      1.165497417539197E-4
0.1                      447                      1.1639572645369411E-4
0.1                      448                      1.1624201123313134E-4
0.1                      449                      1.1608859609223112E-4
0.1                      450                      1.1593548103099381E-4
0.1                      451                      1.1578266604941916E-4
0.1                      452                      1.1563015114750716E-4
0.1                      453                      1.1547793632525806E-4
0.1                      454                      1.1532602158267177E-4
0.1                      455                      1.1517440691974801E-4
0.1                      456                      1.1502309233648721E-4
0.1                      457                      1.14872077832889E-4
0.1                      458                      1.1472136340895357E-4
0.1                      459                      1.1457094906468095E-4
0.1                      460                      1.1442083480007097E-4
0.1                      461                      1.1427102061512378E-4
0.1                      462                      1.141215065098393E-4
0.1                      463                      1.139722924842176E-4
0.1                      464                      1.1382337853825849E-4
0.1                      465                      1.1367476467196245E-4
0.1                      466                      1.1352645088532884E-4
0.1                      467                      1.1337843717835806E-4
0.1                      468                      1.1323072355105005E-4
0.1                      469                      1.130833100034048E-4
0.1                      470                      1.129361965354222E-4
0.1                      471                      1.1278938314710243E-4
0.1                      472                      1.1264286983844545E-4
0.1                      473                      1.124966566094512E-4
0.1                      474                      1.1235074346011952E-4
0.1                      475                      1.1220513039045076E-4
0.1                      476                      1.120598174004446E-4
0.1                      477                      1.119148044901012E-4
0.1                      478                      1.1177009165942073E-4
0.1                      479                      1.1162567890840291E-4
0.1                      480                      1.1148156623704781E-4
0.1                      481                      1.1133775364535533E-4
0.1                      482                      1.1119424113332562E-4
0.1                      483                      1.1105102870095877E-4
0.1                      484                      1.1090811634825456E-4
0.1                      485                      1.1076550407521318E-4
0.1                      486                      1.1062319188183461E-4
0.1                      487                      1.1048117976811866E-4
0.1                      488                      1.103394677340655E-4
0.1                      489                      1.1019658087280221E-4
0.1                      490                      1.100535236517673E-4
0.1                      491                      1.0991071968919632E-4
0.1                      492                      1.0976816898508859E-4
0.1                      493                      1.0962587153944453E-4
0.1                      494                      1.0948382735226403E-4
0.1                      495                      1.0934203642354705E-4
0.1                      496                      1.0920049875329353E-4
0.1                      497                      1.0905921434150376E-4
0.1                      498                      1.0891818318817755E-4
0.1                      499                      1.087774052933148E-4
0.1                      500                      1.0863688065691594E-4
0.1                      501                      1.0849660927898023E-4
0.1                      502                      1.083565911595083E-4
0.1                      503                      1.0821682629849996E-4
0.1                      504                      1.0807731469595494E-4
0.1                      505                      1.079380563518737E-4
0.1                      506                      1.0779905126625582E-4
0.1                      507                      1.0766029943910179E-4
0.1                      508                      1.0752180087041116E-4
0.1                      509                      1.0738355556018416E-4
0.1                      510                      1.072455635084208E-4
0.1                      511                      1.0710782471512089E-4
0.1                      512                      1.0697033918028457E-4
0.1                      513                      1.0683310690391187E-4
0.1                      514                      1.066961278860026E-4
0.1                      515                      1.0655940212655697E-4
0.1                      516                      1.064229296255749E-4
0.1                      517                      1.0628671038305646E-4
0.1                      518                      1.0615074439900152E-4
0.1                      519                      1.0601503167341013E-4
0.1                      520                      1.058795722062826E-4
0.1                      521                      1.0574436599761818E-4
0.1                      522                      1.0560941304741757E-4
0.1                      523                      1.054747133556805E-4
0.1                      524                      1.0534026692240684E-4
0.1                      525                      1.052060737475969E-4
0.1                      526                      1.0507213383125059E-4
0.1                      527                      1.0493844717336763E-4
0.1                      528                      1.0480501377394852E-4
0.1                      529                      1.0467183363299285E-4
0.1                      530                      1.0453890675050066E-4
0.1                      531                      1.044062331264721E-4
0.1                      532                      1.0427381276090716E-4
0.1                      533                      1.0414164565380575E-4
0.1                      534                      1.0400973180516769E-4
0.1                      535                      1.0387807121499348E-4
0.1                      536                      1.0374666388328272E-4
0.1                      537                      1.0361550981003565E-4
0.1                      538                      1.0348460899525205E-4
0.1                      539                      1.0335396143893199E-4
0.1                      540                      1.032235671410754E-4
0.1                      541                      1.0309342610168261E-4
0.1                      542                      1.0296353832075329E-4
0.1                      543                      1.0283390379828759E-4
0.1                      544                      1.0270452253428526E-4
0.1                      545                      1.0257539452874674E-4
0.1                      546                      1.0244651978167167E-4
0.1                      547                      1.0231789829306018E-4
0.1                      548                      1.0218953006291215E-4
0.1                      549                      1.0206141509122783E-4
0.1                      550                      1.0193355337800709E-4
0.1                      551                      1.0180594492324968E-4
0.1                      552                      1.0167858972695618E-4
0.1                      553                      1.0155148778912599E-4
0.1                      554                      1.0142463910975947E-4
0.1                      555                      1.0129804368885655E-4
0.1                      556                      1.0117170152641709E-4
0.1                      557                      1.0104561262244123E-4
0.1                      558                      1.0091977697692903E-4
0.1                      559                      1.0079419458988022E-4
0.1                      560                      1.0066886546129514E-4
0.1                      561                      1.0054378959117362E-4
0.1                      562                      1.0041896697951552E-4
0.1                      563                      1.0029439762632114E-4
0.1                      564                      1.0017008153159017E-4
0.1                      565                      1.0004601869532285E-4
0.1                      566                      9.992220911751924E-5
0.1                      567                      9.979865279817906E-5
0.1                      568                      9.967534973730246E-5
0.1                      569                      9.955181126528253E-5
0.1                      570                      9.942683251431713E-5
0.1                      571                      9.930205379858696E-5
0.1                      572                      9.917747511809224E-5
0.1                      573                      9.905309647283272E-5
0.1                      574                      9.892891786280867E-5
0.1                      575                      9.880493928801997E-5
0.1                      576                      9.868116074846655E-5
0.1                      577                      9.855758224414846E-5
0.1                      578                      9.843420377506568E-5
0.1                      579                      9.831102534121842E-5
0.1                      580                      9.81880469426064E-5
0.1                      581                      9.806526857922967E-5
0.1                      582                      9.794269025108816E-5
0.1                      583                      9.782031195818209E-5
0.1                      584                      9.769813370051157E-5
0.1                      585                      9.757615547807615E-5
0.1                      586                      9.745437729087613E-5
0.1                      587                      9.733279913891145E-5
0.1                      588                      9.721142102218218E-5
0.1                      589                      9.709024294068822E-5
0.1                      590                      9.696926489442955E-5
0.1                      591                      9.68484868834063E-5
0.1                      592                      9.672790890761834E-5
0.1                      593                      9.660753096706572E-5
0.1                      594                      9.648735306174842E-5
0.1                      595                      9.636737519166647E-5
0.1                      596                      9.624759735681972E-5
0.1                      597                      9.612801955720849E-5
0.1                      598                      9.600864179283262E-5
0.1                      599                      9.588946406369205E-5
0.1                      600                      9.577048636978687E-5
0.1                      601                      9.565170871111689E-5
0.1                      602                      9.553313108768226E-5
0.1                      603                      9.541475349948297E-5
0.1                      604                      9.529657594651927E-5
0.1                      605                      9.51785984287906E-5
0.1                      606                      9.506082094629735E-5
0.1                      607                      9.494324349903944E-5
0.1                      608                      9.482586608701707E-5
0.1                      609                      9.470868871022977E-5
0.1                      610                      9.459171136867806E-5
0.1                      611                      9.447493406236145E-5
0.1                      612                      9.435835679128028E-5
0.1                      613                      9.424197955543447E-5
0.1                      614                      9.412580235482407E-5
0.1                      615                      9.400982518944877E-5
0.1                      616                      9.389404805930893E-5
0.1                      617                      9.377847096440464E-5
0.1                      618                      9.366309390473548E-5
0.1                      619                      9.354791688030146E-5
0.1                      620                      9.343293989110303E-5
0.1                      621                      9.331816293714007E-5
0.1                      622                      9.320358601841218E-5
0.1                      623                      9.30892091349198E-5
0.1                      624                      9.29750322866627E-5
0.1                      625                      9.286105547364096E-5
0.1                      626                      9.274727869585453E-5
0.1                      627                      9.263370195330345E-5
0.1                      628                      9.252032524598772E-5
0.1                      629                      9.240714857390733E-5
0.1                      630                      9.229417193706217E-5
0.1                      631                      9.218139533545252E-5
0.1                      632                      9.20688187690781E-5
0.1                      633                      9.195644223793914E-5
0.1                      634                      9.184426574203544E-5
0.1                      635                      9.173228928136715E-5
0.1                      636                      9.162051285593416E-5
0.1                      637                      9.150893646573645E-5
0.1                      638                      9.139756011077401E-5
0.1                      639                      9.12863837910471E-5
0.1                      640                      9.117540750655542E-5
0.1                      641                      9.106463125729909E-5
0.1                      642                      9.095405504327801E-5
0.1                      643                      9.08436788644925E-5
0.1                      644                      9.073350272094215E-5
0.1                      645                      9.062352661262723E-5
0.1                      646                      9.051375053954754E-5
0.1                      647                      9.04041745017033E-5
0.1                      648                      9.029479849909444E-5
0.1                      649                      9.018562253172064E-5
0.1                      650                      9.00755913322767E-5
0.1                      651                      8.996523137045425E-5
0.1                      652                      8.985503323094523E-5
0.1                      653                      8.974499691374948E-5
0.1                      654                      8.96351224188673E-5
0.1                      655                      8.95254097462983E-5
0.1                      656                      8.941585889604304E-5
0.1                      657                      8.930646986810095E-5
0.1                      658                      8.919724266247226E-5
0.1                      659                      8.908817727915705E-5
0.1                      660                      8.897927371815508E-5
0.1                      661                      8.887053197946673E-5
0.1                      662                      8.876195206309148E-5
0.1                      663                      8.865353396902994E-5
0.1                      664                      8.854527769728176E-5
0.1                      665                      8.84371832478469E-5
0.1                      666                      8.832925062072528E-5
0.1                      667                      8.822147981591734E-5
0.1                      668                      8.81138708334227E-5
0.1                      669                      8.80064236732414E-5
0.1                      670                      8.78991383353737E-5
0.1                      671                      8.779201481981919E-5
0.1                      672                      8.768505312657813E-5
0.1                      673                      8.757825325565033E-5
0.1                      674                      8.747161520703621E-5
0.1                      675                      8.736513898073538E-5
0.1                      676                      8.725882457674794E-5
0.1                      677                      8.715267199507385E-5
0.1                      678                      8.704668123571318E-5
0.1                      679                      8.694085229866588E-5
0.1                      680                      8.683518518393198E-5
0.1                      681                      8.672967989151164E-5
0.1                      682                      8.662433642140456E-5
0.1                      683                      8.651915477361087E-5
0.1                      684                      8.641413494813064E-5
0.1                      685                      8.630927694496386E-5
0.1                      686                      8.620458076411039E-5
0.1                      687                      8.610004640557036E-5
0.1                      688                      8.59956738693436E-5
0.1                      689                      8.589146315543049E-5
0.1                      690                      8.578741426383058E-5
0.1                      691                      8.568352719454414E-5
0.1                      692                      8.557980194757105E-5
0.1                      693                      8.54762385229115E-5
0.1                      694                      8.537283692056525E-5
0.1                      695                      8.526959714053258E-5
0.1                      696                      8.516651918281294E-5
