% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:34
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% lowPM_per              t (s)                    np_outflow_concentraion (mol/(m*s))
1.0E-12                  392                      1.4895673718134583E-5
1.0E-12                  393                      1.489619122540183E-5
1.0E-12                  394                      1.4896712732581061E-5
1.0E-12                  395                      1.4897238239672281E-5
1.0E-12                  396                      1.4897767746675485E-5
1.0E-12                  397                      1.489830125359067E-5
1.0E-12                  398                      1.4898838760417843E-5
1.0E-12                  399                      1.4899380267157002E-5
1.0E-12                  400                      1.4899925773808153E-5
1.0E-12                  401                      1.4900475280371279E-5
1.0E-12                  402                      1.49010287868464E-5
1.0E-12                  403                      1.4901586293233499E-5
1.0E-12                  404                      1.4902147799532591E-5
1.0E-12                  405                      1.4902713305743664E-5
1.0E-12                  406                      1.4903282811866729E-5
1.0E-12                  407                      1.490385631790177E-5
1.0E-12                  408                      1.4904433823848801E-5
1.0E-12                  409                      1.490501532970782E-5
1.0E-12                  410                      1.4905600835478823E-5
1.0E-12                  411                      1.4906097358467612E-5
1.0E-12                  412                      1.4906468142694592E-5
1.0E-12                  413                      1.49068265376397E-5
1.0E-12                  414                      1.4907172543302945E-5
1.0E-12                  415                      1.490750615968431E-5
1.0E-12                  416                      1.4907827386783813E-5
1.0E-12                  417                      1.4908136224601446E-5
1.0E-12                  418                      1.4908432673137212E-5
1.0E-12                  419                      1.4908716732391104E-5
1.0E-12                  420                      1.490898840236313E-5
1.0E-12                  421                      1.4909247683053293E-5
1.0E-12                  422                      1.4909494574461574E-5
1.0E-12                  423                      1.4909729076587999E-5
1.0E-12                  424                      1.4909951189432551E-5
1.0E-12                  425                      1.4910160912995234E-5
1.0E-12                  426                      1.4910358247276045E-5
1.0E-12                  427                      1.4910543192274992E-5
1.0E-12                  428                      1.491071574799207E-5
1.0E-12                  429                      1.4910875914427276E-5
1.0E-12                  430                      1.4911023691580615E-5
1.0E-12                  431                      1.4911159079452083E-5
1.0E-12                  432                      1.4911282078041687E-5
1.0E-12                  433                      1.4911392687349412E-5
1.0E-12                  434                      1.4911490907375278E-5
1.0E-12                  435                      1.4911576738119273E-5
1.0E-12                  436                      1.4911650179581396E-5
1.0E-12                  437                      1.491171123176165E-5
1.0E-12                  438                      1.4911759894660037E-5
1.0E-12                  439                      1.4911796168276557E-5
1.0E-12                  440                      1.4911820052611208E-5
1.0E-12                  441                      1.4911831547663985E-5
1.0E-12                  442                      1.49118306534349E-5
1.0E-12                  443                      1.4911817369923938E-5
1.0E-12                  444                      1.4911791697131116E-5
1.0E-12                  445                      1.4911753635056421E-5
1.0E-12                  446                      1.4911703183699862E-5
1.0E-12                  447                      1.4911640343061424E-5
1.0E-12                  448                      1.4911565113141125E-5
1.0E-12                  449                      1.4911477493938955E-5
1.0E-12                  450                      1.4911377485454916E-5
1.0E-12                  451                      1.491126508768901E-5
1.0E-12                  452                      1.4911140300641234E-5
1.0E-12                  453                      1.4911003124311585E-5
1.0E-12                  454                      1.4910853558700072E-5
1.0E-12                  455                      1.491069160380669E-5
1.0E-12                  456                      1.4910517259631433E-5
1.0E-12                  457                      1.4910330526174314E-5
1.0E-12                  458                      1.4910131403435326E-5
1.0E-12                  459                      1.4909919891414466E-5
1.0E-12                  460                      1.490969599011174E-5
1.0E-12                  461                      1.4909459699527145E-5
1.0E-12                  462                      1.4909510073510423E-5
1.0E-12                  463                      1.4909615106167133E-5
1.0E-12                  464                      1.4909721490288687E-5
1.0E-12                  465                      1.4909829225875093E-5
1.0E-12                  466                      1.490993831292634E-5
1.0E-12                  467                      1.4910048751442432E-5
1.0E-12                  468                      1.4910160541423372E-5
1.0E-12                  469                      1.4910273682869164E-5
1.0E-12                  470                      1.4910388175779802E-5
1.0E-12                  471                      1.4910504020155286E-5
1.0E-12                  472                      1.4910621215995616E-5
1.0E-12                  473                      1.491073976330079E-5
1.0E-12                  474                      1.4910859662070814E-5
1.0E-12                  475                      1.4910980912305691E-5
1.0E-12                  476                      1.4911103514005407E-5
1.0E-12                  477                      1.4911227467169971E-5
1.0E-12                  478                      1.4911352771799382E-5
1.0E-12                  479                      1.4911479427893647E-5
1.0E-12                  480                      1.491160743545275E-5
1.0E-12                  481                      1.4911736794476704E-5
1.0E-12                  482                      1.4911867504965503E-5
1.0E-12                  483                      1.491199956691915E-5
1.0E-12                  484                      1.4912132980337644E-5
1.0E-12                  485                      1.4912267745220984E-5
1.0E-12                  486                      1.4912403861569176E-5
1.0E-12                  487                      1.4912541329382208E-5
1.0E-12                  488                      1.4912680148660087E-5
1.0E-12                  489                      1.4912820319402821E-5
1.0E-12                  490                      1.4912961841610392E-5
1.0E-12                  491                      1.4913104715282814E-5
1.0E-12                  492                      1.4913248940420079E-5
1.0E-12                  493                      1.49133945170222E-5
1.0E-12                  494                      1.4913541445089159E-5
1.0E-12                  495                      1.4913689724620971E-5
1.0E-12                  496                      1.4913839355617628E-5
1.0E-12                  497                      1.4913990338079134E-5
1.0E-12                  498                      1.4914142672005481E-5
1.0E-12                  499                      1.4914296357396682E-5
1.0E-12                  500                      1.4914451394252729E-5
1.0E-12                  501                      1.4914607782573617E-5
1.0E-12                  502                      1.4914765522359358E-5
1.0E-12                  503                      1.4914924613609945E-5
1.0E-12                  504                      1.4915085056325376E-5
1.0E-12                  505                      1.4915311463377874E-5
1.0E-12                  506                      1.4915651356805893E-5
1.0E-12                  507                      1.4916000418381087E-5
1.0E-12                  508                      1.4916358648103428E-5
1.0E-12                  509                      1.4916726045972945E-5
1.0E-12                  510                      1.491710261198962E-5
1.0E-12                  511                      1.4917488346153456E-5
1.0E-12                  512                      1.4917883248464452E-5
1.0E-12                  513                      1.4918287318922623E-5
1.0E-12                  514                      1.4918700557527948E-5
1.0E-12                  515                      1.4919122964280435E-5
1.0E-12                  516                      1.4919554539180086E-5
1.0E-12                  517                      1.4919995282226898E-5
1.0E-12                  518                      1.4920445193420875E-5
1.0E-12                  519                      1.492090427276202E-5
1.0E-12                  520                      1.492137252025032E-5
1.0E-12                  521                      1.4921849935885786E-5
1.0E-12                  522                      1.4922336519668418E-5
1.0E-12                  523                      1.4922832271598202E-5
1.0E-12                  524                      1.4923337191675156E-5
1.0E-12                  525                      1.4923851279899273E-5
1.0E-12                  526                      1.4924374536270556E-5
1.0E-12                  527                      1.4924906960789004E-5
1.0E-12                  528                      1.4925448553454608E-5
1.0E-12                  529                      1.492599931426737E-5
1.0E-12                  530                      1.4926559243227305E-5
1.0E-12                  531                      1.4927128340334396E-5
1.0E-12                  532                      1.4927706605588653E-5
1.0E-12                  533                      1.4928294038990073E-5
1.0E-12                  534                      1.4928890640538654E-5
1.0E-12                  535                      1.4929496410234396E-5
1.0E-12                  536                      1.4930111348077312E-5
1.0E-12                  537                      1.493073545406738E-5
1.0E-12                  538                      1.4931368728204613E-5
1.0E-12                  539                      1.4932011170489008E-5
1.0E-12                  540                      1.493266278092057E-5
1.0E-12                  541                      1.4933323559499293E-5
1.0E-12                  542                      1.4933993506225174E-5
1.0E-12                  543                      1.493467262109822E-5
1.0E-12                  544                      1.4935360904118433E-5
1.0E-12                  545                      1.4936058355285806E-5
1.0E-12                  546                      1.493676497460034E-5
1.0E-12                  547                      1.493748076206204E-5
1.0E-12                  548                      1.4938205717670903E-5
1.0E-12                  549                      1.4938728017033622E-5
1.0E-12                  550                      1.4939227970026497E-5
1.0E-12                  551                      1.4939726576351595E-5
1.0E-12                  552                      1.494022383600891E-5
1.0E-12                  553                      1.494071974899845E-5
1.0E-12                  554                      1.4941214315320209E-5
1.0E-12                  555                      1.4941707534974189E-5
1.0E-12                  556                      1.4942199407960393E-5
1.0E-12                  557                      1.494268993427882E-5
1.0E-12                  558                      1.4943179113929469E-5
1.0E-12                  559                      1.4943666946912336E-5
1.0E-12                  560                      1.4944153433227433E-5
1.0E-12                  561                      1.4944638572874738E-5
1.0E-12                  562                      1.4945122365854278E-5
1.0E-12                  563                      1.4945604812166034E-5
1.0E-12                  564                      1.494608591181001E-5
1.0E-12                  565                      1.4946565664786207E-5
1.0E-12                  566                      1.494704407109463E-5
1.0E-12                  567                      1.4947521130735278E-5
1.0E-12                  568                      1.4947996843708144E-5
1.0E-12                  569                      1.494847121001323E-5
1.0E-12                  570                      1.494894422965054E-5
1.0E-12                  571                      1.4949415902620073E-5
1.0E-12                  572                      1.4949886228921824E-5
1.0E-12                  573                      1.4950355208555795E-5
1.0E-12                  574                      1.4950822841521991E-5
1.0E-12                  575                      1.4951289127820408E-5
1.0E-12                  576                      1.495175406745105E-5
1.0E-12                  577                      1.4952217660413912E-5
1.0E-12                  578                      1.4952679906709E-5
1.0E-12                  579                      1.4953140806336298E-5
1.0E-12                  580                      1.4953600359295823E-5
1.0E-12                  581                      1.4954058565587575E-5
1.0E-12                  582                      1.4954515425211549E-5
1.0E-12                  583                      1.4954970938167736E-5
1.0E-12                  584                      1.4955425104456146E-5
1.0E-12                  585                      1.4955877924076788E-5
1.0E-12                  586                      1.4956329397029644E-5
1.0E-12                  587                      1.4956779523314725E-5
1.0E-12                  588                      1.4957228302932024E-5
1.0E-12                  589                      1.495767573588155E-5
1.0E-12                  590                      1.4958121822163293E-5
1.0E-12                  591                      1.4958566561777258E-5
1.0E-12                  592                      1.4958993781717843E-5
1.0E-12                  593                      1.4959397761737828E-5
1.0E-12                  594                      1.4959798716191427E-5
1.0E-12                  595                      1.4960196645078634E-5
1.0E-12                  596                      1.4960591548399465E-5
1.0E-12                  597                      1.4960983426153909E-5
1.0E-12                  598                      1.496137227834197E-5
1.0E-12                  599                      1.4961758104963652E-5
