% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:33
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% lowPM_per              t (s)                    np_outflow_concentraion (mol/(m*s))
1.0E-14                  145                      1.2872909024416048E-5
1.0E-14                  146                      1.2995286803018663E-5
1.0E-14                  147                      1.3113189375589544E-5
1.0E-14                  148                      1.3226108670227783E-5
1.0E-14                  149                      1.3334044686933393E-5
1.0E-14                  150                      1.3436997425706368E-5
1.0E-14                  151                      1.353501462930234E-5
1.0E-14                  152                      1.3628864001015614E-5
1.0E-14                  153                      1.3718009988921694E-5
1.0E-14                  154                      1.3802452593020571E-5
1.0E-14                  155                      1.3882191813312252E-5
1.0E-14                  156                      1.395727954119928E-5
1.0E-14                  157                      1.4029524279351668E-5
1.0E-14                  158                      1.4097692659424777E-5
1.0E-14                  159                      1.4161784681418596E-5
1.0E-14                  160                      1.4221800345333118E-5
1.0E-14                  161                      1.4277739651168358E-5
1.0E-14                  162                      1.433211024631283E-5
1.0E-14                  163                      1.4383240363341897E-5
1.0E-14                  164                      1.4431126765023586E-5
1.0E-14                  165                      1.4475769451357892E-5
1.0E-14                  166                      1.4517168422344812E-5
1.0E-14                  167                      1.4559151625478648E-5
1.0E-14                  168                      1.4599333037975804E-5
1.0E-14                  169                      1.4637594374891055E-5
1.0E-14                  170                      1.4673935636224405E-5
1.0E-14                  171                      1.470835682197585E-5
1.0E-14                  172                      1.4740857932145386E-5
1.0E-14                  173                      1.4771438966733032E-5
1.0E-14                  174                      1.4800099925738767E-5
1.0E-14                  175                      1.4826840809162598E-5
1.0E-14                  176                      1.4851661617004527E-5
1.0E-14                  177                      1.4877366519163056E-5
1.0E-14                  178                      1.4902018710224305E-5
1.0E-14                  179                      1.4925321823521439E-5
1.0E-14                  180                      1.4947275859054452E-5
1.0E-14                  181                      1.4967880816823336E-5
1.0E-14                  182                      1.4987136696828111E-5
1.0E-14                  183                      1.5005043499068752E-5
1.0E-14                  184                      1.5021601223545274E-5
1.0E-14                  185                      1.5036809870257672E-5
1.0E-14                  186                      1.5050669439205956E-5
1.0E-14                  187                      1.5065423657054163E-5
1.0E-14                  188                      1.5079751664699415E-5
1.0E-14                  189                      1.5093228360781422E-5
1.0E-14                  190                      1.510585374530018E-5
1.0E-14                  191                      1.5117627818255687E-5
1.0E-14                  192                      1.512855057964794E-5
1.0E-14                  193                      1.513862202947695E-5
1.0E-14                  194                      1.5147842167742702E-5
1.0E-14                  195                      1.5156210994445203E-5
1.0E-14                  196                      1.5163728509584464E-5
1.0E-14                  197                      1.5171660090259622E-5
1.0E-14                  198                      1.5179413048905617E-5
1.0E-14                  199                      1.5186622658658071E-5
1.0E-14                  200                      1.5193288919516988E-5
1.0E-14                  201                      1.5199411831482358E-5
1.0E-14                  202                      1.5204991394554184E-5
1.0E-14                  203                      1.5210027608732475E-5
1.0E-14                  204                      1.5214520474017214E-5
1.0E-14                  205                      1.5218469990408419E-5
1.0E-14                  206                      1.5221876157906074E-5
1.0E-14                  207                      1.5226009589677196E-5
1.0E-14                  208                      1.5230458170886488E-5
1.0E-14                  209                      1.5234705442102174E-5
1.0E-14                  210                      1.5238751403324238E-5
1.0E-14                  211                      1.524259605455269E-5
1.0E-14                  212                      1.5246239395787534E-5
1.0E-14                  213                      1.5249681427028762E-5
1.0E-14                  214                      1.5252922148276378E-5
1.0E-14                  215                      1.525596155953038E-5
1.0E-14                  216                      1.525879966079077E-5
1.0E-14                  217                      1.5261436452057545E-5
1.0E-14                  218                      1.526387193333071E-5
1.0E-14                  219                      1.526610610461026E-5
1.0E-14                  220                      1.526813896589619E-5
1.0E-14                  221                      1.526997051718852E-5
1.0E-14                  222                      1.527160075848723E-5
1.0E-14                  223                      1.5273029689792333E-5
1.0E-14                  224                      1.5274257311103813E-5
1.0E-14                  225                      1.5275283622421686E-5
1.0E-14                  226                      1.5276108623745944E-5
1.0E-14                  227                      1.5277353230147585E-5
1.0E-14                  228                      1.5278981196047492E-5
1.0E-14                  229                      1.5280516247067328E-5
1.0E-14                  230                      1.5281958383207093E-5
1.0E-14                  231                      1.5283307604466793E-5
1.0E-14                  232                      1.528456391084642E-5
1.0E-14                  233                      1.5285727302345973E-5
1.0E-14                  234                      1.528679777896546E-5
1.0E-14                  235                      1.528777534070488E-5
1.0E-14                  236                      1.5288659987564224E-5
1.0E-14                  237                      1.5289451719543497E-5
1.0E-14                  238                      1.5290150536642706E-5
1.0E-14                  239                      1.5290756438861833E-5
1.0E-14                  240                      1.52912694262009E-5
1.0E-14                  241                      1.5291689498659895E-5
1.0E-14                  242                      1.5292016656238812E-5
1.0E-14                  243                      1.5292250898937675E-5
1.0E-14                  244                      1.529239222675645E-5
1.0E-14                  245                      1.529244063969516E-5
1.0E-14                  246                      1.5292396137753807E-5
1.0E-14                  247                      1.5292610150838374E-5
1.0E-14                  248                      1.529328096984429E-5
1.0E-14                  249                      1.5293940906500327E-5
1.0E-14                  250                      1.52945899608065E-5
1.0E-14                  251                      1.5295228132762788E-5
1.0E-14                  252                      1.5295855422369202E-5
1.0E-14                  253                      1.5296471829625735E-5
1.0E-14                  254                      1.5297077354532403E-5
1.0E-14                  255                      1.529767199708919E-5
1.0E-14                  256                      1.52982557572961E-5
1.0E-14                  257                      1.5298828635153127E-5
1.0E-14                  258                      1.529939063066029E-5
1.0E-14                  259                      1.5299941743817572E-5
1.0E-14                  260                      1.530048197462498E-5
1.0E-14                  261                      1.5301011323082508E-5
1.0E-14                  262                      1.530152978919016E-5
1.0E-14                  263                      1.530203737294794E-5
1.0E-14                  264                      1.5302534074355836E-5
1.0E-14                  265                      1.530301989341386E-5
1.0E-14                  266                      1.5303494830122013E-5
1.0E-14                  267                      1.530399390225628E-5
1.0E-14                  268                      1.53045799705415E-5
1.0E-14                  269                      1.5305167406743585E-5
1.0E-14                  270                      1.530575621086254E-5
1.0E-14                  271                      1.530634638289835E-5
1.0E-14                  272                      1.5306937922851034E-5
1.0E-14                  273                      1.530753083072058E-5
1.0E-14                  274                      1.530812510650699E-5
1.0E-14                  275                      1.5308720750210264E-5
1.0E-14                  276                      1.5309317761830407E-5
1.0E-14                  277                      1.5309916141367418E-5
1.0E-14                  278                      1.531051588882129E-5
1.0E-14                  279                      1.5311117004192023E-5
1.0E-14                  280                      1.5311719487479628E-5
1.0E-14                  281                      1.5312323338684093E-5
1.0E-14                  282                      1.5312928557805426E-5
1.0E-14                  283                      1.5313535144843624E-5
1.0E-14                  284                      1.5314143099798686E-5
1.0E-14                  285                      1.5314752422670613E-5
1.0E-14                  286                      1.5315363113459407E-5
1.0E-14                  287                      1.5315969071613738E-5
1.0E-14                  288                      1.5316537486200784E-5
1.0E-14                  289                      1.5317103066525718E-5
1.0E-14                  290                      1.5317665812588537E-5
1.0E-14                  291                      1.5318225724389234E-5
1.0E-14                  292                      1.5318782801927817E-5
1.0E-14                  293                      1.531933704520428E-5
1.0E-14                  294                      1.5319888454218622E-5
1.0E-14                  295                      1.5320437028970845E-5
1.0E-14                  296                      1.532098276946095E-5
1.0E-14                  297                      1.5321525675688943E-5
1.0E-14                  298                      1.5322065747654808E-5
1.0E-14                  299                      1.5322602985358567E-5
1.0E-14                  300                      1.5323137388800205E-5
1.0E-14                  301                      1.532366895797972E-5
1.0E-14                  302                      1.5324197692897115E-5
1.0E-14                  303                      1.5324723593552404E-5
1.0E-14                  304                      1.532524665994556E-5
1.0E-14                  305                      1.5325766892076613E-5
1.0E-14                  306                      1.532628428994554E-5
1.0E-14                  307                      1.5326798853552348E-5
1.0E-14                  308                      1.5327310582897038E-5
1.0E-14                  309                      1.5327819477979606E-5
1.0E-14                  310                      1.532832553880007E-5
1.0E-14                  311                      1.532882876535841E-5
1.0E-14                  312                      1.5329329157654622E-5
1.0E-14                  313                      1.5329826715688727E-5
1.0E-14                  314                      1.5330321439460712E-5
1.0E-14                  315                      1.5330813328970573E-5
1.0E-14                  316                      1.533130238421832E-5
1.0E-14                  317                      1.533178860520395E-5
1.0E-14                  318                      1.533227199192746E-5
1.0E-14                  319                      1.5332752544388857E-5
1.0E-14                  320                      1.5333230262588128E-5
1.0E-14                  321                      1.5333705146525288E-5
1.0E-14                  322                      1.533417719620033E-5
1.0E-14                  323                      1.5334646411613248E-5
1.0E-14                  324                      1.5335112792764052E-5
1.0E-14                  325                      1.5335576339652735E-5
1.0E-14                  326                      1.5336037052279305E-5
1.0E-14                  327                      1.533649493064375E-5
1.0E-14                  328                      1.5336977964503545E-5
1.0E-14                  329                      1.5337463828419695E-5
1.0E-14                  330                      1.5337948422919145E-5
1.0E-14                  331                      1.5338431748001914E-5
1.0E-14                  332                      1.5338913803667986E-5
1.0E-14                  333                      1.5339394589917364E-5
1.0E-14                  334                      1.5339874106750062E-5
1.0E-14                  335                      1.534035235416606E-5
1.0E-14                  336                      1.5340829332165376E-5
1.0E-14                  337                      1.5341305040747996E-5
1.0E-14                  338                      1.5341779479913928E-5
1.0E-14                  339                      1.534225264966317E-5
1.0E-14                  340                      1.5342724549995725E-5
1.0E-14                  341                      1.5343195180911572E-5
1.0E-14                  342                      1.5343664542410746E-5
1.0E-14                  343                      1.534413263449323E-5
1.0E-14                  344                      1.534459945715902E-5
1.0E-14                  345                      1.5345065010408115E-5
1.0E-14                  346                      1.5345529294240526E-5
1.0E-14                  347                      1.5345992308656238E-5
1.0E-14                  348                      1.534645405365527E-5
1.0E-14                  349                      1.5346914529237602E-5
1.0E-14                  350                      1.5347373735403255E-5
1.0E-14                  351                      1.534783167215221E-5
1.0E-14                  352                      1.5348288339484477E-5
1.0E-14                  353                      1.534874373740005E-5
1.0E-14                  354                      1.5349197865898933E-5
1.0E-14                  355                      1.534965072498113E-5
1.0E-14                  356                      1.5350102314646637E-5
1.0E-14                  357                      1.5350552634895443E-5
1.0E-14                  358                      1.5351001685727573E-5
1.0E-14                  359                      1.5351449467143005E-5
1.0E-14                  360                      1.5351895979141746E-5
1.0E-14                  361                      1.53523412217238E-5
1.0E-14                  362                      1.535278519488916E-5
1.0E-14                  363                      1.535322789863783E-5
1.0E-14                  364                      1.5353669332969814E-5
1.0E-14                  365                      1.53541094978851E-5
1.0E-14                  366                      1.5354548393383705E-5
1.0E-14                  367                      1.535498601946561E-5
1.0E-14                  368                      1.5355442112927395E-5
1.0E-14                  369                      1.5355911620764728E-5
1.0E-14                  370                      1.53563814803025E-5
1.0E-14                  371                      1.535685169154072E-5
1.0E-14                  372                      1.535732225447937E-5
1.0E-14                  373                      1.5357793169118468E-5
1.0E-14                  374                      1.5358264435458005E-5
1.0E-14                  375                      1.5358736053497982E-5
1.0E-14                  376                      1.5359208023238405E-5
1.0E-14                  377                      1.535968034467926E-5
1.0E-14                  378                      1.5360153017820567E-5
1.0E-14                  379                      1.5360626042662306E-5
1.0E-14                  380                      1.5361099419204495E-5
1.0E-14                  381                      1.536157314744712E-5
1.0E-14                  382                      1.5362047227390187E-5
1.0E-14                  383                      1.5362521659033695E-5
1.0E-14                  384                      1.5362996442377645E-5
1.0E-14                  385                      1.5363471577422032E-5
1.0E-14                  386                      1.5363947064166868E-5
1.0E-14                  387                      1.536442290261214E-5
1.0E-14                  388                      1.536489909275785E-5
1.0E-14                  389                      1.5365375634604005E-5
1.0E-14                  390                      1.5365852528150603E-5
1.0E-14                  391                      1.536632977339764E-5
1.0E-14                  392                      1.536680737034512E-5
1.0E-14                  393                      1.5367285318993035E-5
1.0E-14                  394                      1.5367763619341395E-5
1.0E-14                  395                      1.53682422713902E-5
1.0E-14                  396                      1.5368721275139444E-5
1.0E-14                  397                      1.536920063058913E-5
1.0E-14                  398                      1.5369680337739254E-5
1.0E-14                  399                      1.5370160396589823E-5
1.0E-14                  400                      1.5370640807140827E-5
1.0E-14                  401                      1.5371121569392278E-5
1.0E-14                  402                      1.537160268334416E-5
1.0E-14                  403                      1.537208414899649E-5
1.0E-14                  404                      1.537256596634927E-5
1.0E-14                  405                      1.5373048135402487E-5
1.0E-14                  406                      1.5373530656156132E-5
1.0E-14                  407                      1.537401352861023E-5
1.0E-14                  408                      1.537447863097804E-5
1.0E-14                  409                      1.537490411303003E-5
1.0E-14                  410                      1.5375327174991985E-5
1.0E-14                  411                      1.5375747816863905E-5
1.0E-14                  412                      1.537616603864578E-5
1.0E-14                  413                      1.5376581840337615E-5
1.0E-14                  414                      1.5376995221939415E-5
1.0E-14                  415                      1.5377406183451167E-5
1.0E-14                  416                      1.5377814724872885E-5
1.0E-14                  417                      1.5378220846204565E-5
1.0E-14                  418                      1.53786245474462E-5
1.0E-14                  419                      1.5379025828597795E-5
1.0E-14                  420                      1.5379424689659348E-5
1.0E-14                  421                      1.5379821130630867E-5
1.0E-14                  422                      1.5380215151512348E-5
1.0E-14                  423                      1.538060675230378E-5
1.0E-14                  424                      1.538099593300518E-5
1.0E-14                  425                      1.538138269361654E-5
1.0E-14                  426                      1.5381767034137852E-5
1.0E-14                  427                      1.5382148954569127E-5
1.0E-14                  428                      1.5382528454910368E-5
1.0E-14                  429                      1.5382905535161567E-5
1.0E-14                  430                      1.5383280195322722E-5
1.0E-14                  431                      1.538365243539384E-5
1.0E-14                  432                      1.538402225537492E-5
1.0E-14                  433                      1.5384389655265956E-5
1.0E-14                  434                      1.538475463506696E-5
1.0E-14                  435                      1.538511719477791E-5
1.0E-14                  436                      1.5385477334398834E-5
1.0E-14                  437                      1.538583505392971E-5
1.0E-14                  438                      1.5386190353370553E-5
1.0E-14                  439                      1.538654323272135E-5
1.0E-14                  440                      1.5386893691982103E-5
1.0E-14                  441                      1.5387241731152822E-5
1.0E-14                  442                      1.5387587350233503E-5
1.0E-14                  443                      1.5387930549224146E-5
1.0E-14                  444                      1.538827132812474E-5
1.0E-14                  445                      1.53886096869353E-5
1.0E-14                  446                      1.538894562565582E-5
1.0E-14                  447                      1.53892791442863E-5
1.0E-14                  448                      1.538961024282674E-5
1.0E-14                  449                      1.538993892127714E-5
1.0E-14                  450                      1.5390265179637506E-5
1.0E-14                  451                      1.5390589017907826E-5
1.0E-14                  452                      1.5390910436088102E-5
1.0E-14                  453                      1.5391229434178347E-5
1.0E-14                  454                      1.5391546012178544E-5
1.0E-14                  455                      1.539186017008871E-5
1.0E-14                  456                      1.5392171907908828E-5
1.0E-14                  457                      1.5392481225638908E-5
1.0E-14                  458                      1.539278812327895E-5
1.0E-14                  459                      1.5393092600828948E-5
1.0E-14                  460                      1.539339465828891E-5
1.0E-14                  461                      1.5393694295658837E-5
1.0E-14                  462                      1.5393991512938715E-5
1.0E-14                  463                      1.5394286310128558E-5
1.0E-14                  464                      1.5394578687228364E-5
1.0E-14                  465                      1.539486864423812E-5
1.0E-14                  466                      1.5395156181157848E-5
1.0E-14                  467                      1.5395441297987523E-5
1.0E-14                  468                      1.5395723994727164E-5
1.0E-14                  469                      1.539600427137677E-5
1.0E-14                  470                      1.5396282127936342E-5
1.0E-14                  471                      1.5396557564405856E-5
1.0E-14                  472                      1.5396830580785345E-5
1.0E-14                  473                      1.539710117707478E-5
1.0E-14                  474                      1.5397369353274187E-5
1.0E-14                  475                      1.5397635109383547E-5
1.0E-14                  476                      1.539789844540287E-5
1.0E-14                  477                      1.5398159361332162E-5
1.0E-14                  478                      1.53984178571714E-5
1.0E-14                  479                      1.5398673932920602E-5
1.0E-14                  480                      1.5398927588579766E-5
1.0E-14                  481                      1.539917882414889E-5
1.0E-14                  482                      1.5399427639627973E-5
1.0E-14                  483                      1.5399674035017016E-5
1.0E-14                  484                      1.539991801031603E-5
1.0E-14                  485                      1.5400159565524993E-5
1.0E-14                  486                      1.5400398700643916E-5
1.0E-14                  487                      1.5400635415672798E-5
1.0E-14                  488                      1.5400869710611646E-5
1.0E-14                  489                      1.5401141046809883E-5
1.0E-14                  490                      1.5401422549594097E-5
1.0E-14                  491                      1.540170288499631E-5
1.0E-14                  492                      1.5401982053016527E-5
1.0E-14                  493                      1.5402260053654757E-5
1.0E-14                  494                      1.540253688691098E-5
1.0E-14                  495                      1.5402812552785208E-5
1.0E-14                  496                      1.540308705127744E-5
1.0E-14                  497                      1.540336038238768E-5
1.0E-14                  498                      1.5403632546115924E-5
1.0E-14                  499                      1.5403903542462168E-5
1.0E-14                  500                      1.540417337142641E-5
1.0E-14                  501                      1.5404442033008663E-5
1.0E-14                  502                      1.5404709527208922E-5
1.0E-14                  503                      1.540497585402718E-5
1.0E-14                  504                      1.5405241013463445E-5
1.0E-14                  505                      1.540550500551771E-5
1.0E-14                  506                      1.540576783018998E-5
1.0E-14                  507                      1.5406029487480252E-5
1.0E-14                  508                      1.540628997738853E-5
1.0E-14                  509                      1.540654929991481E-5
1.0E-14                  510                      1.540680745505909E-5
1.0E-14                  511                      1.540706444282138E-5
1.0E-14                  512                      1.540732026320167E-5
1.0E-14                  513                      1.5407574916199967E-5
1.0E-14                  514                      1.5407828401816264E-5
1.0E-14                  515                      1.540808072005057E-5
1.0E-14                  516                      1.5408331870902872E-5
1.0E-14                  517                      1.540858185437318E-5
1.0E-14                  518                      1.540883067046149E-5
1.0E-14                  519                      1.540907831916781E-5
1.0E-14                  520                      1.540932480049213E-5
1.0E-14                  521                      1.5409570114434453E-5
1.0E-14                  522                      1.540981426099478E-5
1.0E-14                  523                      1.541005724017311E-5
1.0E-14                  524                      1.5410299051969437E-5
1.0E-14                  525                      1.5410539696383778E-5
1.0E-14                  526                      1.5410779173416112E-5
1.0E-14                  527                      1.5411017483066463E-5
1.0E-14                  528                      1.5411254625334816E-5
1.0E-14                  529                      1.5411490600221162E-5
1.0E-14                  530                      1.5411725407725515E-5
1.0E-14                  531                      1.541195904784788E-5
1.0E-14                  532                      1.5412191520588238E-5
1.0E-14                  533                      1.5412422825946606E-5
1.0E-14                  534                      1.5412652963922973E-5
1.0E-14                  535                      1.541288193451735E-5
1.0E-14                  536                      1.541310973772972E-5
1.0E-14                  537                      1.541333637356011E-5
1.0E-14                  538                      1.5413561842008488E-5
1.0E-14                  539                      1.5413786143074876E-5
1.0E-14                  540                      1.5414009276759267E-5
1.0E-14                  541                      1.5414231243061668E-5
1.0E-14                  542                      1.541445204198206E-5
1.0E-14                  543                      1.541467167352046E-5
1.0E-14                  544                      1.5414890137676864E-5
1.0E-14                  545                      1.5415107434451276E-5
1.0E-14                  546                      1.5415323563843688E-5
1.0E-14                  547                      1.5415538525854102E-5
1.0E-14                  548                      1.5415752320482523E-5
1.0E-14                  549                      1.541596494772895E-5
1.0E-14                  550                      1.541617640759337E-5
1.0E-14                  551                      1.5416386700075806E-5
1.0E-14                  552                      1.541659582517624E-5
1.0E-14                  553                      1.5416803782894673E-5
1.0E-14                  554                      1.5417010573231115E-5
1.0E-14                  555                      1.541721619618556E-5
1.0E-14                  556                      1.541742065175801E-5
1.0E-14                  557                      1.541762393994846E-5
1.0E-14                  558                      1.5417826060756916E-5
1.0E-14                  559                      1.5418027014183375E-5
1.0E-14                  560                      1.5418226800227836E-5
1.0E-14                  561                      1.5418425418890305E-5
1.0E-14                  562                      1.5418622870170776E-5
1.0E-14                  563                      1.541881915406925E-5
1.0E-14                  564                      1.5419014270585726E-5
1.0E-14                  565                      1.54192082197202E-5
1.0E-14                  566                      1.5419401001472688E-5
1.0E-14                  567                      1.541959261584317E-5
1.0E-14                  568                      1.5419783062831665E-5
1.0E-14                  569                      1.5419979532570174E-5
1.0E-14                  570                      1.5420199753107435E-5
1.0E-14                  571                      1.5420419589372658E-5
1.0E-14                  572                      1.5420639041365856E-5
1.0E-14                  573                      1.542085810908702E-5
1.0E-14                  574                      1.5421076792536147E-5
1.0E-14                  575                      1.5421295091713245E-5
1.0E-14                  576                      1.5421513006618312E-5
1.0E-14                  577                      1.542173053725135E-5
1.0E-14                  578                      1.542194768361235E-5
1.0E-14                  579                      1.5422164445701308E-5
1.0E-14                  580                      1.5422380823518257E-5
1.0E-14                  581                      1.5422596817063156E-5
1.0E-14                  582                      1.542281242633603E-5
1.0E-14                  583                      1.542302765133687E-5
1.0E-14                  584                      1.5423242492065674E-5
1.0E-14                  585                      1.542345694852245E-5
1.0E-14                  586                      1.54236710207072E-5
1.0E-14                  587                      1.542388470861991E-5
1.0E-14                  588                      1.5424098012260587E-5
1.0E-14                  589                      1.5424310931629236E-5
1.0E-14                  590                      1.542452346672585E-5
1.0E-14                  591                      1.542473561755043E-5
1.0E-14                  592                      1.542494738410298E-5
1.0E-14                  593                      1.5425158766383492E-5
1.0E-14                  594                      1.5425369764391986E-5
1.0E-14                  595                      1.5425580378128436E-5
1.0E-14                  596                      1.542579060759286E-5
1.0E-14                  597                      1.5426000452785244E-5
1.0E-14                  598                      1.5426209913705607E-5
1.0E-14                  599                      1.5426418990353932E-5
1.0E-14                  600                      1.5426627682730222E-5
1.0E-14                  601                      1.5426835990834485E-5
1.0E-14                  602                      1.542704391466671E-5
1.0E-14                  603                      1.5427251454226903E-5
