% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:34
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% lowPM_per              t (s)                    np_outflow_concentraion (mol/(m*s))
1.0E-11                  317                      1.199425053657847E-5
1.0E-11                  318                      1.200358349683023E-5
1.0E-11                  319                      1.2012937269524313E-5
1.0E-11                  320                      1.2022311854660718E-5
1.0E-11                  321                      1.2031707252239455E-5
1.0E-11                  322                      1.204112346226051E-5
1.0E-11                  323                      1.2050560484723891E-5
1.0E-11                  324                      1.2059840824174435E-5
1.0E-11                  325                      1.2069014476564295E-5
1.0E-11                  326                      1.2078141308413159E-5
1.0E-11                  327                      1.2087221319721023E-5
1.0E-11                  328                      1.2096254510487894E-5
1.0E-11                  329                      1.2105240880713772E-5
1.0E-11                  330                      1.2114190467565361E-5
1.0E-11                  331                      1.2123168321126E-5
1.0E-11                  332                      1.2132121022903531E-5
1.0E-11                  333                      1.2141048572897951E-5
1.0E-11                  334                      1.2149950971109271E-5
1.0E-11                  335                      1.2158828217537481E-5
1.0E-11                  336                      1.2167680312182582E-5
1.0E-11                  337                      1.2176598670740204E-5
1.0E-11                  338                      1.2185600463827343E-5
1.0E-11                  339                      1.2194623110940916E-5
1.0E-11                  340                      1.2203666612080924E-5
1.0E-11                  341                      1.2212730967247366E-5
1.0E-11                  342                      1.2221816176440235E-5
1.0E-11                  343                      1.2230922239659545E-5
1.0E-11                  344                      1.2239807206996475E-5
1.0E-11                  345                      1.2248642153003232E-5
1.0E-11                  346                      1.2257432318951034E-5
1.0E-11                  347                      1.226617770483988E-5
1.0E-11                  348                      1.2274878310669774E-5
1.0E-11                  349                      1.2283534136440712E-5
1.0E-11                  350                      1.2292236936722285E-5
1.0E-11                  351                      1.2301082267756846E-5
1.0E-11                  352                      1.2309949499715915E-5
1.0E-11                  353                      1.23188386325995E-5
1.0E-11                  354                      1.2327749666407596E-5
1.0E-11                  355                      1.2336682601140212E-5
1.0E-11                  356                      1.234563743679734E-5
1.0E-11                  357                      1.235463029757509E-5
1.0E-11                  358                      1.2363653619562593E-5
1.0E-11                  359                      1.2372704204047557E-5
1.0E-11                  360                      1.2381782051029994E-5
1.0E-11                  361                      1.239088716050989E-5
1.0E-11                  362                      1.2400019532487254E-5
1.0E-11                  363                      1.2409121569885653E-5
1.0E-11                  364                      1.2418015660153193E-5
1.0E-11                  365                      1.2426864226908969E-5
1.0E-11                  366                      1.2435667270152976E-5
1.0E-11                  367                      1.2444424789885216E-5
1.0E-11                  368                      1.2453136786105692E-5
1.0E-11                  369                      1.2461803258814393E-5
1.0E-11                  370                      1.2470547764944291E-5
1.0E-11                  371                      1.247935625866822E-5
1.0E-11                  372                      1.248817170130905E-5
1.0E-11                  373                      1.2496994092866782E-5
1.0E-11                  374                      1.2505823433341413E-5
1.0E-11                  375                      1.2514659722732951E-5
1.0E-11                  376                      1.2523504639693135E-5
1.0E-11                  377                      1.2532382647887139E-5
1.0E-11                  378                      1.2541274811374319E-5
1.0E-11                  379                      1.2550181130154683E-5
1.0E-11                  380                      1.2559101604228213E-5
1.0E-11                  381                      1.2568036233594928E-5
1.0E-11                  382                      1.2576985018254814E-5
1.0E-11                  383                      1.258585431436154E-5
1.0E-11                  384                      1.2594599544204798E-5
1.0E-11                  385                      1.2603304748663932E-5
1.0E-11                  386                      1.2611969927738943E-5
1.0E-11                  387                      1.2620595081429821E-5
1.0E-11                  388                      1.2629180209736567E-5
1.0E-11                  389                      1.2637725312659186E-5
1.0E-11                  390                      1.2646412076692109E-5
1.0E-11                  391                      1.265512825206534E-5
1.0E-11                  392                      1.266385785111129E-5
1.0E-11                  393                      1.2672600873829966E-5
1.0E-11                  394                      1.2681357320221359E-5
1.0E-11                  395                      1.269012719028547E-5
1.0E-11                  396                      1.2698930605628718E-5
1.0E-11                  397                      1.2707800745322809E-5
1.0E-11                  398                      1.271670214155107E-5
1.0E-11                  399                      1.2725634794313495E-5
1.0E-11                  400                      1.2734598703610084E-5
1.0E-11                  401                      1.2743593869440837E-5
1.0E-11                  402                      1.2752620291805752E-5
1.0E-11                  403                      1.2761365809778785E-5
1.0E-11                  404                      1.2769936304327142E-5
1.0E-11                  405                      1.2778423763882683E-5
1.0E-11                  406                      1.2786828188445416E-5
1.0E-11                  407                      1.2795149578015334E-5
1.0E-11                  408                      1.2803387932592434E-5
1.0E-11                  409                      1.2811608836107228E-5
1.0E-11                  410                      1.2820148778023148E-5
1.0E-11                  411                      1.2828723929299807E-5
1.0E-11                  412                      1.2837334289937206E-5
1.0E-11                  413                      1.2845979859935342E-5
1.0E-11                  414                      1.2854660639294212E-5
1.0E-11                  415                      1.2863376628013828E-5
1.0E-11                  416                      1.287208065440222E-5
1.0E-11                  417                      1.288076832411661E-5
1.0E-11                  418                      1.2889468628832257E-5
1.0E-11                  419                      1.2898181568549171E-5
1.0E-11                  420                      1.2906907143267342E-5
1.0E-11                  421                      1.2915645352986776E-5
1.0E-11                  422                      1.292439570699982E-5
1.0E-11                  423                      1.2932903257587023E-5
1.0E-11                  424                      1.2941355964998065E-5
1.0E-11                  425                      1.2949753829232927E-5
1.0E-11                  426                      1.2958096850291627E-5
1.0E-11                  427                      1.296638502817415E-5
1.0E-11                  428                      1.2974618362880499E-5
1.0E-11                  429                      1.2983027224257637E-5
1.0E-11                  430                      1.299180898182417E-5
1.0E-11                  431                      1.3000692155467082E-5
1.0E-11                  432                      1.3009676745186371E-5
1.0E-11                  433                      1.3018762750982038E-5
1.0E-11                  434                      1.3027950172854076E-5
1.0E-11                  435                      1.3037239010802507E-5
1.0E-11                  436                      1.3046254775941231E-5
1.0E-11                  437                      1.3055190070643531E-5
1.0E-11                  438                      1.30641066277086E-5
1.0E-11                  439                      1.3073004447136429E-5
1.0E-11                  440                      1.3081883528927023E-5
1.0E-11                  441                      1.3090743873080382E-5
1.0E-11                  442                      1.3099611024985806E-5
1.0E-11                  443                      1.3108550744221589E-5
1.0E-11                  444                      1.3117500581957957E-5
1.0E-11                  445                      1.3126460538194895E-5
1.0E-11                  446                      1.3135430612932412E-5
1.0E-11                  447                      1.3144410806170502E-5
1.0E-11                  448                      1.3153401117909178E-5
1.0E-11                  449                      1.3162548118587317E-5
1.0E-11                  450                      1.3171824918873327E-5
1.0E-11                  451                      1.318117142453972E-5
1.0E-11                  452                      1.3190587635586498E-5
1.0E-11                  453                      1.3200073552013668E-5
1.0E-11                  454                      1.3209629173821217E-5
1.0E-11                  455                      1.321924381446374E-5
1.0E-11                  456                      1.3228810069761637E-5
1.0E-11                  457                      1.3238412901659579E-5
1.0E-11                  458                      1.3248052310157566E-5
1.0E-11                  459                      1.325772829525559E-5
1.0E-11                  460                      1.3267440856953665E-5
1.0E-11                  461                      1.3277189995251777E-5
1.0E-11                  462                      1.3286998987551637E-5
1.0E-11                  463                      1.3296876077710756E-5
1.0E-11                  464                      1.3306802470431357E-5
1.0E-11                  465                      1.3316778165713432E-5
1.0E-11                  466                      1.3326803163556987E-5
1.0E-11                  467                      1.3336877463962019E-5
1.0E-11                  468                      1.3347001066928524E-5
1.0E-11                  469                      1.335724026177017E-5
1.0E-11                  470                      1.3367551675257466E-5
1.0E-11                  471                      1.3377931271021797E-5
1.0E-11                  472                      1.3388379049063163E-5
1.0E-11                  473                      1.3398895009381562E-5
1.0E-11                  474                      1.3409479151976996E-5
1.0E-11                  475                      1.3420117843988164E-5
1.0E-11                  476                      1.343079222760567E-5
1.0E-11                  477                      1.3441523662804644E-5
1.0E-11                  478                      1.3452312149585095E-5
1.0E-11                  479                      1.346315768794702E-5
1.0E-11                  480                      1.3474060277890415E-5
1.0E-11                  481                      1.3485019919415293E-5
1.0E-11                  482                      1.3496036612521641E-5
1.0E-11                  483                      1.3507110357209458E-5
1.0E-11                  484                      1.351824115347875E-5
1.0E-11                  485                      1.3529429001329514E-5
1.0E-11                  486                      1.3540673900761753E-5
1.0E-11                  487                      1.3551975851775473E-5
1.0E-11                  488                      1.3563366058951E-5
1.0E-11                  489                      1.3574960045256281E-5
1.0E-11                  490                      1.3586635550803507E-5
1.0E-11                  491                      1.3598392575592676E-5
1.0E-11                  492                      1.3610231119623787E-5
1.0E-11                  493                      1.3622151182896842E-5
1.0E-11                  494                      1.3634152765411835E-5
1.0E-11                  495                      1.3646235867168781E-5
1.0E-11                  496                      1.3658400488167669E-5
1.0E-11                  497                      1.3670646628408502E-5
1.0E-11                  498                      1.3682974287891269E-5
1.0E-11                  499                      1.3695383466615988E-5
1.0E-11                  500                      1.3707874164582646E-5
1.0E-11                  501                      1.3720458728197212E-5
1.0E-11                  502                      1.3733574965447476E-5
1.0E-11                  503                      1.3746837772228237E-5
1.0E-11                  504                      1.3760247148539473E-5
1.0E-11                  505                      1.3773803094381202E-5
1.0E-11                  506                      1.3787505609753411E-5
1.0E-11                  507                      1.3801354694656107E-5
1.0E-11                  508                      1.3815350349089293E-5
1.0E-11                  509                      1.3829492573052954E-5
1.0E-11                  510                      1.384378136654711E-5
1.0E-11                  511                      1.385821672957175E-5
1.0E-11                  512                      1.3872798662126875E-5
1.0E-11                  513                      1.3887527164212486E-5
1.0E-11                  514                      1.3902402235828582E-5
1.0E-11                  515                      1.3917616997821833E-5
1.0E-11                  516                      1.3933037725615909E-5
1.0E-11                  517                      1.394863679546186E-5
1.0E-11                  518                      1.3964414207359693E-5
1.0E-11                  519                      1.3980369961309396E-5
1.0E-11                  520                      1.3996504057310966E-5
1.0E-11                  521                      1.4012816495364415E-5
1.0E-11                  522                      1.4029307275469742E-5
1.0E-11                  523                      1.404597639762693E-5
1.0E-11                  524                      1.4062823861836005E-5
1.0E-11                  525                      1.407984966809695E-5
1.0E-11                  526                      1.4097053816409768E-5
1.0E-11                  527                      1.4114436306774466E-5
1.0E-11                  528                      1.4131827074608418E-5
1.0E-11                  529                      1.4149295104764028E-5
1.0E-11                  530                      1.4166906649774417E-5
1.0E-11                  531                      1.4184661709639592E-5
1.0E-11                  532                      1.4202560284359544E-5
1.0E-11                  533                      1.422060237393428E-5
1.0E-11                  534                      1.4238787978363796E-5
1.0E-11                  535                      1.4257117097648082E-5
1.0E-11                  536                      1.427558973178716E-5
1.0E-11                  537                      1.429420588078101E-5
1.0E-11                  538                      1.431296554462964E-5
1.0E-11                  539                      1.433186872333306E-5
1.0E-11                  540                      1.435091541689125E-5
1.0E-11                  541                      1.436988702788243E-5
1.0E-11                  542                      1.4388772102362714E-5
1.0E-11                  543                      1.4407741838464978E-5
1.0E-11                  544                      1.4426796236189204E-5
1.0E-11                  545                      1.4445935295535405E-5
1.0E-11                  546                      1.4465159016503586E-5
1.0E-11                  547                      1.448446739909373E-5
1.0E-11                  548                      1.4503860443305846E-5
1.0E-11                  549                      1.4523338149139935E-5
1.0E-11                  550                      1.4542900516596E-5
1.0E-11                  551                      1.4562547545674027E-5
1.0E-11                  552                      1.4582279236374033E-5
1.0E-11                  553                      1.460209558869601E-5
1.0E-11                  554                      1.4621522768648406E-5
1.0E-11                  555                      1.4640133816575376E-5
1.0E-11                  556                      1.4658645282931744E-5
1.0E-11                  557                      1.4677057167717504E-5
1.0E-11                  558                      1.4695369470932668E-5
1.0E-11                  559                      1.4713582192577227E-5
1.0E-11                  560                      1.473169533265119E-5
1.0E-11                  561                      1.4749708891154547E-5
1.0E-11                  562                      1.47676228680873E-5
1.0E-11                  563                      1.4785437263449461E-5
1.0E-11                  564                      1.4803152077241009E-5
1.0E-11                  565                      1.4820767309461965E-5
1.0E-11                  566                      1.4838282960112316E-5
1.0E-11                  567                      1.4855699029192062E-5
1.0E-11                  568                      1.487301551670121E-5
1.0E-11                  569                      1.4890232422639755E-5
1.0E-11                  570                      1.4907349747007702E-5
1.0E-11                  571                      1.4924367489805042E-5
1.0E-11                  572                      1.4941285651031786E-5
1.0E-11                  573                      1.4958104230687927E-5
1.0E-11                  574                      1.4974823228773466E-5
1.0E-11                  575                      1.4991442645288405E-5
1.0E-11                  576                      1.5007962480232738E-5
1.0E-11                  577                      1.5024382733606473E-5
1.0E-11                  578                      1.5040703405409602E-5
1.0E-11                  579                      1.5056924495642136E-5
1.0E-11                  580                      1.50729927590571E-5
1.0E-11                  581                      1.5088014127285134E-5
1.0E-11                  582                      1.5102862974063066E-5
1.0E-11                  583                      1.511753929939089E-5
1.0E-11                  584                      1.513204310326861E-5
1.0E-11                  585                      1.5146374385696229E-5
1.0E-11                  586                      1.5160533146673738E-5
1.0E-11                  587                      1.5174519386201139E-5
1.0E-11                  588                      1.518833310427844E-5
1.0E-11                  589                      1.5201974300905636E-5
1.0E-11                  590                      1.5215442976082725E-5
1.0E-11                  591                      1.5228739129809716E-5
1.0E-11                  592                      1.524186276208659E-5
1.0E-11                  593                      1.5254813872913362E-5
1.0E-11                  594                      1.5267592462290038E-5
1.0E-11                  595                      1.5280198530216602E-5
1.0E-11                  596                      1.529263207669306E-5
1.0E-11                  597                      1.530489310171941E-5
1.0E-11                  598                      1.531698160529566E-5
1.0E-11                  599                      1.5328897587421804E-5
1.0E-11                  600                      1.5340641048097843E-5
1.0E-11                  601                      1.535221198732378E-5
