% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:34
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% lowPM_per              t (s)                    np_outflow_concentraion (mol/(m*s))
1.0E-11                  602                      1.5363610405099606E-5
1.0E-11                  603                      1.5374836301425333E-5
1.0E-11                  604                      1.5385889676300952E-5
1.0E-11                  605                      1.5396770529726466E-5
1.0E-11                  606                      1.5407478861701875E-5
1.0E-11                  607                      1.541765684907094E-5
1.0E-11                  608                      1.542749922951482E-5
1.0E-11                  609                      1.5437132896970638E-5
1.0E-11                  610                      1.5446557851438374E-5
1.0E-11                  611                      1.5455774092918045E-5
1.0E-11                  612                      1.546478162140964E-5
1.0E-11                  613                      1.5473580436913173E-5
1.0E-11                  614                      1.5482170539428633E-5
1.0E-11                  615                      1.549055192895602E-5
1.0E-11                  616                      1.5498724605495343E-5
1.0E-11                  617                      1.5506688569046596E-5
1.0E-11                  618                      1.551444381960977E-5
1.0E-11                  619                      1.5521990357184874E-5
1.0E-11                  620                      1.5529328181771916E-5
1.0E-11                  621                      1.553645729337088E-5
1.0E-11                  622                      1.5543377691981785E-5
1.0E-11                  623                      1.555008937760461E-5
1.0E-11                  624                      1.5556592350239373E-5
1.0E-11                  625                      1.5562886609886058E-5
1.0E-11                  626                      1.5568972156544675E-5
1.0E-11                  627                      1.5574848990215224E-5
1.0E-11                  628                      1.55805171108977E-5
1.0E-11                  629                      1.5585976518592104E-5
1.0E-11                  630                      1.5591227213298446E-5
1.0E-11                  631                      1.5596269195016716E-5
1.0E-11                  632                      1.560110246374691E-5
1.0E-11                  633                      1.5605940986696295E-5
1.0E-11                  634                      1.561091103829111E-5
1.0E-11                  635                      1.5615711770137318E-5
1.0E-11                  636                      1.5620343182234932E-5
1.0E-11                  637                      1.5624805274583924E-5
1.0E-11                  638                      1.5629098047184306E-5
1.0E-11                  639                      1.5633221500036087E-5
1.0E-11                  640                      1.563717563313927E-5
1.0E-11                  641                      1.564096044649383E-5
1.0E-11                  642                      1.5644575940099782E-5
1.0E-11                  643                      1.5648022113957136E-5
1.0E-11                  644                      1.5651298968065883E-5
1.0E-11                  645                      1.5654406502426022E-5
1.0E-11                  646                      1.5657344717037554E-5
1.0E-11                  647                      1.5660113611900475E-5
1.0E-11                  648                      1.566271318701479E-5
1.0E-11                  649                      1.5665143442380498E-5
1.0E-11                  650                      1.5667404377997593E-5
1.0E-11                  651                      1.5669495993866088E-5
1.0E-11                  652                      1.5671418289985974E-5
1.0E-11                  653                      1.567317126635725E-5
1.0E-11                  654                      1.567475492297992E-5
1.0E-11                  655                      1.5676169259853983E-5
1.0E-11                  656                      1.5677414276979437E-5
1.0E-11                  657                      1.5678489974356283E-5
1.0E-11                  658                      1.5679396351984528E-5
1.0E-11                  659                      1.5680212087391136E-5
1.0E-11                  660                      1.5681779691777048E-5
1.0E-11                  661                      1.5683250724907316E-5
1.0E-11                  662                      1.5684625186781926E-5
1.0E-11                  663                      1.568590307740091E-5
1.0E-11                  664                      1.568708439676423E-5
1.0E-11                  665                      1.568816914487191E-5
1.0E-11                  666                      1.5689157321723948E-5
1.0E-11                  667                      1.569004892732033E-5
1.0E-11                  668                      1.5690843961661072E-5
1.0E-11                  669                      1.5691542424746168E-5
1.0E-11                  670                      1.5692144316575612E-5
1.0E-11                  671                      1.5692649637149418E-5
1.0E-11                  672                      1.5693058386467577E-5
1.0E-11                  673                      1.5693370564530088E-5
1.0E-11                  674                      1.569358617133695E-5
1.0E-11                  675                      1.5693705206888172E-5
1.0E-11                  676                      1.5693727671183736E-5
1.0E-11                  677                      1.5693653564223666E-5
1.0E-11                  678                      1.5693482886007947E-5
1.0E-11                  679                      1.5693215636536578E-5
1.0E-11                  680                      1.5692851815809567E-5
1.0E-11                  681                      1.569239142382691E-5
1.0E-11                  682                      1.5691834460588603E-5
1.0E-11                  683                      1.5691180926094655E-5
1.0E-11                  684                      1.5690430820345057E-5
1.0E-11                  685                      1.5689584143339814E-5
1.0E-11                  686                      1.5689282939200652E-5
1.0E-11                  687                      1.568914578312161E-5
1.0E-11                  688                      1.5688974655224455E-5
1.0E-11                  689                      1.568876955550919E-5
1.0E-11                  690                      1.5688530483975808E-5
1.0E-11                  691                      1.5688257440624312E-5
1.0E-11                  692                      1.568795042545471E-5
1.0E-11                  693                      1.5687609438466995E-5
1.0E-11                  694                      1.5687234479661162E-5
1.0E-11                  695                      1.568682554903722E-5
1.0E-11                  696                      1.568638264659516E-5
1.0E-11                  697                      1.568590577233499E-5
1.0E-11                  698                      1.5685394926256705E-5
1.0E-11                  699                      1.5684850108360308E-5
1.0E-11                  700                      1.5684271318645798E-5
1.0E-11                  701                      1.5683658557113175E-5
1.0E-11                  702                      1.5683011823762447E-5
1.0E-11                  703                      1.5682331118593593E-5
1.0E-11                  704                      1.568161644160664E-5
1.0E-11                  705                      1.568086779280155E-5
1.0E-11                  706                      1.5680085172178364E-5
1.0E-11                  707                      1.5679268579737067E-5
1.0E-11                  708                      1.5678418015477648E-5
1.0E-11                  709                      1.5677533479400123E-5
1.0E-11                  710                      1.567661497150448E-5
1.0E-11                  711                      1.567566249179073E-5
1.0E-11                  712                      1.5674871331188234E-5
1.0E-11                  713                      1.5674326126902626E-5
1.0E-11                  714                      1.5673780665766075E-5
1.0E-11                  715                      1.567323494777857E-5
1.0E-11                  716                      1.5672688972940126E-5
1.0E-11                  717                      1.5672142741250726E-5
1.0E-11                  718                      1.5671596252710376E-5
1.0E-11                  719                      1.5671049507319088E-5
1.0E-11                  720                      1.5670502505076846E-5
1.0E-11                  721                      1.5669955245983658E-5
1.0E-11                  722                      1.5669407730039525E-5
1.0E-11                  723                      1.566885995724444E-5
1.0E-11                  724                      1.566831192759841E-5
1.0E-11                  725                      1.5667763641101428E-5
1.0E-11                  726                      1.56672150977535E-5
1.0E-11                  727                      1.566666629755463E-5
1.0E-11                  728                      1.566611724050481E-5
1.0E-11                  729                      1.5665567926604036E-5
1.0E-11                  730                      1.566501835585232E-5
1.0E-11                  731                      1.566446852824966E-5
1.0E-11                  732                      1.5663918443796045E-5
1.0E-11                  733                      1.5663368102491487E-5
1.0E-11                  734                      1.5662817504335975E-5
1.0E-11                  735                      1.566226664932952E-5
1.0E-11                  736                      1.566171553747212E-5
1.0E-11                  737                      1.5661164168763766E-5
1.0E-11                  738                      1.5660626112354104E-5
1.0E-11                  739                      1.56602045602203E-5
1.0E-11                  740                      1.565979221554039E-5
1.0E-11                  741                      1.5659389078314387E-5
1.0E-11                  742                      1.5658995148542277E-5
1.0E-11                  743                      1.565861042622406E-5
1.0E-11                  744                      1.5658234911359745E-5
1.0E-11                  745                      1.565786860394933E-5
1.0E-11                  746                      1.56575115039928E-5
1.0E-11                  747                      1.5657163611490176E-5
1.0E-11                  748                      1.5656824926441454E-5
1.0E-11                  749                      1.5656495448846623E-5
1.0E-11                  750                      1.565617517870569E-5
1.0E-11                  751                      1.5655864116018654E-5
1.0E-11                  752                      1.565556226078552E-5
1.0E-11                  753                      1.565526961300628E-5
1.0E-11                  754                      1.5654986172680934E-5
1.0E-11                  755                      1.5654711939809487E-5
1.0E-11                  756                      1.5654446914391938E-5
1.0E-11                  757                      1.565419109642829E-5
1.0E-11                  758                      1.5653944485918532E-5
1.0E-11                  759                      1.5653707082862677E-5
1.0E-11                  760                      1.5653478887260726E-5
1.0E-11                  761                      1.5653259899112666E-5
1.0E-11                  762                      1.5653050118418497E-5
1.0E-11                  763                      1.5652849545178226E-5
1.0E-11                  764                      1.5652658179391856E-5
1.0E-11                  765                      1.5652459205785368E-5
1.0E-11                  766                      1.5652263395424983E-5
1.0E-11                  767                      1.5652075210135783E-5
1.0E-11                  768                      1.5651894649917778E-5
1.0E-11                  769                      1.5651721714770947E-5
1.0E-11                  770                      1.565155640469531E-5
1.0E-11                  771                      1.565139871969085E-5
1.0E-11                  772                      1.565124865975759E-5
1.0E-11                  773                      1.5651106224895514E-5
1.0E-11                  774                      1.5650971415104624E-5
1.0E-11                  775                      1.56508442303849E-5
1.0E-11                  776                      1.565072467073639E-5
1.0E-11                  777                      1.565061273615906E-5
1.0E-11                  778                      1.565050842665291E-5
1.0E-11                  779                      1.565041174221795E-5
1.0E-11                  780                      1.565032268285418E-5
1.0E-11                  781                      1.565024124856159E-5
1.0E-11                  782                      1.56501674393402E-5
1.0E-11                  783                      1.5650101255189987E-5
1.0E-11                  784                      1.565004269611096E-5
1.0E-11                  785                      1.564999176210311E-5
1.0E-11                  786                      1.564994845316647E-5
1.0E-11                  787                      1.5649912769300998E-5
1.0E-11                  788                      1.564988471050672E-5
1.0E-11                  789                      1.5649864276783627E-5
1.0E-11                  790                      1.564985146813172E-5
1.0E-11                  791                      1.564982243197024E-5
1.0E-11                  792                      1.564977013784756E-5
1.0E-11                  793                      1.5649721592820282E-5
1.0E-11                  794                      1.564967679688841E-5
1.0E-11                  795                      1.564963575005192E-5
1.0E-11                  796                      1.564959845231083E-5
1.0E-11                  797                      1.5649564903665138E-5
1.0E-11                  798                      1.5649535104114832E-5
1.0E-11                  799                      1.564950905365993E-5
1.0E-11                  800                      1.5649486752300425E-5
1.0E-11                  801                      1.5649468200036313E-5
1.0E-11                  802                      1.564945339686759E-5
1.0E-11                  803                      1.5649442342794262E-5
1.0E-11                  804                      1.5649435037816337E-5
1.0E-11                  805                      1.5649431481933806E-5
1.0E-11                  806                      1.5649431675146663E-5
1.0E-11                  807                      1.564943561745492E-5
1.0E-11                  808                      1.5649443308858578E-5
1.0E-11                  809                      1.5649454749357625E-5
1.0E-11                  810                      1.5649469938952067E-5
1.0E-11                  811                      1.564948887764191E-5
1.0E-11                  812                      1.5649511565427137E-5
1.0E-11                  813                      1.564953800230777E-5
1.0E-11                  814                      1.5649568188283792E-5
1.0E-11                  815                      1.564960212335521E-5
1.0E-11                  816                      1.5649639807522018E-5
1.0E-11                  817                      1.564967675622905E-5
1.0E-11                  818                      1.5649687306762606E-5
1.0E-11                  819                      1.5649699096345435E-5
1.0E-11                  820                      1.5649712124977546E-5
1.0E-11                  821                      1.5649726392658933E-5
1.0E-11                  822                      1.5649741899389584E-5
1.0E-11                  823                      1.564975864516952E-5
1.0E-11                  824                      1.5649776629998733E-5
1.0E-11                  825                      1.5649795853877218E-5
1.0E-11                  826                      1.5649816316804987E-5
1.0E-11                  827                      1.5649838018782025E-5
1.0E-11                  828                      1.5649860959808338E-5
1.0E-11                  829                      1.5649885139883933E-5
1.0E-11                  830                      1.56499105590088E-5
1.0E-11                  831                      1.5649937217182946E-5
1.0E-11                  832                      1.5649965114406367E-5
1.0E-11                  833                      1.5649994250679056E-5
1.0E-11                  834                      1.5650024626001034E-5
1.0E-11                  835                      1.5650056240372274E-5
1.0E-11                  836                      1.5650089093792806E-5
1.0E-11                  837                      1.5650123186262603E-5
1.0E-11                  838                      1.5650158517781686E-5
1.0E-11                  839                      1.5650195088350033E-5
1.0E-11                  840                      1.5650232897967663E-5
1.0E-11                  841                      1.5650265654797457E-5
1.0E-11                  842                      1.5650290891140397E-5
1.0E-11                  843                      1.5650316189635656E-5
1.0E-11                  844                      1.5650341550283235E-5
1.0E-11                  845                      1.565036697308314E-5
1.0E-11                  846                      1.565039245803536E-5
1.0E-11                  847                      1.5650418005139905E-5
1.0E-11                  848                      1.5650443614396757E-5
1.0E-11                  849                      1.565046928580595E-5
1.0E-11                  850                      1.5650495019367454E-5
1.0E-11                  851                      1.565052081508127E-5
1.0E-11                  852                      1.5650546672947424E-5
1.0E-11                  853                      1.565057259296589E-5
1.0E-11                  854                      1.565059857513667E-5
1.0E-11                  855                      1.565062461945978E-5
1.0E-11                  856                      1.5650650725935204E-5
1.0E-11                  857                      1.5650676894562958E-5
1.0E-11                  858                      1.5650703125343018E-5
1.0E-11                  859                      1.5650729418275405E-5
1.0E-11                  860                      1.565075577336012E-5
1.0E-11                  861                      1.5650782190597148E-5
1.0E-11                  862                      1.5650808669986498E-5
1.0E-11                  863                      1.5650835211528167E-5
1.0E-11                  864                      1.5650861815222153E-5
1.0E-11                  865                      1.5650885776398072E-5
1.0E-11                  866                      1.565090864491867E-5
1.0E-11                  867                      1.565093128090751E-5
1.0E-11                  868                      1.5650953684364604E-5
1.0E-11                  869                      1.5650975855289944E-5
1.0E-11                  870                      1.5650997793683534E-5
1.0E-11                  871                      1.5651019499545384E-5
1.0E-11                  872                      1.5651040972875483E-5
1.0E-11                  873                      1.5651062213673828E-5
1.0E-11                  874                      1.5651083221940417E-5
1.0E-11                  875                      1.565110399767526E-5
1.0E-11                  876                      1.5651124540878366E-5
1.0E-11                  877                      1.5651144851549717E-5
1.0E-11                  878                      1.5651164929689304E-5
1.0E-11                  879                      1.565118477529716E-5
1.0E-11                  880                      1.5651204388373254E-5
1.0E-11                  881                      1.56512237689176E-5
1.0E-11                  882                      1.5651242916930203E-5
1.0E-11                  883                      1.565126183241106E-5
1.0E-11                  884                      1.5651280515360153E-5
1.0E-11                  885                      1.5651298965777512E-5
1.0E-11                  886                      1.5651317183663106E-5
1.0E-11                  887                      1.565133516901696E-5
1.0E-11                  888                      1.5651352935443227E-5
1.0E-11                  889                      1.565137069676456E-5
1.0E-11                  890                      1.565138824498434E-5
1.0E-11                  891                      1.5651405580102543E-5
1.0E-11                  892                      1.5651422702119204E-5
1.0E-11                  893                      1.5651439611034305E-5
1.0E-11                  894                      1.5651456306847847E-5
1.0E-11                  895                      1.5651472789559815E-5
1.0E-11                  896                      1.5651489059170236E-5
1.0E-11                  897                      1.5651505115679098E-5
1.0E-11                  898                      1.565152095908639E-5
1.0E-11                  899                      1.5651536589392128E-5
1.0E-11                  900                      1.5651552006596303E-5
1.0E-11                  901                      1.565156721069893E-5
1.0E-11                  902                      1.565158220169999E-5
1.0E-11                  903                      1.5651596979599492E-5
1.0E-11                  904                      1.565161154439743E-5
1.0E-11                  905                      1.5651625896093813E-5
1.0E-11                  906                      1.565164003468864E-5
1.0E-11                  907                      1.56516539601819E-5
1.0E-11                  908                      1.5651667672573604E-5
1.0E-11                  909                      1.5651681171863753E-5
1.0E-11                  910                      1.5651694458052333E-5
1.0E-11                  911                      1.565170753113936E-5
1.0E-11                  912                      1.5651720748662484E-5
1.0E-11                  913                      1.5651734425315437E-5
1.0E-11                  914                      1.5651747969868456E-5
1.0E-11                  915                      1.565176138232154E-5
1.0E-11                  916                      1.5651774662674692E-5
1.0E-11                  917                      1.565178781092791E-5
1.0E-11                  918                      1.5651800827081193E-5
1.0E-11                  919                      1.5651813711134534E-5
1.0E-11                  920                      1.5651826463087945E-5
1.0E-11                  921                      1.5651839082941424E-5
1.0E-11                  922                      1.5651851570694965E-5
1.0E-11                  923                      1.5651863926348564E-5
1.0E-11                  924                      1.5651876149902236E-5
1.0E-11                  925                      1.5651888241355976E-5
1.0E-11                  926                      1.5651900200709775E-5
1.0E-11                  927                      1.565191202796364E-5
1.0E-11                  928                      1.5651923723117565E-5
1.0E-11                  929                      1.5651935286171563E-5
1.0E-11                  930                      1.5651946717125623E-5
1.0E-11                  931                      1.565195801597975E-5
1.0E-11                  932                      1.5651969182733942E-5
1.0E-11                  933                      1.5651980217388194E-5
1.0E-11                  934                      1.565199111994251E-5
1.0E-11                  935                      1.56520018903969E-5
1.0E-11                  936                      1.5652013059197775E-5
1.0E-11                  937                      1.5652024405441405E-5
1.0E-11                  938                      1.5652035684095868E-5
1.0E-11                  939                      1.5652046895161167E-5
1.0E-11                  940                      1.565205803863729E-5
1.0E-11                  941                      1.5652069114524252E-5
1.0E-11                  942                      1.565208012282204E-5
1.0E-11                  943                      1.5652091063530664E-5
1.0E-11                  944                      1.5652101936650115E-5
1.0E-11                  945                      1.565211274218041E-5
1.0E-11                  946                      1.565212348012153E-5
1.0E-11                  947                      1.5652134150473484E-5
1.0E-11                  948                      1.565214475323627E-5
1.0E-11                  949                      1.5652155288409896E-5
1.0E-11                  950                      1.5652165755994334E-5
1.0E-11                  951                      1.5652176155989618E-5
1.0E-11                  952                      1.5652186488395725E-5
1.0E-11                  953                      1.5652196753212676E-5
1.0E-11                  954                      1.565220695044045E-5
1.0E-11                  955                      1.5652217080079063E-5
1.0E-11                  956                      1.5652227142128503E-5
1.0E-11                  957                      1.5652237227605265E-5
1.0E-11                  958                      1.5652247429119354E-5
1.0E-11                  959                      1.5652257586898302E-5
1.0E-11                  960                      1.5652267700942118E-5
1.0E-11                  961                      1.5652277771250776E-5
1.0E-11                  962                      1.5652287797824308E-5
1.0E-11                  963                      1.565229778066269E-5
1.0E-11                  964                      1.5652307719765934E-5
1.0E-11                  965                      1.5652317615134035E-5
1.0E-11                  966                      1.5652327466766995E-5
1.0E-11                  967                      1.5652337274664813E-5
1.0E-11                  968                      1.565234703882749E-5
1.0E-11                  969                      1.5652356759255024E-5
1.0E-11                  970                      1.5652366435947417E-5
1.0E-11                  971                      1.565237606890467E-5
1.0E-11                  972                      1.5652385658126784E-5
1.0E-11                  973                      1.565239520361376E-5
1.0E-11                  974                      1.5652404705365586E-5
1.0E-11                  975                      1.565241416338228E-5
1.0E-11                  976                      1.565242357766382E-5
1.0E-11                  977                      1.5652432948210227E-5
1.0E-11                  978                      1.565244228937093E-5
1.0E-11                  979                      1.5652452086759798E-5
1.0E-11                  980                      1.565246188637264E-5
1.0E-11                  981                      1.5652471688209442E-5
1.0E-11                  982                      1.5652481492270224E-5
1.0E-11                  983                      1.565249129855498E-5
1.0E-11                  984                      1.56525011070637E-5
1.0E-11                  985                      1.56525109177964E-5
1.0E-11                  986                      1.565252073075306E-5
1.0E-11                  987                      1.5652530545933705E-5
1.0E-11                  988                      1.5652540363338322E-5
1.0E-11                  989                      1.5652550182966902E-5
1.0E-11                  990                      1.5652560004819462E-5
1.0E-11                  991                      1.5652569828895995E-5
1.0E-11                  992                      1.565257965519649E-5
1.0E-11                  993                      1.5652589483720963E-5
1.0E-11                  994                      1.5652599314469412E-5
1.0E-11                  995                      1.565260914744183E-5
1.0E-11                  996                      1.5652618982638222E-5
1.0E-11                  997                      1.5652628820058576E-5
1.0E-11                  998                      1.565263865970291E-5
1.0E-11                  999                      1.565264850157122E-5
1.0E-11                  1000                     1.565265833750187E-5
1.0E-11                  1001                     1.5652668171369628E-5
1.0E-11                  1002                     1.5652678006412432E-5
1.0E-11                  1003                     1.5652687842630285E-5
1.0E-11                  1004                     1.565269768002318E-5
1.0E-11                  1005                     1.5652707518591113E-5
1.0E-11                  1006                     1.5652717358334103E-5
1.0E-11                  1007                     1.5652727199252125E-5
1.0E-11                  1008                     1.5652737041345214E-5
1.0E-11                  1009                     1.565274688461333E-5
1.0E-11                  1010                     1.5652756729056497E-5
1.0E-11                  1011                     1.5652766574674704E-5
1.0E-11                  1012                     1.5652776421467953E-5
1.0E-11                  1013                     1.565278626943626E-5
1.0E-11                  1014                     1.5652796118579598E-5
1.0E-11                  1015                     1.5652805968897997E-5
1.0E-11                  1016                     1.565281582039143E-5
1.0E-11                  1017                     1.565282567305991E-5
1.0E-11                  1018                     1.5652835526903438E-5
1.0E-11                  1019                     1.5652845381922003E-5
1.0E-11                  1020                     1.5652855238115616E-5
1.0E-11                  1021                     1.5652865078889228E-5
1.0E-11                  1022                     1.5652874891413038E-5
1.0E-11                  1023                     1.5652884701125766E-5
1.0E-11                  1024                     1.5652894508027408E-5
1.0E-11                  1025                     1.5652904312117954E-5
1.0E-11                  1026                     1.5652914113397436E-5
1.0E-11                  1027                     1.5652923911865828E-5
1.0E-11                  1028                     1.5652933707523125E-5
1.0E-11                  1029                     1.565294350036935E-5
1.0E-11                  1030                     1.5652953290404476E-5
1.0E-11                  1031                     1.5652963077628523E-5
1.0E-11                  1032                     1.5652972862041484E-5
1.0E-11                  1033                     1.5652982643643357E-5
1.0E-11                  1034                     1.5652992422434154E-5
1.0E-11                  1035                     1.5653002198413856E-5
1.0E-11                  1036                     1.565301197158248E-5
1.0E-11                  1037                     1.5653021741940016E-5
1.0E-11                  1038                     1.5653031509486468E-5
1.0E-11                  1039                     1.5653041274221834E-5
1.0E-11                  1040                     1.565305103614611E-5
1.0E-11                  1041                     1.5653060795259307E-5
1.0E-11                  1042                     1.5653070541821652E-5
1.0E-11                  1043                     1.5653080127075172E-5
1.0E-11                  1044                     1.565308969452609E-5
1.0E-11                  1045                     1.56530992441744E-5
1.0E-11                  1046                     1.5653108776020113E-5
1.0E-11                  1047                     1.5653118290063218E-5
1.0E-11                  1048                     1.5653127786303712E-5
1.0E-11                  1049                     1.5653137264741614E-5
1.0E-11                  1050                     1.56531467253769E-5
1.0E-11                  1051                     1.5653156168209587E-5
1.0E-11                  1052                     1.565316559323967E-5
1.0E-11                  1053                     1.5653175000467145E-5
1.0E-11                  1054                     1.5653184389892014E-5
1.0E-11                  1055                     1.565319376151428E-5
1.0E-11                  1056                     1.5653203115333947E-5
1.0E-11                  1057                     1.5653212451351007E-5
1.0E-11                  1058                     1.5653221769565464E-5
1.0E-11                  1059                     1.5653231069977315E-5
1.0E-11                  1060                     1.5653240352586552E-5
1.0E-11                  1061                     1.5653249617393196E-5
1.0E-11                  1062                     1.5653258864397234E-5
1.0E-11                  1063                     1.5653268093598656E-5
1.0E-11                  1064                     1.5653277343703952E-5
1.0E-11                  1065                     1.5653286593884523E-5
1.0E-11                  1066                     1.5653295831017727E-5
1.0E-11                  1067                     1.565330505510358E-5
1.0E-11                  1068                     1.5653314266142068E-5
1.0E-11                  1069                     1.5653323464133202E-5
1.0E-11                  1070                     1.5653332649076972E-5
1.0E-11                  1071                     1.565334182097339E-5
1.0E-11                  1072                     1.5653350979822443E-5
1.0E-11                  1073                     1.565336012562414E-5
1.0E-11                  1074                     1.565336925837848E-5
1.0E-11                  1075                     1.565337837808546E-5
1.0E-11                  1076                     1.5653387484745093E-5
1.0E-11                  1077                     1.565339657835735E-5
1.0E-11                  1078                     1.5653405658922253E-5
1.0E-11                  1079                     1.56534147264398E-5
1.0E-11                  1080                     1.5653423780909985E-5
1.0E-11                  1081                     1.565343282233282E-5
1.0E-11                  1082                     1.565344185070829E-5
1.0E-11                  1083                     1.56534508660364E-5
1.0E-11                  1084                     1.5653459868317157E-5
1.0E-11                  1085                     1.5653468865704194E-5
1.0E-11                  1086                     1.565347786281097E-5
1.0E-11                  1087                     1.565348684867755E-5
1.0E-11                  1088                     1.565349582330394E-5
1.0E-11                  1089                     1.5653504786690147E-5
1.0E-11                  1090                     1.5653513738836154E-5
1.0E-11                  1091                     1.5653522679741974E-5
1.0E-11                  1092                     1.565353160940761E-5
1.0E-11                  1093                     1.5653540527833058E-5
1.0E-11                  1094                     1.5653549435018313E-5
1.0E-11                  1095                     1.5653558330963376E-5
1.0E-11                  1096                     1.5653567215668248E-5
1.0E-11                  1097                     1.5653576089132935E-5
1.0E-11                  1098                     1.5653584951357433E-5
1.0E-11                  1099                     1.5653593802341737E-5
1.0E-11                  1100                     1.5653602642085856E-5
1.0E-11                  1101                     1.5653611470589783E-5
1.0E-11                  1102                     1.5653620287853522E-5
1.0E-11                  1103                     1.5653629093877063E-5
1.0E-11                  1104                     1.5653637888660422E-5
1.0E-11                  1105                     1.5653646672203593E-5
1.0E-11                  1106                     1.565365544713697E-5
1.0E-11                  1107                     1.5653664238156656E-5
1.0E-11                  1108                     1.5653673020598125E-5
1.0E-11                  1109                     1.5653681794461353E-5
1.0E-11                  1110                     1.5653690559746356E-5
1.0E-11                  1111                     1.565369931645313E-5
1.0E-11                  1112                     1.5653708064581686E-5
1.0E-11                  1113                     1.5653716804132005E-5
1.0E-11                  1114                     1.5653725535104093E-5
1.0E-11                  1115                     1.5653734257497957E-5
1.0E-11                  1116                     1.5653742971313586E-5
1.0E-11                  1117                     1.5653751676550987E-5
1.0E-11                  1118                     1.565376037321017E-5
1.0E-11                  1119                     1.565376906129111E-5
1.0E-11                  1120                     1.5653777740793826E-5
1.0E-11                  1121                     1.5653786411718315E-5
1.0E-11                  1122                     1.5653795074064573E-5
1.0E-11                  1123                     1.56538037278326E-5
1.0E-11                  1124                     1.565381237302241E-5
1.0E-11                  1125                     1.5653821009633976E-5
1.0E-11                  1126                     1.5653829637667323E-5
1.0E-11                  1127                     1.5653838257122438E-5
1.0E-11                  1128                     1.5653846975203545E-5
1.0E-11                  1129                     1.5653855727985583E-5
1.0E-11                  1130                     1.565386448480234E-5
1.0E-11                  1131                     1.5653873245653814E-5
1.0E-11                  1132                     1.5653882010539994E-5
1.0E-11                  1133                     1.5653890779460896E-5
1.0E-11                  1134                     1.56538995524165E-5
1.0E-11                  1135                     1.565390832940683E-5
1.0E-11                  1136                     1.5653917110431862E-5
1.0E-11                  1137                     1.565392589549161E-5
1.0E-11                  1138                     1.5653934684586064E-5
1.0E-11                  1139                     1.5653943477715242E-5
1.0E-11                  1140                     1.5653952274879134E-5
1.0E-11                  1141                     1.565396107607773E-5
1.0E-11                  1142                     1.565396988131105E-5
1.0E-11                  1143                     1.5653978690579077E-5
1.0E-11                  1144                     1.5653987503881812E-5
1.0E-11                  1145                     1.5653996321219263E-5
1.0E-11                  1146                     1.5654005142591434E-5
1.0E-11                  1147                     1.5654013967998314E-5
1.0E-11                  1148                     1.5654022797439903E-5
1.0E-11                  1149                     1.5654031480692598E-5
1.0E-11                  1150                     1.5654039959504204E-5
1.0E-11                  1151                     1.5654048411449586E-5
1.0E-11                  1152                     1.5654056836528745E-5
1.0E-11                  1153                     1.565406523474168E-5
1.0E-11                  1154                     1.5654073606088404E-5
1.0E-11                  1155                     1.5654081950568906E-5
1.0E-11                  1156                     1.565409026818318E-5
1.0E-11                  1157                     1.565409855893124E-5
1.0E-11                  1158                     1.5654106822813076E-5
1.0E-11                  1159                     1.5654115059828682E-5
1.0E-11                  1160                     1.565412326997808E-5
1.0E-11                  1161                     1.5654131453261257E-5
1.0E-11                  1162                     1.5654139609678205E-5
1.0E-11                  1163                     1.565414773922893E-5
1.0E-11                  1164                     1.5654155841913446E-5
1.0E-11                  1165                     1.5654163917731737E-5
1.0E-11                  1166                     1.56541719666838E-5
1.0E-11                  1167                     1.5654179988769646E-5
1.0E-11                  1168                     1.5654187983989275E-5
1.0E-11                  1169                     1.5654195952342683E-5
1.0E-11                  1170                     1.565420393774435E-5
1.0E-11                  1171                     1.5654212225660805E-5
1.0E-11                  1172                     1.5654220519789295E-5
1.0E-11                  1173                     1.5654228820129846E-5
1.0E-11                  1174                     1.565423712668245E-5
1.0E-11                  1175                     1.5654245439447093E-5
1.0E-11                  1176                     1.5654253758423792E-5
1.0E-11                  1177                     1.565426208361253E-5
1.0E-11                  1178                     1.5654270415013328E-5
1.0E-11                  1179                     1.5654278752626172E-5
1.0E-11                  1180                     1.565428709645107E-5
1.0E-11                  1181                     1.565429544648801E-5
1.0E-11                  1182                     1.565430380273701E-5
1.0E-11                  1183                     1.5654312165198045E-5
1.0E-11                  1184                     1.5654320533871146E-5
1.0E-11                  1185                     1.5654328908756286E-5
1.0E-11                  1186                     1.5654337289853477E-5
1.0E-11                  1187                     1.5654345677162712E-5
1.0E-11                  1188                     1.565435407068401E-5
1.0E-11                  1189                     1.5654362470417352E-5
1.0E-11                  1190                     1.5654370876362735E-5
1.0E-11                  1191                     1.565437928852018E-5
1.0E-11                  1192                     1.5654387476717693E-5
1.0E-11                  1193                     1.5654395590542704E-5
1.0E-11                  1194                     1.5654403684601978E-5
1.0E-11                  1195                     1.56544117588955E-5
1.0E-11                  1196                     1.5654419813423285E-5
1.0E-11                  1197                     1.565442784818532E-5
1.0E-11                  1198                     1.5654435863181613E-5
1.0E-11                  1199                     1.5654443858412172E-5
1.0E-11                  1200                     1.5654451833876974E-5
1.0E-11                  1201                     1.5654459789576045E-5
1.0E-11                  1202                     1.5654467725509364E-5
