% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:34
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% lowPM_per              t (s)                    np_outflow_concentraion (mol/(m*s))
1.0E-10                  937                      1.5649171086447776E-5
1.0E-10                  938                      1.5649205834579608E-5
1.0E-10                  939                      1.564924091009701E-5
1.0E-10                  940                      1.564927561548378E-5
1.0E-10                  941                      1.5649309950739918E-5
1.0E-10                  942                      1.564934391586542E-5
1.0E-10                  943                      1.5649377510860282E-5
1.0E-10                  944                      1.5649410735724514E-5
1.0E-10                  945                      1.564944359045811E-5
1.0E-10                  946                      1.564947607506107E-5
1.0E-10                  947                      1.5649508189533395E-5
1.0E-10                  948                      1.5649539933875085E-5
1.0E-10                  949                      1.564957130808613E-5
1.0E-10                  950                      1.564960231216655E-5
1.0E-10                  951                      1.5649632946116338E-5
1.0E-10                  952                      1.5649663209935482E-5
1.0E-10                  953                      1.5649693103624E-5
1.0E-10                  954                      1.5649722627181877E-5
1.0E-10                  955                      1.5649751780609118E-5
1.0E-10                  956                      1.5649780563905723E-5
1.0E-10                  957                      1.5649808977071694E-5
1.0E-10                  958                      1.5649837020107036E-5
1.0E-10                  959                      1.5649864693011734E-5
1.0E-10                  960                      1.5649891995785796E-5
1.0E-10                  961                      1.5649918928429232E-5
1.0E-10                  962                      1.564994549094203E-5
1.0E-10                  963                      1.5649971683324187E-5
1.0E-10                  964                      1.564999750557571E-5
1.0E-10                  965                      1.5650022957696597E-5
1.0E-10                  966                      1.565004803968685E-5
1.0E-10                  967                      1.5650073655863964E-5
1.0E-10                  968                      1.5650100830347894E-5
1.0E-10                  969                      1.5650127817835977E-5
1.0E-10                  970                      1.5650154618328223E-5
1.0E-10                  971                      1.5650181231824636E-5
1.0E-10                  972                      1.5650207658325215E-5
1.0E-10                  973                      1.5650233897829955E-5
1.0E-10                  974                      1.565025995033886E-5
1.0E-10                  975                      1.565028581585192E-5
1.0E-10                  976                      1.5650311494369148E-5
1.0E-10                  977                      1.5650336985890545E-5
1.0E-10                  978                      1.5650362290416096E-5
1.0E-10                  979                      1.565038740794581E-5
1.0E-10                  980                      1.565041233847969E-5
1.0E-10                  981                      1.5650437082017736E-5
1.0E-10                  982                      1.5650461638559937E-5
1.0E-10                  983                      1.5650486008106312E-5
1.0E-10                  984                      1.5650510190656836E-5
1.0E-10                  985                      1.565053418621153E-5
1.0E-10                  986                      1.565055799477039E-5
1.0E-10                  987                      1.5650581616333404E-5
1.0E-10                  988                      1.5650605050900587E-5
1.0E-10                  989                      1.565062829847194E-5
1.0E-10                  990                      1.5650651359047443E-5
1.0E-10                  991                      1.5650674232627114E-5
1.0E-10                  992                      1.565069691921095E-5
1.0E-10                  993                      1.5650719418798945E-5
1.0E-10                  994                      1.565074173139111E-5
1.0E-10                  995                      1.565076385698743E-5
1.0E-10                  996                      1.5650785869969385E-5
1.0E-10                  997                      1.565080881531678E-5
1.0E-10                  998                      1.5650831652208723E-5
1.0E-10                  999                      1.5650854380645213E-5
1.0E-10                  1000                     1.565087700062626E-5
1.0E-10                  1001                     1.5650899512151848E-5
1.0E-10                  1002                     1.5650921915221983E-5
1.0E-10                  1003                     1.5650944209836678E-5
1.0E-10                  1004                     1.565096639599591E-5
1.0E-10                  1005                     1.5650988473699696E-5
1.0E-10                  1006                     1.5651010442948037E-5
1.0E-10                  1007                     1.5651032303740927E-5
1.0E-10                  1008                     1.5651054056078366E-5
1.0E-10                  1009                     1.5651075699960345E-5
1.0E-10                  1010                     1.565109723538688E-5
1.0E-10                  1011                     1.5651118662357975E-5
1.0E-10                  1012                     1.5651139980873606E-5
1.0E-10                  1013                     1.5651161190933793E-5
1.0E-10                  1014                     1.5651182292538526E-5
1.0E-10                  1015                     1.5651203285687813E-5
1.0E-10                  1016                     1.5651224170381645E-5
1.0E-10                  1017                     1.5651244946620028E-5
1.0E-10                  1018                     1.5651265614402963E-5
1.0E-10                  1019                     1.5651286173730437E-5
1.0E-10                  1020                     1.565130662460247E-5
1.0E-10                  1021                     1.5651326967019055E-5
1.0E-10                  1022                     1.5651347200980185E-5
1.0E-10                  1023                     1.5651367326485865E-5
1.0E-10                  1024                     1.5651387343536094E-5
1.0E-10                  1025                     1.5651407252130873E-5
1.0E-10                  1026                     1.5651427816298073E-5
1.0E-10                  1027                     1.5651448525748338E-5
1.0E-10                  1028                     1.5651469190632872E-5
1.0E-10                  1029                     1.565148981095169E-5
1.0E-10                  1030                     1.5651510386704782E-5
1.0E-10                  1031                     1.5651530917892142E-5
1.0E-10                  1032                     1.565155140451378E-5
1.0E-10                  1033                     1.5651571846569703E-5
1.0E-10                  1034                     1.5651592244059895E-5
1.0E-10                  1035                     1.5651612596984373E-5
1.0E-10                  1036                     1.5651632905343128E-5
1.0E-10                  1037                     1.5651653169136158E-5
1.0E-10                  1038                     1.5651673388363462E-5
1.0E-10                  1039                     1.5651693563025045E-5
1.0E-10                  1040                     1.56517136931209E-5
1.0E-10                  1041                     1.5651733778651047E-5
1.0E-10                  1042                     1.5651753819615456E-5
1.0E-10                  1043                     1.5651773816014148E-5
1.0E-10                  1044                     1.565179376784712E-5
1.0E-10                  1045                     1.5651813675114357E-5
1.0E-10                  1046                     1.5651833537815884E-5
1.0E-10                  1047                     1.5651853355951688E-5
1.0E-10                  1048                     1.565187312952176E-5
1.0E-10                  1049                     1.5651892858526113E-5
1.0E-10                  1050                     1.5651912542964753E-5
1.0E-10                  1051                     1.5651932182837655E-5
1.0E-10                  1052                     1.5651951778144836E-5
1.0E-10                  1053                     1.56519713288863E-5
1.0E-10                  1054                     1.5651990835062042E-5
1.0E-10                  1055                     1.5652010247744658E-5
1.0E-10                  1056                     1.5652029567094167E-5
1.0E-10                  1057                     1.5652048835639853E-5
1.0E-10                  1058                     1.5652068053381722E-5
1.0E-10                  1059                     1.5652087220319785E-5
1.0E-10                  1060                     1.5652106336454025E-5
1.0E-10                  1061                     1.5652125401784448E-5
1.0E-10                  1062                     1.565214441631106E-5
1.0E-10                  1063                     1.5652163380033845E-5
1.0E-10                  1064                     1.5652182292952816E-5
1.0E-10                  1065                     1.565220115506798E-5
1.0E-10                  1066                     1.5652219966379315E-5
1.0E-10                  1067                     1.565223872688684E-5
1.0E-10                  1068                     1.5652257436590544E-5
1.0E-10                  1069                     1.5652276095490436E-5
1.0E-10                  1070                     1.5652294703586504E-5
1.0E-10                  1071                     1.5652313260878763E-5
1.0E-10                  1072                     1.5652331767367205E-5
1.0E-10                  1073                     1.565235022305182E-5
1.0E-10                  1074                     1.5652368627932634E-5
1.0E-10                  1075                     1.5652386982009624E-5
1.0E-10                  1076                     1.5652405285282797E-5
1.0E-10                  1077                     1.5652423537752157E-5
1.0E-10                  1078                     1.565244173941769E-5
1.0E-10                  1079                     1.5652459890279418E-5
1.0E-10                  1080                     1.5652477990337325E-5
1.0E-10                  1081                     1.5652496039591413E-5
1.0E-10                  1082                     1.5652514038041688E-5
1.0E-10                  1083                     1.5652531985688142E-5
1.0E-10                  1084                     1.56525496438901E-5
1.0E-10                  1085                     1.5652566523437644E-5
1.0E-10                  1086                     1.5652583289389393E-5
1.0E-10                  1087                     1.5652599941745336E-5
1.0E-10                  1088                     1.5652616480505477E-5
1.0E-10                  1089                     1.5652632905669827E-5
1.0E-10                  1090                     1.565264921723837E-5
1.0E-10                  1091                     1.5652665415211107E-5
1.0E-10                  1092                     1.5652681499588053E-5
1.0E-10                  1093                     1.565269747036919E-5
1.0E-10                  1094                     1.5652713327554538E-5
1.0E-10                  1095                     1.5652729071144075E-5
1.0E-10                  1096                     1.565274470113781E-5
1.0E-10                  1097                     1.5652760217535755E-5
1.0E-10                  1098                     1.565277562033789E-5
1.0E-10                  1099                     1.5652790909544232E-5
1.0E-10                  1100                     1.565280608515477E-5
1.0E-10                  1101                     1.5652821147169502E-5
1.0E-10                  1102                     1.565283609558844E-5
1.0E-10                  1103                     1.5652850930411578E-5
1.0E-10                  1104                     1.5652865651638914E-5
1.0E-10                  1105                     1.5652880259270452E-5
1.0E-10                  1106                     1.5652894753306188E-5
1.0E-10                  1107                     1.5652909133746125E-5
1.0E-10                  1108                     1.5652923400590256E-5
1.0E-10                  1109                     1.565293755383859E-5
1.0E-10                  1110                     1.565295159349112E-5
1.0E-10                  1111                     1.565296551954785E-5
1.0E-10                  1112                     1.565297933200878E-5
1.0E-10                  1113                     1.5652993030873912E-5
1.0E-10                  1114                     1.5653007208278178E-5
1.0E-10                  1115                     1.5653021318416342E-5
1.0E-10                  1116                     1.565303535455858E-5
1.0E-10                  1117                     1.5653049316704848E-5
1.0E-10                  1118                     1.5653063204855172E-5
1.0E-10                  1119                     1.5653077019009535E-5
1.0E-10                  1120                     1.565309075916795E-5
1.0E-10                  1121                     1.5653104425330414E-5
1.0E-10                  1122                     1.5653118017496933E-5
1.0E-10                  1123                     1.5653131535667484E-5
1.0E-10                  1124                     1.56531449798421E-5
1.0E-10                  1125                     1.5653158350020756E-5
1.0E-10                  1126                     1.565317164620346E-5
1.0E-10                  1127                     1.5653184868390213E-5
1.0E-10                  1128                     1.5653198016581018E-5
1.0E-10                  1129                     1.5653211090775865E-5
1.0E-10                  1130                     1.565322409097476E-5
1.0E-10                  1131                     1.5653237017177712E-5
1.0E-10                  1132                     1.5653249869384702E-5
1.0E-10                  1133                     1.5653262647595744E-5
1.0E-10                  1134                     1.565327535181083E-5
1.0E-10                  1135                     1.565328798202997E-5
1.0E-10                  1136                     1.565330053825316E-5
1.0E-10                  1137                     1.565331302048039E-5
1.0E-10                  1138                     1.565332542871168E-5
1.0E-10                  1139                     1.5653337762947007E-5
1.0E-10                  1140                     1.5653350023186383E-5
1.0E-10                  1141                     1.5653362209429815E-5
1.0E-10                  1142                     1.5653374321677286E-5
1.0E-10                  1143                     1.5653386896324823E-5
1.0E-10                  1144                     1.5653399649015413E-5
1.0E-10                  1145                     1.5653412377441477E-5
1.0E-10                  1146                     1.565342508160301E-5
1.0E-10                  1147                     1.5653437761500024E-5
1.0E-10                  1148                     1.5653450417132507E-5
1.0E-10                  1149                     1.565346304850047E-5
1.0E-10                  1150                     1.5653475655603904E-5
1.0E-10                  1151                     1.5653488238442806E-5
1.0E-10                  1152                     1.5653500797017192E-5
1.0E-10                  1153                     1.5653513331327045E-5
1.0E-10                  1154                     1.5653525841372365E-5
1.0E-10                  1155                     1.5653538327153173E-5
1.0E-10                  1156                     1.565355078866945E-5
1.0E-10                  1157                     1.5653563225921198E-5
1.0E-10                  1158                     1.5653575638908424E-5
1.0E-10                  1159                     1.5653588027631115E-5
1.0E-10                  1160                     1.5653600392089293E-5
1.0E-10                  1161                     1.5653612732282936E-5
1.0E-10                  1162                     1.5653625048212055E-5
1.0E-10                  1163                     1.5653637339876652E-5
1.0E-10                  1164                     1.5653649607276713E-5
1.0E-10                  1165                     1.5653661850412252E-5
1.0E-10                  1166                     1.565367406928327E-5
1.0E-10                  1167                     1.5653686263889758E-5
1.0E-10                  1168                     1.565369843423172E-5
1.0E-10                  1169                     1.565371058030916E-5
1.0E-10                  1170                     1.565372270212207E-5
1.0E-10                  1171                     1.565373479967045E-5
1.0E-10                  1172                     1.5653746715161642E-5
1.0E-10                  1173                     1.5653758396654742E-5
1.0E-10                  1174                     1.5653770030300998E-5
1.0E-10                  1175                     1.5653781616100385E-5
1.0E-10                  1176                     1.5653793154052918E-5
1.0E-10                  1177                     1.565380464415859E-5
1.0E-10                  1178                     1.56538160864174E-5
1.0E-10                  1179                     1.5653827480829362E-5
1.0E-10                  1180                     1.5653838827394454E-5
1.0E-10                  1181                     1.565385012611269E-5
1.0E-10                  1182                     1.565386137698407E-5
1.0E-10                  1183                     1.5653872580008588E-5
1.0E-10                  1184                     1.565388373518625E-5
1.0E-10                  1185                     1.5653894842517055E-5
1.0E-10                  1186                     1.5653905902001E-5
1.0E-10                  1187                     1.565391691363808E-5
1.0E-10                  1188                     1.565392787742831E-5
1.0E-10                  1189                     1.5653938793371675E-5
1.0E-10                  1190                     1.5653949661468185E-5
1.0E-10                  1191                     1.5653960481717836E-5
1.0E-10                  1192                     1.565397125412062E-5
1.0E-10                  1193                     1.565398197867656E-5
1.0E-10                  1194                     1.565399265538563E-5
1.0E-10                  1195                     1.5654003284247846E-5
1.0E-10                  1196                     1.56540138652632E-5
1.0E-10                  1197                     1.5654024398431696E-5
1.0E-10                  1198                     1.565403488375334E-5
1.0E-10                  1199                     1.5654045321228107E-5
1.0E-10                  1200                     1.5654055710856033E-5
1.0E-10                  1201                     1.5654066136351407E-5
1.0E-10                  1202                     1.5654076910705506E-5
1.0E-10                  1203                     1.5654087668580423E-5
1.0E-10                  1204                     1.565409840997615E-5
1.0E-10                  1205                     1.565410913489269E-5
1.0E-10                  1206                     1.565411984333005E-5
1.0E-10                  1207                     1.5654130535288223E-5
1.0E-10                  1208                     1.5654141210767203E-5
1.0E-10                  1209                     1.5654151869767E-5
1.0E-10                  1210                     1.5654162512287606E-5
1.0E-10                  1211                     1.5654173138329025E-5
1.0E-10                  1212                     1.5654183747891268E-5
1.0E-10                  1213                     1.5654194340974313E-5
1.0E-10                  1214                     1.5654204917578182E-5
1.0E-10                  1215                     1.565421547770286E-5
1.0E-10                  1216                     1.565422602134835E-5
1.0E-10                  1217                     1.5654236548514645E-5
1.0E-10                  1218                     1.565424705920177E-5
1.0E-10                  1219                     1.5654257553409704E-5
1.0E-10                  1220                     1.565426803113844E-5
1.0E-10                  1221                     1.5654278492388E-5
1.0E-10                  1222                     1.565428893715837E-5
1.0E-10                  1223                     1.565429936544955E-5
1.0E-10                  1224                     1.5654309777261554E-5
1.0E-10                  1225                     1.5654320172594362E-5
1.0E-10                  1226                     1.565433055144799E-5
1.0E-10                  1227                     1.5654340913822426E-5
1.0E-10                  1228                     1.5654351259717676E-5
1.0E-10                  1229                     1.5654361589133736E-5
1.0E-10                  1230                     1.5654371902070622E-5
1.0E-10                  1231                     1.56543822162129E-5
1.0E-10                  1232                     1.5654392516806563E-5
1.0E-10                  1233                     1.5654402802205727E-5
1.0E-10                  1234                     1.5654413072410406E-5
1.0E-10                  1235                     1.56544233274206E-5
1.0E-10                  1236                     1.5654433567236295E-5
1.0E-10                  1237                     1.5654443791857504E-5
1.0E-10                  1238                     1.5654454001284222E-5
1.0E-10                  1239                     1.565446419551645E-5
1.0E-10                  1240                     1.5654474374554188E-5
1.0E-10                  1241                     1.5654484538397428E-5
1.0E-10                  1242                     1.5654494687046185E-5
1.0E-10                  1243                     1.565450482050045E-5
1.0E-10                  1244                     1.565451493876022E-5
1.0E-10                  1245                     1.5654525041825507E-5
1.0E-10                  1246                     1.5654535129696302E-5
1.0E-10                  1247                     1.5654545202372604E-5
1.0E-10                  1248                     1.5654555259854415E-5
1.0E-10                  1249                     1.5654565302141733E-5
1.0E-10                  1250                     1.5654575329234567E-5
1.0E-10                  1251                     1.565458534113291E-5
1.0E-10                  1252                     1.565459533783676E-5
1.0E-10                  1253                     1.565460531934612E-5
1.0E-10                  1254                     1.565461528566099E-5
1.0E-10                  1255                     1.5654625236781368E-5
1.0E-10                  1256                     1.5654635172707253E-5
1.0E-10                  1257                     1.5654645093438655E-5
1.0E-10                  1258                     1.565465499897556E-5
1.0E-10                  1259                     1.5654664889317976E-5
1.0E-10                  1260                     1.5654674588749606E-5
1.0E-10                  1261                     1.5654684160481753E-5
1.0E-10                  1262                     1.565469369875174E-5
1.0E-10                  1263                     1.565470320355956E-5
1.0E-10                  1264                     1.5654712674905224E-5
1.0E-10                  1265                     1.565472211278873E-5
1.0E-10                  1266                     1.5654731517210074E-5
1.0E-10                  1267                     1.5654740888169262E-5
1.0E-10                  1268                     1.5654750225666282E-5
1.0E-10                  1269                     1.5654759529701143E-5
1.0E-10                  1270                     1.565476880027384E-5
1.0E-10                  1271                     1.565477803738438E-5
1.0E-10                  1272                     1.5654787241032762E-5
1.0E-10                  1273                     1.5654796411218975E-5
1.0E-10                  1274                     1.5654805547943033E-5
1.0E-10                  1275                     1.565481465120494E-5
1.0E-10                  1276                     1.5654823721004674E-5
1.0E-10                  1277                     1.5654832757342254E-5
1.0E-10                  1278                     1.565484176021766E-5
1.0E-10                  1279                     1.5654850729630916E-5
1.0E-10                  1280                     1.5654859665582016E-5
1.0E-10                  1281                     1.565486856807095E-5
1.0E-10                  1282                     1.565487743709772E-5
1.0E-10                  1283                     1.565488627266233E-5
1.0E-10                  1284                     1.5654895074764784E-5
1.0E-10                  1285                     1.5654903843405078E-5
1.0E-10                  1286                     1.5654912578583206E-5
1.0E-10                  1287                     1.5654921280299176E-5
1.0E-10                  1288                     1.565492994855299E-5
1.0E-10                  1289                     1.565493873484857E-5
1.0E-10                  1290                     1.56549477599328E-5
1.0E-10                  1291                     1.5654956778878692E-5
1.0E-10                  1292                     1.5654965791686228E-5
1.0E-10                  1293                     1.5654974798355425E-5
1.0E-10                  1294                     1.5654983798886268E-5
1.0E-10                  1295                     1.565499279327877E-5
1.0E-10                  1296                     1.5655001781532917E-5
1.0E-10                  1297                     1.5655010763648726E-5
1.0E-10                  1298                     1.565501973962618E-5
1.0E-10                  1299                     1.5655028709465288E-5
1.0E-10                  1300                     1.565503767316605E-5
1.0E-10                  1301                     1.5655046630728472E-5
1.0E-10                  1302                     1.565505558215253E-5
1.0E-10                  1303                     1.5655064527438255E-5
1.0E-10                  1304                     1.5655073466585627E-5
1.0E-10                  1305                     1.565508239959465E-5
1.0E-10                  1306                     1.5655091326465326E-5
1.0E-10                  1307                     1.565510024719766E-5
1.0E-10                  1308                     1.5655109161791645E-5
1.0E-10                  1309                     1.5655118070247283E-5
1.0E-10                  1310                     1.5655126972564575E-5
1.0E-10                  1311                     1.5655135868743514E-5
1.0E-10                  1312                     1.56551447587841E-5
1.0E-10                  1313                     1.5655153642686347E-5
1.0E-10                  1314                     1.5655162520450248E-5
1.0E-10                  1315                     1.56551713920758E-5
1.0E-10                  1316                     1.5655180257563008E-5
1.0E-10                  1317                     1.5655189116911867E-5
1.0E-10                  1318                     1.5655197967943327E-5
1.0E-10                  1319                     1.565520679349286E-5
1.0E-10                  1320                     1.5655215611491763E-5
1.0E-10                  1321                     1.565522442194002E-5
1.0E-10                  1322                     1.5655233224837658E-5
1.0E-10                  1323                     1.5655242020184663E-5
1.0E-10                  1324                     1.5655250807981027E-5
1.0E-10                  1325                     1.565525958822677E-5
1.0E-10                  1326                     1.5655268360921875E-5
1.0E-10                  1327                     1.5655277126066346E-5
1.0E-10                  1328                     1.565528588366018E-5
1.0E-10                  1329                     1.5655294633703386E-5
1.0E-10                  1330                     1.5655303376195966E-5
1.0E-10                  1331                     1.56553121111379E-5
1.0E-10                  1332                     1.5655320838529208E-5
1.0E-10                  1333                     1.565532955836989E-5
1.0E-10                  1334                     1.565533827065993E-5
1.0E-10                  1335                     1.565534697539934E-5
1.0E-10                  1336                     1.5655355672588117E-5
1.0E-10                  1337                     1.5655364362226258E-5
1.0E-10                  1338                     1.565537304431378E-5
1.0E-10                  1339                     1.5655381718850656E-5
1.0E-10                  1340                     1.5655390385836903E-5
1.0E-10                  1341                     1.5655399045272525E-5
1.0E-10                  1342                     1.5655407697157506E-5
1.0E-10                  1343                     1.565541634149185E-5
1.0E-10                  1344                     1.5655424978275564E-5
1.0E-10                  1345                     1.565543360750865E-5
1.0E-10                  1346                     1.5655442229191107E-5
1.0E-10                  1347                     1.5655450843322925E-5
1.0E-10                  1348                     1.5655459353945362E-5
1.0E-10                  1349                     1.5655467831193424E-5
1.0E-10                  1350                     1.5655476293265406E-5
1.0E-10                  1351                     1.5655484740161305E-5
1.0E-10                  1352                     1.565549317188112E-5
1.0E-10                  1353                     1.5655501588424846E-5
1.0E-10                  1354                     1.5655509989792487E-5
1.0E-10                  1355                     1.5655518375984046E-5
1.0E-10                  1356                     1.5655526746999532E-5
1.0E-10                  1357                     1.5655535102838926E-5
1.0E-10                  1358                     1.5655543443502244E-5
1.0E-10                  1359                     1.565555176898947E-5
1.0E-10                  1360                     1.5655560079300614E-5
1.0E-10                  1361                     1.5655568374435677E-5
1.0E-10                  1362                     1.565557665439465E-5
1.0E-10                  1363                     1.5655584919177555E-5
1.0E-10                  1364                     1.5655593168784363E-5
1.0E-10                  1365                     1.5655601403215092E-5
1.0E-10                  1366                     1.565560962246974E-5
1.0E-10                  1367                     1.5655617826548295E-5
1.0E-10                  1368                     1.5655626015450776E-5
1.0E-10                  1369                     1.565563418917716E-5
1.0E-10                  1370                     1.565564234772748E-5
1.0E-10                  1371                     1.565565049110171E-5
1.0E-10                  1372                     1.5655658619299847E-5
1.0E-10                  1373                     1.5655666732321915E-5
1.0E-10                  1374                     1.5655674830167893E-5
1.0E-10                  1375                     1.5655682912837786E-5
1.0E-10                  1376                     1.5655690980331592E-5
1.0E-10                  1377                     1.5655699086455356E-5
1.0E-10                  1378                     1.565570722348401E-5
1.0E-10                  1379                     1.565571535169821E-5
1.0E-10                  1380                     1.5655723471097956E-5
1.0E-10                  1381                     1.5655731581683246E-5
1.0E-10                  1382                     1.5655739683454083E-5
1.0E-10                  1383                     1.5655747776410466E-5
1.0E-10                  1384                     1.5655755860552393E-5
1.0E-10                  1385                     1.5655763935879872E-5
1.0E-10                  1386                     1.565577200239289E-5
1.0E-10                  1387                     1.5655780060091453E-5
1.0E-10                  1388                     1.565578810897557E-5
1.0E-10                  1389                     1.5655796149045218E-5
1.0E-10                  1390                     1.5655804180300427E-5
1.0E-10                  1391                     1.565581220274117E-5
1.0E-10                  1392                     1.565582021636747E-5
1.0E-10                  1393                     1.565582822117931E-5
1.0E-10                  1394                     1.5655836217176688E-5
1.0E-10                  1395                     1.5655844204359618E-5
1.0E-10                  1396                     1.5655852182728096E-5
1.0E-10                  1397                     1.5655860152282122E-5
1.0E-10                  1398                     1.565586811302169E-5
1.0E-10                  1399                     1.56558760649468E-5
1.0E-10                  1400                     1.5655884008057462E-5
1.0E-10                  1401                     1.5655891942353663E-5
1.0E-10                  1402                     1.5655899867835413E-5
1.0E-10                  1403                     1.5655907784502715E-5
1.0E-10                  1404                     1.5655915692355554E-5
1.0E-10                  1405                     1.5655923591393935E-5
1.0E-10                  1406                     1.5655931504624193E-5
1.0E-10                  1407                     1.5655939466648767E-5
1.0E-10                  1408                     1.5655947425082613E-5
1.0E-10                  1409                     1.5655955379925764E-5
1.0E-10                  1410                     1.5655963331178196E-5
1.0E-10                  1411                     1.5655971278839914E-5
1.0E-10                  1412                     1.5655979222910933E-5
1.0E-10                  1413                     1.5655987163391238E-5
1.0E-10                  1414                     1.5655995100280834E-5
1.0E-10                  1415                     1.5656003033579715E-5
1.0E-10                  1416                     1.5656010963287885E-5
1.0E-10                  1417                     1.565601888940534E-5
1.0E-10                  1418                     1.5656026811932093E-5
1.0E-10                  1419                     1.5656034730868135E-5
1.0E-10                  1420                     1.5656042646213462E-5
1.0E-10                  1421                     1.565605055796808E-5
1.0E-10                  1422                     1.5656058466131988E-5
1.0E-10                  1423                     1.5656066370705187E-5
1.0E-10                  1424                     1.565607427168767E-5
1.0E-10                  1425                     1.5656082169079443E-5
1.0E-10                  1426                     1.565609006288051E-5
1.0E-10                  1427                     1.565609795309087E-5
1.0E-10                  1428                     1.5656105839710508E-5
1.0E-10                  1429                     1.5656113722739444E-5
1.0E-10                  1430                     1.565612160217766E-5
1.0E-10                  1431                     1.5656129478025182E-5
1.0E-10                  1432                     1.565613735028198E-5
1.0E-10                  1433                     1.565614521894807E-5
1.0E-10                  1434                     1.5656153084023445E-5
1.0E-10                  1435                     1.5656160937282402E-5
1.0E-10                  1436                     1.5656168500200582E-5
1.0E-10                  1437                     1.5656176040074893E-5
1.0E-10                  1438                     1.5656183556905336E-5
1.0E-10                  1439                     1.565619105069191E-5
1.0E-10                  1440                     1.5656198521434613E-5
1.0E-10                  1441                     1.5656205969133456E-5
1.0E-10                  1442                     1.565621339378843E-5
1.0E-10                  1443                     1.5656220795399532E-5
1.0E-10                  1444                     1.565622817396677E-5
1.0E-10                  1445                     1.565623552949014E-5
1.0E-10                  1446                     1.565624286196964E-5
1.0E-10                  1447                     1.565625017140528E-5
1.0E-10                  1448                     1.565625745779705E-5
1.0E-10                  1449                     1.5656264721144945E-5
1.0E-10                  1450                     1.565627196144898E-5
1.0E-10                  1451                     1.5656279178709146E-5
1.0E-10                  1452                     1.5656286372925438E-5
1.0E-10                  1453                     1.565629354409787E-5
1.0E-10                  1454                     1.5656300692226432E-5
1.0E-10                  1455                     1.565630781731113E-5
1.0E-10                  1456                     1.5656314919351952E-5
1.0E-10                  1457                     1.5656321998348917E-5
1.0E-10                  1458                     1.5656329054302012E-5
1.0E-10                  1459                     1.5656336087211244E-5
1.0E-10                  1460                     1.565634309707659E-5
1.0E-10                  1461                     1.5656350083898086E-5
1.0E-10                  1462                     1.565635704767571E-5
1.0E-10                  1463                     1.5656363988409465E-5
1.0E-10                  1464                     1.5656370906099353E-5
1.0E-10                  1465                     1.565637807017157E-5
1.0E-10                  1466                     1.5656385317147303E-5
1.0E-10                  1467                     1.5656392564695964E-5
1.0E-10                  1468                     1.5656399812817575E-5
1.0E-10                  1469                     1.565640706151212E-5
1.0E-10                  1470                     1.56564143107796E-5
1.0E-10                  1471                     1.5656421560620027E-5
1.0E-10                  1472                     1.5656428811033384E-5
1.0E-10                  1473                     1.5656436062019678E-5
1.0E-10                  1474                     1.565644331357891E-5
1.0E-10                  1475                     1.565645056571108E-5
1.0E-10                  1476                     1.565645781841619E-5
1.0E-10                  1477                     1.5656465071694237E-5
1.0E-10                  1478                     1.5656472325545223E-5
1.0E-10                  1479                     1.565647957996914E-5
1.0E-10                  1480                     1.5656486834966E-5
1.0E-10                  1481                     1.5656494090535806E-5
1.0E-10                  1482                     1.5656501346678538E-5
1.0E-10                  1483                     1.5656508603394213E-5
1.0E-10                  1484                     1.5656515860682825E-5
1.0E-10                  1485                     1.5656523118544376E-5
1.0E-10                  1486                     1.5656530376978864E-5
1.0E-10                  1487                     1.5656537635986296E-5
1.0E-10                  1488                     1.5656544895566656E-5
1.0E-10                  1489                     1.5656552155719957E-5
1.0E-10                  1490                     1.5656559416446198E-5
1.0E-10                  1491                     1.565656667774537E-5
1.0E-10                  1492                     1.5656573939617492E-5
1.0E-10                  1493                     1.5656581202062545E-5
1.0E-10                  1494                     1.5656588442477468E-5
1.0E-10                  1495                     1.5656595657705086E-5
1.0E-10                  1496                     1.5656602870410434E-5
1.0E-10                  1497                     1.565661008059353E-5
1.0E-10                  1498                     1.5656617288254377E-5
1.0E-10                  1499                     1.5656624493392955E-5
1.0E-10                  1500                     1.5656631696009287E-5
1.0E-10                  1501                     1.565663889610336E-5
1.0E-10                  1502                     1.5656646093675177E-5
1.0E-10                  1503                     1.5656653288724736E-5
1.0E-10                  1504                     1.5656660481252038E-5
1.0E-10                  1505                     1.5656667671257085E-5
1.0E-10                  1506                     1.5656674858739885E-5
1.0E-10                  1507                     1.5656682043700408E-5
1.0E-10                  1508                     1.5656689226138693E-5
1.0E-10                  1509                     1.5656696406054714E-5
1.0E-10                  1510                     1.5656703583448485E-5
1.0E-10                  1511                     1.5656710758319994E-5
1.0E-10                  1512                     1.5656717930669243E-5
1.0E-10                  1513                     1.5656725100496245E-5
1.0E-10                  1514                     1.5656732267800992E-5
1.0E-10                  1515                     1.5656739432583476E-5
1.0E-10                  1516                     1.5656746594843708E-5
1.0E-10                  1517                     1.565675375458168E-5
1.0E-10                  1518                     1.5656760911797398E-5
1.0E-10                  1519                     1.5656768066490858E-5
1.0E-10                  1520                     1.5656775218662064E-5
1.0E-10                  1521                     1.5656782368311013E-5
1.0E-10                  1522                     1.565678951543771E-5
1.0E-10                  1523                     1.565679659239779E-5
