% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:56
% Table:              tce_outflow_concentration1 - tce_outflow_concentraion (tce_outflow_concentraion)
% lowPM_per              t (s)                    tce_outflow_concentraion (mol/(m*s))
1.0E-11                  54                       6.648440740001914E-7
1.0E-11                  55                       6.733860810092347E-7
1.0E-11                  56                       6.816140009972788E-7
1.0E-11                  57                       6.894750932052317E-7
1.0E-11                  58                       6.969590488666219E-7
1.0E-11                  59                       7.040165644288044E-7
1.0E-11                  60                       7.106306548514711E-7
1.0E-11                  61                       7.167843172000499E-7
1.0E-11                  62                       7.224539560718155E-7
1.0E-11                  63                       7.276424539242434E-7
1.0E-11                  64                       7.323427781912183E-7
1.0E-11                  65                       7.365655184338714E-7
1.0E-11                  66                       7.403165720616956E-7
1.0E-11                  67                       7.436176179605678E-7
1.0E-11                  68                       7.464892634594653E-7
1.0E-11                  69                       7.489478336365157E-7
1.0E-11                  70                       7.510380416093521E-7
1.0E-11                  71                       7.527711991446978E-7
1.0E-11                  72                       7.541813955634418E-7
1.0E-11                  73                       7.550477674485745E-7
1.0E-11                  74                       7.558509784904204E-7
1.0E-11                  75                       7.566054608851626E-7
1.0E-11                  76                       7.572163585386609E-7
1.0E-11                  77                       7.576426793188997E-7
1.0E-11                  78                       7.578886100922051E-7
1.0E-11                  79                       7.579787094243863E-7
1.0E-11                  80                       7.579297250053599E-7
1.0E-11                  81                       7.577780792013726E-7
1.0E-11                  82                       7.575932824160794E-7
1.0E-11                  83                       7.571372237200897E-7
1.0E-11                  84                       7.565476096740426E-7
1.0E-11                  85                       7.558820698884062E-7
1.0E-11                  86                       7.551619756657015E-7
1.0E-11                  87                       7.543938838705326E-7
1.0E-11                  88                       7.535794432952745E-7
1.0E-11                  89                       7.527256277812775E-7
1.0E-11                  90                       7.518404831144289E-7
1.0E-11                  91                       7.509291556232253E-7
1.0E-11                  92                       7.499945079607217E-7
1.0E-11                  93                       7.490383579846443E-7
1.0E-11                  94                       7.480623119094337E-7
1.0E-11                  95                       7.470680219274127E-7
1.0E-11                  96                       7.460570008794714E-7
1.0E-11                  97                       7.450305129545628E-7
1.0E-11                  98                       7.439895519463078E-7
1.0E-11                  99                       7.429348435329977E-7
1.0E-11                  100                      7.419050063834705E-7
1.0E-11                  101                      7.408365918391267E-7
1.0E-11                  102                      7.397009705825106E-7
1.0E-11                  103                      7.385221783264406E-7
1.0E-11                  104                      7.373197454183494E-7
1.0E-11                  105                      7.361039093543511E-7
1.0E-11                  106                      7.348783124308384E-7
1.0E-11                  107                      7.336417729661212E-7
1.0E-11                  108                      7.323913597919608E-7
1.0E-11                  109                      7.311247491817273E-7
1.0E-11                  110                      7.298400482336793E-7
1.0E-11                  111                      7.285346855664908E-7
1.0E-11                  112                      7.272050571144226E-7
1.0E-11                  113                      7.258472542070606E-7
1.0E-11                  114                      7.244576991793211E-7
1.0E-11                  115                      7.230332343426721E-7
1.0E-11                  116                      7.215711923725612E-7
1.0E-11                  117                      7.200693473082492E-7
1.0E-11                  118                      7.185270753195863E-7
1.0E-11                  119                      7.169455212865317E-7
1.0E-11                  120                      7.153078494453642E-7
1.0E-11                  121                      7.136091216251132E-7
1.0E-11                  122                      7.118501488041026E-7
1.0E-11                  123                      7.100341436067067E-7
1.0E-11                  124                      7.081655484795991E-7
1.0E-11                  125                      7.062493210056204E-7
1.0E-11                  126                      7.042875813054955E-7
1.0E-11                  127                      7.022878211461961E-7
1.0E-11                  128                      7.002515613392773E-7
1.0E-11                  129                      6.98184081111008E-7
1.0E-11                  130                      6.960933859374442E-7
1.0E-11                  131                      6.939796923549003E-7
1.0E-11                  132                      6.91842034573019E-7
1.0E-11                  133                      6.896811818194836E-7
1.0E-11                  134                      6.874974894281224E-7
1.0E-11                  135                      6.852905299186049E-7
1.0E-11                  136                      6.830614632796323E-7
1.0E-11                  137                      6.808135801000599E-7
1.0E-11                  138                      6.785447423111521E-7
1.0E-11                  139                      6.762549499129082E-7
1.0E-11                  140                      6.739542138980792E-7
1.0E-11                  141                      6.716373207569E-7
1.0E-11                  142                      6.69304195666297E-7
1.0E-11                  143                      6.669671795763918E-7
1.0E-11                  144                      6.646267382277732E-7
1.0E-11                  145                      6.622789039775716E-7
1.0E-11                  146                      6.599310859768347E-7
1.0E-11                  147                      6.575934675877747E-7
1.0E-11                  148                      6.552582435900457E-7
1.0E-11                  149                      6.529267290746885E-7
1.0E-11                  150                      6.506110129386639E-7
1.0E-11                  151                      6.483041927181583E-7
1.0E-11                  152                      6.460062684131733E-7
1.0E-11                  153                      6.437218667175828E-7
1.0E-11                  154                      6.414498012214758E-7
1.0E-11                  155                      6.391893447045787E-7
1.0E-11                  156                      6.369404971668915E-7
1.0E-11                  157                      6.347032586084136E-7
1.0E-11                  158                      6.324776290291456E-7
1.0E-11                  159                      6.302632590563593E-7
1.0E-11                  160                      6.280591745453052E-7
1.0E-11                  161                      6.258662846798056E-7
1.0E-11                  162                      6.236845894598602E-7
1.0E-11                  163                      6.215140888854687E-7
1.0E-11                  164                      6.193547829566322E-7
1.0E-11                  165                      6.172066716733492E-7
1.0E-11                  166                      6.150732108157673E-7
1.0E-11                  167                      6.129538717439689E-7
1.0E-11                  168                      6.108471596141167E-7
1.0E-11                  169                      6.087530744262115E-7
1.0E-11                  170                      6.066716161802526E-7
1.0E-11                  171                      6.046027848762405E-7
1.0E-11                  172                      6.025471648171293E-7
1.0E-11                  173                      6.00511604221313E-7
1.0E-11                  174                      5.984907392625642E-7
1.0E-11                  175                      5.964845699408827E-7
1.0E-11                  176                      5.944930962562691E-7
1.0E-11                  177                      5.925163182087224E-7
1.0E-11                  178                      5.905542357982441E-7
1.0E-11                  179                      5.886064550844923E-7
1.0E-11                  180                      5.866728157283438E-7
1.0E-11                  181                      5.847536511944429E-7
1.0E-11                  182                      5.828489614827887E-7
1.0E-11                  183                      5.80958746593381E-7
1.0E-11                  184                      5.790830065262209E-7
1.0E-11                  185                      5.772217412813072E-7
1.0E-11                  186                      5.753651071883819E-7
1.0E-11                  187                      5.735193871070603E-7
1.0E-11                  188                      5.716852977374887E-7
1.0E-11                  189                      5.698628390796679E-7
1.0E-11                  190                      5.680520111335973E-7
1.0E-11                  191                      5.662528138992773E-7
1.0E-11                  192                      5.644612887361859E-7
1.0E-11                  193                      5.626715102412676E-7
1.0E-11                  194                      5.608900122977911E-7
1.0E-11                  195                      5.591167949057575E-7
1.0E-11                  196                      5.573518580651662E-7
1.0E-11                  197                      5.555952017760176E-7
1.0E-11                  198                      5.538468260383112E-7
1.0E-11                  199                      5.52100626904608E-7
1.0E-11                  200                      5.50358858525823E-7
1.0E-11                  201                      5.486231834601913E-7
1.0E-11                  202                      5.46893601707714E-7
1.0E-11                  203                      5.451701132683902E-7
1.0E-11                  204                      5.434527181422204E-7
1.0E-11                  205                      5.417408715521922E-7
1.0E-11                  206                      5.400320917172688E-7
1.0E-11                  207                      5.383285055487195E-7
1.0E-11                  208                      5.366301130465441E-7
1.0E-11                  209                      5.349369142107426E-7
1.0E-11                  210                      5.332489090413151E-7
1.0E-11                  211                      5.31566097538261E-7
1.0E-11                  212                      5.298881186098944E-7
1.0E-11                  213                      5.282149562342279E-7
1.0E-11                  214                      5.265468193147393E-7
1.0E-11                  215                      5.248837078514291E-7
1.0E-11                  216                      5.232256218442971E-7
1.0E-11                  217                      5.215725612933434E-7
1.0E-11                  218                      5.199245328833405E-7
1.0E-11                  219                      5.182819794967462E-7
1.0E-11                  220                      5.166445713971059E-7
1.0E-11                  221                      5.150123085844206E-7
1.0E-11                  222                      5.133851910586893E-7
1.0E-11                  223                      5.117632188199124E-7
1.0E-11                  224                      5.1014639186809E-7
1.0E-11                  225                      5.085350396074774E-7
1.0E-11                  226                      5.069294137742231E-7
1.0E-11                  227                      5.053291486726147E-7
1.0E-11                  228                      5.037342443026521E-7
1.0E-11                  229                      5.02144700664335E-7
1.0E-11                  230                      5.005605177576638E-7
1.0E-11                  231                      4.989816955826382E-7
1.0E-11                  232                      4.974088978570916E-7
1.0E-11                  233                      4.958417674200705E-7
1.0E-11                  234                      4.942802065901636E-7
1.0E-11                  235                      4.927242153673707E-7
1.0E-11                  236                      4.911737937516923E-7
1.0E-11                  237                      4.896289417431279E-7
1.0E-11                  238                      4.880897582190622E-7
1.0E-11                  239                      4.865564740391656E-7
1.0E-11                  240                      4.850288649296487E-7
1.0E-11                  241                      4.835069308905111E-7
1.0E-11                  242                      4.819906719217534E-7
1.0E-11                  243                      4.804800880233752E-7
1.0E-11                  244                      4.789751791953765E-7
1.0E-11                  245                      4.774756845758386E-7
1.0E-11                  246                      4.7598166149643944E-7
1.0E-11                  247                      4.7449320989763507E-7
1.0E-11                  248                      4.730103297794255E-7
1.0E-11                  249                      4.71533021141811E-7
1.0E-11                  250                      4.700612839847913E-7
1.0E-11                  251                      4.6859498610457243E-7
1.0E-11                  252                      4.671330070102869E-7
1.0E-11                  253                      4.656762444648386E-7
1.0E-11                  254                      4.6422469846822764E-7
1.0E-11                  255                      4.627783690204541E-7
1.0E-11                  256                      4.6133725612151775E-7
1.0E-11                  257                      4.599013597714187E-7
1.0E-11                  258                      4.584696423567118E-7
1.0E-11                  259                      4.5704180094512035E-7
1.0E-11                  260                      4.55618625678511E-7
1.0E-11                  261                      4.542001165568844E-7
1.0E-11                  262                      4.5278627358023996E-7
1.0E-11                  263                      4.5137709674857803E-7
1.0E-11                  264                      4.499725860618985E-7
1.0E-11                  265                      4.4857037611769913E-7
1.0E-11                  266                      4.4717206029423003E-7
1.0E-11                  267                      4.457777486602157E-7
1.0E-11                  268                      4.4438744121565613E-7
1.0E-11                  269                      4.43001137960551E-7
1.0E-11                  270                      4.416188388949008E-7
1.0E-11                  271                      4.402396529207035E-7
1.0E-11                  272                      4.3886246374007713E-7
1.0E-11                  273                      4.3748858174665284E-7
1.0E-11                  274                      4.3611800694043107E-7
1.0E-11                  275                      4.3475073932141145E-7
1.0E-11                  276                      4.3338677888959424E-7
1.0E-11                  277                      4.320261256449791E-7
1.0E-11                  278                      4.3066679314039777E-7
1.0E-11                  279                      4.2930961741397974E-7
1.0E-11                  280                      4.2795506358188385E-7
1.0E-11                  281                      4.266031316441103E-7
1.0E-11                  282                      4.252538216006588E-7
1.0E-11                  283                      4.2390713345152957E-7
1.0E-11                  284                      4.2256261559356003E-7
1.0E-11                  285                      4.212185859558804E-7
1.0E-11                  286                      4.198765312908815E-7
1.0E-11                  287                      4.1853645159856386E-7
1.0E-11                  288                      4.171983468789274E-7
1.0E-11                  289                      4.158622171319721E-7
1.0E-11                  290                      4.145280623576978E-7
1.0E-11                  291                      4.1319454018458554E-7
1.0E-11                  292                      4.1186170162077887E-7
1.0E-11                  293                      4.105302415083226E-7
1.0E-11                  294                      4.092001598472168E-7
1.0E-11                  295                      4.078714566374616E-7
1.0E-11                  296                      4.065441318790566E-7
1.0E-11                  297                      4.052181042000289E-7
1.0E-11                  298                      4.038913699380263E-7
1.0E-11                  299                      4.025654490816139E-7
1.0E-11                  300                      4.0124034163079155E-7
1.0E-11                  301                      3.999160475855593E-7
1.0E-11                  302                      3.985925669459171E-7
1.0E-11                  303                      3.9726989971186503E-7
1.0E-11                  304                      3.959471658026191E-7
1.0E-11                  305                      3.9462382672290644E-7
1.0E-11                  306                      3.933007605593854E-7
1.0E-11                  307                      3.9197796731205623E-7
1.0E-11                  308                      3.906554469809192E-7
1.0E-11                  309                      3.8933319956597383E-7
1.0E-11                  310                      3.880112250672203E-7
1.0E-11                  311                      3.866878286863436E-7
1.0E-11                  312                      3.8536399198625676E-7
1.0E-11                  313                      3.8403991276191984E-7
1.0E-11                  314                      3.827155910133322E-7
1.0E-11                  315                      3.8139102674049374E-7
1.0E-11                  316                      3.8006621994340495E-7
1.0E-11                  317                      3.78740671368222E-7
1.0E-11                  318                      3.774134017037526E-7
1.0E-11                  319                      3.760854060209784E-7
1.0E-11                  320                      3.7475668431989935E-7
1.0E-11                  321                      3.734272366005159E-7
1.0E-11                  322                      3.7209706286282703E-7
1.0E-11                  323                      3.7076616310683397E-7
1.0E-11                  324                      3.694333873265643E-7
1.0E-11                  325                      3.6809905944943065E-7
1.0E-11                  326                      3.667635673549712E-7
1.0E-11                  327                      3.654269110431858E-7
1.0E-11                  328                      3.640890905140746E-7
1.0E-11                  329                      3.6275010576763764E-7
1.0E-11                  330                      3.614097832681972E-7
1.0E-11                  331                      3.600669983447564E-7
1.0E-11                  332                      3.5872267456613727E-7
1.0E-11                  333                      3.5737681193233977E-7
1.0E-11                  334                      3.560294104433636E-7
1.0E-11                  335                      3.5468047009920895E-7
1.0E-11                  336                      3.5332999089987596E-7
1.0E-11                  337                      3.5197737717234666E-7
1.0E-11                  338                      3.506225170313136E-7
1.0E-11                  339                      3.492658182570477E-7
1.0E-11                  340                      3.479072808495486E-7
1.0E-11                  341                      3.4654690480881644E-7
1.0E-11                  342                      3.4518469013485113E-7
1.0E-11                  343                      3.438206368276528E-7
1.0E-11                  344                      3.424539140599785E-7
1.0E-11                  345                      3.4108510928151647E-7
1.0E-11                  346                      3.397142404901696E-7
1.0E-11                  347                      3.3834130768593774E-7
1.0E-11                  348                      3.369663108688209E-7
1.0E-11                  349                      3.355892500388193E-7
1.0E-11                  350                      3.3420991740634705E-7
1.0E-11                  351                      3.3282809657246025E-7
1.0E-11                  352                      3.314440607183437E-7
1.0E-11                  353                      3.3005780984399747E-7
1.0E-11                  354                      3.2866934394942175E-7
1.0E-11                  355                      3.2727866303461614E-7
1.0E-11                  356                      3.2588576709958096E-7
1.0E-11                  357                      3.2449043428377187E-7
1.0E-11                  358                      3.230927686626647E-7
1.0E-11                  359                      3.216928142488752E-7
1.0E-11                  360                      3.202905710424036E-7
1.0E-11                  361                      3.188860390432499E-7
1.0E-11                  362                      3.174792182514137E-7
1.0E-11                  363                      3.16070115054682E-7
1.0E-11                  364                      3.146587491511217E-7
1.0E-11                  365                      3.132451025271899E-7
1.0E-11                  366                      3.1182917518288646E-7
1.0E-11                  367                      3.1041096711821165E-7
1.0E-11                  368                      3.08990478333165E-7
1.0E-11                  369                      3.0756770882774716E-7
1.0E-11                  370                      3.061428738816219E-7
1.0E-11                  371                      3.047159490220152E-7
1.0E-11                  372                      3.032868348674761E-7
1.0E-11                  373                      3.0185553141800406E-7
1.0E-11                  374                      3.0042203867359985E-7
1.0E-11                  375                      2.98986356634263E-7
1.0E-11                  376                      2.9754852485795396E-7
1.0E-11                  377                      2.961091198386982E-7
1.0E-11                  378                      2.9466769534505124E-7
1.0E-11                  379                      2.9322425137701303E-7
1.0E-11                  380                      2.917787879345838E-7
1.0E-11                  381                      2.9033130501776324E-7
1.0E-11                  382                      2.888818026265517E-7
1.0E-11                  383                      2.8743071352489887E-7
1.0E-11                  384                      2.8597824372341574E-7
1.0E-11                  385                      2.8452400483712756E-7
1.0E-11                  386                      2.8306799686603427E-7
1.0E-11                  387                      2.816102198101356E-7
1.0E-11                  388                      2.801506736694322E-7
1.0E-11                  389                      2.786893584439236E-7
1.0E-11                  390                      2.7722737387179754E-7
1.0E-11                  391                      2.7576404051147525E-7
1.0E-11                  392                      2.742992615904992E-7
1.0E-11                  393                      2.728330371088693E-7
1.0E-11                  394                      2.7136536706658553E-7
1.0E-11                  395                      2.69896251463648E-7
1.0E-11                  396                      2.684261249377668E-7
1.0E-11                  397                      2.669557041750485E-7
1.0E-11                  398                      2.654842230512427E-7
1.0E-11                  399                      2.6401168156634947E-7
1.0E-11                  400                      2.625380797203687E-7
1.0E-11                  401                      2.610634175133006E-7
1.0E-11                  402                      2.595876949451447E-7
1.0E-11                  403                      2.5811210621204844E-7
1.0E-11                  404                      2.5663624625805323E-7
1.0E-11                  405                      2.551597631741862E-7
1.0E-11                  406                      2.53682656960447E-7
1.0E-11                  407                      2.52204927616836E-7
1.0E-11                  408                      2.5072657514335306E-7
1.0E-11                  409                      2.4924786672978037E-7
1.0E-11                  410                      2.4777017323854914E-7
1.0E-11                  411                      2.462923383464735E-7
1.0E-11                  412                      2.448143620535534E-7
1.0E-11                  413                      2.433362443597889E-7
1.0E-11                  414                      2.4185798526517994E-7
1.0E-11                  415                      2.4037958476972675E-7
1.0E-11                  416                      2.389021286024461E-7
1.0E-11                  417                      2.3742571790589364E-7
1.0E-11                  418                      2.3594968539208834E-7
1.0E-11                  419                      2.3447403106103004E-7
1.0E-11                  420                      2.3299875491271886E-7
1.0E-11                  421                      2.315238569471548E-7
1.0E-11                  422                      2.300493411506262E-7
1.0E-11                  423                      2.2857727860375812E-7
1.0E-11                  424                      2.2710614240200648E-7
1.0E-11                  425                      2.2563593254537094E-7
1.0E-11                  426                      2.241666490338519E-7
1.0E-11                  427                      2.2269829186744898E-7
1.0E-11                  428                      2.2123086104616245E-7
1.0E-11                  429                      2.1976518678634203E-7
1.0E-11                  430                      2.1830198037639402E-7
1.0E-11                  431                      2.1684026344509726E-7
1.0E-11                  432                      2.1538003599245197E-7
1.0E-11                  433                      2.139212980184579E-7
1.0E-11                  434                      2.124640495231152E-7
1.0E-11                  435                      2.1100829050642385E-7
1.0E-11                  436                      2.0955578544933696E-7
1.0E-11                  437                      2.0810562686639434E-7
1.0E-11                  438                      2.0665752389089082E-7
1.0E-11                  439                      2.0521147652282646E-7
1.0E-11                  440                      2.037674847622013E-7
1.0E-11                  441                      2.0232554860901522E-7
1.0E-11                  442                      2.0088616444333686E-7
1.0E-11                  443                      1.9945061005911916E-7
1.0E-11                  444                      1.9801767199454955E-7
1.0E-11                  445                      1.9658735024962806E-7
1.0E-11                  446                      1.951596448243546E-7
1.0E-11                  447                      1.9373455571872938E-7
1.0E-11                  448                      1.923120829327522E-7
1.0E-11                  449                      1.9089357016041686E-7
1.0E-11                  450                      1.8947877089203394E-7
1.0E-11                  451                      1.8806713420988004E-7
1.0E-11                  452                      1.8665866011395504E-7
1.0E-11                  453                      1.8525334860425892E-7
1.0E-11                  454                      1.8385119968079175E-7
1.0E-11                  455                      1.824523831490997E-7
1.0E-11                  456                      1.8105860562480795E-7
1.0E-11                  457                      1.7966851709171724E-7
1.0E-11                  458                      1.7828211754982762E-7
1.0E-11                  459                      1.7689940699913904E-7
1.0E-11                  460                      1.7552038543965173E-7
1.0E-11                  461                      1.7414505287136546E-7
1.0E-11                  462                      1.7277432396021062E-7
1.0E-11                  463                      1.7140852264163792E-7
1.0E-11                  464                      1.700469103702222E-7
1.0E-11                  465                      1.686894871459632E-7
1.0E-11                  466                      1.673362529688613E-7
1.0E-11                  467                      1.6598720783891612E-7
1.0E-11                  468                      1.6464235175612784E-7
1.0E-11                  469                      1.6330332444102517E-7
1.0E-11                  470                      1.619690530212121E-7
1.0E-11                  471                      1.60639437653801E-7
1.0E-11                  472                      1.59314478338792E-7
1.0E-11                  473                      1.5799417507618498E-7
1.0E-11                  474                      1.5667852786597996E-7
1.0E-11                  475                      1.5536947552401703E-7
1.0E-11                  476                      1.540696999392083E-7
1.0E-11                  477                      1.527761633737508E-7
1.0E-11                  478                      1.5148886582764452E-7
1.0E-11                  479                      1.5020780730088956E-7
1.0E-11                  480                      1.4893298779348573E-7
1.0E-11                  481                      1.4766440730543334E-7
1.0E-11                  482                      1.464020658367321E-7
1.0E-11                  483                      1.451459633873821E-7
1.0E-11                  484                      1.438960999573834E-7
1.0E-11                  485                      1.426524755467359E-7
1.0E-11                  486                      1.4141509015543966E-7
1.0E-11                  487                      1.401839437834947E-7
1.0E-11                  488                      1.3895943804665986E-7
1.0E-11                  489                      1.3774305977295605E-7
1.0E-11                  490                      1.3653323542743797E-7
1.0E-11                  491                      1.353299650101057E-7
1.0E-11                  492                      1.3413324852095912E-7
1.0E-11                  493                      1.329430859599984E-7
1.0E-11                  494                      1.317594773272234E-7
1.0E-11                  495                      1.3058242262263422E-7
1.0E-11                  496                      1.294119218462308E-7
1.0E-11                  497                      1.2824797499801309E-7
1.0E-11                  498                      1.2709058207798116E-7
1.0E-11                  499                      1.259397430861351E-7
1.0E-11                  500                      1.2479545802247474E-7
1.0E-11                  501                      1.2365766039173206E-7
1.0E-11                  502                      1.225239922478251E-7
1.0E-11                  503                      1.213965276842865E-7
1.0E-11                  504                      1.202752667011163E-7
1.0E-11                  505                      1.1916020929831438E-7
1.0E-11                  506                      1.1805135547588081E-7
1.0E-11                  507                      1.1694870523381556E-7
1.0E-11                  508                      1.158522585721186E-7
1.0E-11                  509                      1.1476201549079001E-7
1.0E-11                  510                      1.1367797598982971E-7
1.0E-11                  511                      1.1260014006923786E-7
1.0E-11                  512                      1.1152850772901424E-7
1.0E-11                  513                      1.1046307896915897E-7
1.0E-11                  514                      1.0940385378967204E-7
1.0E-11                  515                      1.0834723698908483E-7
1.0E-11                  516                      1.0729571802827886E-7
1.0E-11                  517                      1.0624981116008865E-7
1.0E-11                  518                      1.0520951638451433E-7
1.0E-11                  519                      1.0417483370155587E-7
1.0E-11                  520                      1.0314576311121315E-7
1.0E-11                  521                      1.021223046134863E-7
1.0E-11                  522                      1.0110445820837526E-7
1.0E-11                  523                      1.0009222389588008E-7
1.0E-11                  524                      9.908560167600074E-8
1.0E-11                  525                      9.808459154873716E-8
1.0E-11                  526                      9.708919351408947E-8
1.0E-11                  527                      9.609940757205757E-8
1.0E-11                  528                      9.511538656837916E-8
1.0E-11                  529                      9.41370685028394E-8
1.0E-11                  530                      9.316439383089857E-8
1.0E-11                  531                      9.219736255255671E-8
1.0E-11                  532                      9.123597466781382E-8
1.0E-11                  533                      9.028023017666987E-8
1.0E-11                  534                      8.933012907912488E-8
1.0E-11                  535                      8.83856713751788E-8
1.0E-11                  536                      8.744685706483168E-8
1.0E-11                  537                      8.65136861480835E-8
1.0E-11                  538                      8.558615862493425E-8
1.0E-11                  539                      8.466427449538397E-8
1.0E-11                  540                      8.374803375943263E-8
1.0E-11                  541                      8.283953072474926E-8
1.0E-11                  542                      8.193887512768063E-8
1.0E-11                  543                      8.104442677704963E-8
1.0E-11                  544                      8.015618567285633E-8
1.0E-11                  545                      7.927415181510063E-8
1.0E-11                  546                      7.839832520378259E-8
1.0E-11                  547                      7.752870583890229E-8
1.0E-11                  548                      7.666529372045958E-8
1.0E-11                  549                      7.58080888484546E-8
1.0E-11                  550                      7.495709122288722E-8
1.0E-11                  551                      7.411230084375755E-8
1.0E-11                  552                      7.327371771106549E-8
1.0E-11                  553                      7.244134182481116E-8
1.0E-11                  554                      7.161653047209546E-8
1.0E-11                  555                      7.080050666951068E-8
1.0E-11                  556                      6.99912178739573E-8
1.0E-11                  557                      6.91886640854354E-8
1.0E-11                  558                      6.839284530394492E-8
1.0E-11                  559                      6.760376152948593E-8
1.0E-11                  560                      6.682141276205835E-8
1.0E-11                  561                      6.604579900166228E-8
1.0E-11                  562                      6.527692024829761E-8
1.0E-11                  563                      6.45147765019644E-8
1.0E-11                  564                      6.375936776266267E-8
1.0E-11                  565                      6.301069403039239E-8
1.0E-11                  566                      6.226875530515356E-8
1.0E-11                  567                      6.153355158694619E-8
1.0E-11                  568                      6.080508287577025E-8
1.0E-11                  569                      6.008334917162578E-8
1.0E-11                  570                      5.936835047451272E-8
1.0E-11                  571                      5.8660086784431175E-8
1.0E-11                  572                      5.7958558101381064E-8
1.0E-11                  573                      5.726376442536238E-8
1.0E-11                  574                      5.6575705756375175E-8
1.0E-11                  575                      5.589438209441944E-8
1.0E-11                  576                      5.5219793439495126E-8
1.0E-11                  577                      5.4551939791602266E-8
1.0E-11                  578                      5.389082115074087E-8
1.0E-11                  579                      5.323643751691093E-8
1.0E-11                  580                      5.258839487552189E-8
1.0E-11                  581                      5.194007712461889E-8
1.0E-11                  582                      5.129795462596363E-8
1.0E-11                  583                      5.0662027379556045E-8
1.0E-11                  584                      5.003229538539617E-8
1.0E-11                  585                      4.940875864348403E-8
1.0E-11                  586                      4.879141715381959E-8
1.0E-11                  587                      4.818027091640283E-8
1.0E-11                  588                      4.757531993123378E-8
1.0E-11                  589                      4.6976564198312434E-8
1.0E-11                  590                      4.6384003717638796E-8
1.0E-11                  591                      4.579763848921285E-8
1.0E-11                  592                      4.521746851303463E-8
1.0E-11                  593                      4.464349378910409E-8
1.0E-11                  594                      4.4075714317421294E-8
1.0E-11                  595                      4.3514130097986164E-8
1.0E-11                  596                      4.295874113079876E-8
1.0E-11                  597                      4.240954741585907E-8
1.0E-11                  598                      4.186654895316707E-8
1.0E-11                  599                      4.132974574272278E-8
1.0E-11                  600                      4.079913778452619E-8
1.0E-11                  601                      4.02747250785773E-8
1.0E-11                  602                      3.9756507624876105E-8
1.0E-11                  603                      3.9244485423422635E-8
1.0E-11                  604                      3.8738658474216845E-8
1.0E-11                  605                      3.823902677725882E-8
1.0E-11                  606                      3.774559033254843E-8
1.0E-11                  607                      3.724909572176928E-8
1.0E-11                  608                      3.675457892203517E-8
1.0E-11                  609                      3.6265321450099855E-8
1.0E-11                  610                      3.57813233059633E-8
1.0E-11                  611                      3.530258448962553E-8
1.0E-11                  612                      3.482910500108652E-8
1.0E-11                  613                      3.4360884840346325E-8
