% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:56
% Table:              tce_outflow_concentration7 - tce_outflow_concentraion (tce_outflow_concentraion)
% lowPM_per              t (s)                    tce_outflow_concentraion (mol/(m*s))
1.0E-17                  152                      3.497280748767651E-7
1.0E-17                  153                      3.4794457789967664E-7
1.0E-17                  154                      3.461750081115393E-7
1.0E-17                  155                      3.44419365512353E-7
1.0E-17                  156                      3.426776501021176E-7
1.0E-17                  157                      3.409511168791386E-7
1.0E-17                  158                      3.392395165180372E-7
1.0E-17                  159                      3.3754244715396944E-7
1.0E-17                  160                      3.358599087869355E-7
1.0E-17                  161                      3.341919014169356E-7
1.0E-17                  162                      3.3253801371903206E-7
1.0E-17                  163                      3.3089827981415217E-7
1.0E-17                  164                      3.292728636487602E-7
1.0E-17                  165                      3.2766176522285623E-7
1.0E-17                  166                      3.260649845364399E-7
1.0E-17                  167                      3.244816850408044E-7
1.0E-17                  168                      3.229118251236304E-7
1.0E-17                  169                      3.2135581329925904E-7
1.0E-17                  170                      3.198136495676901E-7
1.0E-17                  171                      3.1828533392892397E-7
1.0E-17                  172                      3.1677086638296034E-7
1.0E-17                  173                      3.1527024692979927E-7
1.0E-17                  174                      3.1378347556944066E-7
1.0E-17                  175                      3.123105523018848E-7
1.0E-17                  176                      3.1085147712713135E-7
1.0E-17                  177                      3.094057049879852E-7
1.0E-17                  178                      3.0797315976899844E-7
1.0E-17                  179                      3.0655427087107193E-7
1.0E-17                  180                      3.0514903829420615E-7
1.0E-17                  181                      3.03757462038401E-7
1.0E-17                  182                      3.023795421036565E-7
1.0E-17                  183                      3.010152784899724E-7
1.0E-17                  184                      2.996646711973489E-7
1.0E-17                  185                      2.983277202257863E-7
1.0E-17                  186                      2.9700442557528396E-7
1.0E-17                  187                      2.9569479277952743E-7
1.0E-17                  188                      2.943988250074458E-7
1.0E-17                  189                      2.931165159337437E-7
1.0E-17                  190                      2.9184786555842134E-7
1.0E-17                  191                      2.905928738814786E-7
1.0E-17                  192                      2.893515409029158E-7
1.0E-17                  193                      2.8812386662273223E-7
1.0E-17                  194                      2.8690985104092864E-7
1.0E-17                  195                      2.857094941575046E-7
1.0E-17                  196                      2.845227959724603E-7
1.0E-17                  197                      2.833487208290745E-7
1.0E-17                  198                      2.8218598865201094E-7
1.0E-17                  199                      2.810363467004576E-7
1.0E-17                  200                      2.798997949744144E-7
1.0E-17                  201                      2.7877633347388126E-7
1.0E-17                  202                      2.7766596219885834E-7
1.0E-17                  203                      2.7656868114934554E-7
1.0E-17                  204                      2.754844903253428E-7
1.0E-17                  205                      2.7441338972685013E-7
1.0E-17                  206                      2.733553793538678E-7
1.0E-17                  207                      2.7230654967148236E-7
1.0E-17                  208                      2.7125759370149835E-7
1.0E-17                  209                      2.702187764443743E-7
1.0E-17                  210                      2.6919009790011044E-7
1.0E-17                  211                      2.681715580687065E-7
1.0E-17                  212                      2.671631569501625E-7
1.0E-17                  213                      2.661648945444788E-7
1.0E-17                  214                      2.651767708516549E-7
1.0E-17                  215                      2.6419878587169096E-7
1.0E-17                  216                      2.632309396045872E-7
1.0E-17                  217                      2.6227323205034346E-7
1.0E-17                  218                      2.613256632089598E-7
1.0E-17                  219                      2.603882330804361E-7
1.0E-17                  220                      2.5946094166477236E-7
1.0E-17                  221                      2.585437889619689E-7
1.0E-17                  222                      2.5763677497202517E-7
1.0E-17                  223                      2.567398996949417E-7
1.0E-17                  224                      2.5585316313071814E-7
1.0E-17                  225                      2.5497656527935475E-7
1.0E-17                  226                      2.541101061408512E-7
1.0E-17                  227                      2.532522345190746E-7
1.0E-17                  228                      2.523827441010332E-7
1.0E-17                  229                      2.5152120645850767E-7
1.0E-17                  230                      2.5066762159149804E-7
1.0E-17                  231                      2.498219895000042E-7
1.0E-17                  232                      2.4898431018402634E-7
1.0E-17                  233                      2.481545836435642E-7
1.0E-17                  234                      2.473328098786182E-7
1.0E-17                  235                      2.4651898888918787E-7
1.0E-17                  236                      2.457131206752735E-7
1.0E-17                  237                      2.44915205236875E-7
1.0E-17                  238                      2.4412524257399225E-7
1.0E-17                  239                      2.433432326866254E-7
1.0E-17                  240                      2.425691755747746E-7
1.0E-17                  241                      2.418030712384396E-7
1.0E-17                  242                      2.4104491967762037E-7
1.0E-17                  243                      2.402947208923171E-7
1.0E-17                  244                      2.3955247488252974E-7
1.0E-17                  245                      2.388181816482581E-7
1.0E-17                  246                      2.3809184118950252E-7
1.0E-17                  247                      2.3737345350626277E-7
1.0E-17                  248                      2.3664096883573345E-7
1.0E-17                  249                      2.3591131754570906E-7
1.0E-17                  250                      2.3518725178308867E-7
1.0E-17                  251                      2.344687715478724E-7
1.0E-17                  252                      2.3375587684006032E-7
1.0E-17                  253                      2.3304856765965206E-7
1.0E-17                  254                      2.3234684400664796E-7
1.0E-17                  255                      2.3165070588104797E-7
1.0E-17                  256                      2.3096015328285199E-7
1.0E-17                  257                      2.3027518621206E-7
1.0E-17                  258                      2.2959580466867207E-7
1.0E-17                  259                      2.2892200865268827E-7
1.0E-17                  260                      2.282537981641085E-7
1.0E-17                  261                      2.2759117320293274E-7
1.0E-17                  262                      2.2693413376916102E-7
1.0E-17                  263                      2.2628267986279336E-7
1.0E-17                  264                      2.256368114838298E-7
1.0E-17                  265                      2.2499652863227028E-7
1.0E-17                  266                      2.2436183130811472E-7
1.0E-17                  267                      2.2373271951136337E-7
1.0E-17                  268                      2.2309799422476285E-7
1.0E-17                  269                      2.224627100155393E-7
1.0E-17                  270                      2.2183147531563973E-7
1.0E-17                  271                      2.2120429012506406E-7
1.0E-17                  272                      2.2058115444381235E-7
1.0E-17                  273                      2.199620682718846E-7
1.0E-17                  274                      2.1934703160928082E-7
1.0E-17                  275                      2.18736044456001E-7
1.0E-17                  276                      2.181291068120451E-7
1.0E-17                  277                      2.175262186774131E-7
1.0E-17                  278                      2.1692738005210512E-7
1.0E-17                  279                      2.1633259093612118E-7
1.0E-17                  280                      2.1574185132946113E-7
1.0E-17                  281                      2.1515516123212488E-7
1.0E-17                  282                      2.1457252064411282E-7
1.0E-17                  283                      2.139939295654246E-7
1.0E-17                  284                      2.134193879960603E-7
1.0E-17                  285                      2.1284889593602002E-7
1.0E-17                  286                      2.122824533853037E-7
1.0E-17                  287                      2.1172006034391126E-7
1.0E-17                  288                      2.111552692960184E-7
1.0E-17                  289                      2.105874705082497E-7
1.0E-17                  290                      2.1002250516141857E-7
1.0E-17                  291                      2.0946037325552496E-7
1.0E-17                  292                      2.0890107479056897E-7
1.0E-17                  293                      2.0834460976655054E-7
1.0E-17                  294                      2.0779097818346973E-7
1.0E-17                  295                      2.0724018004132633E-7
1.0E-17                  296                      2.066922153401206E-7
1.0E-17                  297                      2.0614708407985248E-7
1.0E-17                  298                      2.0560478626052183E-7
1.0E-17                  299                      2.0506532188212877E-7
1.0E-17                  300                      2.0452869094467333E-7
1.0E-17                  301                      2.039948934481554E-7
1.0E-17                  302                      2.0346392939257506E-7
1.0E-17                  303                      2.0293579877793218E-7
1.0E-17                  304                      2.02410501604227E-7
1.0E-17                  305                      2.018880378714593E-7
1.0E-17                  306                      2.0136840757962917E-7
1.0E-17                  307                      2.0085161072873666E-7
1.0E-17                  308                      2.003376473187817E-7
1.0E-17                  309                      1.998265173497643E-7
1.0E-17                  310                      1.9931822082168444E-7
1.0E-17                  311                      1.9881275773454211E-7
1.0E-17                  312                      1.9831012808833743E-7
1.0E-17                  313                      1.9781033188307026E-7
1.0E-17                  314                      1.9731336911874066E-7
1.0E-17                  315                      1.9681923979534867E-7
1.0E-17                  316                      1.9632794391289414E-7
1.0E-17                  317                      1.9583948147137734E-7
1.0E-17                  318                      1.9535385247079794E-7
1.0E-17                  319                      1.9487105691115614E-7
1.0E-17                  320                      1.9439109479245198E-7
1.0E-17                  321                      1.9391396611468536E-7
1.0E-17                  322                      1.934396708778563E-7
1.0E-17                  323                      1.9296820908196487E-7
1.0E-17                  324                      1.924995807270108E-7
1.0E-17                  325                      1.9203378581299445E-7
1.0E-17                  326                      1.9157082433991558E-7
1.0E-17                  327                      1.9111069630777435E-7
1.0E-17                  328                      1.9065207255518584E-7
1.0E-17                  329                      1.901878827709278E-7
1.0E-17                  330                      1.897260592974671E-7
1.0E-17                  331                      1.8926660213480374E-7
1.0E-17                  332                      1.8880951128293765E-7
1.0E-17                  333                      1.883547867418689E-7
1.0E-17                  334                      1.8790242851159753E-7
1.0E-17                  335                      1.8745243659212343E-7
1.0E-17                  336                      1.8700481098344662E-7
1.0E-17                  337                      1.865595516855672E-7
1.0E-17                  338                      1.8611665869848513E-7
1.0E-17                  339                      1.8567613202220026E-7
1.0E-17                  340                      1.8523797165671283E-7
1.0E-17                  341                      1.8480217760202263E-7
1.0E-17                  342                      1.843687498581298E-7
1.0E-17                  343                      1.8393768842503427E-7
1.0E-17                  344                      1.8350899330273596E-7
1.0E-17                  345                      1.8308266449123511E-7
1.0E-17                  346                      1.8265870199053155E-7
1.0E-17                  347                      1.822371058006252E-7
1.0E-17                  348                      1.818178759215163E-7
1.0E-17                  349                      1.814010123532046E-7
1.0E-17                  350                      1.8098651509569036E-7
1.0E-17                  351                      1.8057438414897335E-7
1.0E-17                  352                      1.801646195130537E-7
1.0E-17                  353                      1.7975722118793135E-7
1.0E-17                  354                      1.793521891736063E-7
1.0E-17                  355                      1.7894952347007852E-7
1.0E-17                  356                      1.785492240773482E-7
1.0E-17                  357                      1.7815129099541508E-7
1.0E-17                  358                      1.7775572422427926E-7
1.0E-17                  359                      1.7736252376394086E-7
1.0E-17                  360                      1.7697168961439973E-7
1.0E-17                  361                      1.7658322177565596E-7
1.0E-17                  362                      1.761971202477094E-7
1.0E-17                  363                      1.758133850305603E-7
1.0E-17                  364                      1.754320161242084E-7
1.0E-17                  365                      1.7505301352865382E-7
1.0E-17                  366                      1.746763772438967E-7
1.0E-17                  367                      1.7430210726993679E-7
1.0E-17                  368                      1.739302036067742E-7
1.0E-17                  369                      1.735511904219181E-7
1.0E-17                  370                      1.731711612021572E-7
1.0E-17                  371                      1.727928989714713E-7
1.0E-17                  372                      1.7241640372986066E-7
1.0E-17                  373                      1.7204167547732505E-7
1.0E-17                  374                      1.7166871421386464E-7
1.0E-17                  375                      1.7129751993947921E-7
1.0E-17                  376                      1.7092809265416902E-7
1.0E-17                  377                      1.705604323579339E-7
1.0E-17                  378                      1.7019453905077393E-7
1.0E-17                  379                      1.6983041273268908E-7
1.0E-17                  380                      1.6946805340367928E-7
1.0E-17                  381                      1.6910746106374472E-7
1.0E-17                  382                      1.6874863571288516E-7
1.0E-17                  383                      1.683915773511008E-7
1.0E-17                  384                      1.6803628597839157E-7
1.0E-17                  385                      1.6768276159475746E-7
1.0E-17                  386                      1.6733100420019845E-7
1.0E-17                  387                      1.6698101379471455E-7
1.0E-17                  388                      1.6663279037830586E-7
1.0E-17                  389                      1.6628633395097212E-7
1.0E-17                  390                      1.6594164451271357E-7
1.0E-17                  391                      1.655987220635303E-7
1.0E-17                  392                      1.6525756660342195E-7
1.0E-17                  393                      1.649181781323888E-7
1.0E-17                  394                      1.645805566504308E-7
1.0E-17                  395                      1.6424470215754787E-7
1.0E-17                  396                      1.6391061465374005E-7
1.0E-17                  397                      1.6357829413900747E-7
1.0E-17                  398                      1.632477406133499E-7
1.0E-17                  399                      1.6291895407676747E-7
1.0E-17                  400                      1.6259193452926015E-7
1.0E-17                  401                      1.6226668197082794E-7
1.0E-17                  402                      1.6194319640147094E-7
1.0E-17                  403                      1.6162147782118896E-7
1.0E-17                  404                      1.613015262299822E-7
1.0E-17                  405                      1.6098334162785055E-7
1.0E-17                  406                      1.6066692401479394E-7
1.0E-17                  407                      1.603522733908124E-7
1.0E-17                  408                      1.6003938975590608E-7
1.0E-17                  409                      1.597229027887371E-7
1.0E-17                  410                      1.593995551112174E-7
1.0E-17                  411                      1.5907731046546745E-7
1.0E-17                  412                      1.5875616885148738E-7
1.0E-17                  413                      1.5843613026927733E-7
1.0E-17                  414                      1.5811719471883697E-7
1.0E-17                  415                      1.5779936220016663E-7
1.0E-17                  416                      1.574826327132661E-7
1.0E-17                  417                      1.571670062581356E-7
1.0E-17                  418                      1.5685248283477485E-7
1.0E-17                  419                      1.5653906244318403E-7
1.0E-17                  420                      1.5622674508336306E-7
1.0E-17                  421                      1.5591553075531208E-7
1.0E-17                  422                      1.556054194590308E-7
1.0E-17                  423                      1.552964111945196E-7
1.0E-17                  424                      1.549885059617782E-7
1.0E-17                  425                      1.5468170376080668E-7
1.0E-17                  426                      1.5437600459160505E-7
1.0E-17                  427                      1.540714084541732E-7
1.0E-17                  428                      1.537679153485114E-7
1.0E-17                  429                      1.534655252746194E-7
1.0E-17                  430                      1.5316423823249728E-7
1.0E-17                  431                      1.5286405422214503E-7
1.0E-17                  432                      1.5256497324356276E-7
1.0E-17                  433                      1.5226699529675024E-7
1.0E-17                  434                      1.5197012038170774E-7
1.0E-17                  435                      1.51674348498435E-7
1.0E-17                  436                      1.513796796469322E-7
1.0E-17                  437                      1.5108611382719935E-7
1.0E-17                  438                      1.5079365103923628E-7
1.0E-17                  439                      1.5050229128304313E-7
1.0E-17                  440                      1.502120345586199E-7
1.0E-17                  441                      1.4992288086596652E-7
1.0E-17                  442                      1.49634830205083E-7
1.0E-17                  443                      1.4934788257596937E-7
1.0E-17                  444                      1.4906203797862567E-7
1.0E-17                  445                      1.4877729641305186E-7
1.0E-17                  446                      1.4849365787924784E-7
1.0E-17                  447                      1.4821112237721378E-7
1.0E-17                  448                      1.4792968990694956E-7
1.0E-17                  449                      1.476493604684553E-7
1.0E-17                  450                      1.4737013406173082E-7
1.0E-17                  451                      1.4709201068677637E-7
1.0E-17                  452                      1.4681499034359166E-7
1.0E-17                  453                      1.4653907303217694E-7
1.0E-17                  454                      1.4626425875253197E-7
1.0E-17                  455                      1.4599054750465701E-7
1.0E-17                  456                      1.457179392885519E-7
1.0E-17                  457                      1.4544643410421663E-7
1.0E-17                  458                      1.4517603195165132E-7
1.0E-17                  459                      1.4490673283085583E-7
1.0E-17                  460                      1.4463853674183022E-7
1.0E-17                  461                      1.4437144368457452E-7
1.0E-17                  462                      1.4410545365908868E-7
1.0E-17                  463                      1.438405666653728E-7
1.0E-17                  464                      1.4357678270342668E-7
1.0E-17                  465                      1.4331410177325053E-7
1.0E-17                  466                      1.4305252387484424E-7
1.0E-17                  467                      1.4279204900820782E-7
1.0E-17                  468                      1.425326771733413E-7
1.0E-17                  469                      1.4227440837024474E-7
1.0E-17                  470                      1.4201724259891794E-7
1.0E-17                  471                      1.4176117985936112E-7
1.0E-17                  472                      1.415062201515741E-7
1.0E-17                  473                      1.4125236347555695E-7
1.0E-17                  474                      1.4099960983130978E-7
1.0E-17                  475                      1.4074795921883244E-7
1.0E-17                  476                      1.40497411638125E-7
1.0E-17                  477                      1.4024796708918747E-7
1.0E-17                  478                      1.399996255720198E-7
1.0E-17                  479                      1.3975238708662203E-7
1.0E-17                  480                      1.395062516329941E-7
1.0E-17                  481                      1.3926121921113606E-7
1.0E-17                  482                      1.3901728982104793E-7
1.0E-17                  483                      1.3877446346272966E-7
1.0E-17                  484                      1.3853274013618127E-7
1.0E-17                  485                      1.3829211984140286E-7
1.0E-17                  486                      1.3805260257839416E-7
1.0E-17                  487                      1.3781418834715549E-7
1.0E-17                  488                      1.3757687714768662E-7
1.0E-17                  489                      1.3734066897998774E-7
1.0E-17                  490                      1.3709832745628277E-7
1.0E-17                  491                      1.368530205428853E-7
1.0E-17                  492                      1.3660854441991872E-7
1.0E-17                  493                      1.363648990873832E-7
1.0E-17                  494                      1.3612208454527854E-7
1.0E-17                  495                      1.3588010079360477E-7
1.0E-17                  496                      1.3563894783236205E-7
1.0E-17                  497                      1.3539862566155025E-7
1.0E-17                  498                      1.3515913428116937E-7
1.0E-17                  499                      1.3492047369121948E-7
1.0E-17                  500                      1.3468264389170048E-7
1.0E-17                  501                      1.3444564488261242E-7
1.0E-17                  502                      1.3420947666395529E-7
1.0E-17                  503                      1.3397413923572912E-7
1.0E-17                  504                      1.3373963259793392E-7
1.0E-17                  505                      1.3350595675056972E-7
1.0E-17                  506                      1.3327311169363635E-7
1.0E-17                  507                      1.3304109742713395E-7
1.0E-17                  508                      1.3280991395106255E-7
1.0E-17                  509                      1.3257956126542207E-7
1.0E-17                  510                      1.3235003937021253E-7
1.0E-17                  511                      1.3212134826543393E-7
1.0E-17                  512                      1.3189348795108623E-7
1.0E-17                  513                      1.3166645842716957E-7
1.0E-17                  514                      1.3144025969368375E-7
1.0E-17                  515                      1.3121489175062895E-7
1.0E-17                  516                      1.309903545980051E-7
1.0E-17                  517                      1.3076664823581214E-7
1.0E-17                  518                      1.305437726640502E-7
1.0E-17                  519                      1.3032172788271912E-7
1.0E-17                  520                      1.3010051389181898E-7
1.0E-17                  521                      1.2988013069134984E-7
1.0E-17                  522                      1.296605782813116E-7
1.0E-17                  523                      1.2944185666170432E-7
1.0E-17                  524                      1.2922396583252798E-7
1.0E-17                  525                      1.290069057937826E-7
1.0E-17                  526                      1.2879067654546812E-7
1.0E-17                  527                      1.2857527808758453E-7
1.0E-17                  528                      1.2836071042013205E-7
1.0E-17                  529                      1.2814697354311046E-7
1.0E-17                  530                      1.279340674565198E-7
1.0E-17                  531                      1.277219921603601E-7
1.0E-17                  532                      1.2751074765463123E-7
1.0E-17                  533                      1.273003339393334E-7
1.0E-17                  534                      1.2709075101446656E-7
1.0E-17                  535                      1.2688199888003055E-7
1.0E-17                  536                      1.266740775360256E-7
1.0E-17                  537                      1.264669869824515E-7
1.0E-17                  538                      1.2626072721930838E-7
1.0E-17                  539                      1.2605529824659622E-7
1.0E-17                  540                      1.2585070006431495E-7
1.0E-17                  541                      1.256469326724647E-7
1.0E-17                  542                      1.2544399607104535E-7
1.0E-17                  543                      1.2524189026005698E-7
1.0E-17                  544                      1.2504061523949946E-7
1.0E-17                  545                      1.2484017100937299E-7
1.0E-17                  546                      1.2464055756967743E-7
1.0E-17                  547                      1.244417749204128E-7
1.0E-17                  548                      1.2424382306157911E-7
1.0E-17                  549                      1.2404670199317639E-7
1.0E-17                  550                      1.2385041171520455E-7
1.0E-17                  551                      1.2365495222766368E-7
1.0E-17                  552                      1.234603235305538E-7
1.0E-17                  553                      1.2326652562387477E-7
1.0E-17                  554                      1.2307355850762676E-7
1.0E-17                  555                      1.228814221818097E-7
1.0E-17                  556                      1.226901166464236E-7
1.0E-17                  557                      1.2249964190146835E-7
1.0E-17                  558                      1.223099979469441E-7
1.0E-17                  559                      1.2212118478285076E-7
1.0E-17                  560                      1.2193320240918846E-7
1.0E-17                  561                      1.21746050825957E-7
1.0E-17                  562                      1.2155973003315659E-7
1.0E-17                  563                      1.21374240030787E-7
1.0E-17                  564                      1.2118958081884846E-7
1.0E-17                  565                      1.2100575239734082E-7
1.0E-17                  566                      1.2082275476626412E-7
1.0E-17                  567                      1.2064058792561832E-7
1.0E-17                  568                      1.2045925187540357E-7
1.0E-17                  569                      1.202787466156197E-7
1.0E-17                  570                      1.2009907214626675E-7
1.0E-17                  571                      1.1990956763761534E-7
1.0E-17                  572                      1.1971955820442333E-7
1.0E-17                  573                      1.1953009243438123E-7
1.0E-17                  574                      1.19341170327489E-7
1.0E-17                  575                      1.191527918837465E-7
1.0E-17                  576                      1.1896495710315392E-7
1.0E-17                  577                      1.1877766598571115E-7
1.0E-17                  578                      1.1859091853141828E-7
1.0E-17                  579                      1.1840471474027523E-7
1.0E-17                  580                      1.1821905461228207E-7
1.0E-17                  581                      1.1803393814743871E-7
1.0E-17                  582                      1.1784936534574522E-7
1.0E-17                  583                      1.1766533620720153E-7
1.0E-17                  584                      1.1748185073180774E-7
1.0E-17                  585                      1.1729890891956382E-7
1.0E-17                  586                      1.1711651077046972E-7
1.0E-17                  587                      1.1693465628452543E-7
1.0E-17                  588                      1.1675334546173101E-7
1.0E-17                  589                      1.165725783020865E-7
1.0E-17                  590                      1.1639235480559177E-7
1.0E-17                  591                      1.1621267497224691E-7
1.0E-17                  592                      1.1603353880205188E-7
1.0E-17                  593                      1.1585494629500672E-7
1.0E-17                  594                      1.1567689745111139E-7
1.0E-17                  595                      1.1549939227036593E-7
1.0E-17                  596                      1.1532243075277028E-7
1.0E-17                  597                      1.1514601289832448E-7
1.0E-17                  598                      1.1497013870702859E-7
1.0E-17                  599                      1.1479480817888247E-7
1.0E-17                  600                      1.1462002131388628E-7
1.0E-17                  601                      1.1444577811203991E-7
1.0E-17                  602                      1.142720785733433E-7
1.0E-17                  603                      1.140989226977966E-7
1.0E-17                  604                      1.1392631048539976E-7
