% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:56
% Table:              tce_outflow_concentration0 - tce_outflow_concentraion (tce_outflow_concentraion)
% lowPM_per              t (s)                    tce_outflow_concentraion (mol/(m*s))
1.0E-10                  134                      1.4810080399158776E-6
1.0E-10                  135                      1.4723813837256146E-6
1.0E-10                  136                      1.4630198996505595E-6
1.0E-10                  137                      1.4532128647896693E-6
1.0E-10                  138                      1.4427678438667236E-6
1.0E-10                  139                      1.4316131535075675E-6
1.0E-10                  140                      1.4197345779667125E-6
1.0E-10                  141                      1.4071851095261082E-6
1.0E-10                  142                      1.393952712345579E-6
1.0E-10                  143                      1.3799891159788807E-6
1.0E-10                  144                      1.3652698321020242E-6
1.0E-10                  145                      1.3497931824897121E-6
1.0E-10                  146                      1.3335810597685001E-6
1.0E-10                  147                      1.316663609052731E-6
1.0E-10                  148                      1.2990692665320477E-6
1.0E-10                  149                      1.280821856703367E-6
1.0E-10                  150                      1.2619419582552636E-6
1.0E-10                  151                      1.2424483893876298E-6
1.0E-10                  152                      1.2223579266164255E-6
1.0E-10                  153                      1.2017096053714446E-6
1.0E-10                  154                      1.1805444330477804E-6
1.0E-10                  155                      1.1588783061221124E-6
1.0E-10                  156                      1.1367331475494543E-6
1.0E-10                  157                      1.1141547581090013E-6
1.0E-10                  158                      1.0911619413690496E-6
1.0E-10                  159                      1.067831962117643E-6
1.0E-10                  160                      1.0441613446208248E-6
1.0E-10                  161                      1.0202687527653721E-6
1.0E-10                  162                      9.961399424617659E-7
1.0E-10                  163                      9.71893857733984E-7
1.0E-10                  164                      9.4753331902244E-7
1.0E-10                  165                      9.231487405696605E-7
1.0E-10                  166                      8.987682104634943E-7
1.0E-10                  167                      8.744485998025183E-7
1.0E-10                  168                      8.502475285346933E-7
1.0E-10                  169                      8.26186690150351E-7
1.0E-10                  170                      8.023521184044908E-7
1.0E-10                  171                      7.78735277436345E-7
1.0E-10                  172                      7.5543597042996E-7
1.0E-10                  173                      7.324396586676406E-7
1.0E-10                  174                      7.098254400953479E-7
1.0E-10                  175                      6.875908702224815E-7
1.0E-10                  176                      6.657826804467907E-7
1.0E-10                  177                      6.444120135985489E-7
1.0E-10                  178                      6.235023105290016E-7
1.0E-10                  179                      6.030708372864722E-7
1.0E-10                  180                      5.831230597479494E-7
1.0E-10                  181                      5.636801270157759E-7
1.0E-10                  182                      5.447382290205268E-7
1.0E-10                  183                      5.263113526657392E-7
1.0E-10                  184                      5.083948530046944E-7
1.0E-10                  185                      4.909893377718375E-7
1.0E-10                  186                      4.740909308596558E-7
1.0E-10                  187                      4.5769368802755774E-7
1.0E-10                  188                      4.417938455987811E-7
1.0E-10                  189                      4.263871999343588E-7
1.0E-10                  190                      4.114685195310944E-7
1.0E-10                  191                      3.9703687585767465E-7
1.0E-10                  192                      3.8308050852810673E-7
1.0E-10                  193                      3.696005783232928E-7
1.0E-10                  194                      3.5657931892932833E-7
1.0E-10                  195                      3.4401670383433437E-7
1.0E-10                  196                      3.3189335466829124E-7
1.0E-10                  197                      3.202051911628826E-7
1.0E-10                  198                      3.089359357761197E-7
1.0E-10                  199                      2.9807564822881337E-7
1.0E-10                  200                      2.876145474275052E-7
1.0E-10                  201                      2.7753519148658857E-7
1.0E-10                  202                      2.6783608903871845E-7
1.0E-10                  203                      2.584909526959306E-7
1.0E-10                  204                      2.495044911194535E-7
1.0E-10                  205                      2.4085022854432573E-7
1.0E-10                  206                      2.325295934563746E-7
1.0E-10                  207                      2.2452103947523298E-7
1.0E-10                  208                      2.1682098200634538E-7
1.0E-10                  209                      2.0941433696562084E-7
1.0E-10                  210                      2.0229170247824401E-7
1.0E-10                  211                      1.9544521305465977E-7
1.0E-10                  212                      1.8885896086425109E-7
1.0E-10                  213                      1.8253257109358522E-7
1.0E-10                  214                      1.7644378923308683E-7
1.0E-10                  215                      1.7059684704960583E-7
1.0E-10                  216                      1.6497111249552614E-7
1.0E-10                  217                      1.5956736697376903E-7
1.0E-10                  218                      1.5436967058756298E-7
1.0E-10                  219                      1.4937477712160194E-7
1.0E-10                  220                      1.4457195753363937E-7
1.0E-10                  221                      1.399535205699737E-7
1.0E-10                  222                      1.3551434042124756E-7
1.0E-10                  223                      1.312420803596881E-7
1.0E-10                  224                      1.2713701010516983E-7
1.0E-10                  225                      1.2318338346931442E-7
1.0E-10                  226                      1.1938398481174794E-7
1.0E-10                  227                      1.1572494788563283E-7
1.0E-10                  228                      1.122065876536237E-7
1.0E-10                  229                      1.0881868165334998E-7
1.0E-10                  230                      1.0555881624572685E-7
1.0E-10                  231                      1.0242048326039556E-7
1.0E-10                  232                      9.939838731553812E-8
1.0E-10                  233                      9.648976169479059E-8
1.0E-10                  234                      9.368634178640834E-8
1.0E-10                  235                      9.098864213631555E-8
1.0E-10                  236                      8.838671444905706E-8
1.0E-10                  237                      8.588211646954058E-8
1.0E-10                  238                      8.346624615679944E-8
1.0E-10                  239                      8.113904733686271E-8
1.0E-10                  240                      7.889423460048035E-8
1.0E-10                  241                      7.672999708544192E-8
1.0E-10                  242                      7.464247044757828E-8
1.0E-10                  243                      7.262801757899176E-8
1.0E-10                  244                      7.068520583753653E-8
1.0E-10                  245                      6.880855692457599E-8
1.0E-10                  246                      6.699861659331107E-8
1.0E-10                  247                      6.524924682908102E-8
1.0E-10                  248                      6.356129442331279E-8
1.0E-10                  249                      6.192961841325353E-8
1.0E-10                  250                      6.035404313200753E-8
1.0E-10                  251                      5.8830893572036304E-8
1.0E-10                  252                      5.735889581878513E-8
1.0E-10                  253                      5.59358772871308E-8
1.0E-10                  254                      5.4559428966692646E-8
1.0E-10                  255                      5.3228875553782884E-8
1.0E-10                  256                      5.194066405003489E-8
1.0E-10                  257                      5.0695265208170205E-8
1.0E-10                  258                      4.948893264588407E-8
1.0E-10                  259                      4.832210505679252E-8
1.0E-10                  260                      4.719172941530991E-8
1.0E-10                  261                      4.6097603054189736E-8
1.0E-10                  262                      4.503758337695209E-8
1.0E-10                  263                      4.401077652108504E-8
1.0E-10                  264                      4.301596508906621E-8
1.0E-10                  265                      4.205153720311942E-8
1.0E-10                  266                      4.111720119253278E-8
1.0E-10                  267                      4.0210612058834264E-8
1.0E-10                  268                      3.9331934357540485E-8
1.0E-10                  269                      3.8476698360967376E-8
1.0E-10                  270                      3.764637494324868E-8
1.0E-10                  271                      3.684096410438441E-8
1.0E-10                  272                      3.6093681905083E-8
1.0E-10                  273                      3.538989447733096E-8
1.0E-10                  274                      3.468610704957892E-8
1.0E-10                  275                      3.3982319621826876E-8
1.0E-10                  276                      3.333366265643102E-8
1.0E-10                  277                      3.269753213644651E-8
1.0E-10                  278                      3.2061401616462E-8
1.0E-10                  279                      3.144170022273992E-8
1.0E-10                  280                      3.091073460430133E-8
1.0E-10                  281                      3.037976898586273E-8
1.0E-10                  282                      2.9848803367424144E-8
1.0E-10                  283                      2.931783774898554E-8
1.0E-10                  284                      2.8786872130546952E-8
1.0E-10                  285                      2.8255906512108356E-8
1.0E-10                  286                      2.7724940893669763E-8
1.0E-10                  287                      2.726549182147697E-8
1.0E-10                  288                      2.6819770414032233E-8
1.0E-10                  289                      2.637404900658749E-8
1.0E-10                  290                      2.5928327599142757E-8
1.0E-10                  291                      2.5482606191698016E-8
1.0E-10                  292                      2.5036884784253284E-8
1.0E-10                  293                      2.4591163376808536E-8
1.0E-10                  294                      2.4181304869660365E-8
1.0E-10                  295                      2.3804325981189123E-8
1.0E-10                  296                      2.342734709271787E-8
1.0E-10                  297                      2.305036820424662E-8
1.0E-10                  298                      2.2673389315775367E-8
1.0E-10                  299                      2.2296410427304115E-8
1.0E-10                  300                      2.1919431538832857E-8
1.0E-10                  301                      2.1553868957108128E-8
1.0E-10                  302                      2.1232732686265015E-8
1.0E-10                  303                      2.0911596415421902E-8
1.0E-10                  304                      2.059046014457879E-8
1.0E-10                  305                      2.026932387373568E-8
1.0E-10                  306                      1.994818760289257E-8
1.0E-10                  307                      1.9627051332049453E-8
1.0E-10                  308                      1.9305915061206336E-8
1.0E-10                  309                      1.902531393886441E-8
1.0E-10                  310                      1.874986778648213E-8
1.0E-10                  311                      1.847442163409985E-8
1.0E-10                  312                      1.819897548171757E-8
1.0E-10                  313                      1.7923529329335298E-8
1.0E-10                  314                      1.764808317695302E-8
1.0E-10                  315                      1.7372637024570745E-8
1.0E-10                  316                      1.7118633855102966E-8
1.0E-10                  317                      1.6880812673996766E-8
1.0E-10                  318                      1.6642991492890572E-8
1.0E-10                  319                      1.6405170311784386E-8
1.0E-10                  320                      1.6167349130678192E-8
1.0E-10                  321                      1.5929527949571996E-8
1.0E-10                  322                      1.569170676846581E-8
1.0E-10                  323                      1.5456918941298808E-8
1.0E-10                  324                      1.5233090560124135E-8
1.0E-10                  325                      1.5012434226821E-8
1.0E-10                  326                      1.4794949941389401E-8
1.0E-10                  327                      1.4580637703829339E-8
1.0E-10                  328                      1.4369497514140812E-8
1.0E-10                  329                      1.4161529372323826E-8
1.0E-10                  330                      1.3956733278378369E-8
1.0E-10                  331                      1.3755109232304455E-8
1.0E-10                  332                      1.355665723410208E-8
1.0E-10                  333                      1.3361377283771237E-8
1.0E-10                  334                      1.3169269381311932E-8
1.0E-10                  335                      1.298033352672416E-8
1.0E-10                  336                      1.2794569720007932E-8
1.0E-10                  337                      1.2611977961163239E-8
1.0E-10                  338                      1.2432451151880215E-8
1.0E-10                  339                      1.225601184539394E-8
1.0E-10                  340                      1.2082721867807837E-8
1.0E-10                  341                      1.1912581219121896E-8
1.0E-10                  342                      1.174558989933613E-8
1.0E-10                  343                      1.158174790845053E-8
1.0E-10                  344                      1.1421055246465097E-8
1.0E-10                  345                      1.126351191337984E-8
1.0E-10                  346                      1.1109117909194746E-8
1.0E-10                  347                      1.0957873233909826E-8
1.0E-10                  348                      1.0809777887525075E-8
1.0E-10                  349                      1.0664831870040487E-8
1.0E-10                  350                      1.0523035181456074E-8
1.0E-10                  351                      1.0384387821771829E-8
1.0E-10                  352                      1.024888979098775E-8
1.0E-10                  353                      1.0110904148128345E-8
1.0E-10                  354                      9.975246012233221E-9
1.0E-10                  355                      9.84200332716652E-9
1.0E-10                  356                      9.711176092928246E-9
1.0E-10                  357                      9.5827643095184E-9
1.0E-10                  358                      9.456767976936989E-9
1.0E-10                  359                      9.333187095184E-9
1.0E-10                  360                      9.212021664259443E-9
1.0E-10                  361                      9.093271684163313E-9
1.0E-10                  362                      8.976937154895611E-9
1.0E-10                  363                      8.863018076456343E-9
1.0E-10                  364                      8.751514448845499E-9
1.0E-10                  365                      8.642426272063082E-9
1.0E-10                  366                      8.535753546109099E-9
1.0E-10                  367                      8.42979897646451E-9
1.0E-10                  368                      8.322657197466678E-9
1.0E-10                  369                      8.21728186952254E-9
1.0E-10                  370                      8.113672992632095E-9
1.0E-10                  371                      8.011830566795345E-9
1.0E-10                  372                      7.911754592012285E-9
1.0E-10                  373                      7.81344506828292E-9
1.0E-10                  374                      7.71690199560725E-9
1.0E-10                  375                      7.622125373985268E-9
1.0E-10                  376                      7.529115203416988E-9
1.0E-10                  377                      7.437871483902396E-9
1.0E-10                  378                      7.3483942154415E-9
1.0E-10                  379                      7.260683398034294E-9
1.0E-10                  380                      7.174739031680783E-9
1.0E-10                  381                      7.090561116380965E-9
1.0E-10                  382                      7.005551559217277E-9
1.0E-10                  383                      6.920864448993675E-9
1.0E-10                  384                      6.837470022520995E-9
1.0E-10                  385                      6.7553682797992385E-9
1.0E-10                  386                      6.674559220828402E-9
1.0E-10                  387                      6.595042845608488E-9
1.0E-10                  388                      6.516819154139496E-9
1.0E-10                  389                      6.439888146421428E-9
1.0E-10                  390                      6.36424982245428E-9
1.0E-10                  391                      6.289904182238052E-9
1.0E-10                  392                      6.216851225772749E-9
1.0E-10                  393                      6.145090953058366E-9
1.0E-10                  394                      6.074623364094907E-9
1.0E-10                  395                      6.005448458882369E-9
1.0E-10                  396                      5.937373515588341E-9
1.0E-10                  397                      5.868199232825471E-9
1.0E-10                  398                      5.799990338859587E-9
1.0E-10                  399                      5.732746833690686E-9
1.0E-10                  400                      5.666468717318772E-9
1.0E-10                  401                      5.60115598974384E-9
1.0E-10                  402                      5.536808650965891E-9
1.0E-10                  403                      5.473426700984926E-9
1.0E-10                  404                      5.411010139800949E-9
1.0E-10                  405                      5.349558967413952E-9
1.0E-10                  406                      5.289073183823939E-9
1.0E-10                  407                      5.229552789030913E-9
1.0E-10                  408                      5.17099778303487E-9
1.0E-10                  409                      5.1134081658358114E-9
1.0E-10                  410                      5.056783937433735E-9
1.0E-10                  411                      5.0003677735620634E-9
1.0E-10                  412                      4.943811474524533E-9
1.0E-10                  413                      4.887995113528951E-9
1.0E-10                  414                      4.832918690575313E-9
1.0E-10                  415                      4.778582205663625E-9
1.0E-10                  416                      4.7249856587938825E-9
1.0E-10                  417                      4.672129049966086E-9
1.0E-10                  418                      4.62001237918024E-9
1.0E-10                  419                      4.5686356464363396E-9
1.0E-10                  420                      4.517998851734388E-9
1.0E-10                  421                      4.468101995074382E-9
1.0E-10                  422                      4.418945076456323E-9
1.0E-10                  423                      4.370528095880211E-9
1.0E-10                  424                      4.322851053346049E-9
1.0E-10                  425                      4.275913948853833E-9
1.0E-10                  426                      4.228725454246087E-9
1.0E-10                  427                      4.1819025299009796E-9
1.0E-10                  428                      4.1356612616571455E-9
1.0E-10                  429                      4.0900016495145875E-9
1.0E-10                  430                      4.044923693473303E-9
1.0E-10                  431                      4.000427393533292E-9
1.0E-10                  432                      3.9565127496945574E-9
1.0E-10                  433                      3.913179761957097E-9
1.0E-10                  434                      3.870428430320911E-9
1.0E-10                  435                      3.828258754786E-9
1.0E-10                  436                      3.786670735352363E-9
1.0E-10                  437                      3.745664372020001E-9
1.0E-10                  438                      3.7052396647889142E-9
1.0E-10                  439                      3.6653966136591006E-9
1.0E-10                  440                      3.6259099165471666E-9
1.0E-10                  441                      3.5858519971605923E-9
1.0E-10                  442                      3.546203326086714E-9
1.0E-10                  443                      3.506963903325534E-9
1.0E-10                  444                      3.4681337288770506E-9
1.0E-10                  445                      3.4297128027412656E-9
1.0E-10                  446                      3.391701124918176E-9
1.0E-10                  447                      3.354098695407785E-9
1.0E-10                  448                      3.316905514210091E-9
1.0E-10                  449                      3.280121581325096E-9
1.0E-10                  450                      3.2437468967527966E-9
1.0E-10                  451                      3.2077814604931954E-9
1.0E-10                  452                      3.17222527254629E-9
1.0E-10                  453                      3.1370783329120834E-9
1.0E-10                  454                      3.102340641590574E-9
1.0E-10                  455                      3.0680121985817615E-9
1.0E-10                  456                      3.034093003885646E-9
1.0E-10                  457                      3.0005830575022293E-9
1.0E-10                  458                      2.967482359431509E-9
1.0E-10                  459                      2.9347909096734846E-9
1.0E-10                  460                      2.90250870822816E-9
1.0E-10                  461                      2.870635755095532E-9
1.0E-10                  462                      2.8391720502756005E-9
1.0E-10                  463                      2.8081175937683663E-9
1.0E-10                  464                      2.77747238557383E-9
1.0E-10                  465                      2.747236425691991E-9
1.0E-10                  466                      2.717409714122849E-9
1.0E-10                  467                      2.687992250866405E-9
1.0E-10                  468                      2.6589840359226577E-9
1.0E-10                  469                      2.630385069291608E-9
1.0E-10                  470                      2.601087465403374E-9
1.0E-10                  471                      2.572008898997732E-9
1.0E-10                  472                      2.5432586619869987E-9
1.0E-10                  473                      2.5148367543711745E-9
1.0E-10                  474                      2.486743176150259E-9
1.0E-10                  475                      2.4589779273242537E-9
1.0E-10                  476                      2.4315410078931563E-9
1.0E-10                  477                      2.404432417856969E-9
1.0E-10                  478                      2.3776521572156907E-9
1.0E-10                  479                      2.351200225969322E-9
1.0E-10                  480                      2.3250766241178617E-9
1.0E-10                  481                      2.2992813516613107E-9
1.0E-10                  482                      2.2738144085996685E-9
1.0E-10                  483                      2.248675794932937E-9
1.0E-10                  484                      2.223865510661114E-9
1.0E-10                  485                      2.1993835557842E-9
1.0E-10                  486                      2.175229930302195E-9
1.0E-10                  487                      2.1514046342150994E-9
1.0E-10                  488                      2.1279076675229122E-9
1.0E-10                  489                      2.104739030225635E-9
1.0E-10                  490                      2.0818987223232667E-9
1.0E-10                  491                      2.059386743815807E-9
1.0E-10                  492                      2.0372030947032574E-9
1.0E-10                  493                      2.015347774985616E-9
1.0E-10                  494                      1.9938207846628847E-9
1.0E-10                  495                      1.972622123735062E-9
1.0E-10                  496                      1.951751792202149E-9
1.0E-10                  497                      1.931209790064145E-9
1.0E-10                  498                      1.9109961173210496E-9
1.0E-10                  499                      1.890221695988714E-9
1.0E-10                  500                      1.8691956525394494E-9
1.0E-10                  501                      1.848404802144388E-9
1.0E-10                  502                      1.8278491448035285E-9
1.0E-10                  503                      1.8075286805168708E-9
1.0E-10                  504                      1.7874434092844152E-9
1.0E-10                  505                      1.7675933311061626E-9
1.0E-10                  506                      1.7479784459821113E-9
1.0E-10                  507                      1.7285987539122628E-9
1.0E-10                  508                      1.7094542548966169E-9
1.0E-10                  509                      1.690544948935172E-9
1.0E-10                  510                      1.6718708360279301E-9
1.0E-10                  511                      1.6534319161748906E-9
1.0E-10                  512                      1.635228189376053E-9
1.0E-10                  513                      1.6172596556314172E-9
1.0E-10                  514                      1.599526314940984E-9
1.0E-10                  515                      1.5820281673047528E-9
1.0E-10                  516                      1.564765212722724E-9
1.0E-10                  517                      1.5477374511948972E-9
1.0E-10                  518                      1.5309448827212725E-9
1.0E-10                  519                      1.51438750730185E-9
1.0E-10                  520                      1.4980653249366302E-9
1.0E-10                  521                      1.4819783356256122E-9
1.0E-10                  522                      1.4661265393687965E-9
1.0E-10                  523                      1.4505099361661828E-9
1.0E-10                  524                      1.4351285260177716E-9
1.0E-10                  525                      1.4199823089235624E-9
1.0E-10                  526                      1.4050712848835557E-9
1.0E-10                  527                      1.3903954538977504E-9
1.0E-10                  528                      1.3755879811570717E-9
1.0E-10                  529                      1.3603433805212223E-9
1.0E-10                  530                      1.3452669472611286E-9
1.0E-10                  531                      1.3303586813767905E-9
1.0E-10                  532                      1.3156185828682076E-9
1.0E-10                  533                      1.3010466517353806E-9
1.0E-10                  534                      1.2866428879783099E-9
1.0E-10                  535                      1.2724072915969943E-9
1.0E-10                  536                      1.2583398625914338E-9
1.0E-10                  537                      1.2444406009616296E-9
1.0E-10                  538                      1.2307095067075807E-9
1.0E-10                  539                      1.2171465798292872E-9
1.0E-10                  540                      1.2037518203267497E-9
1.0E-10                  541                      1.1905252281999678E-9
1.0E-10                  542                      1.1774668034489416E-9
1.0E-10                  543                      1.164576546073671E-9
1.0E-10                  544                      1.1518544560741559E-9
1.0E-10                  545                      1.1393005334503966E-9
1.0E-10                  546                      1.1269147782023928E-9
1.0E-10                  547                      1.1146971903301443E-9
1.0E-10                  548                      1.1026477698336516E-9
1.0E-10                  549                      1.0907665167129145E-9
1.0E-10                  550                      1.0790534309679333E-9
1.0E-10                  551                      1.0675085125987072E-9
1.0E-10                  552                      1.0561317616052368E-9
1.0E-10                  553                      1.0449231779875226E-9
1.0E-10                  554                      1.0338827617455635E-9
1.0E-10                  555                      1.02301051287936E-9
1.0E-10                  556                      1.0123064313889126E-9
1.0E-10                  557                      1.0017012841019238E-9
1.0E-10                  558                      9.906172363926924E-10
1.0E-10                  559                      9.796543386352557E-10
1.0E-10                  560                      9.688125908296138E-10
1.0E-10                  561                      9.580919929757667E-10
1.0E-10                  562                      9.474925450737143E-10
1.0E-10                  563                      9.370142471234568E-10
1.0E-10                  564                      9.266570991249939E-10
1.0E-10                  565                      9.164211010783259E-10
1.0E-10                  566                      9.063062529834525E-10
1.0E-10                  567                      8.96312554840374E-10
1.0E-10                  568                      8.864400066490904E-10
1.0E-10                  569                      8.766886084096018E-10
1.0E-10                  570                      8.670583601219074E-10
1.0E-10                  571                      8.575492617860081E-10
1.0E-10                  572                      8.481613134019036E-10
1.0E-10                  573                      8.388945149695937E-10
1.0E-10                  574                      8.297488664890788E-10
1.0E-10                  575                      8.207243679603586E-10
1.0E-10                  576                      8.118210193834331E-10
1.0E-10                  577                      8.030388207583024E-10
1.0E-10                  578                      7.943777720849666E-10
1.0E-10                  579                      7.858378733634253E-10
1.0E-10                  580                      7.774191245936792E-10
1.0E-10                  581                      7.691215257757274E-10
1.0E-10                  582                      7.609450769095707E-10
1.0E-10                  583                      7.528897779952089E-10
1.0E-10                  584                      7.449556290326416E-10
1.0E-10                  585                      7.371426300218692E-10
1.0E-10                  586                      7.294507809628916E-10
1.0E-10                  587                      7.214623360893826E-10
1.0E-10                  588                      7.134796472616129E-10
1.0E-10                  589                      7.055847156772615E-10
1.0E-10                  590                      6.977775413363274E-10
1.0E-10                  591                      6.90058124238811E-10
1.0E-10                  592                      6.824264643847123E-10
1.0E-10                  593                      6.748825617740313E-10
1.0E-10                  594                      6.674264164067677E-10
1.0E-10                  595                      6.600580282829219E-10
1.0E-10                  596                      6.527773974024936E-10
1.0E-10                  597                      6.45584523765483E-10
1.0E-10                  598                      6.384794073718899E-10
1.0E-10                  599                      6.314620482217147E-10
1.0E-10                  600                      6.245324463149571E-10
1.0E-10                  601                      6.176906016516171E-10
1.0E-10                  602                      6.109365142316946E-10
1.0E-10                  603                      6.042701840551899E-10
1.0E-10                  604                      5.976916111221027E-10
1.0E-10                  605                      5.912007954324333E-10
1.0E-10                  606                      5.847977369861817E-10
1.0E-10                  607                      5.784824357833472E-10
1.0E-10                  608                      5.722548918239307E-10
