% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:51
% Table:              tce_retention_mass_0 - tce_outflow_mass_Inte (tce_outflow_Inte)
% lowPM_per              t (s)                    tce_retention_mass (mol/m)
1.0E-10                  93                       1.3412291147416034E-4
1.0E-10                  94                       1.3259640656266265E-4
1.0E-10                  95                       1.310660921618151E-4
1.0E-10                  96                       1.2953204899023238E-4
1.0E-10                  97                       1.2799400259616532E-4
1.0E-10                  98                       1.2645221765946195E-4
1.0E-10                  99                       1.2490740952853308E-4
1.0E-10                  100                      1.2335991207940579E-4
1.0E-10                  101                      1.2180960033214341E-4
1.0E-10                  102                      1.2025566657558267E-4
1.0E-10                  103                      1.1869845934585284E-4
1.0E-10                  104                      1.1713821431729773E-4
1.0E-10                  105                      1.1557506195123405E-4
1.0E-10                  106                      1.1400917071987954E-4
1.0E-10                  107                      1.124414954941205E-4
1.0E-10                  108                      1.1087186234578282E-4
1.0E-10                  109                      1.093002977120269E-4
1.0E-10                  110                      1.0772703895998764E-4
1.0E-10                  111                      1.0615228549482037E-4
1.0E-10                  112                      1.045760448700815E-4
1.0E-10                  113                      1.0299854693377939E-4
1.0E-10                  114                      1.0142002408488062E-4
1.0E-10                  115                      9.984072713055696E-5
1.0E-10                  116                      9.826092556230628E-5
1.0E-10                  117                      9.668129212391324E-5
1.0E-10                  118                      9.510205750140935E-5
1.0E-10                  119                      9.352338884732163E-5
1.0E-10                  120                      9.19455442244764E-5
1.0E-10                  121                      9.036898245859282E-5
1.0E-10                  122                      8.879425025465125E-5
1.0E-10                  123                      8.72215034505267E-5
1.0E-10                  124                      8.565103544375145E-5
1.0E-10                  125                      8.408330534287281E-5
1.0E-10                  126                      8.251889937159457E-5
1.0E-10                  127                      8.095830942704958E-5
1.0E-10                  128                      7.940204372467053E-5
1.0E-10                  129                      7.785052233319403E-5
1.0E-10                  130                      7.630486018522872E-5
1.0E-10                  131                      7.47661199310465E-5
1.0E-10                  132                      7.323321912353078E-5
1.0E-10                  133                      7.170725655036325E-5
1.0E-10                  134                      7.018895071476978E-5
1.0E-10                  135                      6.867894756590669E-5
1.0E-10                  136                      6.717817246205986E-5
1.0E-10                  137                      6.568722574826842E-5
1.0E-10                  138                      6.420665571558849E-5
1.0E-10                  139                      6.273714721604345E-5
1.0E-10                  140                      6.127944414791514E-5
1.0E-10                  141                      5.983437850253E-5
1.0E-10                  142                      5.840255158210706E-5
1.0E-10                  143                      5.6984637240907044E-5
1.0E-10                  144                      5.558141580536326E-5
1.0E-10                  145                      5.419365409718316E-5
1.0E-10                  146                      5.282210986074421E-5
1.0E-10                  147                      5.14675168574682E-5
1.0E-10                  148                      5.013058136495997E-5
1.0E-10                  149                      4.881198416137614E-5
1.0E-10                  150                      4.751238342210932E-5
1.0E-10                  151                      4.6232416956554557E-5
1.0E-10                  152                      4.497270433595301E-5
1.0E-10                  153                      4.373403042343E-5
1.0E-10                  154                      4.251697628052781E-5
1.0E-10                  155                      4.132185043500566E-5
1.0E-10                  156                      4.014904757134999E-5
1.0E-10                  157                      3.899914901232751E-5
1.0E-10                  158                      3.7872414262142635E-5
1.0E-10                  159                      3.676953050982227E-5
1.0E-10                  160                      3.569044531315007E-5
1.0E-10                  161                      3.4635859647564385E-5
1.0E-10                  162                      3.360562969915727E-5
1.0E-10                  163                      3.26002064599294E-5
1.0E-10                  164                      3.1619524066649895E-5
1.0E-10                  165                      3.0663769159030413E-5
1.0E-10                  166                      2.9732884689417637E-5
1.0E-10                  167                      2.8826886346487804E-5
1.0E-10                  168                      2.794562759077405E-5
1.0E-10                  169                      2.7089073200756855E-5
1.0E-10                  170                      2.625686910378769E-5
1.0E-10                  171                      2.5449033167296458E-5
1.0E-10                  172                      2.466497665455233E-5
1.0E-10                  173                      2.390473173584668E-5
1.0E-10                  174                      2.3167622252557773E-5
1.0E-10                  175                      2.24535474083305E-5
1.0E-10                  176                      2.1761886084084203E-5
1.0E-10                  177                      2.1092314448856114E-5
1.0E-10                  178                      2.0444384993479418E-5
1.0E-10                  179                      1.9817464378422262E-5
1.0E-10                  180                      1.921139149735296E-5
1.0E-10                  181                      1.8625141404538468E-5
1.0E-10                  182                      1.8058838340488574E-5
1.0E-10                  183                      1.7511296981046098E-5
1.0E-10                  184                      1.698262894815617E-5
1.0E-10                  185                      1.6471784206701464E-5
1.0E-10                  186                      1.5978655669686495E-5
1.0E-10                  187                      1.550245142822426E-5
1.0E-10                  188                      1.5042791735731425E-5
1.0E-10                  189                      1.4599198271872177E-5
1.0E-10                  190                      1.4170970139132502E-5
1.0E-10                  191                      1.3757988578102741E-5
1.0E-10                  192                      1.3359191728366038E-5
1.0E-10                  193                      1.2974746119471226E-5
1.0E-10                  194                      1.260354837400363E-5
1.0E-10                  195                      1.2245689405811835E-5
1.0E-10                  196                      1.1900259339632981E-5
1.0E-10                  197                      1.1567147005814544E-5
1.0E-10                  198                      1.1245704715979106E-5
1.0E-10                  199                      1.0935590216789865E-5
1.0E-10                  200                      1.0636445052188966E-5
1.0E-10                  201                      1.034767509748604E-5
1.0E-10                  202                      1.0069228623537222E-5
1.0E-10                  203                      9.800246355234958E-6
1.0E-10                  204                      9.540889595732653E-6
1.0E-10                  205                      9.290338129064887E-6
1.0E-10                  206                      9.048645910705146E-6
1.0E-10                  207                      8.815173252851648E-6
1.0E-10                  208                      8.589822952376563E-6
1.0E-10                  209                      8.372159081305314E-6
1.0E-10                  210                      8.161919170831642E-6
1.0E-10                  211                      7.958880430560765E-6
1.0E-10                  212                      7.76260632016806E-6
1.0E-10                  213                      7.573086596179964E-6
1.0E-10                  214                      7.389721616051618E-6
1.0E-10                  215                      7.212627582770755E-6
1.0E-10                  216                      7.041259797034409E-6
1.0E-10                  217                      6.875642688254825E-6
1.0E-10                  218                      6.715365274000588E-6
1.0E-10                  219                      6.5603493036176415E-6
1.0E-10                  220                      6.4103243921525056E-6
1.0E-10                  221                      6.2651027271902154E-6
1.0E-10                  222                      6.124557582206064E-6
1.0E-10                  223                      5.988388082263732E-6
1.0E-10                  224                      5.856600845309906E-6
1.0E-10                  225                      5.728811577440436E-6
1.0E-10                  226                      5.6050881261990166E-6
1.0E-10                  227                      5.485091327103841E-6
1.0E-10                  228                      5.368828419051817E-6
1.0E-10                  229                      5.256048290557549E-6
1.0E-10                  230                      5.146691441887865E-6
1.0E-10                  231                      5.040597789451461E-6
1.0E-10                  232                      4.937637268899303E-6
1.0E-10                  233                      4.837741888555047E-6
1.0E-10                  234                      4.7407091291237386E-6
1.0E-10                  235                      4.64655166241864E-6
1.0E-10                  236                      4.555026928638083E-6
1.0E-10                  237                      4.46617312432443E-6
1.0E-10                  238                      4.3797814103524615E-6
1.0E-10                  239                      4.295850653256661E-6
1.0E-10                  240                      4.214228730917868E-6
1.0E-10                  241                      4.134871530206796E-6
1.0E-10                  242                      4.0576852692159815E-6
1.0E-10                  243                      3.9825806224281015E-6
1.0E-10                  244                      3.909522547410468E-6
1.0E-10                  245                      3.83837540771354E-6
1.0E-10                  246                      3.769152615563652E-6
1.0E-10                  247                      3.7017013355713313E-6
1.0E-10                  248                      3.6360425191945734E-6
1.0E-10                  249                      3.572047688730187E-6
1.0E-10                  250                      3.5097122329735E-6
1.0E-10                  251                      3.4489439034785353E-6
1.0E-10                  252                      3.389710204254122E-6
1.0E-10                  253                      3.331956194261787E-6
1.0E-10                  254                      3.275620008730225E-6
1.0E-10                  255                      3.2206843888550705E-6
1.0E-10                  256                      3.1670572974524652E-6
1.0E-10                  257                      3.1147508154621986E-6
1.0E-10                  258                      3.0636669951498133E-6
1.0E-10                  259                      3.0138171271790312E-6
1.0E-10                  260                      2.965120781678742E-6
1.0E-10                  261                      2.9175723289815848E-6
1.0E-10                  262                      2.8711148471577223E-6
1.0E-10                  263                      2.825724222606532E-6
1.0E-10                  264                      2.781367863934217E-6
1.0E-10                  265                      2.738002129330412E-6
1.0E-10                  266                      2.69561914722279E-6
1.0E-10                  267                      2.654155140454314E-6
1.0E-10                  268                      2.613615878801054E-6
1.0E-10                  269                      2.5738928358867266E-6
1.0E-10                  270                      2.5350217903969585E-6
1.0E-10                  271                      2.497002742331742E-6
1.0E-10                  272                      2.460976378559413E-6
1.0E-10                  273                      2.426442756345423E-6
1.0E-10                  274                      2.391909134131437E-6
1.0E-10                  275                      2.3573755119174505E-6
1.0E-10                  276                      2.324789512219525E-6
1.0E-10                  277                      2.292646040773435E-6
1.0E-10                  278                      2.2605025693273487E-6
1.0E-10                  279                      2.2289739199216342E-6
1.0E-10                  280                      2.2007660016091365E-6
1.0E-10                  281                      2.172558083296641E-6
1.0E-10                  282                      2.144350164984145E-6
1.0E-10                  283                      2.116142246671648E-6
1.0E-10                  284                      2.087934328359153E-6
1.0E-10                  285                      2.0597264100466574E-6
1.0E-10                  286                      2.03151849173416E-6
1.0E-10                  287                      2.0061034780355058E-6
1.0E-10                  288                      1.9812245648649747E-6
1.0E-10                  289                      1.956345651694446E-6
1.0E-10                  290                      1.9314667385239135E-6
1.0E-10                  291                      1.9065878253533843E-6
1.0E-10                  292                      1.881708912182854E-6
1.0E-10                  293                      1.8568299990123218E-6
1.0E-10                  294                      1.8334199940797594E-6
1.0E-10                  295                      1.8113567051778552E-6
1.0E-10                  296                      1.7892934162759553E-6
1.0E-10                  297                      1.7672301273740547E-6
1.0E-10                  298                      1.7451668384721535E-6
1.0E-10                  299                      1.723103549570254E-6
1.0E-10                  300                      1.7010402606683524E-6
1.0E-10                  301                      1.6794672801147572E-6
1.0E-10                  302                      1.6598023238980415E-6
1.0E-10                  303                      1.6401373676813288E-6
1.0E-10                  304                      1.6204724114646157E-6
1.0E-10                  305                      1.6008074552479018E-6
1.0E-10                  306                      1.5811424990311874E-6
1.0E-10                  307                      1.5614775428144762E-6
1.0E-10                  308                      1.5418125865977598E-6
1.0E-10                  309                      1.5239725202008031E-6
1.0E-10                  310                      1.5063645302251343E-6
1.0E-10                  311                      1.4887565402494643E-6
1.0E-10                  312                      1.4711485502737955E-6
1.0E-10                  313                      1.4535405602981263E-6
1.0E-10                  314                      1.4359325703224573E-6
1.0E-10                  315                      1.4183245803467878E-6
1.0E-10                  316                      1.4017287025825685E-6
1.0E-10                  317                      1.38589661724833E-6
1.0E-10                  318                      1.3700645319140885E-6
1.0E-10                  319                      1.3542324465798485E-6
1.0E-10                  320                      1.3384003612456096E-6
1.0E-10                  321                      1.322568275911368E-6
1.0E-10                  322                      1.3067361905771283E-6
1.0E-10                  323                      1.2910562911024096E-6
1.0E-10                  324                      1.275926236038077E-6
1.0E-10                  325                      1.2609553252218093E-6
1.0E-10                  326                      1.2461435586536063E-6
1.0E-10                  327                      1.2314909363334677E-6
1.0E-10                  328                      1.2169974582613944E-6
1.0E-10                  329                      1.2026631244373837E-6
1.0E-10                  330                      1.1884879348614386E-6
1.0E-10                  331                      1.1744718895335583E-6
1.0E-10                  332                      1.1606149884537413E-6
1.0E-10                  333                      1.1469172316219898E-6
1.0E-10                  334                      1.1333786190383018E-6
1.0E-10                  335                      1.1199991507026777E-6
1.0E-10                  336                      1.1067788266151204E-6
1.0E-10                  337                      1.0937176467756245E-6
1.0E-10                  338                      1.0808467053215204E-6
1.0E-10                  339                      1.0681594543120451E-6
1.0E-10                  340                      1.0556379436100573E-6
1.0E-10                  341                      1.043282173215553E-6
1.0E-10                  342                      1.0310921431285334E-6
1.0E-10                  343                      1.0190678533489957E-6
1.0E-10                  344                      1.0072093038769436E-6
1.0E-10                  345                      9.955164947123748E-7
1.0E-10                  346                      9.839894258552918E-7
1.0E-10                  347                      9.72628097305692E-7
1.0E-10                  348                      9.614325090635771E-7
1.0E-10                  349                      9.50402661128946E-7
1.0E-10                  350                      9.395385535017972E-7
1.0E-10                  351                      9.288401861821355E-7
1.0E-10                  352                      9.183075591699566E-7
1.0E-10                  353                      9.077294725554182E-7
1.0E-10                  354                      8.972863349522475E-7
1.0E-10                  355                      8.86981441363222E-7
1.0E-10                  356                      8.768147917883459E-7
1.0E-10                  357                      8.667863862276145E-7
1.0E-10                  358                      8.568962246810298E-7
1.0E-10                  359                      8.471443071485932E-7
1.0E-10                  360                      8.37530633630302E-7
1.0E-10                  361                      8.28055204126158E-7
1.0E-10                  362                      8.187180186361615E-7
1.0E-10                  363                      8.095190771603114E-7
1.0E-10                  364                      8.004583796986081E-7
1.0E-10                  365                      7.915359262510499E-7
1.0E-10                  366                      7.8275171681764E-7
1.0E-10                  367                      7.740347668941715E-7
1.0E-10                  368                      7.653053899940805E-7
1.0E-10                  369                      7.566871145428805E-7
1.0E-10                  370                      7.48179940540572E-7
1.0E-10                  371                      7.397838679871576E-7
1.0E-10                  372                      7.314988968826352E-7
1.0E-10                  373                      7.23325027227005E-7
1.0E-10                  374                      7.152622590202676E-7
1.0E-10                  375                      7.073105922624231E-7
1.0E-10                  376                      6.994700269534717E-7
1.0E-10                  377                      6.917405630934113E-7
1.0E-10                  378                      6.841222006822452E-7
1.0E-10                  379                      6.766149397199698E-7
1.0E-10                  380                      6.69218780206588E-7
1.0E-10                  381                      6.61933722142098E-7
1.0E-10                  382                      6.546393902425104E-7
1.0E-10                  383                      6.473892559470433E-7
1.0E-10                  384                      6.402282724330274E-7
1.0E-10                  385                      6.331564397004627E-7
1.0E-10                  386                      6.261737577493483E-7
1.0E-10                  387                      6.192802265796843E-7
1.0E-10                  388                      6.124758461914703E-7
1.0E-10                  389                      6.057606165847084E-7
1.0E-10                  390                      5.991345377593959E-7
1.0E-10                  391                      5.925976097155343E-7
1.0E-10                  392                      5.861498324531243E-7
1.0E-10                  393                      5.797912059721639E-7
1.0E-10                  394                      5.735217302726543E-7
1.0E-10                  395                      5.673414053545955E-7
1.0E-10                  396                      5.612402754720406E-7
1.0E-10                  397                      5.55104727727068E-7
1.0E-10                  398                      5.490414231544269E-7
1.0E-10                  399                      5.430503617541178E-7
1.0E-10                  400                      5.371315435261408E-7
1.0E-10                  401                      5.312849684704949E-7
1.0E-10                  402                      5.255106365871817E-7
1.0E-10                  403                      5.198085478762002E-7
1.0E-10                  404                      5.141787023375497E-7
1.0E-10                  405                      5.086210999712312E-7
1.0E-10                  406                      5.031357407772446E-7
1.0E-10                  407                      4.977226247555898E-7
1.0E-10                  408                      4.923817519062669E-7
1.0E-10                  409                      4.871131222292753E-7
1.0E-10                  410                      4.81916735724616E-7
1.0E-10                  411                      4.767490035651788E-7
1.0E-10                  412                      4.7158988464436153E-7
1.0E-10                  413                      4.66490032771359E-7
1.0E-10                  414                      4.614494479461715E-7
1.0E-10                  415                      4.5646813016879795E-7
1.0E-10                  416                      4.5154607943923937E-7
1.0E-10                  417                      4.4668329575749597E-7
1.0E-10                  418                      4.418797791235666E-7
1.0E-10                  419                      4.371355295374528E-7
1.0E-10                  420                      4.324505469991531E-7
1.0E-10                  421                      4.2782483150866915E-7
1.0E-10                  422                      4.2325838306599896E-7
1.0E-10                  423                      4.18751201671144E-7
1.0E-10                  424                      4.1430328732410377E-7
1.0E-10                  425                      4.0991464002487793E-7
1.0E-10                  426                      4.05522035070084E-7
1.0E-10                  427                      4.011648208194098E-7
1.0E-10                  428                      3.968567787466776E-7
1.0E-10                  429                      3.9259790885188877E-7
1.0E-10                  430                      3.8838821113504275E-7
1.0E-10                  431                      3.842276855961399E-7
1.0E-10                  432                      3.801163322351803E-7
1.0E-10                  433                      3.7605415105216336E-7
1.0E-10                  434                      3.720411420470893E-7
1.0E-10                  435                      3.680773052199587E-7
1.0E-10                  436                      3.6416264057077113E-7
1.0E-10                  437                      3.602971480995258E-7
1.0E-10                  438                      3.5648082780622376E-7
1.0E-10                  439                      3.527136796908646E-7
1.0E-10                  440                      3.489793726923165E-7
1.0E-10                  441                      3.4521067127990607E-7
1.0E-10                  442                      3.4147864503656765E-7
1.0E-10                  443                      3.3778329396229976E-7
1.0E-10                  444                      3.341246180571037E-7
1.0E-10                  445                      3.305026173209782E-7
1.0E-10                  446                      3.2691729175392474E-7
1.0E-10                  447                      3.2336864135594184E-7
1.0E-10                  448                      3.1985666612703004E-7
1.0E-10                  449                      3.163813660671895E-7
1.0E-10                  450                      3.129427411764202E-7
1.0E-10                  451                      3.095407914547226E-7
1.0E-10                  452                      3.0617551690209543E-7
1.0E-10                  453                      3.0284691751854026E-7
1.0E-10                  454                      2.995549933040556E-7
1.0E-10                  455                      2.9629974425864267E-7
1.0E-10                  456                      2.930811703823007E-7
1.0E-10                  457                      2.8989927167502986E-7
1.0E-10                  458                      2.867540481368301E-7
1.0E-10                  459                      2.836454997677021E-7
1.0E-10                  460                      2.8057362656764495E-7
1.0E-10                  461                      2.77538428536659E-7
1.0E-10                  462                      2.7453990567474406E-7
1.0E-10                  463                      2.715780579819007E-7
1.0E-10                  464                      2.686528854581283E-7
1.0E-10                  465                      2.657643881034273E-7
1.0E-10                  466                      2.6291256591779715E-7
1.0E-10                  467                      2.600974189012386E-7
1.0E-10                  468                      2.573189470537509E-7
1.0E-10                  469                      2.545771503753347E-7
1.0E-10                  470                      2.517812480052412E-7
1.0E-10                  471                      2.490064348056738E-7
1.0E-10                  472                      2.462616662266735E-7
1.0E-10                  473                      2.435469422682411E-7
1.0E-10                  474                      2.40862262930376E-7
1.0E-10                  475                      2.3820762821307843E-7
1.0E-10                  476                      2.3558303811634832E-7
1.0E-10                  477                      2.329884926401858E-7
1.0E-10                  478                      2.304239917845906E-7
1.0E-10                  479                      2.2788953554956325E-7
1.0E-10                  480                      2.253851239351032E-7
1.0E-10                  481                      2.229107569412106E-7
1.0E-10                  482                      2.2046643456788577E-7
1.0E-10                  483                      2.1805215681512845E-7
1.0E-10                  484                      2.1566792368293843E-7
1.0E-10                  485                      2.133137351713162E-7
1.0E-10                  486                      2.1098959128026156E-7
1.0E-10                  487                      2.0869549200977403E-7
1.0E-10                  488                      2.064314373598539E-7
1.0E-10                  489                      2.0419742733050175E-7
1.0E-10                  490                      2.0199346192171728E-7
1.0E-10                  491                      1.998195411334999E-7
1.0E-10                  492                      1.9767566496585007E-7
1.0E-10                  493                      1.955618334187679E-7
1.0E-10                  494                      1.934780464922533E-7
1.0E-10                  495                      1.9142430418630585E-7
1.0E-10                  496                      1.8940060650092633E-7
1.0E-10                  497                      1.8740695343611418E-7
1.0E-10                  498                      1.8544334499186942E-7
1.0E-10                  499                      1.8343457375172884E-7
1.0E-10                  500                      1.8140678883169493E-7
1.0E-10                  501                      1.794011700967163E-7
1.0E-10                  502                      1.774177175467929E-7
1.0E-10                  503                      1.7545643118192492E-7
1.0E-10                  504                      1.7351731100211234E-7
1.0E-10                  505                      1.7160035700735508E-7
1.0E-10                  506                      1.697055691976531E-7
1.0E-10                  507                      1.6783294757300636E-7
1.0E-10                  508                      1.6598249213341502E-7
1.0E-10                  509                      1.641542028788789E-7
1.0E-10                  510                      1.623480798093981E-7
1.0E-10                  511                      1.6056412292497274E-7
1.0E-10                  512                      1.5880233222560263E-7
1.0E-10                  513                      1.5706270771128787E-7
1.0E-10                  514                      1.5534524938202845E-7
1.0E-10                  515                      1.536499572378241E-7
1.0E-10                  516                      1.5197683127867528E-7
1.0E-10                  517                      1.503258715045818E-7
1.0E-10                  518                      1.4869707791554345E-7
1.0E-10                  519                      1.470904505115606E-7
1.0E-10                  520                      1.4550598929263307E-7
1.0E-10                  521                      1.4394369425876066E-7
1.0E-10                  522                      1.4240356540994385E-7
1.0E-10                  523                      1.408856027461821E-7
1.0E-10                  524                      1.3938980626747584E-7
1.0E-10                  525                      1.3791617597382494E-7
1.0E-10                  526                      1.3646471186522924E-7
1.0E-10                  527                      1.3503541394168865E-7
1.0E-10                  528                      1.3359538150905744E-7
1.0E-10                  529                      1.3211721611490045E-7
1.0E-10                  530                      1.306552055042306E-7
1.0E-10                  531                      1.2920934967704794E-7
1.0E-10                  532                      1.2777964863335265E-7
1.0E-10                  533                      1.263661023731444E-7
1.0E-10                  534                      1.249687108964233E-7
1.0E-10                  535                      1.2358747420318942E-7
1.0E-10                  536                      1.2222239229344283E-7
1.0E-10                  537                      1.2087346516718328E-7
1.0E-10                  538                      1.1954069282441118E-7
1.0E-10                  539                      1.1822407526512615E-7
1.0E-10                  540                      1.1692361248932829E-7
1.0E-10                  541                      1.1563930449701772E-7
1.0E-10                  542                      1.1437115128819404E-7
1.0E-10                  543                      1.1311915286285791E-7
1.0E-10                  544                      1.1188330922100894E-7
1.0E-10                  545                      1.1066362036264703E-7
1.0E-10                  546                      1.0946008628777223E-7
1.0E-10                  547                      1.0827270699638502E-7
1.0E-10                  548                      1.071014824884848E-7
1.0E-10                  549                      1.0594641276407171E-7
1.0E-10                  550                      1.0480749782314577E-7
1.0E-10                  551                      1.0368473766570717E-7
1.0E-10                  552                      1.0257813229175577E-7
1.0E-10                  553                      1.0148768170129138E-7
1.0E-10                  554                      1.0041338589431435E-7
1.0E-10                  555                      9.935524487082453E-8
1.0E-10                  556                      9.831325863082184E-8
1.0E-10                  557                      9.728093262564487E-8
1.0E-10                  558                      9.620406198542642E-8
1.0E-10                  559                      9.513893557032071E-8
1.0E-10                  560                      9.408555338032774E-8
1.0E-10                  561                      9.304391541544812E-8
1.0E-10                  562                      9.201402167568141E-8
1.0E-10                  563                      9.099587216102765E-8
1.0E-10                  564                      8.998946687148681E-8
1.0E-10                  565                      8.899480580705903E-8
1.0E-10                  566                      8.801188896774411E-8
1.0E-10                  567                      8.704071635354222E-8
1.0E-10                  568                      8.608128796445328E-8
1.0E-10                  569                      8.513360380047727E-8
1.0E-10                  570                      8.419766386161439E-8
1.0E-10                  571                      8.327346814786434E-8
1.0E-10                  572                      8.236101665922729E-8
1.0E-10                  573                      8.146030939570327E-8
1.0E-10                  574                      8.057134635729215E-8
1.0E-10                  575                      7.969412754399396E-8
1.0E-10                  576                      7.882865295580888E-8
1.0E-10                  577                      7.797492259273673E-8
1.0E-10                  578                      7.713293645477753E-8
1.0E-10                  579                      7.630269454193126E-8
1.0E-10                  580                      7.548419685419805E-8
1.0E-10                  581                      7.467744339157767E-8
1.0E-10                  582                      7.388243415407037E-8
1.0E-10                  583                      7.309916914167604E-8
1.0E-10                  584                      7.232764835439469E-8
1.0E-10                  585                      7.156787179222635E-8
1.0E-10                  586                      7.081983945517088E-8
1.0E-10                  587                      7.004338040651005E-8
1.0E-10                  588                      6.926756916578349E-8
1.0E-10                  589                      6.85002910670585E-8
1.0E-10                  590                      6.774154611033523E-8
1.0E-10                  591                      6.699133429561359E-8
1.0E-10                  592                      6.624965562289357E-8
1.0E-10                  593                      6.551651009217526E-8
1.0E-10                  594                      6.479189770345855E-8
1.0E-10                  595                      6.40758184567436E-8
1.0E-10                  596                      6.336827235203024E-8
1.0E-10                  597                      6.266925938931855E-8
1.0E-10                  598                      6.197877956860858E-8
1.0E-10                  599                      6.129683288990018E-8
1.0E-10                  600                      6.062341935319344E-8
1.0E-10                  601                      5.995853895848846E-8
1.0E-10                  602                      5.9302191705784984E-8
1.0E-10                  603                      5.865437759508325E-8
1.0E-10                  604                      5.8015096626383205E-8
1.0E-10                  605                      5.738434879968479E-8
1.0E-10                  606                      5.6762134114987984E-8
1.0E-10                  607                      5.6148452572292913E-8
1.0E-10                  608                      5.554330417159946E-8
1.0E-10                  609                      5.494668891290769E-8
