% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:51
% Table:              tce_retention_mass_1 - tce_outflow_mass_Inte (tce_outflow_Inte)
% lowPM_per              t (s)                    tce_retention_mass (mol/m)
1.0E-11                  584                      3.692810264589471E-6
1.0E-11                  585                      3.6400356601062294E-6
1.0E-11                  586                      3.587919981059078E-6
1.0E-11                  587                      3.5364632274480115E-6
1.0E-11                  588                      3.485665399273034E-6
1.0E-11                  589                      3.4355264965341423E-6
1.0E-11                  590                      3.3860465192313376E-6
1.0E-11                  591                      3.3372254673646207E-6
1.0E-11                  592                      3.289063340933991E-6
1.0E-11                  593                      3.2415601399394484E-6
1.0E-11                  594                      3.1947158643809946E-6
1.0E-11                  595                      3.1485305142586245E-6
1.0E-11                  596                      3.103004089572344E-6
1.0E-11                  597                      3.0581365903221524E-6
1.0E-11                  598                      3.0139280165080457E-6
1.0E-11                  599                      2.970378368130026E-6
1.0E-11                  600                      2.927487645188096E-6
1.0E-11                  601                      2.8852558476822505E-6
1.0E-11                  602                      2.8436829756124935E-6
1.0E-11                  603                      2.8027690289788236E-6
1.0E-11                  604                      2.762514007781242E-6
1.0E-11                  605                      2.7229179120197447E-6
1.0E-11                  606                      2.683980741694336E-6
1.0E-11                  607                      2.644274631813854E-6
1.0E-11                  608                      2.604576667685721E-6
1.0E-11                  609                      2.565393209525184E-6
1.0E-11                  610                      2.5267242573322454E-6
1.0E-11                  611                      2.4885698111069015E-6
1.0E-11                  612                      2.450929870849153E-6
1.0E-11                  613                      2.413804436559001E-6
1.0E-11                  614                      2.3771935082364455E-6
1.0E-11                  615                      2.341097085881486E-6
1.0E-11                  616                      2.305515169494122E-6
1.0E-11                  617                      2.2704477590743547E-6
1.0E-11                  618                      2.235894854622183E-6
1.0E-11                  619                      2.2018564561376078E-6
1.0E-11                  620                      2.1683325636206284E-6
1.0E-11                  621                      2.135323177071245E-6
1.0E-11                  622                      2.1028282964894577E-6
1.0E-11                  623                      2.0708479218752656E-6
1.0E-11                  624                      2.0393820532286704E-6
1.0E-11                  625                      2.008430690549673E-6
1.0E-11                  626                      1.9779938338382695E-6
1.0E-11                  627                      1.948071483094463E-6
1.0E-11                  628                      1.9186636383182527E-6
1.0E-11                  629                      1.8897702995096367E-6
1.0E-11                  630                      1.8613914666686188E-6
1.0E-11                  631                      1.8335271397951964E-6
1.0E-11                  632                      1.8061773188893709E-6
1.0E-11                  633                      1.778657014583725E-6
1.0E-11                  634                      1.7505619750283011E-6
1.0E-11                  635                      1.7228553288902047E-6
1.0E-11                  636                      1.6955370761694391E-6
1.0E-11                  637                      1.6686072168660024E-6
1.0E-11                  638                      1.642065750979895E-6
1.0E-11                  639                      1.6159126785111182E-6
1.0E-11                  640                      1.5901479994596693E-6
1.0E-11                  641                      1.5647717138255503E-6
1.0E-11                  642                      1.5397838216087612E-6
1.0E-11                  643                      1.515184322809301E-6
1.0E-11                  644                      1.4909732174271705E-6
1.0E-11                  645                      1.4671505054623703E-6
1.0E-11                  646                      1.4437161869148986E-6
1.0E-11                  647                      1.4206702617847572E-6
1.0E-11                  648                      1.3980127300719438E-6
1.0E-11                  649                      1.3757435917764603E-6
1.0E-11                  650                      1.3538628468983072E-6
1.0E-11                  651                      1.3323704954374825E-6
1.0E-11                  652                      1.311266537393988E-6
1.0E-11                  653                      1.2905509727678227E-6
1.0E-11                  654                      1.2702238015589867E-6
1.0E-11                  655                      1.2502850237674801E-6
1.0E-11                  656                      1.230734639393303E-6
1.0E-11                  657                      1.2115726484364552E-6
1.0E-11                  658                      1.192799050896938E-6
1.0E-11                  659                      1.1743012444484959E-6
1.0E-11                  660                      1.1548734372371695E-6
1.0E-11                  661                      1.1357299066787854E-6
1.0E-11                  662                      1.1168706527733437E-6
1.0E-11                  663                      1.0982956755208442E-6
1.0E-11                  664                      1.0800049749212873E-6
1.0E-11                  665                      1.061998550974673E-6
1.0E-11                  666                      1.0442764036810013E-6
1.0E-11                  667                      1.026838533040272E-6
1.0E-11                  668                      1.0096849390524846E-6
1.0E-11                  669                      9.928156217176398E-7
1.0E-11                  670                      9.76230581035738E-7
1.0E-11                  671                      9.59929817006778E-7
1.0E-11                  672                      9.439133296307606E-7
1.0E-11                  673                      9.281811189076858E-7
1.0E-11                  674                      9.127331848375534E-7
1.0E-11                  675                      8.975695274203632E-7
1.0E-11                  676                      8.826901466561158E-7
1.0E-11                  677                      8.680950425448109E-7
1.0E-11                  678                      8.537842150864482E-7
1.0E-11                  679                      8.397576642810279E-7
1.0E-11                  680                      8.260153901285504E-7
1.0E-11                  681                      8.12557392629015E-7
1.0E-11                  682                      7.993836717824218E-7
1.0E-11                  683                      7.864942275887717E-7
1.0E-11                  684                      7.738890600480633E-7
1.0E-11                  685                      7.61568169160298E-7
1.0E-11                  686                      7.486860309220604E-7
1.0E-11                  687                      7.357449532246866E-7
1.0E-11                  688                      7.230057134112616E-7
1.0E-11                  689                      7.104683114817849E-7
1.0E-11                  690                      6.98132747436257E-7
1.0E-11                  691                      6.859990212746776E-7
1.0E-11                  692                      6.740671329970471E-7
1.0E-11                  693                      6.623370826033651E-7
1.0E-11                  694                      6.508088700936316E-7
1.0E-11                  695                      6.394824954678465E-7
1.0E-11                  696                      6.283579587260104E-7
1.0E-11                  697                      6.174352598681227E-7
1.0E-11                  698                      6.067143988941835E-7
1.0E-11                  699                      5.96195375804193E-7
1.0E-11                  700                      5.858781905981511E-7
1.0E-11                  701                      5.757628432760578E-7
1.0E-11                  702                      5.658493338379131E-7
1.0E-11                  703                      5.56137662283717E-7
1.0E-11                  704                      5.466278286134696E-7
1.0E-11                  705                      5.373198328271709E-7
1.0E-11                  706                      5.282136749248204E-7
1.0E-11                  707                      5.193093549064187E-7
1.0E-11                  708                      5.106068727719658E-7
1.0E-11                  709                      5.021062285214612E-7
1.0E-11                  710                      4.938074221549054E-7
1.0E-11                  711                      4.857104536722981E-7
1.0E-11                  712                      4.774534873123676E-7
1.0E-11                  713                      4.688797069452936E-7
1.0E-11                  714                      4.604452972454373E-7
1.0E-11                  715                      4.521502582127983E-7
1.0E-11                  716                      4.439945898473766E-7
1.0E-11                  717                      4.359782921491724E-7
1.0E-11                  718                      4.281013651181857E-7
1.0E-11                  719                      4.203638087544164E-7
1.0E-11                  720                      4.127656230578646E-7
1.0E-11                  721                      4.0530680802852985E-7
1.0E-11                  722                      3.9798736366641317E-7
1.0E-11                  723                      3.908072899715134E-7
1.0E-11                  724                      3.8376658694383124E-7
1.0E-11                  725                      3.7686525458336663E-7
1.0E-11                  726                      3.7010329289011907E-7
1.0E-11                  727                      3.634807018640892E-7
1.0E-11                  728                      3.569974815052765E-7
1.0E-11                  729                      3.506536318136816E-7
1.0E-11                  730                      3.444491527893038E-7
1.0E-11                  731                      3.383840444321437E-7
1.0E-11                  732                      3.3245830674220076E-7
1.0E-11                  733                      3.266719397194755E-7
1.0E-11                  734                      3.2102494336396755E-7
1.0E-11                  735                      3.1551731767567666E-7
1.0E-11                  736                      3.1014906265460373E-7
1.0E-11                  737                      3.049201783007481E-7
1.0E-11                  738                      2.997655160929973E-7
1.0E-11                  739                      2.941896282777161E-7
1.0E-11                  740                      2.887076708861043E-7
1.0E-11                  741                      2.833196439181619E-7
1.0E-11                  742                      2.7802554737388945E-7
1.0E-11                  743                      2.728253812532863E-7
1.0E-11                  744                      2.6771914555635277E-7
1.0E-11                  745                      2.627068402830886E-7
1.0E-11                  746                      2.5778846543349407E-7
1.0E-11                  747                      2.5296402100756907E-7
1.0E-11                  748                      2.4823350700531355E-7
1.0E-11                  749                      2.435969234267276E-7
1.0E-11                  750                      2.3905427027181117E-7
1.0E-11                  751                      2.346055475405643E-7
1.0E-11                  752                      2.302507552329869E-7
1.0E-11                  753                      2.2598989334907896E-7
1.0E-11                  754                      2.2182296188884065E-7
1.0E-11                  755                      2.1774996085227186E-7
1.0E-11                  756                      2.1377089023937256E-7
1.0E-11                  757                      2.0988575005014284E-7
1.0E-11                  758                      2.0609454028458263E-7
1.0E-11                  759                      2.0239726094269184E-7
1.0E-11                  760                      1.9879391202447075E-7
1.0E-11                  761                      1.952844935299191E-7
1.0E-11                  762                      1.9186900545903693E-7
1.0E-11                  763                      1.8854744781182436E-7
1.0E-11                  764                      1.8531982058828133E-7
1.0E-11                  765                      1.8184641439664485E-7
1.0E-11                  766                      1.7834483094530226E-7
1.0E-11                  767                      1.7490520994209896E-7
1.0E-11                  768                      1.715275513870352E-7
1.0E-11                  769                      1.682118552801109E-7
1.0E-11                  770                      1.6495812162132604E-7
1.0E-11                  771                      1.6176635041068064E-7
1.0E-11                  772                      1.5863654164817462E-7
1.0E-11                  773                      1.5556869533380807E-7
1.0E-11                  774                      1.52562811467581E-7
1.0E-11                  775                      1.4961889004949323E-7
1.0E-11                  776                      1.4673693107954498E-7
1.0E-11                  777                      1.4391693455773615E-7
1.0E-11                  778                      1.4115890048406682E-7
1.0E-11                  779                      1.384628288585368E-7
1.0E-11                  780                      1.3582871968114626E-7
1.0E-11                  781                      1.3325657295189523E-7
1.0E-11                  782                      1.3074638867078355E-7
1.0E-11                  783                      1.2829816683781143E-7
1.0E-11                  784                      1.2591190745297859E-7
1.0E-11                  785                      1.235876105162853E-7
1.0E-11                  786                      1.213252760277314E-7
1.0E-11                  787                      1.1912490398731692E-7
1.0E-11                  788                      1.1698649439504188E-7
1.0E-11                  789                      1.149100472509063E-7
1.0E-11                  790                      1.1289556255491015E-7
1.0E-11                  791                      1.1080830882025662E-7
1.0E-11                  792                      1.086085744868103E-7
1.0E-11                  793                      1.0644890912229699E-7
1.0E-11                  794                      1.0432931272671663E-7
1.0E-11                  795                      1.0224978530006925E-7
1.0E-11                  796                      1.0021032684235485E-7
1.0E-11                  797                      9.821093735357344E-8
1.0E-11                  798                      9.625161683372502E-8
1.0E-11                  799                      9.43323652828095E-8
1.0E-11                  800                      9.245318270082704E-8
1.0E-11                  801                      9.061406908777754E-8
1.0E-11                  802                      8.8815024443661E-8
1.0E-11                  803                      8.705604876847743E-8
1.0E-11                  804                      8.53371420622269E-8
1.0E-11                  805                      8.365830432490928E-8
1.0E-11                  806                      8.201953555652468E-8
1.0E-11                  807                      8.042083575707306E-8
1.0E-11                  808                      7.886220492655439E-8
1.0E-11                  809                      7.734364306496871E-8
1.0E-11                  810                      7.586515017231599E-8
1.0E-11                  811                      7.442672624859625E-8
1.0E-11                  812                      7.302837129380953E-8
1.0E-11                  813                      7.167008530795577E-8
1.0E-11                  814                      7.035186829103498E-8
1.0E-11                  815                      6.907372024304715E-8
1.0E-11                  816                      6.78356411639923E-8
1.0E-11                  817                      6.661302301193221E-8
1.0E-11                  818                      6.526504710843215E-8
1.0E-11                  819                      6.394336683010569E-8
1.0E-11                  820                      6.264798217695287E-8
1.0E-11                  821                      6.137889314897369E-8
1.0E-11                  822                      6.013609974616812E-8
1.0E-11                  823                      5.891960196853623E-8
1.0E-11                  824                      5.772939981607795E-8
1.0E-11                  825                      5.6565493288793335E-8
1.0E-11                  826                      5.542788238668235E-8
1.0E-11                  827                      5.431656710974495E-8
1.0E-11                  828                      5.323154745798123E-8
1.0E-11                  829                      5.217282343139116E-8
1.0E-11                  830                      5.1140395029974706E-8
1.0E-11                  831                      5.01342622537319E-8
1.0E-11                  832                      4.91544251026627E-8
1.0E-11                  833                      4.820088357676714E-8
1.0E-11                  834                      4.727363767604525E-8
1.0E-11                  835                      4.6372687400497E-8
1.0E-11                  836                      4.5498032750122364E-8
1.0E-11                  837                      4.464967372492133E-8
1.0E-11                  838                      4.382761032489399E-8
1.0E-11                  839                      4.3031842550040274E-8
1.0E-11                  840                      4.2262370400360185E-8
1.0E-11                  841                      4.146606270529834E-8
1.0E-11                  842                      4.0622081077708914E-8
1.0E-11                  843                      3.97944568153256E-8
1.0E-11                  844                      3.8983189918148374E-8
1.0E-11                  845                      3.8188280386177244E-8
1.0E-11                  846                      3.740972821941223E-8
1.0E-11                  847                      3.6647533417853296E-8
1.0E-11                  848                      3.5901695981500465E-8
1.0E-11                  849                      3.5172215910353734E-8
1.0E-11                  850                      3.445909320441311E-8
1.0E-11                  851                      3.376232786367858E-8
1.0E-11                  852                      3.308191988815016E-8
1.0E-11                  853                      3.2417869277827793E-8
1.0E-11                  854                      3.1770176032711555E-8
1.0E-11                  855                      3.113884015280143E-8
1.0E-11                  856                      3.0523861638097396E-8
1.0E-11                  857                      2.992524048859944E-8
1.0E-11                  858                      2.9342976704307597E-8
1.0E-11                  859                      2.8777070285221847E-8
1.0E-11                  860                      2.8227521231342207E-8
1.0E-11                  861                      2.7694329542668647E-8
1.0E-11                  862                      2.717749521920121E-8
1.0E-11                  863                      2.667701826093985E-8
1.0E-11                  864                      2.6192898667884588E-8
1.0E-11                  865                      2.5670775243997862E-8
1.0E-11                  866                      2.514179869537587E-8
1.0E-11                  867                      2.4623256654023358E-8
1.0E-11                  868                      2.4115149119940354E-8
1.0E-11                  869                      2.3617476093126837E-8
1.0E-11                  870                      2.3130237573582815E-8
1.0E-11                  871                      2.265343356130828E-8
1.0E-11                  872                      2.2187064056303245E-8
1.0E-11                  873                      2.1731129058567712E-8
1.0E-11                  874                      2.128562856810166E-8
1.0E-11                  875                      2.08505625849051E-8
1.0E-11                  876                      2.042593110897805E-8
1.0E-11                  877                      2.0011734140320486E-8
1.0E-11                  878                      1.9607971678932423E-8
1.0E-11                  879                      1.921464372481384E-8
1.0E-11                  880                      1.8831750277964753E-8
1.0E-11                  881                      1.8459291338385166E-8
1.0E-11                  882                      1.8097266906075073E-8
1.0E-11                  883                      1.7745676981034474E-8
1.0E-11                  884                      1.7404521563263366E-8
1.0E-11                  885                      1.7073800652761766E-8
1.0E-11                  886                      1.6753514249529642E-8
1.0E-11                  887                      1.6443662353567014E-8
1.0E-11                  888                      1.614157877958846E-8
1.0E-11                  889                      1.580535791258622E-8
1.0E-11                  890                      1.5475763565046924E-8
1.0E-11                  891                      1.5152795736970572E-8
1.0E-11                  892                      1.4836454428357165E-8
1.0E-11                  893                      1.4526739639206696E-8
1.0E-11                  894                      1.4223651369519169E-8
1.0E-11                  895                      1.392718961929459E-8
1.0E-11                  896                      1.363735438853296E-8
1.0E-11                  897                      1.335414567723427E-8
1.0E-11                  898                      1.3077563485398516E-8
1.0E-11                  899                      1.2807607813025713E-8
1.0E-11                  900                      1.2544278660115848E-8
1.0E-11                  901                      1.228757602666893E-8
1.0E-11                  902                      1.2037499912684956E-8
1.0E-11                  903                      1.1794050318163923E-8
1.0E-11                  904                      1.1557227243105838E-8
1.0E-11                  905                      1.1327030687510692E-8
1.0E-11                  906                      1.110346065137849E-8
1.0E-11                  907                      1.0886517134709238E-8
1.0E-11                  908                      1.0676200137502925E-8
1.0E-11                  909                      1.047250965975955E-8
1.0E-11                  910                      1.0275445701479127E-8
1.0E-11                  911                      1.0085008262661643E-8
1.0E-11                  912                      9.89039746203065E-9
1.0E-11                  913                      9.682107573482547E-9
1.0E-11                  914                      9.477997446931521E-9
1.0E-11                  915                      9.278067082377574E-9
1.0E-11                  916                      9.082316479820712E-9
1.0E-11                  917                      8.890745639260928E-9
1.0E-11                  918                      8.703354560698226E-9
1.0E-11                  919                      8.520143244132607E-9
1.0E-11                  920                      8.341111689564064E-9
1.0E-11                  921                      8.166259896992597E-9
1.0E-11                  922                      7.995587866418218E-9
1.0E-11                  923                      7.829095597840914E-9
1.0E-11                  924                      7.66678309126069E-9
1.0E-11                  925                      7.508650346677543E-9
1.0E-11                  926                      7.354697364091484E-9
1.0E-11                  927                      7.204924143502502E-9
1.0E-11                  928                      7.059330684910595E-9
1.0E-11                  929                      6.917916988315775E-9
1.0E-11                  930                      6.780683053718033E-9
1.0E-11                  931                      6.647628881117369E-9
1.0E-11                  932                      6.518754470513785E-9
1.0E-11                  933                      6.394059821907285E-9
1.0E-11                  934                      6.273544935297862E-9
1.0E-11                  935                      6.157209810685519E-9
1.0E-11                  936                      6.032971456601694E-9
1.0E-11                  937                      5.905861819344818E-9
1.0E-11                  938                      5.781462459114591E-9
1.0E-11                  939                      5.659773375911013E-9
1.0E-11                  940                      5.540794569734074E-9
1.0E-11                  941                      5.424526040583781E-9
1.0E-11                  942                      5.310967788460135E-9
1.0E-11                  943                      5.200119813363131E-9
1.0E-11                  944                      5.091982115292772E-9
1.0E-11                  945                      4.986554694249058E-9
1.0E-11                  946                      4.883837550231989E-9
1.0E-11                  947                      4.783830683241566E-9
1.0E-11                  948                      4.6865340932777865E-9
1.0E-11                  949                      4.591947780340652E-9
1.0E-11                  950                      4.500071744430159E-9
1.0E-11                  951                      4.410905985546312E-9
1.0E-11                  952                      4.324450503689112E-9
1.0E-11                  953                      4.240705298858555E-9
1.0E-11                  954                      4.159670371054644E-9
1.0E-11                  955                      4.081345720277376E-9
1.0E-11                  956                      4.005731346526755E-9
1.0E-11                  957                      3.9289057956820855E-9
1.0E-11                  958                      3.846878957049452E-9
1.0E-11                  959                      3.766534642447793E-9
1.0E-11                  960                      3.6878728518771074E-9
1.0E-11                  961                      3.610893585337394E-9
1.0E-11                  962                      3.535596842828654E-9
1.0E-11                  963                      3.4619826243508895E-9
1.0E-11                  964                      3.3900509299040993E-9
1.0E-11                  965                      3.3198017594882805E-9
1.0E-11                  966                      3.2512351131034377E-9
1.0E-11                  967                      3.184350990749566E-9
1.0E-11                  968                      3.1191493924266703E-9
1.0E-11                  969                      3.055630318134747E-9
1.0E-11                  970                      2.9937937678737975E-9
1.0E-11                  971                      2.933639741643822E-9
1.0E-11                  972                      2.8751682394448205E-9
1.0E-11                  973                      2.8183792612767913E-9
1.0E-11                  974                      2.763272807139737E-9
1.0E-11                  975                      2.7098488770336568E-9
1.0E-11                  976                      2.658107470958549E-9
1.0E-11                  977                      2.608048588914415E-9
1.0E-11                  978                      2.55948526291261E-9
1.0E-11                  979                      2.5060901192770194E-9
1.0E-11                  980                      2.4537786689900557E-9
1.0E-11                  981                      2.402550912051719E-9
1.0E-11                  982                      2.352406848462009E-9
1.0E-11                  983                      2.3033464782209255E-9
1.0E-11                  984                      2.255369801328471E-9
1.0E-11                  985                      2.2084768177846425E-9
1.0E-11                  986                      2.162667527589441E-9
1.0E-11                  987                      2.1179419307428664E-9
1.0E-11                  988                      2.0743000272449204E-9
1.0E-11                  989                      2.0317418170956002E-9
1.0E-11                  990                      1.9902673002949064E-9
1.0E-11                  991                      1.9498764768428418E-9
1.0E-11                  992                      1.910569346739403E-9
1.0E-11                  993                      1.8723459099845915E-9
1.0E-11                  994                      1.8352061665784071E-9
1.0E-11                  995                      1.7991501165208499E-9
1.0E-11                  996                      1.7641777598119198E-9
1.0E-11                  997                      1.7302890964516168E-9
1.0E-11                  998                      1.6974841264399406E-9
1.0E-11                  999                      1.6657628497768911E-9
1.0E-11                  1000                     1.6321496969165928E-9
1.0E-11                  1001                     1.5980573325465025E-9
1.0E-11                  1002                     1.5646662433624387E-9
1.0E-11                  1003                     1.531976429364402E-9
1.0E-11                  1004                     1.4999878905523927E-9
1.0E-11                  1005                     1.4687006269264097E-9
1.0E-11                  1006                     1.4381146384864544E-9
1.0E-11                  1007                     1.408229925232526E-9
1.0E-11                  1008                     1.3790464871646246E-9
1.0E-11                  1009                     1.3505643242827497E-9
1.0E-11                  1010                     1.322783436586903E-9
1.0E-11                  1011                     1.2957038240770819E-9
1.0E-11                  1012                     1.2693254867532898E-9
1.0E-11                  1013                     1.243648424615523E-9
1.0E-11                  1014                     1.2186726376637835E-9
1.0E-11                  1015                     1.1943981258980714E-9
1.0E-11                  1016                     1.1708248893183862E-9
1.0E-11                  1017                     1.1479529279247277E-9
1.0E-11                  1018                     1.1257822417170972E-9
1.0E-11                  1019                     1.1043128306954925E-9
1.0E-11                  1020                     1.0835446948599156E-9
1.0E-11                  1021                     1.0624494651651408E-9
1.0E-11                  1022                     1.0402321007970047E-9
1.0E-11                  1023                     1.0184689975244343E-9
1.0E-11                  1024                     9.971601553474316E-10
1.0E-11                  1025                     9.763055742659948E-10
1.0E-11                  1026                     9.559052542801237E-10
1.0E-11                  1027                     9.359591953898188E-10
1.0E-11                  1028                     9.164673975950806E-10
1.0E-11                  1029                     8.974298608959093E-10
1.0E-11                  1030                     8.788465852923038E-10
1.0E-11                  1031                     8.607175707842647E-10
1.0E-11                  1032                     8.430428173717918E-10
1.0E-11                  1033                     8.25822325054885E-10
1.0E-11                  1034                     8.090560938335452E-10
1.0E-11                  1035                     7.927441237077714E-10
1.0E-11                  1036                     7.768864146775636E-10
1.0E-11                  1037                     7.614829667429229E-10
1.0E-11                  1038                     7.465337799038477E-10
1.0E-11                  1039                     7.320388541603396E-10
1.0E-11                  1040                     7.179981895123974E-10
1.0E-11                  1041                     7.044117859600214E-10
1.0E-11                  1042                     6.91175734949461E-10
1.0E-11                  1043                     6.767030152655825E-10
1.0E-11                  1044                     6.625246199621576E-10
1.0E-11                  1045                     6.486405490391866E-10
1.0E-11                  1046                     6.350508024966693E-10
1.0E-11                  1047                     6.217553803346059E-10
1.0E-11                  1048                     6.087542825529962E-10
1.0E-11                  1049                     5.960475091518402E-10
1.0E-11                  1050                     5.836350601311381E-10
1.0E-11                  1051                     5.715169354908896E-10
1.0E-11                  1052                     5.596931352310952E-10
1.0E-11                  1053                     5.481636593517542E-10
1.0E-11                  1054                     5.369285078528673E-10
1.0E-11                  1055                     5.259876807344339E-10
1.0E-11                  1056                     5.153411779964546E-10
1.0E-11                  1057                     5.049889996389289E-10
1.0E-11                  1058                     4.94931145661857E-10
1.0E-11                  1059                     4.85167616065239E-10
1.0E-11                  1060                     4.756984108490745E-10
1.0E-11                  1061                     4.665235300133641E-10
1.0E-11                  1062                     4.5764297355810704E-10
1.0E-11                  1063                     4.49056741483304E-10
1.0E-11                  1064                     4.399211048214637E-10
1.0E-11                  1065                     4.306900879910903E-10
1.0E-11                  1066                     4.2164974001688076E-10
1.0E-11                  1067                     4.1280006089883505E-10
1.0E-11                  1068                     4.041410506369532E-10
1.0E-11                  1069                     3.956727092312356E-10
1.0E-11                  1070                     3.8739503668168174E-10
1.0E-11                  1071                     3.7930803298829204E-10
1.0E-11                  1072                     3.7141169815106613E-10
1.0E-11                  1073                     3.637060321700042E-10
1.0E-11                  1074                     3.561910350451062E-10
1.0E-11                  1075                     3.4886670677637213E-10
1.0E-11                  1076                     3.417330473638019E-10
1.0E-11                  1077                     3.347900568073959E-10
1.0E-11                  1078                     3.280377351071538E-10
1.0E-11                  1079                     3.214760822630757E-10
1.0E-11                  1080                     3.151050982751614E-10
1.0E-11                  1081                     3.089247831434111E-10
1.0E-11                  1082                     3.0293513686782473E-10
1.0E-11                  1083                     2.971361594484024E-10
1.0E-11                  1084                     2.9152785088514386E-10
1.0E-11                  1085                     2.858069084400027E-10
1.0E-11                  1086                     2.7980171905861027E-10
1.0E-11                  1087                     2.7391997468611175E-10
1.0E-11                  1088                     2.6816167532250666E-10
1.0E-11                  1089                     2.6252682096779545E-10
1.0E-11                  1090                     2.5701541162197755E-10
1.0E-11                  1091                     2.5162744728505365E-10
1.0E-11                  1092                     2.463629279570231E-10
1.0E-11                  1093                     2.4122185363788635E-10
1.0E-11                  1094                     2.3620422432764327E-10
1.0E-11                  1095                     2.3131004002629372E-10
1.0E-11                  1096                     2.265393007338379E-10
1.0E-11                  1097                     2.2189200645027574E-10
1.0E-11                  1098                     2.1736815717560715E-10
1.0E-11                  1099                     2.1296775290983228E-10
1.0E-11                  1100                     2.0869079365295109E-10
1.0E-11                  1101                     2.0453727940496342E-10
1.0E-11                  1102                     2.0050721016586945E-10
1.0E-11                  1103                     1.9660058593566901E-10
1.0E-11                  1104                     1.928174067143624E-10
1.0E-11                  1105                     1.8915767250194937E-10
1.0E-11                  1106                     1.8557830373891644E-10
1.0E-11                  1107                     1.816748376757298E-10
1.0E-11                  1108                     1.7785122011925948E-10
1.0E-11                  1109                     1.741074510695054E-10
1.0E-11                  1110                     1.7044353052646762E-10
1.0E-11                  1111                     1.6685945849014597E-10
1.0E-11                  1112                     1.633552349605408E-10
1.0E-11                  1113                     1.5993085993765182E-10
1.0E-11                  1114                     1.5658633342147905E-10
1.0E-11                  1115                     1.533216554120226E-10
1.0E-11                  1116                     1.5013682590928246E-10
1.0E-11                  1117                     1.470318449132585E-10
1.0E-11                  1118                     1.4400671242395086E-10
1.0E-11                  1119                     1.4106142844135946E-10
1.0E-11                  1120                     1.381959929654843E-10
1.0E-11                  1121                     1.3541040599632547E-10
1.0E-11                  1122                     1.327046675338829E-10
1.0E-11                  1123                     1.300787775781566E-10
1.0E-11                  1124                     1.2753273612914647E-10
1.0E-11                  1125                     1.2506654318685267E-10
1.0E-11                  1126                     1.226801987512752E-10
1.0E-11                  1127                     1.2037370282241396E-10
1.0E-11                  1128                     1.1790693731212783E-10
1.0E-11                  1129                     1.1542308278454581E-10
1.0E-11                  1130                     1.1299082605125512E-10
1.0E-11                  1131                     1.1061016711225577E-10
1.0E-11                  1132                     1.0828110596754753E-10
1.0E-11                  1133                     1.0600364261713073E-10
1.0E-11                  1134                     1.0377777706100523E-10
1.0E-11                  1135                     1.0160350929917097E-10
1.0E-11                  1136                     9.948083933162806E-11
1.0E-11                  1137                     9.74097671583764E-11
1.0E-11                  1138                     9.539029277941608E-11
1.0E-11                  1139                     9.342241619474703E-11
1.0E-11                  1140                     9.150613740436933E-11
1.0E-11                  1141                     8.964145640828288E-11
1.0E-11                  1142                     8.782837320648775E-11
1.0E-11                  1143                     8.606688779898392E-11
1.0E-11                  1144                     8.435700018577136E-11
1.0E-11                  1145                     8.269871036685013E-11
1.0E-11                  1146                     8.10920183422202E-11
1.0E-11                  1147                     7.953692411188157E-11
1.0E-11                  1148                     7.803342767583421E-11
1.0E-11                  1149                     7.649263634921248E-11
1.0E-11                  1150                     7.488008022226556E-11
1.0E-11                  1151                     7.330083670128154E-11
1.0E-11                  1152                     7.175490578626045E-11
1.0E-11                  1153                     7.024228747720228E-11
1.0E-11                  1154                     6.876298177410702E-11
1.0E-11                  1155                     6.731698867697472E-11
1.0E-11                  1156                     6.590430818580532E-11
1.0E-11                  1157                     6.452494030059885E-11
1.0E-11                  1158                     6.317888502135526E-11
1.0E-11                  1159                     6.186614234807465E-11
1.0E-11                  1160                     6.058671228075694E-11
1.0E-11                  1161                     5.934059481940212E-11
1.0E-11                  1162                     5.812778996401024E-11
1.0E-11                  1163                     5.694829771458131E-11
1.0E-11                  1164                     5.58021180711153E-11
1.0E-11                  1165                     5.4689251033612195E-11
1.0E-11                  1166                     5.360969660207202E-11
1.0E-11                  1167                     5.256345477649476E-11
1.0E-11                  1168                     5.155052555688042E-11
1.0E-11                  1169                     5.0570908943229006E-11
1.0E-11                  1170                     4.960891183562551E-11
1.0E-11                  1171                     4.856252109879853E-11
1.0E-11                  1172                     4.75376222535927E-11
1.0E-11                  1173                     4.653421530000797E-11
1.0E-11                  1174                     4.555230023804437E-11
1.0E-11                  1175                     4.459187706770195E-11
1.0E-11                  1176                     4.365294578898061E-11
1.0E-11                  1177                     4.273550640188044E-11
1.0E-11                  1178                     4.183955890640136E-11
1.0E-11                  1179                     4.096510330254343E-11
1.0E-11                  1180                     4.0112139590306644E-11
1.0E-11                  1181                     3.9280667769691E-11
1.0E-11                  1182                     3.847068784069646E-11
1.0E-11                  1183                     3.768219980332305E-11
1.0E-11                  1184                     3.69152036575708E-11
1.0E-11                  1185                     3.6169699403439653E-11
1.0E-11                  1186                     3.5445687040929655E-11
1.0E-11                  1187                     3.474316657004078E-11
1.0E-11                  1188                     3.406213799077304E-11
1.0E-11                  1189                     3.340260130312643E-11
1.0E-11                  1190                     3.276455650710097E-11
1.0E-11                  1191                     3.2148003602696626E-11
1.0E-11                  1192                     3.1485308350377944E-11
