% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:51
% Table:              tce_retention_mass_7 - Global Evaluation 14 (TimeInt)
% lowPM_per              t (s)                    tce_retention_mass (mol/m)
1.0E-17                  588                      9.726721927804836E-5
1.0E-17                  589                      9.714603840317469E-5
1.0E-17                  590                      9.70250567541482E-5
1.0E-17                  591                      9.690427433096882E-5
1.0E-17                  592                      9.678369113363663E-5
1.0E-17                  593                      9.66633071621514E-5
1.0E-17                  594                      9.654312241651315E-5
1.0E-17                  595                      9.642313689672208E-5
1.0E-17                  596                      9.63033506027782E-5
1.0E-17                  597                      9.618376353468125E-5
1.0E-17                  598                      9.606437569243164E-5
1.0E-17                  599                      9.594518707602891E-5
1.0E-17                  600                      9.582619768547322E-5
1.0E-17                  601                      9.57074075207648E-5
1.0E-17                  602                      9.55888165819034E-5
1.0E-17                  603                      9.547042486888906E-5
1.0E-17                  604                      9.535223238172183E-5
1.0E-17                  605                      9.52342391204016E-5
1.0E-17                  606                      9.511644508492882E-5
1.0E-17                  607                      9.499885027530261E-5
1.0E-17                  608                      9.488145469152385E-5
1.0E-17                  609                      9.476425833359202E-5
1.0E-17                  610                      9.46472612015073E-5
1.0E-17                  611                      9.453046329526973E-5
1.0E-17                  612                      9.441386461487909E-5
1.0E-17                  613                      9.429746516033574E-5
1.0E-17                  614                      9.418126493163944E-5
1.0E-17                  615                      9.406526392879024E-5
1.0E-17                  616                      9.394946215178801E-5
1.0E-17                  617                      9.383385960063299E-5
1.0E-17                  618                      9.371845627532502E-5
1.0E-17                  619                      9.360325217586408E-5
1.0E-17                  620                      9.348824730225024E-5
1.0E-17                  621                      9.337344165448371E-5
1.0E-17                  622                      9.325883523256403E-5
1.0E-17                  623                      9.31444280364915E-5
1.0E-17                  624                      9.303022006626603E-5
1.0E-17                  625                      9.291621132188766E-5
1.0E-17                  626                      9.28024018033564E-5
1.0E-17                  627                      9.268879151067226E-5
1.0E-17                  628                      9.257538044383514E-5
1.0E-17                  629                      9.246216860284517E-5
1.0E-17                  630                      9.234915598770223E-5
1.0E-17                  631                      9.223634259840652E-5
1.0E-17                  632                      9.21237284349578E-5
1.0E-17                  633                      9.201131349735616E-5
1.0E-17                  634                      9.189909778560159E-5
1.0E-17                  635                      9.178708129969405E-5
1.0E-17                  636                      9.167526403963383E-5
1.0E-17                  637                      9.156364600542055E-5
1.0E-17                  638                      9.145222719705437E-5
1.0E-17                  639                      9.134100761453524E-5
1.0E-17                  640                      9.122998725786315E-5
1.0E-17                  641                      9.111916612703829E-5
1.0E-17                  642                      9.10085442220604E-5
1.0E-17                  643                      9.089812154292973E-5
1.0E-17                  644                      9.078789808964612E-5
1.0E-17                  645                      9.067787386220954E-5
1.0E-17                  646                      9.056804886062012E-5
1.0E-17                  647                      9.045842308487774E-5
1.0E-17                  648                      9.034899653498245E-5
1.0E-17                  649                      9.023976921093434E-5
1.0E-17                  650                      9.013074111273305E-5
1.0E-17                  651                      9.002165709377473E-5
1.0E-17                  652                      8.991146604119256E-5
1.0E-17                  653                      8.980143616627652E-5
1.0E-17                  654                      8.969156746902654E-5
1.0E-17                  655                      8.958185994944247E-5
1.0E-17                  656                      8.947231360752427E-5
1.0E-17                  657                      8.936292844327238E-5
1.0E-17                  658                      8.925370445668643E-5
1.0E-17                  659                      8.914464164776639E-5
1.0E-17                  660                      8.903574001651248E-5
1.0E-17                  661                      8.892699956292455E-5
1.0E-17                  662                      8.881842028700277E-5
1.0E-17                  663                      8.871000218874678E-5
1.0E-17                  664                      8.860174526815692E-5
1.0E-17                  665                      8.849364952523303E-5
1.0E-17                  666                      8.838571495997527E-5
1.0E-17                  667                      8.827794157238338E-5
1.0E-17                  668                      8.817032936245772E-5
1.0E-17                  669                      8.806287833019797E-5
1.0E-17                  670                      8.79555884756042E-5
1.0E-17                  671                      8.78484597986764E-5
1.0E-17                  672                      8.77414922994147E-5
1.0E-17                  673                      8.763468597781914E-5
1.0E-17                  674                      8.752804083388942E-5
1.0E-17                  675                      8.742155686762581E-5
1.0E-17                  676                      8.731523407902819E-5
1.0E-17                  677                      8.720907246809653E-5
1.0E-17                  678                      8.71030720348309E-5
1.0E-17                  679                      8.699723277923142E-5
1.0E-17                  680                      8.689155470129781E-5
1.0E-17                  681                      8.67860378010302E-5
1.0E-17                  682                      8.668068207842888E-5
1.0E-17                  683                      8.657548753349337E-5
1.0E-17                  684                      8.647045416622401E-5
1.0E-17                  685                      8.636558197662042E-5
1.0E-17                  686                      8.626087096468306E-5
1.0E-17                  687                      8.615632113041153E-5
1.0E-17                  688                      8.605193247380618E-5
1.0E-17                  689                      8.594770499486682E-5
1.0E-17                  690                      8.584363869359351E-5
1.0E-17                  691                      8.573973356998632E-5
1.0E-17                  692                      8.563598962404499E-5
1.0E-17                  693                      8.553240685576972E-5
1.0E-17                  694                      8.542898526516032E-5
1.0E-17                  695                      8.53257248522171E-5
1.0E-17                  696                      8.522262561694004E-5
1.0E-17                  697                      8.511968755932871E-5
1.0E-17                  698                      8.501691067938359E-5
1.0E-17                  699                      8.491429497710438E-5
1.0E-17                  700                      8.481184045249126E-5
1.0E-17                  701                      8.470954710554416E-5
1.0E-17                  702                      8.460741493626307E-5
1.0E-17                  703                      8.450544394464808E-5
1.0E-17                  704                      8.440363413069886E-5
1.0E-17                  705                      8.430198549441587E-5
1.0E-17                  706                      8.420049803579887E-5
1.0E-17                  707                      8.409917175484785E-5
1.0E-17                  708                      8.399800665156288E-5
1.0E-17                  709                      8.38970027259438E-5
1.0E-17                  710                      8.379615997799095E-5
1.0E-17                  711                      8.369547840770401E-5
1.0E-17                  712                      8.359495801508318E-5
1.0E-17                  713                      8.349459880012828E-5
1.0E-17                  714                      8.33944007628394E-5
1.0E-17                  715                      8.329436390321654E-5
1.0E-17                  716                      8.319448822125966E-5
1.0E-17                  717                      8.309477371696891E-5
1.0E-17                  718                      8.299522039034406E-5
1.0E-17                  719                      8.289582824138544E-5
1.0E-17                  720                      8.279659727009266E-5
1.0E-17                  721                      8.269752747646597E-5
1.0E-17                  722                      8.259861886050525E-5
1.0E-17                  723                      8.249987142221054E-5
1.0E-17                  724                      8.240128516158194E-5
1.0E-17                  725                      8.230286007861929E-5
1.0E-17                  726                      8.220459617332268E-5
1.0E-17                  727                      8.2106493445692E-5
1.0E-17                  728                      8.200855189572753E-5
1.0E-17                  729                      8.191077152342889E-5
1.0E-17                  730                      8.181315232879645E-5
1.0E-17                  731                      8.171569431182982E-5
1.0E-17                  732                      8.161793761720466E-5
1.0E-17                  733                      8.151969338416026E-5
1.0E-17                  734                      8.142158348290975E-5
1.0E-17                  735                      8.13236079134531E-5
1.0E-17                  736                      8.122576667579049E-5
1.0E-17                  737                      8.112805976992172E-5
1.0E-17                  738                      8.103048719584676E-5
1.0E-17                  739                      8.093304895356575E-5
1.0E-17                  740                      8.083574504307882E-5
1.0E-17                  741                      8.073857546438559E-5
1.0E-17                  742                      8.064154021748628E-5
1.0E-17                  743                      8.054463930238094E-5
1.0E-17                  744                      8.044787271906951E-5
1.0E-17                  745                      8.035124046755192E-5
1.0E-17                  746                      8.025474254782835E-5
1.0E-17                  747                      8.015837895989858E-5
1.0E-17                  748                      8.006214970376285E-5
1.0E-17                  749                      7.99660547794209E-5
1.0E-17                  750                      7.987009418687299E-5
1.0E-17                  751                      7.977426792611884E-5
1.0E-17                  752                      7.967857599715863E-5
1.0E-17                  753                      7.958301839999232E-5
1.0E-17                  754                      7.948759513461998E-5
1.0E-17                  755                      7.939230620104157E-5
1.0E-17                  756                      7.929715159925699E-5
1.0E-17                  757                      7.920213132926636E-5
1.0E-17                  758                      7.910724539106954E-5
1.0E-17                  759                      7.901249378466678E-5
1.0E-17                  760                      7.891787651005782E-5
1.0E-17                  761                      7.882339356724296E-5
1.0E-17                  762                      7.872904495622178E-5
1.0E-17                  763                      7.863483067699445E-5
1.0E-17                  764                      7.854075072956113E-5
1.0E-17                  765                      7.844680511392193E-5
1.0E-17                  766                      7.835299383007639E-5
1.0E-17                  767                      7.825931687802478E-5
1.0E-17                  768                      7.816577425776704E-5
1.0E-17                  769                      7.807236596930332E-5
1.0E-17                  770                      7.797909201263359E-5
1.0E-17                  771                      7.788595238775756E-5
1.0E-17                  772                      7.779294709467548E-5
1.0E-17                  773                      7.770007613338732E-5
1.0E-17                  774                      7.760733950389316E-5
1.0E-17                  775                      7.751473720619289E-5
1.0E-17                  776                      7.742226924028652E-5
1.0E-17                  777                      7.732993560617393E-5
1.0E-17                  778                      7.72377363038554E-5
1.0E-17                  779                      7.714567133333065E-5
1.0E-17                  780                      7.705374069459983E-5
1.0E-17                  781                      7.696194438766294E-5
1.0E-17                  782                      7.687028241251997E-5
1.0E-17                  783                      7.677875476917098E-5
1.0E-17                  784                      7.668736145761585E-5
1.0E-17                  785                      7.659610247785458E-5
1.0E-17                  786                      7.650497782988721E-5
1.0E-17                  787                      7.641398751371379E-5
1.0E-17                  788                      7.63231315293342E-5
1.0E-17                  789                      7.623240987674866E-5
1.0E-17                  790                      7.614182255595702E-5
1.0E-17                  791                      7.605136956695922E-5
1.0E-17                  792                      7.59610509097552E-5
1.0E-17                  793                      7.587086658434522E-5
1.0E-17                  794                      7.578081659072918E-5
1.0E-17                  795                      7.569090092890703E-5
1.0E-17                  796                      7.560111959887876E-5
1.0E-17                  797                      7.551147260064437E-5
1.0E-17                  798                      7.542195993420384E-5
1.0E-17                  799                      7.533258159955738E-5
1.0E-17                  800                      7.524333759670467E-5
1.0E-17                  801                      7.515422792564604E-5
1.0E-17                  802                      7.506525258638116E-5
1.0E-17                  803                      7.49764115789103E-5
1.0E-17                  804                      7.48877049032333E-5
1.0E-17                  805                      7.479913255935023E-5
1.0E-17                  806                      7.471069454726101E-5
1.0E-17                  807                      7.462239086696572E-5
1.0E-17                  808                      7.45342215184644E-5
1.0E-17                  809                      7.444618650175691E-5
1.0E-17                  810                      7.435828581684329E-5
1.0E-17                  811                      7.427051946372372E-5
1.0E-17                  812                      7.418288744239792E-5
1.0E-17                  813                      7.409456739199599E-5
1.0E-17                  814                      7.400596685635055E-5
1.0E-17                  815                      7.391747087703489E-5
1.0E-17                  816                      7.382907945404895E-5
1.0E-17                  817                      7.374079258739274E-5
1.0E-17                  818                      7.365261027706626E-5
1.0E-17                  819                      7.356453252306934E-5
1.0E-17                  820                      7.347655932540206E-5
1.0E-17                  821                      7.338869068406477E-5
1.0E-17                  822                      7.330092659905692E-5
1.0E-17                  823                      7.32132670703788E-5
1.0E-17                  824                      7.312571209803038E-5
1.0E-17                  825                      7.303826168201171E-5
1.0E-17                  826                      7.295091582232263E-5
1.0E-17                  827                      7.286367451896322E-5
1.0E-17                  828                      7.277653777193362E-5
1.0E-17                  829                      7.268950558123367E-5
1.0E-17                  830                      7.260257794686344E-5
1.0E-17                  831                      7.25157548688228E-5
1.0E-17                  832                      7.242903634711195E-5
1.0E-17                  833                      7.234242238173074E-5
1.0E-17                  834                      7.225591297267933E-5
1.0E-17                  835                      7.216950811995752E-5
1.0E-17                  836                      7.208320782356536E-5
1.0E-17                  837                      7.199701208350295E-5
1.0E-17                  838                      7.191092089977017E-5
1.0E-17                  839                      7.18249342723672E-5
1.0E-17                  840                      7.17390522012938E-5
1.0E-17                  841                      7.165327468655017E-5
1.0E-17                  842                      7.156760172813619E-5
1.0E-17                  843                      7.148203332605194E-5
1.0E-17                  844                      7.139656948029728E-5
1.0E-17                  845                      7.131121019087239E-5
1.0E-17                  846                      7.122595545777722E-5
1.0E-17                  847                      7.11408052810118E-5
1.0E-17                  848                      7.105575966057589E-5
1.0E-17                  849                      7.097081859646976E-5
1.0E-17                  850                      7.088598208869331E-5
1.0E-17                  851                      7.08012501372466E-5
1.0E-17                  852                      7.071662274212958E-5
1.0E-17                  853                      7.06320999033422E-5
1.0E-17                  854                      7.054768162088452E-5
1.0E-17                  855                      7.046336789475651E-5
1.0E-17                  856                      7.03791587249582E-5
1.0E-17                  857                      7.029505411148968E-5
1.0E-17                  858                      7.021105405435071E-5
1.0E-17                  859                      7.012715855354146E-5
1.0E-17                  860                      7.004336760906192E-5
1.0E-17                  861                      6.995968122091212E-5
1.0E-17                  862                      6.987609938909199E-5
1.0E-17                  863                      6.979262211360156E-5
1.0E-17                  864                      6.970924939444084E-5
1.0E-17                  865                      6.962598123160976E-5
1.0E-17                  866                      6.954281762510836E-5
1.0E-17                  867                      6.945975857493667E-5
1.0E-17                  868                      6.937680408109466E-5
1.0E-17                  869                      6.929395414358238E-5
1.0E-17                  870                      6.921120876239981E-5
1.0E-17                  871                      6.91285679375468E-5
1.0E-17                  872                      6.904603166902354E-5
1.0E-17                  873                      6.896359995683005E-5
1.0E-17                  874                      6.88812728009662E-5
1.0E-17                  875                      6.87990502014321E-5
1.0E-17                  876                      6.871693215822763E-5
1.0E-17                  877                      6.863491867135281E-5
1.0E-17                  878                      6.855300974080771E-5
1.0E-17                  879                      6.847120536659235E-5
1.0E-17                  880                      6.838950554870657E-5
1.0E-17                  881                      6.830791028715058E-5
1.0E-17                  882                      6.822641958192427E-5
1.0E-17                  883                      6.81450334330277E-5
1.0E-17                  884                      6.806375184046071E-5
1.0E-17                  885                      6.798257480422352E-5
1.0E-17                  886                      6.790150232431588E-5
1.0E-17                  887                      6.782053440073803E-5
1.0E-17                  888                      6.773967103348988E-5
1.0E-17                  889                      6.765891222257142E-5
1.0E-17                  890                      6.757825796798268E-5
1.0E-17                  891                      6.749770826972357E-5
1.0E-17                  892                      6.741726312779411E-5
1.0E-17                  893                      6.73369225421944E-5
1.0E-17                  894                      6.725668651292446E-5
1.0E-17                  895                      6.717655503998413E-5
1.0E-17                  896                      6.709652812337348E-5
1.0E-17                  897                      6.701660576309249E-5
1.0E-17                  898                      6.693678795914121E-5
1.0E-17                  899                      6.685707471151962E-5
1.0E-17                  900                      6.677746602022775E-5
1.0E-17                  901                      6.669796188526559E-5
1.0E-17                  902                      6.661856230663316E-5
1.0E-17                  903                      6.65392672843303E-5
1.0E-17                  904                      6.646007681835716E-5
1.0E-17                  905                      6.63809909087138E-5
1.0E-17                  906                      6.630200955540005E-5
1.0E-17                  907                      6.622313275841597E-5
1.0E-17                  908                      6.614436051776166E-5
1.0E-17                  909                      6.606569283343701E-5
1.0E-17                  910                      6.598712970544203E-5
1.0E-17                  911                      6.590867113377673E-5
1.0E-17                  912                      6.583031711844116E-5
1.0E-17                  913                      6.575206765943523E-5
1.0E-17                  914                      6.567392275675911E-5
1.0E-17                  915                      6.55958824104126E-5
1.0E-17                  916                      6.551794662039582E-5
1.0E-17                  917                      6.54401153867086E-5
1.0E-17                  918                      6.536238870935122E-5
1.0E-17                  919                      6.528476658832351E-5
1.0E-17                  920                      6.520724902362537E-5
1.0E-17                  921                      6.512983601525697E-5
1.0E-17                  922                      6.50525275632184E-5
1.0E-17                  923                      6.497532366750936E-5
1.0E-17                  924                      6.489822432813013E-5
1.0E-17                  925                      6.482122954508045E-5
1.0E-17                  926                      6.474433931836058E-5
1.0E-17                  927                      6.466755364797035E-5
1.0E-17                  928                      6.45908725339098E-5
1.0E-17                  929                      6.451429597617906E-5
1.0E-17                  930                      6.443782397477789E-5
1.0E-17                  931                      6.436145652970651E-5
1.0E-17                  932                      6.428519364096464E-5
1.0E-17                  933                      6.420903530855261E-5
1.0E-17                  934                      6.413298153247023E-5
1.0E-17                  935                      6.405703231271758E-5
1.0E-17                  936                      6.398118764929463E-5
1.0E-17                  937                      6.390544754220123E-5
1.0E-17                  938                      6.382981199143763E-5
1.0E-17                  939                      6.375428099700375E-5
1.0E-17                  940                      6.367885455889952E-5
1.0E-17                  941                      6.360353267712495E-5
1.0E-17                  942                      6.35283153516801E-5
1.0E-17                  943                      6.345320258256496E-5
1.0E-17                  944                      6.337819436977947E-5
1.0E-17                  945                      6.330329071332373E-5
1.0E-17                  946                      6.322849161319765E-5
1.0E-17                  947                      6.315379706940127E-5
1.0E-17                  948                      6.307920708193459E-5
1.0E-17                  949                      6.300472165079763E-5
1.0E-17                  950                      6.293034077599024E-5
1.0E-17                  951                      6.285606445751265E-5
1.0E-17                  952                      6.27818926953647E-5
1.0E-17                  953                      6.270782548954641E-5
1.0E-17                  954                      6.263386284005792E-5
1.0E-17                  955                      6.256000474689907E-5
1.0E-17                  956                      6.24862512100699E-5
1.0E-17                  957                      6.241260222957038E-5
1.0E-17                  958                      6.23390578054006E-5
1.0E-17                  959                      6.22656179375605E-5
1.0E-17                  960                      6.219228262605014E-5
1.0E-17                  961                      6.21190518708694E-5
1.0E-17                  962                      6.204592567201839E-5
1.0E-17                  963                      6.197290402949709E-5
1.0E-17                  964                      6.189998694330544E-5
1.0E-17                  965                      6.182717441344342E-5
1.0E-17                  966                      6.17544664399112E-5
1.0E-17                  967                      6.168186302270866E-5
1.0E-17                  968                      6.160936416183582E-5
1.0E-17                  969                      6.153696985729261E-5
1.0E-17                  970                      6.146468010907907E-5
1.0E-17                  971                      6.139249491719529E-5
1.0E-17                  972                      6.132041428164115E-5
1.0E-17                  973                      6.124843820241674E-5
1.0E-17                  974                      6.117633935576441E-5
1.0E-17                  975                      6.110337379326347E-5
1.0E-17                  976                      6.1030498068606707E-5
1.0E-17                  977                      6.0957712181793816E-5
1.0E-17                  978                      6.088501613282515E-5
1.0E-17                  979                      6.081240992170056E-5
1.0E-17                  980                      6.073989354842006E-5
1.0E-17                  981                      6.066746701298358E-5
1.0E-17                  982                      6.059513031539127E-5
1.0E-17                  983                      6.0522883455643E-5
1.0E-17                  984                      6.045072643373879E-5
1.0E-17                  985                      6.0378659249678716E-5
1.0E-17                  986                      6.0306681903462626E-5
1.0E-17                  987                      6.0234794395090676E-5
1.0E-17                  988                      6.0162996724562746E-5
1.0E-17                  989                      6.009128889187896E-5
1.0E-17                  990                      6.001967089703936E-5
1.0E-17                  991                      5.9948142740043726E-5
1.0E-17                  992                      5.987670442089212E-5
1.0E-17                  993                      5.9805355939584645E-5
1.0E-17                  994                      5.973409729612127E-5
1.0E-17                  995                      5.966292849050197E-5
1.0E-17                  996                      5.959184952272683E-5
1.0E-17                  997                      5.952086039279564E-5
1.0E-17                  998                      5.944996110070863E-5
1.0E-17                  999                      5.937915164646564E-5
1.0E-17                  1000                     5.930843203006677E-5
1.0E-17                  1001                     5.9237802251511996E-5
1.0E-17                  1002                     5.916726231080122E-5
1.0E-17                  1003                     5.9096812207934614E-5
1.0E-17                  1004                     5.9026451942912036E-5
1.0E-17                  1005                     5.8956181515733504E-5
1.0E-17                  1006                     5.888600092639915E-5
1.0E-17                  1007                     5.881591017490885E-5
1.0E-17                  1008                     5.874590926126257E-5
1.0E-17                  1009                     5.867599818546045E-5
1.0E-17                  1010                     5.8606176947502414E-5
1.0E-17                  1011                     5.85364455473883E-5
1.0E-17                  1012                     5.846680398511849E-5
1.0E-17                  1013                     5.839725226069267E-5
1.0E-17                  1014                     5.832779037411089E-5
1.0E-17                  1015                     5.8258418325373226E-5
1.0E-17                  1016                     5.8189136114479715E-5
1.0E-17                  1017                     5.8119943741430195E-5
1.0E-17                  1018                     5.805084120622475E-5
1.0E-17                  1019                     5.7981828508863464E-5
1.0E-17                  1020                     5.791290564934621E-5
1.0E-17                  1021                     5.7844072627672984E-5
1.0E-17                  1022                     5.7775329443843904E-5
1.0E-17                  1023                     5.77066760978589E-5
1.0E-17                  1024                     5.7638112589717984E-5
1.0E-17                  1025                     5.7569638919421124E-5
1.0E-17                  1026                     5.7501255086968384E-5
1.0E-17                  1027                     5.743296109235972E-5
1.0E-17                  1028                     5.736475693559511E-5
1.0E-17                  1029                     5.729664261667458E-5
1.0E-17                  1030                     5.72286181355981E-5
1.0E-17                  1031                     5.716068349236583E-5
1.0E-17                  1032                     5.709283868697752E-5
1.0E-17                  1033                     5.7025083719433326E-5
1.0E-17                  1034                     5.695741858973319E-5
1.0E-17                  1035                     5.6889843297877184E-5
1.0E-17                  1036                     5.682235784386532E-5
1.0E-17                  1037                     5.675496222769733E-5
1.0E-17                  1038                     5.668765644937364E-5
1.0E-17                  1039                     5.662044050889397E-5
1.0E-17                  1040                     5.655331440625829E-5
1.0E-17                  1041                     5.6486278141466775E-5
1.0E-17                  1042                     5.6419331714519334E-5
1.0E-17                  1043                     5.635247512541594E-5
1.0E-17                  1044                     5.628570837415661E-5
1.0E-17                  1045                     5.6219031460741454E-5
1.0E-17                  1046                     5.615244438517039E-5
1.0E-17                  1047                     5.608594714744328E-5
1.0E-17                  1048                     5.601953974756033E-5
1.0E-17                  1049                     5.595322218552146E-5
1.0E-17                  1050                     5.588699446132667E-5
1.0E-17                  1051                     5.582085657497596E-5
1.0E-17                  1052                     5.575480852646934E-5
1.0E-17                  1053                     5.568885031580674E-5
1.0E-17                  1054                     5.56229819429883E-5
1.0E-17                  1055                     5.555720340801389E-5
1.0E-17                  1056                     5.549151471088366E-5
1.0E-17                  1057                     5.542591585159737E-5
1.0E-17                  1058                     5.5360406830155175E-5
1.0E-17                  1059                     5.529498764655713E-5
1.0E-17                  1060                     5.522965830080316E-5
1.0E-17                  1061                     5.516441879289326E-5
1.0E-17                  1062                     5.5099269122827446E-5
1.0E-17                  1063                     5.5034209290605654E-5
1.0E-17                  1064                     5.496923929622812E-5
1.0E-17                  1065                     5.490435913969455E-5
1.0E-17                  1066                     5.483956882100501E-5
1.0E-17                  1067                     5.4774868340159604E-5
1.0E-17                  1068                     5.4710257697158286E-5
1.0E-17                  1069                     5.464573689200101E-5
1.0E-17                  1070                     5.458130592468792E-5
1.0E-17                  1071                     5.45169647952187E-5
1.0E-17                  1072                     5.445271350359388E-5
1.0E-17                  1073                     5.438855204981289E-5
1.0E-17                  1074                     5.432448043387602E-5
1.0E-17                  1075                     5.426049865578332E-5
1.0E-17                  1076                     5.419660671553466E-5
1.0E-17                  1077                     5.413280461313006E-5
1.0E-17                  1078                     5.406909234856949E-5
1.0E-17                  1079                     5.400546992185306E-5
1.0E-17                  1080                     5.394193733298073E-5
1.0E-17                  1081                     5.387849458195248E-5
1.0E-17                  1082                     5.3815141668768275E-5
1.0E-17                  1083                     5.375187859342826E-5
1.0E-17                  1084                     5.36887053559322E-5
1.0E-17                  1085                     5.362562195628024E-5
1.0E-17                  1086                     5.356262839447241E-5
1.0E-17                  1087                     5.349972467050861E-5
1.0E-17                  1088                     5.343691078438895E-5
1.0E-17                  1089                     5.337418673611335E-5
1.0E-17                  1090                     5.3311552525681815E-5
1.0E-17                  1091                     5.324900815309431E-5
1.0E-17                  1092                     5.3186553618351014E-5
1.0E-17                  1093                     5.312418892145173E-5
1.0E-17                  1094                     5.306191406239654E-5
1.0E-17                  1095                     5.299972904118541E-5
1.0E-17                  1096                     5.293763385781841E-5
1.0E-17                  1097                     5.287562851229544E-5
1.0E-17                  1098                     5.281371300461656E-5
1.0E-17                  1099                     5.275188733478169E-5
1.0E-17                  1100                     5.269015150279106E-5
1.0E-17                  1101                     5.262850550864442E-5
1.0E-17                  1102                     5.256694935234188E-5
1.0E-17                  1103                     5.250548303388345E-5
1.0E-17                  1104                     5.244410655326903E-5
1.0E-17                  1105                     5.238281991049881E-5
1.0E-17                  1106                     5.2321623105572486E-5
1.0E-17                  1107                     5.226051613849037E-5
1.0E-17                  1108                     5.219949900925235E-5
1.0E-17                  1109                     5.213857171785833E-5
1.0E-17                  1110                     5.207773426430849E-5
1.0E-17                  1111                     5.2016986648602674E-5
1.0E-17                  1112                     5.1956328870740904E-5
1.0E-17                  1113                     5.1895760930723295E-5
1.0E-17                  1114                     5.183528282854975E-5
1.0E-17                  1115                     5.1774894564220296E-5
1.0E-17                  1116                     5.171459613773481E-5
1.0E-17                  1117                     5.165438754909356E-5
1.0E-17                  1118                     5.159426879829628E-5
1.0E-17                  1119                     5.1534239885343175E-5
1.0E-17                  1120                     5.1474300810234E-5
1.0E-17                  1121                     5.141445157296909E-5
1.0E-17                  1122                     5.135469217354819E-5
1.0E-17                  1123                     5.129502261197136E-5
1.0E-17                  1124                     5.123544288823863E-5
1.0E-17                  1125                     5.117595300234997E-5
1.0E-17                  1126                     5.1116552954305414E-5
1.0E-17                  1127                     5.105724274410487E-5
1.0E-17                  1128                     5.099802237174843E-5
1.0E-17                  1129                     5.0938891837236086E-5
1.0E-17                  1130                     5.087985114056784E-5
1.0E-17                  1131                     5.082090028174363E-5
1.0E-17                  1132                     5.076203926076358E-5
1.0E-17                  1133                     5.0703268077627614E-5
1.0E-17                  1134                     5.064458673233569E-5
1.0E-17                  1135                     5.058599522488778E-5
1.0E-17                  1136                     5.052648884710737E-5
1.0E-17                  1137                     5.0466634271232786E-5
1.0E-17                  1138                     5.0406851927463936E-5
1.0E-17                  1139                     5.0347141815800596E-5
1.0E-17                  1140                     5.0287503936242976E-5
1.0E-17                  1141                     5.022793828879108E-5
1.0E-17                  1142                     5.016844487344483E-5
1.0E-17                  1143                     5.0109023690204133E-5
1.0E-17                  1144                     5.0049674739069184E-5
1.0E-17                  1145                     4.9990398020039915E-5
1.0E-17                  1146                     4.993119353311627E-5
1.0E-17                  1147                     4.987206127829832E-5
1.0E-17                  1148                     4.9813001255586E-5
1.0E-17                  1149                     4.975401346497932E-5
1.0E-17                  1150                     4.969509790647838E-5
1.0E-17                  1151                     4.96362545800831E-5
1.0E-17                  1152                     4.957748348579346E-5
1.0E-17                  1153                     4.951878462360942E-5
1.0E-17                  1154                     4.946015799353114E-5
1.0E-17                  1155                     4.940160359555846E-5
1.0E-17                  1156                     4.9343121429691435E-5
1.0E-17                  1157                     4.92847114959301E-5
1.0E-17                  1158                     4.9226373794274436E-5
1.0E-17                  1159                     4.916810832472445E-5
1.0E-17                  1160                     4.910991508728005E-5
1.0E-17                  1161                     4.9051794081941385E-5
1.0E-17                  1162                     4.8993745308708315E-5
1.0E-17                  1163                     4.893576876758101E-5
1.0E-17                  1164                     4.887786445855932E-5
1.0E-17                  1165                     4.882003238164322E-5
1.0E-17                  1166                     4.87622725368329E-5
1.0E-17                  1167                     4.870458492412814E-5
1.0E-17                  1168                     4.864696954352914E-5
1.0E-17                  1169                     4.858942639503574E-5
1.0E-17                  1170                     4.8531955478648024E-5
1.0E-17                  1171                     4.8474556794365914E-5
1.0E-17                  1172                     4.841723034218955E-5
1.0E-17                  1173                     4.835997612211877E-5
1.0E-17                  1174                     4.8302794134153774E-5
1.0E-17                  1175                     4.824568437829428E-5
1.0E-17                  1176                     4.818864685454058E-5
1.0E-17                  1177                     4.813168156289243E-5
1.0E-17                  1178                     4.8074788503350084E-5
1.0E-17                  1179                     4.801796767591331E-5
1.0E-17                  1180                     4.796121908058221E-5
1.0E-17                  1181                     4.7904542717356747E-5
1.0E-17                  1182                     4.7847938586237016E-5
1.0E-17                  1183                     4.7791406687222944E-5
1.0E-17                  1184                     4.7734947020314396E-5
1.0E-17                  1185                     4.7678559585511636E-5
1.0E-17                  1186                     4.762224438281459E-5
1.0E-17                  1187                     4.7566001412223086E-5
1.0E-17                  1188                     4.7509830673737297E-5
1.0E-17                  1189                     4.745373216735714E-5
1.0E-17                  1190                     4.739770589308266E-5
1.0E-17                  1191                     4.734175185091387E-5
1.0E-17                  1192                     4.7285870040850765E-5
1.0E-17                  1193                     4.7230060462893197E-5
1.0E-17                  1194                     4.7174323117041376E-5
1.0E-17                  1195                     4.711865800329526E-5
1.0E-17                  1196                     4.7063065121654807E-5
1.0E-17                  1197                     4.70075444721199E-5
1.0E-17                  1198                     4.695209605469074E-5
1.0E-17                  1199                     4.6896719869367234E-5
1.0E-17                  1200                     4.6841415916149416E-5
1.0E-17                  1201                     4.678618419503723E-5
1.0E-17                  1202                     4.673102470603072E-5
1.0E-17                  1203                     4.667593744912989E-5
1.0E-17                  1204                     4.662092242433461E-5
