% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:51
% Table:              tce_retention_mass_4 - tce_outflow_mass_Inte (tce_outflow_Inte)
% lowPM_per              t (s)                    tce_retention_mass (mol/m)
1.0E-14                  82                       2.1107924930524426E-4
1.0E-14                  83                       2.106630489664935E-4
1.0E-14                  84                       2.1024538755036866E-4
1.0E-14                  85                       2.0982629003949912E-4
1.0E-14                  86                       2.0940578287741786E-4
1.0E-14                  87                       2.089838945763901E-4
1.0E-14                  88                       2.085606620299183E-4
1.0E-14                  89                       2.0813611950521103E-4
1.0E-14                  90                       2.0771030618059612E-4
1.0E-14                  91                       2.0728326730635704E-4
1.0E-14                  92                       2.068550562692537E-4
1.0E-14                  93                       2.0642574242832565E-4
1.0E-14                  94                       2.0599539762966584E-4
1.0E-14                  95                       2.0556411303262966E-4
1.0E-14                  96                       2.0513199445997365E-4
1.0E-14                  97                       2.046991356398061E-4
1.0E-14                  98                       2.0426563587487697E-4
1.0E-14                  99                       2.0383163071948946E-4
1.0E-14                  100                      2.033972283755265E-4
1.0E-14                  101                      2.02962559313848E-4
1.0E-14                  102                      2.0252775475247166E-4
1.0E-14                  103                      2.0209295377901273E-4
1.0E-14                  104                      2.0165827744569303E-4
1.0E-14                  105                      2.0122383065004204E-4
1.0E-14                  106                      2.0078973068197266E-4
1.0E-14                  107                      2.0035609005190073E-4
1.0E-14                  108                      1.9992302790698056E-4
1.0E-14                  109                      1.9949072853820942E-4
1.0E-14                  110                      1.9905923110790006E-4
1.0E-14                  111                      1.9862859950648613E-4
1.0E-14                  112                      1.9819902342375987E-4
1.0E-14                  113                      1.9777039966484725E-4
1.0E-14                  114                      1.9734304228564357E-4
1.0E-14                  115                      1.969169127391071E-4
1.0E-14                  116                      1.9649205325527371E-4
1.0E-14                  117                      1.9606871187841164E-4
1.0E-14                  118                      1.9564675787740352E-4
1.0E-14                  119                      1.952264103457401E-4
1.0E-14                  120                      1.9480765891580744E-4
1.0E-14                  121                      1.9439051024704832E-4
1.0E-14                  122                      1.939751233777358E-4
1.0E-14                  123                      1.9356141686903481E-4
1.0E-14                  124                      1.9314949983176752E-4
1.0E-14                  125                      1.927393760633019E-4
1.0E-14                  126                      1.923310513967848E-4
1.0E-14                  127                      1.9192465026558208E-4
1.0E-14                  128                      1.9152011061599527E-4
1.0E-14                  129                      1.911174324480246E-4
1.0E-14                  130                      1.9071661576167026E-4
1.0E-14                  131                      1.9031768280012676E-4
1.0E-14                  132                      1.8992072335186213E-4
1.0E-14                  133                      1.8952566707475086E-4
1.0E-14                  134                      1.8913251396879356E-4
1.0E-14                  135                      1.8874126403399028E-4
1.0E-14                  136                      1.8835193331813554E-4
1.0E-14                  137                      1.8796460567318938E-4
1.0E-14                  138                      1.8757921758517498E-4
1.0E-14                  139                      1.8719576905409203E-4
1.0E-14                  140                      1.8681426007994084E-4
1.0E-14                  141                      1.8643469015302362E-4
1.0E-14                  142                      1.8605705569825726E-4
1.0E-14                  143                      1.8568135934297135E-4
1.0E-14                  144                      1.8530760108716532E-4
1.0E-14                  145                      1.849357809308395E-4
1.0E-14                  146                      1.8456588921960052E-4
1.0E-14                  147                      1.8419782928075402E-4
1.0E-14                  148                      1.8383167024631333E-4
1.0E-14                  149                      1.8346741211627905E-4
1.0E-14                  150                      1.8310505489065008E-4
1.0E-14                  151                      1.8274458831907102E-4
1.0E-14                  152                      1.8238584757586358E-4
1.0E-14                  153                      1.8202894764387351E-4
1.0E-14                  154                      1.8167388852310002E-4
1.0E-14                  155                      1.8132067021354366E-4
1.0E-14                  156                      1.8096928692182764E-4
1.0E-14                  157                      1.806195367390246E-4
1.0E-14                  158                      1.8027155736362056E-4
1.0E-14                  159                      1.7992534879561505E-4
1.0E-14                  160                      1.7958091103500886E-4
1.0E-14                  161                      1.792382440818014E-4
1.0E-14                  162                      1.7889712934559366E-4
1.0E-14                  163                      1.785577125535363E-4
1.0E-14                  164                      1.7821999398781737E-4
1.0E-14                  165                      1.778839736484366E-4
1.0E-14                  166                      1.7754965153539399E-4
1.0E-14                  167                      1.772166617298465E-4
1.0E-14                  168                      1.7688523231504193E-4
1.0E-14                  169                      1.7655537459800328E-4
1.0E-14                  170                      1.762270885787307E-4
1.0E-14                  171                      1.759003742572237E-4
1.0E-14                  172                      1.7557523163348258E-4
1.0E-14                  173                      1.7525166070750752E-4
1.0E-14                  174                      1.7492966147929809E-4
1.0E-14                  175                      1.7460923394885461E-4
1.0E-14                  176                      1.742903781161771E-4
1.0E-14                  177                      1.7397263040046823E-4
1.0E-14                  178                      1.7365631099124234E-4
1.0E-14                  179                      1.733414688833541E-4
1.0E-14                  180                      1.7302810407680301E-4
1.0E-14                  181                      1.7271621657158906E-4
1.0E-14                  182                      1.724058063677128E-4
1.0E-14                  183                      1.7209687346517362E-4
1.0E-14                  184                      1.717894178639719E-4
1.0E-14                  185                      1.714834395641072E-4
1.0E-14                  186                      1.7117893856558E-4
1.0E-14                  187                      1.7087530384027585E-4
1.0E-14                  188                      1.7057289509424102E-4
1.0E-14                  189                      1.7027182809419778E-4
1.0E-14                  190                      1.699721028401465E-4
1.0E-14                  191                      1.696737193320872E-4
1.0E-14                  192                      1.693766775700199E-4
1.0E-14                  193                      1.6908097755394423E-4
1.0E-14                  194                      1.687866192838605E-4
1.0E-14                  195                      1.684936027597685E-4
1.0E-14                  196                      1.6820192798166833E-4
1.0E-14                  197                      1.679110369230197E-4
1.0E-14                  198                      1.6762119095680835E-4
1.0E-14                  199                      1.6733255092621043E-4
1.0E-14                  200                      1.6704511683122538E-4
1.0E-14                  201                      1.667588886718532E-4
1.0E-14                  202                      1.6647386644809433E-4
1.0E-14                  203                      1.6619005015994806E-4
1.0E-14                  204                      1.659074398074149E-4
1.0E-14                  205                      1.656260353904948E-4
1.0E-14                  206                      1.6534583690918774E-4
1.0E-14                  207                      1.6506610453787777E-4
1.0E-14                  208                      1.6478707823402847E-4
1.0E-14                  209                      1.645090587106548E-4
1.0E-14                  210                      1.6423204596775678E-4
1.0E-14                  211                      1.6395604000533475E-4
1.0E-14                  212                      1.6368104082338823E-4
1.0E-14                  213                      1.6340704842191764E-4
1.0E-14                  214                      1.6313406280092267E-4
1.0E-14                  215                      1.6286208396040338E-4
1.0E-14                  216                      1.625911119003599E-4
1.0E-14                  217                      1.6232114662079243E-4
1.0E-14                  218                      1.6205218812170033E-4
1.0E-14                  219                      1.6178423640308414E-4
1.0E-14                  220                      1.6151729146494378E-4
1.0E-14                  221                      1.6125135330727908E-4
1.0E-14                  222                      1.6098642193009013E-4
1.0E-14                  223                      1.607224973333771E-4
1.0E-14                  224                      1.604595795171396E-4
1.0E-14                  225                      1.6019766848137805E-4
1.0E-14                  226                      1.5993676422609198E-4
1.0E-14                  227                      1.5967622768792676E-4
1.0E-14                  228                      1.5941609617185708E-4
1.0E-14                  229                      1.5915685987294648E-4
1.0E-14                  230                      1.5889851879119456E-4
1.0E-14                  231                      1.586410729266015E-4
1.0E-14                  232                      1.5838452227916682E-4
1.0E-14                  233                      1.5812886684889082E-4
1.0E-14                  234                      1.5787410663577368E-4
1.0E-14                  235                      1.5762024163981528E-4
1.0E-14                  236                      1.5736727186101528E-4
1.0E-14                  237                      1.571151972993742E-4
1.0E-14                  238                      1.5686401795489185E-4
1.0E-14                  239                      1.566137338275679E-4
1.0E-14                  240                      1.5636434491740294E-4
1.0E-14                  241                      1.5611585122439638E-4
1.0E-14                  242                      1.5586825274854858E-4
1.0E-14                  243                      1.5562154948985975E-4
1.0E-14                  244                      1.5537574144832932E-4
1.0E-14                  245                      1.5513082862395766E-4
1.0E-14                  246                      1.5488681101674467E-4
1.0E-14                  247                      1.546431295204295E-4
1.0E-14                  248                      1.5439946866476072E-4
1.0E-14                  249                      1.5415657251686475E-4
1.0E-14                  250                      1.539144410767415E-4
1.0E-14                  251                      1.5367307434439138E-4
1.0E-14                  252                      1.534324723198139E-4
1.0E-14                  253                      1.531926350030092E-4
1.0E-14                  254                      1.5295356239397747E-4
1.0E-14                  255                      1.5271525449271858E-4
1.0E-14                  256                      1.5247771129923228E-4
1.0E-14                  257                      1.5224093281351886E-4
1.0E-14                  258                      1.5200491903557864E-4
1.0E-14                  259                      1.517696699654107E-4
1.0E-14                  260                      1.5153518560301603E-4
1.0E-14                  261                      1.5130146594839413E-4
1.0E-14                  262                      1.5106851100154492E-4
1.0E-14                  263                      1.508363207624688E-4
1.0E-14                  264                      1.5060489523116563E-4
1.0E-14                  265                      1.5037423440763484E-4
1.0E-14                  266                      1.5014433829187713E-4
1.0E-14                  267                      1.499149206309723E-4
1.0E-14                  268                      1.4968546756972918E-4
1.0E-14                  269                      1.494566790764151E-4
1.0E-14                  270                      1.4922855515102978E-4
1.0E-14                  271                      1.4900109579357382E-4
1.0E-14                  272                      1.4877430100404635E-4
1.0E-14                  273                      1.4854817078244832E-4
1.0E-14                  274                      1.4832270512877904E-4
1.0E-14                  275                      1.480979040430388E-4
1.0E-14                  276                      1.4787376752522767E-4
1.0E-14                  277                      1.4765029557534538E-4
1.0E-14                  278                      1.4742748819339212E-4
1.0E-14                  279                      1.4720534537936803E-4
1.0E-14                  280                      1.469838671332727E-4
1.0E-14                  281                      1.4676305345510656E-4
1.0E-14                  282                      1.465429043448695E-4
1.0E-14                  283                      1.4632341980256127E-4
1.0E-14                  284                      1.4610459982818206E-4
1.0E-14                  285                      1.4588644442173175E-4
1.0E-14                  286                      1.4566895358321055E-4
1.0E-14                  287                      1.4545195101871763E-4
1.0E-14                  288                      1.4523448855701366E-4
1.0E-14                  289                      1.4501756922855508E-4
1.0E-14                  290                      1.4480119303334125E-4
1.0E-14                  291                      1.4458535997137256E-4
1.0E-14                  292                      1.4437007004264896E-4
1.0E-14                  293                      1.4415532324717008E-4
1.0E-14                  294                      1.4394111958493646E-4
1.0E-14                  295                      1.4372745905594773E-4
1.0E-14                  296                      1.4351434166020414E-4
1.0E-14                  297                      1.4330176739770547E-4
1.0E-14                  298                      1.43089736268452E-4
1.0E-14                  299                      1.4287824827244322E-4
1.0E-14                  300                      1.4266730340967994E-4
1.0E-14                  301                      1.4245690168016126E-4
1.0E-14                  302                      1.422470430838877E-4
1.0E-14                  303                      1.420377276208595E-4
1.0E-14                  304                      1.4182895529107607E-4
1.0E-14                  305                      1.416207260945376E-4
1.0E-14                  306                      1.4141304003124425E-4
1.0E-14                  307                      1.412058971011959E-4
1.0E-14                  308                      1.4099929730439272E-4
1.0E-14                  309                      1.407932406408342E-4
1.0E-14                  310                      1.405877271105209E-4
1.0E-14                  311                      1.403827567134527E-4
1.0E-14                  312                      1.4017832944962944E-4
1.0E-14                  313                      1.3997444531905118E-4
1.0E-14                  314                      1.397711043217181E-4
1.0E-14                  315                      1.395683064576301E-4
1.0E-14                  316                      1.3936605172678695E-4
1.0E-14                  317                      1.3916434012918875E-4
1.0E-14                  318                      1.3896317166483573E-4
1.0E-14                  319                      1.3876254633372767E-4
1.0E-14                  320                      1.385624641358647E-4
1.0E-14                  321                      1.3836292507124668E-4
1.0E-14                  322                      1.381639291398737E-4
1.0E-14                  323                      1.3796547634174587E-4
1.0E-14                  324                      1.3776756667686286E-4
1.0E-14                  325                      1.3757020014522502E-4
1.0E-14                  326                      1.3737337674683218E-4
1.0E-14                  327                      1.3717709648168431E-4
1.0E-14                  328                      1.3698017361650963E-4
1.0E-14                  329                      1.3678355392641425E-4
1.0E-14                  330                      1.3658741107783974E-4
1.0E-14                  331                      1.3639174507078556E-4
1.0E-14                  332                      1.3619655590525216E-4
1.0E-14                  333                      1.360018435812393E-4
1.0E-14                  334                      1.3580760809874703E-4
1.0E-14                  335                      1.356138494577755E-4
1.0E-14                  336                      1.3542056765832454E-4
1.0E-14                  337                      1.3522776270039408E-4
1.0E-14                  338                      1.350354345839843E-4
1.0E-14                  339                      1.3484358330909511E-4
1.0E-14                  340                      1.3465220887572658E-4
1.0E-14                  341                      1.3446131128387856E-4
1.0E-14                  342                      1.3427089053355133E-4
1.0E-14                  343                      1.3408094662474462E-4
1.0E-14                  344                      1.3389147955745838E-4
1.0E-14                  345                      1.3370248933169292E-4
1.0E-14                  346                      1.3351397594744795E-4
1.0E-14                  347                      1.333259394047236E-4
1.0E-14                  348                      1.3313837970352016E-4
1.0E-14                  349                      1.3295129684383705E-4
1.0E-14                  350                      1.3276469082567464E-4
1.0E-14                  351                      1.3257856164903273E-4
1.0E-14                  352                      1.3239290931391169E-4
1.0E-14                  353                      1.3220773382031082E-4
1.0E-14                  354                      1.320230351682309E-4
1.0E-14                  355                      1.3183881335767159E-4
1.0E-14                  356                      1.3165506838863267E-4
1.0E-14                  357                      1.3147180026111462E-4
1.0E-14                  358                      1.3128900897511683E-4
1.0E-14                  359                      1.311066945306401E-4
1.0E-14                  360                      1.3092485692768366E-4
1.0E-14                  361                      1.3074349616624796E-4
1.0E-14                  362                      1.3056261224633282E-4
1.0E-14                  363                      1.3038220516793848E-4
1.0E-14                  364                      1.302022749310646E-4
1.0E-14                  365                      1.3002282153571127E-4
1.0E-14                  366                      1.298438449818785E-4
1.0E-14                  367                      1.296653452695665E-4
1.0E-14                  368                      1.2948634257280695E-4
1.0E-14                  369                      1.29307087746133E-4
1.0E-14                  370                      1.291282292812191E-4
1.0E-14                  371                      1.289497671780653E-4
1.0E-14                  372                      1.2877170143667157E-4
1.0E-14                  373                      1.2859403205703793E-4
1.0E-14                  374                      1.2841675903916432E-4
1.0E-14                  375                      1.2823988238305079E-4
1.0E-14                  376                      1.280634020886972E-4
1.0E-14                  377                      1.278873181561041E-4
1.0E-14                  378                      1.2771163058527074E-4
1.0E-14                  379                      1.2753633937619745E-4
1.0E-14                  380                      1.2736144452888429E-4
1.0E-14                  381                      1.271869460433313E-4
1.0E-14                  382                      1.2701284391953825E-4
1.0E-14                  383                      1.2683913815750517E-4
1.0E-14                  384                      1.266658287572323E-4
1.0E-14                  385                      1.264929157187194E-4
1.0E-14                  386                      1.2632039904196678E-4
1.0E-14                  387                      1.2614827872697417E-4
1.0E-14                  388                      1.2597655477374157E-4
1.0E-14                  389                      1.2580522718226908E-4
1.0E-14                  390                      1.2563429595255653E-4
1.0E-14                  391                      1.2546376108460403E-4
1.0E-14                  392                      1.252936225784119E-4
1.0E-14                  393                      1.2512388043397956E-4
1.0E-14                  394                      1.249545346513074E-4
1.0E-14                  395                      1.2478558523039516E-4
1.0E-14                  396                      1.2461703217124336E-4
1.0E-14                  397                      1.2444887547385125E-4
1.0E-14                  398                      1.242811151382193E-4
1.0E-14                  399                      1.2411375116434752E-4
1.0E-14                  400                      1.2394678355223579E-4
1.0E-14                  401                      1.23780212301884E-4
1.0E-14                  402                      1.236140374132925E-4
1.0E-14                  403                      1.234482588864609E-4
1.0E-14                  404                      1.2328287672138942E-4
1.0E-14                  405                      1.2311789091807798E-4
1.0E-14                  406                      1.2295330147652669E-4
1.0E-14                  407                      1.2278910839673554E-4
1.0E-14                  408                      1.2262468219258362E-4
1.0E-14                  409                      1.224592638651739E-4
1.0E-14                  410                      1.222941456174269E-4
1.0E-14                  411                      1.2212932744934253E-4
1.0E-14                  412                      1.2196480936092095E-4
1.0E-14                  413                      1.2180059135216208E-4
1.0E-14                  414                      1.216366734230662E-4
1.0E-14                  415                      1.2147305557363283E-4
1.0E-14                  416                      1.2130973780386228E-4
1.0E-14                  417                      1.2114672011375447E-4
1.0E-14                  418                      1.209840025033093E-4
1.0E-14                  419                      1.2082158497252698E-4
1.0E-14                  420                      1.2065946752140731E-4
1.0E-14                  421                      1.2049765014995046E-4
1.0E-14                  422                      1.2033613285815625E-4
1.0E-14                  423                      1.2017491564602499E-4
1.0E-14                  424                      1.2001399851355633E-4
1.0E-14                  425                      1.1985338146075034E-4
1.0E-14                  426                      1.196930644876072E-4
1.0E-14                  427                      1.1953304759412686E-4
1.0E-14                  428                      1.1937333078030921E-4
1.0E-14                  429                      1.1921391404615411E-4
1.0E-14                  430                      1.1905479739166198E-4
1.0E-14                  431                      1.1889598081683253E-4
1.0E-14                  432                      1.1873746432166589E-4
1.0E-14                  433                      1.1857924790616191E-4
1.0E-14                  434                      1.1842133157032055E-4
1.0E-14                  435                      1.1826371531414203E-4
1.0E-14                  436                      1.1810639913762628E-4
1.0E-14                  437                      1.1794938304077337E-4
1.0E-14                  438                      1.1779266702358299E-4
1.0E-14                  439                      1.1763625108605552E-4
1.0E-14                  440                      1.1748013522819074E-4
1.0E-14                  441                      1.1732431944998859E-4
1.0E-14                  442                      1.1716880375144939E-4
1.0E-14                  443                      1.1701358813257289E-4
1.0E-14                  444                      1.1685867259335917E-4
1.0E-14                  445                      1.1670405713380805E-4
1.0E-14                  446                      1.1654974175391965E-4
1.0E-14                  447                      1.1639572645369409E-4
1.0E-14                  448                      1.1624201123313134E-4
1.0E-14                  449                      1.1608859609223111E-4
1.0E-14                  450                      1.1593548103099377E-4
1.0E-14                  451                      1.1578266604941912E-4
1.0E-14                  452                      1.1563015114750712E-4
1.0E-14                  453                      1.1547793632525806E-4
1.0E-14                  454                      1.1532602158267177E-4
1.0E-14                  455                      1.1517440691974802E-4
1.0E-14                  456                      1.150230923364872E-4
1.0E-14                  457                      1.1487207783288903E-4
1.0E-14                  458                      1.1472136340895358E-4
1.0E-14                  459                      1.1457094906468097E-4
1.0E-14                  460                      1.1442083480007097E-4
1.0E-14                  461                      1.1427102061512378E-4
1.0E-14                  462                      1.1412150650983931E-4
1.0E-14                  463                      1.1397229248421762E-4
1.0E-14                  464                      1.138233785382585E-4
1.0E-14                  465                      1.1367476467196242E-4
1.0E-14                  466                      1.1352645088532885E-4
1.0E-14                  467                      1.133784371783581E-4
1.0E-14                  468                      1.132307235510501E-4
1.0E-14                  469                      1.1308331000340482E-4
1.0E-14                  470                      1.129361965354222E-4
1.0E-14                  471                      1.1278938314710244E-4
1.0E-14                  472                      1.1264286983844545E-4
1.0E-14                  473                      1.1249665660945119E-4
1.0E-14                  474                      1.1235074346011954E-4
1.0E-14                  475                      1.1220513039045078E-4
1.0E-14                  476                      1.1205981740044463E-4
1.0E-14                  477                      1.1191480449010122E-4
1.0E-14                  478                      1.117700916594208E-4
1.0E-14                  479                      1.1162567890840295E-4
1.0E-14                  480                      1.1148156623704784E-4
1.0E-14                  481                      1.1133775364535539E-4
1.0E-14                  482                      1.1119424113332567E-4
1.0E-14                  483                      1.1105102870095881E-4
1.0E-14                  484                      1.1090811634825463E-4
1.0E-14                  485                      1.1076550407521324E-4
1.0E-14                  486                      1.106231918818347E-4
1.0E-14                  487                      1.1048117976811871E-4
1.0E-14                  488                      1.1033946773406555E-4
1.0E-14                  489                      1.1019658087280218E-4
1.0E-14                  490                      1.1005352365176725E-4
1.0E-14                  491                      1.0991071968919628E-4
1.0E-14                  492                      1.0976816898508855E-4
1.0E-14                  493                      1.0962587153944453E-4
1.0E-14                  494                      1.0948382735226402E-4
1.0E-14                  495                      1.0934203642354705E-4
1.0E-14                  496                      1.0920049875329353E-4
1.0E-14                  497                      1.0905921434150373E-4
1.0E-14                  498                      1.089181831881775E-4
1.0E-14                  499                      1.0877740529331481E-4
1.0E-14                  500                      1.0863688065691592E-4
1.0E-14                  501                      1.084966092789802E-4
1.0E-14                  502                      1.0835659115950824E-4
1.0E-14                  503                      1.0821682629849996E-4
1.0E-14                  504                      1.0807731469595488E-4
1.0E-14                  505                      1.0793805635187374E-4
1.0E-14                  506                      1.077990512662558E-4
1.0E-14                  507                      1.0766029943910179E-4
1.0E-14                  508                      1.0752180087041116E-4
1.0E-14                  509                      1.0738355556018416E-4
1.0E-14                  510                      1.0724556350842079E-4
1.0E-14                  511                      1.0710782471512089E-4
1.0E-14                  512                      1.0697033918028453E-4
1.0E-14                  513                      1.0683310690391183E-4
1.0E-14                  514                      1.066961278860026E-4
1.0E-14                  515                      1.06559402126557E-4
1.0E-14                  516                      1.0642292962557489E-4
1.0E-14                  517                      1.0628671038305646E-4
1.0E-14                  518                      1.0615074439900151E-4
1.0E-14                  519                      1.0601503167341012E-4
1.0E-14                  520                      1.058795722062826E-4
1.0E-14                  521                      1.057443659976182E-4
1.0E-14                  522                      1.0560941304741753E-4
1.0E-14                  523                      1.054747133556805E-4
1.0E-14                  524                      1.0534026692240686E-4
1.0E-14                  525                      1.052060737475969E-4
1.0E-14                  526                      1.0507213383125057E-4
1.0E-14                  527                      1.0493844717336761E-4
1.0E-14                  528                      1.048050137739485E-4
1.0E-14                  529                      1.0467183363299286E-4
1.0E-14                  530                      1.0453890675050069E-4
1.0E-14                  531                      1.0440623312647212E-4
1.0E-14                  532                      1.0427381276090714E-4
1.0E-14                  533                      1.0414164565380576E-4
1.0E-14                  534                      1.0400973180516773E-4
1.0E-14                  535                      1.0387807121499351E-4
1.0E-14                  536                      1.0374666388328273E-4
1.0E-14                  537                      1.0361550981003566E-4
1.0E-14                  538                      1.0348460899525211E-4
1.0E-14                  539                      1.0335396143893202E-4
1.0E-14                  540                      1.0322356714107546E-4
1.0E-14                  541                      1.0309342610168265E-4
1.0E-14                  542                      1.0296353832075335E-4
1.0E-14                  543                      1.0283390379828762E-4
1.0E-14                  544                      1.0270452253428532E-4
1.0E-14                  545                      1.0257539452874679E-4
1.0E-14                  546                      1.024465197816717E-4
1.0E-14                  547                      1.023178982930602E-4
1.0E-14                  548                      1.0218953006291219E-4
1.0E-14                  549                      1.0206141509122788E-4
1.0E-14                  550                      1.0193355337800712E-4
1.0E-14                  551                      1.0180594492324977E-4
1.0E-14                  552                      1.0167858972695626E-4
1.0E-14                  553                      1.015514877891261E-4
1.0E-14                  554                      1.0142463910975955E-4
1.0E-14                  555                      1.0129804368885661E-4
1.0E-14                  556                      1.0117170152641721E-4
1.0E-14                  557                      1.0104561262244132E-4
1.0E-14                  558                      1.0091977697692914E-4
1.0E-14                  559                      1.0079419458988031E-4
1.0E-14                  560                      1.0066886546129523E-4
1.0E-14                  561                      1.0054378959117374E-4
1.0E-14                  562                      1.0041896697951564E-4
1.0E-14                  563                      1.0029439762632123E-4
1.0E-14                  564                      1.0017008153159029E-4
1.0E-14                  565                      1.0004601869532308E-4
1.0E-14                  566                      9.992220911751933E-5
1.0E-14                  567                      9.979865279817918E-5
1.0E-14                  568                      9.967534973730258E-5
1.0E-14                  569                      9.955181126528251E-5
1.0E-14                  570                      9.942683251431712E-5
1.0E-14                  571                      9.930205379858697E-5
1.0E-14                  572                      9.917747511809222E-5
1.0E-14                  573                      9.905309647283271E-5
1.0E-14                  574                      9.892891786280869E-5
1.0E-14                  575                      9.880493928801992E-5
1.0E-14                  576                      9.868116074846654E-5
1.0E-14                  577                      9.855758224414846E-5
1.0E-14                  578                      9.84342037750657E-5
1.0E-14                  579                      9.83110253412184E-5
1.0E-14                  580                      9.81880469426064E-5
1.0E-14                  581                      9.806526857922969E-5
1.0E-14                  582                      9.794269025108814E-5
1.0E-14                  583                      9.782031195818206E-5
1.0E-14                  584                      9.769813370051157E-5
1.0E-14                  585                      9.757615547807618E-5
1.0E-14                  586                      9.745437729087616E-5
1.0E-14                  587                      9.733279913891145E-5
1.0E-14                  588                      9.721142102218221E-5
1.0E-14                  589                      9.709024294068826E-5
1.0E-14                  590                      9.696926489442954E-5
1.0E-14                  591                      9.68484868834063E-5
1.0E-14                  592                      9.672790890761836E-5
1.0E-14                  593                      9.660753096706573E-5
1.0E-14                  594                      9.648735306174844E-5
1.0E-14                  595                      9.63673751916665E-5
1.0E-14                  596                      9.624759735681975E-5
1.0E-14                  597                      9.612801955720851E-5
1.0E-14                  598                      9.600864179283266E-5
1.0E-14                  599                      9.58894640636921E-5
1.0E-14                  600                      9.577048636978692E-5
1.0E-14                  601                      9.565170871111692E-5
1.0E-14                  602                      9.553313108768232E-5
