% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:39
% Table:              TCE_reacted 0.1 - tce_reacted_mass (tce_reacted_mass)
% Q_inject_design        t (s)                    The reacted TCE (mol/m)
0.1                      62                       1.9352020432667023E-6
0.1                      63                       1.9438074574105537E-6
0.1                      64                       1.9524452958057297E-6
0.1                      65                       1.9611156703206867E-6
0.1                      66                       1.9698185241129476E-6
0.1                      67                       1.9785657685363467E-6
0.1                      68                       1.987337646820161E-6
0.1                      69                       1.9961387998371625E-6
0.1                      70                       2.0049683196238824E-6
0.1                      71                       2.0138295266956206E-6
0.1                      72                       2.0227216443983235E-6
0.1                      73                       2.0316481774802574E-6
0.1                      74                       2.0406094493859034E-6
0.1                      75                       2.049603623616257E-6
0.1                      76                       2.058629769639669E-6
0.1                      77                       2.0676878755614828E-6
0.1                      78                       2.076777825080246E-6
0.1                      79                       2.085899204645078E-6
0.1                      80                       2.0950515890262497E-6
0.1                      81                       2.104235186013719E-6
0.1                      82                       2.1134496859891004E-6
0.1                      83                       2.122694166152285E-6
0.1                      84                       2.13196786246364E-6
0.1                      85                       2.141270273159869E-6
0.1                      86                       2.150600828356883E-6
0.1                      87                       2.1599588799384474E-6
0.1                      88                       2.1693435839963123E-6
0.1                      89                       2.178754163419277E-6
0.1                      90                       2.1881897363410795E-6
0.1                      91                       2.197649282821843E-6
0.1                      92                       2.207131592626984E-6
0.1                      93                       2.216635087645766E-6
0.1                      94                       2.2261581316022292E-6
0.1                      95                       2.2356986503277404E-6
0.1                      96                       2.245254226928134E-6
0.1                      97                       2.254822709055279E-6
0.1                      98                       2.2644018458694434E-6
0.1                      99                       2.2739885927642946E-6
0.1                      100                      2.2835805391847907E-6
0.1                      101                      2.2931747881068396E-6
0.1                      102                      2.302768437638932E-6
0.1                      103                      2.312358418597225E-6
0.1                      104                      2.3219420689301085E-6
0.1                      105                      2.3315170898911507E-6
0.1                      106                      2.3410809196732754E-6
0.1                      107                      2.3506311130000183E-6
0.1                      108                      2.360165091173599E-6
0.1                      109                      2.3696788638361753E-6
0.1                      110                      2.379171582962843E-6
0.1                      111                      2.388641876087253E-6
0.1                      112                      2.398085661151654E-6
0.1                      113                      2.4075051588729764E-6
0.1                      114                      2.4168936822965194E-6
0.1                      115                      2.4262520521751792E-6
0.1                      116                      2.4355794053719133E-6
0.1                      117                      2.4448705604442476E-6
0.1                      118                      2.454128248259059E-6
0.1                      119                      2.463348015339867E-6
0.1                      120                      2.472530072427574E-6
0.1                      121                      2.4816743197361157E-6
0.1                      122                      2.4907776437285435E-6
0.1                      123                      2.4998416387562105E-6
0.1                      124                      2.5088642708211807E-6
0.1                      125                      2.5178454691337392E-6
0.1                      126                      2.5267851682682347E-6
0.1                      127                      2.535681225793361E-6
0.1                      128                      2.5445347101185167E-6
0.1                      129                      2.553345621243567E-6
0.1                      130                      2.5621139591683757E-6
0.1                      131                      2.570839393416073E-6
0.1                      132                      2.5795205899595313E-6
0.1                      133                      2.588158593903238E-6
0.1                      134                      2.596753405246644E-6
0.1                      135                      2.6053050239898575E-6
0.1                      136                      2.613813278957217E-6
0.1                      137                      2.622277275729303E-6
0.1                      138                      2.6306976917870006E-6
0.1                      139                      2.639074527130662E-6
0.1                      140                      2.6474077817600092E-6
0.1                      141                      2.655697602755226E-6
0.1                      142                      2.66394502175227E-6
0.1                      143                      2.6721492806012852E-6
0.1                      144                      2.6803103793028135E-6
0.1                      145                      2.688428317856638E-6
0.1                      146                      2.6965033942707216E-6
0.1                      147                      2.7045385926062845E-6
0.1                      148                      2.7125317789191008E-6
0.1                      149                      2.7204829532086555E-6
0.1                      150                      2.728392115475938E-6
0.1                      151                      2.7362595347772844E-6
0.1                      152                      2.7440895375454953E-6
0.1                      153                      2.7518791056488126E-6
0.1                      154                      2.759628239087995E-6
0.1                      155                      2.7673369378626296E-6
0.1                      156                      2.775005344827987E-6
0.1                      157                      2.7826384387352366E-6
0.1                      158                      2.790232824159873E-6
0.1                      159                      2.7977885011025124E-6
0.1                      160                      2.8053054695622947E-6
0.1                      161                      2.812783729539748E-6
0.1                      162                      2.820228490599166E-6
0.1                      163                      2.8276362796923646E-6
0.1                      164                      2.835007090094058E-6
0.1                      165                      2.8423409218043954E-6
0.1                      166                      2.8496377748234514E-6
0.1                      167                      2.8569060830562488E-6
0.1                      168                      2.864140589510728E-6
0.1                      169                      2.87134103357604E-6
0.1                      170                      2.87850741525207E-6
0.1                      171                      2.885639734539367E-6
0.1                      172                      2.8927379914376667E-6
0.1                      173                      2.8998021859466774E-6
0.1                      174                      2.906832318066779E-6
0.1                      175                      2.9138283877978895E-6
0.1                      176                      2.9207903951396707E-6
0.1                      177                      2.9277287790496347E-6
0.1                      178                      2.9346363294692086E-6
0.1                      179                      2.941511943127211E-6
0.1                      180                      2.948355620024286E-6
0.1                      181                      2.9551673601602775E-6
0.1                      182                      2.9619471635347248E-6
0.1                      183                      2.968695030148102E-6
0.1                      184                      2.9754109600001926E-6
0.1                      185                      2.98209495309143E-6
0.1                      186                      2.9887470094211503E-6
0.1                      187                      2.995380732588612E-6
0.1                      188                      3.0019881142931675E-6
0.1                      189                      3.0085665771673395E-6
0.1                      190                      3.015116121211209E-6
0.1                      191                      3.021636746424478E-6
0.1                      192                      3.0281284528071734E-6
0.1                      193                      3.034591240359729E-6
0.1                      194                      3.0410251090816164E-6
0.1                      195                      3.047430058973269E-6
0.1                      196                      3.0538060900345515E-6
0.1                      197                      3.060165431690239E-6
0.1                      198                      3.066502355824217E-6
0.1                      199                      3.072813337478395E-6
0.1                      200                      3.0790983766533833E-6
0.1                      201                      3.0853574733490194E-6
0.1                      202                      3.0915906275650186E-6
0.1                      203                      3.097797839301977E-6
0.1                      204                      3.1039791085595426E-6
0.1                      205                      3.1101344353376474E-6
0.1                      206                      3.116263819636332E-6
0.1                      207                      3.1223831569916505E-6
0.1                      208                      3.1284872917929367E-6
0.1                      209                      3.1345697630660738E-6
0.1                      210                      3.1406305708110347E-6
0.1                      211                      3.1466697150274805E-6
0.1                      212                      3.152687195715845E-6
0.1                      213                      3.1586830128757623E-6
0.1                      214                      3.164657166507395E-6
0.1                      215                      3.170609656610919E-6
0.1                      216                      3.1765404831860233E-6
0.1                      217                      3.1824496462325445E-6
0.1                      218                      3.1883371457512284E-6
0.1                      219                      3.194202981741411E-6
0.1                      220                      3.200047154203241E-6
0.1                      221                      3.2058696631368E-6
0.1                      222                      3.211670508542169E-6
0.1                      223                      3.217449690419064E-6
0.1                      224                      3.2232072087677284E-6
0.1                      225                      3.2289430635879863E-6
0.1                      226                      3.234657254880244E-6
0.1                      227                      3.240363316323508E-6
0.1                      228                      3.246060457897656E-6
0.1                      229                      3.2517382985605253E-6
0.1                      230                      3.2573968383125764E-6
0.1                      231                      3.2630360771534843E-6
0.1                      232                      3.2686560150837774E-6
0.1                      233                      3.274256652103266E-6
0.1                      234                      3.279837988211625E-6
0.1                      235                      3.285400023409071E-6
0.1                      236                      3.290942757695875E-6
0.1                      237                      3.2964661910716035E-6
0.1                      238                      3.3019703235363107E-6
0.1                      239                      3.3074551550904302E-6
0.1                      240                      3.312920685733366E-6
0.1                      241                      3.318366915465741E-6
0.1                      242                      3.323793844287081E-6
0.1                      243                      3.329201472197332E-6
0.1                      244                      3.33458979919686E-6
0.1                      245                      3.3399588252854207E-6
0.1                      246                      3.345308550463204E-6
0.1                      247                      3.3506507909838063E-6
0.1                      248                      3.355992214053294E-6
0.1                      249                      3.361317094421098E-6
0.1                      250                      3.36662543208734E-6
0.1                      251                      3.371917227051546E-6
0.1                      252                      3.3771924793144067E-6
0.1                      253                      3.382451188875448E-6
0.1                      254                      3.387693355734792E-6
0.1                      255                      3.3929189798923438E-6
0.1                      256                      3.398128061348537E-6
0.1                      257                      3.4033206001028563E-6
0.1                      258                      3.4084965961552887E-6
0.1                      259                      3.41365604950643E-6
0.1                      260                      3.418798960155549E-6
0.1                      261                      3.4239253281030516E-6
0.1                      262                      3.429035153348979E-6
0.1                      263                      3.4341284358929648E-6
0.1                      264                      3.4392051757351584E-6
0.1                      265                      3.4442653728760476E-6
0.1                      266                      3.449309027315104E-6
0.1                      267                      3.454342189026759E-6
0.1                      268                      3.4593757183743764E-6
0.1                      269                      3.464394821482358E-6
0.1                      270                      3.4693994983512195E-6
0.1                      271                      3.474389748980093E-6
0.1                      272                      3.479365573370009E-6
0.1                      273                      3.484326971520032E-6
0.1                      274                      3.4892739434307584E-6
0.1                      275                      3.4942064891019443E-6
0.1                      276                      3.4991246085336303E-6
0.1                      277                      3.504028301725925E-6
0.1                      278                      3.5089175686786112E-6
0.1                      279                      3.5137924093917028E-6
0.1                      280                      3.5186528238655113E-6
0.1                      281                      3.523498812099698E-6
0.1                      282                      3.528330374094236E-6
0.1                      283                      3.533147509849477E-6
0.1                      284                      3.537950219365232E-6
0.1                      285                      3.54273850264146E-6
0.1                      286                      3.547512359678188E-6
0.1                      287                      3.5522755539751683E-6
0.1                      288                      3.5570483269715004E-6
0.1                      289                      3.561809266100193E-6
0.1                      290                      3.5665583713616794E-6
0.1                      291                      3.571295642755811E-6
0.1                      292                      3.5760210802826417E-6
0.1                      293                      3.5807346839422937E-6
0.1                      294                      3.5854364537344686E-6
0.1                      295                      3.5901263896595054E-6
0.1                      296                      3.5948044917170246E-6
0.1                      297                      3.5994707599073243E-6
0.1                      298                      3.6041251942302283E-6
0.1                      299                      3.6087677946860754E-6
0.1                      300                      3.613398561274188E-6
0.1                      301                      3.6180174939953795E-6
0.1                      302                      3.622624592849121E-6
0.1                      303                      3.6272198578352635E-6
0.1                      304                      3.6318032889542815E-6
0.1                      305                      3.6363748862060257E-6
0.1                      306                      3.6409346495904556E-6
0.1                      307                      3.645482579107544E-6
0.1                      308                      3.650018674757169E-6
0.1                      309                      3.654542936539751E-6
0.1                      310                      3.659055364454937E-6
0.1                      311                      3.6635559585027273E-6
0.1                      312                      3.6680447186832304E-6
0.1                      313                      3.67252164499646E-6
0.1                      314                      3.676986737442199E-6
0.1                      315                      3.68143999602061E-6
0.1                      316                      3.685881420731815E-6
0.1                      317                      3.6903110115758006E-6
0.1                      318                      3.694728768552323E-6
0.1                      319                      3.6991346916615984E-6
0.1                      320                      3.7035287809034784E-6
0.1                      321                      3.707911036278098E-6
0.1                      322                      3.7122814577854172E-6
0.1                      323                      3.7166400454252864E-6
0.1                      324                      3.720986799198004E-6
0.1                      325                      3.7253217191033256E-6
0.1                      326                      3.729644805141238E-6
0.1                      327                      3.7339560573119448E-6
0.1                      328                      3.738281062568073E-6
0.1                      329                      3.7425994120171113E-6
0.1                      330                      3.7469073581085306E-6
0.1                      331                      3.751204900842765E-6
0.1                      332                      3.7554920402195296E-6
0.1                      333                      3.7597687762389194E-6
0.1                      334                      3.7640351089009345E-6
0.1                      335                      3.76829103820548E-6
0.1                      336                      3.772536564152637E-6
0.1                      337                      3.776771686742487E-6
0.1                      338                      3.7809964059749488E-6
0.1                      339                      3.785210721849968E-6
0.1                      340                      3.7894146343675852E-6
0.1                      341                      3.7936081435279226E-6
0.1                      342                      3.797791249330682E-6
0.1                      343                      3.8019639517761477E-6
0.1                      344                      3.806126250864347E-6
0.1                      345                      3.8102781465949414E-6
0.1                      346                      3.8144196389683236E-6
0.1                      347                      3.818550727984317E-6
0.1                      348                      3.8226714136425975E-6
0.1                      349                      3.826781695943828E-6
0.1                      350                      3.830881574887454E-6
0.1                      351                      3.834971050473826E-6
0.1                      352                      3.839050122702689E-6
0.1                      353                      3.843118791574393E-6
0.1                      354                      3.8471770570885195E-6
0.1                      355                      3.851224919245244E-6
0.1                      356                      3.855262378044743E-6
0.1                      357                      3.859289433486623E-6
0.1                      358                      3.863306085571426E-6
0.1                      359                      3.867312334298421E-6
0.1                      360                      3.871308179668366E-6
0.1                      361                      3.875293621680761E-6
0.1                      362                      3.879268660335848E-6
0.1                      363                      3.8832332956333576E-6
0.1                      364                      3.8871875275735734E-6
0.1                      365                      3.891131356156469E-6
0.1                      366                      3.8950647813820434E-6
0.1                      367                      3.898987803250067E-6
0.1                      368                      3.902921606365663E-6
0.1                      369                      3.906860767057349E-6
0.1                      370                      3.91079126442709E-6
0.1                      371                      3.914713098474899E-6
0.1                      372                      3.91862626920075E-6
0.1                      373                      3.922530776604601E-6
0.1                      374                      3.926426620686711E-6
0.1                      375                      3.9303138014467665E-6
0.1                      376                      3.934192318885067E-6
0.1                      377                      3.9380621730010295E-6
0.1                      378                      3.941923363795318E-6
0.1                      379                      3.9457758912677694E-6
0.1                      380                      3.949619755418249E-6
0.1                      381                      3.95345495624658E-6
0.1                      382                      3.957281493753169E-6
0.1                      383                      3.9610993679379755E-6
0.1                      384                      3.964908578800647E-6
0.1                      385                      3.968709126341523E-6
0.1                      386                      3.972501010560318E-6
0.1                      387                      3.976284231457181E-6
0.1                      388                      3.980058789032113E-6
0.1                      389                      3.983824683285168E-6
0.1                      390                      3.98758191421644E-6
0.1                      391                      3.991330481825726E-6
0.1                      392                      3.995070386112823E-6
0.1                      393                      3.9988016270783E-6
0.1                      394                      4.002524204721738E-6
0.1                      395                      4.006238119043365E-6
0.1                      396                      4.0099433700426955E-6
0.1                      397                      4.013639957720487E-6
0.1                      398                      4.017327882076198E-6
0.1                      399                      4.021007143109977E-6
0.1                      400                      4.024677740821757E-6
0.1                      401                      4.028339675211755E-6
0.1                      402                      4.031992946279726E-6
0.1                      403                      4.035637554025833E-6
0.1                      404                      4.039273498449914E-6
0.1                      405                      4.042900779552185E-6
0.1                      406                      4.046519397332403E-6
0.1                      407                      4.050129351790716E-6
0.1                      408                      4.05374430770348E-6
0.1                      409                      4.057380741287489E-6
0.1                      410                      4.06101060162483E-6
0.1                      411                      4.064633888715437E-6
0.1                      412                      4.068250602559228E-6
0.1                      413                      4.071860743156365E-6
0.1                      414                      4.075464310506442E-6
0.1                      415                      4.079061304610002E-6
0.1                      416                      4.082651725466772E-6
0.1                      417                      4.086235573076753E-6
0.1                      418                      4.08981284744004E-6
0.1                      419                      4.093383548556511E-6
0.1                      420                      4.096947676426315E-6
0.1                      421                      4.100505231049249E-6
0.1                      422                      4.104056212425502E-6
0.1                      423                      4.107600620554831E-6
0.1                      424                      4.111138455437506E-6
0.1                      425                      4.1146697170735E-6
0.1                      426                      4.118194405462706E-6
0.1                      427                      4.1217125206050275E-6
0.1                      428                      4.125224062500655E-6
0.1                      429                      4.12872903114967E-6
0.1                      430                      4.13222742655176E-6
0.1                      431                      4.1357192487071425E-6
0.1                      432                      4.139204497615709E-6
0.1                      433                      4.142683173277568E-6
0.1                      434                      4.146155275692759E-6
0.1                      435                      4.1496208048611485E-6
0.1                      436                      4.153079760782708E-6
0.1                      437                      4.156532143457492E-6
0.1                      438                      4.159977952885636E-6
0.1                      439                      4.163417189066883E-6
0.1                      440                      4.166849852001449E-6
0.1                      441                      4.1702759416893345E-6
0.1                      442                      4.1736954581302955E-6
0.1                      443                      4.177108401324481E-6
0.1                      444                      4.180514771271905E-6
0.1                      445                      4.1839145679727156E-6
0.1                      446                      4.18730779142671E-6
0.1                      447                      4.19069444163393E-6
0.1                      448                      4.194074518594319E-6
0.1                      449                      4.19744802230815E-6
0.1                      450                      4.200814952775057E-6
0.1                      451                      4.204175309995269E-6
0.1                      452                      4.207529093968828E-6
0.1                      453                      4.210876304695476E-6
0.1                      454                      4.214216942175281E-6
0.1                      455                      4.2175510064085405E-6
0.1                      456                      4.220878497394835E-6
0.1                      457                      4.224199415134503E-6
0.1                      458                      4.227513759627382E-6
0.1                      459                      4.230821530873445E-6
0.1                      460                      4.234122728872828E-6
0.1                      461                      4.237417353625421E-6
0.1                      462                      4.240705405131293E-6
0.1                      463                      4.243986883390336E-6
0.1                      464                      4.247261788402779E-6
0.1                      465                      4.250530120168176E-6
0.1                      466                      4.2537918786870956E-6
0.1                      467                      4.257047063959185E-6
0.1                      468                      4.260295675984446E-6
0.1                      469                      4.2635377147629574E-6
0.1                      470                      4.266773180294789E-6
0.1                      471                      4.270002072579763E-6
0.1                      472                      4.273224391617962E-6
0.1                      473                      4.2764401374093995E-6
0.1                      474                      4.279649309954237E-6
0.1                      475                      4.282851909252164E-6
0.1                      476                      4.286047935303451E-6
0.1                      477                      4.289237388107976E-6
0.1                      478                      4.292420267665536E-6
0.1                      479                      4.295596573976443E-6
0.1                      480                      4.298766307040628E-6
0.1                      481                      4.301929466858146E-6
0.1                      482                      4.3050860534289025E-6
0.1                      483                      4.308236066752748E-6
0.1                      484                      4.31137950682998E-6
0.1                      485                      4.3145163736603155E-6
0.1                      486                      4.317646667243862E-6
0.1                      487                      4.320770387580754E-6
0.1                      488                      4.323887534670844E-6
0.1                      489                      4.327030247011778E-6
0.1                      490                      4.330176637069684E-6
0.1                      491                      4.33331747412319E-6
0.1                      492                      4.336452758172974E-6
0.1                      493                      4.339582489218616E-6
0.1                      494                      4.342706667260224E-6
0.1                      495                      4.345825292297826E-6
0.1                      496                      4.348938364331489E-6
0.1                      497                      4.352045883360942E-6
0.1                      498                      4.355147849386374E-6
0.1                      499                      4.358244262407841E-6
0.1                      500                      4.3613351224249626E-6
0.1                      501                      4.36442042943847E-6
0.1                      502                      4.367500183447714E-6
0.1                      503                      4.3705743844528835E-6
0.1                      504                      4.3736430324542495E-6
0.1                      505                      4.376706127451379E-6
0.1                      506                      4.37976366944465E-6
0.1                      507                      4.3828156584336305E-6
0.1                      508                      4.385862094418753E-6
0.1                      509                      4.3889029773997205E-6
0.1                      510                      4.391938307376586E-6
0.1                      511                      4.39496808434954E-6
0.1                      512                      4.397992308318447E-6
0.1                      513                      4.401010979283279E-6
0.1                      514                      4.4040240972441184E-6
0.1                      515                      4.4070316622009105E-6
0.1                      516                      4.410033674153655E-6
0.1                      517                      4.413030133102326E-6
0.1                      518                      4.416021039046922E-6
0.1                      519                      4.419006391987579E-6
0.1                      520                      4.421986191923918E-6
0.1                      521                      4.424960438856643E-6
0.1                      522                      4.427929132785077E-6
0.1                      523                      4.430892273709464E-6
0.1                      524                      4.433849861629994E-6
0.1                      525                      4.436801896546394E-6
0.1                      526                      4.439748378458585E-6
0.1                      527                      4.442689307367027E-6
0.1                      528                      4.4456246832711235E-6
0.1                      529                      4.448554506171308E-6
0.1                      530                      4.4514787760675E-6
0.1                      531                      4.454397492959644E-6
0.1                      532                      4.45731065684766E-6
0.1                      533                      4.46021826773171E-6
0.1                      534                      4.463120325611875E-6
0.1                      535                      4.466016830487749E-6
0.1                      536                      4.4689077823597385E-6
0.1                      537                      4.471793181227518E-6
0.1                      538                      4.4746730270913315E-6
0.1                      539                      4.477547319951179E-6
0.1                      540                      4.480416059807034E-6
0.1                      541                      4.4832792466586785E-6
0.1                      542                      4.48613688050633E-6
0.1                      543                      4.48898896134988E-6
0.1                      544                      4.491835489189627E-6
0.1                      545                      4.494676464025083E-6
0.1                      546                      4.497511885856627E-6
0.1                      547                      4.500341754684042E-6
0.1                      548                      4.503166070507573E-6
0.1                      549                      4.505984833326948E-6
0.1                      550                      4.508798043142222E-6
0.1                      551                      4.511605699953719E-6
0.1                      552                      4.51440780376079E-6
0.1                      553                      4.517204354564138E-6
0.1                      554                      4.519995352363331E-6
0.1                      555                      4.522780797158396E-6
0.1                      556                      4.525560688949576E-6
0.1                      557                      4.528335027736654E-6
0.1                      558                      4.531103813519658E-6
0.1                      559                      4.533867046298723E-6
0.1                      560                      4.536624726073633E-6
0.1                      561                      4.539376852844495E-6
0.1                      562                      4.542123426611472E-6
0.1                      563                      4.544864447374213E-6
0.1                      564                      4.547599915133096E-6
0.1                      565                      4.550329829887851E-6
0.1                      566                      4.553054191638449E-6
0.1                      567                      4.555773000385109E-6
0.1                      568                      4.558486256127722E-6
0.1                      569                      4.561204617849532E-6
0.1                      570                      4.563954366426968E-6
0.1                      571                      4.566699722918804E-6
0.1                      572                      4.569440687324797E-6
0.1                      573                      4.572177259645191E-6
0.1                      574                      4.574909439879741E-6
0.1                      575                      4.577637228028503E-6
0.1                      576                      4.580360624091665E-6
0.1                      577                      4.583079628069092E-6
0.1                      578                      4.5857942399607846E-6
0.1                      579                      4.58850445976658E-6
0.1                      580                      4.591210287486721E-6
0.1                      581                      4.593911723121209E-6
0.1                      582                      4.596608766670071E-6
0.1                      583                      4.5993014181331434E-6
0.1                      584                      4.601989677510237E-6
0.1                      585                      4.60467354480184E-6
0.1                      586                      4.607353020007654E-6
0.1                      587                      4.61002810312776E-6
0.1                      588                      4.6126987941620505E-6
0.1                      589                      4.615365093110606E-6
0.1                      590                      4.6180269999735075E-6
0.1                      591                      4.62068451475062E-6
0.1                      592                      4.623337637442052E-6
0.1                      593                      4.625986368047723E-6
0.1                      594                      4.628630706567712E-6
0.1                      595                      4.631270653001967E-6
0.1                      596                      4.6339062073506225E-6
0.1                      597                      4.636537369613326E-6
0.1                      598                      4.639164139790322E-6
0.1                      599                      4.641786517881638E-6
0.1                      600                      4.644404503887164E-6
0.1                      601                      4.647018097807037E-6
0.1                      602                      4.64962729964123E-6
0.1                      603                      4.652232109389687E-6
0.1                      604                      4.654832527052139E-6
0.1                      605                      4.657428552629235E-6
0.1                      606                      4.660020186120434E-6
0.1                      607                      4.662607427525925E-6
0.1                      608                      4.665190276845519E-6
0.1                      609                      4.667768734079649E-6
0.1                      610                      4.670342799227773E-6
0.1                      611                      4.672912472290433E-6
0.1                      612                      4.67547775326725E-6
0.1                      613                      4.678038642158333E-6
0.1                      614                      4.680595138963599E-6
0.1                      615                      4.683147243683374E-6
0.1                      616                      4.685694956317279E-6
0.1                      617                      4.688238276865286E-6
0.1                      618                      4.690777205327749E-6
0.1                      619                      4.693311741704666E-6
0.1                      620                      4.6958418859956315E-6
0.1                      621                      4.698367638200727E-6
0.1                      622                      4.700888998320385E-6
0.1                      623                      4.703405966354092E-6
0.1                      624                      4.705918542302146E-6
0.1                      625                      4.7084267261644915E-6
0.1                      626                      4.710930517941075E-6
0.1                      627                      4.7134299176319785E-6
0.1                      628                      4.715924925237066E-6
0.1                      629                      4.718415540756472E-6
0.1                      630                      4.720901764190252E-6
0.1                      631                      4.723383595538135E-6
0.1                      632                      4.725861034800391E-6
0.1                      633                      4.728334081976804E-6
0.1                      634                      4.730802737067563E-6
0.1                      635                      4.733267000072507E-6
0.1                      636                      4.735726870991824E-6
0.1                      637                      4.738182349825379E-6
0.1                      638                      4.740633436573307E-6
0.1                      639                      4.743080131235311E-6
0.1                      640                      4.745522433811716E-6
0.1                      641                      4.747960344302359E-6
0.1                      642                      4.750393862707402E-6
0.1                      643                      4.752822989026413E-6
0.1                      644                      4.75524772325996E-6
0.1                      645                      4.757668065407663E-6
0.1                      646                      4.760084015469713E-6
0.1                      647                      4.76249557344592E-6
0.1                      648                      4.764902739336365E-6
0.1                      649                      4.7673055131414E-6
0.1                      650                      4.769726961504944E-6
0.1                      651                      4.772155576547739E-6
0.1                      652                      4.774580634784968E-6
0.1                      653                      4.77700213621682E-6
0.1                      654                      4.779420080842971E-6
0.1                      655                      4.781834468663799E-6
0.1                      656                      4.784245299678763E-6
0.1                      657                      4.786652573888432E-6
0.1                      658                      4.7890562912925884E-6
0.1                      659                      4.791456451891125E-6
0.1                      660                      4.7938530556842845E-6
0.1                      661                      4.796246102671715E-6
0.1                      662                      4.798635592853905E-6
0.1                      663                      4.801021526230285E-6
0.1                      664                      4.803403902801153E-6
0.1                      665                      4.805782722566617E-6
0.1                      666                      4.808157985526651E-6
0.1                      667                      4.810529691680955E-6
0.1                      668                      4.812897841029775E-6
0.1                      669                      4.815262433573137E-6
0.1                      670                      4.817623469310797E-6
0.1                      671                      4.819980948243108E-6
0.1                      672                      4.822334870369907E-6
0.1                      673                      4.824685235691248E-6
0.1                      674                      4.827032044206806E-6
0.1                      675                      4.829375295916906E-6
0.1                      676                      4.831714990821576E-6
0.1                      677                      4.834051128920706E-6
0.1                      678                      4.836383710214351E-6
0.1                      679                      4.838712734702485E-6
0.1                      680                      4.841038202385025E-6
0.1                      681                      4.843360113261945E-6
0.1                      682                      4.845678467333461E-6
0.1                      683                      4.847993264599465E-6
0.1                      684                      4.850304505059903E-6
0.1                      685                      4.85261218871472E-6
0.1                      686                      4.854916315564107E-6
0.1                      687                      4.8572168856079545E-6
0.1                      688                      4.8595138988463986E-6
0.1                      689                      4.8618073552790595E-6
0.1                      690                      4.864097254906425E-6
0.1                      691                      4.866383597728198E-6
0.1                      692                      4.868666383744404E-6
0.1                      693                      4.87094561295499E-6
0.1                      694                      4.873221285360172E-6
0.1                      695                      4.87549340095968E-6
0.1                      696                      4.8777619597539735E-6
0.1                      697                      4.88002696174243E-6
0.1                      698                      4.882288406925537E-6
0.1                      699                      4.884546295303105E-6
0.1                      700                      4.886800626875161E-6
0.1                      701                      4.889051401641515E-6
0.1                      702                      4.8912986196026015E-6
0.1                      703                      4.893542280757986E-6
0.1                      704                      4.8957823851078855E-6
0.1                      705                      4.898018932652327E-6
0.1                      706                      4.900251923391176E-6
0.1                      707                      4.902481357324295E-6
