% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:14
% Table:              TCE_reacted 0.02 - tce_reacted_mass (tce_reacted_mass)
% Q_inject_design        t (s)                    The reacted TCE (mol/m)
0.02                     638                      3.305297094999328E-6
0.02                     639                      3.308499924471804E-6
0.02                     640                      3.311700894415934E-6
0.02                     641                      3.3149000048315414E-6
0.02                     642                      3.3180972557190195E-6
0.02                     643                      3.3212926470777584E-6
0.02                     644                      3.324486178908666E-6
0.02                     645                      3.327677851210821E-6
0.02                     646                      3.330867663984874E-6
0.02                     647                      3.3340542039987035E-6
0.02                     648                      3.337238594895711E-6
0.02                     649                      3.3404209451701243E-6
0.02                     650                      3.343601254822377E-6
0.02                     651                      3.3467795238523195E-6
0.02                     652                      3.3499557522599253E-6
0.02                     653                      3.353129940045194E-6
0.02                     654                      3.356302087208289E-6
0.02                     655                      3.359472193748884E-6
0.02                     656                      3.362640259667169E-6
0.02                     657                      3.3658062849632395E-6
0.02                     658                      3.3689702696370136E-6
0.02                     659                      3.3721322136883965E-6
0.02                     660                      3.375292117117524E-6
0.02                     661                      3.3784499799243957E-6
0.02                     662                      3.381605802108822E-6
0.02                     663                      3.384757512436804E-6
0.02                     664                      3.3879068642191627E-6
0.02                     665                      3.3910539224549295E-6
0.02                     666                      3.3941986871441723E-6
0.02                     667                      3.3973411582869316E-6
0.02                     668                      3.400481335882923E-6
0.02                     669                      3.4036192199323633E-6
0.02                     670                      3.40675481043532E-6
0.02                     671                      3.4098881073914685E-6
0.02                     672                      3.4130191108015264E-6
0.02                     673                      3.416147820664586E-6
0.02                     674                      3.419274236981257E-6
0.02                     675                      3.4223983597512277E-6
0.02                     676                      3.4255201889747965E-6
0.02                     677                      3.4286397246518547E-6
0.02                     678                      3.431756966781996E-6
0.02                     679                      3.4348719153657486E-6
0.02                     680                      3.437984570403018E-6
0.02                     681                      3.4410949318934786E-6
0.02                     682                      3.4442029998376186E-6
0.02                     683                      3.4473087742351125E-6
0.02                     684                      3.4504122550860146E-6
0.02                     685                      3.45351344239023E-6
0.02                     686                      3.4566123361480164E-6
0.02                     687                      3.459708936359143E-6
0.02                     688                      3.462803243023922E-6
0.02                     689                      3.465895256141784E-6
0.02                     690                      3.468984975713081E-6
0.02                     691                      3.4720724017381523E-6
0.02                     692                      3.4751575342163607E-6
0.02                     693                      3.4782403731480586E-6
0.02                     694                      3.481320796830834E-6
0.02                     695                      3.484396723530379E-6
0.02                     696                      3.4874702158587247E-6
0.02                     697                      3.4905412738161687E-6
0.02                     698                      3.493609897402359E-6
0.02                     699                      3.4966760866175393E-6
0.02                     700                      3.499739841461642E-6
0.02                     701                      3.50280116193464E-6
0.02                     702                      3.5058600480366415E-6
0.02                     703                      3.5089164997671046E-6
0.02                     704                      3.5119705171270593E-6
0.02                     705                      3.515022100115516E-6
0.02                     706                      3.5180712487331122E-6
0.02                     707                      3.521117962979441E-6
0.02                     708                      3.5241622428548004E-6
0.02                     709                      3.527204088358933E-6
0.02                     710                      3.5302434994921643E-6
0.02                     711                      3.533280476254128E-6
0.02                     712                      3.5363150186448246E-6
0.02                     713                      3.5393471266648093E-6
0.02                     714                      3.542376800313662E-6
0.02                     715                      3.5454040395912475E-6
0.02                     716                      3.548428844497891E-6
0.02                     717                      3.551451215033199E-6
0.02                     718                      3.554471151197565E-6
0.02                     719                      3.5574886529908127E-6
0.02                     720                      3.560503720412969E-6
0.02                     721                      3.5635163534641836E-6
0.02                     722                      3.5665265521440357E-6
0.02                     723                      3.5695343164529185E-6
0.02                     724                      3.5725396463906424E-6
0.02                     725                      3.575542541957302E-6
0.02                     726                      3.5785426446244105E-6
0.02                     727                      3.581538027195853E-6
0.02                     728                      3.584530816077086E-6
0.02                     729                      3.5875210112685027E-6
0.02                     730                      3.590508612769886E-6
0.02                     731                      3.5934936205815073E-6
0.02                     732                      3.596476034703136E-6
0.02                     733                      3.5994558551347177E-6
0.02                     734                      3.602433081876456E-6
0.02                     735                      3.6054077149281203E-6
0.02                     736                      3.608379754290063E-6
0.02                     737                      3.6113491999619185E-6
0.02                     738                      3.6143160519436186E-6
0.02                     739                      3.6172803102356514E-6
0.02                     740                      3.620241974837705E-6
0.02                     741                      3.623201045749658E-6
0.02                     742                      3.6261575229718754E-6
0.02                     743                      3.629111406503965E-6
0.02                     744                      3.632062696346292E-6
0.02                     745                      3.6350113924984913E-6
0.02                     746                      3.6379574949607792E-6
0.02                     747                      3.64090100373321E-6
0.02                     748                      3.643841918815689E-6
0.02                     749                      3.646780240208094E-6
0.02                     750                      3.6497159679106146E-6
0.02                     751                      3.6526491019231292E-6
0.02                     752                      3.6555796422459494E-6
0.02                     753                      3.6585075888786686E-6
0.02                     754                      3.6614329418212867E-6
0.02                     755                      3.664355701074129E-6
0.02                     756                      3.6672758666369382E-6
0.02                     757                      3.6701934385099445E-6
0.02                     758                      3.673108034229041E-6
0.02                     759                      3.6760186676647143E-6
0.02                     760                      3.6789266024534178E-6
0.02                     761                      3.6818318385952597E-6
0.02                     762                      3.6847343760903757E-6
0.02                     763                      3.687634214938508E-6
0.02                     764                      3.6905313551398197E-6
0.02                     765                      3.693425796694324E-6
0.02                     766                      3.696317539601777E-6
0.02                     767                      3.699206583862748E-6
0.02                     768                      3.7020929294766404E-6
0.02                     769                      3.7049765764436037E-6
0.02                     770                      3.707857524763963E-6
0.02                     771                      3.710735774437271E-6
0.02                     772                      3.7136113254638393E-6
0.02                     773                      3.716484177843302E-6
0.02                     774                      3.719354331576134E-6
0.02                     775                      3.722221786662145E-6
0.02                     776                      3.7250865431011045E-6
0.02                     777                      3.727948600893216E-6
0.02                     778                      3.730807960038629E-6
0.02                     779                      3.7336646205371666E-6
0.02                     780                      3.7365185823887072E-6
0.02                     781                      3.7393698455935083E-6
0.02                     782                      3.7422184101515156E-6
0.02                     783                      3.745064276062458E-6
0.02                     784                      3.7479074433266203E-6
0.02                     785                      3.7507479119439752E-6
0.02                     786                      3.7535856819146312E-6
0.02                     787                      3.7564207532381547E-6
0.02                     788                      3.7592531259149115E-6
0.02                     789                      3.7620827999447254E-6
0.02                     790                      3.7649095110070757E-6
0.02                     791                      3.7677329091377913E-6
0.02                     792                      3.7705535562302045E-6
0.02                     793                      3.773371452283868E-6
0.02                     794                      3.776186597299094E-6
0.02                     795                      3.778998991275665E-6
0.02                     796                      3.7818086342136087E-6
0.02                     797                      3.7846155261130738E-6
0.02                     798                      3.7874196669737757E-6
0.02                     799                      3.7902210567961753E-6
0.02                     800                      3.7930196955799066E-6
0.02                     801                      3.795815583324956E-6
0.02                     802                      3.7986087200315272E-6
0.02                     803                      3.801399105699552E-6
0.02                     804                      3.8041867403289085E-6
0.02                     805                      3.8069716239198136E-6
0.02                     806                      3.809753756471915E-6
0.02                     807                      3.8125331379855785E-6
0.02                     808                      3.815309768460696E-6
0.02                     809                      3.818083647897334E-6
0.02                     810                      3.820854776295169E-6
0.02                     811                      3.8236231536545665E-6
0.02                     812                      3.826388779975363E-6
0.02                     813                      3.829151655257613E-6
0.02                     814                      3.83191177950125E-6
0.02                     815                      3.834669152706245E-6
0.02                     816                      3.837423774872734E-6
0.02                     817                      3.840175646000732E-6
0.02                     818                      3.842924766089966E-6
0.02                     819                      3.84567113514079E-6
0.02                     820                      3.848414753152823E-6
0.02                     821                      3.851155620126487E-6
0.02                     822                      3.853893680041216E-6
0.02                     823                      3.8566288986177785E-6
0.02                     824                      3.859361357475401E-6
0.02                     825                      3.862091056613921E-6
0.02                     826                      3.86481799603346E-6
0.02                     827                      3.8675421757340184E-6
0.02                     828                      3.870263595715366E-6
0.02                     829                      3.872982255977923E-6
0.02                     830                      3.875698156521364E-6
0.02                     831                      3.878411297345783E-6
0.02                     832                      3.881121678451209E-6
0.02                     833                      3.883829299837653E-6
0.02                     834                      3.886534161504887E-6
0.02                     835                      3.88923626345333E-6
0.02                     836                      3.891935605682562E-6
0.02                     837                      3.894632188193058E-6
0.02                     838                      3.897326010984356E-6
0.02                     839                      3.900017074056429E-6
0.02                     840                      3.902705377409915E-6
0.02                     841                      3.905390921044095E-6
0.02                     842                      3.908073704959335E-6
0.02                     843                      3.910753729155663E-6
0.02                     844                      3.913430993632915E-6
0.02                     845                      3.916105498390861E-6
0.02                     846                      3.918777243430233E-6
0.02                     847                      3.9214462287502855E-6
0.02                     848                      3.924112454351439E-6
0.02                     849                      3.926775920233517E-6
0.02                     850                      3.929436626396614E-6
0.02                     851                      3.932094572840691E-6
0.02                     852                      3.934749759565827E-6
0.02                     853                      3.937402186571901E-6
0.02                     854                      3.940052408015393E-6
0.02                     855                      3.94270050863543E-6
0.02                     856                      3.945345919953737E-6
0.02                     857                      3.947988641970246E-6
0.02                     858                      3.950628674684903E-6
0.02                     859                      3.953266018097952E-6
0.02                     860                      3.9559006722090134E-6
0.02                     861                      3.958532637018467E-6
0.02                     862                      3.961161912526055E-6
0.02                     863                      3.963788498731764E-6
0.02                     864                      3.966412395635757E-6
0.02                     865                      3.969033603237992E-6
0.02                     866                      3.9716521215383215E-6
0.02                     867                      3.9742679505370835E-6
0.02                     868                      3.976881090233926E-6
0.02                     869                      3.979491540629011E-6
0.02                     870                      3.982099301722366E-6
0.02                     871                      3.984704373513734E-6
0.02                     872                      3.9873067560034935E-6
0.02                     873                      3.989906449191469E-6
0.02                     874                      3.992503453077552E-6
0.02                     875                      3.995097767661905E-6
0.02                     876                      3.997689392944433E-6
0.02                     877                      4.000278328925339E-6
0.02                     878                      4.002864575604245E-6
0.02                     879                      4.00544813298161E-6
0.02                     880                      4.008029001056974E-6
0.02                     881                      4.010607179830622E-6
0.02                     882                      4.013182669302607E-6
0.02                     883                      4.015755469472578E-6
0.02                     884                      4.018325580340819E-6
0.02                     885                      4.0208930019074385E-6
0.02                     886                      4.0234577341720975E-6
0.02                     887                      4.026019777135054E-6
0.02                     888                      4.0285791307961984E-6
0.02                     889                      4.031135795155681E-6
0.02                     890                      4.033689770213149E-6
0.02                     891                      4.0362410559688735E-6
0.02                     892                      4.0387896524228815E-6
0.02                     893                      4.041335559575173E-6
0.02                     894                      4.043878777425572E-6
0.02                     895                      4.046419305974228E-6
0.02                     896                      4.048957145221207E-6
0.02                     897                      4.051492295166159E-6
0.02                     898                      4.054024755809543E-6
0.02                     899                      4.056554527151116E-6
0.02                     900                      4.059081609190796E-6
0.02                     901                      4.061606001928733E-6
0.02                     902                      4.064127705364926E-6
0.02                     903                      4.066646719499281E-6
0.02                     904                      4.0691630443318515E-6
0.02                     905                      4.071676679862706E-6
0.02                     906                      4.074187626091681E-6
0.02                     907                      4.076695883018926E-6
0.02                     908                      4.07920145064436E-6
0.02                     909                      4.081704328967982E-6
0.02                     910                      4.0842045179897936E-6
0.02                     911                      4.086702017709848E-6
0.02                     912                      4.089196828128145E-6
0.02                     913                      4.091688949244644E-6
0.02                     914                      4.094178381059359E-6
0.02                     915                      4.09666512357248E-6
0.02                     916                      4.099149176783545E-6
0.02                     917                      4.101630540693003E-6
0.02                     918                      4.104111241109206E-6
0.02                     919                      4.106590382055124E-6
0.02                     920                      4.109066929116218E-6
0.02                     921                      4.11154088229238E-6
0.02                     922                      4.114012241583962E-6
0.02                     923                      4.1164810069903545E-6
0.02                     924                      4.118947178511883E-6
0.02                     925                      4.121410756148519E-6
0.02                     926                      4.123871739900305E-6
0.02                     927                      4.126330129767254E-6
0.02                     928                      4.128785925749392E-6
0.02                     929                      4.13123912784649E-6
0.02                     930                      4.133689736058682E-6
0.02                     931                      4.136137750386065E-6
0.02                     932                      4.1385831708285695E-6
0.02                     933                      4.14102599738621E-6
0.02                     934                      4.143466230058945E-6
0.02                     935                      4.1459038688466395E-6
0.02                     936                      4.1483389137496595E-6
0.02                     937                      4.150771364767693E-6
0.02                     938                      4.153201221900903E-6
0.02                     939                      4.155628485149221E-6
0.02                     940                      4.158053154512526E-6
0.02                     941                      4.160475229991021E-6
0.02                     942                      4.162894711584746E-6
0.02                     943                      4.165311599293377E-6
0.02                     944                      4.167725893117373E-6
0.02                     945                      4.170137593056207E-6
0.02                     946                      4.172546699110353E-6
0.02                     947                      4.174953211279512E-6
0.02                     948                      4.17735712956378E-6
0.02                     949                      4.179758453963265E-6
0.02                     950                      4.182157184477858E-6
0.02                     951                      4.18455332110756E-6
0.02                     952                      4.1869468638523565E-6
0.02                     953                      4.189337812712194E-6
0.02                     954                      4.191726167687113E-6
0.02                     955                      4.194111928777249E-6
0.02                     956                      4.196495095982452E-6
0.02                     957                      4.198875669302927E-6
0.02                     958                      4.201253648738307E-6
0.02                     959                      4.203629034288877E-6
0.02                     960                      4.206001825954461E-6
0.02                     961                      4.208372023735356E-6
0.02                     962                      4.210739627631238E-6
0.02                     963                      4.213104637642282E-6
0.02                     964                      4.215467053768381E-6
0.02                     965                      4.2178268760096835E-6
0.02                     966                      4.220184104366203E-6
0.02                     967                      4.222538738837451E-6
0.02                     968                      4.224890779424268E-6
0.02                     969                      4.227240226125801E-6
0.02                     970                      4.229587078942741E-6
0.02                     971                      4.231931337874613E-6
0.02                     972                      4.234273002921729E-6
0.02                     973                      4.236612074083899E-6
0.02                     974                      4.238948551361178E-6
0.02                     975                      4.241282434753579E-6
0.02                     976                      4.243613724261048E-6
0.02                     977                      4.245942419883611E-6
0.02                     978                      4.2482685216214055E-6
0.02                     979                      4.250592029474322E-6
0.02                     980                      4.252912943442238E-6
0.02                     981                      4.255231263525317E-6
0.02                     982                      4.25755107317064E-6
0.02                     983                      4.2598692575564255E-6
0.02                     984                      4.262185000022836E-6
0.02                     985                      4.2644983005702384E-6
0.02                     986                      4.266809159198415E-6
0.02                     987                      4.269117575907285E-6
0.02                     988                      4.271423550697174E-6
0.02                     989                      4.2737270835677284E-6
0.02                     990                      4.2760281745192474E-6
0.02                     991                      4.278326823551568E-6
0.02                     992                      4.280623030664582E-6
0.02                     993                      4.282916795858425E-6
0.02                     994                      4.285208119133259E-6
0.02                     995                      4.2874970004887865E-6
0.02                     996                      4.2897834399251156E-6
0.02                     997                      4.292067437442287E-6
0.02                     998                      4.294348993040369E-6
0.02                     999                      4.296628106719211E-6
0.02                     1000                     4.298904778478828E-6
0.02                     1001                     4.301179008319356E-6
0.02                     1002                     4.303450796240576E-6
0.02                     1003                     4.3057201422428695E-6
0.02                     1004                     4.307987046325693E-6
0.02                     1005                     4.310251508489536E-6
0.02                     1006                     4.312513528734153E-6
0.02                     1007                     4.3147731070595715E-6
0.02                     1008                     4.317030243465738E-6
0.02                     1009                     4.319284937952787E-6
0.02                     1010                     4.321537190520611E-6
0.02                     1011                     4.323787001169317E-6
0.02                     1012                     4.326034369898934E-6
0.02                     1013                     4.328279296709244E-6
0.02                     1014                     4.330521781600492E-6
0.02                     1015                     4.3327618245724865E-6
0.02                     1016                     4.3349994256253915E-6
0.02                     1017                     4.337234584758881E-6
0.02                     1018                     4.339467301973335E-6
0.02                     1019                     4.341697577268618E-6
0.02                     1020                     4.343925410644676E-6
0.02                     1021                     4.346150802101562E-6
0.02                     1022                     4.3483737516394395E-6
0.02                     1023                     4.350594259258092E-6
0.02                     1024                     4.352812324957356E-6
0.02                     1025                     4.355027948737584E-6
0.02                     1026                     4.357241130598615E-6
0.02                     1027                     4.359451870540392E-6
0.02                     1028                     4.36166016856308E-6
0.02                     1029                     4.363866024666651E-6
0.02                     1030                     4.366069438850996E-6
0.02                     1031                     4.368270411116035E-6
0.02                     1032                     4.370468941462038E-6
0.02                     1033                     4.372665029888842E-6
0.02                     1034                     4.374858676396503E-6
0.02                     1035                     4.377049880984884E-6
0.02                     1036                     4.379238643654093E-6
0.02                     1037                     4.381424964404213E-6
0.02                     1038                     4.383608843235189E-6
0.02                     1039                     4.385790280146939E-6
0.02                     1040                     4.387969275139301E-6
0.02                     1041                     4.390145828212709E-6
0.02                     1042                     4.3923199393669184E-6
0.02                     1043                     4.3944916086019025E-6
0.02                     1044                     4.396660835917797E-6
0.02                     1045                     4.398827642110114E-6
0.02                     1046                     4.4009974719285935E-6
0.02                     1047                     4.4031650290678225E-6
0.02                     1048                     4.405330313527936E-6
0.02                     1049                     4.407493325309016E-6
0.02                     1050                     4.409654064411008E-6
0.02                     1051                     4.4118125308338304E-6
0.02                     1052                     4.413968724577565E-6
0.02                     1053                     4.416122645642211E-6
0.02                     1054                     4.4182742940276605E-6
0.02                     1055                     4.420423669734185E-6
0.02                     1056                     4.422570772761431E-6
0.02                     1057                     4.424715603109562E-6
0.02                     1058                     4.4268581607786865E-6
0.02                     1059                     4.428998445768641E-6
0.02                     1060                     4.4311364580795895E-6
0.02                     1061                     4.433272197711287E-6
0.02                     1062                     4.435405664663923E-6
0.02                     1063                     4.437536858937417E-6
0.02                     1064                     4.439665780531796E-6
0.02                     1065                     4.441792429447141E-6
0.02                     1066                     4.4439168056833165E-6
0.02                     1067                     4.446038909240377E-6
0.02                     1068                     4.448158740118376E-6
0.02                     1069                     4.450276298317287E-6
0.02                     1070                     4.452391583837029E-6
0.02                     1071                     4.4545045966776285E-6
0.02                     1072                     4.456615336839221E-6
0.02                     1073                     4.4587238043216715E-6
0.02                     1074                     4.460829999124871E-6
0.02                     1075                     4.462933921249064E-6
0.02                     1076                     4.46503557069425E-6
0.02                     1077                     4.467134947460077E-6
0.02                     1078                     4.469232051546951E-6
0.02                     1079                     4.471326882954764E-6
0.02                     1080                     4.473419441683327E-6
0.02                     1081                     4.475509727732801E-6
0.02                     1082                     4.47759774110335E-6
0.02                     1083                     4.479683481794594E-6
0.02                     1084                     4.481766949806886E-6
0.02                     1085                     4.483848145139818E-6
0.02                     1086                     4.485927067793879E-6
0.02                     1087                     4.488003717768689E-6
0.02                     1088                     4.49007809506452E-6
0.02                     1089                     4.4921501996810994E-6
0.02                     1090                     4.494220031618727E-6
0.02                     1091                     4.496287590877103E-6
0.02                     1092                     4.498352877456419E-6
0.02                     1093                     4.500415891356619E-6
0.02                     1094                     4.502476632577704E-6
0.02                     1095                     4.5045351011195926E-6
0.02                     1096                     4.506591296982501E-6
0.02                     1097                     4.508645220166295E-6
0.02                     1098                     4.510696870670946E-6
0.02                     1099                     4.512746248496428E-6
0.02                     1100                     4.514793353642876E-6
0.02                     1101                     4.51683818611029E-6
0.02                     1102                     4.5188807458983724E-6
0.02                     1103                     4.5209210330073935E-6
0.02                     1104                     4.522959047437435E-6
0.02                     1105                     4.524994789188361E-6
0.02                     1106                     4.527028258260091E-6
0.02                     1107                     4.529059454652759E-6
0.02                     1108                     4.531088378366231E-6
0.02                     1109                     4.5331166413232875E-6
0.02                     1110                     4.535150318277692E-6
0.02                     1111                     4.537182007871869E-6
0.02                     1112                     4.539211710105954E-6
0.02                     1113                     4.541239424979865E-6
0.02                     1114                     4.543265152493603E-6
0.02                     1115                     4.545288892647087E-6
0.02                     1116                     4.547310645440343E-6
0.02                     1117                     4.54933041087348E-6
0.02                     1118                     4.55134818894647E-6
0.02                     1119                     4.553363979659206E-6
0.02                     1120                     4.555377783011742E-6
0.02                     1121                     4.557389599004104E-6
0.02                     1122                     4.5593994276362925E-6
0.02                     1123                     4.561407268908281E-6
0.02                     1124                     4.563413122820123E-6
0.02                     1125                     4.565416989371846E-6
0.02                     1126                     4.567418868563179E-6
0.02                     1127                     4.569418760394555E-6
0.02                     1128                     4.571416664865622E-6
0.02                     1129                     4.573412581976516E-6
0.02                     1130                     4.575406511727156E-6
0.02                     1131                     4.57739845411773E-6
0.02                     1132                     4.57938840914805E-6
0.02                     1133                     4.581376376818278E-6
0.02                     1134                     4.583362357128224E-6
0.02                     1135                     4.5853463500780504E-6
0.02                     1136                     4.587328355667677E-6
0.02                     1137                     4.589308373897076E-6
0.02                     1138                     4.591286404766274E-6
0.02                     1139                     4.593262448275353E-6
0.02                     1140                     4.595236504424151E-6
0.02                     1141                     4.597208573212856E-6
0.02                     1142                     4.5991786546414155E-6
0.02                     1143                     4.601146748709666E-6
0.02                     1144                     4.603112855417851E-6
0.02                     1145                     4.605076974765701E-6
0.02                     1146                     4.607039106753485E-6
0.02                     1147                     4.608999251380988E-6
0.02                     1148                     4.610957408648453E-6
0.02                     1149                     4.612913578555663E-6
0.02                     1150                     4.614867761102619E-6
0.02                     1151                     4.6168199562895095E-6
0.02                     1152                     4.618770164116118E-6
0.02                     1153                     4.620718384582608E-6
0.02                     1154                     4.62266461768887E-6
0.02                     1155                     4.624608863434959E-6
0.02                     1156                     4.6265511218207935E-6
0.02                     1157                     4.628491392846644E-6
0.02                     1158                     4.630429676512213E-6
0.02                     1159                     4.632365972817473E-6
0.02                     1160                     4.6343002817625595E-6
0.02                     1161                     4.636232603347581E-6
0.02                     1162                     4.6381629375724296E-6
0.02                     1163                     4.640091284436942E-6
0.02                     1164                     4.642017643941362E-6
0.02                     1165                     4.643942016085582E-6
0.02                     1166                     4.645864400869683E-6
0.02                     1167                     4.647784798293529E-6
0.02                     1168                     4.649703208357175E-6
0.02                     1169                     4.651619631060701E-6
0.02                     1170                     4.653534066404081E-6
0.02                     1171                     4.655446514387207E-6
0.02                     1172                     4.657356975010105E-6
0.02                     1173                     4.659265448272857E-6
0.02                     1174                     4.6611719341754624E-6
0.02                     1175                     4.663076432717786E-6
0.02                     1176                     4.664978943899991E-6
0.02                     1177                     4.666879467722049E-6
0.02                     1178                     4.668778004183934E-6
0.02                     1179                     4.670674553285592E-6
0.02                     1180                     4.6725691150269406E-6
0.02                     1181                     4.674461689408062E-6
0.02                     1182                     4.6763522764293076E-6
0.02                     1183                     4.6782408760902175E-6
0.02                     1184                     4.680127488390846E-6
0.02                     1185                     4.682012113331436E-6
0.02                     1186                     4.683894750911826E-6
0.02                     1187                     4.685775401132015E-6
0.02                     1188                     4.687654063991977E-6
0.02                     1189                     4.68953073949182E-6
0.02                     1190                     4.691405427631435E-6
0.02                     1191                     4.69327812841085E-6
0.02                     1192                     4.695148841829983E-6
0.02                     1193                     4.697017567889024E-6
0.02                     1194                     4.6988843065879184E-6
0.02                     1195                     4.7007490579265856E-6
0.02                     1196                     4.702611821905025E-6
0.02                     1197                     4.704472598523427E-6
0.02                     1198                     4.70633138778152E-6
0.02                     1199                     4.708188189679439E-6
0.02                     1200                     4.7100430042171855E-6
0.02                     1201                     4.711895831394867E-6
0.02                     1202                     4.713746671212158E-6
0.02                     1203                     4.71559552366933E-6
0.02                     1204                     4.717442388766383E-6
0.02                     1205                     4.719287266503262E-6
0.02                     1206                     4.721130156879914E-6
0.02                     1207                     4.722971059896338E-6
0.02                     1208                     4.724809975552562E-6
0.02                     1209                     4.726646903848667E-6
0.02                     1210                     4.728481844784626E-6
0.02                     1211                     4.730314798360248E-6
0.02                     1212                     4.732145764575887E-6
0.02                     1213                     4.733974743431217E-6
0.02                     1214                     4.735801734926401E-6
0.02                     1215                     4.737626739061357E-6
0.02                     1216                     4.739449755836113E-6
0.02                     1217                     4.741270785250641E-6
0.02                     1218                     4.7430898273050776E-6
0.02                     1219                     4.7449068819993675E-6
0.02                     1220                     4.746721949333457E-6
0.02                     1221                     4.748535029307346E-6
0.02                     1222                     4.750346121920926E-6
0.02                     1223                     4.752155227174469E-6
0.02                     1224                     4.753962345067784E-6
0.02                     1225                     4.755767475600844E-6
0.02                     1226                     4.757570618773893E-6
0.02                     1227                     4.759371774586688E-6
0.02                     1228                     4.761170943039228E-6
0.02                     1229                     4.762968124131622E-6
0.02                     1230                     4.7647633178637884E-6
0.02                     1231                     4.7665565242357814E-6
0.02                     1232                     4.768347743247628E-6
0.02                     1233                     4.7701369748992745E-6
0.02                     1234                     4.7719242191907746E-6
0.02                     1235                     4.773709476122047E-6
0.02                     1236                     4.775492745693092E-6
0.02                     1237                     4.777280292986465E-6
0.02                     1238                     4.779071734441767E-6
0.02                     1239                     4.780861375842146E-6
0.02                     1240                     4.782649217187763E-6
0.02                     1241                     4.784435258478484E-6
0.02                     1242                     4.786219499714335E-6
0.02                     1243                     4.788001940895343E-6
0.02                     1244                     4.789782582021346E-6
0.02                     1245                     4.791561423092588E-6
0.02                     1246                     4.793338464108987E-6
0.02                     1247                     4.795113705070435E-6
0.02                     1248                     4.7968871459770136E-6
0.02                     1249                     4.798658786828668E-6
0.02                     1250                     4.80042862762567E-6
0.02                     1251                     4.802196668367666E-6
0.02                     1252                     4.803962909054766E-6
0.02                     1253                     4.80572734968705E-6
0.02                     1254                     4.80748999026441E-6
0.02                     1255                     4.809250830786901E-6
0.02                     1256                     4.811009871254576E-6
0.02                     1257                     4.812767111667408E-6
0.02                     1258                     4.81452255202529E-6
0.02                     1259                     4.816276192328329E-6
0.02                     1260                     4.818028032576552E-6
0.02                     1261                     4.81977807276977E-6
0.02                     1262                     4.821526312908227E-6
0.02                     1263                     4.823272752991787E-6
0.02                     1264                     4.82501739302045E-6
0.02                     1265                     4.826760232994298E-6
0.02                     1266                     4.828501272913249E-6
0.02                     1267                     4.83024051277733E-6
0.02                     1268                     4.8319779525864874E-6
0.02                     1269                     4.833713592340829E-6
