% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:39
% Table:              TCE_reacted 0.5 - tce_reacted_mass (tce_reacted_mass)
% Q_inject_design        t (s)                    The reacted TCE (mol/m)
0.5                      680                      5.322518970108547E-6
0.5                      681                      5.324592235394154E-6
0.5                      682                      5.326662018793595E-6
0.5                      683                      5.328728320307141E-6
0.5                      684                      5.330791139934575E-6
0.5                      685                      5.332850477675951E-6
0.5                      686                      5.334906333531215E-6
0.5                      687                      5.336958707500558E-6
0.5                      688                      5.33900759958368E-6
0.5                      689                      5.341053009780879E-6
0.5                      690                      5.343094938091913E-6
0.5                      691                      5.34513338451697E-6
0.5                      692                      5.34716834905597E-6
0.5                      693                      5.349199831708966E-6
0.5                      694                      5.351227832475877E-6
0.5                      695                      5.353252351356731E-6
0.5                      696                      5.355273388351581E-6
0.5                      697                      5.357290943460401E-6
0.5                      698                      5.359305016683081E-6
0.5                      699                      5.361315608019596E-6
0.5                      700                      5.363322717470242E-6
0.5                      701                      5.365326345034885E-6
0.5                      702                      5.367326490713308E-6
0.5                      703                      5.369323154505809E-6
0.5                      704                      5.37131633641217E-6
0.5                      705                      5.3733060364325824E-6
0.5                      706                      5.3752922545668015E-6
0.5                      707                      5.3772749908151255E-6
0.5                      708                      5.379254245177256E-6
0.5                      709                      5.381230017653411E-6
0.5                      710                      5.3832023082435075E-6
0.5                      711                      5.3851711169475465E-6
0.5                      712                      5.387136443765555E-6
0.5                      713                      5.389098288697397E-6
0.5                      714                      5.391056651743263E-6
0.5                      715                      5.393011532903126E-6
0.5                      716                      5.3949861655077985E-6
0.5                      717                      5.39696080694384E-6
0.5                      718                      5.398932559348067E-6
0.5                      719                      5.400901422720453E-6
0.5                      720                      5.402867397060807E-6
0.5                      721                      5.404830482369402E-6
0.5                      722                      5.406790678645965E-6
0.5                      723                      5.408747985890931E-6
0.5                      724                      5.410702404103838E-6
0.5                      725                      5.412653933284904E-6
0.5                      726                      5.4146025734341015E-6
0.5                      727                      5.41654832455143E-6
0.5                      728                      5.418491186636918E-6
0.5                      729                      5.420431159690564E-6
0.5                      730                      5.422368243712233E-6
0.5                      731                      5.4243024387020874E-6
0.5                      732                      5.426233744660019E-6
0.5                      733                      5.428162161586137E-6
0.5                      734                      5.430087689480359E-6
0.5                      735                      5.432010328342604E-6
0.5                      736                      5.43393007817317E-6
0.5                      737                      5.435846938971813E-6
0.5                      738                      5.4377609107385066E-6
0.5                      739                      5.4396719934733586E-6
0.5                      740                      5.441580187176315E-6
0.5                      741                      5.443485491847403E-6
0.5                      742                      5.44538790748673E-6
0.5                      743                      5.447287434094E-6
0.5                      744                      5.4491840716696174E-6
0.5                      745                      5.451077820213231E-6
0.5                      746                      5.452968679724976E-6
0.5                      747                      5.454856650204907E-6
0.5                      748                      5.456741731652833E-6
0.5                      749                      5.4586239240689185E-6
0.5                      750                      5.460503227453162E-6
0.5                      751                      5.462379641805646E-6
0.5                      752                      5.464253167126071E-6
0.5                      753                      5.466123803414709E-6
0.5                      754                      5.467991550671533E-6
0.5                      755                      5.46985640889638E-6
0.5                      756                      5.471718378089412E-6
0.5                      757                      5.473577458250576E-6
0.5                      758                      5.475433649379871E-6
0.5                      759                      5.477286951477189E-6
0.5                      760                      5.479137364542802E-6
0.5                      761                      5.480984888576464E-6
0.5                      762                      5.482829523578177E-6
0.5                      763                      5.484671269548075E-6
0.5                      764                      5.4865101264862134E-6
0.5                      765                      5.488346094392293E-6
0.5                      766                      5.490179173266667E-6
0.5                      767                      5.49200936310901E-6
0.5                      768                      5.49383666391962E-6
0.5                      769                      5.495661075698198E-6
0.5                      770                      5.497482598445017E-6
0.5                      771                      5.499301232159994E-6
0.5                      772                      5.501116976842994E-6
0.5                      773                      5.5029298324941794E-6
0.5                      774                      5.5047397991134965E-6
0.5                      775                      5.506546876700972E-6
0.5                      776                      5.508351065256525E-6
0.5                      777                      5.5101523647802365E-6
0.5                      778                      5.511950775272052E-6
0.5                      779                      5.513746296731945E-6
0.5                      780                      5.515538929160105E-6
0.5                      781                      5.517328672556288E-6
0.5                      782                      5.519115526920603E-6
0.5                      783                      5.520899492253103E-6
0.5                      784                      5.522680568553626E-6
0.5                      785                      5.524458755822308E-6
0.5                      786                      5.526234054059202E-6
0.5                      787                      5.528006463264228E-6
0.5                      788                      5.52977598343725E-6
0.5                      789                      5.5315426145784575E-6
0.5                      790                      5.533306356687824E-6
0.5                      791                      5.535067209765267E-6
0.5                      792                      5.53682517381095E-6
0.5                      793                      5.538580248824602E-6
0.5                      794                      5.54033243480644E-6
0.5                      795                      5.542081731756463E-6
0.5                      796                      5.5438281396745905E-6
0.5                      797                      5.545571658560741E-6
0.5                      798                      5.547312288415132E-6
0.5                      799                      5.549050029237681E-6
0.5                      800                      5.55078488102828E-6
0.5                      801                      5.552516843787092E-6
0.5                      802                      5.5542459175138726E-6
0.5                      803                      5.555983326914303E-6
0.5                      804                      5.557729007422247E-6
0.5                      805                      5.559472299688947E-6
0.5                      806                      5.56121320371435E-6
0.5                      807                      5.562951719498456E-6
0.5                      808                      5.564687847041074E-6
0.5                      809                      5.566421586342504E-6
0.5                      810                      5.568152937402636E-6
0.5                      811                      5.5698819002213075E-6
0.5                      812                      5.57160847479879E-6
0.5                      813                      5.573332661134922E-6
0.5                      814                      5.575054459229701E-6
0.5                      815                      5.576773869083102E-6
0.5                      816                      5.5784908906952055E-6
0.5                      817                      5.5802055240660115E-6
0.5                      818                      5.581917769195574E-6
0.5                      819                      5.58362762608365E-6
0.5                      820                      5.585335094730482E-6
0.5                      821                      5.58704017513599E-6
0.5                      822                      5.588742867300119E-6
0.5                      823                      5.590443171223005E-6
0.5                      824                      5.592141086904566E-6
0.5                      825                      5.593836614344776E-6
0.5                      826                      5.595529753543634E-6
0.5                      827                      5.597220504501195E-6
0.5                      828                      5.598908867217404E-6
0.5                      829                      5.600594841692288E-6
0.5                      830                      5.602278427925902E-6
0.5                      831                      5.603959625918273E-6
0.5                      832                      5.605638435669157E-6
0.5                      833                      5.60731485717877E-6
0.5                      834                      5.608988890446978E-6
0.5                      835                      5.610660535473996E-6
0.5                      836                      5.612329792259582E-6
0.5                      837                      5.613996660803924E-6
0.5                      838                      5.615661141106996E-6
0.5                      839                      5.617323233168554E-6
0.5                      840                      5.618982936988923E-6
0.5                      841                      5.62064025256794E-6
0.5                      842                      5.622295179905551E-6
0.5                      843                      5.623947719002E-6
0.5                      844                      5.62559786985699E-6
0.5                      845                      5.62724563247079E-6
0.5                      846                      5.628891006843184E-6
0.5                      847                      5.630533992974281E-6
0.5                      848                      5.632174590863918E-6
0.5                      849                      5.633812800512366E-6
0.5                      850                      5.635448621919489E-6
0.5                      851                      5.637082055085288E-6
0.5                      852                      5.6387131000097625E-6
0.5                      853                      5.640341756692858E-6
0.5                      854                      5.641968025134575E-6
0.5                      855                      5.643591905335048E-6
0.5                      856                      5.645213397294306E-6
0.5                      857                      5.646832501012103E-6
0.5                      858                      5.64844921648863E-6
0.5                      859                      5.650063543723724E-6
0.5                      860                      5.651675482717602E-6
0.5                      861                      5.653285033470129E-6
0.5                      862                      5.6548921959813305E-6
0.5                      863                      5.656496970251126E-6
0.5                      864                      5.658099356279733E-6
0.5                      865                      5.659699354067043E-6
0.5                      866                      5.661296963612892E-6
0.5                      867                      5.662892184917444E-6
0.5                      868                      5.664485017980753E-6
0.5                      869                      5.666075462802683E-6
0.5                      870                      5.667663519383289E-6
0.5                      871                      5.669249187722515E-6
0.5                      872                      5.670832467820553E-6
0.5                      873                      5.672413359677131E-6
0.5                      874                      5.673991863292547E-6
0.5                      875                      5.675567978666448E-6
0.5                      876                      5.6771417057991606E-6
0.5                      877                      5.678713044690413E-6
0.5                      878                      5.680281995340476E-6
0.5                      879                      5.681848557749188E-6
0.5                      880                      5.683412731916521E-6
0.5                      881                      5.684974517842557E-6
0.5                      882                      5.686533915527241E-6
0.5                      883                      5.688090924970654E-6
0.5                      884                      5.689645546172662E-6
0.5                      885                      5.691197779133454E-6
0.5                      886                      5.6927476238528396E-6
0.5                      887                      5.694295080330955E-6
0.5                      888                      5.695840148567692E-6
0.5                      889                      5.697382828563158E-6
0.5                      890                      5.6989248194814655E-6
0.5                      891                      5.700475748104299E-6
0.5                      892                      5.702024582366423E-6
0.5                      893                      5.70357132226773E-6
0.5                      894                      5.7051159678083005E-6
0.5                      895                      5.7066585189881076E-6
0.5                      896                      5.708198975807287E-6
0.5                      897                      5.70973733826554E-6
0.5                      898                      5.711273606363084E-6
0.5                      899                      5.712807780099892E-6
0.5                      900                      5.714339859476045E-6
0.5                      901                      5.715869844491326E-6
0.5                      902                      5.717397735145898E-6
0.5                      903                      5.718923531439706E-6
0.5                      904                      5.720447233372724E-6
0.5                      905                      5.721968840945196E-6
0.5                      906                      5.72348835415666E-6
0.5                      907                      5.725005773007496E-6
0.5                      908                      5.726521097497488E-6
0.5                      909                      5.7280343276268516E-6
0.5                      910                      5.729545463395371E-6
0.5                      911                      5.7310545048031806E-6
0.5                      912                      5.732561451850227E-6
0.5                      913                      5.734066304536646E-6
0.5                      914                      5.735569062862111E-6
0.5                      915                      5.737069726826895E-6
0.5                      916                      5.738568296430942E-6
0.5                      917                      5.740064771674307E-6
0.5                      918                      5.741559152556828E-6
0.5                      919                      5.743051439078612E-6
0.5                      920                      5.744541631239687E-6
0.5                      921                      5.7460297290399176E-6
0.5                      922                      5.747515732479439E-6
0.5                      923                      5.748999641558359E-6
0.5                      924                      5.750481456276272E-6
0.5                      925                      5.751961176633666E-6
0.5                      926                      5.753438802630188E-6
0.5                      927                      5.754914334266001E-6
0.5                      928                      5.756387771541023E-6
0.5                      929                      5.757859114455255E-6
0.5                      930                      5.7593283630087775E-6
0.5                      931                      5.760795517201591E-6
0.5                      932                      5.762260577033641E-6
0.5                      933                      5.763723542504928E-6
0.5                      934                      5.765184413615505E-6
0.5                      935                      5.766643190365184E-6
0.5                      936                      5.768099872754181E-6
0.5                      937                      5.769554460782522E-6
0.5                      938                      5.771006954450019E-6
0.5                      939                      5.77245735375678E-6
0.5                      940                      5.773905658702831E-6
0.5                      941                      5.7753518692880924E-6
0.5                      942                      5.776795985512563E-6
0.5                      943                      5.7782380073763515E-6
0.5                      944                      5.779677934879431E-6
0.5                      945                      5.7811157680216925E-6
0.5                      946                      5.782551506803164E-6
0.5                      947                      5.783985151223872E-6
0.5                      948                      5.7854167012838704E-6
0.5                      949                      5.786846156983187E-6
0.5                      950                      5.788273518321713E-6
0.5                      951                      5.789698785299422E-6
0.5                      952                      5.791121957916448E-6
0.5                      953                      5.792543036172739E-6
0.5                      954                      5.793962020068211E-6
0.5                      955                      5.795378909602948E-6
0.5                      956                      5.796793704776975E-6
0.5                      957                      5.7982064055901576E-6
0.5                      958                      5.799617012042658E-6
0.5                      959                      5.801025524134422E-6
0.5                      960                      5.802431941865477E-6
0.5                      961                      5.803836265235661E-6
0.5                      962                      5.805238494245162E-6
0.5                      963                      5.8066386288939E-6
0.5                      964                      5.808036669181901E-6
0.5                      965                      5.8094326151091665E-6
0.5                      966                      5.810826466675614E-6
0.5                      967                      5.8122182238812714E-6
0.5                      968                      5.813607886726301E-6
0.5                      969                      5.81499545521054E-6
0.5                      970                      5.816380929334042E-6
0.5                      971                      5.8177643090967545E-6
0.5                      972                      5.819145594498812E-6
0.5                      973                      5.82052478553997E-6
0.5                      974                      5.821901882220473E-6
0.5                      975                      5.823276884540186E-6
0.5                      976                      5.824649792499163E-6
0.5                      977                      5.826020606097322E-6
0.5                      978                      5.827397530802652E-6
0.5                      979                      5.828775251584675E-6
0.5                      980                      5.830151124893378E-6
0.5                      981                      5.831525150728654E-6
0.5                      982                      5.832897329090719E-6
0.5                      983                      5.834267659979276E-6
0.5                      984                      5.8356361433945674E-6
0.5                      985                      5.837002779336486E-6
0.5                      986                      5.838367567805004E-6
0.5                      987                      5.83973050880023E-6
0.5                      988                      5.8410916023221365E-6
0.5                      989                      5.842450848370562E-6
0.5                      990                      5.843808246945749E-6
0.5                      991                      5.845163798047509E-6
0.5                      992                      5.846517501676004E-6
0.5                      993                      5.847869357831099E-6
0.5                      994                      5.849219366512847E-6
0.5                      995                      5.8505675277212765E-6
0.5                      996                      5.851913841456278E-6
0.5                      997                      5.853258307717907E-6
0.5                      998                      5.854600926506325E-6
0.5                      999                      5.855941697821234E-6
0.5                      1000                     5.857280621662933E-6
0.5                      1001                     5.858617698031204E-6
0.5                      1002                     5.859952926926074E-6
0.5                      1003                     5.86128630834768E-6
0.5                      1004                     5.862617842295858E-6
0.5                      1005                     5.863947528770717E-6
0.5                      1006                     5.865275367772257E-6
0.5                      1007                     5.86660135930037E-6
0.5                      1008                     5.867925503355218E-6
0.5                      1009                     5.869247799936692E-6
0.5                      1010                     5.870568249044766E-6
0.5                      1011                     5.871886850679494E-6
0.5                      1012                     5.873203604840903E-6
0.5                      1013                     5.874518511528938E-6
0.5                      1014                     5.875831570743601E-6
0.5                      1015                     5.877142782484971E-6
0.5                      1016                     5.878452146752968E-6
0.5                      1017                     5.879759663547564E-6
0.5                      1018                     5.881065332868815E-6
0.5                      1019                     5.882369154716773E-6
0.5                      1020                     5.883671129091304E-6
0.5                      1021                     5.884971255992624E-6
0.5                      1022                     5.886269535420463E-6
0.5                      1023                     5.887565967374928E-6
0.5                      1024                     5.8888605518561015E-6
0.5                      1025                     5.890153288863874E-6
0.5                      1026                     5.891444178398355E-6
0.5                      1027                     5.89273322045949E-6
0.5                      1028                     5.894020415047279E-6
0.5                      1029                     5.8953057621615856E-6
0.5                      1030                     5.896589261802628E-6
0.5                      1031                     5.8978709139703505E-6
0.5                      1032                     5.899150718664673E-6
0.5                      1033                     5.900428675885704E-6
0.5                      1034                     5.901704785633334E-6
0.5                      1035                     5.902979047907564E-6
0.5                      1036                     5.904251462708501E-6
0.5                      1037                     5.905522030036066E-6
0.5                      1038                     5.906790749890284E-6
0.5                      1039                     5.9080576222711836E-6
0.5                      1040                     5.9093226471786824E-6
0.5                      1041                     5.910585824612808E-6
0.5                      1042                     5.911847154573642E-6
0.5                      1043                     5.913106637061156E-6
0.5                      1044                     5.914364272075243E-6
0.5                      1045                     5.915620059615957E-6
0.5                      1046                     5.916873999683433E-6
0.5                      1047                     5.918126092277427E-6
0.5                      1048                     5.919376337398103E-6
0.5                      1049                     5.920624735045486E-6
0.5                      1050                     5.921871285219387E-6
0.5                      1051                     5.923115987920024E-6
0.5                      1052                     5.924358843147369E-6
0.5                      1053                     5.925599850901259E-6
0.5                      1054                     5.926839011181911E-6
0.5                      1055                     5.928076323989028E-6
0.5                      1056                     5.929311789322906E-6
0.5                      1057                     5.930545407183547E-6
0.5                      1058                     5.931777177570652E-6
0.5                      1059                     5.933007100484465E-6
0.5                      1060                     5.934235175924878E-6
0.5                      1061                     5.935461403892026E-6
0.5                      1062                     5.936685784385773E-6
0.5                      1063                     5.937908317406174E-6
0.5                      1064                     5.939129002953229E-6
0.5                      1065                     5.940352138930876E-6
0.5                      1066                     5.941580729945065E-6
0.5                      1067                     5.94280773378767E-6
0.5                      1068                     5.944033150458611E-6
0.5                      1069                     5.94525697995786E-6
0.5                      1070                     5.946479222285363E-6
0.5                      1071                     5.9476998774413636E-6
0.5                      1072                     5.9489189454256725E-6
0.5                      1073                     5.9501364262382354E-6
0.5                      1074                     5.951352319879161E-6
0.5                      1075                     5.9525666263484484E-6
0.5                      1076                     5.953779345646126E-6
0.5                      1077                     5.95499047777203E-6
0.5                      1078                     5.95620002272635E-6
0.5                      1079                     5.957407980509006E-6
0.5                      1080                     5.958614351120025E-6
0.5                      1081                     5.959819134559351E-6
0.5                      1082                     5.961022330826986E-6
0.5                      1083                     5.962223939922983E-6
0.5                      1084                     5.963423961847288E-6
0.5                      1085                     5.96462239660001E-6
0.5                      1086                     5.965819244180986E-6
0.5                      1087                     5.9670145045903785E-6
0.5                      1088                     5.968208177828079E-6
0.5                      1089                     5.969400263894088E-6
0.5                      1090                     5.9705907627885405E-6
0.5                      1091                     5.97177967451122E-6
0.5                      1092                     5.972966999062316E-6
0.5                      1093                     5.974152736441612E-6
0.5                      1094                     5.975336886649351E-6
0.5                      1095                     5.976519449685453E-6
0.5                      1096                     5.97770042554989E-6
0.5                      1097                     5.9788798142426625E-6
0.5                      1098                     5.980057615763743E-6
0.5                      1099                     5.981233830113186E-6
0.5                      1100                     5.982408457290937E-6
0.5                      1101                     5.983581497296997E-6
0.5                      1102                     5.984752950131473E-6
0.5                      1103                     5.985922815794257E-6
0.5                      1104                     5.987091094285349E-6
0.5                      1105                     5.988257785604885E-6
0.5                      1106                     5.989422889752675E-6
0.5                      1107                     5.990586406728801E-6
0.5                      1108                     5.991748336533234E-6
0.5                      1109                     5.992908679166057E-6
0.5                      1110                     5.994067434627297E-6
0.5                      1111                     5.995224602916817E-6
0.5                      1112                     5.996380184034646E-6
0.5                      1113                     5.997534177980729E-6
0.5                      1114                     5.99868658475531E-6
0.5                      1115                     5.999837404358199E-6
0.5                      1116                     6.000986636789287E-6
0.5                      1117                     6.002134282048982E-6
0.5                      1118                     6.003280340136742E-6
0.5                      1119                     6.004424811052999E-6
0.5                      1120                     6.005567694797564E-6
0.5                      1121                     6.006708991370492E-6
0.5                      1122                     6.007848700771701E-6
0.5                      1123                     6.008986823001245E-6
0.5                      1124                     6.01012335805907E-6
0.5                      1125                     6.01125830594542E-6
0.5                      1126                     6.0123916666600516E-6
0.5                      1127                     6.013523440202937E-6
0.5                      1128                     6.014653626574266E-6
0.5                      1129                     6.0157822257737945E-6
0.5                      1130                     6.016909237801794E-6
0.5                      1131                     6.018034662658075E-6
0.5                      1132                     6.0191585003426635E-6
0.5                      1133                     6.020280750855642E-6
0.5                      1134                     6.021401414196901E-6
0.5                      1135                     6.022520490366577E-6
0.5                      1136                     6.0236379793646155E-6
0.5                      1137                     6.024753881190908E-6
0.5                      1138                     6.025868195845481E-6
0.5                      1139                     6.0269809233285255E-6
0.5                      1140                     6.028092063639851E-6
0.5                      1141                     6.029201616779484E-6
0.5                      1142                     6.030309582747643E-6
0.5                      1143                     6.031415961543974E-6
0.5                      1144                     6.032520753168668E-6
0.5                      1145                     6.033623957621669E-6
0.5                      1146                     6.034725574903061E-6
0.5                      1147                     6.03582560501276E-6
0.5                      1148                     6.036924047950822E-6
0.5                      1149                     6.038020903717246E-6
0.5                      1150                     6.0391161723119785E-6
0.5                      1151                     6.040209853735073E-6
0.5                      1152                     6.041301947986449E-6
0.5                      1153                     6.0423995908642704E-6
0.5                      1154                     6.0434958196990826E-6
0.5                      1155                     6.044590623109365E-6
0.5                      1156                     6.0456840010952254E-6
0.5                      1157                     6.046775953656665E-6
0.5                      1158                     6.047866480793574E-6
0.5                      1159                     6.0489555825060345E-6
0.5                      1160                     6.050043258794019E-6
0.5                      1161                     6.051129509657637E-6
0.5                      1162                     6.052214335096616E-6
0.5                      1163                     6.053297735111255E-6
0.5                      1164                     6.0543797097013644E-6
0.5                      1165                     6.055460258866998E-6
0.5                      1166                     6.05653938260821E-6
0.5                      1167                     6.057617080925E-6
0.5                      1168                     6.058693353817206E-6
0.5                      1169                     6.059768201284964E-6
0.5                      1170                     6.0608416233283E-6
0.5                      1171                     6.061913619947242E-6
0.5                      1172                     6.062984191141572E-6
0.5                      1173                     6.064053336911481E-6
0.5                      1174                     6.065121057256996E-6
0.5                      1175                     6.066187352177981E-6
0.5                      1176                     6.067252221674517E-6
0.5                      1177                     6.068315665746577E-6
0.5                      1178                     6.069377684394189E-6
0.5                      1179                     6.070438277617243E-6
0.5                      1180                     6.071497445415931E-6
0.5                      1181                     6.072555187790169E-6
0.5                      1182                     6.073611504739824E-6
0.5                      1183                     6.074666396265111E-6
0.5                      1184                     6.075719862365869E-6
0.5                      1185                     6.076771903042232E-6
0.5                      1186                     6.0778225182940375E-6
0.5                      1187                     6.078871708121449E-6
0.5                      1188                     6.079919472524385E-6
0.5                      1189                     6.080965811502845E-6
0.5                      1190                     6.082010725056802E-6
0.5                      1191                     6.083054213186311E-6
0.5                      1192                     6.084096275891398E-6
0.5                      1193                     6.085136913171955E-6
0.5                      1194                     6.086176125028091E-6
0.5                      1195                     6.087213911459724E-6
0.5                      1196                     6.088250272466881E-6
0.5                      1197                     6.089285208049671E-6
0.5                      1198                     6.090318718207822E-6
0.5                      1199                     6.091350802941661E-6
0.5                      1200                     6.092381462250969E-6
0.5                      1201                     6.093410696135856E-6
0.5                      1202                     6.094438504596159E-6
0.5                      1203                     6.095464887632122E-6
0.5                      1204                     6.096489845243582E-6
0.5                      1205                     6.097513377430539E-6
0.5                      1206                     6.09853548419302E-6
0.5                      1207                     6.0995561655310525E-6
0.5                      1208                     6.1005754214446095E-6
0.5                      1209                     6.101593251933745E-6
0.5                      1210                     6.102609656998432E-6
0.5                      1211                     6.1036246366385615E-6
0.5                      1212                     6.104638190854243E-6
0.5                      1213                     6.1056503196455566E-6
0.5                      1214                     6.1066610230123405E-6
0.5                      1215                     6.1076703009545945E-6
0.5                      1216                     6.108678153472481E-6
0.5                      1217                     6.109684580565811E-6
0.5                      1218                     6.110689582234719E-6
0.5                      1219                     6.1116931584791244E-6
0.5                      1220                     6.1126953092991625E-6
0.5                      1221                     6.113696034694671E-6
0.5                      1222                     6.114695334665703E-6
0.5                      1223                     6.11569320921226E-6
0.5                      1224                     6.116689658334368E-6
0.5                      1225                     6.117684682032E-6
0.5                      1226                     6.118678280305184E-6
0.5                      1227                     6.119670453153919E-6
0.5                      1228                     6.12066120057807E-6
0.5                      1229                     6.121650522577908E-6
0.5                      1230                     6.1226384191531615E-6
0.5                      1231                     6.123624890304021E-6
0.5                      1232                     6.124609936030459E-6
0.5                      1233                     6.125593556332285E-6
0.5                      1234                     6.1265757512097175E-6
0.5                      1235                     6.127556520662674E-6
0.5                      1236                     6.128535864691155E-6
0.5                      1237                     6.129513783295187E-6
0.5                      1238                     6.130490276474716E-6
0.5                      1239                     6.131465344229905E-6
0.5                      1240                     6.132443020692561E-6
0.5                      1241                     6.1334218590385775E-6
0.5                      1242                     6.134399419729095E-6
0.5                      1243                     6.135375702763979E-6
0.5                      1244                     6.136350708143282E-6
0.5                      1245                     6.1373244358670055E-6
0.5                      1246                     6.138296885935176E-6
0.5                      1247                     6.139268058347712E-6
0.5                      1248                     6.140237953104776E-6
0.5                      1249                     6.141206570206125E-6
0.5                      1250                     6.142173909651975E-6
0.5                      1251                     6.143139971442272E-6
0.5                      1252                     6.144104755576962E-6
0.5                      1253                     6.145068262056099E-6
0.5                      1254                     6.146030490879656E-6
0.5                      1255                     6.14699144204766E-6
0.5                      1256                     6.147951115560002E-6
0.5                      1257                     6.148909511416819E-6
0.5                      1258                     6.149866629618083E-6
0.5                      1259                     6.150822470163712E-6
0.5                      1260                     6.1517770330538155E-6
0.5                      1261                     6.152730318288339E-6
0.5                      1262                     6.153682325867255E-6
0.5                      1263                     6.154633055790673E-6
0.5                      1264                     6.155582508058456E-6
0.5                      1265                     6.156530682670578E-6
0.5                      1266                     6.157477579627201E-6
0.5                      1267                     6.158423198928298E-6
0.5                      1268                     6.159367540573788E-6
0.5                      1269                     6.160310604563671E-6
0.5                      1270                     6.1612523908979465E-6
0.5                      1271                     6.162192899576723E-6
0.5                      1272                     6.163132130599866E-6
0.5                      1273                     6.164070083967456E-6
0.5                      1274                     6.165006759679492E-6
0.5                      1275                     6.165942157735949E-6
0.5                      1276                     6.166876278136798E-6
0.5                      1277                     6.167809120882013E-6
0.5                      1278                     6.168740685971757E-6
0.5                      1279                     6.16967097340592E-6
0.5                      1280                     6.1705999831844765E-6
0.5                      1281                     6.171527715307453E-6
0.5                      1282                     6.172454169774876E-6
0.5                      1283                     6.173379346586665E-6
0.5                      1284                     6.1743032457429005E-6
0.5                      1285                     6.1752258672435835E-6
0.5                      1286                     6.176147211088659E-6
0.5                      1287                     6.177067277278209E-6
0.5                      1288                     6.177986065812152E-6
0.5                      1289                     6.178903576690487E-6
0.5                      1290                     6.179819809913324E-6
0.5                      1291                     6.1807347654804995E-6
0.5                      1292                     6.181648443392149E-6
0.5                      1293                     6.182560843648246E-6
0.5                      1294                     6.183471966248708E-6
0.5                      1295                     6.184381811193617E-6
0.5                      1296                     6.185290378482919E-6
0.5                      1297                     6.186197668116668E-6
0.5                      1298                     6.187103680094892E-6
0.5                      1299                     6.1880084144174264E-6
0.5                      1300                     6.188911871084435E-6
0.5                      1301                     6.189814050095891E-6
0.5                      1302                     6.190714951451767E-6
0.5                      1303                     6.19161457515209E-6
0.5                      1304                     6.192512921196806E-6
0.5                      1305                     6.193409989585941E-6
0.5                      1306                     6.194305780319524E-6
0.5                      1307                     6.1952002933974995E-6
0.5                      1308                     6.196093528819895E-6
0.5                      1309                     6.19698548658671E-6
0.5                      1310                     6.197876166697973E-6
0.5                      1311                     6.198765569153682E-6
0.5                      1312                     6.199653693953757E-6
0.5                      1313                     6.2005405410983335E-6
0.5                      1314                     6.2014261105872485E-6
0.5                      1315                     6.2023104024206376E-6
0.5                      1316                     6.203193416598474E-6
0.5                      1317                     6.204075153120648E-6
0.5                      1318                     6.204955611987324E-6
0.5                      1319                     6.205834793198339E-6
0.5                      1320                     6.206712696753855E-6
0.5                      1321                     6.207589322653763E-6
0.5                      1322                     6.208464670898173E-6
0.5                      1323                     6.209338741486895E-6
0.5                      1324                     6.21021153442009E-6
0.5                      1325                     6.211083049697706E-6
0.5                      1326                     6.211953287319714E-6
0.5                      1327                     6.212823963284118E-6
0.5                      1328                     6.213698820592379E-6
0.5                      1329                     6.214572561729465E-6
0.5                      1330                     6.215445186695431E-6
0.5                      1331                     6.216316695490222E-6
0.5                      1332                     6.217187088113893E-6
0.5                      1333                     6.218056364566389E-6
0.5                      1334                     6.218924524847738E-6
0.5                      1335                     6.219791568957912E-6
0.5                      1336                     6.220657496896939E-6
0.5                      1337                     6.221522308664872E-6
0.5                      1338                     6.222386004261604E-6
0.5                      1339                     6.223248583687188E-6
0.5                      1340                     6.224110046941571E-6
0.5                      1341                     6.22497039402486E-6
0.5                      1342                     6.225829624937029E-6
0.5                      1343                     6.226687739677969E-6
0.5                      1344                     6.227544738247762E-6
0.5                      1345                     6.228400620646488E-6
0.5                      1346                     6.229255386874013E-6
0.5                      1347                     6.230109036930282E-6
0.5                      1348                     6.230961570815512E-6
0.5                      1349                     6.231812988529594E-6
0.5                      1350                     6.232663290072502E-6
0.5                      1351                     6.233512475444235E-6
0.5                      1352                     6.234360544644848E-6
0.5                      1353                     6.235207497674205E-6
0.5                      1354                     6.236053334532523E-6
0.5                      1355                     6.236898055219666E-6
0.5                      1356                     6.237741659735662E-6
0.5                      1357                     6.238584148080483E-6
0.5                      1358                     6.239425520254184E-6
0.5                      1359                     6.24026577625671E-6
0.5                      1360                     6.241104916088062E-6
0.5                      1361                     6.241942939748239E-6
0.5                      1362                     6.24277984723735E-6
0.5                      1363                     6.243615638555232E-6
0.5                      1364                     6.244450313702048E-6
0.5                      1365                     6.245283872677635E-6
0.5                      1366                     6.246116315482075E-6
0.5                      1367                     6.246947642115394E-6
0.5                      1368                     6.247777852577566E-6
0.5                      1369                     6.248606946868536E-6
0.5                      1370                     6.249434924988386E-6
0.5                      1371                     6.250261786937061E-6
0.5                      1372                     6.251087532714589E-6
0.5                      1373                     6.251912162320996E-6
0.5                      1374                     6.252735675756202E-6
0.5                      1375                     6.253558073020341E-6
0.5                      1376                     6.2543793541131975E-6
0.5                      1377                     6.255199519035015E-6
0.5                      1378                     6.256018567785604E-6
0.5                      1379                     6.256836500365099E-6
0.5                      1380                     6.25765331677342E-6
0.5                      1381                     6.258469017010539E-6
0.5                      1382                     6.2592836010765375E-6
0.5                      1383                     6.260097068971443E-6
