% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:06
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.5                      747                      0.0018151304223404084
0.5                      748                      0.00181604591024757
0.5                      749                      0.0018169565843228527
0.5                      750                      0.001817862444566249
0.5                      751                      0.0018187634909777684
0.5                      752                      0.0018196597235574038
0.5                      753                      0.0018205511423051582
0.5                      754                      0.00182143774722103
0.5                      755                      0.0018223195383050227
0.5                      756                      0.0018231965155571324
0.5                      757                      0.0018240686789773597
0.5                      758                      0.0018249360285657098
0.5                      759                      0.0018257985643221721
0.5                      760                      0.0018266562862467586
0.5                      761                      0.0018275091943394594
0.5                      762                      0.0018283572886002813
0.5                      763                      0.0018292005690292209
0.5                      764                      0.00183003903562628
0.5                      765                      0.0018308726883914544
0.5                      766                      0.0018317015273247505
0.5                      767                      0.001832525552426164
0.5                      768                      0.0018333447636956972
0.5                      769                      0.001834159161133347
0.5                      770                      0.001834968744739118
0.5                      771                      0.0018357735145130031
0.5                      772                      0.0018365734704550096
0.5                      773                      0.0018373686125651347
0.5                      774                      0.0018381589408433762
0.5                      775                      0.00183894445528974
0.5                      776                      0.0018397248066616472
0.5                      777                      0.0018404905500408438
0.5                      778                      0.0018412509758254122
0.5                      779                      0.0018420060840153543
0.5                      780                      0.0018427558746106686
0.5                      781                      0.001843500347611355
0.5                      782                      0.0018442395030174093
0.5                      783                      0.0018449733408288358
0.5                      784                      0.001845701861045634
0.5                      785                      0.0018464250636678037
0.5                      786                      0.0018471429486953445
0.5                      787                      0.0018478555161282571
0.5                      788                      0.0018485627659665432
0.5                      789                      0.0018492646982101965
0.5                      790                      0.001849961312859223
0.5                      791                      0.0018506526099136235
0.5                      792                      0.0018513385893733935
0.5                      793                      0.0018520192512385357
0.5                      794                      0.0018526945955090488
0.5                      795                      0.001853364622184934
0.5                      796                      0.0018540293312661901
0.5                      797                      0.0018546887227528163
0.5                      798                      0.001855342796644815
0.5                      799                      0.0018559915529421844
0.5                      800                      0.0018566349916449248
0.5                      801                      0.0018572731127530395
0.5                      802                      0.0018579059162665249
0.5                      803                      0.0018585334021853784
0.5                      804                      0.0018591555705096056
0.5                      805                      0.0018597724212392045
0.5                      806                      0.0018603839543741753
0.5                      807                      0.0018609901699145148
0.5                      808                      0.0018615910678602286
0.5                      809                      0.0018621866482113152
0.5                      810                      0.0018627769109677695
0.5                      811                      0.0018633618561295967
0.5                      812                      0.0018639414836967958
0.5                      813                      0.0018645157936693667
0.5                      814                      0.0018650847860473083
0.5                      815                      0.0018656484608306218
0.5                      816                      0.0018662039303155656
0.5                      817                      0.0018667533550203585
0.5                      818                      0.00186729728946177
0.5                      819                      0.0018678357336398034
0.5                      820                      0.0018683686875544524
0.5                      821                      0.0018688961512057236
0.5                      822                      0.001869418124593611
0.5                      823                      0.001869934607718121
0.5                      824                      0.0018704456005792485
0.5                      825                      0.001870951103176999
0.5                      826                      0.0018714511155113662
0.5                      827                      0.001871945637582353
0.5                      828                      0.0018724346693899572
0.5                      829                      0.0018729182109341821
0.5                      830                      0.0018733962622150266
0.5                      831                      0.0018738688232324907
0.5                      832                      0.001874335893986573
0.5                      833                      0.001874797474477277
0.5                      834                      0.0018752535647046003
0.5                      835                      0.0018757041646685392
0.5                      836                      0.0018761492743691033
0.5                      837                      0.0018765888938062796
0.5                      838                      0.0018770230229800792
0.5                      839                      0.0018774516618904986
0.5                      840                      0.0018778748105375373
0.5                      841                      0.0018782924689211935
0.5                      842                      0.001878704637041471
0.5                      843                      0.0018791113148983673
0.5                      844                      0.001879512502491882
0.5                      845                      0.0018799081998220168
0.5                      846                      0.0018802984068887712
0.5                      847                      0.0018806831236921466
0.5                      848                      0.0018810623502321351
0.5                      849                      0.001881436086508751
0.5                      850                      0.0018818043325219808
0.5                      851                      0.0018821670882718331
0.5                      852                      0.0018825243537583033
0.5                      853                      0.0018828761289813914
0.5                      854                      0.0018832224139411007
0.5                      855                      0.0018835688468847923
0.5                      856                      0.0018839133865775715
0.5                      857                      0.0018842528813905444
0.5                      858                      0.0018845873313237083
0.5                      859                      0.0018849167363770656
0.5                      860                      0.0018852410965506192
0.5                      861                      0.0018855604118443647
0.5                      862                      0.0018858746822583024
0.5                      863                      0.0018861839077924326
0.5                      864                      0.001886488088446757
0.5                      865                      0.001886787224221273
0.5                      866                      0.001887081315115983
0.5                      867                      0.0018873703611308847
0.5                      868                      0.0018876543622659788
0.5                      869                      0.0018879333185212702
0.5                      870                      0.0018882072298967501
0.5                      871                      0.0018884760963924266
0.5                      872                      0.0018887399180082937
0.5                      873                      0.0018889986947443532
0.5                      874                      0.0018892524266006065
0.5                      875                      0.0018895011135770538
0.5                      876                      0.001889744755673693
0.5                      877                      0.0018899833528905224
0.5                      878                      0.0018902169052275495
0.5                      879                      0.0018904454126847689
0.5                      880                      0.0018906688752621805
0.5                      881                      0.001890887292959784
0.5                      882                      0.0018911006657775838
0.5                      883                      0.0018913089937155722
0.5                      884                      0.0018915122767737566
0.5                      885                      0.0018917105149521332
0.5                      886                      0.0018919037082507006
0.5                      887                      0.0018920918566694624
0.5                      888                      0.0018922749602084186
0.5                      889                      0.001892453018867568
0.5                      890                      0.001892626032646908
0.5                      891                      0.0018927940015464422
0.5                      892                      0.0018929569255661685
0.5                      893                      0.0018931148047060889
0.5                      894                      0.001893276928694711
0.5                      895                      0.0018934468117671388
0.5                      896                      0.0018936127258303947
0.5                      897                      0.0018937746708844842
0.5                      898                      0.0018939326469294073
0.5                      899                      0.0018940866539651604
0.5                      900                      0.0018942366919917466
0.5                      901                      0.0018943827610091622
0.5                      902                      0.0018945248610174096
0.5                      903                      0.0018946629920164899
0.5                      904                      0.0018947971540064013
0.5                      905                      0.0018949273469871428
0.5                      906                      0.001895053570958718
0.5                      907                      0.0018951758259211217
0.5                      908                      0.001895294111874361
0.5                      909                      0.0018954084288184288
0.5                      910                      0.0018955187767533302
0.5                      911                      0.001895625155679061
0.5                      912                      0.0018957275655956242
0.5                      913                      0.0018958260065030188
0.5                      914                      0.001895920478401249
0.5                      915                      0.0018960109812903047
0.5                      916                      0.001896097515170195
0.5                      917                      0.0018961800800409154
0.5                      918                      0.0018962586759024703
0.5                      919                      0.0018963333027548534
0.5                      920                      0.0018964039605980703
0.5                      921                      0.0018964706494321165
0.5                      922                      0.0018965333692569965
0.5                      923                      0.0018965921200727088
0.5                      924                      0.001896646901879249
0.5                      925                      0.0018966977146766247
0.5                      926                      0.0018967445584648311
0.5                      927                      0.001896787433243866
0.5                      928                      0.0018968263390137378
0.5                      929                      0.0018968612757744366
0.5                      930                      0.0018968922435259686
0.5                      931                      0.0018969192422683312
0.5                      932                      0.0018969422720015237
0.5                      933                      0.0018969681764298362
0.5                      934                      0.0018970131984000285
0.5                      935                      0.001897055723165148
0.5                      936                      0.0018970957507251876
0.5                      937                      0.0018971332810801525
0.5                      938                      0.0018971683142300375
0.5                      939                      0.0018972008501748536
0.5                      940                      0.0018972308889145895
0.5                      941                      0.001897258430449248
0.5                      942                      0.0018972834747788291
0.5                      943                      0.0018973060219033362
0.5                      944                      0.001897326071822767
0.5                      945                      0.0018973436245371227
0.5                      946                      0.0018973586800463968
0.5                      947                      0.0018973712383506024
0.5                      948                      0.0018973812994497246
0.5                      949                      0.001897388863343773
0.5                      950                      0.001897393930032744
0.5                      951                      0.001897396499516642
0.5                      952                      0.0018973965717954627
0.5                      953                      0.0018973941468692042
0.5                      954                      0.001897389224737874
0.5                      955                      0.0018973818054014624
0.5                      956                      0.001897371888859978
0.5                      957                      0.0018973594751134151
0.5                      958                      0.0018973445641617783
0.5                      959                      0.0018973271560050636
0.5                      960                      0.001897307250643273
0.5                      961                      0.0018972848480764057
0.5                      962                      0.001897259948304462
0.5                      963                      0.0018972325513274453
0.5                      964                      0.0018972026571453472
0.5                      965                      0.0018971702657581764
0.5                      966                      0.0018971353771659277
0.5                      967                      0.0018970979913686024
0.5                      968                      0.0018970581083662006
0.5                      969                      0.0018970157281587249
0.5                      970                      0.00189697085074617
0.5                      971                      0.0018969234761285394
0.5                      972                      0.0018968746249994027
0.5                      973                      0.00189685140498684
0.5                      974                      0.0018968271353848097
0.5                      975                      0.0018968018161933087
0.5                      976                      0.0018967754474123405
0.5                      977                      0.0018967480290419023
0.5                      978                      0.0018967195610819902
0.5                      979                      0.001896690043532613
0.5                      980                      0.001896659476393763
0.5                      981                      0.001896627859665446
0.5                      982                      0.001896595193347654
0.5                      983                      0.0018965614774403992
0.5                      984                      0.00189652671194367
0.5                      985                      0.0018964908968574705
0.5                      986                      0.0018964540321818075
0.5                      987                      0.001896416117916667
0.5                      988                      0.0018963771540620612
0.5                      989                      0.0018963371406179822
0.5                      990                      0.0018962960775844343
0.5                      991                      0.001896253964961419
0.5                      992                      0.001896210802748933
0.5                      993                      0.0018961665909469755
0.5                      994                      0.0018961213295555508
0.5                      995                      0.0018960750185746526
0.5                      996                      0.0018960276580042878
0.5                      997                      0.001895979247844454
0.5                      998                      0.0018959297880951473
0.5                      999                      0.001895879278756374
0.5                      1000                     0.0018958277198281278
