% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:06
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.5                      67                       2.971620572100793E-4
0.5                      68                       3.009396931334388E-4
0.5                      69                       3.0471279497630533E-4
0.5                      70                       3.084813627386776E-4
0.5                      71                       3.1224539642055676E-4
0.5                      72                       3.160038783895939E-4
0.5                      73                       3.197440244107839E-4
0.5                      74                       3.234750374913406E-4
0.5                      75                       3.27196917631263E-4
0.5                      76                       3.3090966483055183E-4
0.5                      77                       3.346132790892071E-4
0.5                      78                       3.383086460303062E-4
0.5                      79                       3.419954246464108E-4
0.5                      80                       3.456734330841854E-4
0.5                      81                       3.4934267134362885E-4
0.5                      82                       3.530031394247421E-4
0.5                      83                       3.566538821038939E-4
0.5                      84                       3.6029450378086993E-4
0.5                      85                       3.639257257000156E-4
0.5                      86                       3.6754754786133233E-4
0.5                      87                       3.7115997026481915E-4
0.5                      88                       3.747663634101661E-4
0.5                      89                       3.7837696863590026E-4
0.5                      90                       3.81983193946277E-4
0.5                      91                       3.855850393412951E-4
0.5                      92                       3.8918250482095746E-4
0.5                      93                       3.927755903852614E-4
0.5                      94                       3.963401755374549E-4
0.5                      95                       3.998915890629762E-4
0.5                      96                       4.034306016563444E-4
0.5                      97                       4.0695721331756153E-4
0.5                      98                       4.104714240466266E-4
0.5                      99                       4.1399246806697343E-4
0.5                      100                      4.175179595301918E-4
0.5                      101                      4.210404872427042E-4
0.5                      102                      4.2456005120451224E-4
0.5                      103                      4.280766514156146E-4
0.5                      104                      4.3158347097606124E-4
0.5                      105                      4.3507309000384185E-4
0.5                      106                      4.3855380404759104E-4
0.5                      107                      4.4202561310730724E-4
0.5                      108                      4.454885171829919E-4
0.5                      109                      4.4894347772657687E-4
0.5                      110                      4.5239794110348973E-4
0.5                      111                      4.558463701068555E-4
0.5                      112                      4.592887647366739E-4
0.5                      113                      4.6272512499294404E-4
0.5                      114                      4.661554508756669E-4
0.5                      115                      4.6957589334869305E-4
0.5                      116                      4.7298821784526714E-4
0.5                      117                      4.7639301887593795E-4
0.5                      118                      4.797902964407063E-4
0.5                      119                      4.831800505395726E-4
0.5                      120                      4.8656843215230433E-4
0.5                      121                      4.899569555610395E-4
0.5                      122                      4.933416853205998E-4
0.5                      123                      4.967226214309859E-4
0.5                      124                      5.000997638921986E-4
0.5                      125                      5.034680085266273E-4
0.5                      126                      5.068154868456823E-4
0.5                      127                      5.101527247290809E-4
0.5                      128                      5.134797221768207E-4
0.5                      129                      5.167964791889038E-4
0.5                      130                      5.201030920756388E-4
0.5                      131                      5.234233518540605E-4
0.5                      132                      5.267409979380392E-4
0.5                      133                      5.300560303275763E-4
0.5                      134                      5.333684490226684E-4
0.5                      135                      5.366782540233194E-4
0.5                      136                      5.399760414673598E-4
0.5                      137                      5.43263921741843E-4
0.5                      138                      5.465448680502691E-4
0.5                      139                      5.498188803926377E-4
0.5                      140                      5.530859587689489E-4
0.5                      141                      5.563463501346097E-4
0.5                      142                      5.596002553318437E-4
0.5                      143                      5.628474203528159E-4
0.5                      144                      5.660878451975278E-4
0.5                      145                      5.693215298659787E-4
0.5                      146                      5.725496112551733E-4
0.5                      147                      5.75778160689878E-4
0.5                      148                      5.790024947248085E-4
0.5                      149                      5.822226133599629E-4
0.5                      150                      5.854385165953443E-4
0.5                      151                      5.886502044309494E-4
0.5                      152                      5.918530849710812E-4
0.5                      153                      5.950495711359704E-4
0.5                      154                      5.982401599037117E-4
0.5                      155                      6.014248512743056E-4
0.5                      156                      6.046036452477505E-4
0.5                      157                      6.077764875392904E-4
0.5                      158                      6.10943372661891E-4
0.5                      159                      6.141043299373395E-4
0.5                      160                      6.172593593656337E-4
0.5                      161                      6.204084609467757E-4
0.5                      162                      6.235657318413826E-4
0.5                      163                      6.267564483901358E-4
0.5                      164                      6.29956664718575E-4
0.5                      165                      6.331663808266971E-4
0.5                      166                      6.363855967145056E-4
0.5                      167                      6.396143123819987E-4
0.5                      168                      6.428525278291766E-4
0.5                      169                      6.461002430560388E-4
0.5                      170                      6.493574580625867E-4
0.5                      171                      6.526241728488185E-4
0.5                      172                      6.559003874147359E-4
0.5                      173                      6.591198609594602E-4
0.5                      174                      6.623151659511824E-4
0.5                      175                      6.655047085882384E-4
0.5                      176                      6.68688488870626E-4
0.5                      177                      6.718665067983481E-4
0.5                      178                      6.750387623714051E-4
0.5                      179                      6.782052555897956E-4
0.5                      180                      6.813659864535197E-4
0.5                      181                      6.845209549625768E-4
0.5                      182                      6.876661225008446E-4
0.5                      183                      6.907922104623259E-4
0.5                      184                      6.9390938881564E-4
0.5                      185                      6.970176575607862E-4
0.5                      186                      7.001170166977631E-4
0.5                      187                      7.032074662265708E-4
0.5                      188                      7.062890061472108E-4
0.5                      189                      7.093616364596835E-4
0.5                      190                      7.124253571639874E-4
0.5                      191                      7.154801682601236E-4
0.5                      192                      7.185366433148087E-4
0.5                      193                      7.215899507970177E-4
0.5                      194                      7.246370629772823E-4
0.5                      195                      7.27677979855603E-4
0.5                      196                      7.30712701431981E-4
0.5                      197                      7.337412277064144E-4
0.5                      198                      7.367635586789013E-4
0.5                      199                      7.397796943494453E-4
0.5                      200                      7.427896347180475E-4
0.5                      201                      7.457932827283893E-4
0.5                      202                      7.487904037846621E-4
0.5                      203                      7.517812516958004E-4
0.5                      204                      7.547658264618017E-4
0.5                      205                      7.577441280826704E-4
0.5                      206                      7.60716156558403E-4
0.5                      207                      7.636819118890014E-4
0.5                      208                      7.666413940744656E-4
0.5                      209                      7.695946031147933E-4
0.5                      210                      7.725415390099881E-4
0.5                      211                      7.754855345943765E-4
0.5                      212                      7.784251140327841E-4
0.5                      213                      7.813592847649838E-4
0.5                      214                      7.842880467909739E-4
0.5                      215                      7.872114001107541E-4
0.5                      216                      7.901293447243257E-4
0.5                      217                      7.930418806316882E-4
0.5                      218                      7.959490078328419E-4
0.5                      219                      7.988507263277863E-4
0.5                      220                      8.017459364135393E-4
0.5                      221                      8.046318407243646E-4
0.5                      222                      8.075114278365346E-4
0.5                      223                      8.103846977500491E-4
0.5                      224                      8.132516504649079E-4
0.5                      225                      8.161122859811116E-4
0.5                      226                      8.189666042986623E-4
0.5                      227                      8.218146054175531E-4
0.5                      228                      8.246562893377934E-4
0.5                      229                      8.274916560593762E-4
0.5                      230                      8.303298693522834E-4
0.5                      231                      8.331670033212958E-4
0.5                      232                      8.36000221791788E-4
0.5                      233                      8.388295247637614E-4
0.5                      234                      8.416549122372149E-4
0.5                      235                      8.444763842121499E-4
0.5                      236                      8.472939406885626E-4
0.5                      237                      8.501075816664569E-4
0.5                      238                      8.529173071458342E-4
0.5                      239                      8.557219664749754E-4
0.5                      240                      8.585184781931004E-4
0.5                      241                      8.613100944463967E-4
0.5                      242                      8.640968152348615E-4
0.5                      243                      8.66878640558501E-4
0.5                      244                      8.696555704173052E-4
0.5                      245                      8.724276048112827E-4
0.5                      246                      8.75194743740429E-4
0.5                      247                      8.779569872047449E-4
0.5                      248                      8.8071433520423E-4
0.5                      249                      8.835059972738048E-4
0.5                      250                      8.863157512432991E-4
0.5                      251                      8.891309946370215E-4
0.5                      252                      8.919517274549724E-4
0.5                      253                      8.947779496971546E-4
0.5                      254                      8.976096613635633E-4
0.5                      255                      9.004468624542028E-4
0.5                      256                      9.032895529690706E-4
0.5                      257                      9.0613773290817E-4
0.5                      258                      9.089914022714946E-4
0.5                      259                      9.118505610590506E-4
0.5                      260                      9.14715209270836E-4
0.5                      261                      9.175853469068499E-4
0.5                      262                      9.204609739670935E-4
0.5                      263                      9.233420904515652E-4
0.5                      264                      9.26228696360267E-4
0.5                      265                      9.291207916931979E-4
0.5                      266                      9.320183764503589E-4
0.5                      267                      9.34921450631748E-4
0.5                      268                      9.377421742504941E-4
0.5                      269                      9.405253676821667E-4
0.5                      270                      9.433018590949753E-4
0.5                      271                      9.460716484889207E-4
0.5                      272                      9.488347358639999E-4
0.5                      273                      9.515911212202151E-4
0.5                      274                      9.543408045575639E-4
0.5                      275                      9.570837858760485E-4
0.5                      276                      9.598200651756688E-4
0.5                      277                      9.625496424564221E-4
0.5                      278                      9.65272517718313E-4
0.5                      279                      9.679886909613383E-4
0.5                      280                      9.706981621854981E-4
0.5                      281                      9.734009313907932E-4
0.5                      282                      9.760969985772227E-4
0.5                      283                      9.787863637447886E-4
0.5                      284                      9.814537514114489E-4
0.5                      285                      9.841107944853743E-4
0.5                      286                      9.867591045300203E-4
0.5                      287                      9.893986815453894E-4
0.5                      288                      9.920295255314772E-4
0.5                      289                      9.9465163648829E-4
0.5                      290                      9.972650144158203E-4
0.5                      291                      9.998696593140745E-4
0.5                      292                      0.0010024655711830506
0.5                      293                      0.0010050527500227479
0.5                      294                      0.0010076311958331656
0.5                      295                      0.001010200908614307
0.5                      296                      0.0010127618883661678
0.5                      297                      0.0010153141350887503
0.5                      298                      0.0010178712942365894
0.5                      299                      0.0010204293504081086
0.5                      300                      0.0010229814862418828
0.5                      301                      0.001025527701737915
0.5                      302                      0.001028067996896201
0.5                      303                      0.0010306023717167423
0.5                      304                      0.0010331308261995388
0.5                      305                      0.0010356533603445932
0.5                      306                      0.0010381699741519024
0.5                      307                      0.0010406806676214663
0.5                      308                      0.0010431854407532872
0.5                      309                      0.0010456842935473616
0.5                      310                      0.001048177226003692
0.5                      311                      0.0010506642381222801
0.5                      312                      0.001053150199457946
0.5                      313                      0.0010556386000566153
0.5                      314                      0.0010581227283400086
0.5                      315                      0.0010606025843081302
0.5                      316                      0.001063078167960976
0.5                      317                      0.001065549479298546
0.5                      318                      0.0010680165183208435
0.5                      319                      0.001070479285027867
0.5                      320                      0.001072937779419616
0.5                      321                      0.0010753920014960905
0.5                      322                      0.0010778419512572906
0.5                      323                      0.0010802876287032174
0.5                      324                      0.0010827290338338695
0.5                      325                      0.0010851661666492465
0.5                      326                      0.001087599455293717
0.5                      327                      0.0010900310183046852
0.5                      328                      0.001092458691397821
0.5                      329                      0.0010948824745731266
0.5                      330                      0.0010973023678305983
0.5                      331                      0.0010997183711702362
0.5                      332                      0.0011021304845920444
0.5                      333                      0.0011045387080960175
0.5                      334                      0.0011069430416821603
0.5                      335                      0.0011093434853504706
0.5                      336                      0.0011117400391009473
0.5                      337                      0.001114132702933595
0.5                      338                      0.001116521476848409
0.5                      339                      0.0011189063608453892
0.5                      340                      0.0011212873549245378
0.5                      341                      0.0011237055481346076
0.5                      342                      0.001126129733647156
0.5                      343                      0.0011285560037018428
0.5                      344                      0.0011309843582986655
0.5                      345                      0.0011334147974376267
0.5                      346                      0.001135847321118725
0.5                      347                      0.0011382819293419603
0.5                      348                      0.0011407186221073311
0.5                      349                      0.0011431573994148422
0.5                      350                      0.0011455982612644873
0.5                      351                      0.0011480412076562707
0.5                      352                      0.001150486238590193
0.5                      353                      0.0011529333540662504
0.5                      354                      0.001155382554084447
0.5                      355                      0.0011578338386447808
0.5                      356                      0.0011602872077472492
0.5                      357                      0.0011627426613918593
0.5                      358                      0.001165200199578601
0.5                      359                      0.0011676598223074833
0.5                      360                      0.0011701215295785016
0.5                      361                      0.0011725853213916577
0.5                      362                      0.0011750511977469513
0.5                      363                      0.0011775191586443823
0.5                      364                      0.0011799892040839487
0.5                      365                      0.0011824613340656535
0.5                      366                      0.0011849355485894968
0.5                      367                      0.0011874118476554777
0.5                      368                      0.0011898902312635934
0.5                      369                      0.001192326421926469
0.5                      370                      0.0011946962078770637
0.5                      371                      0.0011970606397855676
0.5                      372                      0.001199419717651986
0.5                      373                      0.0012017734414763116
0.5                      374                      0.0012041218112585524
0.5                      375                      0.0012064648269987034
0.5                      376                      0.0012088024886967679
0.5                      377                      0.001211134796352743
0.5                      378                      0.0012134617499666312
0.5                      379                      0.0012157833495384303
0.5                      380                      0.001218099595068141
0.5                      381                      0.0012204104865557613
0.5                      382                      0.0012227160240012964
0.5                      383                      0.0012250162074047412
0.5                      384                      0.0012273110367660989
0.5                      385                      0.0012296005120853684
0.5                      386                      0.0012318846333625503
0.5                      387                      0.0012341634005976403
0.5                      388                      0.0012364368137906452
0.5                      389                      0.001238704872941562
0.5                      390                      0.0012409675780503911
0.5                      391                      0.001243224929117129
0.5                      392                      0.0012454769261417786
0.5                      393                      0.00124771725124687
0.5                      394                      0.0012499511751476017
0.5                      395                      0.0012521791857204579
0.5                      396                      0.0012544012829654426
0.5                      397                      0.0012566174668825565
0.5                      398                      0.001258827737471793
0.5                      399                      0.0012610320947331638
0.5                      400                      0.0012632305386666579
0.5                      401                      0.0012654230692722803
0.5                      402                      0.001267609686550028
0.5                      403                      0.0012697903904999057
0.5                      404                      0.0012719651811219062
0.5                      405                      0.0012741340584160377
0.5                      406                      0.0012762970223822963
0.5                      407                      0.0012784540730206818
0.5                      408                      0.0012806052103311952
0.5                      409                      0.0012827504343138354
0.5                      410                      0.0012848897449686018
0.5                      411                      0.001287023142295499
0.5                      412                      0.001289150626294519
0.5                      413                      0.001291272196965669
0.5                      414                      0.0012933878543089454
0.5                      415                      0.0012954975983243482
0.5                      416                      0.0012976104009571137
0.5                      417                      0.0012997299780846674
0.5                      418                      0.001301845349756951
0.5                      419                      0.0013039565159739636
0.5                      420                      0.0013060634767357066
0.5                      421                      0.0013081662320421814
0.5                      422                      0.001310264781893384
0.5                      423                      0.001312359126289317
0.5                      424                      0.0013144492652299793
0.5                      425                      0.00131653519871537
0.5                      426                      0.0013186169267454927
0.5                      427                      0.0013206944493203447
0.5                      428                      0.0013227677664399266
0.5                      429                      0.001324836878104239
0.5                      430                      0.0013269017843132798
0.5                      431                      0.0013289624850670507
0.5                      432                      0.0013310189803655502
0.5                      433                      0.0013330712702087834
0.5                      434                      0.001335119354596746
0.5                      435                      0.0013371632335294342
0.5                      436                      0.0013392029070068544
0.5                      437                      0.0013412383750290044
0.5                      438                      0.0013432696375958865
0.5                      439                      0.0013452966947074961
0.5                      440                      0.0013473268936327653
0.5                      441                      0.0013493538672828126
0.5                      442                      0.001351377266537792
0.5                      443                      0.001353397091397703
0.5                      444                      0.0013554133418625471
0.5                      445                      0.0013574260179323237
0.5                      446                      0.0013594351196070324
0.5                      447                      0.001361440646886672
0.5                      448                      0.0013634425997712451
0.5                      449                      0.0013654409782607529
0.5                      450                      0.001367435782355192
0.5                      451                      0.0013694270120545619
0.5                      452                      0.001371414667358865
0.5                      453                      0.001373398748268099
0.5                      454                      0.0013753792547822677
0.5                      455                      0.0013773561869013693
0.5                      456                      0.0013793295446254004
0.5                      457                      0.001381299327954368
0.5                      458                      0.001383265536888264
0.5                      459                      0.0013852281714270937
0.5                      460                      0.001387187231570857
0.5                      461                      0.0013891427173195526
0.5                      462                      0.001391094628673179
0.5                      463                      0.0013930435106002926
0.5                      464                      0.0013949895130198752
0.5                      465                      0.0013969320385969345
0.5                      466                      0.0013988710873314698
0.5                      467                      0.001400806659223488
0.5                      468                      0.0014027387542729826
0.5                      469                      0.0014046673724799545
0.5                      470                      0.001406592513844404
0.5                      471                      0.001408514178366333
0.5                      472                      0.00141043236604574
0.5                      473                      0.0014123470768826227
0.5                      474                      0.0014142583108769874
0.5                      475                      0.0014161660680288269
0.5                      476                      0.0014180703483381478
0.5                      477                      0.0014199711518049435
0.5                      478                      0.0014218684784292205
0.5                      479                      0.0014237623282109737
0.5                      480                      0.0014256527011502044
0.5                      481                      0.0014275395972469138
0.5                      482                      0.0014294230165011023
0.5                      483                      0.0014313029589127695
0.5                      484                      0.0014331794244819113
0.5                      485                      0.0014350524132085356
0.5                      486                      0.001436921925092635
0.5                      487                      0.0014387896225811073
0.5                      488                      0.0014406540142413197
0.5                      489                      0.0014425150677130506
0.5                      490                      0.0014443727829962952
0.5                      491                      0.0014462271600910505
0.5                      492                      0.0014480781989973195
0.5                      493                      0.001449925899715103
0.5                      494                      0.0014517702622443992
0.5                      495                      0.0014536112865852094
0.5                      496                      0.0014554489727375314
0.5                      497                      0.0014572833207013658
0.5                      498                      0.001459114330476718
0.5                      499                      0.0014609420020635785
0.5                      500                      0.0014627663354619572
0.5                      501                      0.0014645873306718452
0.5                      502                      0.0014664049876932463
0.5                      503                      0.0014682193065261632
0.5                      504                      0.0014700302871705918
0.5                      505                      0.0014718379296265365
0.5                      506                      0.0014736422338939908
0.5                      507                      0.00147544319997296
0.5                      508                      0.0014772408278634428
0.5                      509                      0.0014790351175654384
0.5                      510                      0.0014808267957570258
0.5                      511                      0.0014826159724631125
0.5                      512                      0.001484401933724586
0.5                      513                      0.0014861846795414517
0.5                      514                      0.001487964209913709
0.5                      515                      0.0014897405248413534
0.5                      516                      0.001491513624324389
0.5                      517                      0.0014932835083628128
0.5                      518                      0.0014950501769566307
0.5                      519                      0.001496813630105835
0.5                      520                      0.0014985738678104273
0.5                      521                      0.0015003308900704143
0.5                      522                      0.0015020846968857883
0.5                      523                      0.0015038352882565539
0.5                      524                      0.0015055826641827068
0.5                      525                      0.0015073268246642547
0.5                      526                      0.001509067769701189
0.5                      527                      0.0015108054992935148
0.5                      528                      0.0015125400134412296
0.5                      529                      0.0015142713121443353
0.5                      530                      0.0015159993954028295
0.5                      531                      0.0015177242632167147
0.5                      532                      0.0015194459155859913
0.5                      533                      0.0015211645036455968
0.5                      534                      0.0015229009586023657
0.5                      535                      0.0015246359313754575
0.5                      536                      0.0015263694219648718
0.5                      537                      0.0015281014303706057
0.5                      538                      0.0015298319565926614
0.5                      539                      0.0015315610006310394
0.5                      540                      0.001533288562485743
0.5                      541                      0.0015350146421567626
0.5                      542                      0.0015367392396441074
0.5                      543                      0.0015384623549477734
0.5                      544                      0.0015401839880677614
0.5                      545                      0.0015419041390040732
0.5                      546                      0.001543622807756705
0.5                      547                      0.0015453399943256595
0.5                      548                      0.001547055698710935
0.5                      549                      0.001548769920912536
0.5                      550                      0.0015504826609304525
0.5                      551                      0.0015521939187646983
0.5                      552                      0.001553903694415263
0.5                      553                      0.0015556119878821504
0.5                      554                      0.001557318799165358
0.5                      555                      0.0015590241282648846
0.5                      556                      0.0015607279751807378
0.5                      557                      0.001562430339912913
0.5                      558                      0.0015641312224614098
0.5                      559                      0.0015658306228262284
0.5                      560                      0.0015675285410073694
0.5                      561                      0.001569224977004829
0.5                      562                      0.001570919930818614
0.5                      563                      0.0015726134024487194
0.5                      564                      0.0015743053918951476
0.5                      565                      0.0015759958991578991
0.5                      566                      0.0015776849242369673
0.5                      567                      0.0015793724671323622
0.5                      568                      0.0015810585278440792
0.5                      569                      0.0015827431063721185
0.5                      570                      0.0015844262027164791
0.5                      571                      0.0015861078168771564
0.5                      572                      0.0015877879488541634
0.5                      573                      0.00158946659864749
0.5                      574                      0.0015911437662571356
0.5                      575                      0.0015928194516831057
0.5                      576                      0.0015944936549253978
0.5                      577                      0.0015961663759840108
0.5                      578                      0.0015978376148589463
0.5                      579                      0.0015995073715502045
0.5                      580                      0.001601173776427645
0.5                      581                      0.0016027855618664074
0.5                      582                      0.0016043935751792874
0.5                      583                      0.00160599781636628
0.5                      584                      0.0016075982854273881
0.5                      585                      0.0016091949823626123
0.5                      586                      0.0016107879071719515
0.5                      587                      0.0016123770598554057
0.5                      588                      0.001613962440412978
0.5                      589                      0.0016155440488446625
0.5                      590                      0.0016171218851504642
0.5                      591                      0.0016186959493303785
0.5                      592                      0.0016202662413844096
0.5                      593                      0.0016218327613125585
0.5                      594                      0.001623395509114823
0.5                      595                      0.0016249544847911997
0.5                      596                      0.0016265096883416935
0.5                      597                      0.001628061119766304
0.5                      598                      0.001629608779065025
0.5                      599                      0.0016311526662378655
0.5                      600                      0.0016326927812848203
0.5                      601                      0.0016342291242058904
0.5                      602                      0.0016357616950010768
0.5                      603                      0.0016372904936703785
0.5                      604                      0.0016388155202137938
0.5                      605                      0.001640336774631327
0.5                      606                      0.0016418542569229745
0.5                      607                      0.0016433679670887363
0.5                      608                      0.0016448779051286134
0.5                      609                      0.001646384071042607
0.5                      610                      0.0016478864648307174
0.5                      611                      0.0016493850864929402
0.5                      612                      0.00165087993602928
0.5                      613                      0.001652371013439736
0.5                      614                      0.0016538583187243054
0.5                      615                      0.0016553418518829906
0.5                      616                      0.0016568216129157942
0.5                      617                      0.001658297601822708
0.5                      618                      0.0016597698186037412
0.5                      619                      0.0016612382632588867
0.5                      620                      0.0016626991996251932
0.5                      621                      0.0016641554197123446
0.5                      622                      0.0016656076441072599
0.5                      623                      0.0016670558728099402
0.5                      624                      0.0016685001058203862
0.5                      625                      0.0016699403431386
0.5                      626                      0.0016713765847645788
0.5                      627                      0.0016728088306983224
0.5                      628                      0.0016742370809398333
0.5                      629                      0.0016756613354891106
0.5                      630                      0.0016770815943461532
0.5                      631                      0.0016784978575109593
0.5                      632                      0.0016799101249835335
0.5                      633                      0.0016813183967638754
0.5                      634                      0.0016827226728519803
0.5                      635                      0.001684122953247853
0.5                      636                      0.00168551923795149
0.5                      637                      0.0016869115269628932
0.5                      638                      0.0016882998202820618
0.5                      639                      0.0016896841179089971
0.5                      640                      0.0016910644198436975
0.5                      641                      0.0016924407260861662
0.5                      642                      0.001693813036636397
0.5                      643                      0.0016951813514943976
0.5                      644                      0.0016965456706601611
0.5                      645                      0.001697905994133689
0.5                      646                      0.0016992623219149873
0.5                      647                      0.0017006146540040476
0.5                      648                      0.0017019629904008742
0.5                      649                      0.0017033073311054677
0.5                      650                      0.0017046476761178285
0.5                      651                      0.0017059840254379547
0.5                      652                      0.0017073163790658436
0.5                      653                      0.0017086447370015015
0.5                      654                      0.0017099690992449245
0.5                      655                      0.0017112894657961132
0.5                      656                      0.0017126058366550665
0.5                      657                      0.0017139182118217889
0.5                      658                      0.0017152265912962748
0.5                      659                      0.001716531683306312
0.5                      660                      0.0017178332325330664
0.5                      661                      0.0017191308420666856
0.5                      662                      0.001720424511907171
0.5                      663                      0.001721714242054526
0.5                      664                      0.0017230000325087456
0.5                      665                      0.0017242818832698293
0.5                      666                      0.001725559794337782
0.5                      667                      0.001726833765712598
0.5                      668                      0.001728103797394281
0.5                      669                      0.0017293698893828314
0.5                      670                      0.0017306320416782444
0.5                      671                      0.0017318902542805268
0.5                      672                      0.0017331445271896737
0.5                      673                      0.001734394860405687
0.5                      674                      0.0017356412539285633
0.5                      675                      0.0017368837077583097
0.5                      676                      0.0017381222218949203
0.5                      677                      0.0017393567963383991
0.5                      678                      0.0017405874310887442
0.5                      679                      0.0017418141261459524
0.5                      680                      0.001743036881510028
0.5                      681                      0.0017442556971809682
0.5                      682                      0.0017454705731587764
0.5                      683                      0.0017466815094434507
0.5                      684                      0.0017478885060349901
0.5                      685                      0.0017490915629333964
0.5                      686                      0.0017502906801386666
0.5                      687                      0.0017514858576508053
0.5                      688                      0.0017526770954698085
0.5                      689                      0.0017538643935956805
0.5                      690                      0.0017550477520284166
0.5                      691                      0.0017562271707680169
0.5                      692                      0.0017574026498144847
0.5                      693                      0.0017585741891678192
0.5                      694                      0.0017597417888280194
0.5                      695                      0.0017609054487950863
0.5                      696                      0.0017620651690690196
0.5                      697                      0.0017632209496498165
0.5                      698                      0.0017643699637411706
0.5                      699                      0.001765511132782337
0.5                      700                      0.001766648034292972
0.5                      701                      0.0017677806682730847
0.5                      702                      0.0017689090347226682
0.5                      703                      0.0017700331336417251
0.5                      704                      0.0017711529650302528
0.5                      705                      0.0017722685288882548
0.5                      706                      0.0017733798252157302
0.5                      707                      0.001774486854012679
0.5                      708                      0.0017755896152790997
0.5                      709                      0.0017766881090149939
0.5                      710                      0.0017777823352203605
0.5                      711                      0.0017788722938952017
0.5                      712                      0.0017799579850395135
0.5                      713                      0.0017810394086533012
0.5                      714                      0.0017821165647365622
0.5                      715                      0.0017831894532892908
0.5                      716                      0.0017842580743114983
0.5                      717                      0.0017853224278031766
0.5                      718                      0.0017863825137643258
0.5                      719                      0.0017874383321949538
0.5                      720                      0.001788489883095049
0.5                      721                      0.0017895371664646202
0.5                      722                      0.0017905801823036639
0.5                      723                      0.0017916189306121785
0.5                      724                      0.0017926534113901688
0.5                      725                      0.0017936836246376302
0.5                      726                      0.001794709570354566
0.5                      727                      0.0017957312485409726
0.5                      728                      0.0017967486591968563
0.5                      729                      0.0017977618023222108
0.5                      730                      0.0017987706779170377
0.5                      731                      0.0017997752859813384
0.5                      732                      0.001800775626515111
0.5                      733                      0.0018017716995183564
0.5                      734                      0.0018027635049910763
0.5                      735                      0.001803751042933268
0.5                      736                      0.0018047343133449339
0.5                      737                      0.0018057107825153033
0.5                      738                      0.0018066744087412811
0.5                      739                      0.001807633221135376
0.5                      740                      0.0018085872196975902
0.5                      741                      0.001809536404427926
0.5                      742                      0.001810480775326374
0.5                      743                      0.001811420332392945
0.5                      744                      0.0018123550756276331
0.5                      745                      0.0018132850050304383
0.5                      746                      0.0018142101206013639
