% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:03
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.02                     1546                     3.973158834926821E-4
0.02                     1547                     3.975080417312738E-4
0.02                     1548                     3.9770014236046745E-4
0.02                     1549                     3.978921853802628E-4
0.02                     1550                     3.980841707906589E-4
0.02                     1551                     3.9827609859165717E-4
0.02                     1552                     3.984679687832578E-4
0.02                     1553                     3.986597813654595E-4
0.02                     1554                     3.9885153633826274E-4
0.02                     1555                     3.990432337016678E-4
0.02                     1556                     3.992348734556744E-4
0.02                     1557                     3.9942645560028307E-4
0.02                     1558                     3.9961798013549306E-4
0.02                     1559                     3.998094470613052E-4
0.02                     1560                     4.000008563777186E-4
0.02                     1561                     4.0019220808473353E-4
0.02                     1562                     4.0038350218235075E-4
0.02                     1563                     4.005747386705686E-4
0.02                     1564                     4.0076591754938915E-4
0.02                     1565                     4.009570388188103E-4
0.02                     1566                     4.0114810247883384E-4
0.02                     1567                     4.0133910852945925E-4
0.02                     1568                     4.0153005697068586E-4
0.02                     1569                     4.017209478025136E-4
0.02                     1570                     4.0191178102494407E-4
0.02                     1571                     4.0210255663797583E-4
0.02                     1572                     4.0229327464160933E-4
0.02                     1573                     4.0248393503584414E-4
0.02                     1574                     4.0267453782068046E-4
0.02                     1575                     4.028650829961188E-4
0.02                     1576                     4.030555705621591E-4
0.02                     1577                     4.0324600051880116E-4
0.02                     1578                     4.0343637286604405E-4
0.02                     1579                     4.0362668760388944E-4
0.02                     1580                     4.038169447323361E-4
0.02                     1581                     4.040071442513841E-4
0.02                     1582                     4.0419728616103467E-4
0.02                     1583                     4.043873704612862E-4
0.02                     1584                     4.0457739715213956E-4
0.02                     1585                     4.047673662335941E-4
0.02                     1586                     4.049572777056513E-4
0.02                     1587                     4.05147131568309E-4
0.02                     1588                     4.0533692782156926E-4
0.02                     1589                     4.0552666646543115E-4
0.02                     1590                     4.057163474998941E-4
0.02                     1591                     4.0590597092495895E-4
0.02                     1592                     4.060955367406259E-4
0.02                     1593                     4.062850449468941E-4
0.02                     1594                     4.0647449554376367E-4
0.02                     1595                     4.0666388853123555E-4
0.02                     1596                     4.0685322390930905E-4
0.02                     1597                     4.07042501677984E-4
0.02                     1598                     4.072317218372606E-4
0.02                     1599                     4.0742088438713885E-4
0.02                     1600                     4.076099893276187E-4
0.02                     1601                     4.077990366587004E-4
0.02                     1602                     4.0798802638038374E-4
0.02                     1603                     4.0817695849266827E-4
0.02                     1604                     4.083658329955555E-4
0.02                     1605                     4.0855464988904285E-4
0.02                     1606                     4.08743409173133E-4
0.02                     1607                     4.089321108478247E-4
0.02                     1608                     4.0912075491311863E-4
0.02                     1609                     4.093093413690123E-4
0.02                     1610                     4.094978702155092E-4
0.02                     1611                     4.096863414526069E-4
0.02                     1612                     4.098747550803072E-4
0.02                     1613                     4.1006311109860916E-4
0.02                     1614                     4.102514095075118E-4
0.02                     1615                     4.1043965030701735E-4
0.02                     1616                     4.106278334971229E-4
0.02                     1617                     4.1081595907783145E-4
0.02                     1618                     4.110040270491413E-4
0.02                     1619                     4.111920374110527E-4
0.02                     1620                     4.113809843874779E-4
0.02                     1621                     4.1157068281971645E-4
0.02                     1622                     4.117603514344863E-4
0.02                     1623                     4.119499902317875E-4
0.02                     1624                     4.1213959921161994E-4
0.02                     1625                     4.123291783739841E-4
0.02                     1626                     4.125187277188792E-4
0.02                     1627                     4.1270824724630656E-4
0.02                     1628                     4.1289773695626393E-4
0.02                     1629                     4.130871968487536E-4
0.02                     1630                     4.132766269237746E-4
0.02                     1631                     4.1346602718132645E-4
0.02                     1632                     4.136553976214098E-4
0.02                     1633                     4.1384473824402463E-4
0.02                     1634                     4.1403404904917084E-4
0.02                     1635                     4.1422333003684857E-4
0.02                     1636                     4.1441258120705705E-4
0.02                     1637                     4.1460180255979814E-4
0.02                     1638                     4.1479099409506923E-4
0.02                     1639                     4.149801558128721E-4
0.02                     1640                     4.1516928771320716E-4
0.02                     1641                     4.153583897960725E-4
0.02                     1642                     4.1554746206146954E-4
0.02                     1643                     4.157365045093983E-4
0.02                     1644                     4.1592551713985865E-4
0.02                     1645                     4.161144999528485E-4
0.02                     1646                     4.16303452948372E-4
0.02                     1647                     4.1649237612642566E-4
0.02                     1648                     4.166812694870112E-4
0.02                     1649                     4.1687013303012767E-4
0.02                     1650                     4.170589667557758E-4
0.02                     1651                     4.1724777066395527E-4
0.02                     1652                     4.1743654475466583E-4
0.02                     1653                     4.1762528902790775E-4
0.02                     1654                     4.178140034836813E-4
0.02                     1655                     4.1800268812198615E-4
0.02                     1656                     4.1819134294282187E-4
0.02                     1657                     4.1837996794618997E-4
0.02                     1658                     4.1856856313208905E-4
0.02                     1659                     4.1875712850051905E-4
0.02                     1660                     4.189456640514809E-4
0.02                     1661                     4.1913416978497356E-4
0.02                     1662                     4.1932264570099806E-4
0.02                     1663                     4.1951109179955376E-4
0.02                     1664                     4.1969950808064065E-4
0.02                     1665                     4.198878945442594E-4
0.02                     1666                     4.200762511904095E-4
0.02                     1667                     4.202645780190901E-4
0.02                     1668                     4.204528750303032E-4
0.02                     1669                     4.20641142224047E-4
0.02                     1670                     4.2082937960032205E-4
0.02                     1671                     4.210175871591286E-4
0.02                     1672                     4.212057649004671E-4
0.02                     1673                     4.2139391282433597E-4
0.02                     1674                     4.2158203093073637E-4
0.02                     1675                     4.217701192196693E-4
0.02                     1676                     4.2195817769113226E-4
0.02                     1677                     4.2214620634512684E-4
0.02                     1678                     4.2233420518165315E-4
0.02                     1679                     4.2252217420071043E-4
0.02                     1680                     4.227101134023001E-4
0.02                     1681                     4.228980227864198E-4
0.02                     1682                     4.230859023530712E-4
0.02                     1683                     4.2327375210225444E-4
0.02                     1684                     4.234615720339687E-4
0.02                     1685                     4.236493621482141E-4
0.02                     1686                     4.238371224449917E-4
0.02                     1687                     4.240248529242998E-4
0.02                     1688                     4.2421255358613926E-4
0.02                     1689                     4.244002244305103E-4
0.02                     1690                     4.24587865457413E-4
0.02                     1691                     4.2477547666684717E-4
0.02                     1692                     4.249630580588125E-4
0.02                     1693                     4.2515060963330966E-4
0.02                     1694                     4.253381313903368E-4
0.02                     1695                     4.2552562332989654E-4
0.02                     1696                     4.2571308545198694E-4
0.02                     1697                     4.2590051775660923E-4
0.02                     1698                     4.2608792024376245E-4
0.02                     1699                     4.262752929134468E-4
0.02                     1700                     4.264626357656634E-4
0.02                     1701                     4.266499488004104E-4
0.02                     1702                     4.268372320176899E-4
0.02                     1703                     4.270244854174996E-4
0.02                     1704                     4.272117089998414E-4
0.02                     1705                     4.273989027647134E-4
0.02                     1706                     4.2758606671211856E-4
0.02                     1707                     4.277732008420546E-4
0.02                     1708                     4.2796030515452135E-4
0.02                     1709                     4.2814737964951986E-4
0.02                     1710                     4.2833442432704957E-4
0.02                     1711                     4.285214391871106E-4
0.02                     1712                     4.28708424229703E-4
0.02                     1713                     4.288953794548269E-4
0.02                     1714                     4.2908230486248244E-4
0.02                     1715                     4.292692004526687E-4
0.02                     1716                     4.2945606622538655E-4
0.02                     1717                     4.2964290218063504E-4
0.02                     1718                     4.29829708318416E-4
0.02                     1719                     4.300164846387282E-4
0.02                     1720                     4.3020323114157153E-4
0.02                     1721                     4.303899478269468E-4
0.02                     1722                     4.3057663469485267E-4
0.02                     1723                     4.307632917452905E-4
0.02                     1724                     4.3094991897825886E-4
0.02                     1725                     4.311365163937585E-4
0.02                     1726                     4.3132308399179155E-4
0.02                     1727                     4.3150962177235323E-4
0.02                     1728                     4.316961297354481E-4
0.02                     1729                     4.3188260788107325E-4
0.02                     1730                     4.3206905620923024E-4
0.02                     1731                     4.322554747199183E-4
0.02                     1732                     4.324418634131384E-4
0.02                     1733                     4.326282222888906E-4
0.02                     1734                     4.3281455134717246E-4
0.02                     1735                     4.3300085058798596E-4
0.02                     1736                     4.331871200113312E-4
0.02                     1737                     4.3337335961720746E-4
0.02                     1738                     4.335595694056157E-4
0.02                     1739                     4.3374574937655487E-4
0.02                     1740                     4.339318995300254E-4
0.02                     1741                     4.341180198660276E-4
0.02                     1742                     4.343041103845605E-4
0.02                     1743                     4.344901710856251E-4
0.02                     1744                     4.346762019692215E-4
0.02                     1745                     4.34862203035349E-4
0.02                     1746                     4.3504817428400796E-4
0.02                     1747                     4.352341157151979E-4
0.02                     1748                     4.35420027328919E-4
0.02                     1749                     4.3560590912517227E-4
0.02                     1750                     4.357917611039561E-4
0.02                     1751                     4.3597758326527217E-4
0.02                     1752                     4.361633756091186E-4
0.02                     1753                     4.3634913813549723E-4
0.02                     1754                     4.3653487084440725E-4
0.02                     1755                     4.367205737358475E-4
0.02                     1756                     4.3690624680982055E-4
0.02                     1757                     4.3709189006632475E-4
0.02                     1758                     4.372775035053595E-4
0.02                     1759                     4.374630871269258E-4
0.02                     1760                     4.3764864093102343E-4
0.02                     1761                     4.37834164917653E-4
0.02                     1762                     4.3801965908681344E-4
0.02                     1763                     4.382051234385055E-4
0.02                     1764                     4.383905579727291E-4
0.02                     1765                     4.385759626894832E-4
0.02                     1766                     4.387613375887693E-4
0.02                     1767                     4.389466826705869E-4
0.02                     1768                     4.391319979349359E-4
0.02                     1769                     4.393172833818159E-4
0.02                     1770                     4.395025390112273E-4
0.02                     1771                     4.396877648231703E-4
0.02                     1772                     4.3987296081764453E-4
0.02                     1773                     4.4005812699465037E-4
0.02                     1774                     4.402432633541866E-4
0.02                     1775                     4.404283698962549E-4
0.02                     1776                     4.4061344662085506E-4
0.02                     1777                     4.407984935279858E-4
0.02                     1778                     4.4098351061764814E-4
0.02                     1779                     4.411684978898423E-4
0.02                     1780                     4.413534553445671E-4
0.02                     1781                     4.415383829818229E-4
0.02                     1782                     4.41723280801611E-4
0.02                     1783                     4.4190814880393074E-4
0.02                     1784                     4.420929869887813E-4
0.02                     1785                     4.422777953561631E-4
0.02                     1786                     4.424625739060761E-4
0.02                     1787                     4.426473226385208E-4
0.02                     1788                     4.428320415534975E-4
0.02                     1789                     4.4301673065100385E-4
0.02                     1790                     4.432013899310428E-4
0.02                     1791                     4.4338601939361273E-4
0.02                     1792                     4.4357061903871423E-4
0.02                     1793                     4.437551888663471E-4
0.02                     1794                     4.4393972887651163E-4
0.02                     1795                     4.441242390692069E-4
0.02                     1796                     4.443087194444339E-4
0.02                     1797                     4.4449317000219224E-4
0.02                     1798                     4.446775907424818E-4
0.02                     1799                     4.44861981665303E-4
0.02                     1800                     4.4504634277065533E-4
0.02                     1801                     4.4523067405853915E-4
0.02                     1802                     4.45414975528954E-4
0.02                     1803                     4.4559924718190014E-4
0.02                     1804                     4.457834890173787E-4
0.02                     1805                     4.459677010353878E-4
0.02                     1806                     4.4615188323592785E-4
0.02                     1807                     4.463360356189995E-4
0.02                     1808                     4.4652015818460306E-4
0.02                     1809                     4.4670425093273805E-4
0.02                     1810                     4.468883138634038E-4
0.02                     1811                     4.47072346976601E-4
0.02                     1812                     4.4725635027232974E-4
0.02                     1813                     4.474403237505899E-4
0.02                     1814                     4.476242674113813E-4
0.02                     1815                     4.478081812547041E-4
0.02                     1816                     4.479920652805582E-4
0.02                     1817                     4.4817591948894374E-4
0.02                     1818                     4.483597438798602E-4
0.02                     1819                     4.4854353845330867E-4
0.02                     1820                     4.4872730320928835E-4
0.02                     1821                     4.4891103814779956E-4
0.02                     1822                     4.490947432688415E-4
0.02                     1823                     4.4927841857241534E-4
0.02                     1824                     4.4946206405852E-4
0.02                     1825                     4.496456797271571E-4
0.02                     1826                     4.498292655783247E-4
0.02                     1827                     4.5001282161202425E-4
0.02                     1828                     4.501963478282547E-4
0.02                     1829                     4.5037984422701614E-4
0.02                     1830                     4.505633108083095E-4
0.02                     1831                     4.5074674757213416E-4
0.02                     1832                     4.509301545184898E-4
0.02                     1833                     4.511135316473769E-4
0.02                     1834                     4.512968789587956E-4
0.02                     1835                     4.5148019645274565E-4
0.02                     1836                     4.516634841292271E-4
0.02                     1837                     4.518467419882406E-4
0.02                     1838                     4.5202997002978437E-4
0.02                     1839                     4.522131682538596E-4
0.02                     1840                     4.523963366604669E-4
0.02                     1841                     4.525794752496049E-4
0.02                     1842                     4.5276258402127405E-4
0.02                     1843                     4.5294566297547493E-4
0.02                     1844                     4.53128712112207E-4
0.02                     1845                     4.5331173143147097E-4
0.02                     1846                     4.5349472093326586E-4
0.02                     1847                     4.536776806175927E-4
0.02                     1848                     4.5386061048444993E-4
0.02                     1849                     4.540435105338386E-4
0.02                     1850                     4.542263807657598E-4
0.02                     1851                     4.544092211802123E-4
0.02                     1852                     4.545920317771946E-4
0.02                     1853                     4.5477481255670955E-4
0.02                     1854                     4.549575635187556E-4
0.02                     1855                     4.5514028466333276E-4
0.02                     1856                     4.553229759904411E-4
0.02                     1857                     4.555056375000813E-4
0.02                     1858                     4.5568826919225246E-4
0.02                     1859                     4.558708710669548E-4
0.02                     1860                     4.5605344312418903E-4
0.02                     1861                     4.562359853639543E-4
0.02                     1862                     4.5641849778625226E-4
0.02                     1863                     4.5660098039108037E-4
0.02                     1864                     4.5678343317843935E-4
0.02                     1865                     4.5696585614833E-4
0.02                     1866                     4.571482493007525E-4
0.02                     1867                     4.5733061263570566E-4
0.02                     1868                     4.575129461531912E-4
0.02                     1869                     4.5769524985320745E-4
0.02                     1870                     4.5787752373575494E-4
0.02                     1871                     4.5805976780083395E-4
0.02                     1872                     4.582419820484449E-4
0.02                     1873                     4.5842416647858615E-4
0.02                     1874                     4.5860632109126E-4
0.02                     1875                     4.5878811358609177E-4
0.02                     1876                     4.5896886636925935E-4
0.02                     1877                     4.5914957888200717E-4
0.02                     1878                     4.593302511243368E-4
0.02                     1879                     4.595108830962465E-4
0.02                     1880                     4.596914747977362E-4
0.02                     1881                     4.5987202622880716E-4
0.02                     1882                     4.600525373894582E-4
0.02                     1883                     4.6023300827968986E-4
0.02                     1884                     4.6041343889950307E-4
0.02                     1885                     4.605938292488958E-4
0.02                     1886                     4.6077417932786956E-4
0.02                     1887                     4.609544891364245E-4
0.02                     1888                     4.6113475867455914E-4
0.02                     1889                     4.613149879422739E-4
0.02                     1890                     4.6149517693957055E-4
0.02                     1891                     4.6167532566644687E-4
0.02                     1892                     4.618554341229042E-4
0.02                     1893                     4.620355023089421E-4
0.02                     1894                     4.622155302245612E-4
0.02                     1895                     4.6239551786975987E-4
0.02                     1896                     4.6257546524453935E-4
0.02                     1897                     4.6275537234889946E-4
0.02                     1898                     4.629352391828407E-4
0.02                     1899                     4.6311506574636213E-4
0.02                     1900                     4.632948520394639E-4
0.02                     1901                     4.6347459806214675E-4
0.02                     1902                     4.6365430381441067E-4
0.02                     1903                     4.6383396929625413E-4
0.02                     1904                     4.640135945076782E-4
0.02                     1905                     4.641931794486839E-4
0.02                     1906                     4.6437272411926954E-4
0.02                     1907                     4.645522285194355E-4
0.02                     1908                     4.6473169264918195E-4
0.02                     1909                     4.6491111650851034E-4
0.02                     1910                     4.650905000974175E-4
0.02                     1911                     4.6526984341590594E-4
0.02                     1912                     4.65449146463976E-4
0.02                     1913                     4.6562840924162545E-4
0.02                     1914                     4.6580763174885646E-4
0.02                     1915                     4.659868139856671E-4
0.02                     1916                     4.6616595595205855E-4
0.02                     1917                     4.6634505764803143E-4
0.02                     1918                     4.6652411907358385E-4
0.02                     1919                     4.6670314022871694E-4
0.02                     1920                     4.6688212111343125E-4
0.02                     1921                     4.670610617277265E-4
0.02                     1922                     4.6723996207160125E-4
0.02                     1923                     4.674188221450571E-4
0.02                     1924                     4.6759764194809325E-4
0.02                     1925                     4.677764214807103E-4
0.02                     1926                     4.679551607429087E-4
0.02                     1927                     4.681338597346859E-4
0.02                     1928                     4.6831251845604483E-4
0.02                     1929                     4.6849113690698485E-4
0.02                     1930                     4.6866971508750387E-4
0.02                     1931                     4.6884825299760497E-4
0.02                     1932                     4.690267506372866E-4
0.02                     1933                     4.692052080065491E-4
0.02                     1934                     4.693836251053908E-4
0.02                     1935                     4.6956200193381387E-4
0.02                     1936                     4.6974033849181787E-4
0.02                     1937                     4.6991863477940205E-4
0.02                     1938                     4.7009689079656664E-4
0.02                     1939                     4.7027510654331197E-4
0.02                     1940                     4.7045328201963786E-4
0.02                     1941                     4.7063141722554415E-4
0.02                     1942                     4.708095121610324E-4
0.02                     1943                     4.709875668260992E-4
0.02                     1944                     4.71165581220748E-4
0.02                     1945                     4.713435553449774E-4
0.02                     1946                     4.715214891987867E-4
0.02                     1947                     4.716993827821773E-4
0.02                     1948                     4.718772360951472E-4
0.02                     1949                     4.7205504913769877E-4
0.02                     1950                     4.722328219098308E-4
0.02                     1951                     4.7241055441154346E-4
0.02                     1952                     4.725882466428375E-4
0.02                     1953                     4.7276589860371053E-4
0.02                     1954                     4.729435102941655E-4
0.02                     1955                     4.7312108171419976E-4
0.02                     1956                     4.732986128638155E-4
0.02                     1957                     4.734761037430115E-4
0.02                     1958                     4.7365355435178896E-4
0.02                     1959                     4.738309646901466E-4
0.02                     1960                     4.740083347580843E-4
0.02                     1961                     4.7418566455560294E-4
0.02                     1962                     4.743629540827023E-4
0.02                     1963                     4.745402033393821E-4
0.02                     1964                     4.747174123256423E-4
0.02                     1965                     4.7489458104148366E-4
0.02                     1966                     4.7507170948690486E-4
0.02                     1967                     4.7524879766190707E-4
0.02                     1968                     4.754258455664897E-4
0.02                     1969                     4.7560285320065297E-4
0.02                     1970                     4.757798205643972E-4
0.02                     1971                     4.759567476577221E-4
0.02                     1972                     4.761336344806267E-4
0.02                     1973                     4.7631048103311305E-4
0.02                     1974                     4.764872873151787E-4
0.02                     1975                     4.7666405332682594E-4
0.02                     1976                     4.7684077906805347E-4
0.02                     1977                     4.7701746453886185E-4
0.02                     1978                     4.771941097392504E-4
0.02                     1979                     4.773707146692198E-4
0.02                     1980                     4.775472793287698E-4
0.02                     1981                     4.7772380371790077E-4
0.02                     1982                     4.779002878366116E-4
0.02                     1983                     4.7807673168490355E-4
0.02                     1984                     4.782531352627759E-4
0.02                     1985                     4.784294985702281E-4
0.02                     1986                     4.7860582160726183E-4
0.02                     1987                     4.787821043738763E-4
0.02                     1988                     4.78958346870071E-4
0.02                     1989                     4.7913454909584674E-4
0.02                     1990                     4.793107110512021E-4
0.02                     1991                     4.7948683273613883E-4
0.02                     1992                     4.796629141506555E-4
0.02                     1993                     4.798389552947538E-4
0.02                     1994                     4.8001495616843215E-4
0.02                     1995                     4.801909167716903E-4
0.02                     1996                     4.8036683710453107E-4
0.02                     1997                     4.805427171669507E-4
0.02                     1998                     4.8071855695895073E-4
0.02                     1999                     4.8089435648053313E-4
0.02                     2000                     4.8107011573169463E-4
0.02                     2001                     4.8124583471243713E-4
0.02                     2002                     4.814215134227599E-4
0.02                     2003                     4.815971518626642E-4
0.02                     2004                     4.817727500321485E-4
0.02                     2005                     4.8194830793121357E-4
0.02                     2006                     4.8212382555985886E-4
0.02                     2007                     4.822993029180852E-4
0.02                     2008                     4.8247474000589184E-4
0.02                     2009                     4.826501368232788E-4
0.02                     2010                     4.828254933702473E-4
0.02                     2011                     4.830008096467953E-4
0.02                     2012                     4.8317608565292473E-4
0.02                     2013                     4.833513213886344E-4
0.02                     2014                     4.835265168539245E-4
0.02                     2015                     4.8370167204879537E-4
0.02                     2016                     4.838767869732476E-4
0.02                     2017                     4.840518616272798E-4
0.02                     2018                     4.8422689601089225E-4
0.02                     2019                     4.8440189012408525E-4
0.02                     2020                     4.845768439668592E-4
0.02                     2021                     4.84751757539214E-4
0.02                     2022                     4.8492663084114874E-4
0.02                     2023                     4.8510146387266423E-4
0.02                     2024                     4.8527625663376077E-4
0.02                     2025                     4.854510091244384E-4
0.02                     2026                     4.8562572134469513E-4
0.02                     2027                     4.8580039329453376E-4
0.02                     2028                     4.859750249739522E-4
0.02                     2029                     4.861496163829517E-4
0.02                     2030                     4.8632416752153153E-4
0.02                     2031                     4.864986783896906E-4
0.02                     2032                     4.8667314898743314E-4
0.02                     2033                     4.8684757931475464E-4
0.02                     2034                     4.8702196937165686E-4
0.02                     2035                     4.871963191581399E-4
0.02                     2036                     4.87370628674203E-4
0.02                     2037                     4.8754489791984733E-4
0.02                     2038                     4.877191268950719E-4
0.02                     2039                     4.8789331559987706E-4
0.02                     2040                     4.880674640342632E-4
0.02                     2041                     4.882415721982299E-4
0.02                     2042                     4.884156400917765E-4
0.02                     2043                     4.885896677149034E-4
0.02                     2044                     4.88763655067612E-4
0.02                     2045                     4.889376021499023E-4
0.02                     2046                     4.891115089617705E-4
0.02                     2047                     4.892853755032204E-4
0.02                     2048                     4.894592017742515E-4
0.02                     2049                     4.896329877748624E-4
0.02                     2050                     4.898067335050546E-4
0.02                     2051                     4.899804389648267E-4
0.02                     2052                     4.901541041541803E-4
0.02                     2053                     4.903277290731138E-4
0.02                     2054                     4.905013137216278E-4
0.02                     2055                     4.906748580997229E-4
0.02                     2056                     4.908483622073983E-4
0.02                     2057                     4.910218260446547E-4
0.02                     2058                     4.911952496114906E-4
0.02                     2059                     4.913686329079088E-4
0.02                     2060                     4.915419759339066E-4
0.02                     2061                     4.917152786894849E-4
0.02                     2062                     4.918885411746435E-4
0.02                     2063                     4.92061763389384E-4
0.02                     2064                     4.922349453337035E-4
0.02                     2065                     4.92408087007604E-4
0.02                     2066                     4.92581188411086E-4
0.02                     2067                     4.927542495441482E-4
0.02                     2068                     4.929272704067902E-4
0.02                     2069                     4.931002509990135E-4
0.02                     2070                     4.932731913208176E-4
0.02                     2071                     4.934460913722022E-4
0.02                     2072                     4.936189511531669E-4
0.02                     2073                     4.937917706637121E-4
0.02                     2074                     4.939645499038386E-4
0.02                     2075                     4.941372888735454E-4
0.02                     2076                     4.943099875728328E-4
0.02                     2077                     4.944826460017012E-4
0.02                     2078                     4.9465526416015E-4
0.02                     2079                     4.948278420481791E-4
0.02                     2080                     4.950003796657888E-4
0.02                     2081                     4.951728770129797E-4
0.02                     2082                     4.953453340897501E-4
0.02                     2083                     4.955177508961018E-4
0.02                     2084                     4.95690127432034E-4
0.02                     2085                     4.958624636975471E-4
0.02                     2086                     4.960347596926411E-4
0.02                     2087                     4.962070154173144E-4
0.02                     2088                     4.963792308715692E-4
0.02                     2089                     4.965514060554044E-4
0.02                     2090                     4.9672354096882E-4
0.02                     2091                     4.968956356118159E-4
0.02                     2092                     4.970676899843933E-4
0.02                     2093                     4.972397040865509E-4
0.02                     2094                     4.974116779182889E-4
0.02                     2095                     4.975836114796077E-4
0.02                     2096                     4.977555047705068E-4
0.02                     2097                     4.979273577909876E-4
0.02                     2098                     4.980991705410482E-4
0.02                     2099                     4.982709430206893E-4
0.02                     2100                     4.984426752299108E-4
0.02                     2101                     4.986143671687131E-4
0.02                     2102                     4.987860188370961E-4
0.02                     2103                     4.989576302350601E-4
0.02                     2104                     4.99129201362604E-4
0.02                     2105                     4.993007322197287E-4
0.02                     2106                     4.994722228064338E-4
0.02                     2107                     4.996436731227208E-4
0.02                     2108                     4.998150831685867E-4
0.02                     2109                     4.999864529440338E-4
0.02                     2110                     5.001577824490615E-4
0.02                     2111                     5.003290716836706E-4
0.02                     2112                     5.005003206478587E-4
0.02                     2113                     5.006715293416292E-4
0.02                     2114                     5.008426977649786E-4
0.02                     2115                     5.010138259179099E-4
0.02                     2116                     5.011849138004218E-4
0.02                     2117                     5.013559614125131E-4
0.02                     2118                     5.015269687541848E-4
0.02                     2119                     5.016979358254385E-4
0.02                     2120                     5.018688626262725E-4
0.02                     2121                     5.020397491566876E-4
0.02                     2122                     5.022105954166819E-4
0.02                     2123                     5.023814014062577E-4
0.02                     2124                     5.025521671254138E-4
0.02                     2125                     5.027228925741499E-4
0.02                     2126                     5.028935777524675E-4
0.02                     2127                     5.030642226603653E-4
0.02                     2128                     5.032348272978439E-4
0.02                     2129                     5.034053916649034E-4
0.02                     2130                     5.035759157615432E-4
0.02                     2131                     5.037468633054798E-4
0.02                     2132                     5.039178041550772E-4
0.02                     2133                     5.040887085864333E-4
0.02                     2134                     5.042595765995499E-4
0.02                     2135                     5.044304081944248E-4
0.02                     2136                     5.046012033710585E-4
0.02                     2137                     5.047719621294524E-4
0.02                     2138                     5.049426844696056E-4
0.02                     2139                     5.051133703915179E-4
0.02                     2140                     5.052840198951895E-4
0.02                     2141                     5.054546329806211E-4
0.02                     2142                     5.05625209647811E-4
0.02                     2143                     5.057957498967605E-4
0.02                     2144                     5.059662537274694E-4
0.02                     2145                     5.061367211399378E-4
0.02                     2146                     5.063071521341659E-4
0.02                     2147                     5.064775467101527E-4
0.02                     2148                     5.06647904867899E-4
0.02                     2149                     5.068182266074045E-4
0.02                     2150                     5.06988511928669E-4
0.02                     2151                     5.07158760831693E-4
0.02                     2152                     5.07328973316477E-4
0.02                     2153                     5.074991493830205E-4
0.02                     2154                     5.076692890313224E-4
0.02                     2155                     5.078393922613841E-4
0.02                     2156                     5.080094590732051E-4
0.02                     2157                     5.081794894667853E-4
0.02                     2158                     5.083494834421245E-4
0.02                     2159                     5.08519440999223E-4
0.02                     2160                     5.086893621380819E-4
0.02                     2161                     5.088592468586993E-4
0.02                     2162                     5.090290951610763E-4
0.02                     2163                     5.091989070452128E-4
0.02                     2164                     5.093686825111082E-4
0.02                     2165                     5.095384215587625E-4
0.02                     2166                     5.097081241881766E-4
0.02                     2167                     5.098777903993506E-4
0.02                     2168                     5.100474201922832E-4
0.02                     2169                     5.102170135669754E-4
0.02                     2170                     5.103865705234265E-4
0.02                     2171                     5.105560910616373E-4
0.02                     2172                     5.107255751816075E-4
0.02                     2173                     5.108950228833363E-4
0.02                     2174                     5.110644341668252E-4
0.02                     2175                     5.112338090320736E-4
0.02                     2176                     5.114031474790817E-4
0.02                     2177                     5.115724495078484E-4
