% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:37
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-14                  572                      2.4881382859710534E-4
1.0E-14                  573                      2.490354634090457E-4
1.0E-14                  574                      2.4925689524121493E-4
1.0E-14                  575                      2.494781240936125E-4
1.0E-14                  576                      2.4969914996623836E-4
1.0E-14                  577                      2.499199728590929E-4
1.0E-14                  578                      2.5014059277217546E-4
1.0E-14                  579                      2.503610097054868E-4
1.0E-14                  580                      2.505812236590267E-4
1.0E-14                  581                      2.5080123463279473E-4
1.0E-14                  582                      2.5102104262679135E-4
1.0E-14                  583                      2.5124064764101646E-4
1.0E-14                  584                      2.514600496754701E-4
1.0E-14                  585                      2.516792487301523E-4
1.0E-14                  586                      2.518982448050625E-4
1.0E-14                  587                      2.521170379002015E-4
1.0E-14                  588                      2.5233562801556866E-4
1.0E-14                  589                      2.525540151511646E-4
1.0E-14                  590                      2.5277219930698884E-4
1.0E-14                  591                      2.529901804830414E-4
1.0E-14                  592                      2.532079586793227E-4
1.0E-14                  593                      2.534255338958323E-4
1.0E-14                  594                      2.536429061325704E-4
1.0E-14                  595                      2.5386007538953696E-4
1.0E-14                  596                      2.5407704166673193E-4
1.0E-14                  597                      2.542938049641554E-4
1.0E-14                  598                      2.545103652818073E-4
1.0E-14                  599                      2.5472672261968744E-4
1.0E-14                  600                      2.549428769777962E-4
1.0E-14                  601                      2.551588283561335E-4
1.0E-14                  602                      2.5537457675469885E-4
1.0E-14                  603                      2.5559012217349337E-4
1.0E-14                  604                      2.5580546461251595E-4
1.0E-14                  605                      2.560206040717668E-4
1.0E-14                  606                      2.562355405512463E-4
1.0E-14                  607                      2.564502740509543E-4
1.0E-14                  608                      2.5666480457089063E-4
1.0E-14                  609                      2.568791321110554E-4
1.0E-14                  610                      2.570932566714486E-4
1.0E-14                  611                      2.573071782520703E-4
1.0E-14                  612                      2.5752089685292045E-4
1.0E-14                  613                      2.5773441247399915E-4
1.0E-14                  614                      2.5794772511530636E-4
1.0E-14                  615                      2.5816083477684195E-4
1.0E-14                  616                      2.5837374145860583E-4
1.0E-14                  617                      2.5858644516059816E-4
1.0E-14                  618                      2.587989458828191E-4
1.0E-14                  619                      2.5901124362526847E-4
1.0E-14                  620                      2.592233383879463E-4
1.0E-14                  621                      2.5943523017085246E-4
1.0E-14                  622                      2.596469189739873E-4
1.0E-14                  623                      2.5985840479735044E-4
1.0E-14                  624                      2.6006968764094205E-4
1.0E-14                  625                      2.602807675047619E-4
1.0E-14                  626                      2.6049164438881044E-4
1.0E-14                  627                      2.6070231829308744E-4
1.0E-14                  628                      2.6091278921759283E-4
1.0E-14                  629                      2.6112305716232656E-4
1.0E-14                  630                      2.6133312212728917E-4
1.0E-14                  631                      2.6154298411247974E-4
1.0E-14                  632                      2.6175264311789886E-4
1.0E-14                  633                      2.6196209914354675E-4
1.0E-14                  634                      2.6217135218942244E-4
1.0E-14                  635                      2.623804022555273E-4
1.0E-14                  636                      2.625892493418602E-4
1.0E-14                  637                      2.627978934484218E-4
1.0E-14                  638                      2.630063345752116E-4
1.0E-14                  639                      2.632145727222299E-4
1.0E-14                  640                      2.6342260788947674E-4
1.0E-14                  641                      2.636304400769519E-4
1.0E-14                  642                      2.6383806928465567E-4
1.0E-14                  643                      2.6404549551258807E-4
1.0E-14                  644                      2.642527187607485E-4
1.0E-14                  645                      2.644597390291376E-4
1.0E-14                  646                      2.646665563177552E-4
1.0E-14                  647                      2.648731706266011E-4
1.0E-14                  648                      2.650795819556754E-4
1.0E-14                  649                      2.6528579030497845E-4
1.0E-14                  650                      2.6549233602598274E-4
1.0E-14                  651                      2.656989495389611E-4
1.0E-14                  652                      2.659053796391617E-4
1.0E-14                  653                      2.661116263265842E-4
1.0E-14                  654                      2.6631768960122895E-4
1.0E-14                  655                      2.6652356946309594E-4
1.0E-14                  656                      2.667292659121849E-4
1.0E-14                  657                      2.669347789484959E-4
1.0E-14                  658                      2.671401085720289E-4
1.0E-14                  659                      2.673452547827843E-4
1.0E-14                  660                      2.6755021758076176E-4
1.0E-14                  661                      2.677549969659611E-4
1.0E-14                  662                      2.6795959293838287E-4
1.0E-14                  663                      2.681640054980266E-4
1.0E-14                  664                      2.6836823464489233E-4
1.0E-14                  665                      2.6857228037898036E-4
1.0E-14                  666                      2.6877614270029025E-4
1.0E-14                  667                      2.689798216088226E-4
1.0E-14                  668                      2.6918331710457696E-4
1.0E-14                  669                      2.6938662918755344E-4
1.0E-14                  670                      2.695897578577516E-4
1.0E-14                  671                      2.6979270311517257E-4
1.0E-14                  672                      2.699954649598153E-4
1.0E-14                  673                      2.701980433916799E-4
1.0E-14                  674                      2.7040043841076674E-4
1.0E-14                  675                      2.7060265001707586E-4
1.0E-14                  676                      2.7080467821060717E-4
1.0E-14                  677                      2.7100652299136025E-4
1.0E-14                  678                      2.712081843593357E-4
1.0E-14                  679                      2.714096623145332E-4
1.0E-14                  680                      2.71610956856953E-4
1.0E-14                  681                      2.718120679865947E-4
1.0E-14                  682                      2.720129957034585E-4
1.0E-14                  683                      2.722137400075443E-4
1.0E-14                  684                      2.724143008988524E-4
1.0E-14                  685                      2.726146783773826E-4
1.0E-14                  686                      2.7281487244313485E-4
1.0E-14                  687                      2.7301488309610907E-4
1.0E-14                  688                      2.732147103363058E-4
1.0E-14                  689                      2.7341435416372426E-4
1.0E-14                  690                      2.736138145783653E-4
1.0E-14                  691                      2.738130915802278E-4
1.0E-14                  692                      2.7401218516931263E-4
1.0E-14                  693                      2.7421109534561986E-4
1.0E-14                  694                      2.7440982210914897E-4
1.0E-14                  695                      2.7460836545990027E-4
1.0E-14                  696                      2.7480672539787355E-4
1.0E-14                  697                      2.750049019230691E-4
1.0E-14                  698                      2.7520289503548664E-4
1.0E-14                  699                      2.754007047351264E-4
1.0E-14                  700                      2.7559833102198825E-4
1.0E-14                  701                      2.7579577389607235E-4
1.0E-14                  702                      2.7599303335737815E-4
1.0E-14                  703                      2.761901094059065E-4
1.0E-14                  704                      2.763870020416567E-4
1.0E-14                  705                      2.765837112646292E-4
1.0E-14                  706                      2.7678023707482333E-4
1.0E-14                  707                      2.7697657947224033E-4
1.0E-14                  708                      2.77172738456879E-4
1.0E-14                  709                      2.773687140287396E-4
1.0E-14                  710                      2.7756450618782256E-4
1.0E-14                  711                      2.777601149341276E-4
1.0E-14                  712                      2.779555402676549E-4
1.0E-14                  713                      2.781507821884041E-4
1.0E-14                  714                      2.783458406963754E-4
1.0E-14                  715                      2.7854071579156884E-4
1.0E-14                  716                      2.787354074739844E-4
1.0E-14                  717                      2.7892991574362223E-4
1.0E-14                  718                      2.791242406004822E-4
1.0E-14                  719                      2.79318382044564E-4
1.0E-14                  720                      2.7951234007586806E-4
1.0E-14                  721                      2.797061146943942E-4
1.0E-14                  722                      2.798997059001425E-4
1.0E-14                  723                      2.800931136931129E-4
1.0E-14                  724                      2.802863380733052E-4
1.0E-14                  725                      2.8047937904071985E-4
1.0E-14                  726                      2.8067223659535663E-4
1.0E-14                  727                      2.808649107372152E-4
1.0E-14                  728                      2.810574014662962E-4
1.0E-14                  729                      2.8124970878259925E-4
1.0E-14                  730                      2.814420354482545E-4
1.0E-14                  731                      2.8163552684321404E-4
1.0E-14                  732                      2.8182887273900745E-4
1.0E-14                  733                      2.8202207313563485E-4
1.0E-14                  734                      2.822151280330959E-4
1.0E-14                  735                      2.8240803743139083E-4
1.0E-14                  736                      2.826008013305198E-4
1.0E-14                  737                      2.827934197304827E-4
1.0E-14                  738                      2.829858926312789E-4
1.0E-14                  739                      2.831782200329097E-4
1.0E-14                  740                      2.833704019353738E-4
1.0E-14                  741                      2.835624383386721E-4
1.0E-14                  742                      2.83754329242804E-4
1.0E-14                  743                      2.8394607464776993E-4
1.0E-14                  744                      2.8413767455356964E-4
1.0E-14                  745                      2.843291289602032E-4
1.0E-14                  746                      2.845204378676706E-4
1.0E-14                  747                      2.8471160127597177E-4
1.0E-14                  748                      2.8490261918510723E-4
1.0E-14                  749                      2.850934915950761E-4
1.0E-14                  750                      2.85284218505879E-4
1.0E-14                  751                      2.8547479991751555E-4
1.0E-14                  752                      2.856652358299861E-4
1.0E-14                  753                      2.8585552624329065E-4
1.0E-14                  754                      2.8604567115742886E-4
1.0E-14                  755                      2.86235670572401E-4
1.0E-14                  756                      2.8642552448820697E-4
1.0E-14                  757                      2.8661523290484704E-4
1.0E-14                  758                      2.8680479582232084E-4
1.0E-14                  759                      2.869942132406282E-4
1.0E-14                  760                      2.8718348515976977E-4
1.0E-14                  761                      2.873726115797449E-4
1.0E-14                  762                      2.875615925005539E-4
1.0E-14                  763                      2.8775042792219705E-4
1.0E-14                  764                      2.8793911784467404E-4
1.0E-14                  765                      2.881276622679848E-4
1.0E-14                  766                      2.883160611921295E-4
1.0E-14                  767                      2.885043146171078E-4
1.0E-14                  768                      2.8869242254292004E-4
1.0E-14                  769                      2.888803849695663E-4
1.0E-14                  770                      2.8906820189704635E-4
1.0E-14                  771                      2.8925587332536025E-4
1.0E-14                  772                      2.8944339925450794E-4
1.0E-14                  773                      2.8963077968448953E-4
1.0E-14                  774                      2.898180146153049E-4
1.0E-14                  775                      2.900051040469544E-4
1.0E-14                  776                      2.9019204797943736E-4
1.0E-14                  777                      2.9037884641275444E-4
1.0E-14                  778                      2.905654993469053E-4
1.0E-14                  779                      2.9075200678189007E-4
1.0E-14                  780                      2.9093836871770873E-4
1.0E-14                  781                      2.911245851543613E-4
1.0E-14                  782                      2.9131065609184744E-4
1.0E-14                  783                      2.914965815301677E-4
1.0E-14                  784                      2.9168236146932163E-4
1.0E-14                  785                      2.9186799590930973E-4
1.0E-14                  786                      2.920534848501311E-4
1.0E-14                  787                      2.922388282917867E-4
1.0E-14                  788                      2.924240262342762E-4
1.0E-14                  789                      2.9260907867759953E-4
1.0E-14                  790                      2.9279398562175686E-4
1.0E-14                  791                      2.929787470667479E-4
1.0E-14                  792                      2.931633630125728E-4
1.0E-14                  793                      2.9334783345923154E-4
1.0E-14                  794                      2.9353215840672415E-4
1.0E-14                  795                      2.9371633785505076E-4
1.0E-14                  796                      2.939003718042107E-4
1.0E-14                  797                      2.9408426025420497E-4
1.0E-14                  798                      2.9426800320503285E-4
1.0E-14                  799                      2.944516006566948E-4
1.0E-14                  800                      2.9463505260919046E-4
1.0E-14                  801                      2.9481835906252024E-4
1.0E-14                  802                      2.950015200166836E-4
1.0E-14                  803                      2.951845354716811E-4
1.0E-14                  804                      2.9536740542751225E-4
1.0E-14                  805                      2.9555012988417725E-4
1.0E-14                  806                      2.9573270884167627E-4
1.0E-14                  807                      2.959151423000089E-4
1.0E-14                  808                      2.9609743025917556E-4
1.0E-14                  809                      2.962795727191761E-4
1.0E-14                  810                      2.9646156968001023E-4
1.0E-14                  811                      2.966445646575388E-4
1.0E-14                  812                      2.968282628867954E-4
1.0E-14                  813                      2.9701186378711293E-4
1.0E-14                  814                      2.9719536735849095E-4
1.0E-14                  815                      2.9737877360092957E-4
1.0E-14                  816                      2.97562082514429E-4
1.0E-14                  817                      2.977452940989891E-4
1.0E-14                  818                      2.9792840835461004E-4
1.0E-14                  819                      2.9811142528129157E-4
1.0E-14                  820                      2.982943448790337E-4
1.0E-14                  821                      2.9847716714783654E-4
1.0E-14                  822                      2.9865989208770037E-4
1.0E-14                  823                      2.988425196986244E-4
1.0E-14                  824                      2.9902504998060946E-4
1.0E-14                  825                      2.992074829336551E-4
1.0E-14                  826                      2.9938981855776156E-4
1.0E-14                  827                      2.995720568529288E-4
1.0E-14                  828                      2.997541978191565E-4
1.0E-14                  829                      2.999362414564449E-4
1.0E-14                  830                      3.0011818776479415E-4
1.0E-14                  831                      3.0030003674420396E-4
1.0E-14                  832                      3.0048178839467464E-4
1.0E-14                  833                      3.006634427162059E-4
1.0E-14                  834                      3.008449997087981E-4
1.0E-14                  835                      3.010264593724505E-4
1.0E-14                  836                      3.012078217071642E-4
1.0E-14                  837                      3.013890867129382E-4
1.0E-14                  838                      3.0157025438977306E-4
1.0E-14                  839                      3.0175132473766846E-4
1.0E-14                  840                      3.019322977566248E-4
1.0E-14                  841                      3.021131734466415E-4
1.0E-14                  842                      3.0229395180771926E-4
1.0E-14                  843                      3.0247463283985724E-4
1.0E-14                  844                      3.026552165430563E-4
1.0E-14                  845                      3.0283570291731593E-4
1.0E-14                  846                      3.030160919626364E-4
1.0E-14                  847                      3.0319638367901764E-4
1.0E-14                  848                      3.033765780664592E-4
1.0E-14                  849                      3.035566751249619E-4
1.0E-14                  850                      3.03736674854525E-4
1.0E-14                  851                      3.039165772551488E-4
1.0E-14                  852                      3.040963823268334E-4
1.0E-14                  853                      3.0427609006957867E-4
1.0E-14                  854                      3.0445570048338454E-4
1.0E-14                  855                      3.0463521356825134E-4
1.0E-14                  856                      3.0481462932417864E-4
1.0E-14                  857                      3.04993947751167E-4
1.0E-14                  858                      3.051731688492157E-4
1.0E-14                  859                      3.05352292618325E-4
1.0E-14                  860                      3.0553131905849517E-4
1.0E-14                  861                      3.0571024816972603E-4
1.0E-14                  862                      3.058890799520174E-4
1.0E-14                  863                      3.0606781440536995E-4
1.0E-14                  864                      3.0624645152978273E-4
1.0E-14                  865                      3.0642499132525633E-4
1.0E-14                  866                      3.066034337917909E-4
1.0E-14                  867                      3.0678177892938605E-4
1.0E-14                  868                      3.069600267380418E-4
1.0E-14                  869                      3.0713817721775803E-4
1.0E-14                  870                      3.073162303685354E-4
1.0E-14                  871                      3.0749418619037324E-4
1.0E-14                  872                      3.076720446832717E-4
1.0E-14                  873                      3.078498058472312E-4
1.0E-14                  874                      3.080274696822509E-4
1.0E-14                  875                      3.082050361883316E-4
1.0E-14                  876                      3.0838250536547305E-4
1.0E-14                  877                      3.08559877213675E-4
1.0E-14                  878                      3.0873715173293785E-4
1.0E-14                  879                      3.089143289232612E-4
1.0E-14                  880                      3.090914087846453E-4
1.0E-14                  881                      3.0926839131709E-4
1.0E-14                  882                      3.094452765205957E-4
1.0E-14                  883                      3.096220643951618E-4
1.0E-14                  884                      3.0979875494078894E-4
1.0E-14                  885                      3.099753481574766E-4
1.0E-14                  886                      3.1015184404522503E-4
1.0E-14                  887                      3.103282426040338E-4
1.0E-14                  888                      3.1050454383390366E-4
1.0E-14                  889                      3.1068074773483415E-4
1.0E-14                  890                      3.1085685430682513E-4
1.0E-14                  891                      3.1103286354987715E-4
1.0E-14                  892                      3.112087754639898E-4
1.0E-14                  893                      3.11384590049163E-4
1.0E-14                  894                      3.1156030730539706E-4
1.0E-14                  895                      3.1173592723269156E-4
1.0E-14                  896                      3.1191144983104676E-4
1.0E-14                  897                      3.1208687510046295E-4
1.0E-14                  898                      3.1226220304093986E-4
1.0E-14                  899                      3.124374336524772E-4
1.0E-14                  900                      3.1261256693507515E-4
1.0E-14                  901                      3.12787602888734E-4
1.0E-14                  902                      3.129625415134536E-4
1.0E-14                  903                      3.131373828092338E-4
1.0E-14                  904                      3.133121267760747E-4
1.0E-14                  905                      3.134867734139763E-4
1.0E-14                  906                      3.1366132272293845E-4
1.0E-14                  907                      3.1383577470296177E-4
1.0E-14                  908                      3.1401012935404536E-4
1.0E-14                  909                      3.1418438667619005E-4
1.0E-14                  910                      3.14358546669395E-4
1.0E-14                  911                      3.1453260933366053E-4
1.0E-14                  912                      3.147065746689873E-4
1.0E-14                  913                      3.1488044267537457E-4
1.0E-14                  914                      3.1505421335282233E-4
1.0E-14                  915                      3.15227886701331E-4
1.0E-14                  916                      3.154014627209003E-4
1.0E-14                  917                      3.155749414115307E-4
1.0E-14                  918                      3.157483227732212E-4
1.0E-14                  919                      3.159216068059727E-4
1.0E-14                  920                      3.160947935097846E-4
1.0E-14                  921                      3.1626788288465743E-4
1.0E-14                  922                      3.1644087493059084E-4
1.0E-14                  923                      3.1661376964758523E-4
1.0E-14                  924                      3.167865670356401E-4
1.0E-14                  925                      3.1695926709475583E-4
1.0E-14                  926                      3.1713186982493214E-4
1.0E-14                  927                      3.1730437522616884E-4
1.0E-14                  928                      3.174767832984669E-4
1.0E-14                  929                      3.1764909404182514E-4
1.0E-14                  930                      3.178213074562443E-4
1.0E-14                  931                      3.179934235417242E-4
1.0E-14                  932                      3.1816544229826466E-4
1.0E-14                  933                      3.183373637258656E-4
1.0E-14                  934                      3.1850918782452766E-4
1.0E-14                  935                      3.1868091459425017E-4
1.0E-14                  936                      3.188525440350335E-4
1.0E-14                  937                      3.1902407614687765E-4
1.0E-14                  938                      3.191955109297824E-4
1.0E-14                  939                      3.1936684838374766E-4
1.0E-14                  940                      3.1953808850877373E-4
1.0E-14                  941                      3.1970923130486046E-4
1.0E-14                  942                      3.198802767720083E-4
1.0E-14                  943                      3.200512249102162E-4
1.0E-14                  944                      3.2022207571948515E-4
1.0E-14                  945                      3.2039282919981495E-4
1.0E-14                  946                      3.2056348535120486E-4
1.0E-14                  947                      3.2073404417365603E-4
1.0E-14                  948                      3.2090450566716775E-4
1.0E-14                  949                      3.2107486983174013E-4
1.0E-14                  950                      3.2124513666737317E-4
1.0E-14                  951                      3.2141530617406703E-4
1.0E-14                  952                      3.2158537835182154E-4
1.0E-14                  953                      3.217553532006366E-4
1.0E-14                  954                      3.219252307205125E-4
1.0E-14                  955                      3.220950109114488E-4
1.0E-14                  956                      3.222646937734466E-4
1.0E-14                  957                      3.2243427930650416E-4
1.0E-14                  958                      3.22603767510623E-4
1.0E-14                  959                      3.2277315838580246E-4
1.0E-14                  960                      3.2294245193204246E-4
1.0E-14                  961                      3.2311164814934323E-4
1.0E-14                  962                      3.232807470377046E-4
1.0E-14                  963                      3.2344974859712695E-4
1.0E-14                  964                      3.2361865282760975E-4
1.0E-14                  965                      3.237874597291535E-4
1.0E-14                  966                      3.2395616930175754E-4
1.0E-14                  967                      3.241247815454226E-4
1.0E-14                  968                      3.2429329646014833E-4
1.0E-14                  969                      3.2446171404593464E-4
1.0E-14                  970                      3.2463003430278144E-4
1.0E-14                  971                      3.247982572306895E-4
1.0E-14                  972                      3.249662471618379E-4
1.0E-14                  973                      3.251339962493002E-4
1.0E-14                  974                      3.253016445838587E-4
1.0E-14                  975                      3.254691921655133E-4
1.0E-14                  976                      3.256366389942641E-4
1.0E-14                  977                      3.2580398507011125E-4
1.0E-14                  978                      3.2597123039305466E-4
1.0E-14                  979                      3.261383749630941E-4
1.0E-14                  980                      3.263054187802301E-4
1.0E-14                  981                      3.264723618444618E-4
1.0E-14                  982                      3.266392041557902E-4
1.0E-14                  983                      3.268059457142145E-4
1.0E-14                  984                      3.2697258651973515E-4
1.0E-14                  985                      3.271391265723517E-4
1.0E-14                  986                      3.273055658720651E-4
1.0E-14                  987                      3.274719044188742E-4
1.0E-14                  988                      3.2763814221277947E-4
1.0E-14                  989                      3.2780427925378124E-4
1.0E-14                  990                      3.27970315541879E-4
1.0E-14                  991                      3.281362510770734E-4
1.0E-14                  992                      3.2830208585936334E-4
1.0E-14                  993                      3.2846781988875025E-4
1.0E-14                  994                      3.286334531652327E-4
1.0E-14                  995                      3.2879898568881154E-4
1.0E-14                  996                      3.289644174594867E-4
1.0E-14                  997                      3.29129748477258E-4
1.0E-14                  998                      3.292949787421256E-4
1.0E-14                  999                      3.294601082540894E-4
1.0E-14                  1000                     3.2962513701314926E-4
1.0E-14                  1001                     3.2979006501930596E-4
1.0E-14                  1002                     3.2995489227255806E-4
1.0E-14                  1003                     3.3011961877290697E-4
1.0E-14                  1004                     3.302842445203518E-4
1.0E-14                  1005                     3.304487695148926E-4
1.0E-14                  1006                     3.3061319375652997E-4
1.0E-14                  1007                     3.307775172452633E-4
1.0E-14                  1008                     3.309417399810934E-4
1.0E-14                  1009                     3.311058619640191E-4
1.0E-14                  1010                     3.312698831940408E-4
1.0E-14                  1011                     3.314338036711595E-4
1.0E-14                  1012                     3.315976233953744E-4
1.0E-14                  1013                     3.31761342366685E-4
1.0E-14                  1014                     3.319249605850921E-4
1.0E-14                  1015                     3.320884780505949E-4
1.0E-14                  1016                     3.3225189476319446E-4
1.0E-14                  1017                     3.3241521072289006E-4
1.0E-14                  1018                     3.3257842592968214E-4
1.0E-14                  1019                     3.327415403835701E-4
1.0E-14                  1020                     3.329045540845543E-4
1.0E-14                  1021                     3.3306746703263494E-4
1.0E-14                  1022                     3.3323027922781145E-4
1.0E-14                  1023                     3.333929906700842E-4
1.0E-14                  1024                     3.3355560135945347E-4
1.0E-14                  1025                     3.3371811129591865E-4
1.0E-14                  1026                     3.3388052047948036E-4
1.0E-14                  1027                     3.340428289101382E-4
1.0E-14                  1028                     3.342050365878919E-4
1.0E-14                  1029                     3.3436714351274245E-4
1.0E-14                  1030                     3.3452914968468877E-4
1.0E-14                  1031                     3.3469105510373166E-4
1.0E-14                  1032                     3.3485285976987006E-4
1.0E-14                  1033                     3.350145636831054E-4
1.0E-14                  1034                     3.351761668434363E-4
1.0E-14                  1035                     3.35337669250864E-4
1.0E-14                  1036                     3.354990709053874E-4
1.0E-14                  1037                     3.356603718070074E-4
1.0E-14                  1038                     3.358215719557234E-4
1.0E-14                  1039                     3.3598267135153575E-4
1.0E-14                  1040                     3.3614366999444405E-4
1.0E-14                  1041                     3.3630456788444915E-4
1.0E-14                  1042                     3.364653650215501E-4
1.0E-14                  1043                     3.3662606140574694E-4
1.0E-14                  1044                     3.367866570370405E-4
1.0E-14                  1045                     3.369471519154301E-4
1.0E-14                  1046                     3.3710754604091594E-4
1.0E-14                  1047                     3.37267839413498E-4
1.0E-14                  1048                     3.3742803203317583E-4
1.0E-14                  1049                     3.375881238999504E-4
1.0E-14                  1050                     3.377481150138214E-4
1.0E-14                  1051                     3.379080053747881E-4
1.0E-14                  1052                     3.380677949828512E-4
1.0E-14                  1053                     3.3822748383801043E-4
1.0E-14                  1054                     3.3838707194026586E-4
1.0E-14                  1055                     3.3854655928961777E-4
1.0E-14                  1056                     3.3870594588606567E-4
1.0E-14                  1057                     3.388652317296096E-4
1.0E-14                  1058                     3.390244168202499E-4
1.0E-14                  1059                     3.391835011579867E-4
1.0E-14                  1060                     3.393424847428193E-4
1.0E-14                  1061                     3.395013675747484E-4
1.0E-14                  1062                     3.3966014965377384E-4
1.0E-14                  1063                     3.39818830979895E-4
1.0E-14                  1064                     3.3997741155311265E-4
1.0E-14                  1065                     3.401358913734265E-4
1.0E-14                  1066                     3.402942704408363E-4
1.0E-14                  1067                     3.4045254875534296E-4
1.0E-14                  1068                     3.4061072631694537E-4
1.0E-14                  1069                     3.4076880312564376E-4
1.0E-14                  1070                     3.4092677918143896E-4
1.0E-14                  1071                     3.4108465448433E-4
1.0E-14                  1072                     3.4124242903431736E-4
1.0E-14                  1073                     3.414001028314009E-4
1.0E-14                  1074                     3.415576758755804E-4
1.0E-14                  1075                     3.417151481668562E-4
1.0E-14                  1076                     3.41872519705229E-4
1.0E-14                  1077                     3.420297904906973E-4
1.0E-14                  1078                     3.4218696052326197E-4
1.0E-14                  1079                     3.423440298029227E-4
1.0E-14                  1080                     3.4250099832967986E-4
1.0E-14                  1081                     3.42657866103533E-4
1.0E-14                  1082                     3.428146331244821E-4
1.0E-14                  1083                     3.429712993925282E-4
1.0E-14                  1084                     3.431278649076698E-4
1.0E-14                  1085                     3.4328432966990803E-4
1.0E-14                  1086                     3.4344069367924233E-4
1.0E-14                  1087                     3.435969569356729E-4
1.0E-14                  1088                     3.4375311943919934E-4
1.0E-14                  1089                     3.4390918118982263E-4
1.0E-14                  1090                     3.4406514218754153E-4
1.0E-14                  1091                     3.4422100243235713E-4
1.0E-14                  1092                     3.443767619242687E-4
1.0E-14                  1093                     3.4453242066327666E-4
1.0E-14                  1094                     3.446879786493805E-4
1.0E-14                  1095                     3.448434358825804E-4
1.0E-14                  1096                     3.4499879236287736E-4
1.0E-14                  1097                     3.4515404809027007E-4
1.0E-14                  1098                     3.453092030647588E-4
1.0E-14                  1099                     3.454642572863438E-4
1.0E-14                  1100                     3.456192107550251E-4
1.0E-14                  1101                     3.4577406347080264E-4
1.0E-14                  1102                     3.459288154336763E-4
1.0E-14                  1103                     3.460834666436464E-4
1.0E-14                  1104                     3.4623801710071235E-4
1.0E-14                  1105                     3.4639246680487476E-4
1.0E-14                  1106                     3.4654681575613293E-4
1.0E-14                  1107                     3.4670106395448823E-4
1.0E-14                  1108                     3.468552113999392E-4
1.0E-14                  1109                     3.470092580924865E-4
1.0E-14                  1110                     3.471632040321298E-4
1.0E-14                  1111                     3.473170492188693E-4
1.0E-14                  1112                     3.474707936527052E-4
1.0E-14                  1113                     3.4762443733363745E-4
1.0E-14                  1114                     3.477779802616654E-4
1.0E-14                  1115                     3.479314224367903E-4
1.0E-14                  1116                     3.480847638590107E-4
1.0E-14                  1117                     3.4823800452832786E-4
1.0E-14                  1118                     3.483911444447407E-4
1.0E-14                  1119                     3.4854418360825024E-4
1.0E-14                  1120                     3.486971220188557E-4
1.0E-14                  1121                     3.4884995967655766E-4
1.0E-14                  1122                     3.490026965813555E-4
1.0E-14                  1123                     3.4915533273324967E-4
1.0E-14                  1124                     3.4930786813224E-4
1.0E-14                  1125                     3.494603027783265E-4
1.0E-14                  1126                     3.4961263667150963E-4
1.0E-14                  1127                     3.497648698117885E-4
1.0E-14                  1128                     3.4991700219916386E-4
1.0E-14                  1129                     3.5006903383363484E-4
1.0E-14                  1130                     3.50220964715203E-4
1.0E-14                  1131                     3.5037279484386705E-4
1.0E-14                  1132                     3.505245242196269E-4
1.0E-14                  1133                     3.506768338993045E-4
1.0E-14                  1134                     3.508300979379154E-4
1.0E-14                  1135                     3.5098328254120205E-4
1.0E-14                  1136                     3.5113638770916473E-4
1.0E-14                  1137                     3.5128941344180376E-4
1.0E-14                  1138                     3.5144235973911863E-4
1.0E-14                  1139                     3.5159522660110925E-4
1.0E-14                  1140                     3.5174801402777594E-4
1.0E-14                  1141                     3.5190072201911826E-4
1.0E-14                  1142                     3.52053350575137E-4
1.0E-14                  1143                     3.5220589969583136E-4
1.0E-14                  1144                     3.5235836938120226E-4
1.0E-14                  1145                     3.5251075963124874E-4
1.0E-14                  1146                     3.526630704459712E-4
1.0E-14                  1147                     3.528153018253691E-4
1.0E-14                  1148                     3.529674537694437E-4
1.0E-14                  1149                     3.5311952627819436E-4
1.0E-14                  1150                     3.532715193516205E-4
1.0E-14                  1151                     3.5342343298972286E-4
1.0E-14                  1152                     3.5357526719250116E-4
1.0E-14                  1153                     3.537270219599552E-4
1.0E-14                  1154                     3.5387869729208525E-4
1.0E-14                  1155                     3.540302931888914E-4
1.0E-14                  1156                     3.541818096503736E-4
1.0E-14                  1157                     3.5433324667653176E-4
1.0E-14                  1158                     3.544846042673658E-4
1.0E-14                  1159                     3.546358824228757E-4
1.0E-14                  1160                     3.5478708114306163E-4
1.0E-14                  1161                     3.549382004279238E-4
1.0E-14                  1162                     3.550892402774616E-4
1.0E-14                  1163                     3.552402006916754E-4
1.0E-14                  1164                     3.553910816705653E-4
1.0E-14                  1165                     3.555418832141311E-4
1.0E-14                  1166                     3.55692605322373E-4
1.0E-14                  1167                     3.5584324799529054E-4
1.0E-14                  1168                     3.559938112328841E-4
1.0E-14                  1169                     3.5614429503515383E-4
1.0E-14                  1170                     3.562946994020996E-4
1.0E-14                  1171                     3.5644502433372107E-4
1.0E-14                  1172                     3.5659526983001865E-4
1.0E-14                  1173                     3.5674543589099214E-4
1.0E-14                  1174                     3.568955225166418E-4
1.0E-14                  1175                     3.570455297069672E-4
1.0E-14                  1176                     3.571954574619685E-4
1.0E-14                  1177                     3.573453057816458E-4
1.0E-14                  1178                     3.574950746659991E-4
1.0E-14                  1179                     3.5764476411502864E-4
