% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:38
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-10                  43                       2.442707727960574E-4
1.0E-10                  44                       2.539813841342673E-4
1.0E-10                  45                       2.637771929780758E-4
1.0E-10                  46                       2.736537379786564E-4
1.0E-10                  47                       2.836095402130575E-4
1.0E-10                  48                       2.9364538125003744E-4
1.0E-10                  49                       3.0375491205231317E-4
1.0E-10                  50                       3.1393980333003E-4
1.0E-10                  51                       3.2419928438326065E-4
1.0E-10                  52                       3.3452671153474364E-4
1.0E-10                  53                       3.4492550768174115E-4
1.0E-10                  54                       3.553912925660731E-4
1.0E-10                  55                       3.6592180979188433E-4
1.0E-10                  56                       3.765191250114611E-4
1.0E-10                  57                       3.8717702611060976E-4
1.0E-10                  58                       3.978979525283901E-4
1.0E-10                  59                       4.086805817118529E-4
1.0E-10                  60                       4.195213152690862E-4
1.0E-10                  61                       4.3042217635658376E-4
1.0E-10                  62                       4.413784965022913E-4
1.0E-10                  63                       4.5238950323217976E-4
1.0E-10                  64                       4.634564454021814E-4
1.0E-10                  65                       4.745760144912861E-4
1.0E-10                  66                       4.8574974941840743E-4
1.0E-10                  67                       4.969763332224E-4
1.0E-10                  68                       5.082539328727255E-4
1.0E-10                  69                       5.195837119650706E-4
1.0E-10                  70                       5.309622659313424E-4
1.0E-10                  71                       5.423899190097135E-4
1.0E-10                  72                       5.538666008937686E-4
1.0E-10                  73                       5.65387988464974E-4
1.0E-10                  74                       5.769562207348384E-4
1.0E-10                  75                       5.885697505930525E-4
1.0E-10                  76                       6.002273849452494E-4
1.0E-10                  77                       6.119300411049045E-4
1.0E-10                  78                       6.236772504530238E-4
1.0E-10                  79                       6.354691523374144E-4
1.0E-10                  80                       6.473049157856994E-4
1.0E-10                  81                       6.591816791740691E-4
1.0E-10                  82                       6.711009694876829E-4
1.0E-10                  83                       6.830608630992732E-4
1.0E-10                  84                       6.950606882836328E-4
1.0E-10                  85                       7.071011875714841E-4
1.0E-10                  86                       7.19179865675347E-4
1.0E-10                  87                       7.312978477765307E-4
1.0E-10                  88                       7.434547321482336E-4
1.0E-10                  89                       7.556497587331095E-4
1.0E-10                  90                       7.678823868438753E-4
1.0E-10                  91                       7.801525198331079E-4
1.0E-10                  92                       7.924598625845149E-4
1.0E-10                  93                       8.048041326496519E-4
1.0E-10                  94                       8.17184980214382E-4
1.0E-10                  95                       8.296016702361418E-4
1.0E-10                  96                       8.420539830729751E-4
1.0E-10                  97                       8.545450573717689E-4
1.0E-10                  98                       8.670740524619226E-4
1.0E-10                  99                       8.796357275927568E-4
1.0E-10                  100                      8.922281828875728E-4
1.0E-10                  101                      9.048512734523627E-4
1.0E-10                  102                      9.175066351377159E-4
1.0E-10                  103                      9.301937499904988E-4
1.0E-10                  104                      9.429122709067445E-4
1.0E-10                  105                      9.556633552159422E-4
1.0E-10                  106                      9.684494538646604E-4
1.0E-10                  107                      9.812611799875448E-4
1.0E-10                  108                      9.941022998947696E-4
1.0E-10                  109                      0.001006973791725652
1.0E-10                  110                      0.0010198751955842814
1.0E-10                  111                      0.0010328062905200028
1.0E-10                  112                      0.0010457666307057167
1.0E-10                  113                      0.0010587555036077631
1.0E-10                  114                      0.0010717723109695191
1.0E-10                  115                      0.0010848163771558512
1.0E-10                  116                      0.001097890683351123
1.0E-10                  117                      0.0011109915041973054
1.0E-10                  118                      0.0011241138741285765
1.0E-10                  119                      0.0011372597641556533
1.0E-10                  120                      0.0011504294072402974
1.0E-10                  121                      0.0011636218458004495
1.0E-10                  122                      0.0011768361024376511
1.0E-10                  123                      0.0011900711620228617
1.0E-10                  124                      0.0012033255731704162
1.0E-10                  125                      0.0012165979572971498
1.0E-10                  126                      0.001229886968131427
1.0E-10                  127                      0.0012431917710226713
1.0E-10                  128                      0.0012565103161796588
1.0E-10                  129                      0.001269841417670674
1.0E-10                  130                      0.0012831840266093212
1.0E-10                  131                      0.0012965345865143206
1.0E-10                  132                      0.0013098909903659541
1.0E-10                  133                      0.0013232514238105892
1.0E-10                  134                      0.001336612724957752
1.0E-10                  135                      0.0013499711642150866
1.0E-10                  136                      0.0013633224737373852
1.0E-10                  137                      0.0013766639977060824
1.0E-10                  138                      0.0013899910841569372
1.0E-10                  139                      0.0014032989738309398
1.0E-10                  140                      0.001416582445650002
1.0E-10                  141                      0.0014298359986626582
1.0E-10                  142                      0.001443053647333371
1.0E-10                  143                      0.0014562285231661707
1.0E-10                  144                      0.0014693537703324299
1.0E-10                  145                      0.0014824217732865898
1.0E-10                  146                      0.001495424340349983
1.0E-10                  147                      0.00150835318530191
1.0E-10                  148                      0.0015211994659310227
1.0E-10                  149                      0.0015339536387095523
1.0E-10                  150                      0.0015466054860186402
1.0E-10                  151                      0.0015591442214551276
1.0E-10                  152                      0.00157155857992947
1.0E-10                  153                      0.0015838335053499494
1.0E-10                  154                      0.0015959577067273592
1.0E-10                  155                      0.001607919600992221
1.0E-10                  156                      0.0016197064382959328
1.0E-10                  157                      0.0016313015563935629
1.0E-10                  158                      0.0016426972599579447
1.0E-10                  159                      0.0016538690015922334
1.0E-10                  160                      0.0016648181722894973
1.0E-10                  161                      0.001675511006764656
1.0E-10                  162                      0.001685951960850236
1.0E-10                  163                      0.0016961086584982698
1.0E-10                  164                      0.0017059802509349058
1.0E-10                  165                      0.0017155419624377893
1.0E-10                  166                      0.001724788047522044
1.0E-10                  167                      0.0017337046474941713
1.0E-10                  168                      0.0017422862712753913
1.0E-10                  169                      0.0017505298014326867
1.0E-10                  170                      0.0017584311773612585
1.0E-10                  171                      0.0017659917143829978
1.0E-10                  172                      0.0017732175606560883
1.0E-10                  173                      0.001780109486431314
1.0E-10                  174                      0.0017866784167320433
1.0E-10                  175                      0.0017929265621580938
1.0E-10                  176                      0.0017988650184060269
1.0E-10                  177                      0.0018044995416958327
1.0E-10                  178                      0.001809838104132309
1.0E-10                  179                      0.0018148923336947006
1.0E-10                  180                      0.0018196651649394703
1.0E-10                  181                      0.0018241754085133505
1.0E-10                  182                      0.0018284209818201227
1.0E-10                  183                      0.0018324260189845165
1.0E-10                  184                      0.00183618776742074
1.0E-10                  185                      0.0018397257006859968
1.0E-10                  186                      0.0018430427931894141
1.0E-10                  187                      0.0018461553383358393
1.0E-10                  188                      0.001849071399491019
1.0E-10                  189                      0.0018518009859901003
1.0E-10                  190                      0.001854360481833292
1.0E-10                  191                      0.0018567525852039534
1.0E-10                  192                      0.0018590000719857283
1.0E-10                  193                      0.0018610990219160924
1.0E-10                  194                      0.0018630701398892008
1.0E-10                  195                      0.001864911116420459
1.0E-10                  196                      0.001866637131310414
1.0E-10                  197                      0.0018682492600162162
1.0E-10                  198                      0.0018697571783184354
1.0E-10                  199                      0.00187116564641643
1.0E-10                  200                      0.001872479815761797
1.0E-10                  201                      0.001873708252780409
1.0E-10                  202                      0.0018748517027026663
1.0E-10                  203                      0.001875923254705971
1.0E-10                  204                      0.0018769202749797994
1.0E-10                  205                      0.001877853642800082
1.0E-10                  206                      0.001878722494548957
1.0E-10                  207                      0.001879534898243576
1.0E-10                  208                      0.0018802918094898684
1.0E-10                  209                      0.0018809983773792364
1.0E-10                  210                      0.0018816577229552709
1.0E-10                  211                      0.0018822724879483596
1.0E-10                  212                      0.0018828473057074964
1.0E-10                  213                      0.0018833822874288306
1.0E-10                  214                      0.0018838839041956709
1.0E-10                  215                      0.001884350746032541
1.0E-10                  216                      0.0018847876598348135
1.0E-10                  217                      0.0018851944995507894
1.0E-10                  218                      0.0018855751069484434
1.0E-10                  219                      0.0018859302476327087
1.0E-10                  220                      0.0018862624882282563
1.0E-10                  221                      0.0018865736382170381
1.0E-10                  222                      0.0018868649114088065
1.0E-10                  223                      0.0018871386592709787
1.0E-10                  224                      0.0018873948241200174
1.0E-10                  225                      0.0018876364122229461
1.0E-10                  226                      0.001887862863961182
1.0E-10                  227                      0.0018880766917434998
1.0E-10                  228                      0.0018882777205640796
1.0E-10                  229                      0.0018884675304862543
1.0E-10                  230                      0.0018886464947174733
1.0E-10                  231                      0.0018888156193481813
1.0E-10                  232                      0.0018889754714661192
1.0E-10                  233                      0.0018891263955757985
1.0E-10                  234                      0.0018892690075232987
1.0E-10                  235                      0.0018894032772129418
1.0E-10                  236                      0.0018895303617710846
1.0E-10                  237                      0.0018896501320375774
1.0E-10                  238                      0.0018897638058044404
1.0E-10                  239                      0.0018898714938901488
1.0E-10                  240                      0.0018899742978871318
1.0E-10                  241                      0.0018900724604700855
1.0E-10                  242                      0.0018901665921677903
1.0E-10                  243                      0.001890256917917878
1.0E-10                  244                      0.001890343573417147
1.0E-10                  245                      0.0018904262143079045
1.0E-10                  246                      0.001890504856253329
1.0E-10                  247                      0.001890579225529912
1.0E-10                  248                      0.0018906494406037097
1.0E-10                  249                      0.0018907156237675815
1.0E-10                  250                      0.0018907778612571985
1.0E-10                  251                      0.0018908363913096886
1.0E-10                  252                      0.001890891318290766
1.0E-10                  253                      0.0018909428000786202
1.0E-10                  254                      0.001890991066714597
1.0E-10                  255                      0.0018910361778327342
1.0E-10                  256                      0.001891078300156488
1.0E-10                  257                      0.001891117431095016
1.0E-10                  258                      0.001891154053667758
1.0E-10                  259                      0.0018911881054095086
1.0E-10                  260                      0.0018912199414407428
1.0E-10                  261                      0.0018912496106068516
1.0E-10                  262                      0.0018912774035925806
1.0E-10                  263                      0.0018913034856024268
1.0E-10                  264                      0.0018913280516504717
1.0E-10                  265                      0.0018913511665752723
1.0E-10                  266                      0.0018913728521605922
1.0E-10                  267                      0.0018913932057475018
1.0E-10                  268                      0.0018914121839339998
1.0E-10                  269                      0.0018914296364219002
1.0E-10                  270                      0.0018914456108667073
1.0E-10                  271                      0.0018914601072684274
1.0E-10                  272                      0.0018914720563562148
1.0E-10                  273                      0.001891482427308535
1.0E-10                  274                      0.001891492798260855
1.0E-10                  275                      0.0018915031692131763
1.0E-10                  276                      0.0018915119694664466
1.0E-10                  277                      0.0018915204128351773
1.0E-10                  278                      0.001891528856203908
1.0E-10                  279                      0.0018915368029035757
1.0E-10                  280                      0.001891542067041851
1.0E-10                  281                      0.0018915473311801256
1.0E-10                  282                      0.0018915525953184012
1.0E-10                  283                      0.0018915578594566758
1.0E-10                  284                      0.0018915631235949485
1.0E-10                  285                      0.001891568387733226
1.0E-10                  286                      0.0018915736518715005
1.0E-10                  287                      0.0018915780213697453
1.0E-10                  288                      0.0018915822191417338
1.0E-10                  289                      0.001891586416913723
1.0E-10                  290                      0.0018915906146857108
1.0E-10                  291                      0.0018915948124577009
1.0E-10                  292                      0.00189159901022969
1.0E-10                  293                      0.0018916032080016811
1.0E-10                  294                      0.001891606873886486
1.0E-10                  295                      0.0018916100521306554
1.0E-10                  296                      0.0018916132303748287
1.0E-10                  297                      0.001891616408619001
1.0E-10                  298                      0.0018916195868631726
1.0E-10                  299                      0.0018916227651073426
1.0E-10                  300                      0.0018916259433515129
1.0E-10                  301                      0.0018916289719824923
1.0E-10                  302                      0.0018916314183991274
1.0E-10                  303                      0.0018916338648157609
1.0E-10                  304                      0.001891636311232393
1.0E-10                  305                      0.0018916387576490268
1.0E-10                  306                      0.0018916412040656603
1.0E-10                  307                      0.001891643650482295
1.0E-10                  308                      0.0018916460968989297
1.0E-10                  309                      0.0018916480326076467
1.0E-10                  310                      0.0018916499033685944
1.0E-10                  311                      0.0018916517741295435
1.0E-10                  312                      0.00189165364489049
1.0E-10                  313                      0.001891655515651441
1.0E-10                  314                      0.0018916573864123888
1.0E-10                  315                      0.001891659257173337
1.0E-10                  316                      0.0018916608468407877
1.0E-10                  317                      0.0018916622243810625
1.0E-10                  318                      0.0018916636019213335
1.0E-10                  319                      0.0018916649794616036
1.0E-10                  320                      0.001891666357001875
1.0E-10                  321                      0.0018916677345421444
1.0E-10                  322                      0.0018916691120824162
1.0E-10                  323                      0.0018916704303865548
1.0E-10                  324                      0.0018916715346724673
1.0E-10                  325                      0.001891672577013967
1.0E-10                  326                      0.0018916735574110559
1.0E-10                  327                      0.0018916744758637279
1.0E-10                  328                      0.001891675332371991
1.0E-10                  329                      0.00189167612693584
1.0E-10                  330                      0.0018916768595552778
1.0E-10                  331                      0.0018916775302302991
1.0E-10                  332                      0.0018916781389609117
1.0E-10                  333                      0.001891678685747111
1.0E-10                  334                      0.0018916791705888942
1.0E-10                  335                      0.0018916795934862676
1.0E-10                  336                      0.0018916799544392263
1.0E-10                  337                      0.0018916802534477738
1.0E-10                  338                      0.0018916806480005076
1.0E-10                  339                      0.0018916811049324634
1.0E-10                  340                      0.0018916815333283256
1.0E-10                  341                      0.0018916819331880942
1.0E-10                  342                      0.0018916823045117695
1.0E-10                  343                      0.0018916826472993537
1.0E-10                  344                      0.001891682961550844
1.0E-10                  345                      0.001891683247266239
1.0E-10                  346                      0.0018916835044455436
1.0E-10                  347                      0.0018916837330887584
1.0E-10                  348                      0.0018916839331958744
1.0E-10                  349                      0.001891684104766903
1.0E-10                  350                      0.0018916842478018342
1.0E-10                  351                      0.001891684362300674
1.0E-10                  352                      0.0018916844482634225
1.0E-10                  353                      0.001891684648696643
1.0E-10                  354                      0.0018916848414428887
1.0E-10                  355                      0.0018916850242711662
1.0E-10                  356                      0.0018916851971814798
1.0E-10                  357                      0.0018916853601738319
1.0E-10                  358                      0.0018916855132482206
1.0E-10                  359                      0.0018916856564046437
1.0E-10                  360                      0.0018916857896431026
1.0E-10                  361                      0.0018916859129635992
1.0E-10                  362                      0.0018916860263661285
1.0E-10                  363                      0.001891686129850702
1.0E-10                  364                      0.0018916862234173027
1.0E-10                  365                      0.0018916863070659433
1.0E-10                  366                      0.0018916863807966224
1.0E-10                  367                      0.001891686452840474
1.0E-10                  368                      0.001891686532437643
1.0E-10                  369                      0.001891686605264206
1.0E-10                  370                      0.0018916866713201655
1.0E-10                  371                      0.0018916867306055171
1.0E-10                  372                      0.001891686783120268
1.0E-10                  373                      0.0018916868288644131
1.0E-10                  374                      0.0018916868678379533
1.0E-10                  375                      0.001891686900040889
1.0E-10                  376                      0.0018916869254732205
1.0E-10                  377                      0.0018916869441349472
1.0E-10                  378                      0.0018916869560260674
1.0E-10                  379                      0.0018916869611465873
1.0E-10                  380                      0.0018916869594965005
1.0E-10                  381                      0.001891686951075811
1.0E-10                  382                      0.0018916869407278295
1.0E-10                  383                      0.0018916869263011216
1.0E-10                  384                      0.0018916869059869936
1.0E-10                  385                      0.0018916868797854498
1.0E-10                  386                      0.0018916868476964866
1.0E-10                  387                      0.0018916868097201057
1.0E-10                  388                      0.0018916867658563105
1.0E-10                  389                      0.0018916867161050963
1.0E-10                  390                      0.0018916866604664641
1.0E-10                  391                      0.001891686598940415
1.0E-10                  392                      0.0018916865315269436
1.0E-10                  393                      0.0018916864582260602
1.0E-10                  394                      0.0018916863790377544
1.0E-10                  395                      0.0018916862939620338
1.0E-10                  396                      0.0018916862046322732
1.0E-10                  397                      0.0018916861296879798
1.0E-10                  398                      0.0018916860516301637
1.0E-10                  399                      0.0018916859704588243
1.0E-10                  400                      0.0018916858861739625
1.0E-10                  401                      0.001891685798775576
1.0E-10                  402                      0.0018916857082636649
1.0E-10                  403                      0.001891685614638231
1.0E-10                  404                      0.0018916855178992742
1.0E-10                  405                      0.0018916854180467944
1.0E-10                  406                      0.001891685315080788
1.0E-10                  407                      0.0018916852090012592
1.0E-10                  408                      0.0018916850998082087
1.0E-10                  409                      0.001891684987501632
1.0E-10                  410                      0.0018916848720815316
1.0E-10                  411                      0.0018916847520097793
1.0E-10                  412                      0.001891684626579188
1.0E-10                  413                      0.0018916844975771828
1.0E-10                  414                      0.0018916843650037625
1.0E-10                  415                      0.0018916842288589288
1.0E-10                  416                      0.0018916840891426822
1.0E-10                  417                      0.0018916839458550173
1.0E-10                  418                      0.0018916837989959405
1.0E-10                  419                      0.0018916836485654515
1.0E-10                  420                      0.0018916834945635456
1.0E-10                  421                      0.0018916833369902284
1.0E-10                  422                      0.001891683175845494
1.0E-10                  423                      0.0018916830111293476
1.0E-10                  424                      0.0018916828428417855
1.0E-10                  425                      0.0018916826709828112
1.0E-10                  426                      0.0018916825292958966
1.0E-10                  427                      0.0018916823967804856
1.0E-10                  428                      0.0018916822660813596
1.0E-10                  429                      0.001891682137198512
1.0E-10                  430                      0.0018916820101319517
1.0E-10                  431                      0.001891681884881675
1.0E-10                  432                      0.0018916817614476754
1.0E-10                  433                      0.0018916816398299628
1.0E-10                  434                      0.001891681520028532
1.0E-10                  435                      0.0018916814020433807
1.0E-10                  436                      0.0018916812858745156
1.0E-10                  437                      0.0018916811715219317
1.0E-10                  438                      0.0018916810589856346
1.0E-10                  439                      0.0018916809482656173
1.0E-10                  440                      0.0018916808394563258
1.0E-10                  441                      0.0018916807329465793
1.0E-10                  442                      0.001891680628325388
1.0E-10                  443                      0.0018916805255927481
1.0E-10                  444                      0.001891680424748662
1.0E-10                  445                      0.001891680325793127
1.0E-10                  446                      0.0018916802287261443
1.0E-10                  447                      0.0018916801335477182
1.0E-10                  448                      0.0018916800402578446
1.0E-10                  449                      0.0018916799488565199
1.0E-10                  450                      0.0018916798593437483
1.0E-10                  451                      0.0018916797717195306
1.0E-10                  452                      0.0018916796859838663
1.0E-10                  453                      0.0018916796021367572
1.0E-10                  454                      0.001891679520178197
1.0E-10                  455                      0.0018916794401081889
1.0E-10                  456                      0.0018916793619267356
1.0E-10                  457                      0.0018916792856338383
1.0E-10                  458                      0.0018916792112294895
1.0E-10                  459                      0.001891679138713693
1.0E-10                  460                      0.0018916790680864517
1.0E-10                  461                      0.0018916789993477607
1.0E-10                  462                      0.0018916789324976238
1.0E-10                  463                      0.0018916788675360414
1.0E-10                  464                      0.0018916788044630113
1.0E-10                  465                      0.0018916787432785315
1.0E-10                  466                      0.0018916786839826068
1.0E-10                  467                      0.001891678626575235
1.0E-10                  468                      0.0018916785710564132
1.0E-10                  469                      0.0018916785174261461
1.0E-10                  470                      0.0018916784523566232
1.0E-10                  471                      0.0018916783868874465
1.0E-10                  472                      0.0018916783223333746
1.0E-10                  473                      0.0018916782586944026
1.0E-10                  474                      0.001891678195970537
1.0E-10                  475                      0.0018916781341617717
1.0E-10                  476                      0.0018916780732681126
1.0E-10                  477                      0.0018916780132895578
1.0E-10                  478                      0.0018916779542261053
1.0E-10                  479                      0.0018916778960777563
1.0E-10                  480                      0.0018916778388445104
1.0E-10                  481                      0.0018916777825263712
1.0E-10                  482                      0.001891677727123332
1.0E-10                  483                      0.0018916776726353962
1.0E-10                  484                      0.0018916776190625638
1.0E-10                  485                      0.001891677566404835
1.0E-10                  486                      0.0018916775146622144
1.0E-10                  487                      0.0018916774638346949
1.0E-10                  488                      0.0018916774139222734
1.0E-10                  489                      0.0018916773649249625
1.0E-10                  490                      0.0018916773168427522
1.0E-10                  491                      0.0018916772696756443
1.0E-10                  492                      0.0018916772234236431
1.0E-10                  493                      0.0018916771780867435
1.0E-10                  494                      0.0018916771336649463
1.0E-10                  495                      0.0018916770901582537
1.0E-10                  496                      0.001891677047566664
1.0E-10                  497                      0.0018916770058901792
1.0E-10                  498                      0.0018916769651287986
1.0E-10                  499                      0.0018916769142828227
1.0E-10                  500                      0.0018916768571768082
1.0E-10                  501                      0.0018916767998336185
1.0E-10                  502                      0.0018916767422532466
1.0E-10                  503                      0.001891676684435698
1.0E-10                  504                      0.0018916766263809667
1.0E-10                  505                      0.0018916765680890573
1.0E-10                  506                      0.0018916765095599683
1.0E-10                  507                      0.0018916764507937007
1.0E-10                  508                      0.0018916763917902525
1.0E-10                  509                      0.0018916763325496262
1.0E-10                  510                      0.0018916762730718229
1.0E-10                  511                      0.0018916762133568354
1.0E-10                  512                      0.0018916761534046686
1.0E-10                  513                      0.0018916760932153238
1.0E-10                  514                      0.0018916760327887987
1.0E-10                  515                      0.001891675972125096
1.0E-10                  516                      0.0018916759112242107
1.0E-10                  517                      0.0018916758500861495
1.0E-10                  518                      0.0018916757887109073
1.0E-10                  519                      0.0018916757270984862
1.0E-10                  520                      0.001891675665248883
1.0E-10                  521                      0.0018916756031621042
1.0E-10                  522                      0.0018916755408381453
1.0E-10                  523                      0.0018916754782770035
1.0E-10                  524                      0.001891675415478685
1.0E-10                  525                      0.0018916753524431877
1.0E-10                  526                      0.0018916752891705091
1.0E-10                  527                      0.0018916752256606508
1.0E-10                  528                      0.001891675157221621
1.0E-10                  529                      0.0018916750799461534
1.0E-10                  530                      0.0018916750015762127
1.0E-10                  531                      0.0018916749221118106
1.0E-10                  532                      0.0018916748415529411
1.0E-10                  533                      0.001891674759899601
1.0E-10                  534                      0.0018916746771517983
1.0E-10                  535                      0.0018916745933095268
1.0E-10                  536                      0.0018916745083727914
1.0E-10                  537                      0.0018916744223415852
1.0E-10                  538                      0.0018916743352159126
1.0E-10                  539                      0.0018916742469957727
1.0E-10                  540                      0.0018916741576811668
1.0E-10                  541                      0.0018916740672720947
1.0E-10                  542                      0.0018916739757685555
1.0E-10                  543                      0.0018916738831705497
1.0E-10                  544                      0.001891673789478074
1.0E-10                  545                      0.0018916736946911366
1.0E-10                  546                      0.001891673598809727
1.0E-10                  547                      0.0018916735018338548
1.0E-10                  548                      0.0018916734037635126
1.0E-10                  549                      0.0018916733045987021
1.0E-10                  550                      0.001891673204339429
1.0E-10                  551                      0.0018916731029856872
1.0E-10                  552                      0.0018916730005374782
1.0E-10                  553                      0.001891672896994802
1.0E-10                  554                      0.0018916727923576583
1.0E-10                  555                      0.0018916726866260508
1.0E-10                  556                      0.001891672579799972
1.0E-10                  557                      0.001891672473874762
1.0E-10                  558                      0.001891672385503577
1.0E-10                  559                      0.0018916722973929701
1.0E-10                  560                      0.0018916722095429386
1.0E-10                  561                      0.0018916721219534845
1.0E-10                  562                      0.0018916720346246077
1.0E-10                  563                      0.0018916719475563092
1.0E-10                  564                      0.0018916718607485843
1.0E-10                  565                      0.001891671774201441
1.0E-10                  566                      0.0018916716879148702
1.0E-10                  567                      0.0018916716018888811
1.0E-10                  568                      0.0018916715161234662
1.0E-10                  569                      0.0018916714306186316
1.0E-10                  570                      0.0018916713453743707
1.0E-10                  571                      0.0018916712603906862
1.0E-10                  572                      0.0018916711756675811
1.0E-10                  573                      0.0018916710912050562
1.0E-10                  574                      0.0018916710070031038
1.0E-10                  575                      0.0018916709230617286
1.0E-10                  576                      0.0018916708393809318
1.0E-10                  577                      0.001891670755960713
1.0E-10                  578                      0.0018916706728010712
1.0E-10                  579                      0.001891670589902005
1.0E-10                  580                      0.0018916705072635181
1.0E-10                  581                      0.0018916704248856048
1.0E-10                  582                      0.0018916703427682704
1.0E-10                  583                      0.0018916702609115155
1.0E-10                  584                      0.0018916701793153352
1.0E-10                  585                      0.0018916700979797335
1.0E-10                  586                      0.0018916700169047081
1.0E-10                  587                      0.0018916699470943948
1.0E-10                  588                      0.0018916698805843035
1.0E-10                  589                      0.0018916698152144076
1.0E-10                  590                      0.0018916697509847088
1.0E-10                  591                      0.0018916696878952051
1.0E-10                  592                      0.001891669625945897
1.0E-10                  593                      0.0018916695651367869
1.0E-10                  594                      0.001891669505467871
1.0E-10                  595                      0.0018916694469391546
1.0E-10                  596                      0.0018916693895506293
1.0E-10                  597                      0.0018916693333023051
1.0E-10                  598                      0.0018916692781941746
1.0E-10                  599                      0.0018916692242262423
1.0E-10                  600                      0.001891669171398503
1.0E-10                  601                      0.001891669119710961
1.0E-10                  602                      0.0018916690691636164
1.0E-10                  603                      0.0018916690197564655
1.0E-10                  604                      0.001891668971489514
1.0E-10                  605                      0.001891668924362757
1.0E-10                  606                      0.0018916688783761943
1.0E-10                  607                      0.0018916688335298302
1.0E-10                  608                      0.001891668789823661
1.0E-10                  609                      0.0018916687472576887
1.0E-10                  610                      0.0018916687058319129
1.0E-10                  611                      0.0018916686655463333
1.0E-10                  612                      0.0018916686264009502
1.0E-10                  613                      0.0018916685883957622
1.0E-10                  614                      0.001891668551530768
1.0E-10                  615                      0.0018916685158059721
1.0E-10                  616                      0.0018916684773178831
1.0E-10                  617                      0.0018916684365664063
1.0E-10                  618                      0.001891668396489611
1.0E-10                  619                      0.0018916683570874926
1.0E-10                  620                      0.001891668318360056
1.0E-10                  621                      0.0018916682803072993
1.0E-10                  622                      0.0018916682429292204
1.0E-10                  623                      0.0018916682062258248
1.0E-10                  624                      0.0018916681701971062
1.0E-10                  625                      0.0018916681348430686
1.0E-10                  626                      0.0018916681001637107
1.0E-10                  627                      0.0018916680661590322
1.0E-10                  628                      0.0018916680328290318
1.0E-10                  629                      0.001891668000173713
1.0E-10                  630                      0.0018916679681930744
1.0E-10                  631                      0.001891667936887117
1.0E-10                  632                      0.001891667906255837
1.0E-10                  633                      0.0018916678762992377
1.0E-10                  634                      0.001891667847017318
1.0E-10                  635                      0.0018916678184100757
1.0E-10                  636                      0.0018916677904775162
1.0E-10                  637                      0.001891667763219637
1.0E-10                  638                      0.0018916677366364336
1.0E-10                  639                      0.0018916677107279148
1.0E-10                  640                      0.0018916676854940741
1.0E-10                  641                      0.0018916676609349137
1.0E-10                  642                      0.0018916676370504325
1.0E-10                  643                      0.0018916676138406297
1.0E-10                  644                      0.0018916675913055092
1.0E-10                  645                      0.0018916675692466165
1.0E-10                  646                      0.0018916675473542527
1.0E-10                  647                      0.0018916675260907657
1.0E-10                  648                      0.0018916675054561605
1.0E-10                  649                      0.0018916674854504328
1.0E-10                  650                      0.001891667466073583
