% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:37
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-12                  200                      2.0934621486512397E-4
1.0E-12                  201                      2.101301337346323E-4
1.0E-12                  202                      2.1091392662322337E-4
1.0E-12                  203                      2.1169759353089685E-4
1.0E-12                  204                      2.1248113445765328E-4
1.0E-12                  205                      2.1326454940349214E-4
1.0E-12                  206                      2.1404783836841384E-4
1.0E-12                  207                      2.1483100135241825E-4
1.0E-12                  208                      2.156140383555054E-4
1.0E-12                  209                      2.163973595634902E-4
1.0E-12                  210                      2.171807127082589E-4
1.0E-12                  211                      2.1796401419319297E-4
1.0E-12                  212                      2.187472640182929E-4
1.0E-12                  213                      2.195304621835581E-4
1.0E-12                  214                      2.2031360868898862E-4
1.0E-12                  215                      2.2109670353458492E-4
1.0E-12                  216                      2.218797467203464E-4
1.0E-12                  217                      2.226627382462735E-4
1.0E-12                  218                      2.2344567811236602E-4
1.0E-12                  219                      2.242285663186241E-4
1.0E-12                  220                      2.2501140286504748E-4
1.0E-12                  221                      2.2579397608132952E-4
1.0E-12                  222                      2.2657535764434536E-4
1.0E-12                  223                      2.2735649432126188E-4
1.0E-12                  224                      2.281373861120779E-4
1.0E-12                  225                      2.2891803301679456E-4
1.0E-12                  226                      2.2969843503541104E-4
1.0E-12                  227                      2.3047859216792765E-4
1.0E-12                  228                      2.3125850441434441E-4
1.0E-12                  229                      2.3203817177466123E-4
1.0E-12                  230                      2.3281759424887837E-4
1.0E-12                  231                      2.3359677183699512E-4
1.0E-12                  232                      2.3437570453901252E-4
1.0E-12                  233                      2.351543923549297E-4
1.0E-12                  234                      2.359360979019395E-4
1.0E-12                  235                      2.3672126542694948E-4
1.0E-12                  236                      2.3750713673754091E-4
1.0E-12                  237                      2.3829371183371387E-4
1.0E-12                  238                      2.3908099071546861E-4
1.0E-12                  239                      2.3986897338280455E-4
1.0E-12                  240                      2.4065765983572235E-4
1.0E-12                  241                      2.4144705007422124E-4
1.0E-12                  242                      2.4223714409830202E-4
1.0E-12                  243                      2.430279419079641E-4
1.0E-12                  244                      2.4381944350320816E-4
1.0E-12                  245                      2.446116488840334E-4
1.0E-12                  246                      2.454045580504402E-4
1.0E-12                  247                      2.4619817100242873E-4
1.0E-12                  248                      2.469924877399985E-4
1.0E-12                  249                      2.477875082631497E-4
1.0E-12                  250                      2.4858323257188257E-4
1.0E-12                  251                      2.49379660666197E-4
1.0E-12                  252                      2.5017679254609327E-4
1.0E-12                  253                      2.5097462821157087E-4
1.0E-12                  254                      2.517731676626298E-4
1.0E-12                  255                      2.525724108992704E-4
1.0E-12                  256                      2.5337235792149244E-4
1.0E-12                  257                      2.541730087292961E-4
1.0E-12                  258                      2.549743633226812E-4
1.0E-12                  259                      2.557738837417944E-4
1.0E-12                  260                      2.565648191425997E-4
1.0E-12                  261                      2.5735557398999097E-4
1.0E-12                  262                      2.581461482839686E-4
1.0E-12                  263                      2.5893654202453233E-4
1.0E-12                  264                      2.597267552116822E-4
1.0E-12                  265                      2.605167878454184E-4
1.0E-12                  266                      2.613066399257402E-4
1.0E-12                  267                      2.620963114526486E-4
1.0E-12                  268                      2.6288580242614287E-4
1.0E-12                  269                      2.636751128462238E-4
1.0E-12                  270                      2.6446424271289043E-4
1.0E-12                  271                      2.6525319202614305E-4
1.0E-12                  272                      2.66041960785982E-4
1.0E-12                  273                      2.668305489924072E-4
1.0E-12                  274                      2.676189566454185E-4
1.0E-12                  275                      2.684071837450164E-4
1.0E-12                  276                      2.6919523029119937E-4
1.0E-12                  277                      2.6998309628396947E-4
1.0E-12                  278                      2.7077078172332494E-4
1.0E-12                  279                      2.715582866092671E-4
1.0E-12                  280                      2.7234561094179526E-4
1.0E-12                  281                      2.731327547209096E-4
1.0E-12                  282                      2.739197179466098E-4
1.0E-12                  283                      2.747065006188965E-4
1.0E-12                  284                      2.754931027377694E-4
1.0E-12                  285                      2.7627730206209995E-4
1.0E-12                  286                      2.770609711723101E-4
1.0E-12                  287                      2.778442770166213E-4
1.0E-12                  288                      2.7862721959503393E-4
1.0E-12                  289                      2.7940979890754856E-4
1.0E-12                  290                      2.8019201495416406E-4
1.0E-12                  291                      2.809738677348824E-4
1.0E-12                  292                      2.817553572497018E-4
1.0E-12                  293                      2.8253648349862244E-4
1.0E-12                  294                      2.833172464816453E-4
1.0E-12                  295                      2.8409764619876944E-4
1.0E-12                  296                      2.848776826499949E-4
1.0E-12                  297                      2.856573558353225E-4
1.0E-12                  298                      2.864366657547515E-4
1.0E-12                  299                      2.8721561240828213E-4
1.0E-12                  300                      2.879941957959144E-4
1.0E-12                  301                      2.8877241591764805E-4
1.0E-12                  302                      2.895502727734836E-4
1.0E-12                  303                      2.903277663634206E-4
1.0E-12                  304                      2.9110489668745935E-4
1.0E-12                  305                      2.918816637455997E-4
1.0E-12                  306                      2.9265806753784153E-4
1.0E-12                  307                      2.934341080641852E-4
1.0E-12                  308                      2.942097853246303E-4
1.0E-12                  309                      2.949850993191772E-4
1.0E-12                  310                      2.9575996833126753E-4
1.0E-12                  311                      2.96534417976549E-4
1.0E-12                  312                      2.97308494353855E-4
1.0E-12                  313                      2.980821974631844E-4
1.0E-12                  314                      2.9885552730453846E-4
1.0E-12                  315                      2.996284838779163E-4
1.0E-12                  316                      3.004010671833181E-4
1.0E-12                  317                      3.011732772207443E-4
1.0E-12                  318                      3.019451139901943E-4
1.0E-12                  319                      3.0271657749166855E-4
1.0E-12                  320                      3.0348766772516646E-4
1.0E-12                  321                      3.0425838469068866E-4
1.0E-12                  322                      3.050287283882351E-4
1.0E-12                  323                      3.0579869881780476E-4
1.0E-12                  324                      3.065682959793991E-4
1.0E-12                  325                      3.073375198730179E-4
1.0E-12                  326                      3.0810637049866034E-4
1.0E-12                  327                      3.088748478563269E-4
1.0E-12                  328                      3.096429519460175E-4
1.0E-12                  329                      3.104106827677319E-4
1.0E-12                  330                      3.111780403214709E-4
1.0E-12                  331                      3.1194502460723367E-4
1.0E-12                  332                      3.127116356250205E-4
1.0E-12                  333                      3.134778733748314E-4
1.0E-12                  334                      3.142437378566659E-4
1.0E-12                  335                      3.1500960205294113E-4
1.0E-12                  336                      3.157758987577439E-4
1.0E-12                  337                      3.16541909629576E-4
1.0E-12                  338                      3.173076346684385E-4
1.0E-12                  339                      3.180730738743297E-4
1.0E-12                  340                      3.1883822724725096E-4
1.0E-12                  341                      3.196030947872012E-4
1.0E-12                  342                      3.203676764941814E-4
1.0E-12                  343                      3.2113197236819096E-4
1.0E-12                  344                      3.2189598240923046E-4
1.0E-12                  345                      3.2265970661729895E-4
1.0E-12                  346                      3.2342314499239725E-4
1.0E-12                  347                      3.2418629753452514E-4
1.0E-12                  348                      3.2494916424368305E-4
1.0E-12                  349                      3.2571174511986984E-4
1.0E-12                  350                      3.264740401630865E-4
1.0E-12                  351                      3.272360493733324E-4
1.0E-12                  352                      3.2799777275060836E-4
1.0E-12                  353                      3.287592102949137E-4
1.0E-12                  354                      3.295203620062486E-4
1.0E-12                  355                      3.302812278846133E-4
1.0E-12                  356                      3.31041807930007E-4
1.0E-12                  357                      3.318021021424309E-4
1.0E-12                  358                      3.325621105218836E-4
1.0E-12                  359                      3.333218330683665E-4
1.0E-12                  360                      3.3408117717237016E-4
1.0E-12                  361                      3.3483761537328157E-4
1.0E-12                  362                      3.3559356198898597E-4
1.0E-12                  363                      3.36349017019484E-4
1.0E-12                  364                      3.371039804647753E-4
1.0E-12                  365                      3.378584523248604E-4
1.0E-12                  366                      3.3861243259973865E-4
1.0E-12                  367                      3.3936592128941054E-4
1.0E-12                  368                      3.401189183938756E-4
1.0E-12                  369                      3.408714239131335E-4
1.0E-12                  370                      3.416234378471856E-4
1.0E-12                  371                      3.42374960196031E-4
1.0E-12                  372                      3.4312599095966936E-4
1.0E-12                  373                      3.438765301381016E-4
1.0E-12                  374                      3.44626577731327E-4
1.0E-12                  375                      3.4537613373934587E-4
1.0E-12                  376                      3.4612519816215793E-4
1.0E-12                  377                      3.4687377099976385E-4
1.0E-12                  378                      3.476218522521626E-4
1.0E-12                  379                      3.483694419193552E-4
1.0E-12                  380                      3.4911654000134107E-4
1.0E-12                  381                      3.4986314649812E-4
1.0E-12                  382                      3.506092614096925E-4
1.0E-12                  383                      3.513548847360587E-4
1.0E-12                  384                      3.5210001647721797E-4
1.0E-12                  385                      3.528446566331714E-4
1.0E-12                  386                      3.5358980255007476E-4
1.0E-12                  387                      3.543349007955816E-4
1.0E-12                  388                      3.550796112417222E-4
1.0E-12                  389                      3.5582393388849633E-4
1.0E-12                  390                      3.565678687359033E-4
1.0E-12                  391                      3.573114157839441E-4
1.0E-12                  392                      3.5805457503261735E-4
1.0E-12                  393                      3.587973464819253E-4
1.0E-12                  394                      3.5953973013186564E-4
1.0E-12                  395                      3.602817259824395E-4
1.0E-12                  396                      3.61023334033647E-4
1.0E-12                  397                      3.6176455428548767E-4
1.0E-12                  398                      3.6250538673796186E-4
1.0E-12                  399                      3.6324583139106905E-4
1.0E-12                  400                      3.639858882448099E-4
1.0E-12                  401                      3.647255572991842E-4
1.0E-12                  402                      3.654648385541915E-4
1.0E-12                  403                      3.662037320098325E-4
1.0E-12                  404                      3.669422376661064E-4
1.0E-12                  405                      3.6768035552301435E-4
1.0E-12                  406                      3.6841808558055525E-4
1.0E-12                  407                      3.6915542783873E-4
1.0E-12                  408                      3.698923822975373E-4
1.0E-12                  409                      3.706289489569781E-4
1.0E-12                  410                      3.71365127817053E-4
1.0E-12                  411                      3.721055554657711E-4
1.0E-12                  412                      3.72852064742414E-4
1.0E-12                  413                      3.735990034678936E-4
1.0E-12                  414                      3.743463716422091E-4
1.0E-12                  415                      3.750941692653606E-4
1.0E-12                  416                      3.7584239633734905E-4
1.0E-12                  417                      3.7659105285817293E-4
1.0E-12                  418                      3.773401388278334E-4
1.0E-12                  419                      3.7808965424632977E-4
1.0E-12                  420                      3.788395991136627E-4
1.0E-12                  421                      3.795899734298319E-4
1.0E-12                  422                      3.803407771948378E-4
1.0E-12                  423                      3.810920104086792E-4
1.0E-12                  424                      3.818436730713569E-4
1.0E-12                  425                      3.825957651828709E-4
1.0E-12                  426                      3.8334828674322085E-4
1.0E-12                  427                      3.841012377524072E-4
1.0E-12                  428                      3.848546182104299E-4
1.0E-12                  429                      3.856084281172882E-4
1.0E-12                  430                      3.8636266747298456E-4
1.0E-12                  431                      3.8711733627751584E-4
1.0E-12                  432                      3.8787243453088316E-4
1.0E-12                  433                      3.886279622330878E-4
1.0E-12                  434                      3.8938391938412686E-4
1.0E-12                  435                      3.901403059840031E-4
1.0E-12                  436                      3.9089712203271604E-4
1.0E-12                  437                      3.916543675302648E-4
1.0E-12                  438                      3.9241204247664966E-4
1.0E-12                  439                      3.931701468718707E-4
1.0E-12                  440                      3.939286807159285E-4
1.0E-12                  441                      3.946876440088221E-4
1.0E-12                  442                      3.9544703675055176E-4
1.0E-12                  443                      3.96206858941118E-4
1.0E-12                  444                      3.969671105805203E-4
1.0E-12                  445                      3.977277916687592E-4
1.0E-12                  446                      3.984889022058334E-4
1.0E-12                  447                      3.992504421917438E-4
1.0E-12                  448                      4.000124116264921E-4
1.0E-12                  449                      4.0077481051007535E-4
1.0E-12                  450                      4.0153763884249517E-4
1.0E-12                  451                      4.023008966237506E-4
1.0E-12                  452                      4.0306458385384295E-4
1.0E-12                  453                      4.038287005327716E-4
1.0E-12                  454                      4.045932466605355E-4
1.0E-12                  455                      4.0535822223713693E-4
1.0E-12                  456                      4.0612362726257417E-4
1.0E-12                  457                      4.0688946173684734E-4
1.0E-12                  458                      4.076557256599565E-4
1.0E-12                  459                      4.0842241903190225E-4
1.0E-12                  460                      4.091895418526837E-4
1.0E-12                  461                      4.099570941223027E-4
1.0E-12                  462                      4.107065098248764E-4
1.0E-12                  463                      4.114521924704228E-4
1.0E-12                  464                      4.12197451504657E-4
1.0E-12                  465                      4.129422869275773E-4
1.0E-12                  466                      4.136866987391849E-4
1.0E-12                  467                      4.1443068693947907E-4
1.0E-12                  468                      4.151742515284596E-4
1.0E-12                  469                      4.159173925061271E-4
1.0E-12                  470                      4.1666010987248146E-4
1.0E-12                  471                      4.1740240362752353E-4
1.0E-12                  472                      4.181442737712519E-4
1.0E-12                  473                      4.188857203036672E-4
1.0E-12                  474                      4.196267432247687E-4
1.0E-12                  475                      4.203673425345583E-4
1.0E-12                  476                      4.2110751823303336E-4
1.0E-12                  477                      4.218472703201962E-4
1.0E-12                  478                      4.2258659879604484E-4
1.0E-12                  479                      4.2332550366058124E-4
1.0E-12                  480                      4.240639849138044E-4
1.0E-12                  481                      4.2480204255571395E-4
1.0E-12                  482                      4.2553967658631004E-4
1.0E-12                  483                      4.262768870055939E-4
1.0E-12                  484                      4.270136738135637E-4
1.0E-12                  485                      4.2775003701022113E-4
1.0E-12                  486                      4.2848597659556493E-4
1.0E-12                  487                      4.292214925695955E-4
1.0E-12                  488                      4.299565849323129E-4
1.0E-12                  489                      4.306912536837168E-4
1.0E-12                  490                      4.314254988238083E-4
1.0E-12                  491                      4.32159320352586E-4
1.0E-12                  492                      4.3289271827005085E-4
1.0E-12                  493                      4.3362569257620297E-4
1.0E-12                  494                      4.343582432710413E-4
1.0E-12                  495                      4.350903703545669E-4
1.0E-12                  496                      4.358220738267781E-4
1.0E-12                  497                      4.365533536876783E-4
1.0E-12                  498                      4.372842099372633E-4
1.0E-12                  499                      4.3801464257553545E-4
1.0E-12                  500                      4.387446516024951E-4
1.0E-12                  501                      4.394742370181418E-4
1.0E-12                  502                      4.402033988224741E-4
1.0E-12                  503                      4.4093213701549476E-4
1.0E-12                  504                      4.416604515972011E-4
1.0E-12                  505                      4.4238668222023084E-4
1.0E-12                  506                      4.431096077178303E-4
1.0E-12                  507                      4.43831908739995E-4
1.0E-12                  508                      4.4455358528672326E-4
1.0E-12                  509                      4.4527463735801636E-4
1.0E-12                  510                      4.4599506495387325E-4
1.0E-12                  511                      4.4671486807429535E-4
1.0E-12                  512                      4.474340467192808E-4
1.0E-12                  513                      4.4815260088883153E-4
1.0E-12                  514                      4.488705305829455E-4
1.0E-12                  515                      4.495878358016248E-4
1.0E-12                  516                      4.5030451654486727E-4
1.0E-12                  517                      4.510205728126753E-4
1.0E-12                  518                      4.5173600460504703E-4
1.0E-12                  519                      4.524508119219834E-4
1.0E-12                  520                      4.531649947634841E-4
1.0E-12                  521                      4.538785531295488E-4
1.0E-12                  522                      4.545914870201785E-4
1.0E-12                  523                      4.553037964353709E-4
1.0E-12                  524                      4.5601548137512915E-4
1.0E-12                  525                      4.5672654183945163E-4
1.0E-12                  526                      4.5743697782833764E-4
1.0E-12                  527                      4.581467893417886E-4
1.0E-12                  528                      4.588559763798034E-4
1.0E-12                  529                      4.595645389423829E-4
1.0E-12                  530                      4.6027247702952657E-4
1.0E-12                  531                      4.60979790641235E-4
1.0E-12                  532                      4.6168647977750754E-4
1.0E-12                  533                      4.6239254443834396E-4
1.0E-12                  534                      4.630979846237445E-4
1.0E-12                  535                      4.638028003337099E-4
1.0E-12                  536                      4.645069915682396E-4
1.0E-12                  537                      4.652105583273339E-4
1.0E-12                  538                      4.659135006109921E-4
1.0E-12                  539                      4.666158184192156E-4
1.0E-12                  540                      4.6731751175200197E-4
1.0E-12                  541                      4.680185806093535E-4
1.0E-12                  542                      4.6871902499126875E-4
1.0E-12                  543                      4.6941884489774886E-4
1.0E-12                  544                      4.7011804032879385E-4
1.0E-12                  545                      4.7081661128440177E-4
1.0E-12                  546                      4.7151455776457457E-4
1.0E-12                  547                      4.72211879769313E-4
1.0E-12                  548                      4.7290857729861437E-4
1.0E-12                  549                      4.7361018836051367E-4
1.0E-12                  550                      4.7431199887308846E-4
1.0E-12                  551                      4.750134598130773E-4
1.0E-12                  552                      4.757145711804823E-4
1.0E-12                  553                      4.764153329753022E-4
1.0E-12                  554                      4.7711574519753797E-4
1.0E-12                  555                      4.7781580784718827E-4
1.0E-12                  556                      4.7851552092425365E-4
1.0E-12                  557                      4.7921488442873527E-4
1.0E-12                  558                      4.7991389836063187E-4
1.0E-12                  559                      4.806125627199435E-4
1.0E-12                  560                      4.813108775066703E-4
1.0E-12                  561                      4.8200884272081297E-4
1.0E-12                  562                      4.827064583623695E-4
1.0E-12                  563                      4.834037244313425E-4
1.0E-12                  564                      4.841006409277309E-4
1.0E-12                  565                      4.8479720785153365E-4
1.0E-12                  566                      4.854934252027525E-4
1.0E-12                  567                      4.861892929813856E-4
1.0E-12                  568                      4.868848111874347E-4
1.0E-12                  569                      4.875799798208996E-4
1.0E-12                  570                      4.882747988817789E-4
1.0E-12                  571                      4.889692683700737E-4
1.0E-12                  572                      4.896633882857839E-4
1.0E-12                  573                      4.903571586289098E-4
1.0E-12                  574                      4.9105057939945E-4
1.0E-12                  575                      4.917436505974057E-4
1.0E-12                  576                      4.924363722227773E-4
1.0E-12                  577                      4.931287442755644E-4
1.0E-12                  578                      4.938207667557651E-4
1.0E-12                  579                      4.945124396633823E-4
1.0E-12                  580                      4.952037629984146E-4
1.0E-12                  581                      4.958947367608622E-4
1.0E-12                  582                      4.965853609507252E-4
1.0E-12                  583                      4.97275635568003E-4
1.0E-12                  584                      4.97965560612696E-4
1.0E-12                  585                      4.986551360848055E-4
1.0E-12                  586                      4.993443619843287E-4
1.0E-12                  587                      5.000332383112687E-4
1.0E-12                  588                      5.00721765065623E-4
1.0E-12                  589                      5.014099422473927E-4
1.0E-12                  590                      5.020977698565772E-4
1.0E-12                  591                      5.027852478931774E-4
1.0E-12                  592                      5.034727515044968E-4
1.0E-12                  593                      5.041604133767771E-4
1.0E-12                  594                      5.048477646200235E-4
1.0E-12                  595                      5.055348052342382E-4
1.0E-12                  596                      5.062215352194205E-4
1.0E-12                  597                      5.069079545755699E-4
1.0E-12                  598                      5.075940633026859E-4
1.0E-12                  599                      5.082798614007696E-4
1.0E-12                  600                      5.089653488698205E-4
1.0E-12                  601                      5.096505257098389E-4
1.0E-12                  602                      5.103353919208254E-4
1.0E-12                  603                      5.110199475027782E-4
1.0E-12                  604                      5.117041924556991E-4
1.0E-12                  605                      5.123881267795861E-4
1.0E-12                  606                      5.130717504744416E-4
1.0E-12                  607                      5.137550635402636E-4
1.0E-12                  608                      5.144380659770533E-4
1.0E-12                  609                      5.151207577848106E-4
