% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:37
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-12                  610                      5.158031389635351E-4
1.0E-12                  611                      5.164852095132268E-4
1.0E-12                  612                      5.171669694338857E-4
1.0E-12                  613                      5.178484187255122E-4
1.0E-12                  614                      5.18529557388105E-4
1.0E-12                  615                      5.192103854216664E-4
1.0E-12                  616                      5.19890902826195E-4
1.0E-12                  617                      5.205711096016906E-4
1.0E-12                  618                      5.212510057481536E-4
1.0E-12                  619                      5.219305912655837E-4
1.0E-12                  620                      5.226098661539811E-4
1.0E-12                  621                      5.23288830413346E-4
1.0E-12                  622                      5.239674840436785E-4
1.0E-12                  623                      5.246458270449783E-4
1.0E-12                  624                      5.25323859417245E-4
1.0E-12                  625                      5.260015811604786E-4
1.0E-12                  626                      5.2667899227468E-4
1.0E-12                  627                      5.273560927598496E-4
1.0E-12                  628                      5.280328826159853E-4
1.0E-12                  629                      5.287093618430896E-4
1.0E-12                  630                      5.293855304411601E-4
1.0E-12                  631                      5.300613884101985E-4
1.0E-12                  632                      5.307369357502041E-4
1.0E-12                  633                      5.314121724611758E-4
1.0E-12                  634                      5.320870985431169E-4
1.0E-12                  635                      5.327617139960234E-4
1.0E-12                  636                      5.334355690449447E-4
1.0E-12                  637                      5.341090788309765E-4
1.0E-12                  638                      5.34782257112085E-4
1.0E-12                  639                      5.354551038882685E-4
1.0E-12                  640                      5.361276191595292E-4
1.0E-12                  641                      5.367998029258655E-4
1.0E-12                  642                      5.374716551872772E-4
1.0E-12                  643                      5.381431759437665E-4
1.0E-12                  644                      5.388143651953296E-4
1.0E-12                  645                      5.394852229419711E-4
1.0E-12                  646                      5.401557491836869E-4
1.0E-12                  647                      5.4082594392048E-4
1.0E-12                  648                      5.414958071523482E-4
1.0E-12                  649                      5.421653388792931E-4
1.0E-12                  650                      5.428345391013135E-4
1.0E-12                  651                      5.435034078184105E-4
1.0E-12                  652                      5.441719450305831E-4
1.0E-12                  653                      5.448401507378319E-4
1.0E-12                  654                      5.455080249401575E-4
1.0E-12                  655                      5.46175567637558E-4
1.0E-12                  656                      5.468427788300356E-4
1.0E-12                  657                      5.475096585175882E-4
1.0E-12                  658                      5.481762067002169E-4
1.0E-12                  659                      5.488424233779221E-4
1.0E-12                  660                      5.495083085507036E-4
1.0E-12                  661                      5.501738622185608E-4
1.0E-12                  662                      5.50839084381494E-4
1.0E-12                  663                      5.515039750395032E-4
1.0E-12                  664                      5.521685341925892E-4
1.0E-12                  665                      5.528327618407499E-4
1.0E-12                  666                      5.534966579839879E-4
1.0E-12                  667                      5.541602226223012E-4
1.0E-12                  668                      5.548234557556909E-4
1.0E-12                  669                      5.554863573841575E-4
1.0E-12                  670                      5.561489275076986E-4
1.0E-12                  671                      5.56811166126317E-4
1.0E-12                  672                      5.574730732400099E-4
1.0E-12                  673                      5.581346488487797E-4
1.0E-12                  674                      5.587958929526261E-4
1.0E-12                  675                      5.594568055515478E-4
1.0E-12                  676                      5.601173866455466E-4
1.0E-12                  677                      5.607776362346198E-4
1.0E-12                  678                      5.614375543187698E-4
1.0E-12                  679                      5.620975538907128E-4
1.0E-12                  680                      5.6275766223918E-4
1.0E-12                  681                      5.634174766138738E-4
1.0E-12                  682                      5.640769970147943E-4
1.0E-12                  683                      5.647362234419415E-4
1.0E-12                  684                      5.653951558953164E-4
1.0E-12                  685                      5.660537943749173E-4
1.0E-12                  686                      5.667121388807458E-4
1.0E-12                  687                      5.673701894128022E-4
1.0E-12                  688                      5.680279459710848E-4
1.0E-12                  689                      5.686854085555942E-4
1.0E-12                  690                      5.693425771663306E-4
1.0E-12                  691                      5.699994518032951E-4
1.0E-12                  692                      5.706560324664853E-4
1.0E-12                  693                      5.713123191559031E-4
1.0E-12                  694                      5.719683118715475E-4
1.0E-12                  695                      5.726240106134194E-4
1.0E-12                  696                      5.732794153815186E-4
1.0E-12                  697                      5.739345261758437E-4
1.0E-12                  698                      5.745893429963969E-4
1.0E-12                  699                      5.752438658431767E-4
1.0E-12                  700                      5.758980947161836E-4
1.0E-12                  701                      5.765520296154168E-4
1.0E-12                  702                      5.77205670540878E-4
1.0E-12                  703                      5.778590174925656E-4
1.0E-12                  704                      5.785120704704812E-4
1.0E-12                  705                      5.791648294746225E-4
1.0E-12                  706                      5.798172945049914E-4
1.0E-12                  707                      5.804694655615879E-4
1.0E-12                  708                      5.811213426444102E-4
1.0E-12                  709                      5.817729257534598E-4
1.0E-12                  710                      5.824242148887377E-4
1.0E-12                  711                      5.830752100502413E-4
1.0E-12                  712                      5.837259112379726E-4
1.0E-12                  713                      5.843763184519297E-4
1.0E-12                  714                      5.850264316921144E-4
1.0E-12                  715                      5.856762509585263E-4
1.0E-12                  716                      5.86325776251166E-4
1.0E-12                  717                      5.869750075700317E-4
1.0E-12                  718                      5.876239449151247E-4
1.0E-12                  719                      5.882725882864442E-4
1.0E-12                  720                      5.88920937683992E-4
1.0E-12                  721                      5.89568993107766E-4
1.0E-12                  722                      5.902168078640699E-4
1.0E-12                  723                      5.908660134093865E-4
1.0E-12                  724                      5.915150030403948E-4
1.0E-12                  725                      5.921637767570966E-4
1.0E-12                  726                      5.928123345594907E-4
1.0E-12                  727                      5.934606764475764E-4
1.0E-12                  728                      5.941088024213556E-4
1.0E-12                  729                      5.947567124808275E-4
1.0E-12                  730                      5.95404406625991E-4
1.0E-12                  731                      5.960518848568469E-4
1.0E-12                  732                      5.966991471733965E-4
1.0E-12                  733                      5.973461935756363E-4
1.0E-12                  734                      5.979930240635703E-4
1.0E-12                  735                      5.986396386371966E-4
1.0E-12                  736                      5.99286037296515E-4
1.0E-12                  737                      5.999322200415258E-4
1.0E-12                  738                      6.005781868722298E-4
1.0E-12                  739                      6.012239377886252E-4
1.0E-12                  740                      6.018694727907127E-4
1.0E-12                  741                      6.025147918784938E-4
1.0E-12                  742                      6.031598950519669E-4
1.0E-12                  743                      6.038047823111322E-4
1.0E-12                  744                      6.044494536559906E-4
1.0E-12                  745                      6.050939090865412E-4
1.0E-12                  746                      6.057381486027838E-4
1.0E-12                  747                      6.063821722047187E-4
1.0E-12                  748                      6.07025979892347E-4
1.0E-12                  749                      6.076695716656673E-4
1.0E-12                  750                      6.083129475246796E-4
1.0E-12                  751                      6.089561074693848E-4
1.0E-12                  752                      6.095990514997823E-4
1.0E-12                  753                      6.102417796158728E-4
1.0E-12                  754                      6.108842918176552E-4
1.0E-12                  755                      6.115265881051305E-4
1.0E-12                  756                      6.121686684782976E-4
1.0E-12                  757                      6.128105329371576E-4
1.0E-12                  758                      6.134521814817103E-4
1.0E-12                  759                      6.140936141119544E-4
1.0E-12                  760                      6.147348308278925E-4
1.0E-12                  761                      6.153758316295222E-4
1.0E-12                  762                      6.160166165168451E-4
1.0E-12                  763                      6.166571854898584E-4
1.0E-12                  764                      6.172975385485657E-4
1.0E-12                  765                      6.179376756929654E-4
1.0E-12                  766                      6.185775173736428E-4
1.0E-12                  767                      6.192170761898689E-4
1.0E-12                  768                      6.198564126654744E-4
1.0E-12                  769                      6.204955268004612E-4
1.0E-12                  770                      6.211344185948274E-4
1.0E-12                  771                      6.217730880485752E-4
1.0E-12                  772                      6.224115351617021E-4
1.0E-12                  773                      6.230497599342096E-4
1.0E-12                  774                      6.236877623660976E-4
1.0E-12                  775                      6.243255424573661E-4
1.0E-12                  776                      6.249631002080146E-4
1.0E-12                  777                      6.256004356180434E-4
1.0E-12                  778                      6.262375486874528E-4
1.0E-12                  779                      6.268744394162425E-4
1.0E-12                  780                      6.275111078044126E-4
1.0E-12                  781                      6.281475538519628E-4
1.0E-12                  782                      6.287837775588929E-4
1.0E-12                  783                      6.294197789252039E-4
1.0E-12                  784                      6.300555579508951E-4
1.0E-12                  785                      6.306911146359664E-4
1.0E-12                  786                      6.313264489804179E-4
1.0E-12                  787                      6.3196156098425E-4
1.0E-12                  788                      6.325964506474625E-4
1.0E-12                  789                      6.33231117970055E-4
1.0E-12                  790                      6.338655629520289E-4
1.0E-12                  791                      6.344997855933818E-4
1.0E-12                  792                      6.351337858941154E-4
1.0E-12                  793                      6.357675638542291E-4
1.0E-12                  794                      6.364011194737239E-4
1.0E-12                  795                      6.370344527525982E-4
1.0E-12                  796                      6.376675636908531E-4
1.0E-12                  797                      6.383004522884884E-4
1.0E-12                  798                      6.389331185455038E-4
1.0E-12                  799                      6.395655624618999E-4
1.0E-12                  800                      6.401977840376763E-4
1.0E-12                  801                      6.408297832728336E-4
1.0E-12                  802                      6.414615601673696E-4
1.0E-12                  803                      6.420931147212864E-4
1.0E-12                  804                      6.427244469345836E-4
1.0E-12                  805                      6.433555568072628E-4
1.0E-12                  806                      6.439864443393195E-4
1.0E-12                  807                      6.446171095307576E-4
1.0E-12                  808                      6.452475523815764E-4
1.0E-12                  809                      6.458776937713459E-4
1.0E-12                  810                      6.4650682112016E-4
1.0E-12                  811                      6.471356871265481E-4
1.0E-12                  812                      6.477642917905077E-4
1.0E-12                  813                      6.483926351120388E-4
1.0E-12                  814                      6.490207170911427E-4
1.0E-12                  815                      6.496485377278177E-4
1.0E-12                  816                      6.502760970220638E-4
1.0E-12                  817                      6.509033949738842E-4
1.0E-12                  818                      6.51530431583274E-4
1.0E-12                  819                      6.521572068502365E-4
1.0E-12                  820                      6.527837207747718E-4
1.0E-12                  821                      6.534099733568775E-4
1.0E-12                  822                      6.540359645965568E-4
1.0E-12                  823                      6.546616944938068E-4
1.0E-12                  824                      6.552871630486298E-4
1.0E-12                  825                      6.55912370261023E-4
1.0E-12                  826                      6.565373161309892E-4
1.0E-12                  827                      6.571620006585265E-4
1.0E-12                  828                      6.577864238436371E-4
1.0E-12                  829                      6.584105856863177E-4
1.0E-12                  830                      6.590344861865708E-4
1.0E-12                  831                      6.596581253443966E-4
1.0E-12                  832                      6.602815031597936E-4
1.0E-12                  833                      6.60904619632763E-4
1.0E-12                  834                      6.615274747633052E-4
1.0E-12                  835                      6.621500685514178E-4
1.0E-12                  836                      6.627724009971017E-4
1.0E-12                  837                      6.633944721003584E-4
1.0E-12                  838                      6.640162818611869E-4
1.0E-12                  839                      6.646378302795886E-4
1.0E-12                  840                      6.652591173555594E-4
1.0E-12                  841                      6.658801430891052E-4
1.0E-12                  842                      6.665009074802207E-4
1.0E-12                  843                      6.671214105289086E-4
1.0E-12                  844                      6.677416522351695E-4
1.0E-12                  845                      6.683616325990011E-4
1.0E-12                  846                      6.689813516204044E-4
1.0E-12                  847                      6.696008092993806E-4
1.0E-12                  848                      6.702200056359278E-4
1.0E-12                  849                      6.708389406300476E-4
1.0E-12                  850                      6.714576142817383E-4
1.0E-12                  851                      6.72076026591001E-4
1.0E-12                  852                      6.726941775578368E-4
1.0E-12                  853                      6.733170758655038E-4
1.0E-12                  854                      6.739430264203035E-4
1.0E-12                  855                      6.745690797093421E-4
1.0E-12                  856                      6.751952357326197E-4
1.0E-12                  857                      6.758214944901368E-4
1.0E-12                  858                      6.764478559818916E-4
1.0E-12                  859                      6.770743202078866E-4
1.0E-12                  860                      6.777008871681195E-4
1.0E-12                  861                      6.783275568625921E-4
1.0E-12                  862                      6.789543292913042E-4
1.0E-12                  863                      6.795812044542529E-4
1.0E-12                  864                      6.802081823514437E-4
1.0E-12                  865                      6.808352629828712E-4
1.0E-12                  866                      6.814624463485386E-4
1.0E-12                  867                      6.820897324484449E-4
1.0E-12                  868                      6.827171212825902E-4
1.0E-12                  869                      6.833446128509744E-4
1.0E-12                  870                      6.839722071535977E-4
1.0E-12                  871                      6.845999041904598E-4
1.0E-12                  872                      6.85227703961561E-4
1.0E-12                  873                      6.858556064669002E-4
1.0E-12                  874                      6.864836117064801E-4
1.0E-12                  875                      6.87111719680299E-4
1.0E-12                  876                      6.877399303883542E-4
1.0E-12                  877                      6.8836824383065E-4
1.0E-12                  878                      6.889966600071866E-4
1.0E-12                  879                      6.8962517891796E-4
1.0E-12                  880                      6.902538005629734E-4
1.0E-12                  881                      6.908825249422254E-4
1.0E-12                  882                      6.915113520557148E-4
1.0E-12                  883                      6.921402819034441E-4
1.0E-12                  884                      6.92769314485413E-4
1.0E-12                  885                      6.933984498016208E-4
1.0E-12                  886                      6.940276878520674E-4
1.0E-12                  887                      6.946570286367523E-4
1.0E-12                  888                      6.952864721556779E-4
1.0E-12                  889                      6.959160184088408E-4
1.0E-12                  890                      6.965456673962431E-4
1.0E-12                  891                      6.971754191178865E-4
1.0E-12                  892                      6.978052735737662E-4
1.0E-12                  893                      6.984352307638853E-4
1.0E-12                  894                      6.990652906882442E-4
1.0E-12                  895                      6.99695453346841E-4
1.0E-12                  896                      7.003257187396777E-4
1.0E-12                  897                      7.009560868667528E-4
1.0E-12                  898                      7.015865577280661E-4
1.0E-12                  899                      7.02217131323621E-4
1.0E-12                  900                      7.02847807653412E-4
1.0E-12                  901                      7.034785867174438E-4
1.0E-12                  902                      7.041094685157131E-4
1.0E-12                  903                      7.047404530482231E-4
1.0E-12                  904                      7.053715403149719E-4
1.0E-12                  905                      7.060027303159579E-4
1.0E-12                  906                      7.06634023051183E-4
1.0E-12                  907                      7.072654185206487E-4
1.0E-12                  908                      7.078969167243526E-4
1.0E-12                  909                      7.085285176622958E-4
1.0E-12                  910                      7.091602213344768E-4
1.0E-12                  911                      7.09792027740898E-4
1.0E-12                  912                      7.104239368815573E-4
1.0E-12                  913                      7.110559487564563E-4
1.0E-12                  914                      7.11685152696956E-4
1.0E-12                  915                      7.123074604780621E-4
1.0E-12                  916                      7.129295560237977E-4
1.0E-12                  917                      7.135514393341637E-4
1.0E-12                  918                      7.141731104091586E-4
1.0E-12                  919                      7.147945692487834E-4
1.0E-12                  920                      7.154158158530384E-4
1.0E-12                  921                      7.160368502219222E-4
1.0E-12                  922                      7.166576723554362E-4
1.0E-12                  923                      7.172782822535802E-4
1.0E-12                  924                      7.178986799163539E-4
1.0E-12                  925                      7.185188653437568E-4
1.0E-12                  926                      7.191388385357911E-4
1.0E-12                  927                      7.197585994924535E-4
1.0E-12                  928                      7.203781482137463E-4
1.0E-12                  929                      7.209974846996688E-4
1.0E-12                  930                      7.216166089502195E-4
1.0E-12                  931                      7.222355209654024E-4
1.0E-12                  932                      7.228542207452146E-4
1.0E-12                  933                      7.234727082896556E-4
1.0E-12                  934                      7.240909835987265E-4
1.0E-12                  935                      7.247090466724272E-4
1.0E-12                  936                      7.253268975107579E-4
1.0E-12                  937                      7.259445361137152E-4
1.0E-12                  938                      7.265619624813069E-4
1.0E-12                  939                      7.271791766135279E-4
1.0E-12                  940                      7.277961785103753E-4
1.0E-12                  941                      7.284129681718564E-4
1.0E-12                  942                      7.290295455979649E-4
1.0E-12                  943                      7.296459107887035E-4
1.0E-12                  944                      7.302620637440711E-4
1.0E-12                  945                      7.308780044640693E-4
1.0E-12                  946                      7.314937329486972E-4
1.0E-12                  947                      7.321092491979551E-4
1.0E-12                  948                      7.327245532118422E-4
1.0E-12                  949                      7.33339644990359E-4
1.0E-12                  950                      7.339545245335052E-4
1.0E-12                  951                      7.345691918412825E-4
1.0E-12                  952                      7.351836469136887E-4
1.0E-12                  953                      7.357978897507238E-4
1.0E-12                  954                      7.364119203523892E-4
1.0E-12                  955                      7.370257387186858E-4
1.0E-12                  956                      7.376393448496118E-4
1.0E-12                  957                      7.382527387451665E-4
1.0E-12                  958                      7.388659204053491E-4
1.0E-12                  959                      7.394788898301641E-4
1.0E-12                  960                      7.400916470196089E-4
1.0E-12                  961                      7.407041919736839E-4
1.0E-12                  962                      7.41316524692387E-4
1.0E-12                  963                      7.419286451757199E-4
1.0E-12                  964                      7.425405534236817E-4
1.0E-12                  965                      7.431522494362765E-4
1.0E-12                  966                      7.437637332134991E-4
1.0E-12                  967                      7.443750047553513E-4
1.0E-12                  968                      7.449860640618333E-4
1.0E-12                  969                      7.455969111329448E-4
1.0E-12                  970                      7.462075459686854E-4
1.0E-12                  971                      7.468179685690575E-4
1.0E-12                  972                      7.474281789340583E-4
1.0E-12                  973                      7.480381770636882E-4
1.0E-12                  974                      7.486479629579491E-4
1.0E-12                  975                      7.492575366168388E-4
1.0E-12                  976                      7.498661664629152E-4
1.0E-12                  977                      7.504745421776145E-4
1.0E-12                  978                      7.510826815895958E-4
1.0E-12                  979                      7.516905846988576E-4
1.0E-12                  980                      7.522982515054003E-4
1.0E-12                  981                      7.529056820092226E-4
1.0E-12                  982                      7.535128762103273E-4
1.0E-12                  983                      7.541198341087121E-4
1.0E-12                  984                      7.547265557043772E-4
1.0E-12                  985                      7.553330409973257E-4
1.0E-12                  986                      7.559392899875526E-4
1.0E-12                  987                      7.565453026750602E-4
1.0E-12                  988                      7.571510790598496E-4
1.0E-12                  989                      7.577566191419204E-4
1.0E-12                  990                      7.583619229212706E-4
1.0E-12                  991                      7.589669903979027E-4
1.0E-12                  992                      7.59571821571817E-4
1.0E-12                  993                      7.601764164430103E-4
1.0E-12                  994                      7.607807750114842E-4
1.0E-12                  995                      7.613848972772394E-4
1.0E-12                  996                      7.619887832402765E-4
1.0E-12                  997                      7.625924329005934E-4
1.0E-12                  998                      7.631958462581905E-4
1.0E-12                  999                      7.637990233130708E-4
1.0E-12                  1000                     7.644019640652313E-4
1.0E-12                  1001                     7.650046685146721E-4
1.0E-12                  1002                     7.656071366613925E-4
1.0E-12                  1003                     7.662093685053954E-4
1.0E-12                  1004                     7.668113640466772E-4
1.0E-12                  1005                     7.674131232852427E-4
1.0E-12                  1006                     7.680146462210873E-4
1.0E-12                  1007                     7.686159328542132E-4
1.0E-12                  1008                     7.692169831846208E-4
1.0E-12                  1009                     7.698177972123068E-4
1.0E-12                  1010                     7.704183749372761E-4
1.0E-12                  1011                     7.71018716359525E-4
1.0E-12                  1012                     7.71618821479054E-4
1.0E-12                  1013                     7.722186902958668E-4
1.0E-12                  1014                     7.728183228099595E-4
1.0E-12                  1015                     7.734177190213323E-4
1.0E-12                  1016                     7.740168789299857E-4
1.0E-12                  1017                     7.746158025359205E-4
1.0E-12                  1018                     7.752144898391358E-4
1.0E-12                  1019                     7.758129408396323E-4
1.0E-12                  1020                     7.764111555374093E-4
1.0E-12                  1021                     7.770091339324666E-4
1.0E-12                  1022                     7.776068760248059E-4
1.0E-12                  1023                     7.78204381814427E-4
1.0E-12                  1024                     7.788016513013261E-4
1.0E-12                  1025                     7.793986844855088E-4
1.0E-12                  1026                     7.799954813669698E-4
1.0E-12                  1027                     7.805920419457136E-4
1.0E-12                  1028                     7.811883662217386E-4
1.0E-12                  1029                     7.817844541950428E-4
1.0E-12                  1030                     7.823803058656294E-4
1.0E-12                  1031                     7.82975921233497E-4
1.0E-12                  1032                     7.835713002986445E-4
1.0E-12                  1033                     7.841664430610731E-4
1.0E-12                  1034                     7.847613495207816E-4
1.0E-12                  1035                     7.853560196777721E-4
1.0E-12                  1036                     7.859504535320433E-4
1.0E-12                  1037                     7.86543954295566E-4
1.0E-12                  1038                     7.871368179357267E-4
1.0E-12                  1039                     7.87729410772128E-4
1.0E-12                  1040                     7.883217328047733E-4
1.0E-12                  1041                     7.889137840336607E-4
1.0E-12                  1042                     7.895055644587911E-4
1.0E-12                  1043                     7.900970740801632E-4
1.0E-12                  1044                     7.906883128977787E-4
1.0E-12                  1045                     7.912792809116381E-4
1.0E-12                  1046                     7.918699781217366E-4
1.0E-12                  1047                     7.924604045280824E-4
1.0E-12                  1048                     7.930505601306679E-4
1.0E-12                  1049                     7.936404449294962E-4
1.0E-12                  1050                     7.942300589245684E-4
1.0E-12                  1051                     7.948194021158814E-4
1.0E-12                  1052                     7.954084745034405E-4
1.0E-12                  1053                     7.959972760872375E-4
1.0E-12                  1054                     7.965858068672805E-4
1.0E-12                  1055                     7.971740668435668E-4
1.0E-12                  1056                     7.977620560160922E-4
1.0E-12                  1057                     7.983497743848617E-4
1.0E-12                  1058                     7.989372219498751E-4
1.0E-12                  1059                     7.995243987111311E-4
1.0E-12                  1060                     8.001113046686298E-4
1.0E-12                  1061                     8.00697939822371E-4
1.0E-12                  1062                     8.012843041723542E-4
1.0E-12                  1063                     8.018703977185808E-4
1.0E-12                  1064                     8.02456220461047E-4
1.0E-12                  1065                     8.030417723997593E-4
1.0E-12                  1066                     8.036270535347143E-4
1.0E-12                  1067                     8.042120638659106E-4
1.0E-12                  1068                     8.047968033933514E-4
1.0E-12                  1069                     8.053812721170322E-4
1.0E-12                  1070                     8.059654700369559E-4
1.0E-12                  1071                     8.065493971531245E-4
1.0E-12                  1072                     8.071330534655341E-4
1.0E-12                  1073                     8.07716438974187E-4
1.0E-12                  1074                     8.08299553679081E-4
1.0E-12                  1075                     8.088823975802212E-4
1.0E-12                  1076                     8.094649706776006E-4
1.0E-12                  1077                     8.100472729712248E-4
1.0E-12                  1078                     8.106293044610903E-4
1.0E-12                  1079                     8.112110651471999E-4
1.0E-12                  1080                     8.117925550295514E-4
1.0E-12                  1081                     8.123737741081449E-4
1.0E-12                  1082                     8.12954722382982E-4
1.0E-12                  1083                     8.135353998540602E-4
1.0E-12                  1084                     8.14115806521384E-4
1.0E-12                  1085                     8.146959423849481E-4
1.0E-12                  1086                     8.152758074447556E-4
1.0E-12                  1087                     8.158554017008052E-4
1.0E-12                  1088                     8.164347251530975E-4
1.0E-12                  1089                     8.170137778016335E-4
1.0E-12                  1090                     8.175925596464119E-4
1.0E-12                  1091                     8.181710706874318E-4
1.0E-12                  1092                     8.187493109246956E-4
1.0E-12                  1093                     8.193272803582017E-4
1.0E-12                  1094                     8.199049789879499E-4
1.0E-12                  1095                     8.204824068139407E-4
1.0E-12                  1096                     8.210595638361755E-4
1.0E-12                  1097                     8.216364500546523E-4
1.0E-12                  1098                     8.222136489129778E-4
1.0E-12                  1099                     8.22791812537668E-4
1.0E-12                  1100                     8.233697631239601E-4
1.0E-12                  1101                     8.239475006718528E-4
1.0E-12                  1102                     8.245250251813469E-4
1.0E-12                  1103                     8.251023366524422E-4
1.0E-12                  1104                     8.256794350851389E-4
1.0E-12                  1105                     8.26256320479436E-4
1.0E-12                  1106                     8.26832992835335E-4
1.0E-12                  1107                     8.274094521528357E-4
1.0E-12                  1108                     8.279856984319371E-4
1.0E-12                  1109                     8.285617316726407E-4
1.0E-12                  1110                     8.291375518749435E-4
1.0E-12                  1111                     8.297131590388493E-4
1.0E-12                  1112                     8.302885531643549E-4
1.0E-12                  1113                     8.308637342514632E-4
1.0E-12                  1114                     8.31438702300172E-4
1.0E-12                  1115                     8.320134573104817E-4
1.0E-12                  1116                     8.325879992823937E-4
1.0E-12                  1117                     8.331623282159066E-4
1.0E-12                  1118                     8.337364441110207E-4
1.0E-12                  1119                     8.343103469677359E-4
1.0E-12                  1120                     8.348840367860522E-4
1.0E-12                  1121                     8.354575135659705E-4
1.0E-12                  1122                     8.360307773074894E-4
1.0E-12                  1123                     8.36603828010608E-4
1.0E-12                  1124                     8.371766656753298E-4
1.0E-12                  1125                     8.37749290301653E-4
1.0E-12                  1126                     8.383217018895764E-4
1.0E-12                  1127                     8.388939004391007E-4
1.0E-12                  1128                     8.394658859502268E-4
1.0E-12                  1129                     8.400376584229559E-4
1.0E-12                  1130                     8.406092178572834E-4
1.0E-12                  1131                     8.411805642532149E-4
1.0E-12                  1132                     8.417516976107456E-4
1.0E-12                  1133                     8.423226179298776E-4
1.0E-12                  1134                     8.428933252106132E-4
1.0E-12                  1135                     8.43463819452947E-4
1.0E-12                  1136                     8.440341006568828E-4
1.0E-12                  1137                     8.446041688224197E-4
1.0E-12                  1138                     8.451740239495592E-4
1.0E-12                  1139                     8.457436660383006E-4
1.0E-12                  1140                     8.463130950886406E-4
1.0E-12                  1141                     8.468823111005813E-4
1.0E-12                  1142                     8.474513140741254E-4
1.0E-12                  1143                     8.480201040092709E-4
1.0E-12                  1144                     8.485886809060185E-4
1.0E-12                  1145                     8.491570447643642E-4
1.0E-12                  1146                     8.497251955843148E-4
1.0E-12                  1147                     8.502931333658632E-4
1.0E-12                  1148                     8.50860858109015E-4
1.0E-12                  1149                     8.514283698137673E-4
1.0E-12                  1150                     8.519956684801208E-4
1.0E-12                  1151                     8.525627541080768E-4
1.0E-12                  1152                     8.531296266976326E-4
1.0E-12                  1153                     8.536962862487903E-4
1.0E-12                  1154                     8.542627327615493E-4
1.0E-12                  1155                     8.548289662359081E-4
1.0E-12                  1156                     8.553949866718698E-4
1.0E-12                  1157                     8.559607940694317E-4
1.0E-12                  1158                     8.56526388428595E-4
1.0E-12                  1159                     8.570917689660048E-4
1.0E-12                  1160                     8.576567139925831E-4
1.0E-12                  1161                     8.58221438817234E-4
1.0E-12                  1162                     8.587859434399585E-4
1.0E-12                  1163                     8.593502278607518E-4
1.0E-12                  1164                     8.59914292079616E-4
1.0E-12                  1165                     8.604781360965529E-4
1.0E-12                  1166                     8.610417599115623E-4
1.0E-12                  1167                     8.61605163524639E-4
1.0E-12                  1168                     8.621683469357897E-4
1.0E-12                  1169                     8.627313101450115E-4
1.0E-12                  1170                     8.632940531523029E-4
1.0E-12                  1171                     8.638565759576668E-4
1.0E-12                  1172                     8.644188785611011E-4
1.0E-12                  1173                     8.649809609626075E-4
1.0E-12                  1174                     8.655428231621851E-4
1.0E-12                  1175                     8.661044651598341E-4
1.0E-12                  1176                     8.666658869555538E-4
1.0E-12                  1177                     8.672270885493428E-4
1.0E-12                  1178                     8.677880699412068E-4
1.0E-12                  1179                     8.683488311311396E-4
1.0E-12                  1180                     8.689093721191437E-4
1.0E-12                  1181                     8.69469692905219E-4
1.0E-12                  1182                     8.700297934893664E-4
1.0E-12                  1183                     8.705896738715835E-4
1.0E-12                  1184                     8.711493340518735E-4
1.0E-12                  1185                     8.717087740302337E-4
1.0E-12                  1186                     8.722679938066651E-4
1.0E-12                  1187                     8.728269933811691E-4
1.0E-12                  1188                     8.733857727537425E-4
1.0E-12                  1189                     8.73944331924387E-4
1.0E-12                  1190                     8.745026708931034E-4
1.0E-12                  1191                     8.750607896598919E-4
1.0E-12                  1192                     8.756186882247503E-4
1.0E-12                  1193                     8.761763665876806E-4
1.0E-12                  1194                     8.767338247486821E-4
1.0E-12                  1195                     8.77291062707754E-4
1.0E-12                  1196                     8.778480804648976E-4
1.0E-12                  1197                     8.784048780201132E-4
1.0E-12                  1198                     8.789614553733991E-4
1.0E-12                  1199                     8.795178125247563E-4
1.0E-12                  1200                     8.800739494741849E-4
1.0E-12                  1201                     8.806298662216842E-4
1.0E-12                  1202                     8.811855627672558E-4
1.0E-12                  1203                     8.81741039110898E-4
1.0E-12                  1204                     8.822962952526103E-4
1.0E-12                  1205                     8.828513311923942E-4
1.0E-12                  1206                     8.834061469302512E-4
1.0E-12                  1207                     8.839607424661789E-4
1.0E-12                  1208                     8.845151178001752E-4
1.0E-12                  1209                     8.850692729322456E-4
1.0E-12                  1210                     8.856232078623854E-4
1.0E-12                  1211                     8.861769225905956E-4
1.0E-12                  1212                     8.867304171168806E-4
1.0E-12                  1213                     8.872836914412341E-4
1.0E-12                  1214                     8.878367455636601E-4
1.0E-12                  1215                     8.883895794841563E-4
1.0E-12                  1216                     8.889421932027252E-4
1.0E-12                  1217                     8.894945867193629E-4
1.0E-12                  1218                     8.900467600340739E-4
1.0E-12                  1219                     8.905987131468547E-4
1.0E-12                  1220                     8.911504460577071E-4
1.0E-12                  1221                     8.91703048770216E-4
1.0E-12                  1222                     8.922559889072186E-4
1.0E-12                  1223                     8.928087605869909E-4
1.0E-12                  1224                     8.933613638095354E-4
1.0E-12                  1225                     8.939137985748512E-4
1.0E-12                  1226                     8.944660648829382E-4
1.0E-12                  1227                     8.950181627337964E-4
1.0E-12                  1228                     8.955700921274259E-4
