% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:37
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-11                  642                      0.001892652939210138
1.0E-11                  643                      0.001892666957264533
1.0E-11                  644                      0.001892678192203083
1.0E-11                  645                      0.0018926866440257906
1.0E-11                  646                      0.001892692312732655
1.0E-11                  647                      0.0018926951983236746
1.0E-11                  648                      0.0018926953007988522
1.0E-11                  649                      0.0018926926201581877
1.0E-11                  650                      0.0018926871564016764
1.0E-11                  651                      0.001892678909529323
1.0E-11                  652                      0.0018926678795411261
1.0E-11                  653                      0.0018926540664370864
1.0E-11                  654                      0.0018926374702172028
1.0E-11                  655                      0.0018926180908814781
1.0E-11                  656                      0.0018925959284299089
1.0E-11                  657                      0.0018925709828624957
1.0E-11                  658                      0.001892543254179241
1.0E-11                  659                      0.0018925149106482617
1.0E-11                  660                      0.0018925091709731648
1.0E-11                  661                      0.0018925026530525351
1.0E-11                  662                      0.0018924953568863778
1.0E-11                  663                      0.0018924872824746916
1.0E-11                  664                      0.0018924784298174743
1.0E-11                  665                      0.0018924687989147258
1.0E-11                  666                      0.0018924583897664512
1.0E-11                  667                      0.001892447202372642
1.0E-11                  668                      0.0018924352367333062
1.0E-11                  669                      0.001892422492848441
1.0E-11                  670                      0.0018924089707180462
1.0E-11                  671                      0.001892394670342118
1.0E-11                  672                      0.0018923795917206616
1.0E-11                  673                      0.0018923637348536764
1.0E-11                  674                      0.001892347099741163
1.0E-11                  675                      0.0018923296863831162
1.0E-11                  676                      0.0018923114947795414
1.0E-11                  677                      0.0018922925249304353
1.0E-11                  678                      0.001892272776835802
1.0E-11                  679                      0.001892252250495637
1.0E-11                  680                      0.0018922309459099452
1.0E-11                  681                      0.001892208863078718
1.0E-11                  682                      0.0018921860020019669
1.0E-11                  683                      0.0018921623626796799
1.0E-11                  684                      0.0018921379451118689
1.0E-11                  685                      0.0018921127492985248
1.0E-11                  686                      0.00189209528406787
1.0E-11                  687                      0.0018920804945053889
1.0E-11                  688                      0.0018920657563099251
1.0E-11                  689                      0.001892051069481486
1.0E-11                  690                      0.0018920364340200614
1.0E-11                  691                      0.0018920218499256596
1.0E-11                  692                      0.0018920073171982755
1.0E-11                  693                      0.0018919928358379107
1.0E-11                  694                      0.0018919784058445668
1.0E-11                  695                      0.0018919640272182425
1.0E-11                  696                      0.0018919496999589365
1.0E-11                  697                      0.0018919354240666505
1.0E-11                  698                      0.0018919211995413843
1.0E-11                  699                      0.0018919070263831398
1.0E-11                  700                      0.0018918929045919105
1.0E-11                  701                      0.0018918788341677041
1.0E-11                  702                      0.001891864815110517
1.0E-11                  703                      0.0018918508474203483
1.0E-11                  704                      0.0018918369310971998
1.0E-11                  705                      0.0018918230661410713
1.0E-11                  706                      0.0018918092525519606
1.0E-11                  707                      0.001891795490329872
1.0E-11                  708                      0.0018917817794748026
1.0E-11                  709                      0.0018917681199867495
1.0E-11                  710                      0.001891754511865718
1.0E-11                  711                      0.0018917409551117077
1.0E-11                  712                      0.001891728527749427
1.0E-11                  713                      0.0018917176969843888
1.0E-11                  714                      0.0018917071036962316
1.0E-11                  715                      0.0018916967478849554
1.0E-11                  716                      0.0018916866295505582
1.0E-11                  717                      0.0018916767486930434
1.0E-11                  718                      0.0018916671053124078
1.0E-11                  719                      0.0018916576994086533
1.0E-11                  720                      0.0018916485309817795
1.0E-11                  721                      0.001891639600031785
1.0E-11                  722                      0.0018916309065586693
1.0E-11                  723                      0.0018916224505624386
1.0E-11                  724                      0.0018916142320430857
1.0E-11                  725                      0.0018916062510006145
1.0E-11                  726                      0.0018915985074350215
1.0E-11                  727                      0.0018915910013463126
1.0E-11                  728                      0.0018915837327344819
1.0E-11                  729                      0.001891576701599534
1.0E-11                  730                      0.0018915699079414645
1.0E-11                  731                      0.0018915633517602752
1.0E-11                  732                      0.0018915570330559656
1.0E-11                  733                      0.0018915509518285384
1.0E-11                  734                      0.001891545108077992
1.0E-11                  735                      0.0018915395018043253
1.0E-11                  736                      0.0018915341330075401
1.0E-11                  737                      0.001891529001687634
1.0E-11                  738                      0.0018915240283379577
1.0E-11                  739                      0.0018915186083186802
1.0E-11                  740                      0.0018915133703214294
1.0E-11                  741                      0.00189150831434621
1.0E-11                  742                      0.0018915034403930184
1.0E-11                  743                      0.0018914987484618536
1.0E-11                  744                      0.0018914942385527226
1.0E-11                  745                      0.0018914899106656175
1.0E-11                  746                      0.0018914857648005454
1.0E-11                  747                      0.0018914818009575013
1.0E-11                  748                      0.0018914780191364858
1.0E-11                  749                      0.0018914744193374979
1.0E-11                  750                      0.0018914710015605462
1.0E-11                  751                      0.001891467765805617
1.0E-11                  752                      0.0018914647120727216
1.0E-11                  753                      0.0018914618403618555
1.0E-11                  754                      0.0018914591506730132
1.0E-11                  755                      0.0018914566430062037
1.0E-11                  756                      0.0018914543173614265
1.0E-11                  757                      0.0018914521737386756
1.0E-11                  758                      0.0018914502121379583
1.0E-11                  759                      0.0018914484325592649
1.0E-11                  760                      0.0018914468350026026
1.0E-11                  761                      0.0018914454194679708
1.0E-11                  762                      0.0018914441859553687
1.0E-11                  763                      0.0018914431344647928
1.0E-11                  764                      0.0018914422649962508
1.0E-11                  765                      0.0018914406301445566
1.0E-11                  766                      0.0018914388367724897
1.0E-11                  767                      0.001891437136267939
1.0E-11                  768                      0.0018914355286309067
1.0E-11                  769                      0.001891434013861385
1.0E-11                  770                      0.0018914325919593827
1.0E-11                  771                      0.0018914312629248976
1.0E-11                  772                      0.0018914300267579233
1.0E-11                  773                      0.0018914288834584688
1.0E-11                  774                      0.0018914278330265288
1.0E-11                  775                      0.001891426875462103
1.0E-11                  776                      0.0018914260107651948
1.0E-11                  777                      0.0018914252389358025
1.0E-11                  778                      0.0018914245599739247
1.0E-11                  779                      0.001891423973879563
1.0E-11                  780                      0.0018914234806527176
1.0E-11                  781                      0.0018914230802933869
1.0E-11                  782                      0.0018914227728015728
1.0E-11                  783                      0.0018914225581772746
1.0E-11                  784                      0.0018914224364204924
1.0E-11                  785                      0.0018914224075312243
1.0E-11                  786                      0.001891422471509474
1.0E-11                  787                      0.0018914226283552366
1.0E-11                  788                      0.0018914228780685177
1.0E-11                  789                      0.0018914232206493132
1.0E-11                  790                      0.0018914236560976243
1.0E-11                  791                      0.0018914238171747234
1.0E-11                  792                      0.0018914235956384773
1.0E-11                  793                      0.0018914234072945051
1.0E-11                  794                      0.0018914232521428142
1.0E-11                  795                      0.0018914231301834037
1.0E-11                  796                      0.0018914230414162681
1.0E-11                  797                      0.0018914229858414094
1.0E-11                  798                      0.0018914229634588312
1.0E-11                  799                      0.001891422974268531
1.0E-11                  800                      0.0018914230182705072
1.0E-11                  801                      0.0018914230954647602
1.0E-11                  802                      0.0018914232058512969
1.0E-11                  803                      0.0018914233494301078
1.0E-11                  804                      0.0018914235262011932
1.0E-11                  805                      0.0018914237361645613
1.0E-11                  806                      0.0018914239793202032
1.0E-11                  807                      0.0018914242556681293
1.0E-11                  808                      0.0018914245652083277
1.0E-11                  809                      0.0018914249079408085
1.0E-11                  810                      0.0018914252838655645
1.0E-11                  811                      0.001891425692982599
1.0E-11                  812                      0.00189142613529191
1.0E-11                  813                      0.0018914266107935012
1.0E-11                  814                      0.001891427119487369
1.0E-11                  815                      0.0018914276613735174
1.0E-11                  816                      0.00189142823645194
1.0E-11                  817                      0.0018914287955667198
1.0E-11                  818                      0.0018914290574247841
1.0E-11                  819                      0.0018914293249621145
1.0E-11                  820                      0.0018914295981787067
1.0E-11                  821                      0.001891429877074565
1.0E-11                  822                      0.0018914301616496873
1.0E-11                  823                      0.0018914304519040723
1.0E-11                  824                      0.0018914307478377225
1.0E-11                  825                      0.0018914310494506379
1.0E-11                  826                      0.0018914313567428163
1.0E-11                  827                      0.0018914316697142626
1.0E-11                  828                      0.0018914319883649685
1.0E-11                  829                      0.0018914323126949404
1.0E-11                  830                      0.0018914326427041772
1.0E-11                  831                      0.0018914329783926804
1.0E-11                  832                      0.0018914333197604456
1.0E-11                  833                      0.001891433666807474
1.0E-11                  834                      0.0018914340195337678
1.0E-11                  835                      0.0018914343779393285
1.0E-11                  836                      0.001891434742024151
1.0E-11                  837                      0.0018914351117882383
1.0E-11                  838                      0.0018914354872315913
1.0E-11                  839                      0.0018914358683542057
1.0E-11                  840                      0.0018914362551560873
1.0E-11                  841                      0.0018914365932367649
1.0E-11                  842                      0.001891436861260021
1.0E-11                  843                      0.0018914371247868561
1.0E-11                  844                      0.0018914373838172746
1.0E-11                  845                      0.0018914376383512722
1.0E-11                  846                      0.0018914378883888494
1.0E-11                  847                      0.00189143813393001
1.0E-11                  848                      0.0018914383749747499
1.0E-11                  849                      0.0018914386115230673
1.0E-11                  850                      0.001891438843574969
1.0E-11                  851                      0.0018914390711304479
1.0E-11                  852                      0.0018914392941895076
1.0E-11                  853                      0.0018914395127521504
1.0E-11                  854                      0.0018914397268183732
1.0E-11                  855                      0.001891439936388172
1.0E-11                  856                      0.0018914401414615535
1.0E-11                  857                      0.0018914403420385172
1.0E-11                  858                      0.0018914405381190594
1.0E-11                  859                      0.001891440729703183
1.0E-11                  860                      0.0018914409167908848
1.0E-11                  861                      0.0018914410993821676
1.0E-11                  862                      0.0018914412774770329
1.0E-11                  863                      0.0018914414510754764
1.0E-11                  864                      0.0018914416201775003
1.0E-11                  865                      0.0018914417827978105
1.0E-11                  866                      0.0018914419400740405
1.0E-11                  867                      0.0018914420926375477
1.0E-11                  868                      0.0018914422404883275
1.0E-11                  869                      0.0018914423836263808
1.0E-11                  870                      0.0018914425220517114
1.0E-11                  871                      0.0018914426557643147
1.0E-11                  872                      0.0018914427847641967
1.0E-11                  873                      0.00189144290905135
1.0E-11                  874                      0.0018914430286257776
1.0E-11                  875                      0.0018914431434874802
1.0E-11                  876                      0.0018914432536364621
1.0E-11                  877                      0.0018914433590727152
1.0E-11                  878                      0.0018914434597962436
1.0E-11                  879                      0.0018914435558070471
1.0E-11                  880                      0.0018914436471051232
1.0E-11                  881                      0.0018914437336904765
1.0E-11                  882                      0.0018914438155631034
1.0E-11                  883                      0.0018914438927230062
1.0E-11                  884                      0.0018914439651701823
1.0E-11                  885                      0.0018914440329046353
1.0E-11                  886                      0.0018914440959263588
1.0E-11                  887                      0.001891444154235359
1.0E-11                  888                      0.0018914442089701532
1.0E-11                  889                      0.001891444278025329
1.0E-11                  890                      0.0018914443439938717
1.0E-11                  891                      0.001891444406875776
1.0E-11                  892                      0.0018914444666710535
1.0E-11                  893                      0.0018914445233796917
1.0E-11                  894                      0.001891444577001699
1.0E-11                  895                      0.001891444627537072
1.0E-11                  896                      0.0018914446749858128
1.0E-11                  897                      0.0018914447193479184
1.0E-11                  898                      0.0018914447606233943
1.0E-11                  899                      0.0018914447988122316
1.0E-11                  900                      0.0018914448339144383
1.0E-11                  901                      0.001891444865930011
1.0E-11                  902                      0.0018914448948589482
1.0E-11                  903                      0.0018914449207012558
1.0E-11                  904                      0.0018914449434569258
1.0E-11                  905                      0.0018914449631259656
1.0E-11                  906                      0.0018914449797083704
1.0E-11                  907                      0.0018914449932041428
1.0E-11                  908                      0.0018914450036132799
1.0E-11                  909                      0.0018914450109357847
1.0E-11                  910                      0.001891445015171656
1.0E-11                  911                      0.0018914450163208922
1.0E-11                  912                      0.0018914450219730877
1.0E-11                  913                      0.0018914450388083704
1.0E-11                  914                      0.001891445054276473
1.0E-11                  915                      0.0018914450683773928
1.0E-11                  916                      0.0018914450811111337
1.0E-11                  917                      0.001891445092477695
1.0E-11                  918                      0.0018914451024770755
1.0E-11                  919                      0.0018914451111092774
1.0E-11                  920                      0.0018914451183742952
1.0E-11                  921                      0.001891445124272135
1.0E-11                  922                      0.0018914451288027944
1.0E-11                  923                      0.0018914451319662741
1.0E-11                  924                      0.0018914451337625723
1.0E-11                  925                      0.001891445134191691
1.0E-11                  926                      0.00189144513325363
1.0E-11                  927                      0.0018914451309483872
1.0E-11                  928                      0.0018914451272759652
1.0E-11                  929                      0.0018914451222363628
1.0E-11                  930                      0.0018914451158295801
1.0E-11                  931                      0.0018914451080556142
1.0E-11                  932                      0.0018914450989144748
1.0E-11                  933                      0.0018914450884061494
1.0E-11                  934                      0.0018914450765306454
1.0E-11                  935                      0.0018914450632879607
1.0E-11                  936                      0.0018914450562425987
1.0E-11                  937                      0.0018914450522443315
1.0E-11                  938                      0.0018914450477988494
1.0E-11                  939                      0.0018914450429061492
1.0E-11                  940                      0.001891445037566233
1.0E-11                  941                      0.0018914450317791011
1.0E-11                  942                      0.0018914450255447537
1.0E-11                  943                      0.001891445018863193
1.0E-11                  944                      0.0018914450117344134
1.0E-11                  945                      0.001891445004158419
1.0E-11                  946                      0.0018914449961352088
1.0E-11                  947                      0.0018914449876647806
1.0E-11                  948                      0.0018914449787471401
1.0E-11                  949                      0.001891444969382284
1.0E-11                  950                      0.001891444959570208
1.0E-11                  951                      0.0018914449493109184
1.0E-11                  952                      0.001891444938604413
1.0E-11                  953                      0.001891444927450692
1.0E-11                  954                      0.0018914449158497536
1.0E-11                  955                      0.0018914449038016012
1.0E-11                  956                      0.0018914448913062328
1.0E-11                  957                      0.001891444880170306
1.0E-11                  958                      0.0018914448722321124
1.0E-11                  959                      0.0018914448643201996
1.0E-11                  960                      0.0018914448564345684
1.0E-11                  961                      0.0018914448485752185
1.0E-11                  962                      0.0018914448407421503
1.0E-11                  963                      0.0018914448329353654
1.0E-11                  964                      0.0018914448251548593
1.0E-11                  965                      0.0018914448174006373
1.0E-11                  966                      0.0018914448096726969
1.0E-11                  967                      0.0018914448019710377
1.0E-11                  968                      0.001891444794295659
1.0E-11                  969                      0.001891444786646561
1.0E-11                  970                      0.0018914447790237487
1.0E-11                  971                      0.0018914447714272159
1.0E-11                  972                      0.0018914447638569646
1.0E-11                  973                      0.0018914447563129935
1.0E-11                  974                      0.001891444748795305
1.0E-11                  975                      0.0018914447413038971
1.0E-11                  976                      0.0018914447338387733
1.0E-11                  977                      0.0018914447263999302
1.0E-11                  978                      0.0018914447190170114
1.0E-11                  979                      0.0018914447126932284
1.0E-11                  980                      0.0018914447064906728
1.0E-11                  981                      0.0018914447004093424
1.0E-11                  982                      0.0018914446944492368
1.0E-11                  983                      0.0018914446886103605
1.0E-11                  984                      0.0018914446828927082
1.0E-11                  985                      0.0018914446772962843
1.0E-11                  986                      0.0018914446718210876
1.0E-11                  987                      0.001891444666467118
1.0E-11                  988                      0.0018914446612343717
1.0E-11                  989                      0.0018914446561228533
1.0E-11                  990                      0.0018914446511325625
1.0E-11                  991                      0.0018914446462634964
1.0E-11                  992                      0.0018914446415156608
1.0E-11                  993                      0.0018914446368890469
1.0E-11                  994                      0.0018914446323836617
1.0E-11                  995                      0.0018914446279995056
1.0E-11                  996                      0.0018914446237365736
1.0E-11                  997                      0.001891444619594868
1.0E-11                  998                      0.0018914446155743874
1.0E-11                  999                      0.0018914446116751354
1.0E-11                  1000                     0.001891444607682304
1.0E-11                  1001                     0.0018914446036978757
1.0E-11                  1002                     0.0018914445998070642
1.0E-11                  1003                     0.001891444596009877
1.0E-11                  1004                     0.0018914445923063036
1.0E-11                  1005                     0.0018914445886963553
1.0E-11                  1006                     0.0018914445851800253
1.0E-11                  1007                     0.0018914445817573135
1.0E-11                  1008                     0.0018914445784282252
1.0E-11                  1009                     0.0018914445751927547
1.0E-11                  1010                     0.0018914445720509027
1.0E-11                  1011                     0.001891444569002674
1.0E-11                  1012                     0.001891444566048063
1.0E-11                  1013                     0.0018914445631870714
1.0E-11                  1014                     0.001891444560419704
1.0E-11                  1015                     0.001891444557745952
1.0E-11                  1016                     0.0018914445551658208
1.0E-11                  1017                     0.0018914445526793107
1.0E-11                  1018                     0.0018914445502864184
1.0E-11                  1019                     0.0018914445479871495
1.0E-11                  1020                     0.0018914445457814976
1.0E-11                  1021                     0.0018914445441198567
1.0E-11                  1022                     0.0018914445433504156
1.0E-11                  1023                     0.0018914445427827865
1.0E-11                  1024                     0.0018914445424169576
1.0E-11                  1025                     0.001891444542252932
1.0E-11                  1026                     0.0018914445422907066
1.0E-11                  1027                     0.0018914445425302856
1.0E-11                  1028                     0.0018914445429716671
1.0E-11                  1029                     0.0018914445436148568
1.0E-11                  1030                     0.0018914445444598437
1.0E-11                  1031                     0.0018914445455066387
1.0E-11                  1032                     0.001891444546755233
1.0E-11                  1033                     0.0018914445482056338
1.0E-11                  1034                     0.001891444549857834
1.0E-11                  1035                     0.0018914445517118391
1.0E-11                  1036                     0.0018914445537676458
1.0E-11                  1037                     0.0018914445560252566
1.0E-11                  1038                     0.0018914445584846686
1.0E-11                  1039                     0.0018914445611458873
1.0E-11                  1040                     0.0018914445640089064
1.0E-11                  1041                     0.001891444567073731
1.0E-11                  1042                     0.0018914445703073412
1.0E-11                  1043                     0.0018914445732054522
1.0E-11                  1044                     0.0018914445762545449
1.0E-11                  1045                     0.0018914445794546214
1.0E-11                  1046                     0.0018914445828056817
1.0E-11                  1047                     0.001891444586307724
1.0E-11                  1048                     0.001891444589960747
1.0E-11                  1049                     0.0018914445937647517
1.0E-11                  1050                     0.001891444597719741
1.0E-11                  1051                     0.0018914446018257105
1.0E-11                  1052                     0.001891444606082666
1.0E-11                  1053                     0.0018914446104906007
1.0E-11                  1054                     0.0018914446150495184
1.0E-11                  1055                     0.0018914446197594204
1.0E-11                  1056                     0.0018914446246203046
1.0E-11                  1057                     0.0018914446296321716
1.0E-11                  1058                     0.0018914446347950184
1.0E-11                  1059                     0.0018914446401088515
1.0E-11                  1060                     0.0018914446455736633
1.0E-11                  1061                     0.0018914446511894578
1.0E-11                  1062                     0.0018914446569562385
1.0E-11                  1063                     0.0018914446628739998
1.0E-11                  1064                     0.0018914446674665564
1.0E-11                  1065                     0.0018914446715282659
1.0E-11                  1066                     0.0018914446755596054
1.0E-11                  1067                     0.0018914446795605731
1.0E-11                  1068                     0.0018914446835311635
1.0E-11                  1069                     0.0018914446874713868
1.0E-11                  1070                     0.0018914446913812295
1.0E-11                  1071                     0.0018914446952607038
1.0E-11                  1072                     0.0018914446991098064
1.0E-11                  1073                     0.00189144470292853
1.0E-11                  1074                     0.0018914447067168837
1.0E-11                  1075                     0.0018914447104748668
1.0E-11                  1076                     0.001891444714202472
1.0E-11                  1077                     0.001891444717899707
1.0E-11                  1078                     0.0018914447215665688
1.0E-11                  1079                     0.0018914447252030566
1.0E-11                  1080                     0.0018914447288091729
1.0E-11                  1081                     0.0018914447323849152
1.0E-11                  1082                     0.0018914447359302867
1.0E-11                  1083                     0.0018914447394452812
1.0E-11                  1084                     0.001891444742929904
1.0E-11                  1085                     0.0018914447458897787
1.0E-11                  1086                     0.0018914447480451722
1.0E-11                  1087                     0.001891444750060619
1.0E-11                  1088                     0.0018914447519361207
1.0E-11                  1089                     0.001891444753671674
1.0E-11                  1090                     0.0018914447552672816
1.0E-11                  1091                     0.0018914447567229449
1.0E-11                  1092                     0.0018914447580386583
1.0E-11                  1093                     0.0018914447592144252
1.0E-11                  1094                     0.0018914447602502483
1.0E-11                  1095                     0.0018914447611461215
1.0E-11                  1096                     0.0018914447619020486
1.0E-11                  1097                     0.0018914447625180283
1.0E-11                  1098                     0.0018914447629940622
1.0E-11                  1099                     0.00189144476333015
1.0E-11                  1100                     0.001891444763526291
1.0E-11                  1101                     0.0018914447635824836
1.0E-11                  1102                     0.0018914447634987299
1.0E-11                  1103                     0.001891444763275029
1.0E-11                  1104                     0.0018914447629113844
1.0E-11                  1105                     0.0018914447624077903
1.0E-11                  1106                     0.0018914447619405909
1.0E-11                  1107                     0.0018914447631654034
1.0E-11                  1108                     0.0018914447644287212
1.0E-11                  1109                     0.001891444765730552
1.0E-11                  1110                     0.0018914447670708913
1.0E-11                  1111                     0.0018914447684497443
1.0E-11                  1112                     0.0018914447698671019
1.0E-11                  1113                     0.0018914447713229729
1.0E-11                  1114                     0.0018914447728173509
1.0E-11                  1115                     0.0018914447743502384
1.0E-11                  1116                     0.0018914447759216398
1.0E-11                  1117                     0.0018914447775315495
1.0E-11                  1118                     0.0018914447791799661
1.0E-11                  1119                     0.0018914447808668976
1.0E-11                  1120                     0.0018914447825923342
1.0E-11                  1121                     0.001891444784356284
1.0E-11                  1122                     0.0018914447861587411
1.0E-11                  1123                     0.0018914447879997101
1.0E-11                  1124                     0.0018914447898791876
1.0E-11                  1125                     0.001891444791797177
1.0E-11                  1126                     0.0018914447937536762
1.0E-11                  1127                     0.0018914447957486832
1.0E-11                  1128                     0.0018914447972085695
1.0E-11                  1129                     0.0018914447984753812
1.0E-11                  1130                     0.0018914447997132155
1.0E-11                  1131                     0.0018914448009220708
1.0E-11                  1132                     0.0018914448021019419
1.0E-11                  1133                     0.0018914448032528364
1.0E-11                  1134                     0.0018914448043747508
1.0E-11                  1135                     0.001891444805467685
1.0E-11                  1136                     0.0018914448065316374
1.0E-11                  1137                     0.0018914448075666107
1.0E-11                  1138                     0.0018914448085726044
1.0E-11                  1139                     0.0018914448095496165
1.0E-11                  1140                     0.001891444810497652
1.0E-11                  1141                     0.001891444811416704
1.0E-11                  1142                     0.0018914448123067767
1.0E-11                  1143                     0.0018914448131678724
1.0E-11                  1144                     0.0018914448139999828
1.0E-11                  1145                     0.0018914448148031168
1.0E-11                  1146                     0.0018914448155772697
1.0E-11                  1147                     0.001891444816322443
1.0E-11                  1148                     0.001891444817038637
1.0E-11                  1149                     0.0018914448174827175
1.0E-11                  1150                     0.0018914448175604112
1.0E-11                  1151                     0.0018914448175591106
1.0E-11                  1152                     0.001891444817478821
1.0E-11                  1153                     0.0018914448173195375
1.0E-11                  1154                     0.0018914448170812637
1.0E-11                  1155                     0.0018914448167639958
1.0E-11                  1156                     0.0018914448163677342
1.0E-11                  1157                     0.0018914448158924842
1.0E-11                  1158                     0.0018914448153382415
1.0E-11                  1159                     0.0018914448147050054
1.0E-11                  1160                     0.0018914448139927807
1.0E-11                  1161                     0.0018914448132015614
1.0E-11                  1162                     0.0018914448123313527
1.0E-11                  1163                     0.0018914448113821483
1.0E-11                  1164                     0.0018914448103539531
1.0E-11                  1165                     0.0018914448092467683
1.0E-11                  1166                     0.0018914448080605906
1.0E-11                  1167                     0.0018914448067954184
1.0E-11                  1168                     0.001891444805451258
1.0E-11                  1169                     0.0018914448040281027
1.0E-11                  1170                     0.0018914448026379064
1.0E-11                  1171                     0.0018914448020083984
1.0E-11                  1172                     0.0018914448013842228
1.0E-11                  1173                     0.0018914448007653808
1.0E-11                  1174                     0.001891444800151874
1.0E-11                  1175                     0.0018914447995437011
1.0E-11                  1176                     0.0018914447989408566
1.0E-11                  1177                     0.0018914447983433497
1.0E-11                  1178                     0.0018914447977511758
1.0E-11                  1179                     0.001891444797164335
1.0E-11                  1180                     0.001891444796582826
1.0E-11                  1181                     0.0018914447960066533
1.0E-11                  1182                     0.0018914447954358133
1.0E-11                  1183                     0.0018914447948703058
1.0E-11                  1184                     0.0018914447943101332
1.0E-11                  1185                     0.0018914447937552936
1.0E-11                  1186                     0.0018914447932057831
1.0E-11                  1187                     0.0018914447926616095
1.0E-11                  1188                     0.001891444792122769
1.0E-11                  1189                     0.0018914447915892659
1.0E-11                  1190                     0.0018914447910610914
1.0E-11                  1191                     0.001891444790538251
1.0E-11                  1192                     0.0018914447905849455
1.0E-11                  1193                     0.0018914447908344985
1.0E-11                  1194                     0.0018914447911530647
1.0E-11                  1195                     0.0018914447915406403
1.0E-11                  1196                     0.0018914447919972269
1.0E-11                  1197                     0.0018914447925228249
1.0E-11                  1198                     0.0018914447931174308
1.0E-11                  1199                     0.0018914447937810495
1.0E-11                  1200                     0.0018914447945136753
1.0E-11                  1201                     0.0018914447953153135
1.0E-11                  1202                     0.0018914447961859632
1.0E-11                  1203                     0.0018914447971256237
1.0E-11                  1204                     0.0018914447981342915
1.0E-11                  1205                     0.0018914447992119726
1.0E-11                  1206                     0.001891444800358661
1.0E-11                  1207                     0.0018914448015743622
1.0E-11                  1208                     0.0018914448028590732
1.0E-11                  1209                     0.0018914448042127944
1.0E-11                  1210                     0.0018914448056355252
1.0E-11                  1211                     0.0018914448071272664
1.0E-11                  1212                     0.0018914448086880188
1.0E-11                  1213                     0.0018914448090346855
1.0E-11                  1214                     0.0018914448078680612
1.0E-11                  1215                     0.0018914448065242687
1.0E-11                  1216                     0.001891444805003311
1.0E-11                  1217                     0.001891444803305184
1.0E-11                  1218                     0.001891444801429893
1.0E-11                  1219                     0.0018914447993774327
1.0E-11                  1220                     0.0018914447971478032
1.0E-11                  1221                     0.0018914447947410088
1.0E-11                  1222                     0.0018914447921570471
1.0E-11                  1223                     0.001891444789395921
1.0E-11                  1224                     0.0018914447864576262
1.0E-11                  1225                     0.001891444783342164
1.0E-11                  1226                     0.0018914447800495327
1.0E-11                  1227                     0.0018914447765797364
1.0E-11                  1228                     0.0018914447729327754
1.0E-11                  1229                     0.001891444769108642
1.0E-11                  1230                     0.0018914447651073466
1.0E-11                  1231                     0.0018914447609288821
1.0E-11                  1232                     0.0018914447565732486
1.0E-11                  1233                     0.0018914447520404544
1.0E-11                  1234                     0.0018914447476234921
1.0E-11                  1235                     0.0018914447447242475
1.0E-11                  1236                     0.0018914447418234917
1.0E-11                  1237                     0.00189144473892123
1.0E-11                  1238                     0.0018914447360174594
1.0E-11                  1239                     0.0018914447331121811
1.0E-11                  1240                     0.0018914447302053974
1.0E-11                  1241                     0.0018914447272971036
1.0E-11                  1242                     0.0018914447243872988
1.0E-11                  1243                     0.001891444721475989
1.0E-11                  1244                     0.0018914447185631711
1.0E-11                  1245                     0.0018914447156488424
1.0E-11                  1246                     0.0018914447127330101
1.0E-11                  1247                     0.0018914447098156667
1.0E-11                  1248                     0.0018914447068968166
1.0E-11                  1249                     0.0018914447039764571
1.0E-11                  1250                     0.0018914447010545898
1.0E-11                  1251                     0.0018914446981312155
1.0E-11                  1252                     0.0018914446952063332
1.0E-11                  1253                     0.0018914446922799447
1.0E-11                  1254                     0.0018914446893520435
1.0E-11                  1255                     0.001891444686422638
1.0E-11                  1256                     0.0018914446844107303
1.0E-11                  1257                     0.001891444682673532
1.0E-11                  1258                     0.001891444681034476
1.0E-11                  1259                     0.001891444679493566
1.0E-11                  1260                     0.001891444678050799
1.0E-11                  1261                     0.0018914446767061787
1.0E-11                  1262                     0.001891444675459699
1.0E-11                  1263                     0.001891444674311366
1.0E-11                  1264                     0.0018914446732611757
1.0E-11                  1265                     0.0018914446723091352
1.0E-11                  1266                     0.0018914446714552349
1.0E-11                  1267                     0.0018914446706994803
1.0E-11                  1268                     0.0018914446700418683
1.0E-11                  1269                     0.001891444669482401
1.0E-11                  1270                     0.0018914446690210791
1.0E-11                  1271                     0.001891444668657901
1.0E-11                  1272                     0.0018914446683928705
1.0E-11                  1273                     0.0018914446682259836
1.0E-11                  1274                     0.001891444668157237
1.0E-11                  1275                     0.001891444668186639
1.0E-11                  1276                     0.0018914446683141843
1.0E-11                  1277                     0.0018914446683174295
1.0E-11                  1278                     0.0018914446681746347
1.0E-11                  1279                     0.001891444668090005
1.0E-11                  1280                     0.0018914446680635389
1.0E-11                  1281                     0.0018914446680952358
1.0E-11                  1282                     0.0018914446681850942
1.0E-11                  1283                     0.0018914446683331154
1.0E-11                  1284                     0.0018914446685393013
1.0E-11                  1285                     0.0018914446688036478
1.0E-11                  1286                     0.0018914446691261613
1.0E-11                  1287                     0.0018914446695068347
1.0E-11                  1288                     0.0018914446699456705
1.0E-11                  1289                     0.001891444670442673
1.0E-11                  1290                     0.0018914446709978364
1.0E-11                  1291                     0.0018914446716111607
1.0E-11                  1292                     0.0018914446722826492
