% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:37
% Table:              Table 61 - np_retention_mass_lowPM (np_retention_mass_lowPM)
% lowPM_per              t (s)                    np_retention_mass_lowPM (mol/m)
1.0E-11                  49                       1.0310191140507722E-4
1.0E-11                  50                       1.075443882779411E-4
1.0E-11                  51                       1.1207528605074052E-4
1.0E-11                  52                       1.1669664621917085E-4
1.0E-11                  53                       1.21409380126595E-4
1.0E-11                  54                       1.2621341772206133E-4
1.0E-11                  55                       1.3110884133286623E-4
1.0E-11                  56                       1.3609589417121472E-4
1.0E-11                  57                       1.411710136131314E-4
1.0E-11                  58                       1.463339596147965E-4
1.0E-11                  59                       1.5158318370894788E-4
1.0E-11                  60                       1.5691318615048173E-4
1.0E-11                  61                       1.623204042869986E-4
1.0E-11                  62                       1.6779440898101933E-4
1.0E-11                  63                       1.733344120438136E-4
1.0E-11                  64                       1.7893521952993204E-4
1.0E-11                  65                       1.8458404982944814E-4
1.0E-11                  66                       1.9027814633970625E-4
1.0E-11                  67                       1.960054680328413E-4
1.0E-11                  68                       2.0176044312615062E-4
1.0E-11                  69                       2.0753801734722316E-4
1.0E-11                  70                       2.1333106284900777E-4
1.0E-11                  71                       2.1913894421219705E-4
1.0E-11                  72                       2.2495741694707723E-4
1.0E-11                  73                       2.3076208982540007E-4
1.0E-11                  74                       2.3657006502330024E-4
1.0E-11                  75                       2.423810205863035E-4
1.0E-11                  76                       2.4819207702407635E-4
1.0E-11                  77                       2.5400088225866895E-4
1.0E-11                  78                       2.598045896617839E-4
1.0E-11                  79                       2.6559916506659715E-4
1.0E-11                  80                       2.7138345344621595E-4
1.0E-11                  81                       2.77157298342504E-4
1.0E-11                  82                       2.8292119256911197E-4
1.0E-11                  83                       2.886718690309971E-4
1.0E-11                  84                       2.944086845217284E-4
1.0E-11                  85                       3.001306463083086E-4
1.0E-11                  86                       3.0583649107203913E-4
1.0E-11                  87                       3.115252799067288E-4
1.0E-11                  88                       3.1719685231106174E-4
1.0E-11                  89                       3.2285191457253134E-4
1.0E-11                  90                       3.2849053976720307E-4
1.0E-11                  91                       3.3411220259826153E-4
1.0E-11                  92                       3.3971681751714615E-4
1.0E-11                  93                       3.4530435594793795E-4
1.0E-11                  94                       3.5087469635091594E-4
1.0E-11                  95                       3.564278269198044E-4
1.0E-11                  96                       3.619641893023094E-4
1.0E-11                  97                       3.6748382692254665E-4
1.0E-11                  98                       3.729869281841833E-4
1.0E-11                  99                       3.784751834395863E-4
1.0E-11                  100                      3.8395139878073884E-4
1.0E-11                  101                      3.8941331083160077E-4
1.0E-11                  102                      3.948604341922938E-4
1.0E-11                  103                      4.002923218512787E-4
1.0E-11                  104                      4.057091830145808E-4
1.0E-11                  105                      4.111112963705554E-4
1.0E-11                  106                      4.164991468349297E-4
1.0E-11                  107                      4.2187303069947716E-4
1.0E-11                  108                      4.272325701663612E-4
1.0E-11                  109                      4.3257801274053213E-4
1.0E-11                  110                      4.379104080678798E-4
1.0E-11                  111                      4.4322985408329E-4
1.0E-11                  112                      4.4853536368969453E-4
1.0E-11                  113                      4.538262953388858E-4
1.0E-11                  114                      4.591039187987866E-4
1.0E-11                  115                      4.643690956441554E-4
1.0E-11                  116                      4.6962205594569355E-4
1.0E-11                  117                      4.748624992091242E-4
1.0E-11                  118                      4.800909121278449E-4
1.0E-11                  119                      4.8530914158061644E-4
1.0E-11                  120                      4.905144949427886E-4
1.0E-11                  121                      4.957062769211835E-4
1.0E-11                  122                      5.00884969511236E-4
1.0E-11                  123                      5.060504919958035E-4
1.0E-11                  124                      5.112026714262701E-4
1.0E-11                  125                      5.163415028755302E-4
1.0E-11                  126                      5.214669971300599E-4
1.0E-11                  127                      5.265793622128606E-4
1.0E-11                  128                      5.316785211521445E-4
1.0E-11                  129                      5.367644452318783E-4
1.0E-11                  130                      5.418402311775043E-4
1.0E-11                  131                      5.469059455602532E-4
1.0E-11                  132                      5.519612914606375E-4
1.0E-11                  133                      5.570036000194993E-4
1.0E-11                  134                      5.620316383951703E-4
1.0E-11                  135                      5.670468897438335E-4
1.0E-11                  136                      5.72049691246948E-4
1.0E-11                  137                      5.770409994013748E-4
1.0E-11                  138                      5.820201927207727E-4
1.0E-11                  139                      5.869872712051396E-4
1.0E-11                  140                      5.919422079141723E-4
1.0E-11                  141                      5.968850168778007E-4
1.0E-11                  142                      6.01815698297381E-4
1.0E-11                  143                      6.067353580996215E-4
1.0E-11                  144                      6.116440380215789E-4
1.0E-11                  145                      6.165413825053604E-4
1.0E-11                  146                      6.214279462684539E-4
1.0E-11                  147                      6.263044917314142E-4
1.0E-11                  148                      6.311704345233492E-4
1.0E-11                  149                      6.36025904163094E-4
1.0E-11                  150                      6.40872091244854E-4
1.0E-11                  151                      6.457083159685237E-4
1.0E-11                  152                      6.505345783341019E-4
1.0E-11                  153                      6.553578331134197E-4
1.0E-11                  154                      6.60176296914176E-4
1.0E-11                  155                      6.649888765905513E-4
1.0E-11                  156                      6.697955721425439E-4
1.0E-11                  157                      6.745963835701525E-4
1.0E-11                  158                      6.793913108733813E-4
1.0E-11                  159                      6.841782076117055E-4
1.0E-11                  160                      6.88951088933992E-4
1.0E-11                  161                      6.937155405910562E-4
1.0E-11                  162                      6.98471562582895E-4
1.0E-11                  163                      7.032191549095109E-4
1.0E-11                  164                      7.079583175709037E-4
1.0E-11                  165                      7.126890505670711E-4
1.0E-11                  166                      7.174097631882121E-4
1.0E-11                  167                      7.221206987694526E-4
1.0E-11                  168                      7.268225453935515E-4
1.0E-11                  169                      7.315153030605127E-4
1.0E-11                  170                      7.361989717703345E-4
1.0E-11                  171                      7.408735515230162E-4
1.0E-11                  172                      7.455389620405828E-4
1.0E-11                  173                      7.501942624393921E-4
1.0E-11                  174                      7.548401896609492E-4
1.0E-11                  175                      7.594767437052529E-4
1.0E-11                  176                      7.641039245723038E-4
1.0E-11                  177                      7.687217322621012E-4
1.0E-11                  178                      7.733301667746458E-4
1.0E-11                  179                      7.779287167943379E-4
1.0E-11                  180                      7.82517174208719E-4
1.0E-11                  181                      7.870959718388388E-4
1.0E-11                  182                      7.916651096846994E-4
1.0E-11                  183                      7.962245877462988E-4
1.0E-11                  184                      8.007744060236396E-4
1.0E-11                  185                      8.053145645167193E-4
1.0E-11                  186                      8.098447513940773E-4
1.0E-11                  187                      8.143651656864844E-4
1.0E-11                  188                      8.188758300978374E-4
1.0E-11                  189                      8.23376744628136E-4
1.0E-11                  190                      8.278679092773805E-4
1.0E-11                  191                      8.323493240455685E-4
1.0E-11                  192                      8.368215562271589E-4
1.0E-11                  193                      8.412854549642412E-4
1.0E-11                  194                      8.457400839162423E-4
1.0E-11                  195                      8.50185443083158E-4
1.0E-11                  196                      8.546215324649922E-4
1.0E-11                  197                      8.590483520617426E-4
1.0E-11                  198                      8.63465901873411E-4
1.0E-11                  199                      8.67874347890898E-4
1.0E-11                  200                      8.722736288147722E-4
1.0E-11                  201                      8.766636994333755E-4
1.0E-11                  202                      8.810445597467121E-4
1.0E-11                  203                      8.854162097547784E-4
1.0E-11                  204                      8.897786494575764E-4
1.0E-11                  205                      8.941317587246628E-4
1.0E-11                  206                      8.984749902908955E-4
1.0E-11                  207                      9.028088131679952E-4
1.0E-11                  208                      9.071332273559612E-4
1.0E-11                  209                      9.114482328547941E-4
1.0E-11                  210                      9.15753829664492E-4
1.0E-11                  211                      9.200500177850539E-4
1.0E-11                  212                      9.243375378713194E-4
1.0E-11                  213                      9.286164227868593E-4
1.0E-11                  214                      9.328862440383635E-4
1.0E-11                  215                      9.371470016258299E-4
1.0E-11                  216                      9.413986955492637E-4
1.0E-11                  217                      9.456413258086634E-4
1.0E-11                  218                      9.498749121740418E-4
1.0E-11                  219                      9.541007644570766E-4
1.0E-11                  220                      9.58317907472024E-4
1.0E-11                  221                      9.625263412188887E-4
1.0E-11                  222                      9.66726065697668E-4
1.0E-11                  223                      9.709170809083637E-4
1.0E-11                  224                      9.750993868509732E-4
1.0E-11                  225                      9.792728829467402E-4
1.0E-11                  226                      9.83437492331727E-4
1.0E-11                  227                      9.875933266657545E-4
1.0E-11                  228                      9.917403859488196E-4
1.0E-11                  229                      9.958786701809233E-4
1.0E-11                  230                      0.0010000081793620677
1.0E-11                  231                      0.0010041289134922525
1.0E-11                  232                      0.0010082401879436612
1.0E-11                  233                      0.0010123423711293664
1.0E-11                  234                      0.0010164355638081612
1.0E-11                  235                      0.0010205197659800475
1.0E-11                  236                      0.0010245949776450255
1.0E-11                  237                      0.0010286611988030946
1.0E-11                  238                      0.0010327194069945608
1.0E-11                  239                      0.0010367718845879768
1.0E-11                  240                      0.0010408164143253715
1.0E-11                  241                      0.0010448529962067475
1.0E-11                  242                      0.001048881630232102
1.0E-11                  243                      0.0010529023164014368
1.0E-11                  244                      0.0010569150547147508
1.0E-11                  245                      0.0010609175613127916
1.0E-11                  246                      0.001064910338137289
1.0E-11                  247                      0.0010688942601719785
1.0E-11                  248                      0.001072869327416859
1.0E-11                  249                      0.0010768355398719327
1.0E-11                  250                      0.0010807928975371962
1.0E-11                  251                      0.0010847412895286096
1.0E-11                  252                      0.0010886797760504751
1.0E-11                  253                      0.0010926091100885945
1.0E-11                  254                      0.0010965292916429669
1.0E-11                  255                      0.0011004403207135935
1.0E-11                  256                      0.0011043421973004732
1.0E-11                  257                      0.0011082349214036088
1.0E-11                  258                      0.0011121209077961916
1.0E-11                  259                      0.0011160008614736533
1.0E-11                  260                      0.0011198729435880038
1.0E-11                  261                      0.0011237371541392498
1.0E-11                  262                      0.0011275934931273817
1.0E-11                  263                      0.0011314419605524075
1.0E-11                  264                      0.0011352825564143174
1.0E-11                  265                      0.0011391118270795393
1.0E-11                  266                      0.0011429320989786132
1.0E-11                  267                      0.001146743532818668
1.0E-11                  268                      0.0011505461285997046
1.0E-11                  269                      0.0011543398863217223
1.0E-11                  270                      0.0011581248059847247
1.0E-11                  271                      0.0011619010867098356
1.0E-11                  272                      0.0011656689779404401
1.0E-11                  273                      0.0011694281868613095
1.0E-11                  274                      0.0011731787134724486
1.0E-11                  275                      0.0011769205577738522
1.0E-11                  276                      0.001180653719765525
1.0E-11                  277                      0.0011843781994474618
1.0E-11                  278                      0.0011880976052918
1.0E-11                  279                      0.0011918104185970415
1.0E-11                  280                      0.0011955157944584104
1.0E-11                  281                      0.0011992137328759056
1.0E-11                  282                      0.0012029042338495262
1.0E-11                  283                      0.001206587297379274
1.0E-11                  284                      0.0012102623031492042
1.0E-11                  285                      0.0012139269406897136
1.0E-11                  286                      0.0012175832521836081
1.0E-11                  287                      0.0012212312376308886
1.0E-11                  288                      0.0012248708970315516
1.0E-11                  289                      0.0012285022303855997
1.0E-11                  290                      0.0012321252376930325
1.0E-11                  291                      0.0012357393960833471
1.0E-11                  292                      0.0012393447254248522
1.0E-11                  293                      0.001242941496367219
1.0E-11                  294                      0.001246529708910447
1.0E-11                  295                      0.0012501093630545392
1.0E-11                  296                      0.0012536804587994902
1.0E-11                  297                      0.0012572431017248238
1.0E-11                  298                      0.0012607998915671972
1.0E-11                  299                      0.0012643488561530037
1.0E-11                  300                      0.0012678899954822532
1.0E-11                  301                      0.0012714233095549377
1.0E-11                  302                      0.0012749487983710632
1.0E-11                  303                      0.0012784664619306227
1.0E-11                  304                      0.001281974911849678
1.0E-11                  305                      0.0012854732986173555
1.0E-11                  306                      0.0012889630074717398
1.0E-11                  307                      0.0012924440384128326
1.0E-11                  308                      0.0012959163914406336
1.0E-11                  309                      0.0012993800665551422
1.0E-11                  310                      0.0013028350637563598
1.0E-11                  311                      0.001306282278410933
1.0E-11                  312                      0.001309721191956456
1.0E-11                  313                      0.0013131516998973
1.0E-11                  314                      0.0013165738022334656
1.0E-11                  315                      0.0013199874989649528
1.0E-11                  316                      0.001323392790091765
1.0E-11                  317                      0.0013267900331337486
1.0E-11                  318                      0.0013301799293838335
1.0E-11                  319                      0.001333561766263376
1.0E-11                  320                      0.0013369355437723726
1.0E-11                  321                      0.0013403012619108232
1.0E-11                  322                      0.0013436589206787296
1.0E-11                  323                      0.0013470085200760927
1.0E-11                  324                      0.0013503493043148453
1.0E-11                  325                      0.0013536814862812503
1.0E-11                  326                      0.0013570053208911362
1.0E-11                  327                      0.0013603208081445052
1.0E-11                  328                      0.0013636279480413508
1.0E-11                  329                      0.001366926740581679
1.0E-11                  330                      0.001370217326841029
1.0E-11                  331                      0.0013735006211188186
1.0E-11                  332                      0.0013767758726013102
1.0E-11                  333                      0.001380043081288508
1.0E-11                  334                      0.0013833022471804008
1.0E-11                  335                      0.001386553370277001
1.0E-11                  336                      0.0013897964505782971
1.0E-11                  337                      0.0013930319682930877
1.0E-11                  338                      0.0013962600136190285
1.0E-11                  339                      0.001399480257819266
1.0E-11                  340                      0.0014026927008937986
1.0E-11                  341                      0.00140589734284263
1.0E-11                  342                      0.0014090941836657595
1.0E-11                  343                      0.0014122832233631859
1.0E-11                  344                      0.00141546310494131
1.0E-11                  345                      0.0014186347878841553
1.0E-11                  346                      0.0014217983015877725
1.0E-11                  347                      0.0014249536460521639
1.0E-11                  348                      0.0014281008212773249
1.0E-11                  349                      0.0014312398272632633
1.0E-11                  350                      0.0014343706347463088
1.0E-11                  351                      0.0014374932132503178
1.0E-11                  352                      0.001440607601248259
1.0E-11                  353                      0.001443713798740134
1.0E-11                  354                      0.0014468118057259414
1.0E-11                  355                      0.0014499016222056813
1.0E-11                  356                      0.00145298324817935
1.0E-11                  357                      0.0014560571093028606
1.0E-11                  358                      0.0014591230058996893
1.0E-11                  359                      0.0014621808535283734
1.0E-11                  360                      0.001465230652188909
1.0E-11                  361                      0.0014682724018812983
1.0E-11                  362                      0.0014713061026055416
1.0E-11                  363                      0.0014743315962270547
1.0E-11                  364                      0.001477348395104994
1.0E-11                  365                      0.0014803569451785096
1.0E-11                  366                      0.001483357246447602
1.0E-11                  367                      0.0014863492989122733
1.0E-11                  368                      0.001489333102572522
1.0E-11                  369                      0.0014923086574283467
1.0E-11                  370                      0.0014952758932297312
1.0E-11                  371                      0.0014982348179626295
1.0E-11                  372                      0.0015011854640571715
1.0E-11                  373                      0.0015041278315133639
1.0E-11                  374                      0.0015070619203312013
1.0E-11                  375                      0.0015099877305106849
1.0E-11                  376                      0.0015129053025769205
1.0E-11                  377                      0.001515815227118537
1.0E-11                  378                      0.0015187170469942559
1.0E-11                  379                      0.001521610762204074
1.0E-11                  380                      0.0015244963727479937
1.0E-11                  381                      0.0015273738786260138
1.0E-11                  382                      0.0015302432798381357
1.0E-11                  383                      0.0015331043682269895
1.0E-11                  384                      0.0015359570447024656
1.0E-11                  385                      0.0015388014960758577
1.0E-11                  386                      0.0015416377223471747
1.0E-11                  387                      0.0015444657235164046
1.0E-11                  388                      0.0015472854995835575
1.0E-11                  389                      0.0015500970505486296
1.0E-11                  390                      0.0015529013114508187
1.0E-11                  391                      0.001555697704603073
1.0E-11                  392                      0.0015584861477257732
1.0E-11                  393                      0.0015612666408189183
1.0E-11                  394                      0.0015640391838825114
1.0E-11                  395                      0.0015668037769165492
1.0E-11                  396                      0.0015695605625949327
1.0E-11                  397                      0.0015723097761765883
1.0E-11                  398                      0.0015750511661740455
1.0E-11                  399                      0.001577784732587319
1.0E-11                  400                      0.0015805104754164025
1.0E-11                  401                      0.0015832283946612977
1.0E-11                  402                      0.0015859384903220012
1.0E-11                  403                      0.0015886400982559178
1.0E-11                  404                      0.0015913334437316642
1.0E-11                  405                      0.0015940187224605929
1.0E-11                  406                      0.0015966959344427018
1.0E-11                  407                      0.0015993650796779903
1.0E-11                  408                      0.0016020261581664607
1.0E-11                  409                      0.001604679118172489
1.0E-11                  410                      0.0016073236942576916
1.0E-11                  411                      0.0016099601103194826
1.0E-11                  412                      0.0016125883663578656
1.0E-11                  413                      0.0016152084623728361
1.0E-11                  414                      0.0016178203983643967
1.0E-11                  415                      0.0016204241743325513
1.0E-11                  416                      0.0016230194241259757
1.0E-11                  417                      0.0016256061136353506
1.0E-11                  418                      0.0016281844678969154
1.0E-11                  419                      0.0016307544869106699
1.0E-11                  420                      0.0016333161706766112
1.0E-11                  421                      0.0016358695191947435
1.0E-11                  422                      0.0016384145305410461
1.0E-11                  423                      0.001640950205089867
1.0E-11                  424                      0.0016434772798153902
1.0E-11                  425                      0.001645995754717614
1.0E-11                  426                      0.0016485056297965396
1.0E-11                  427                      0.001651006905052166
1.0E-11                  428                      0.001653499580484493
1.0E-11                  429                      0.0016559833319929025
1.0E-11                  430                      0.0016584578819039755
1.0E-11                  431                      0.0016609236121551646
1.0E-11                  432                      0.0016633805227464712
1.0E-11                  433                      0.0016658286136778928
1.0E-11                  434                      0.001668267884949429
1.0E-11                  435                      0.0016706983365610804
1.0E-11                  436                      0.0016731193752207284
1.0E-11                  437                      0.0016755313060628427
1.0E-11                  438                      0.0016779342268889508
1.0E-11                  439                      0.0016803281376990553
1.0E-11                  440                      0.0016827130384931524
1.0E-11                  441                      0.001685088929271241
1.0E-11                  442                      0.0016874554804220622
1.0E-11                  443                      0.00168981184345208
1.0E-11                  444                      0.0016921588241363568
1.0E-11                  445                      0.0016944964224748912
1.0E-11                  446                      0.001696824638467683
1.0E-11                  447                      0.0016991434721147357
1.0E-11                  448                      0.0017014529234160455
1.0E-11                  449                      0.0017037519178056528
1.0E-11                  450                      0.0017060406524199048
1.0E-11                  451                      0.0017083195678333919
1.0E-11                  452                      0.0017105886640461092
1.0E-11                  453                      0.0017128479410580654
1.0E-11                  454                      0.0017150973988692528
1.0E-11                  455                      0.0017173369188683949
1.0E-11                  456                      0.0017195653089633173
1.0E-11                  457                      0.0017217835121570754
1.0E-11                  458                      0.001723991528449668
1.0E-11                  459                      0.0017261893578410965
1.0E-11                  460                      0.0017283770003313555
1.0E-11                  461                      0.0017305544559204538
1.0E-11                  462                      0.0017327206629677197
1.0E-11                  463                      0.001734875245485556
1.0E-11                  464                      0.0017370190606938794
1.0E-11                  465                      0.0017391521085926972
1.0E-11                  466                      0.001741274389182003
1.0E-11                  467                      0.0017433859024618015
1.0E-11                  468                      0.0017454866484320891
1.0E-11                  469                      0.0017475735027253439
1.0E-11                  470                      0.001749648509621437
1.0E-11                  471                      0.0017517118593636857
1.0E-11                  472                      0.0017537635519520908
1.0E-11                  473                      0.0017558035873866532
1.0E-11                  474                      0.0017578319656673686
1.0E-11                  475                      0.001759849542476585
1.0E-11                  476                      0.0017618575014465478
1.0E-11                  477                      0.0017638545018936747
1.0E-11                  478                      0.0017658405438179643
1.0E-11                  479                      0.0017678156272194117
1.0E-11                  480                      0.0017697797520980216
1.0E-11                  481                      0.001771732918453793
1.0E-11                  482                      0.001773675126286727
1.0E-11                  483                      0.0017756063755968222
1.0E-11                  484                      0.0017775266663840766
1.0E-11                  485                      0.0017794359986484948
1.0E-11                  486                      0.0017813343723900748
1.0E-11                  487                      0.0017832217876088167
1.0E-11                  488                      0.0017850940922449873
1.0E-11                  489                      0.0017869359148929124
1.0E-11                  490                      0.0017887635233681384
1.0E-11                  491                      0.0017905769176706596
1.0E-11                  492                      0.0017923760978004783
1.0E-11                  493                      0.0017941610637575913
1.0E-11                  494                      0.0017959318155420043
1.0E-11                  495                      0.0017976883531537137
1.0E-11                  496                      0.001799430676592717
1.0E-11                  497                      0.0018011587858590204
1.0E-11                  498                      0.0018028726809526173
1.0E-11                  499                      0.0018045723618735135
1.0E-11                  500                      0.0018062578286217055
1.0E-11                  501                      0.0018079286304760328
1.0E-11                  502                      0.0018095687847022287
1.0E-11                  503                      0.0018111923500126739
1.0E-11                  504                      0.001812799326407365
1.0E-11                  505                      0.001814389713886309
1.0E-11                  506                      0.0018159635124495002
1.0E-11                  507                      0.0018175207220969395
1.0E-11                  508                      0.0018190613428286265
1.0E-11                  509                      0.0018205853746445617
1.0E-11                  510                      0.0018220928175447465
1.0E-11                  511                      0.0018235836715291835
1.0E-11                  512                      0.0018250579365978643
1.0E-11                  513                      0.0018265156127507951
1.0E-11                  514                      0.0018279566999879736
1.0E-11                  515                      0.0018293717330873907
1.0E-11                  516                      0.0018307672661462592
1.0E-11                  517                      0.001832144653057336
1.0E-11                  518                      0.0018335038938206312
1.0E-11                  519                      0.0018348449884361439
1.0E-11                  520                      0.0018361679369038658
1.0E-11                  521                      0.0018374727392238084
1.0E-11                  522                      0.0018387593953959603
1.0E-11                  523                      0.00184002790542033
1.0E-11                  524                      0.0018412782692969164
1.0E-11                  525                      0.001842510487025713
1.0E-11                  526                      0.0018437245586067272
1.0E-11                  527                      0.001844920484039954
1.0E-11                  528                      0.0018460951816028535
1.0E-11                  529                      0.0018472499013627301
1.0E-11                  530                      0.001848385843874821
1.0E-11                  531                      0.0018495030091391228
1.0E-11                  532                      0.00185060139715564
1.0E-11                  533                      0.0018516810079243664
1.0E-11                  534                      0.001852741841445308
1.0E-11                  535                      0.0018537838977184633
1.0E-11                  536                      0.0018548071767438303
1.0E-11                  537                      0.0018558116785214085
1.0E-11                  538                      0.0018567974030512012
1.0E-11                  539                      0.0018577643503332054
1.0E-11                  540                      0.0018587125203674247
1.0E-11                  541                      0.001859644332638189
1.0E-11                  542                      0.0018605599139202814
1.0E-11                  543                      0.0018614573693551074
1.0E-11                  544                      0.0018623366989426705
1.0E-11                  545                      0.0018631979026829692
1.0E-11                  546                      0.0018640409805760062
1.0E-11                  547                      0.001864865932621777
1.0E-11                  548                      0.0018656727588202866
1.0E-11                  549                      0.001866461459171531
1.0E-11                  550                      0.0018672320336755159
1.0E-11                  551                      0.001867984482332234
1.0E-11                  552                      0.0018687188051416893
1.0E-11                  553                      0.001869435002103881
1.0E-11                  554                      0.0018701429101880222
1.0E-11                  555                      0.0018708513932347499
1.0E-11                  556                      0.0018715455753911545
1.0E-11                  557                      0.001872225456657231
1.0E-11                  558                      0.0018728910370329835
1.0E-11                  559                      0.0018735423165184063
1.0E-11                  560                      0.0018741792951135062
1.0E-11                  561                      0.001874801972818281
1.0E-11                  562                      0.001875410349632729
1.0E-11                  563                      0.0018760044255568466
1.0E-11                  564                      0.0018765842005906421
1.0E-11                  565                      0.0018771496747341096
1.0E-11                  566                      0.0018777008479872533
1.0E-11                  567                      0.0018782377203500704
1.0E-11                  568                      0.0018787602918225593
1.0E-11                  569                      0.0018792685624047225
1.0E-11                  570                      0.0018797625320965605
1.0E-11                  571                      0.0018802422008980723
1.0E-11                  572                      0.0018807075688092572
1.0E-11                  573                      0.0018811586358301181
1.0E-11                  574                      0.00188159540196065
1.0E-11                  575                      0.0018820178672008575
1.0E-11                  576                      0.0018824260315507381
1.0E-11                  577                      0.0018828198950102944
1.0E-11                  578                      0.0018831994575795217
1.0E-11                  579                      0.0018835647192584231
1.0E-11                  580                      0.0018839181163193832
1.0E-11                  581                      0.00188430055746692
1.0E-11                  582                      0.0018846720351377824
1.0E-11                  583                      0.0018850325493319673
1.0E-11                  584                      0.0018853821000494742
1.0E-11                  585                      0.0018857206872903043
1.0E-11                  586                      0.0018860483110544576
1.0E-11                  587                      0.0018863649713419296
1.0E-11                  588                      0.0018866706681527283
1.0E-11                  589                      0.0018869654014868485
1.0E-11                  590                      0.0018872491713442907
1.0E-11                  591                      0.0018875219777250553
1.0E-11                  592                      0.0018877838206291407
1.0E-11                  593                      0.0018880347000565533
1.0E-11                  594                      0.0018882746160072841
1.0E-11                  595                      0.0018885035684813392
1.0E-11                  596                      0.001888721557478718
1.0E-11                  597                      0.0018889285829994163
1.0E-11                  598                      0.0018891246450434404
1.0E-11                  599                      0.0018893097436107843
1.0E-11                  600                      0.0018894838787014562
1.0E-11                  601                      0.0018896470503154436
1.0E-11                  602                      0.0018897992584527563
1.0E-11                  603                      0.001889940503113394
1.0E-11                  604                      0.0018900707842973508
1.0E-11                  605                      0.0018901901020046317
1.0E-11                  606                      0.0018902984562352352
1.0E-11                  607                      0.001890441894046731
1.0E-11                  608                      0.0018905953553024024
1.0E-11                  609                      0.001890742510448598
1.0E-11                  610                      0.0018908833594853249
1.0E-11                  611                      0.0018910179024125705
1.0E-11                  612                      0.0018911461392303421
1.0E-11                  613                      0.001891268069938643
1.0E-11                  614                      0.0018913836945374646
1.0E-11                  615                      0.0018914930130268144
1.0E-11                  616                      0.0018915960254066867
1.0E-11                  617                      0.0018916927316770873
1.0E-11                  618                      0.0018917831318380103
1.0E-11                  619                      0.0018918672258894601
1.0E-11                  620                      0.0018919450138314366
1.0E-11                  621                      0.0018920164956639364
1.0E-11                  622                      0.001892081671386959
1.0E-11                  623                      0.0018921405410005094
1.0E-11                  624                      0.001892193104504588
1.0E-11                  625                      0.0018922393618991875
1.0E-11                  626                      0.0018922793131843137
1.0E-11                  627                      0.0018923129583599653
1.0E-11                  628                      0.0018923402974261414
1.0E-11                  629                      0.001892361330382843
1.0E-11                  630                      0.0018923760572300721
1.0E-11                  631                      0.0018923844779678233
1.0E-11                  632                      0.0018923865925960994
1.0E-11                  633                      0.0018924015365076425
1.0E-11                  634                      0.0018924406026046287
1.0E-11                  635                      0.001892476885585769
1.0E-11                  636                      0.001892510385451065
1.0E-11                  637                      0.0018925411022005182
1.0E-11                  638                      0.001892569035834128
1.0E-11                  639                      0.0018925941863518942
1.0E-11                  640                      0.0018926165537538182
1.0E-11                  641                      0.0018926361380399007
