% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:50
% Table:              TCE_reacted lg = 7 - tce_reacted_mass (tce_reacted_mass)
% lowPM_per              t (s)                    The reacted TCE (mol/m)
1.0E-17                  327                      3.732888980175969E-6
1.0E-17                  328                      3.7371921647266174E-6
1.0E-17                  329                      3.7415091869922565E-6
1.0E-17                  330                      3.74581584910347E-6
1.0E-17                  331                      3.7501121510601906E-6
1.0E-17                  332                      3.754398092862445E-6
1.0E-17                  333                      3.7586736745104772E-6
1.0E-17                  334                      3.762938896003691E-6
1.0E-17                  335                      3.767193757342818E-6
1.0E-17                  336                      3.7714382585272218E-6
1.0E-17                  337                      3.7756723995572E-6
1.0E-17                  338                      3.779896180432888E-6
1.0E-17                  339                      3.7841096011540832E-6
1.0E-17                  340                      3.788312661720663E-6
1.0E-17                  341                      3.7925053621331158E-6
1.0E-17                  342                      3.7966877023906957E-6
1.0E-17                  343                      3.8008596824939587E-6
1.0E-17                  344                      3.805021302442769E-6
1.0E-17                  345                      3.8091725622372354E-6
1.0E-17                  346                      3.813313461877195E-6
1.0E-17                  347                      3.817444001362743E-6
1.0E-17                  348                      3.821564180693743E-6
1.0E-17                  349                      3.825673999870453E-6
1.0E-17                  350                      3.829773458892657E-6
1.0E-17                  351                      3.83386255776034E-6
1.0E-17                  352                      3.837941296473639E-6
1.0E-17                  353                      3.842009675032417E-6
1.0E-17                  354                      3.846067693436838E-6
1.0E-17                  355                      3.8501153516866296E-6
1.0E-17                  356                      3.854152649782145E-6
1.0E-17                  357                      3.858179587723154E-6
1.0E-17                  358                      3.862196165509656E-6
1.0E-17                  359                      3.866202383141692E-6
1.0E-17                  360                      3.870198240619302E-6
1.0E-17                  361                      3.87418373794246E-6
1.0E-17                  362                      3.878158875111247E-6
1.0E-17                  363                      3.8821236521255E-6
1.0E-17                  364                      3.886078068985233E-6
1.0E-17                  365                      3.890022125690757E-6
1.0E-17                  366                      3.893955822241679E-6
1.0E-17                  367                      3.897879158638095E-6
1.0E-17                  368                      3.901792134879936E-6
1.0E-17                  369                      3.905722149759368E-6
1.0E-17                  370                      3.9096515843305645E-6
1.0E-17                  371                      3.91357239164946E-6
1.0E-17                  372                      3.917484571716164E-6
1.0E-17                  373                      3.921388124530675E-6
1.0E-17                  374                      3.925283050093062E-6
1.0E-17                  375                      3.92916934840285E-6
1.0E-17                  376                      3.9330470194607985E-6
1.0E-17                  377                      3.93691606326608E-6
1.0E-17                  378                      3.940776479819373E-6
1.0E-17                  379                      3.9446282691205136E-6
1.0E-17                  380                      3.9484714311692725E-6
1.0E-17                  381                      3.95230596596569E-6
1.0E-17                  382                      3.956131873509834E-6
1.0E-17                  383                      3.959949153801813E-6
1.0E-17                  384                      3.963757806841749E-6
1.0E-17                  385                      3.967557832629262E-6
1.0E-17                  386                      3.9713492311646505E-6
1.0E-17                  387                      3.975132002447725E-6
1.0E-17                  388                      3.97890614647839E-6
1.0E-17                  389                      3.982671663257161E-6
1.0E-17                  390                      3.98642855278332E-6
1.0E-17                  391                      3.990176815057422E-6
1.0E-17                  392                      3.993916450079345E-6
1.0E-17                  393                      3.997647457848927E-6
1.0E-17                  394                      4.001369838366303E-6
1.0E-17                  395                      4.005083591631365E-6
1.0E-17                  396                      4.008788717644289E-6
1.0E-17                  397                      4.012485216405034E-6
1.0E-17                  398                      4.016173087913262E-6
1.0E-17                  399                      4.0198523321694326E-6
1.0E-17                  400                      4.02352294917333E-6
1.0E-17                  401                      4.027184938925103E-6
1.0E-17                  402                      4.030838301424466E-6
1.0E-17                  403                      4.034483036671692E-6
1.0E-17                  404                      4.038119144666617E-6
1.0E-17                  405                      4.041746625409201E-6
1.0E-17                  406                      4.04536547889966E-6
1.0E-17                  407                      4.048975705137967E-6
1.0E-17                  408                      4.052577304123974E-6
1.0E-17                  409                      4.0561871093899155E-6
1.0E-17                  410                      4.059815331345349E-6
1.0E-17                  411                      4.063437007254783E-6
1.0E-17                  412                      4.067052137118448E-6
1.0E-17                  413                      4.070660720936059E-6
1.0E-17                  414                      4.074262758707684E-6
1.0E-17                  415                      4.0778582504334584E-6
1.0E-17                  416                      4.081447196113491E-6
1.0E-17                  417                      4.085029595747306E-6
1.0E-17                  418                      4.088605449335434E-6
1.0E-17                  419                      4.092174756877603E-6
1.0E-17                  420                      4.0957375183736774E-6
1.0E-17                  421                      4.099293733824132E-6
1.0E-17                  422                      4.102843403228356E-6
1.0E-17                  423                      4.1063865265868784E-6
1.0E-17                  424                      4.109923103899429E-6
1.0E-17                  425                      4.11345313516606E-6
1.0E-17                  426                      4.116976620386801E-6
1.0E-17                  427                      4.120493559561583E-6
1.0E-17                  428                      4.124003952690392E-6
1.0E-17                  429                      4.1275077997734045E-6
1.0E-17                  430                      4.131005100810458E-6
1.0E-17                  431                      4.134495855801458E-6
1.0E-17                  432                      4.137980064746811E-6
1.0E-17                  433                      4.1414577276460826E-6
1.0E-17                  434                      4.144928844499436E-6
1.0E-17                  435                      4.148393415306898E-6
1.0E-17                  436                      4.151851440068361E-6
1.0E-17                  437                      4.155302918783973E-6
1.0E-17                  438                      4.15874785145368E-6
1.0E-17                  439                      4.162186238077469E-6
1.0E-17                  440                      4.165618078655339E-6
1.0E-17                  441                      4.169043373187183E-6
1.0E-17                  442                      4.172462121673285E-6
1.0E-17                  443                      4.175874324113346E-6
1.0E-17                  444                      4.179279980507503E-6
1.0E-17                  445                      4.1826790908558226E-6
1.0E-17                  446                      4.1860716551581155E-6
1.0E-17                  447                      4.1894576734144765E-6
1.0E-17                  448                      4.192837145625068E-6
1.0E-17                  449                      4.196210071789606E-6
1.0E-17                  450                      4.1995764519082665E-6
1.0E-17                  451                      4.202936285981063E-6
1.0E-17                  452                      4.206289574007805E-6
1.0E-17                  453                      4.209636315988846E-6
1.0E-17                  454                      4.212976511923765E-6
1.0E-17                  455                      4.216310161812834E-6
1.0E-17                  456                      4.219637265656065E-6
1.0E-17                  457                      4.222957823453243E-6
1.0E-17                  458                      4.2262718352045975E-6
1.0E-17                  459                      4.229579300909993E-6
1.0E-17                  460                      4.232880220569443E-6
1.0E-17                  461                      4.236174594182988E-6
1.0E-17                  462                      4.239462421750805E-6
1.0E-17                  463                      4.2427437032724455E-6
1.0E-17                  464                      4.246018438748222E-6
1.0E-17                  465                      4.249286628178094E-6
1.0E-17                  466                      4.252548271562129E-6
1.0E-17                  467                      4.255803368900137E-6
1.0E-17                  468                      4.259051920192322E-6
1.0E-17                  469                      4.262293925438561E-6
1.0E-17                  470                      4.265529384638828E-6
1.0E-17                  471                      4.268758297793176E-6
1.0E-17                  472                      4.271980664901701E-6
1.0E-17                  473                      4.275196485964227E-6
1.0E-17                  474                      4.278405760980725E-6
1.0E-17                  475                      4.281608489951685E-6
1.0E-17                  476                      4.284804672876374E-6
1.0E-17                  477                      4.287994309755186E-6
1.0E-17                  478                      4.29117740058816E-6
1.0E-17                  479                      4.294353945375338E-6
1.0E-17                  480                      4.297523944116286E-6
1.0E-17                  481                      4.300687396811533E-6
1.0E-17                  482                      4.303844303460847E-6
1.0E-17                  483                      4.306994664064393E-6
1.0E-17                  484                      4.310138478621749E-6
1.0E-17                  485                      4.3132757471332544E-6
1.0E-17                  486                      4.316406469598896E-6
1.0E-17                  487                      4.3195306460183886E-6
1.0E-17                  488                      4.322648276392356E-6
1.0E-17                  489                      4.325759360720188E-6
1.0E-17                  490                      4.3288908986311835E-6
1.0E-17                  491                      4.3320310701510485E-6
1.0E-17                  492                      4.335165711382691E-6
1.0E-17                  493                      4.338294822326042E-6
1.0E-17                  494                      4.341418402980656E-6
1.0E-17                  495                      4.3445364533470875E-6
1.0E-17                  496                      4.3476489734250794E-6
1.0E-17                  497                      4.350755963214496E-6
1.0E-17                  498                      4.353857422715582E-6
1.0E-17                  499                      4.356953351928255E-6
1.0E-17                  500                      4.3600437508525965E-6
1.0E-17                  501                      4.3631286194884445E-6
1.0E-17                  502                      4.366207957835826E-6
1.0E-17                  503                      4.36928176589474E-6
1.0E-17                  504                      4.372350043665377E-6
1.0E-17                  505                      4.375412791147494E-6
1.0E-17                  506                      4.378470008341225E-6
1.0E-17                  507                      4.381521695246516E-6
1.0E-17                  508                      4.384567851863585E-6
1.0E-17                  509                      4.387608478191997E-6
1.0E-17                  510                      4.390643574231996E-6
1.0E-17                  511                      4.393673139983637E-6
1.0E-17                  512                      4.396697175446839E-6
1.0E-17                  513                      4.399715680621682E-6
1.0E-17                  514                      4.402728655508167E-6
1.0E-17                  515                      4.405736100106077E-6
1.0E-17                  516                      4.408738014415492E-6
1.0E-17                  517                      4.41173439843674E-6
1.0E-17                  518                      4.414725252169412E-6
1.0E-17                  519                      4.417710575613698E-6
1.0E-17                  520                      4.420690368769681E-6
1.0E-17                  521                      4.423664631637061E-6
1.0E-17                  522                      4.4266333642160015E-6
1.0E-17                  523                      4.429596566506692E-6
1.0E-17                  524                      4.4325542385087804E-6
1.0E-17                  525                      4.435506380222619E-6
1.0E-17                  526                      4.4384529916479635E-6
1.0E-17                  527                      4.4413940727848955E-6
1.0E-17                  528                      4.4443296236332795E-6
1.0E-17                  529                      4.447259644193468E-6
1.0E-17                  530                      4.450184134465162E-6
1.0E-17                  531                      4.453103094448336E-6
1.0E-17                  532                      4.456016524143178E-6
1.0E-17                  533                      4.4589244235496346E-6
1.0E-17                  534                      4.461826792667625E-6
1.0E-17                  535                      4.464723631497256E-6
1.0E-17                  536                      4.467614940038313E-6
1.0E-17                  537                      4.470500718291065E-6
1.0E-17                  538                      4.473380966255459E-6
1.0E-17                  539                      4.476255683931359E-6
1.0E-17                  540                      4.479124871318657E-6
1.0E-17                  541                      4.4819885284177595E-6
1.0E-17                  542                      4.484846655228422E-6
1.0E-17                  543                      4.487699251750645E-6
1.0E-17                  544                      4.490546317984428E-6
1.0E-17                  545                      4.493387853929826E-6
1.0E-17                  546                      4.496223859586893E-6
1.0E-17                  547                      4.499054334955249E-6
1.0E-17                  548                      4.501879280035409E-6
1.0E-17                  549                      4.5046986948271835E-6
1.0E-17                  550                      4.507512579330356E-6
1.0E-17                  551                      4.51032093354536E-6
1.0E-17                  552                      4.51312375747168E-6
1.0E-17                  553                      4.515921051109778E-6
1.0E-17                  554                      4.518712814459408E-6
1.0E-17                  555                      4.521499047520491E-6
1.0E-17                  556                      4.5242797502932695E-6
1.0E-17                  557                      4.527054922777473E-6
1.0E-17                  558                      4.5298245649734805E-6
1.0E-17                  559                      4.53258867688094E-6
1.0E-17                  560                      4.53534725850015E-6
1.0E-17                  561                      4.538100309830893E-6
1.0E-17                  562                      4.540847830872925E-6
1.0E-17                  563                      4.543589821626897E-6
1.0E-17                  564                      4.546326282092185E-6
1.0E-17                  565                      4.549057212269332E-6
1.0E-17                  566                      4.5517826121577415E-6
1.0E-17                  567                      4.554502481757928E-6
1.0E-17                  568                      4.557216821069864E-6
1.0E-17                  569                      4.5599256300929815E-6
1.0E-17                  570                      4.5626289088279844E-6
1.0E-17                  571                      4.565369576509093E-6
1.0E-17                  572                      4.568110091331926E-6
1.0E-17                  573                      4.570846231806869E-6
1.0E-17                  574                      4.573577997933544E-6
1.0E-17                  575                      4.576305389712059E-6
1.0E-17                  576                      4.579028407142522E-6
1.0E-17                  577                      4.581747050225177E-6
1.0E-17                  578                      4.584461318959455E-6
1.0E-17                  579                      4.587171213345708E-6
1.0E-17                  580                      4.5898767333839915E-6
1.0E-17                  581                      4.5925778790741685E-6
1.0E-17                  582                      4.595274650416267E-6
1.0E-17                  583                      4.59796704741034E-6
1.0E-17                  584                      4.6006550700561995E-6
1.0E-17                  585                      4.6033387183541696E-6
1.0E-17                  586                      4.606017992303952E-6
1.0E-17                  587                      4.6086928919057105E-6
1.0E-17                  588                      4.6113634171593356E-6
1.0E-17                  589                      4.614029568065044E-6
1.0E-17                  590                      4.616691344622566E-6
1.0E-17                  591                      4.6193487468319545E-6
1.0E-17                  592                      4.62200177469321E-6
1.0E-17                  593                      4.624650428206549E-6
1.0E-17                  594                      4.627294707371864E-6
1.0E-17                  595                      4.629934612189045E-6
1.0E-17                  596                      4.632570142658094E-6
1.0E-17                  597                      4.635201298779199E-6
1.0E-17                  598                      4.637828080551981E-6
1.0E-17                  599                      4.640450487976847E-6
1.0E-17                  600                      4.64306852105377E-6
1.0E-17                  601                      4.645682179782397E-6
1.0E-17                  602                      4.648291464163026E-6
1.0E-17                  603                      4.650896374195631E-6
1.0E-17                  604                      4.65349690988013E-6
1.0E-17                  605                      4.656093071216631E-6
1.0E-17                  606                      4.6586848582047015E-6
1.0E-17                  607                      4.661272270845262E-6
1.0E-17                  608                      4.663855309137337E-6
1.0E-17                  609                      4.666433973081523E-6
1.0E-17                  610                      4.669008262677603E-6
1.0E-17                  611                      4.671578177925604E-6
