% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable2.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 01:33
% Table:              TCE_reacted 0.02 - tce_reacted_mass (tce_reacted_mass)
% lowPM_per              t (s)                    The reacted TCE (mol/m)
1.0E-12                  569                      4.7491976269863816E-6
1.0E-12                  570                      4.752125662066999E-6
1.0E-12                  571                      4.7550488503627785E-6
1.0E-12                  572                      4.757967191874342E-6
1.0E-12                  573                      4.760880686601257E-6
1.0E-12                  574                      4.76378933454374E-6
1.0E-12                  575                      4.766693135701465E-6
1.0E-12                  576                      4.769592090074731E-6
1.0E-12                  577                      4.772486197663538E-6
1.0E-12                  578                      4.775375458467696E-6
1.0E-12                  579                      4.778259872487367E-6
1.0E-12                  580                      4.7811394397225524E-6
1.0E-12                  581                      4.784014160173116E-6
1.0E-12                  582                      4.7868840338391656E-6
1.0E-12                  583                      4.789749060720702E-6
1.0E-12                  584                      4.792609240817589E-6
1.0E-12                  585                      4.795464574130045E-6
1.0E-12                  586                      4.798315060657959E-6
1.0E-12                  587                      4.8011607004013336E-6
1.0E-12                  588                      4.804001493360059E-6
1.0E-12                  589                      4.80683743953446E-6
1.0E-12                  590                      4.8096685389241586E-6
1.0E-12                  591                      4.812494791529398E-6
1.0E-12                  592                      4.815321093197712E-6
1.0E-12                  593                      4.818149175546556E-6
1.0E-12                  594                      4.820972919342419E-6
1.0E-12                  595                      4.823792324585381E-6
1.0E-12                  596                      4.8266073912752805E-6
1.0E-12                  597                      4.82941811941228E-6
1.0E-12                  598                      4.832224508996325E-6
1.0E-12                  599                      4.835026560027225E-6
1.0E-12                  600                      4.837824272505307E-6
1.0E-12                  601                      4.840617646430272E-6
1.0E-12                  602                      4.8434066818022555E-6
1.0E-12                  603                      4.846191378621339E-6
1.0E-12                  604                      4.848971736887522E-6
1.0E-12                  605                      4.85174775660056E-6
1.0E-12                  606                      4.854519437760672E-6
1.0E-12                  607                      4.857286780367748E-6
1.0E-12                  608                      4.860049784421896E-6
1.0E-12                  609                      4.862808449923009E-6
1.0E-12                  610                      4.8655627768711405E-6
1.0E-12                  611                      4.8683127652663445E-6
1.0E-12                  612                      4.871058415108594E-6
1.0E-12                  613                      4.873799726397727E-6
1.0E-12                  614                      4.876536699133959E-6
1.0E-12                  615                      4.879269333317237E-6
1.0E-12                  616                      4.881997628947507E-6
1.0E-12                  617                      4.884721586024876E-6
1.0E-12                  618                      4.887441204549182E-6
1.0E-12                  619                      4.890156484520534E-6
1.0E-12                  620                      4.892867425938905E-6
1.0E-12                  621                      4.8955740288042125E-6
1.0E-12                  622                      4.898276293116566E-6
1.0E-12                  623                      4.9009742188759105E-6
1.0E-12                  624                      4.903667806082382E-6
1.0E-12                  625                      4.906357054735791E-6
1.0E-12                  626                      4.909041964836272E-6
1.0E-12                  627                      4.911722536383664E-6
1.0E-12                  628                      4.914398769378128E-6
1.0E-12                  629                      4.917070663819638E-6
1.0E-12                  630                      4.919738219708139E-6
1.0E-12                  631                      4.922401437043524E-6
1.0E-12                  632                      4.925060315826116E-6
1.0E-12                  633                      4.9277148560557E-6
1.0E-12                  634                      4.930365057732248E-6
1.0E-12                  635                      4.933010920855761E-6
1.0E-12                  636                      4.935661272466356E-6
1.0E-12                  637                      4.938307965229123E-6
1.0E-12                  638                      4.940950729138011E-6
1.0E-12                  639                      4.943589564192696E-6
1.0E-12                  640                      4.9462244703933666E-6
1.0E-12                  641                      4.9488554477401315E-6
1.0E-12                  642                      4.95148249623272E-6
1.0E-12                  643                      4.954105615871375E-6
1.0E-12                  644                      4.95672480665599E-6
1.0E-12                  645                      4.959340068586427E-6
1.0E-12                  646                      4.9619514016629594E-6
1.0E-12                  647                      4.96455880588545E-6
1.0E-12                  648                      4.967162281253846E-6
1.0E-12                  649                      4.969761827768336E-6
1.0E-12                  650                      4.9723574454287305E-6
1.0E-12                  651                      4.974949134234894E-6
1.0E-12                  652                      4.977536894187288E-6
1.0E-12                  653                      4.980120725285613E-6
1.0E-12                  654                      4.982700627529762E-6
1.0E-12                  655                      4.985276600919924E-6
1.0E-12                  656                      4.98784864545599E-6
1.0E-12                  657                      4.99041676113807E-6
1.0E-12                  658                      4.992980947966189E-6
1.0E-12                  659                      4.995541205940241E-6
1.0E-12                  660                      4.998097535060224E-6
1.0E-12                  661                      5.00064993532622E-6
1.0E-12                  662                      5.003198406738121E-6
1.0E-12                  663                      5.0057429492959805E-6
1.0E-12                  664                      5.008283562999745E-6
1.0E-12                  665                      5.010820247849658E-6
1.0E-12                  666                      5.013353003845421E-6
1.0E-12                  667                      5.015881830987143E-6
1.0E-12                  668                      5.018406729274716E-6
1.0E-12                  669                      5.020927698708491E-6
1.0E-12                  670                      5.023444739288226E-6
1.0E-12                  671                      5.025957851013783E-6
1.0E-12                  672                      5.028467033885354E-6
1.0E-12                  673                      5.0309722879028835E-6
1.0E-12                  674                      5.033473613066318E-6
1.0E-12                  675                      5.035971009375684E-6
1.0E-12                  676                      5.03846447683109E-6
1.0E-12                  677                      5.040954015432536E-6
1.0E-12                  678                      5.0434396251798055E-6
1.0E-12                  679                      5.045925007869445E-6
1.0E-12                  680                      5.048410408099442E-6
1.0E-12                  681                      5.050892215880049E-6
1.0E-12                  682                      5.053370431211293E-6
1.0E-12                  683                      5.055845054093147E-6
1.0E-12                  684                      5.0583160845257184E-6
1.0E-12                  685                      5.060783522508819E-6
1.0E-12                  686                      5.063247368042556E-6
1.0E-12                  687                      5.065707621126984E-6
1.0E-12                  688                      5.068164281761913E-6
1.0E-12                  689                      5.0706173499474796E-6
1.0E-12                  690                      5.073066825683764E-6
1.0E-12                  691                      5.075512708970685E-6
1.0E-12                  692                      5.077954999808081E-6
1.0E-12                  693                      5.080393698196113E-6
1.0E-12                  694                      5.082828804134809E-6
1.0E-12                  695                      5.085260317624115E-6
1.0E-12                  696                      5.087688238664058E-6
1.0E-12                  697                      5.090112567254638E-6
1.0E-12                  698                      5.092533303395746E-6
1.0E-12                  699                      5.094950447087572E-6
1.0E-12                  700                      5.097363998330008E-6
1.0E-12                  701                      5.099773957123054E-6
1.0E-12                  702                      5.102180323466709E-6
1.0E-12                  703                      5.104583097361001E-6
1.0E-12                  704                      5.106982278805822E-6
1.0E-12                  705                      5.109377867801334E-6
1.0E-12                  706                      5.111769864347455E-6
1.0E-12                  707                      5.114158268444268E-6
1.0E-12                  708                      5.116543080091609E-6
1.0E-12                  709                      5.118924299289641E-6
1.0E-12                  710                      5.1213019260382825E-6
1.0E-12                  711                      5.123675960337507E-6
1.0E-12                  712                      5.126046402187395E-6
1.0E-12                  713                      5.128413251587812E-6
1.0E-12                  714                      5.130776508538865E-6
1.0E-12                  715                      5.133136173040583E-6
1.0E-12                  716                      5.13549224509291E-6
1.0E-12                  717                      5.137844724695901E-6
1.0E-12                  718                      5.140193611849448E-6
1.0E-12                  719                      5.1425389065536315E-6
1.0E-12                  720                      5.144880608808533E-6
1.0E-12                  721                      5.147218718613882E-6
1.0E-12                  722                      5.14955342794567E-6
1.0E-12                  723                      5.151890612281032E-6
1.0E-12                  724                      5.154224485288104E-6
1.0E-12                  725                      5.156555046966724E-6
1.0E-12                  726                      5.158882297316892E-6
1.0E-12                  727                      5.161206236338717E-6
1.0E-12                  728                      5.163526864032062E-6
1.0E-12                  729                      5.165844180397009E-6
1.0E-12                  730                      5.168158185433531E-6
1.0E-12                  731                      5.170468879141791E-6
1.0E-12                  732                      5.172776261521382E-6
1.0E-12                  733                      5.175080332572846E-6
1.0E-12                  734                      5.177381092295614E-6
1.0E-12                  735                      5.1796785406901195E-6
1.0E-12                  736                      5.181972677756254E-6
1.0E-12                  737                      5.184263503493937E-6
1.0E-12                  738                      5.186551017903086E-6
1.0E-12                  739                      5.188835220983946E-6
1.0E-12                  740                      5.191116112736435E-6
1.0E-12                  741                      5.193393693160445E-6
1.0E-12                  742                      5.19566796225603E-6
1.0E-12                  743                      5.197938920023217E-6
1.0E-12                  744                      5.2002065664619244E-6
1.0E-12                  745                      5.2024709015723156E-6
1.0E-12                  746                      5.2047319253542275E-6
1.0E-12                  747                      5.206989637807769E-6
1.0E-12                  748                      5.209244038932966E-6
1.0E-12                  749                      5.2114951287294945E-6
1.0E-12                  750                      5.213742907197923E-6
1.0E-12                  751                      5.2159873743377915E-6
1.0E-12                  752                      5.218228530149262E-6
1.0E-12                  753                      5.22046637463228E-6
1.0E-12                  754                      5.222700907787009E-6
1.0E-12                  755                      5.224932129613258E-6
1.0E-12                  756                      5.2271600401110016E-6
1.0E-12                  757                      5.229384639280347E-6
1.0E-12                  758                      5.23160592712143E-6
1.0E-12                  759                      5.233823903633979E-6
1.0E-12                  760                      5.23603856881805E-6
1.0E-12                  761                      5.238249922673993E-6
1.0E-12                  762                      5.240457965201268E-6
1.0E-12                  763                      5.242662696400226E-6
1.0E-12                  764                      5.244864116270677E-6
1.0E-12                  765                      5.247062224812785E-6
1.0E-12                  766                      5.249259981714654E-6
1.0E-12                  767                      5.251456918212204E-6
1.0E-12                  768                      5.253650782476423E-6
1.0E-12                  769                      5.2558415745074184E-6
1.0E-12                  770                      5.258029294305245E-6
1.0E-12                  771                      5.2602139418696865E-6
1.0E-12                  772                      5.2623955172008505E-6
1.0E-12                  773                      5.264574020298927E-6
1.0E-12                  774                      5.266749451163699E-6
1.0E-12                  775                      5.268921809795221E-6
1.0E-12                  776                      5.271091096193439E-6
1.0E-12                  777                      5.2732573103584604E-6
1.0E-12                  778                      5.275420452290069E-6
1.0E-12                  779                      5.277580521988591E-6
1.0E-12                  780                      5.279737519453862E-6
1.0E-12                  781                      5.281891444685856E-6
1.0E-12                  782                      5.284042297684519E-6
1.0E-12                  783                      5.286190078450148E-6
1.0E-12                  784                      5.288334786982338E-6
1.0E-12                  785                      5.29047642328125E-6
1.0E-12                  786                      5.292614987346966E-6
1.0E-12                  787                      5.294750479179432E-6
1.0E-12                  788                      5.2968828987787295E-6
1.0E-12                  789                      5.299012246144614E-6
1.0E-12                  790                      5.30113852127733E-6
1.0E-12                  791                      5.3032617241768225E-6
1.0E-12                  792                      5.30538185484293E-6
1.0E-12                  793                      5.307498913275976E-6
1.0E-12                  794                      5.309612899475664E-6
1.0E-12                  795                      5.311723813442129E-6
1.0E-12                  796                      5.313831655175371E-6
1.0E-12                  797                      5.315936424675309E-6
1.0E-12                  798                      5.318038121942024E-6
1.0E-12                  799                      5.320136746975434E-6
1.0E-12                  800                      5.322232299775648E-6
1.0E-12                  801                      5.324324780342613E-6
1.0E-12                  802                      5.3264141886762725E-6
1.0E-12                  803                      5.328500524776764E-6
1.0E-12                  804                      5.330583788643896E-6
1.0E-12                  805                      5.33266398027786E-6
1.0E-12                  806                      5.334741099678546E-6
1.0E-12                  807                      5.336815146845928E-6
1.0E-12                  808                      5.338886121780223E-6
1.0E-12                  809                      5.340954444181919E-6
1.0E-12                  810                      5.34302389399062E-6
1.0E-12                  811                      5.34509047845437E-6
1.0E-12                  812                      5.347154197573385E-6
1.0E-12                  813                      5.349215051347233E-6
1.0E-12                  814                      5.351273039776237E-6
1.0E-12                  815                      5.3533281628603444E-6
1.0E-12                  816                      5.3553804205995275E-6
1.0E-12                  817                      5.3574298129938135E-6
1.0E-12                  818                      5.359476340043121E-6
1.0E-12                  819                      5.361520001747477E-6
1.0E-12                  820                      5.363560798106963E-6
1.0E-12                  821                      5.365598729121498E-6
1.0E-12                  822                      5.36763379479119E-6
1.0E-12                  823                      5.369665995115904E-6
1.0E-12                  824                      5.371695330095747E-6
1.0E-12                  825                      5.3737217997306395E-6
1.0E-12                  826                      5.375745404020472E-6
1.0E-12                  827                      5.377766142965516E-6
1.0E-12                  828                      5.379784016565662E-6
1.0E-12                  829                      5.381799024820885E-6
1.0E-12                  830                      5.383811167731129E-6
1.0E-12                  831                      5.3858204452964485E-6
1.0E-12                  832                      5.387826857516871E-6
1.0E-12                  833                      5.38983040439237E-6
1.0E-12                  834                      5.391831085922971E-6
1.0E-12                  835                      5.393828902108621E-6
1.0E-12                  836                      5.395823852949347E-6
1.0E-12                  837                      5.397815938445175E-6
1.0E-12                  838                      5.399805158596053E-6
1.0E-12                  839                      5.401791513402033E-6
1.0E-12                  840                      5.403775002863062E-6
1.0E-12                  841                      5.405755626979221E-6
1.0E-12                  842                      5.407733385750401E-6
1.0E-12                  843                      5.409708279176739E-6
1.0E-12                  844                      5.411680307258071E-6
1.0E-12                  845                      5.41364946999456E-6
1.0E-12                  846                      5.41561576738607E-6
1.0E-12                  847                      5.417579199432657E-6
1.0E-12                  848                      5.419539766134346E-6
1.0E-12                  849                      5.421497467491084E-6
1.0E-12                  850                      5.423452303502952E-6
1.0E-12                  851                      5.425404274169842E-6
1.0E-12                  852                      5.42735337949178E-6
1.0E-12                  853                      5.429302845287766E-6
1.0E-12                  854                      5.431251579840479E-6
1.0E-12                  855                      5.433197683530217E-6
1.0E-12                  856                      5.4351411563568445E-6
1.0E-12                  857                      5.437081998320442E-6
1.0E-12                  858                      5.439020209421091E-6
1.0E-12                  859                      5.44095578965844E-6
1.0E-12                  860                      5.4428887390329216E-6
1.0E-12                  861                      5.444819057544292E-6
1.0E-12                  862                      5.446746745192498E-6
1.0E-12                  863                      5.448671801977728E-6
1.0E-12                  864                      5.450594227899902E-6
1.0E-12                  865                      5.4525140229590456E-6
1.0E-12                  866                      5.454431187155106E-6
1.0E-12                  867                      5.456345720488136E-6
1.0E-12                  868                      5.458257622958056E-6
1.0E-12                  869                      5.460166894564973E-6
1.0E-12                  870                      5.462073535308806E-6
1.0E-12                  871                      5.4639775451895015E-6
1.0E-12                  872                      5.4658789242072485E-6
1.0E-12                  873                      5.4677776723618574E-6
1.0E-12                  874                      5.469673789653491E-6
1.0E-12                  875                      5.471567276082014E-6
1.0E-12                  876                      5.473458131647534E-6
1.0E-12                  877                      5.475346356349916E-6
1.0E-12                  878                      5.477231950189323E-6
1.0E-12                  879                      5.479114913165537E-6
1.0E-12                  880                      5.480995245278749E-6
1.0E-12                  881                      5.482872946528959E-6
1.0E-12                  882                      5.484748016916085E-6
1.0E-12                  883                      5.486620456440154E-6
1.0E-12                  884                      5.48849026510122E-6
1.0E-12                  885                      5.4903574428990945E-6
1.0E-12                  886                      5.4922219898339935E-6
1.0E-12                  887                      5.4940839059058086E-6
1.0E-12                  888                      5.495943191114567E-6
1.0E-12                  889                      5.497799845460323E-6
1.0E-12                  890                      5.499653868942941E-6
1.0E-12                  891                      5.501505261562556E-6
1.0E-12                  892                      5.503354023319061E-6
1.0E-12                  893                      5.5052001542125085E-6
1.0E-12                  894                      5.5070436542428724E-6
1.0E-12                  895                      5.508884523410288E-6
1.0E-12                  896                      5.51072276171462E-6
1.0E-12                  897                      5.512558369155841E-6
1.0E-12                  898                      5.514391345734032E-6
1.0E-12                  899                      5.516221691449194E-6
1.0E-12                  900                      5.518049406301218E-6
1.0E-12                  901                      5.519874490290158E-6
1.0E-12                  902                      5.521696943416095E-6
1.0E-12                  903                      5.523516765678976E-6
1.0E-12                  904                      5.5253339570789084E-6
1.0E-12                  905                      5.527148517615676E-6
1.0E-12                  906                      5.528960447289359E-6
1.0E-12                  907                      5.53076974610004E-6
1.0E-12                  908                      5.532576414047583E-6
1.0E-12                  909                      5.53438045113207E-6
1.0E-12                  910                      5.536181857353499E-6
1.0E-12                  911                      5.537980632712008E-6
1.0E-12                  912                      5.539776777207351E-6
1.0E-12                  913                      5.541570290839665E-6
1.0E-12                  914                      5.543362769796568E-6
1.0E-12                  915                      5.545156456028419E-6
1.0E-12                  916                      5.546947684124227E-6
1.0E-12                  917                      5.548736454083638E-6
1.0E-12                  918                      5.550522765906924E-6
1.0E-12                  919                      5.552306619593949E-6
1.0E-12                  920                      5.554088015144795E-6
1.0E-12                  921                      5.555866952559435E-6
1.0E-12                  922                      5.5576434318378135E-6
1.0E-12                  923                      5.559417452980067E-6
1.0E-12                  924                      5.561189015986114E-6
1.0E-12                  925                      5.562958120855873E-6
1.0E-12                  926                      5.5647247675893986E-6
1.0E-12                  927                      5.566488956186772E-6
1.0E-12                  928                      5.5682506866479655E-6
1.0E-12                  929                      5.570009958972899E-6
1.0E-12                  930                      5.571766773161625E-6
1.0E-12                  931                      5.573521129214064E-6
1.0E-12                  932                      5.5752730271304315E-6
1.0E-12                  933                      5.577022466910511E-6
1.0E-12                  934                      5.578769448554439E-6
1.0E-12                  935                      5.580513972062133E-6
1.0E-12                  936                      5.582256037433566E-6
1.0E-12                  937                      5.583995644668766E-6
1.0E-12                  938                      5.58573279376784E-6
1.0E-12                  939                      5.5874674847305995E-6
1.0E-12                  940                      5.589199717557288E-6
1.0E-12                  941                      5.590929492247607E-6
1.0E-12                  942                      5.5926568088018826E-6
1.0E-12                  943                      5.594381667219843E-6
1.0E-12                  944                      5.596104067501597E-6
1.0E-12                  945                      5.597824009647117E-6
1.0E-12                  946                      5.599541493656485E-6
1.0E-12                  947                      5.60125651952962E-6
1.0E-12                  948                      5.6029690872665475E-6
1.0E-12                  949                      5.604679196867215E-6
1.0E-12                  950                      5.606386848331784E-6
1.0E-12                  951                      5.608092041660065E-6
1.0E-12                  952                      5.6097947768521395E-6
1.0E-12                  953                      5.611495053907953E-6
1.0E-12                  954                      5.613192872827588E-6
1.0E-12                  955                      5.614888233611043E-6
1.0E-12                  956                      5.616581136258319E-6
1.0E-12                  957                      5.6182715807692794E-6
1.0E-12                  958                      5.619959567144142E-6
1.0E-12                  959                      5.621645095382717E-6
1.0E-12                  960                      5.623328165485058E-6
1.0E-12                  961                      5.625008777451301E-6
1.0E-12                  962                      5.626686931281148E-6
1.0E-12                  963                      5.628362626974951E-6
1.0E-12                  964                      5.63003586453252E-6
1.0E-12                  965                      5.631706643953775E-6
1.0E-12                  966                      5.633374965238931E-6
1.0E-12                  967                      5.6350408283878536E-6
1.0E-12                  968                      5.6367042334005155E-6
1.0E-12                  969                      5.638365180276998E-6
1.0E-12                  970                      5.640023669017328E-6
1.0E-12                  971                      5.641679699621316E-6
1.0E-12                  972                      5.643333272089179E-6
1.0E-12                  973                      5.644984386420754E-6
1.0E-12                  974                      5.6466330426162585E-6
1.0E-12                  975                      5.6482792406753934E-6
1.0E-12                  976                      5.6499287971015525E-6
1.0E-12                  977                      5.651576228491155E-6
1.0E-12                  978                      5.653221393095258E-6
1.0E-12                  979                      5.654864290913751E-6
1.0E-12                  980                      5.656504921946689E-6
1.0E-12                  981                      5.658143286194019E-6
1.0E-12                  982                      5.659779383655766E-6
1.0E-12                  983                      5.661413214331986E-6
1.0E-12                  984                      5.663044778222596E-6
1.0E-12                  985                      5.664674075327625E-6
1.0E-12                  986                      5.666301105647126E-6
1.0E-12                  987                      5.667925869180991E-6
1.0E-12                  988                      5.6695483659292465E-6
1.0E-12                  989                      5.671168595892056E-6
1.0E-12                  990                      5.672786559069283E-6
1.0E-12                  991                      5.6744022554608745E-6
1.0E-12                  992                      5.67601568506683E-6
1.0E-12                  993                      5.677626847887284E-6
1.0E-12                  994                      5.6792357439221296E-6
1.0E-12                  995                      5.680842373171474E-6
1.0E-12                  996                      5.682446735635183E-6
1.0E-12                  997                      5.684048831313337E-6
1.0E-12                  998                      5.685648660205909E-6
1.0E-12                  999                      5.687246222312953E-6
1.0E-12                  1000                     5.688841517634334E-6
1.0E-12                  1001                     5.690434546170214E-6
1.0E-12                  1002                     5.692025307920485E-6
1.0E-12                  1003                     5.693613802885175E-6
1.0E-12                  1004                     5.695200031064255E-6
1.0E-12                  1005                     5.696783992457835E-6
1.0E-12                  1006                     5.698365687065778E-6
1.0E-12                  1007                     5.699945114888221E-6
1.0E-12                  1008                     5.701522275925055E-6
1.0E-12                  1009                     5.703097170176334E-6
1.0E-12                  1010                     5.704669797642031E-6
1.0E-12                  1011                     5.706240158322173E-6
1.0E-12                  1012                     5.707808252216679E-6
1.0E-12                  1013                     5.70937407932563E-6
1.0E-12                  1014                     5.710937639649027E-6
1.0E-12                  1015                     5.712498933186733E-6
1.0E-12                  1016                     5.714057959939047E-6
1.0E-12                  1017                     5.71561471990567E-6
1.0E-12                  1018                     5.717169213086793E-6
1.0E-12                  1019                     5.718721439482253E-6
1.0E-12                  1020                     5.7202713990921845E-6
1.0E-12                  1021                     5.7218190919165344E-6
1.0E-12                  1022                     5.723364517955357E-6
1.0E-12                  1023                     5.724907677208543E-6
1.0E-12                  1024                     5.726448569676228E-6
1.0E-12                  1025                     5.7279871953582774E-6
1.0E-12                  1026                     5.729523554254745E-6
1.0E-12                  1027                     5.731057646365684E-6
1.0E-12                  1028                     5.732589471690988E-6
1.0E-12                  1029                     5.734119030230818E-6
1.0E-12                  1030                     5.735646321984957E-6
1.0E-12                  1031                     5.737171346953596E-6
1.0E-12                  1032                     5.738694105136626E-6
1.0E-12                  1033                     5.7402145965341285E-6
1.0E-12                  1034                     5.7417328211459946E-6
1.0E-12                  1035                     5.743248778972279E-6
1.0E-12                  1036                     5.744762470013008E-6
1.0E-12                  1037                     5.7462774233485035E-6
1.0E-12                  1038                     5.747792139967916E-6
1.0E-12                  1039                     5.74930476454215E-6
1.0E-12                  1040                     5.75081529707107E-6
1.0E-12                  1041                     5.752323737554676E-6
1.0E-12                  1042                     5.753830085993076E-6
1.0E-12                  1043                     5.755334342386E-6
1.0E-12                  1044                     5.7568365067337175E-6
1.0E-12                  1045                     5.758336579036148E-6
1.0E-12                  1046                     5.759834559293238E-6
1.0E-12                  1047                     5.761330447505013E-6
1.0E-12                  1048                     5.76282424367161E-6
1.0E-12                  1049                     5.7643159477928385E-6
1.0E-12                  1050                     5.76580555986878E-6
1.0E-12                  1051                     5.76729307989938E-6
1.0E-12                  1052                     5.768778507884721E-6
1.0E-12                  1053                     5.770261843824774E-6
1.0E-12                  1054                     5.771743087719486E-6
1.0E-12                  1055                     5.773222239568938E-6
1.0E-12                  1056                     5.774699299373104E-6
1.0E-12                  1057                     5.776174267131928E-6
1.0E-12                  1058                     5.777647142845438E-6
1.0E-12                  1059                     5.779117926513715E-6
1.0E-12                  1060                     5.780586618136678E-6
1.0E-12                  1061                     5.7820532177143E-6
1.0E-12                  1062                     5.7835177252466615E-6
1.0E-12                  1063                     5.784980140733709E-6
1.0E-12                  1064                     5.78644046417547E-6
1.0E-12                  1065                     5.787898695571917E-6
1.0E-12                  1066                     5.7893548349231036E-6
1.0E-12                  1067                     5.790808882228922E-6
1.0E-12                  1068                     5.792260837489562E-6
1.0E-12                  1069                     5.793710700704779E-6
1.0E-12                  1070                     5.795158471874764E-6
1.0E-12                  1071                     5.796604150999434E-6
1.0E-12                  1072                     5.798047738078845E-6
1.0E-12                  1073                     5.799489233112833E-6
1.0E-12                  1074                     5.8009286361017235E-6
1.0E-12                  1075                     5.802365947045219E-6
1.0E-12                  1076                     5.803801165943319E-6
1.0E-12                  1077                     5.805234292796294E-6
1.0E-12                  1078                     5.806665327603793E-6
1.0E-12                  1079                     5.808094270366167E-6
1.0E-12                  1080                     5.809521121083146E-6
1.0E-12                  1081                     5.810945879754811E-6
1.0E-12                  1082                     5.812368546381243E-6
1.0E-12                  1083                     5.813789120962361E-6
1.0E-12                  1084                     5.815207603498111E-6
1.0E-12                  1085                     5.816623993988628E-6
1.0E-12                  1086                     5.818038292433885E-6
1.0E-12                  1087                     5.819450498833746E-6
1.0E-12                  1088                     5.820860613188348E-6
1.0E-12                  1089                     5.8222686354977165E-6
1.0E-12                  1090                     5.823674565761744E-6
1.0E-12                  1091                     5.825078403980403E-6
1.0E-12                  1092                     5.826480150153857E-6
1.0E-12                  1093                     5.827879804281915E-6
1.0E-12                  1094                     5.829277366364795E-6
1.0E-12                  1095                     5.830672836402306E-6
1.0E-12                  1096                     5.832066214394557E-6
1.0E-12                  1097                     5.83345750034144E-6
1.0E-12                  1098                     5.834848303419885E-6
1.0E-12                  1099                     5.8362404222383276E-6
1.0E-12                  1100                     5.837630608332309E-6
1.0E-12                  1101                     5.8390188617017745E-6
1.0E-12                  1102                     5.840405182346535E-6
1.0E-12                  1103                     5.841789570266889E-6
1.0E-12                  1104                     5.843172025462619E-6
1.0E-12                  1105                     5.844552547933806E-6
1.0E-12                  1106                     5.845931137680424E-6
1.0E-12                  1107                     5.8473077947024995E-6
1.0E-12                  1108                     5.8486825190000595E-6
1.0E-12                  1109                     5.850055310573023E-6
1.0E-12                  1110                     5.851426169421444E-6
1.0E-12                  1111                     5.852795095545322E-6
1.0E-12                  1112                     5.854162088944631E-6
1.0E-12                  1113                     5.85552714961937E-6
1.0E-12                  1114                     5.856890277569567E-6
1.0E-12                  1115                     5.858251472795221E-6
1.0E-12                  1116                     5.859610735296387E-6
1.0E-12                  1117                     5.860968065072848E-6
1.0E-12                  1118                     5.862323462124821E-6
1.0E-12                  1119                     5.863676926452278E-6
1.0E-12                  1120                     5.865028458055193E-6
1.0E-12                  1121                     5.866378056933511E-6
1.0E-12                  1122                     5.86772572308726E-6
1.0E-12                  1123                     5.869071456516466E-6
1.0E-12                  1124                     5.870415257221075E-6
1.0E-12                  1125                     5.871757125201223E-6
1.0E-12                  1126                     5.873097060456802E-6
1.0E-12                  1127                     5.874435062987811E-6
1.0E-12                  1128                     5.875771132794196E-6
1.0E-12                  1129                     5.877105269876039E-6
1.0E-12                  1130                     5.878437474233448E-6
1.0E-12                  1131                     5.879767745866233E-6
1.0E-12                  1132                     5.881096084774421E-6
1.0E-12                  1133                     5.882422490958094E-6
1.0E-12                  1134                     5.883746964417252E-6
1.0E-12                  1135                     5.8850695051518125E-6
1.0E-12                  1136                     5.886390113161804E-6
1.0E-12                  1137                     5.8877087884472525E-6
1.0E-12                  1138                     5.889025531008159E-6
1.0E-12                  1139                     5.890340340844523E-6
1.0E-12                  1140                     5.891653217956317E-6
1.0E-12                  1141                     5.8929641623434875E-6
1.0E-12                  1142                     5.894273174006197E-6
1.0E-12                  1143                     5.8955802529443366E-6
1.0E-12                  1144                     5.896885399157907E-6
1.0E-12                  1145                     5.898188612646907E-6
1.0E-12                  1146                     5.8994898934113655E-6
1.0E-12                  1147                     5.900789241451308E-6
1.0E-12                  1148                     5.902086656766627E-6
1.0E-12                  1149                     5.903382139357431E-6
1.0E-12                  1150                     5.904675689223719E-6
1.0E-12                  1151                     5.9059673063654105E-6
1.0E-12                  1152                     5.9072569907825325E-6
1.0E-12                  1153                     5.908544742475085E-6
1.0E-12                  1154                     5.909830561443149E-6
1.0E-12                  1155                     5.911114447686589E-6
1.0E-12                  1156                     5.912396401205487E-6
1.0E-12                  1157                     5.9136764219998425E-6
1.0E-12                  1158                     5.91495451006971E-6
1.0E-12                  1159                     5.916230681417099E-6
1.0E-12                  1160                     5.917509464613703E-6
1.0E-12                  1161                     5.918786461419392E-6
1.0E-12                  1162                     5.920061671834168E-6
1.0E-12                  1163                     5.921335095857976E-6
1.0E-12                  1164                     5.9226067334908704E-6
1.0E-12                  1165                     5.923876584732716E-6
1.0E-12                  1166                     5.925144649583674E-6
1.0E-12                  1167                     5.926410928043692E-6
1.0E-12                  1168                     5.927675420112661E-6
1.0E-12                  1169                     5.92893812579077E-6
1.0E-12                  1170                     5.930199045077911E-6
1.0E-12                  1171                     5.9314581779740575E-6
1.0E-12                  1172                     5.93271552447929E-6
1.0E-12                  1173                     5.933971084593582E-6
1.0E-12                  1174                     5.935224858316879E-6
1.0E-12                  1175                     5.936476845649208E-6
1.0E-12                  1176                     5.9377270465906505E-6
1.0E-12                  1177                     5.938975461141098E-6
1.0E-12                  1178                     5.9402220893005776E-6
1.0E-12                  1179                     5.941466931069062E-6
1.0E-12                  1180                     5.94270998644666E-6
1.0E-12                  1181                     5.9439512554332905E-6
1.0E-12                  1182                     5.945190738029007E-6
1.0E-12                  1183                     5.946428434233756E-6
1.0E-12                  1184                     5.947664344047482E-6
