% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:50
% Table:              TCE_reacted lg = 1 - tce_reacted_mass (tce_reacted_mass)
% lowPM_per              t (s)                    The reacted TCE (mol/m)
1.0E-11                  138                      3.4440517156288526E-6
1.0E-11                  139                      3.459396919211713E-6
1.0E-11                  140                      3.4746890718032123E-6
1.0E-11                  141                      3.489929343088264E-6
1.0E-11                  142                      3.5051177498540714E-6
1.0E-11                  143                      3.5202535168332927E-6
1.0E-11                  144                      3.5353366147674312E-6
1.0E-11                  145                      3.550367292907004E-6
1.0E-11                  146                      3.5653455900296266E-6
1.0E-11                  147                      3.5802715594330787E-6
1.0E-11                  148                      3.595145160266398E-6
1.0E-11                  149                      3.60996650289383E-6
1.0E-11                  150                      3.6247366018330818E-6
1.0E-11                  151                      3.639454877819368E-6
1.0E-11                  152                      3.6541213308526754E-6
1.0E-11                  153                      3.668738509290091E-6
1.0E-11                  154                      3.6833057596634498E-6
1.0E-11                  155                      3.697822681424261E-6
1.0E-11                  156                      3.71228927457224E-6
1.0E-11                  157                      3.7267055391076445E-6
1.0E-11                  158                      3.7410714750302302E-6
1.0E-11                  159                      3.755388138317907E-6
1.0E-11                  160                      3.769658473320382E-6
1.0E-11                  161                      3.7838797320321636E-6
1.0E-11                  162                      3.7980519144533066E-6
1.0E-11                  163                      3.8121750205839057E-6
1.0E-11                  164                      3.826249050423893E-6
1.0E-11                  165                      3.840274003973364E-6
1.0E-11                  166                      3.854254498695251E-6
1.0E-11                  167                      3.868189828244186E-6
1.0E-11                  168                      3.882077995274926E-6
1.0E-11                  169                      3.895918999786917E-6
1.0E-11                  170                      3.909712841780591E-6
1.0E-11                  171                      3.92345952125599E-6
1.0E-11                  172                      3.937159649433742E-6
1.0E-11                  173                      3.950820390022288E-6
1.0E-11                  174                      3.964436132089866E-6
1.0E-11                  175                      3.978006875636367E-6
1.0E-11                  176                      3.991532620662008E-6
1.0E-11                  177                      4.005013367166721E-6
1.0E-11                  178                      4.018449115150547E-6
1.0E-11                  179                      4.031843715714917E-6
1.0E-11                  180                      4.045198736311268E-6
1.0E-11                  181                      4.058510917039057E-6
1.0E-11                  182                      4.0717802578983805E-6
1.0E-11                  183                      4.085006758889332E-6
1.0E-11                  184                      4.0981904200119664E-6
1.0E-11                  185                      4.111331241266053E-6
1.0E-11                  186                      4.1244355735976606E-6
1.0E-11                  187                      4.137499363427173E-6
1.0E-11                  188                      4.150522148353559E-6
1.0E-11                  189                      4.163503928376736E-6
1.0E-11                  190                      4.176444703496597E-6
1.0E-11                  191                      4.18934447371325E-6
1.0E-11                  192                      4.20220486612737E-6
1.0E-11                  193                      4.2150283162290675E-6
1.0E-11                  194                      4.2278121384276875E-6
1.0E-11                  195                      4.240556332723433E-6
1.0E-11                  196                      4.253260899115966E-6
1.0E-11                  197                      4.265925837605502E-6
1.0E-11                  198                      4.27855114819211E-6
1.0E-11                  199                      4.291139626419303E-6
1.0E-11                  200                      4.303690239910044E-6
1.0E-11                  201                      4.31620222722992E-6
1.0E-11                  202                      4.328675588378768E-6
1.0E-11                  203                      4.3411103233569135E-6
1.0E-11                  204                      4.353506432164017E-6
1.0E-11                  205                      4.365864392004442E-6
1.0E-11                  206                      4.37818637682427E-6
1.0E-11                  207                      4.390470523529756E-6
1.0E-11                  208                      4.402716832120981E-6
1.0E-11                  209                      4.414925302597729E-6
1.0E-11                  210                      4.427095934960188E-6
1.0E-11                  211                      4.439228729208333E-6
1.0E-11                  212                      4.45132519672693E-6
1.0E-11                  213                      4.463385404577543E-6
1.0E-11                  214                      4.4754084783740235E-6
1.0E-11                  215                      4.4873944181166156E-6
1.0E-11                  216                      4.4993432238051294E-6
1.0E-11                  217                      4.511254895439809E-6
1.0E-11                  218                      4.523129471669507E-6
1.0E-11                  219                      4.5349695131004925E-6
1.0E-11                  220                      4.546773113301182E-6
1.0E-11                  221                      4.558540272271412E-6
1.0E-11                  222                      4.5702709900112385E-6
1.0E-11                  223                      4.5819652665206605E-6
1.0E-11                  224                      4.593623101799705E-6
1.0E-11                  225                      4.605245588745006E-6
1.0E-11                  226                      4.616833562566015E-6
1.0E-11                  227                      4.6283858099587525E-6
1.0E-11                  228                      4.639902330922784E-6
1.0E-11                  229                      4.651383125458354E-6
1.0E-11                  230                      4.662828193565381E-6
1.0E-11                  231                      4.674237535243946E-6
1.0E-11                  232                      4.685613521480513E-6
1.0E-11                  233                      4.696954876395914E-6
1.0E-11                  234                      4.708261251044638E-6
1.0E-11                  235                      4.719532645426687E-6
1.0E-11                  236                      4.730769059542114E-6
1.0E-11                  237                      4.741970493390865E-6
1.0E-11                  238                      4.753137668232066E-6
1.0E-11                  239                      4.764272268067396E-6
1.0E-11                  240                      4.775372656935767E-6
1.0E-11                  241                      4.7864388348373154E-6
1.0E-11                  242                      4.797470801771959E-6
1.0E-11                  243                      4.808468557739699E-6
1.0E-11                  244                      4.819432102740615E-6
1.0E-11                  245                      4.830363370434104E-6
1.0E-11                  246                      4.841261935844681E-6
1.0E-11                  247                      4.85212705815565E-6
1.0E-11                  248                      4.862958737367228E-6
1.0E-11                  249                      4.873756973479388E-6
1.0E-11                  250                      4.884521766492075E-6
1.0E-11                  251                      4.895253389218909E-6
1.0E-11                  252                      4.905954153887744E-6
1.0E-11                  253                      4.9166222078888275E-6
1.0E-11                  254                      4.927257551222132E-6
1.0E-11                  255                      4.9378601838877116E-6
1.0E-11                  256                      4.948430105885485E-6
1.0E-11                  257                      4.958967317215452E-6
1.0E-11                  258                      4.969473073237389E-6
1.0E-11                  259                      4.979947740454564E-6
1.0E-11                  260                      4.990390362911664E-6
1.0E-11                  261                      5.000800940608825E-6
1.0E-11                  262                      5.011179473545776E-6
1.0E-11                  263                      5.021525961722707E-6
1.0E-11                  264                      5.031840405139509E-6
1.0E-11                  265                      5.042124869834359E-6
1.0E-11                  266                      5.052377964086317E-6
1.0E-11                  267                      5.062599591756928E-6
1.0E-11                  268                      5.072789752846082E-6
1.0E-11                  269                      5.082948447353969E-6
1.0E-11                  270                      5.0930756752804276E-6
1.0E-11                  271                      5.103172050961567E-6
1.0E-11                  272                      5.113238343989432E-6
1.0E-11                  273                      5.123273650959638E-6
1.0E-11                  274                      5.133277971871967E-6
1.0E-11                  275                      5.143251306726556E-6
1.0E-11                  276                      5.153193655523349E-6
1.0E-11                  277                      5.163105018262347E-6
1.0E-11                  278                      5.172986500182714E-6
1.0E-11                  279                      5.182837636121142E-6
1.0E-11                  280                      5.192658167291881E-6
1.0E-11                  281                      5.202448093694821E-6
1.0E-11                  282                      5.212207415330019E-6
1.0E-11                  283                      5.221936132197445E-6
1.0E-11                  284                      5.231634443744656E-6
1.0E-11                  285                      5.241303092847654E-6
1.0E-11                  286                      5.250941422891729E-6
1.0E-11                  287                      5.260549433876773E-6
1.0E-11                  288                      5.270127125802813E-6
1.0E-11                  289                      5.279674498669904E-6
1.0E-11                  290                      5.289191552477991E-6
1.0E-11                  291                      5.29867872968109E-6
1.0E-11                  292                      5.308136013466343E-6
1.0E-11                  293                      5.3175631748098365E-6
1.0E-11                  294                      5.3269602137113006E-6
1.0E-11                  295                      5.336327130170897E-6
1.0E-11                  296                      5.345663924188654E-6
1.0E-11                  297                      5.354970612015975E-6
1.0E-11                  298                      5.36424759381936E-6
1.0E-11                  299                      5.3734945660305485E-6
1.0E-11                  300                      5.382711528649405E-6
1.0E-11                  301                      5.391898481675958E-6
1.0E-11                  302                      5.401055425110151E-6
1.0E-11                  303                      5.410182358952175E-6
1.0E-11                  304                      5.419279337156728E-6
1.0E-11                  305                      5.428346392737278E-6
1.0E-11                  306                      5.437383471861262E-6
1.0E-11                  307                      5.446390574528545E-6
1.0E-11                  308                      5.4553677007391816E-6
1.0E-11                  309                      5.464314850493198E-6
1.0E-11                  310                      5.473232023790568E-6
1.0E-11                  311                      5.4821190789005616E-6
1.0E-11                  312                      5.490976097908233E-6
1.0E-11                  313                      5.499803097354551E-6
1.0E-11                  314                      5.508600077239515E-6
1.0E-11                  315                      5.517367037563179E-6
1.0E-11                  316                      5.526103978325517E-6
1.0E-11                  317                      5.534810780425807E-6
1.0E-11                  318                      5.543487210242281E-6
1.0E-11                  319                      5.552133505156234E-6
1.0E-11                  320                      5.560749665167828E-6
1.0E-11                  321                      5.5693356902770355E-6
1.0E-11                  322                      5.577891580483803E-6
1.0E-11                  323                      5.586417335788239E-6
1.0E-11                  324                      5.594912478816154E-6
1.0E-11                  325                      5.603377144031737E-6
1.0E-11                  326                      5.611811492445978E-6
1.0E-11                  327                      5.620215524058931E-6
1.0E-11                  328                      5.6285892388705406E-6
1.0E-11                  329                      5.636932636880808E-6
1.0E-11                  330                      5.645245606853897E-6
1.0E-11                  331                      5.653527427879225E-6
1.0E-11                  332                      5.661778691961483E-6
1.0E-11                  333                      5.669999399100643E-6
1.0E-11                  334                      5.678189549296786E-6
1.0E-11                  335                      5.686349142549859E-6
1.0E-11                  336                      5.694478178859888E-6
1.0E-11                  337                      5.702576085956127E-6
1.0E-11                  338                      5.710642756348767E-6
1.0E-11                  339                      5.718678581797702E-6
1.0E-11                  340                      5.726683562302985E-6
1.0E-11                  341                      5.7346576978645094E-6
1.0E-11                  342                      5.742600988482274E-6
1.0E-11                  343                      5.7505134341564144E-6
1.0E-11                  344                      5.758393837261057E-6
1.0E-11                  345                      5.766243044596695E-6
1.0E-11                  346                      5.77406108210704E-6
1.0E-11                  347                      5.781847949792065E-6
1.0E-11                  348                      5.789603647651798E-6
1.0E-11                  349                      5.797328175686264E-6
1.0E-11                  350                      5.805021051391454E-6
1.0E-11                  351                      5.8126817722717805E-6
1.0E-11                  352                      5.820310972675692E-6
1.0E-11                  353                      5.827908652603271E-6
1.0E-11                  354                      5.83547481205438E-6
1.0E-11                  355                      5.843009451029184E-6
1.0E-11                  356                      5.850512569527654E-6
1.0E-11                  357                      5.857983069738632E-6
1.0E-11                  358                      5.865421466648798E-6
1.0E-11                  359                      5.87282797804149E-6
1.0E-11                  360                      5.880202603916762E-6
1.0E-11                  361                      5.887545344274533E-6
1.0E-11                  362                      5.894856199114857E-6
1.0E-11                  363                      5.9021348776518384E-6
1.0E-11                  364                      5.909380483186611E-6
1.0E-11                  365                      5.916593835734752E-6
1.0E-11                  366                      5.923774935296397E-6
1.0E-11                  367                      5.9309237818714385E-6
1.0E-11                  368                      5.9380403754598755E-6
1.0E-11                  369                      5.945124716061817E-6
1.0E-11                  370                      5.9521759617726456E-6
1.0E-11                  371                      5.959194208299306E-6
1.0E-11                  372                      5.966179844297566E-6
1.0E-11                  373                      5.973132869767399E-6
1.0E-11                  374                      5.980053284708833E-6
1.0E-11                  375                      5.986941089121894E-6
1.0E-11                  376                      5.9937962048153305E-6
1.0E-11                  377                      6.0006174922777795E-6
1.0E-11                  378                      6.007405833540478E-6
1.0E-11                  379                      6.014161228603588E-6
1.0E-11                  380                      6.020883677467111E-6
1.0E-11                  381                      6.027573180130937E-6
1.0E-11                  382                      6.034229736595121E-6
1.0E-11                  383                      6.040852825281087E-6
1.0E-11                  384                      6.047442197899355E-6
1.0E-11                  385                      6.053998322541826E-6
1.0E-11                  386                      6.0605211992084186E-6
1.0E-11                  387                      6.067010827899268E-6
1.0E-11                  388                      6.073467208614239E-6
1.0E-11                  389                      6.0798903413534664E-6
1.0E-11                  390                      6.08627935387652E-6
1.0E-11                  391                      6.0926347850720226E-6
1.0E-11                  392                      6.098956711693545E-6
1.0E-11                  393                      6.1052451337411154E-6
1.0E-11                  394                      6.111500051214625E-6
1.0E-11                  395                      6.117721464114236E-6
1.0E-11                  396                      6.1239091450622615E-6
1.0E-11                  397                      6.13006271912961E-6
1.0E-11                  398                      6.1361825871086915E-6
1.0E-11                  399                      6.1422687489993966E-6
1.0E-11                  400                      6.14832120480178E-6
1.0E-11                  401                      6.154339954515841E-6
1.0E-11                  402                      6.160324998141553E-6
1.0E-11                  403                      6.166275958932458E-6
1.0E-11                  404                      6.17219296467612E-6
1.0E-11                  405                      6.178076126393188E-6
1.0E-11                  406                      6.183925444083635E-6
1.0E-11                  407                      6.1897409177475425E-6
1.0E-11                  408                      6.195522547384856E-6
1.0E-11                  409                      6.201270295784348E-6
1.0E-11                  410                      6.2069839720270414E-6
1.0E-11                  411                      6.212663737153144E-6
1.0E-11                  412                      6.218309591162684E-6
1.0E-11                  413                      6.2239215340556325E-6
1.0E-11                  414                      6.229499565831964E-6
1.0E-11                  415                      6.235043686491758E-6
1.0E-11                  416                      6.240553916667926E-6
1.0E-11                  417                      6.246030258282595E-6
1.0E-11                  418                      6.2514726986547735E-6
1.0E-11                  419                      6.2568812377844344E-6
1.0E-11                  420                      6.262255875671551E-6
1.0E-11                  421                      6.267596612316123E-6
1.0E-11                  422                      6.272903448384636E-6
1.0E-11                  423                      6.278176730098597E-6
1.0E-11                  424                      6.2834162022060755E-6
1.0E-11                  425                      6.288621864707127E-6
1.0E-11                  426                      6.2937937176017235E-6
1.0E-11                  427                      6.298931760889866E-6
1.0E-11                  428                      6.304035994571553E-6
1.0E-11                  429                      6.309106678733633E-6
1.0E-11                  430                      6.3141440362056455E-6
1.0E-11                  431                      6.319147760487404E-6
1.0E-11                  432                      6.324117851578989E-6
1.0E-11                  433                      6.329054309480266E-6
1.0E-11                  434                      6.333957134191316E-6
1.0E-11                  435                      6.338826325712112E-6
1.0E-11                  436                      6.343662702048826E-6
1.0E-11                  437                      6.348465842494883E-6
1.0E-11                  438                      6.3532356122057015E-6
1.0E-11                  439                      6.357972011181308E-6
1.0E-11                  440                      6.362675039421595E-6
1.0E-11                  441                      6.367344696926643E-6
1.0E-11                  442                      6.371981292078814E-6
1.0E-11                  443                      6.376585618723593E-6
1.0E-11                  444                      6.381156922982575E-6
1.0E-11                  445                      6.385695204855896E-6
1.0E-11                  446                      6.390200464343447E-6
1.0E-11                  447                      6.3946727014452004E-6
1.0E-11                  448                      6.3991119161612114E-6
1.0E-11                  449                      6.403519172793067E-6
1.0E-11                  450                      6.407894276087503E-6
1.0E-11                  451                      6.412236789678271E-6
1.0E-11                  452                      6.416546713565452E-6
1.0E-11                  453                      6.420824047748992E-6
1.0E-11                  454                      6.425068792228919E-6
1.0E-11                  455                      6.429281112941236E-6
1.0E-11                  456                      6.433462677611065E-6
1.0E-11                  457                      6.437612166986434E-6
1.0E-11                  458                      6.441729581067423E-6
1.0E-11                  459                      6.4458149198540335E-6
1.0E-11                  460                      6.4498681833462105E-6
1.0E-11                  461                      6.453889371543954E-6
1.0E-11                  462                      6.4578795682514265E-6
1.0E-11                  463                      6.461839157305578E-6
1.0E-11                  464                      6.46576726359062E-6
1.0E-11                  465                      6.4696638871065526E-6
1.0E-11                  466                      6.473529027853348E-6
1.0E-11                  467                      6.477362685831033E-6
1.0E-11                  468                      6.4811648610396905E-6
1.0E-11                  469                      6.484937892003306E-6
1.0E-11                  470                      6.488680248620992E-6
1.0E-11                  471                      6.492391788499543E-6
1.0E-11                  472                      6.496072511639041E-6
1.0E-11                  473                      6.49972241803935E-6
1.0E-11                  474                      6.503341507700579E-6
1.0E-11                  475                      6.506931677963845E-6
1.0E-11                  476                      6.5104955533478316E-6
1.0E-11                  477                      6.51403016109717E-6
1.0E-11                  478                      6.517535501211942E-6
1.0E-11                  479                      6.521011573692092E-6
1.0E-11                  480                      6.524458378537676E-6
1.0E-11                  481                      6.527875915748638E-6
1.0E-11                  482                      6.531264185325006E-6
1.0E-11                  483                      6.534623187266753E-6
1.0E-11                  484                      6.537952921573933E-6
1.0E-11                  485                      6.541253388246519E-6
1.0E-11                  486                      6.544524587284484E-6
1.0E-11                  487                      6.547766518687854E-6
1.0E-11                  488                      6.550980875025107E-6
1.0E-11                  489                      6.554173922380653E-6
1.0E-11                  490                      6.557339029252695E-6
1.0E-11                  491                      6.56047619564107E-6
1.0E-11                  492                      6.563585421545968E-6
1.0E-11                  493                      6.566666706967199E-6
1.0E-11                  494                      6.569720051904926E-6
1.0E-11                  495                      6.572745456359094E-6
1.0E-11                  496                      6.5757429203296765E-6
1.0E-11                  497                      6.5787124438167E-6
1.0E-11                  498                      6.581654026820139E-6
1.0E-11                  499                      6.5845676693400456E-6
1.0E-11                  500                      6.587453371376367E-6
1.0E-11                  501                      6.590311477760091E-6
1.0E-11                  502                      6.593154216321079E-6
1.0E-11                  503                      6.595970831231216E-6
1.0E-11                  504                      6.5987613224904765E-6
1.0E-11                  505                      6.60152569009886E-6
1.0E-11                  506                      6.604263934056366E-6
1.0E-11                  507                      6.606976054362995E-6
1.0E-11                  508                      6.60966205101872E-6
1.0E-11                  509                      6.6123219240235955E-6
1.0E-11                  510                      6.6149556733775935E-6
1.0E-11                  511                      6.6175632990806874E-6
1.0E-11                  512                      6.620144801132931E-6
1.0E-11                  513                      6.622700179534271E-6
1.0E-11                  514                      6.625229434284734E-6
1.0E-11                  515                      6.627743137294312E-6
1.0E-11                  516                      6.6302339681508795E-6
1.0E-11                  517                      6.632700414662562E-6
1.0E-11                  518                      6.635142476829278E-6
1.0E-11                  519                      6.637560154651055E-6
1.0E-11                  520                      6.639953448127919E-6
1.0E-11                  521                      6.642322357259818E-6
1.0E-11                  522                      6.6446668820467766E-6
1.0E-11                  523                      6.646987022488823E-6
1.0E-11                  524                      6.649282778585931E-6
1.0E-11                  525                      6.651554150338126E-6
1.0E-11                  526                      6.653801137745328E-6
1.0E-11                  527                      6.656023740807645E-6
1.0E-11                  528                      6.658230346136198E-6
1.0E-11                  529                      6.660417551793157E-6
1.0E-11                  530                      6.662582090583062E-6
1.0E-11                  531                      6.664723962505968E-6
1.0E-11                  532                      6.666843167561765E-6
1.0E-11                  533                      6.668939705750562E-6
1.0E-11                  534                      6.671013577072305E-6
1.0E-11                  535                      6.673064781526967E-6
1.0E-11                  536                      6.675093319114629E-6
1.0E-11                  537                      6.677099189835237E-6
1.0E-11                  538                      6.6790823936888175E-6
1.0E-11                  539                      6.681042930675317E-6
1.0E-11                  540                      6.68298080079479E-6
1.0E-11                  541                      6.684902781739873E-6
1.0E-11                  542                      6.686809228644431E-6
1.0E-11                  543                      6.688694833447778E-6
1.0E-11                  544                      6.69055959615005E-6
1.0E-11                  545                      6.692403516751218E-6
1.0E-11                  546                      6.694226595251257E-6
1.0E-11                  547                      6.696028831650166E-6
1.0E-11                  548                      6.697810225947946E-6
1.0E-11                  549                      6.699570778144649E-6
1.0E-11                  550                      6.701310488240169E-6
1.0E-11                  551                      6.70302935623464E-6
1.0E-11                  552                      6.7047273821279816E-6
1.0E-11                  553                      6.706404565920139E-6
1.0E-11                  554                      6.7080699403296415E-6
1.0E-11                  555                      6.709731644507301E-6
1.0E-11                  556                      6.711376018819987E-6
1.0E-11                  557                      6.713003063267672E-6
1.0E-11                  558                      6.714612777850438E-6
1.0E-11                  559                      6.71620516256823E-6
1.0E-11                  560                      6.717780217421103E-6
1.0E-11                  561                      6.719337942408948E-6
1.0E-11                  562                      6.720878337531874E-6
1.0E-11                  563                      6.722401402789799E-6
1.0E-11                  564                      6.7239071381828045E-6
1.0E-11                  565                      6.7253955437108365E-6
1.0E-11                  566                      6.726866619373841E-6
1.0E-11                  567                      6.7283203651719796E-6
1.0E-11                  568                      6.729756781105118E-6
1.0E-11                  569                      6.731175867173228E-6
1.0E-11                  570                      6.7325776233764735E-6
1.0E-11                  571                      6.733962049714745E-6
1.0E-11                  572                      6.735329146188016E-6
1.0E-11                  573                      6.7366789127963405E-6
1.0E-11                  574                      6.738011349539691E-6
1.0E-11                  575                      6.7393264564180415E-6
1.0E-11                  576                      6.7406242334315265E-6
1.0E-11                  577                      6.741904680580011E-6
1.0E-11                  578                      6.743167797863494E-6
1.0E-11                  579                      6.744413585282031E-6
1.0E-11                  580                      6.745643879500963E-6
1.0E-11                  581                      6.746889520914168E-6
1.0E-11                  582                      6.748120348483292E-6
1.0E-11                  583                      6.7493363622082E-6
1.0E-11                  584                      6.750537562088947E-6
1.0E-11                  585                      6.751723948125558E-6
1.0E-11                  586                      6.752895520317981E-6
1.0E-11                  587                      6.7540522786662695E-6
1.0E-11                  588                      6.755194223170396E-6
1.0E-11                  589                      6.756321353830361E-6
1.0E-11                  590                      6.757433670646191E-6
1.0E-11                  591                      6.758531173617805E-6
1.0E-11                  592                      6.759613862745284E-6
1.0E-11                  593                      6.760681738028656E-6
1.0E-11                  594                      6.761734799467785E-6
1.0E-11                  595                      6.762773047062806E-6
1.0E-11                  596                      6.763796480813665E-6
1.0E-11                  597                      6.764805100720336E-6
1.0E-11                  598                      6.765798906782872E-6
1.0E-11                  599                      6.766777899001273E-6
1.0E-11                  600                      6.767742077375458E-6
1.0E-11                  601                      6.768691441905536E-6
1.0E-11                  602                      6.7696259925914245E-6
1.0E-11                  603                      6.7705457294331515E-6
1.0E-11                  604                      6.771450652430717E-6
1.0E-11                  605                      6.772340761584147E-6
1.0E-11                  606                      6.773216056893389E-6
1.0E-11                  607                      6.774108646966505E-6
1.0E-11                  608                      6.775001057372982E-6
1.0E-11                  609                      6.77588190151689E-6
1.0E-11                  610                      6.7767511793983106E-6
1.0E-11                  611                      6.777608891017189E-6
1.0E-11                  612                      6.778455036373499E-6
1.0E-11                  613                      6.7792896154672934E-6
1.0E-11                  614                      6.780112628298546E-6
