% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:50
% Table:              TCE_reacted lg = 0 - tce_reacted_mass (tce_reacted_mass)
% lowPM_per              t (s)                    The reacted TCE (mol/m)
1.0E-10                  597                      6.770696605312135E-6
1.0E-10                  598                      6.770709980495528E-6
1.0E-10                  599                      6.770723190372595E-6
1.0E-10                  600                      6.770736234943336E-6
1.0E-10                  601                      6.770749114207695E-6
1.0E-10                  602                      6.770761828165783E-6
1.0E-10                  603                      6.770774376817489E-6
1.0E-10                  604                      6.770786760162869E-6
1.0E-10                  605                      6.770798978201922E-6
1.0E-10                  606                      6.770811030934649E-6
1.0E-10                  607                      6.770822918361022E-6
1.0E-10                  608                      6.770834640481096E-6
1.0E-10                  609                      6.770846197294816E-6
1.0E-10                  610                      6.770857588802209E-6
1.0E-10                  611                      6.770868815003222E-6
1.0E-10                  612                      6.770879875897935E-6
1.0E-10                  613                      6.770890771486295E-6
1.0E-10                  614                      6.770901501768382E-6
1.0E-10                  615                      6.770912066744061E-6
1.0E-10                  616                      6.7709228455733604E-6
1.0E-10                  617                      6.770933789700394E-6
1.0E-10                  618                      6.770944613738512E-6
1.0E-10                  619                      6.770955317687686E-6
1.0E-10                  620                      6.770965901547972E-6
1.0E-10                  621                      6.770976365319233E-6
1.0E-10                  622                      6.770986709001605E-6
1.0E-10                  623                      6.770996932595034E-6
1.0E-10                  624                      6.77100703609952E-6
1.0E-10                  625                      6.771017019515036E-6
1.0E-10                  626                      6.771026882841636E-6
1.0E-10                  627                      6.771036626079265E-6
1.0E-10                  628                      6.771046249227951E-6
1.0E-10                  629                      6.771055752287722E-6
1.0E-10                  630                      6.771065135258522E-6
1.0E-10                  631                      6.771074398140433E-6
1.0E-10                  632                      6.771083540933347E-6
1.0E-10                  633                      6.771092563637372E-6
1.0E-10                  634                      6.771101466252372E-6
1.0E-10                  635                      6.771110248778538E-6
1.0E-10                  636                      6.771118911215652E-6
1.0E-10                  637                      6.771127453563904E-6
1.0E-10                  638                      6.7711358758231865E-6
1.0E-10                  639                      6.771144177993553E-6
1.0E-10                  640                      6.771152360074921E-6
1.0E-10                  641                      6.771160422067401E-6
1.0E-10                  642                      6.771168363970884E-6
1.0E-10                  643                      6.771176185785477E-6
1.0E-10                  644                      6.771183887511128E-6
1.0E-10                  645                      6.771191611538763E-6
1.0E-10                  646                      6.771199580089739E-6
1.0E-10                  647                      6.771207461415133E-6
1.0E-10                  648                      6.771215255514781E-6
1.0E-10                  649                      6.771222962388766E-6
1.0E-10                  650                      6.7712305820371134E-6
1.0E-10                  651                      6.771238114459743E-6
1.0E-10                  652                      6.771245559656735E-6
1.0E-10                  653                      6.771252917628064E-6
1.0E-10                  654                      6.771260188373674E-6
1.0E-10                  655                      6.771267371893675E-6
1.0E-10                  656                      6.77127446818793E-6
1.0E-10                  657                      6.771281477256576E-6
1.0E-10                  658                      6.77128839909953E-6
1.0E-10                  659                      6.771295233716821E-6
1.0E-10                  660                      6.77130198110842E-6
1.0E-10                  661                      6.771308641274356E-6
1.0E-10                  662                      6.7713152142146545E-6
1.0E-10                  663                      6.771321699929208E-6
1.0E-10                  664                      6.771328098418151E-6
1.0E-10                  665                      6.771334409681431E-6
1.0E-10                  666                      6.771340633718992E-6
1.0E-10                  667                      6.771346770530917E-6
1.0E-10                  668                      6.771352820117096E-6
1.0E-10                  669                      6.77135878247772E-6
1.0E-10                  670                      6.771364657612598E-6
1.0E-10                  671                      6.7713704455218396E-6
1.0E-10                  672                      6.77137614620539E-6
1.0E-10                  673                      6.771381759663249E-6
1.0E-10                  674                      6.771387294319479E-6
1.0E-10                  675                      6.771393095297449E-6
1.0E-10                  676                      6.771398832928685E-6
1.0E-10                  677                      6.771404507213214E-6
1.0E-10                  678                      6.771410118150954E-6
1.0E-10                  679                      6.771415665741986E-6
1.0E-10                  680                      6.77142114998623E-6
1.0E-10                  681                      6.77142657088382E-6
1.0E-10                  682                      6.771431928434622E-6
1.0E-10                  683                      6.771437222638662E-6
1.0E-10                  684                      6.7714424534960215E-6
1.0E-10                  685                      6.771447621006592E-6
1.0E-10                  686                      6.771452725170456E-6
1.0E-10                  687                      6.771457765987558E-6
1.0E-10                  688                      6.771462743457925E-6
1.0E-10                  689                      6.771467657581612E-6
1.0E-10                  690                      6.771472508358483E-6
1.0E-10                  691                      6.771477295788647E-6
1.0E-10                  692                      6.771482019872076E-6
1.0E-10                  693                      6.7714866806087705E-6
1.0E-10                  694                      6.771491277998703E-6
1.0E-10                  695                      6.771495812041929E-6
1.0E-10                  696                      6.77150028273842E-6
1.0E-10                  697                      6.771504690088122E-6
1.0E-10                  698                      6.771509034091144E-6
1.0E-10                  699                      6.771513314747377E-6
1.0E-10                  700                      6.771517532056903E-6
1.0E-10                  701                      6.771521686019694E-6
1.0E-10                  702                      6.7715257766357505E-6
1.0E-10                  703                      6.771529803905073E-6
1.0E-10                  704                      6.771533964494941E-6
1.0E-10                  705                      6.771538140769502E-6
1.0E-10                  706                      6.771542271048303E-6
1.0E-10                  707                      6.771546355331291E-6
1.0E-10                  708                      6.771550393618492E-6
1.0E-10                  709                      6.771554385909853E-6
1.0E-10                  710                      6.771558332205454E-6
1.0E-10                  711                      6.771562232505242E-6
1.0E-10                  712                      6.771566086809217E-6
1.0E-10                  713                      6.771569895117405E-6
1.0E-10                  714                      6.77157365742978E-6
1.0E-10                  715                      6.771577373746368E-6
1.0E-10                  716                      6.7715810440671426E-6
1.0E-10                  717                      6.771584668392104E-6
1.0E-10                  718                      6.7715882467212515E-6
1.0E-10                  719                      6.77159177905464E-6
1.0E-10                  720                      6.771595265392215E-6
1.0E-10                  721                      6.771598705733949E-6
1.0E-10                  722                      6.771602100079897E-6
1.0E-10                  723                      6.771605448430059E-6
1.0E-10                  724                      6.771608750784407E-6
1.0E-10                  725                      6.771612007142942E-6
1.0E-10                  726                      6.77161521750569E-6
1.0E-10                  727                      6.7716183818726245E-6
1.0E-10                  728                      6.771621500243773E-6
1.0E-10                  729                      6.771624572619081E-6
1.0E-10                  730                      6.771627598998629E-6
1.0E-10                  731                      6.771630579382337E-6
1.0E-10                  732                      6.771633513770258E-6
1.0E-10                  733                      6.771636493317721E-6
1.0E-10                  734                      6.771639532646818E-6
1.0E-10                  735                      6.771642538587366E-6
1.0E-10                  736                      6.771645511139502E-6
1.0E-10                  737                      6.77164845030309E-6
1.0E-10                  738                      6.7716513560781846E-6
1.0E-10                  739                      6.771654228464785E-6
1.0E-10                  740                      6.771657067462946E-6
1.0E-10                  741                      6.771659873072559E-6
1.0E-10                  742                      6.771662645293759E-6
1.0E-10                  743                      6.771665384126385E-6
1.0E-10                  744                      6.77166808957057E-6
1.0E-10                  745                      6.771670761626262E-6
1.0E-10                  746                      6.7716734002934605E-6
1.0E-10                  747                      6.771676005572165E-6
1.0E-10                  748                      6.77167857746243E-6
1.0E-10                  749                      6.771681115964119E-6
1.0E-10                  750                      6.7716836210773965E-6
1.0E-10                  751                      6.771686092802126E-6
1.0E-10                  752                      6.771688531138415E-6
1.0E-10                  753                      6.771690936086184E-6
1.0E-10                  754                      6.771693307645459E-6
1.0E-10                  755                      6.771695645816267E-6
1.0E-10                  756                      6.7716979505985815E-6
1.0E-10                  757                      6.771700221992402E-6
1.0E-10                  758                      6.771702459997756E-6
1.0E-10                  759                      6.771704664614589E-6
1.0E-10                  760                      6.771706835842983E-6
1.0E-10                  761                      6.771708973682828E-6
1.0E-10                  762                      6.771711107426395E-6
1.0E-10                  763                      6.771713319083224E-6
1.0E-10                  764                      6.771715506509923E-6
1.0E-10                  765                      6.7717176697064114E-6
1.0E-10                  766                      6.77171980867277E-6
1.0E-10                  767                      6.771721923408999E-6
1.0E-10                  768                      6.771724013915071E-6
1.0E-10                  769                      6.771726080191014E-6
1.0E-10                  770                      6.771728122236746E-6
1.0E-10                  771                      6.771730140052348E-6
1.0E-10                  772                      6.7717321336378746E-6
1.0E-10                  773                      6.771734102993163E-6
1.0E-10                  774                      6.771736048118349E-6
1.0E-10                  775                      6.771737969013352E-6
1.0E-10                  776                      6.771739865678197E-6
1.0E-10                  777                      6.77174173811294E-6
1.0E-10                  778                      6.7717435863174724E-6
1.0E-10                  779                      6.771745410291902E-6
1.0E-10                  780                      6.771747210036148E-6
1.0E-10                  781                      6.771748985550264E-6
1.0E-10                  782                      6.771750736834223E-6
1.0E-10                  783                      6.771752463888026E-6
1.0E-10                  784                      6.771754166711672E-6
1.0E-10                  785                      6.7717558453051884E-6
1.0E-10                  786                      6.771757499668548E-6
1.0E-10                  787                      6.771759129801751E-6
1.0E-10                  788                      6.771760735704824E-6
1.0E-10                  789                      6.771762317377714E-6
1.0E-10                  790                      6.771763874820446E-6
1.0E-10                  791                      6.771765408033077E-6
1.0E-10                  792                      6.771767012250405E-6
1.0E-10                  793                      6.771768603948912E-6
1.0E-10                  794                      6.7717701780672164E-6
1.0E-10                  795                      6.7717717346052096E-6
1.0E-10                  796                      6.771773273562946E-6
1.0E-10                  797                      6.771774794940425E-6
1.0E-10                  798                      6.77177629873762E-6
1.0E-10                  799                      6.771777784954559E-6
1.0E-10                  800                      6.77177925359124E-6
1.0E-10                  801                      6.7717807046476105E-6
1.0E-10                  802                      6.771782138123751E-6
1.0E-10                  803                      6.7717835540196075E-6
1.0E-10                  804                      6.771784952335261E-6
1.0E-10                  805                      6.771786333070577E-6
1.0E-10                  806                      6.7717876962256356E-6
1.0E-10                  807                      6.771789041800437E-6
1.0E-10                  808                      6.771790369795009E-6
1.0E-10                  809                      6.77179168020927E-6
1.0E-10                  810                      6.771792973043274E-6
1.0E-10                  811                      6.771794248296994E-6
1.0E-10                  812                      6.771795505970484E-6
1.0E-10                  813                      6.77179674606369E-6
1.0E-10                  814                      6.771797968576639E-6
1.0E-10                  815                      6.771799173509304E-6
1.0E-10                  816                      6.7718003608616855E-6
1.0E-10                  817                      6.771801530633837E-6
1.0E-10                  818                      6.771802682825677E-6
1.0E-10                  819                      6.7718038174373145E-6
1.0E-10                  820                      6.771804934468641E-6
1.0E-10                  821                      6.771806082978178E-6
1.0E-10                  822                      6.771807241167093E-6
1.0E-10                  823                      6.771808386601941E-6
1.0E-10                  824                      6.771809519282723E-6
1.0E-10                  825                      6.771810639209384E-6
1.0E-10                  826                      6.771811746381952E-6
1.0E-10                  827                      6.771812840800453E-6
1.0E-10                  828                      6.771813922464861E-6
1.0E-10                  829                      6.7718149913751475E-6
1.0E-10                  830                      6.771816047531368E-6
1.0E-10                  831                      6.771817090933522E-6
1.0E-10                  832                      6.771818121581501E-6
1.0E-10                  833                      6.771819139475495E-6
1.0E-10                  834                      6.771820144615368E-6
1.0E-10                  835                      6.7718211370010935E-6
1.0E-10                  836                      6.771822116632807E-6
1.0E-10                  837                      6.771823083510399E-6
1.0E-10                  838                      6.771824037633871E-6
1.0E-10                  839                      6.7718249790032765E-6
1.0E-10                  840                      6.7718259076186154E-6
1.0E-10                  841                      6.7718268234797795E-6
1.0E-10                  842                      6.771827726586958E-6
1.0E-10                  843                      6.7718286169400166E-6
1.0E-10                  844                      6.771829494538927E-6
1.0E-10                  845                      6.771830359383825E-6
1.0E-10                  846                      6.771831211474603E-6
1.0E-10                  847                      6.7718320508112595E-6
1.0E-10                  848                      6.771832877393877E-6
1.0E-10                  849                      6.771833691222428E-6
1.0E-10                  850                      6.771834513589993E-6
1.0E-10                  851                      6.77183535633801E-6
1.0E-10                  852                      6.771836189833392E-6
1.0E-10                  853                      6.771837014076085E-6
1.0E-10                  854                      6.771837829066196E-6
1.0E-10                  855                      6.771838634803644E-6
1.0E-10                  856                      6.771839431288457E-6
1.0E-10                  857                      6.77184021852058E-6
1.0E-10                  858                      6.7718409965001486E-6
1.0E-10                  859                      6.771841765227028E-6
1.0E-10                  860                      6.771842524701298E-6
1.0E-10                  861                      6.771843274922852E-6
1.0E-10                  862                      6.771844015891851E-6
1.0E-10                  863                      6.771844747608161E-6
1.0E-10                  864                      6.771845470071862E-6
1.0E-10                  865                      6.771846183282901E-6
1.0E-10                  866                      6.771846887241331E-6
1.0E-10                  867                      6.771847581947072E-6
1.0E-10                  868                      6.7718482674001765E-6
1.0E-10                  869                      6.771848943600673E-6
1.0E-10                  870                      6.771849610548534E-6
1.0E-10                  871                      6.771850268243732E-6
1.0E-10                  872                      6.771850916686295E-6
1.0E-10                  873                      6.771851555876222E-6
1.0E-10                  874                      6.771852185813513E-6
1.0E-10                  875                      6.771852806498142E-6
1.0E-10                  876                      6.771853417930163E-6
1.0E-10                  877                      6.7718540201095205E-6
1.0E-10                  878                      6.771854613036243E-6
1.0E-10                  879                      6.771855201967653E-6
1.0E-10                  880                      6.77185581518858E-6
1.0E-10                  881                      6.771856421696886E-6
1.0E-10                  882                      6.771857021492544E-6
1.0E-10                  883                      6.771857614575554E-6
1.0E-10                  884                      6.771858200945997E-6
1.0E-10                  885                      6.7718587806037925E-6
1.0E-10                  886                      6.771859353548967E-6
1.0E-10                  887                      6.7718599197815474E-6
1.0E-10                  888                      6.77186047930148E-6
1.0E-10                  889                      6.7718610321087374E-6
1.0E-10                  890                      6.771861578203455E-6
1.0E-10                  891                      6.771862117585498E-6
1.0E-10                  892                      6.771862650254947E-6
1.0E-10                  893                      6.771863176211748E-6
1.0E-10                  894                      6.771863695455982E-6
1.0E-10                  895                      6.771864207987514E-6
1.0E-10                  896                      6.771864713806452E-6
1.0E-10                  897                      6.771865212912769E-6
1.0E-10                  898                      6.771865705306466E-6
1.0E-10                  899                      6.771866190987568E-6
1.0E-10                  900                      6.771866669955996E-6
1.0E-10                  901                      6.7718671422118564E-6
1.0E-10                  902                      6.771867607755015E-6
1.0E-10                  903                      6.771868066585607E-6
1.0E-10                  904                      6.771868518703578E-6
1.0E-10                  905                      6.7718689641089276E-6
1.0E-10                  906                      6.771869402801657E-6
1.0E-10                  907                      6.7718698347817106E-6
1.0E-10                  908                      6.771870260049198E-6
1.0E-10                  909                      6.771870702810206E-6
1.0E-10                  910                      6.771871144145407E-6
1.0E-10                  911                      6.771871580610615E-6
1.0E-10                  912                      6.771872012205777E-6
1.0E-10                  913                      6.77187243893092E-6
1.0E-10                  914                      6.771872860786044E-6
1.0E-10                  915                      6.771873277771148E-6
1.0E-10                  916                      6.771873689886179E-6
1.0E-10                  917                      6.771874097131271E-6
1.0E-10                  918                      6.771874499506236E-6
1.0E-10                  919                      6.771874897011236E-6
1.0E-10                  920                      6.771875289646162E-6
1.0E-10                  921                      6.7718756774110965E-6
1.0E-10                  922                      6.771876060306011E-6
1.0E-10                  923                      6.7718764383308525E-6
1.0E-10                  924                      6.7718768114857016E-6
1.0E-10                  925                      6.771877179770504E-6
1.0E-10                  926                      6.7718775431852875E-6
1.0E-10                  927                      6.7718779017300515E-6
1.0E-10                  928                      6.771878255404796E-6
1.0E-10                  929                      6.771878604209494E-6
1.0E-10                  930                      6.771878948144173E-6
1.0E-10                  931                      6.771879287208806E-6
1.0E-10                  932                      6.771879621403419E-6
1.0E-10                  933                      6.771879950728013E-6
1.0E-10                  934                      6.771880275182587E-6
1.0E-10                  935                      6.771880594767115E-6
1.0E-10                  936                      6.771880909481624E-6
1.0E-10                  937                      6.771881219326087E-6
1.0E-10                  938                      6.771881536332978E-6
1.0E-10                  939                      6.771881857474041E-6
1.0E-10                  940                      6.771882175081825E-6
1.0E-10                  941                      6.771882489156302E-6
1.0E-10                  942                      6.771882799697527E-6
1.0E-10                  943                      6.7718831067054995E-6
1.0E-10                  944                      6.771883410180139E-6
1.0E-10                  945                      6.771883710121525E-6
1.0E-10                  946                      6.771884006529579E-6
1.0E-10                  947                      6.771884299404407E-6
1.0E-10                  948                      6.7718845887459556E-6
1.0E-10                  949                      6.771884874554198E-6
1.0E-10                  950                      6.771885156829161E-6
1.0E-10                  951                      6.7718854355708444E-6
1.0E-10                  952                      6.771885710779303E-6
1.0E-10                  953                      6.7718859824543736E-6
1.0E-10                  954                      6.771886250596246E-6
1.0E-10                  955                      6.771886515204812E-6
1.0E-10                  956                      6.771886776280099E-6
1.0E-10                  957                      6.771887033822107E-6
1.0E-10                  958                      6.771887287830835E-6
1.0E-10                  959                      6.7718875383062564E-6
1.0E-10                  960                      6.771887785248453E-6
1.0E-10                  961                      6.771888028657316E-6
1.0E-10                  962                      6.771888268532927E-6
1.0E-10                  963                      6.771888504875231E-6
1.0E-10                  964                      6.771888737684283E-6
1.0E-10                  965                      6.7718889669600554E-6
1.0E-10                  966                      6.771889192702522E-6
1.0E-10                  967                      6.7718894197006565E-6
1.0E-10                  968                      6.771889653377938E-6
1.0E-10                  969                      6.771889884491758E-6
1.0E-10                  970                      6.771890113042091E-6
1.0E-10                  971                      6.771890339028991E-6
1.0E-10                  972                      6.77189056245243E-6
1.0E-10                  973                      6.771890783312435E-6
1.0E-10                  974                      6.771891001608953E-6
1.0E-10                  975                      6.771891217342011E-6
1.0E-10                  976                      6.771891430511608E-6
1.0E-10                  977                      6.771891641117744E-6
1.0E-10                  978                      6.7718918491604745E-6
1.0E-10                  979                      6.771892054639663E-6
1.0E-10                  980                      6.771892257555472E-6
1.0E-10                  981                      6.771892457907821E-6
1.0E-10                  982                      6.771892655696682E-6
1.0E-10                  983                      6.771892850922082E-6
1.0E-10                  984                      6.771893043584022E-6
1.0E-10                  985                      6.771893233682502E-6
1.0E-10                  986                      6.771893421217521E-6
1.0E-10                  987                      6.771893606189106E-6
1.0E-10                  988                      6.771893788597177E-6
1.0E-10                  989                      6.771893968441842E-6
1.0E-10                  990                      6.771894145723073E-6
1.0E-10                  991                      6.771894320440816E-6
1.0E-10                  992                      6.771894492595099E-6
1.0E-10                  993                      6.771894662185895E-6
1.0E-10                  994                      6.771894829213257E-6
1.0E-10                  995                      6.771894993677158E-6
1.0E-10                  996                      6.771895156243977E-6
1.0E-10                  997                      6.771895326275609E-6
1.0E-10                  998                      6.771895494447428E-6
1.0E-10                  999                      6.771895660759406E-6
1.0E-10                  1000                     6.771895825211598E-6
1.0E-10                  1001                     6.7718959878038955E-6
1.0E-10                  1002                     6.771896148536461E-6
1.0E-10                  1003                     6.771896307409159E-6
1.0E-10                  1004                     6.771896464422071E-6
1.0E-10                  1005                     6.771896619575115E-6
1.0E-10                  1006                     6.771896772868373E-6
1.0E-10                  1007                     6.771896924301791E-6
1.0E-10                  1008                     6.771897073875395E-6
1.0E-10                  1009                     6.771897221589159E-6
1.0E-10                  1010                     6.771897367443164E-6
1.0E-10                  1011                     6.771897511437301E-6
1.0E-10                  1012                     6.771897653571598E-6
1.0E-10                  1013                     6.771897793846082E-6
1.0E-10                  1014                     6.771897932260725E-6
1.0E-10                  1015                     6.7718980688156365E-6
1.0E-10                  1016                     6.77189820351068E-6
1.0E-10                  1017                     6.7718983363458565E-6
1.0E-10                  1018                     6.771898467321274E-6
1.0E-10                  1019                     6.77189859643685E-6
1.0E-10                  1020                     6.771898723692614E-6
1.0E-10                  1021                     6.77189884908851E-6
1.0E-10                  1022                     6.7718989726246195E-6
1.0E-10                  1023                     6.771899094300916E-6
1.0E-10                  1024                     6.771899214117372E-6
1.0E-10                  1025                     6.771899332074015E-6
1.0E-10                  1026                     6.771899454275824E-6
1.0E-10                  1027                     6.771899576645305E-6
1.0E-10                  1028                     6.771899697665496E-6
1.0E-10                  1029                     6.771899817336344E-6
1.0E-10                  1030                     6.771899935657929E-6
1.0E-10                  1031                     6.771900052630171E-6
1.0E-10                  1032                     6.771900168253122E-6
1.0E-10                  1033                     6.771900282526757E-6
1.0E-10                  1034                     6.771900395451103E-6
1.0E-10                  1035                     6.7719005070261044E-6
1.0E-10                  1036                     6.7719006172518165E-6
1.0E-10                  1037                     6.771900726128239E-6
1.0E-10                  1038                     6.771900833655345E-6
1.0E-10                  1039                     6.7719009398331065E-6
1.0E-10                  1040                     6.771901044661579E-6
1.0E-10                  1041                     6.7719011481407615E-6
1.0E-10                  1042                     6.7719012502706274E-6
1.0E-10                  1043                     6.771901351051177E-6
1.0E-10                  1044                     6.771901450482436E-6
1.0E-10                  1045                     6.771901548564352E-6
1.0E-10                  1046                     6.771901645297006E-6
1.0E-10                  1047                     6.771901740680315E-6
1.0E-10                  1048                     6.771901834714308E-6
1.0E-10                  1049                     6.771901927399038E-6
1.0E-10                  1050                     6.771902018734398E-6
1.0E-10                  1051                     6.771902108720495E-6
1.0E-10                  1052                     6.771902197357275E-6
1.0E-10                  1053                     6.7719022846447654E-6
1.0E-10                  1054                     6.771902370582885E-6
1.0E-10                  1055                     6.771902458076808E-6
1.0E-10                  1056                     6.771902547117074E-6
1.0E-10                  1057                     6.7719026351783596E-6
1.0E-10                  1058                     6.771902722260746E-6
1.0E-10                  1059                     6.771902808364207E-6
1.0E-10                  1060                     6.771902893488768E-6
1.0E-10                  1061                     6.7719029776344036E-6
1.0E-10                  1062                     6.771903060801086E-6
1.0E-10                  1063                     6.771903142988869E-6
1.0E-10                  1064                     6.77190322419778E-6
1.0E-10                  1065                     6.7719033044276835E-6
1.0E-10                  1066                     6.7719033836787965E-6
1.0E-10                  1067                     6.771903461950875E-6
1.0E-10                  1068                     6.771903539244109E-6
1.0E-10                  1069                     6.771903615558389E-6
1.0E-10                  1070                     6.771903690893716E-6
1.0E-10                  1071                     6.771903765250199E-6
1.0E-10                  1072                     6.7719038386276735E-6
1.0E-10                  1073                     6.771903911026331E-6
1.0E-10                  1074                     6.7719039824460075E-6
1.0E-10                  1075                     6.771904052886758E-6
1.0E-10                  1076                     6.771904122348637E-6
1.0E-10                  1077                     6.771904190831562E-6
1.0E-10                  1078                     6.771904258335589E-6
1.0E-10                  1079                     6.771904324860662E-6
1.0E-10                  1080                     6.7719043904068904E-6
1.0E-10                  1081                     6.7719044549741385E-6
1.0E-10                  1082                     6.77190451856246E-6
1.0E-10                  1083                     6.77190458117191E-6
1.0E-10                  1084                     6.771904643823698E-6
1.0E-10                  1085                     6.7719047086115E-6
1.0E-10                  1086                     6.7719047726891226E-6
1.0E-10                  1087                     6.771904836056538E-6
1.0E-10                  1088                     6.7719048987138015E-6
1.0E-10                  1089                     6.771904960660831E-6
1.0E-10                  1090                     6.771905021897681E-6
1.0E-10                  1091                     6.7719050824243245E-6
1.0E-10                  1092                     6.771905142240815E-6
1.0E-10                  1093                     6.7719052013470455E-6
1.0E-10                  1094                     6.771905259743123E-6
1.0E-10                  1095                     6.771905317429021E-6
1.0E-10                  1096                     6.77190537440474E-6
1.0E-10                  1097                     6.771905430670252E-6
1.0E-10                  1098                     6.771905486225557E-6
1.0E-10                  1099                     6.771905541070683E-6
1.0E-10                  1100                     6.771905595205602E-6
1.0E-10                  1101                     6.771905648630342E-6
1.0E-10                  1102                     6.771905701344929E-6
1.0E-10                  1103                     6.771905753349256E-6
1.0E-10                  1104                     6.77190580464343E-6
1.0E-10                  1105                     6.771905855227397E-6
1.0E-10                  1106                     6.771905905101158E-6
1.0E-10                  1107                     6.771905954264766E-6
1.0E-10                  1108                     6.771906002718168E-6
1.0E-10                  1109                     6.771906050461363E-6
1.0E-10                  1110                     6.771906097494378E-6
1.0E-10                  1111                     6.771906143817187E-6
1.0E-10                  1112                     6.771906189429789E-6
1.0E-10                  1113                     6.771906234332239E-6
1.0E-10                  1114                     6.771906281439712E-6
1.0E-10                  1115                     6.771906328065149E-6
1.0E-10                  1116                     6.771906374175292E-6
1.0E-10                  1117                     6.7719064197702486E-6
1.0E-10                  1118                     6.7719064648499654E-6
1.0E-10                  1119                     6.7719065094144694E-6
1.0E-10                  1120                     6.771906553463706E-6
1.0E-10                  1121                     6.77190659699773E-6
1.0E-10                  1122                     6.7719066400165145E-6
1.0E-10                  1123                     6.7719066825200585E-6
1.0E-10                  1124                     6.77190672450839E-6
1.0E-10                  1125                     6.771906765981535E-6
1.0E-10                  1126                     6.7719068069393865E-6
1.0E-10                  1127                     6.771906847382025E-6
1.0E-10                  1128                     6.77190688730945E-6
1.0E-10                  1129                     6.771906926721636E-6
1.0E-10                  1130                     6.7719069656185815E-6
1.0E-10                  1131                     6.771907004000314E-6
1.0E-10                  1132                     6.771907041866807E-6
1.0E-10                  1133                     6.771907079218087E-6
1.0E-10                  1134                     6.771907116054072E-6
1.0E-10                  1135                     6.7719071523749264E-6
1.0E-10                  1136                     6.771907188180459E-6
1.0E-10                  1137                     6.771907223470833E-6
1.0E-10                  1138                     6.771907258245913E-6
1.0E-10                  1139                     6.7719072925058075E-6
1.0E-10                  1140                     6.771907326250489E-6
1.0E-10                  1141                     6.771907359479849E-6
1.0E-10                  1142                     6.771907392194104E-6
1.0E-10                  1143                     6.771907425918647E-6
1.0E-10                  1144                     6.771907459844796E-6
1.0E-10                  1145                     6.7719074933972215E-6
1.0E-10                  1146                     6.771907526575841E-6
1.0E-10                  1147                     6.7719075593806E-6
1.0E-10                  1148                     6.771907591811662E-6
1.0E-10                  1149                     6.771907623868945E-6
1.0E-10                  1150                     6.7719076555523415E-6
1.0E-10                  1151                     6.771907686862067E-6
1.0E-10                  1152                     6.771907717797933E-6
1.0E-10                  1153                     6.77190774836002E-6
1.0E-10                  1154                     6.771907778548356E-6
1.0E-10                  1155                     6.771907808362886E-6
1.0E-10                  1156                     6.771907837803637E-6
1.0E-10                  1157                     6.771907866870609E-6
1.0E-10                  1158                     6.771907895563803E-6
1.0E-10                  1159                     6.7719079238831635E-6
1.0E-10                  1160                     6.771907951828773E-6
1.0E-10                  1161                     6.771907979400603E-6
1.0E-10                  1162                     6.771908006598601E-6
1.0E-10                  1163                     6.771908033422874E-6
1.0E-10                  1164                     6.771908059873341E-6
1.0E-10                  1165                     6.771908085950002E-6
1.0E-10                  1166                     6.771908111652885E-6
1.0E-10                  1167                     6.771908136982016E-6
1.0E-10                  1168                     6.7719081619373146E-6
1.0E-10                  1169                     6.771908186518861E-6
1.0E-10                  1170                     6.771908210726629E-6
1.0E-10                  1171                     6.771908234560564E-6
1.0E-10                  1172                     6.7719082587074E-6
1.0E-10                  1173                     6.771908283393057E-6
1.0E-10                  1174                     6.7719083078075825E-6
1.0E-10                  1175                     6.771908331950895E-6
1.0E-10                  1176                     6.771908355823048E-6
1.0E-10                  1177                     6.771908379424042E-6
1.0E-10                  1178                     6.771908402753877E-6
1.0E-10                  1179                     6.7719084258125535E-6
1.0E-10                  1180                     6.771908448600044E-6
1.0E-10                  1181                     6.771908471116348E-6
1.0E-10                  1182                     6.771908493361466E-6
1.0E-10                  1183                     6.771908515335479E-6
1.0E-10                  1184                     6.7719085370383065E-6
1.0E-10                  1185                     6.771908558469948E-6
1.0E-10                  1186                     6.771908579630457E-6
1.0E-10                  1187                     6.77190860051978E-6
1.0E-10                  1188                     6.77190862113789E-6
1.0E-10                  1189                     6.7719086414848686E-6
1.0E-10                  1190                     6.771908661560715E-6
1.0E-10                  1191                     6.771908681365321E-6
1.0E-10                  1192                     6.771908700898795E-6
1.0E-10                  1193                     6.7719087201611105E-6
1.0E-10                  1194                     6.77190873915224E-6
1.0E-10                  1195                     6.771908757872237E-6
1.0E-10                  1196                     6.771908776321048E-6
1.0E-10                  1197                     6.7719087944986735E-6
1.0E-10                  1198                     6.77190881240514E-6
1.0E-10                  1199                     6.77190883004042E-6
1.0E-10                  1200                     6.771908847404595E-6
1.0E-10                  1201                     6.7719088646962106E-6
1.0E-10                  1202                     6.771908882658215E-6
1.0E-10                  1203                     6.771908900423518E-6
1.0E-10                  1204                     6.771908917992093E-6
1.0E-10                  1205                     6.771908935363939E-6
1.0E-10                  1206                     6.771908952539084E-6
1.0E-10                  1207                     6.771908969517527E-6
1.0E-10                  1208                     6.771908986299215E-6
1.0E-10                  1209                     6.771909002884174E-6
1.0E-10                  1210                     6.771909019272459E-6
1.0E-10                  1211                     6.771909035463962E-6
1.0E-10                  1212                     6.77190905145879E-6
