% Model:              NP_reactive_flow_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 7 2020, 21:50
% Table:              TCE_reacted lg = 4 - tce_reacted_mass (tce_reacted_mass)
% lowPM_per              t (s)                    The reacted TCE (mol/m)
1.0E-14                  56                       1.8842783692649245E-6
1.0E-14                  57                       1.8926739795785492E-6
1.0E-14                  58                       1.9011092304201386E-6
1.0E-14                  59                       1.909581299659468E-6
1.0E-14                  60                       1.918088363600524E-6
1.0E-14                  61                       1.926628935532521E-6
1.0E-14                  62                       1.9352020432666634E-6
1.0E-14                  63                       1.9438074574105367E-6
1.0E-14                  64                       1.952445295805733E-6
1.0E-14                  65                       1.961115670320707E-6
1.0E-14                  66                       1.9698185241129273E-6
1.0E-14                  67                       1.9785657685362992E-6
1.0E-14                  68                       1.9873376468200524E-6
1.0E-14                  69                       1.996138799837115E-6
1.0E-14                  70                       2.0049683196239027E-6
1.0E-14                  71                       2.0138295266955088E-6
1.0E-14                  72                       2.022721644398303E-6
1.0E-14                  73                       2.03164817748022E-6
1.0E-14                  74                       2.040609449385839E-6
1.0E-14                  75                       2.04960362361623E-6
1.0E-14                  76                       2.058629769639642E-6
1.0E-14                  77                       2.067687875561486E-6
1.0E-14                  78                       2.076777825080168E-6
1.0E-14                  79                       2.085899204645024E-6
1.0E-14                  80                       2.095051589026219E-6
1.0E-14                  81                       2.1042351860136885E-6
1.0E-14                  82                       2.1134496859890936E-6
1.0E-14                  83                       2.1226941661522205E-6
1.0E-14                  84                       2.131967862463603E-6
1.0E-14                  85                       2.141270273159886E-6
1.0E-14                  86                       2.150600828356873E-6
1.0E-14                  87                       2.159958879938356E-6
1.0E-14                  88                       2.1693435839962716E-6
1.0E-14                  89                       2.1787541634191823E-6
1.0E-14                  90                       2.188189736341005E-6
1.0E-14                  91                       2.197649282821765E-6
1.0E-14                  92                       2.2071315926268313E-6
1.0E-14                  93                       2.216635087645773E-6
1.0E-14                  94                       2.226158131602263E-6
1.0E-14                  95                       2.235698650327737E-6
1.0E-14                  96                       2.245254226928107E-6
1.0E-14                  97                       2.2548227090552317E-6
1.0E-14                  98                       2.264401845869423E-6
1.0E-14                  99                       2.2739885927642303E-6
1.0E-14                  100                      2.2835805391847026E-6
1.0E-14                  101                      2.2931747881069277E-6
1.0E-14                  102                      2.302768437638939E-6
1.0E-14                  103                      2.3123584185972046E-6
1.0E-14                  104                      2.3219420689300882E-6
1.0E-14                  105                      2.3315170898911914E-6
1.0E-14                  106                      2.3410809196732483E-6
1.0E-14                  107                      2.3506311129999505E-6
1.0E-14                  108                      2.3601650911735854E-6
1.0E-14                  109                      2.3696788638361346E-6
1.0E-14                  110                      2.3791715829627686E-6
1.0E-14                  111                      2.388641876087253E-6
1.0E-14                  112                      2.398085661151498E-6
1.0E-14                  113                      2.407505158872956E-6
1.0E-14                  114                      2.416893682296506E-6
1.0E-14                  115                      2.42625205217522E-6
1.0E-14                  116                      2.4355794053718726E-6
1.0E-14                  117                      2.4448705604442476E-6
1.0E-14                  118                      2.4541282482590387E-6
1.0E-14                  119                      2.4633480153398466E-6
1.0E-14                  120                      2.4725300724275334E-6
1.0E-14                  121                      2.4816743197360683E-6
1.0E-14                  122                      2.4907776437285164E-6
1.0E-14                  123                      2.4998416387561427E-6
1.0E-14                  124                      2.508864270821106E-6
1.0E-14                  125                      2.517845469133658E-6
1.0E-14                  126                      2.5267851682681534E-6
1.0E-14                  127                      2.5356812257932727E-6
1.0E-14                  128                      2.5445347101184964E-6
1.0E-14                  129                      2.55334562124356E-6
1.0E-14                  130                      2.5621139591683282E-6
1.0E-14                  131                      2.5708393934160186E-6
1.0E-14                  132                      2.5795205899594567E-6
1.0E-14                  133                      2.5881585939032176E-6
1.0E-14                  134                      2.596753405246705E-6
1.0E-14                  135                      2.6053050239898304E-6
1.0E-14                  136                      2.613813278957224E-6
1.0E-14                  137                      2.622277275729249E-6
1.0E-14                  138                      2.63069769178696E-6
1.0E-14                  139                      2.6390745271306416E-6
1.0E-14                  140                      2.6474077817600228E-6
1.0E-14                  141                      2.6556976027552597E-6
1.0E-14                  142                      2.6639450217522497E-6
1.0E-14                  143                      2.6721492806012242E-6
1.0E-14                  144                      2.6803103793027864E-6
1.0E-14                  145                      2.6884283178565837E-6
1.0E-14                  146                      2.6965033942707487E-6
1.0E-14                  147                      2.7045385926062506E-6
1.0E-14                  148                      2.712531778919067E-6
1.0E-14                  149                      2.7204829532086013E-6
1.0E-14                  150                      2.728392115475938E-6
1.0E-14                  151                      2.736259534777291E-6
1.0E-14                  152                      2.744089537545502E-6
1.0E-14                  153                      2.7518791056488126E-6
1.0E-14                  154                      2.7596282390880494E-6
1.0E-14                  155                      2.767336937862643E-6
1.0E-14                  156                      2.7750053448279396E-6
1.0E-14                  157                      2.7826384387351824E-6
1.0E-14                  158                      2.790232824159866E-6
1.0E-14                  159                      2.797788501102492E-6
1.0E-14                  160                      2.8053054695622405E-6
1.0E-14                  161                      2.8127837295397346E-6
1.0E-14                  162                      2.820228490599132E-6
1.0E-14                  163                      2.8276362796923578E-6
1.0E-14                  164                      2.835007090094024E-6
1.0E-14                  165                      2.842340921804375E-6
1.0E-14                  166                      2.8496377748234243E-6
1.0E-14                  167                      2.8569060830562488E-6
1.0E-14                  168                      2.8641405895106736E-6
1.0E-14                  169                      2.871341033576006E-6
1.0E-14                  170                      2.8785074152520973E-6
1.0E-14                  171                      2.8856397345393875E-6
1.0E-14                  172                      2.8927379914376396E-6
1.0E-14                  173                      2.8998021859466164E-6
1.0E-14                  174                      2.906832318066799E-6
1.0E-14                  175                      2.9138283877978285E-6
1.0E-14                  176                      2.920790395139698E-6
1.0E-14                  177                      2.927728779049567E-6
1.0E-14                  178                      2.9346363294691747E-6
1.0E-14                  179                      2.9415119431272247E-6
1.0E-14                  180                      2.948355620024252E-6
1.0E-14                  181                      2.9551673601602437E-6
1.0E-14                  182                      2.9619471635346638E-6
1.0E-14                  183                      2.9686950301480953E-6
1.0E-14                  184                      2.975410960000179E-6
1.0E-14                  185                      2.9820949530913623E-6
1.0E-14                  186                      2.9887470094211503E-6
1.0E-14                  187                      2.995380732588544E-6
1.0E-14                  188                      3.0019881142930455E-6
1.0E-14                  189                      3.00856657716738E-6
1.0E-14                  190                      3.0151161212111955E-6
1.0E-14                  191                      3.0216367464244373E-6
1.0E-14                  192                      3.02812845280716E-6
1.0E-14                  193                      3.0345912403596207E-6
1.0E-14                  194                      3.0410251090816164E-6
1.0E-14                  195                      3.0474300589732826E-6
1.0E-14                  196                      3.053806090034592E-6
1.0E-14                  197                      3.060165431690212E-6
1.0E-14                  198                      3.0665023558241897E-6
1.0E-14                  199                      3.072813337478368E-6
1.0E-14                  200                      3.0790983766532885E-6
1.0E-14                  201                      3.0853574733489652E-6
1.0E-14                  202                      3.0915906275649644E-6
1.0E-14                  203                      3.0977978393019907E-6
1.0E-14                  204                      3.1039791085595155E-6
1.0E-14                  205                      3.1101344353376068E-6
1.0E-14                  206                      3.1162638196362914E-6
1.0E-14                  207                      3.1223831569915828E-6
1.0E-14                  208                      3.1284872917929096E-6
1.0E-14                  209                      3.1345697630660738E-6
1.0E-14                  210                      3.140630570811021E-6
1.0E-14                  211                      3.14666971502744E-6
1.0E-14                  212                      3.152687195715791E-6
1.0E-14                  213                      3.158683012875681E-6
1.0E-14                  214                      3.164657166507395E-6
1.0E-14                  215                      3.1706096566108785E-6
1.0E-14                  216                      3.1765404831860097E-6
1.0E-14                  217                      3.1824496462325716E-6
1.0E-14                  218                      3.188337145751215E-6
1.0E-14                  219                      3.194202981741411E-6
1.0E-14                  220                      3.2000471542032274E-6
1.0E-14                  221                      3.205869663136827E-6
1.0E-14                  222                      3.2116705085421285E-6
1.0E-14                  223                      3.2174496904189827E-6
1.0E-14                  224                      3.223207208767715E-6
1.0E-14                  225                      3.2289430635879863E-6
1.0E-14                  226                      3.234657254880217E-6
1.0E-14                  227                      3.2403633163234402E-6
1.0E-14                  228                      3.2460604578976154E-6
1.0E-14                  229                      3.2517382985605117E-6
1.0E-14                  230                      3.2573968383125087E-6
1.0E-14                  231                      3.2630360771534437E-6
1.0E-14                  232                      3.268656015083764E-6
1.0E-14                  233                      3.2742566521032254E-6
1.0E-14                  234                      3.279837988211598E-6
1.0E-14                  235                      3.28540002340903E-6
1.0E-14                  236                      3.290942757695848E-6
1.0E-14                  237                      3.2964661910715357E-6
1.0E-14                  238                      3.3019703235363107E-6
1.0E-14                  239                      3.3074551550904302E-6
1.0E-14                  240                      3.312920685733393E-6
1.0E-14                  241                      3.3183669154657273E-6
1.0E-14                  242                      3.3237938442870946E-6
1.0E-14                  243                      3.329201472197278E-6
1.0E-14                  244                      3.33458979919686E-6
1.0E-14                  245                      3.3399588252854614E-6
1.0E-14                  246                      3.345308550463177E-6
1.0E-14                  247                      3.3506507909838063E-6
1.0E-14                  248                      3.355992214053294E-6
1.0E-14                  249                      3.3613170944211116E-6
1.0E-14                  250                      3.3666254320873672E-6
1.0E-14                  251                      3.3719172270516137E-6
1.0E-14                  252                      3.377192479314339E-6
1.0E-14                  253                      3.3824511888754752E-6
1.0E-14                  254                      3.387693355734765E-6
1.0E-14                  255                      3.392918979892371E-6
1.0E-14                  256                      3.3981280613485233E-6
1.0E-14                  257                      3.403320600102924E-6
1.0E-14                  258                      3.408496596155275E-6
1.0E-14                  259                      3.4136560495064844E-6
1.0E-14                  260                      3.4187989601555896E-6
1.0E-14                  261                      3.423925328103065E-6
1.0E-14                  262                      3.4290351533489924E-6
1.0E-14                  263                      3.4341284358929648E-6
1.0E-14                  264                      3.439205175735145E-6
1.0E-14                  265                      3.4442653728760747E-6
1.0E-14                  266                      3.4493090273150768E-6
1.0E-14                  267                      3.4543421890268134E-6
1.0E-14                  268                      3.45937571837439E-6
1.0E-14                  269                      3.464394821482426E-6
1.0E-14                  270                      3.469399498351206E-6
1.0E-14                  271                      3.4743897489801203E-6
1.0E-14                  272                      3.4793655733700497E-6
1.0E-14                  273                      3.4843269715200456E-6
1.0E-14                  274                      3.489273943430826E-6
1.0E-14                  275                      3.4942064891020256E-6
1.0E-14                  276                      3.4991246085336168E-6
1.0E-14                  277                      3.504028301725898E-6
1.0E-14                  278                      3.5089175686786654E-6
1.0E-14                  279                      3.51379240939173E-6
1.0E-14                  280                      3.5186528238655384E-6
1.0E-14                  281                      3.5234988120996845E-6
1.0E-14                  282                      3.5283303740942494E-6
1.0E-14                  283                      3.5331475098494906E-6
1.0E-14                  284                      3.5379502193651913E-6
1.0E-14                  285                      3.5427385026415276E-6
1.0E-14                  286                      3.5475123596782286E-6
1.0E-14                  287                      3.552275553975236E-6
1.0E-14                  288                      3.557048326971541E-6
1.0E-14                  289                      3.561809266100152E-6
1.0E-14                  290                      3.5665583713617065E-6
1.0E-14                  291                      3.571295642755838E-6
1.0E-14                  292                      3.5760210802825875E-6
1.0E-14                  293                      3.5807346839423208E-6
1.0E-14                  294                      3.5854364537344957E-6
1.0E-14                  295                      3.5901263896594783E-6
1.0E-14                  296                      3.5948044917170652E-6
1.0E-14                  297                      3.599470759907392E-6
1.0E-14                  298                      3.604125194230269E-6
1.0E-14                  299                      3.608767794686116E-6
1.0E-14                  300                      3.6133985612741746E-6
1.0E-14                  301                      3.618017493995366E-6
1.0E-14                  302                      3.6226245928491345E-6
1.0E-14                  303                      3.6272198578352364E-6
1.0E-14                  304                      3.6318032889542815E-6
1.0E-14                  305                      3.63637488620608E-6
1.0E-14                  306                      3.640934649590442E-6
1.0E-14                  307                      3.645482579107544E-6
1.0E-14                  308                      3.6500186747571555E-6
1.0E-14                  309                      3.6545429365398186E-6
1.0E-14                  310                      3.659055364454964E-6
1.0E-14                  311                      3.6635559585027137E-6
1.0E-14                  312                      3.668044718683244E-6
1.0E-14                  313                      3.6725216449964734E-6
1.0E-14                  314                      3.6769867374422124E-6
1.0E-14                  315                      3.6814399960205963E-6
1.0E-14                  316                      3.6858814207318285E-6
1.0E-14                  317                      3.6903110115758006E-6
1.0E-14                  318                      3.69472876855235E-6
1.0E-14                  319                      3.6991346916615984E-6
1.0E-14                  320                      3.703528780903465E-6
1.0E-14                  321                      3.7079110362781117E-6
1.0E-14                  322                      3.7122814577854037E-6
1.0E-14                  323                      3.7166400454252593E-6
1.0E-14                  324                      3.7209867991979903E-6
1.0E-14                  325                      3.7253217191032714E-6
1.0E-14                  326                      3.7296448051412652E-6
1.0E-14                  327                      3.7339560573119583E-6
1.0E-14                  328                      3.7382810625681003E-6
1.0E-14                  329                      3.742599412017125E-6
1.0E-14                  330                      3.746907358108544E-6
1.0E-14                  331                      3.7512049008428056E-6
1.0E-14                  332                      3.7554920402195296E-6
1.0E-14                  333                      3.759768776238933E-6
1.0E-14                  334                      3.7640351089009616E-6
1.0E-14                  335                      3.76829103820548E-6
1.0E-14                  336                      3.772536564152637E-6
1.0E-14                  337                      3.7767716867425006E-6
1.0E-14                  338                      3.7809964059749488E-6
1.0E-14                  339                      3.7852107218499815E-6
1.0E-14                  340                      3.7894146343675852E-6
1.0E-14                  341                      3.793608143527936E-6
1.0E-14                  342                      3.7977912493306683E-6
1.0E-14                  343                      3.8019639517761206E-6
1.0E-14                  344                      3.80612625086432E-6
1.0E-14                  345                      3.8102781465949685E-6
1.0E-14                  346                      3.814419638968337E-6
1.0E-14                  347                      3.81855072798429E-6
1.0E-14                  348                      3.8226714136425704E-6
1.0E-14                  349                      3.8267816959437604E-6
1.0E-14                  350                      3.830881574887454E-6
1.0E-14                  351                      3.8349710504738535E-6
1.0E-14                  352                      3.839050122702621E-6
1.0E-14                  353                      3.843118791574434E-6
1.0E-14                  354                      3.8471770570885195E-6
1.0E-14                  355                      3.851224919245203E-6
1.0E-14                  356                      3.8552623780447156E-6
1.0E-14                  357                      3.859289433486596E-6
1.0E-14                  358                      3.863306085571426E-6
1.0E-14                  359                      3.867312334298421E-6
1.0E-14                  360                      3.871308179668339E-6
1.0E-14                  361                      3.875293621680747E-6
1.0E-14                  362                      3.879268660335808E-6
1.0E-14                  363                      3.88323329563329E-6
1.0E-14                  364                      3.887187527573533E-6
1.0E-14                  365                      3.891131356156442E-6
1.0E-14                  366                      3.895064781382003E-6
1.0E-14                  367                      3.89898780325004E-6
1.0E-14                  368                      3.902921606365622E-6
1.0E-14                  369                      3.9068607670572945E-6
1.0E-14                  370                      3.9107912644270625E-6
1.0E-14                  371                      3.914713098474845E-6
1.0E-14                  372                      3.918626269200709E-6
1.0E-14                  373                      3.922530776604628E-6
1.0E-14                  374                      3.926426620686656E-6
1.0E-14                  375                      3.9303138014467665E-6
1.0E-14                  376                      3.9341923188850264E-6
1.0E-14                  377                      3.938062173000989E-6
1.0E-14                  378                      3.941923363795331E-6
1.0E-14                  379                      3.945775891267742E-6
1.0E-14                  380                      3.9496197554181675E-6
1.0E-14                  381                      3.95345495624658E-6
1.0E-14                  382                      3.9572814937531824E-6
1.0E-14                  383                      3.961099367937962E-6
1.0E-14                  384                      3.964908578800647E-6
1.0E-14                  385                      3.968709126341523E-6
1.0E-14                  386                      3.972501010560264E-6
1.0E-14                  387                      3.976284231457141E-6
1.0E-14                  388                      3.98005878903214E-6
1.0E-14                  389                      3.983824683285168E-6
1.0E-14                  390                      3.987581914216399E-6
1.0E-14                  391                      3.9913304818257395E-6
1.0E-14                  392                      3.9950703861128096E-6
1.0E-14                  393                      3.99880162707826E-6
1.0E-14                  394                      4.0025242047216834E-6
1.0E-14                  395                      4.006238119043311E-6
1.0E-14                  396                      4.009943370042641E-6
1.0E-14                  397                      4.013639957720419E-6
1.0E-14                  398                      4.017327882076171E-6
1.0E-14                  399                      4.021007143109923E-6
1.0E-14                  400                      4.024677740821757E-6
1.0E-14                  401                      4.0283396752117685E-6
1.0E-14                  402                      4.031992946279685E-6
1.0E-14                  403                      4.035637554025793E-6
1.0E-14                  404                      4.039273498449941E-6
1.0E-14                  405                      4.042900779552185E-6
1.0E-14                  406                      4.04651939733243E-6
1.0E-14                  407                      4.050129351790648E-6
1.0E-14                  408                      4.0537443077034665E-6
1.0E-14                  409                      4.057380741287475E-6
1.0E-14                  410                      4.061010601624776E-6
1.0E-14                  411                      4.06463388871541E-6
1.0E-14                  412                      4.068250602559228E-6
1.0E-14                  413                      4.071860743156352E-6
1.0E-14                  414                      4.075464310506456E-6
1.0E-14                  415                      4.079061304610002E-6
1.0E-14                  416                      4.082651725466758E-6
1.0E-14                  417                      4.086235573076726E-6
1.0E-14                  418                      4.089812847440027E-6
1.0E-14                  419                      4.093383548556484E-6
1.0E-14                  420                      4.096947676426261E-6
1.0E-14                  421                      4.100505231049208E-6
1.0E-14                  422                      4.104056212425502E-6
1.0E-14                  423                      4.107600620554804E-6
1.0E-14                  424                      4.111138455437519E-6
1.0E-14                  425                      4.1146697170735275E-6
1.0E-14                  426                      4.118194405462679E-6
1.0E-14                  427                      4.121712520605014E-6
1.0E-14                  428                      4.1252240625006415E-6
1.0E-14                  429                      4.128729031149683E-6
1.0E-14                  430                      4.13222742655176E-6
1.0E-14                  431                      4.135719248707129E-6
1.0E-14                  432                      4.139204497615682E-6
1.0E-14                  433                      4.1426831732775405E-6
1.0E-14                  434                      4.146155275692759E-6
1.0E-14                  435                      4.1496208048611485E-6
1.0E-14                  436                      4.1530797607827215E-6
1.0E-14                  437                      4.156532143457438E-6
1.0E-14                  438                      4.1599779528856225E-6
1.0E-14                  439                      4.163417189066869E-6
1.0E-14                  440                      4.166849852001422E-6
1.0E-14                  441                      4.170275941689321E-6
1.0E-14                  442                      4.173695458130255E-6
1.0E-14                  443                      4.1771084013244675E-6
1.0E-14                  444                      4.180514771271878E-6
1.0E-14                  445                      4.183914567972675E-6
1.0E-14                  446                      4.1873077914267374E-6
1.0E-14                  447                      4.19069444163393E-6
1.0E-14                  448                      4.194074518594306E-6
1.0E-14                  449                      4.197448022308137E-6
1.0E-14                  450                      4.20081495277507E-6
1.0E-14                  451                      4.204175309995296E-6
1.0E-14                  452                      4.207529093968842E-6
1.0E-14                  453                      4.2108763046954626E-6
1.0E-14                  454                      4.214216942175267E-6
1.0E-14                  455                      4.2175510064085E-6
1.0E-14                  456                      4.220878497394835E-6
1.0E-14                  457                      4.2241994151344625E-6
1.0E-14                  458                      4.227513759627355E-6
1.0E-14                  459                      4.230821530873405E-6
1.0E-14                  460                      4.234122728872814E-6
1.0E-14                  461                      4.237417353625408E-6
1.0E-14                  462                      4.240705405131266E-6
1.0E-14                  463                      4.243986883390309E-6
1.0E-14                  464                      4.247261788402779E-6
1.0E-14                  465                      4.250530120168176E-6
1.0E-14                  466                      4.253791878687082E-6
1.0E-14                  467                      4.257047063959118E-6
1.0E-14                  468                      4.260295675984391E-6
1.0E-14                  469                      4.26353771476293E-6
1.0E-14                  470                      4.266773180294775E-6
1.0E-14                  471                      4.270002072579777E-6
1.0E-14                  472                      4.273224391617989E-6
1.0E-14                  473                      4.2764401374094266E-6
1.0E-14                  474                      4.2796493099542645E-6
1.0E-14                  475                      4.282851909252151E-6
1.0E-14                  476                      4.286047935303438E-6
1.0E-14                  477                      4.289237388107963E-6
1.0E-14                  478                      4.292420267665523E-6
1.0E-14                  479                      4.295596573976443E-6
1.0E-14                  480                      4.298766307040628E-6
1.0E-14                  481                      4.301929466858133E-6
1.0E-14                  482                      4.3050860534288754E-6
1.0E-14                  483                      4.308236066752761E-6
1.0E-14                  484                      4.31137950682994E-6
1.0E-14                  485                      4.314516373660302E-6
1.0E-14                  486                      4.317646667243794E-6
1.0E-14                  487                      4.320770387580741E-6
1.0E-14                  488                      4.323887534670831E-6
1.0E-14                  489                      4.327030247011765E-6
1.0E-14                  490                      4.330176637069684E-6
1.0E-14                  491                      4.333317474123217E-6
1.0E-14                  492                      4.336452758172961E-6
1.0E-14                  493                      4.339582489218562E-6
1.0E-14                  494                      4.342706667260197E-6
1.0E-14                  495                      4.345825292297799E-6
1.0E-14                  496                      4.3489383643314345E-6
1.0E-14                  497                      4.3520458833609145E-6
1.0E-14                  498                      4.355147849386374E-6
1.0E-14                  499                      4.358244262407787E-6
1.0E-14                  500                      4.3613351224249626E-6
1.0E-14                  501                      4.364420429438443E-6
1.0E-14                  502                      4.367500183447714E-6
1.0E-14                  503                      4.370574384452829E-6
1.0E-14                  504                      4.373643032454277E-6
1.0E-14                  505                      4.376706127451297E-6
1.0E-14                  506                      4.379763669444677E-6
1.0E-14                  507                      4.382815658433603E-6
1.0E-14                  508                      4.385862094418726E-6
1.0E-14                  509                      4.388902977399693E-6
1.0E-14                  510                      4.391938307376586E-6
1.0E-14                  511                      4.394968084349513E-6
1.0E-14                  512                      4.397992308318474E-6
1.0E-14                  513                      4.401010979283252E-6
1.0E-14                  514                      4.404024097244091E-6
1.0E-14                  515                      4.407031662200883E-6
1.0E-14                  516                      4.410033674153655E-6
1.0E-14                  517                      4.4130301331022715E-6
1.0E-14                  518                      4.416021039046976E-6
1.0E-14                  519                      4.419006391987606E-6
1.0E-14                  520                      4.421986191923891E-6
1.0E-14                  521                      4.424960438856616E-6
1.0E-14                  522                      4.427929132785077E-6
1.0E-14                  523                      4.430892273709464E-6
1.0E-14                  524                      4.433849861630021E-6
1.0E-14                  525                      4.436801896546367E-6
1.0E-14                  526                      4.4397483784586395E-6
1.0E-14                  527                      4.442689307367027E-6
1.0E-14                  528                      4.4456246832711235E-6
1.0E-14                  529                      4.448554506171308E-6
1.0E-14                  530                      4.4514787760675E-6
1.0E-14                  531                      4.454397492959617E-6
1.0E-14                  532                      4.457310656847714E-6
1.0E-14                  533                      4.460218267731683E-6
1.0E-14                  534                      4.463120325611875E-6
1.0E-14                  535                      4.466016830487776E-6
1.0E-14                  536                      4.468907782359711E-6
1.0E-14                  537                      4.471793181227518E-6
1.0E-14                  538                      4.4746730270913044E-6
1.0E-14                  539                      4.477547319951152E-6
1.0E-14                  540                      4.480416059807007E-6
1.0E-14                  541                      4.483279246658651E-6
1.0E-14                  542                      4.486136880506303E-6
1.0E-14                  543                      4.4889889613499345E-6
1.0E-14                  544                      4.4918354891896E-6
1.0E-14                  545                      4.494676464025056E-6
1.0E-14                  546                      4.497511885856627E-6
1.0E-14                  547                      4.500341754684069E-6
1.0E-14                  548                      4.5031660705076E-6
1.0E-14                  549                      4.505984833326948E-6
1.0E-14                  550                      4.508798043142249E-6
1.0E-14                  551                      4.511605699953638E-6
1.0E-14                  552                      4.514407803760817E-6
1.0E-14                  553                      4.517204354564084E-6
1.0E-14                  554                      4.519995352363331E-6
1.0E-14                  555                      4.52278079715845E-6
1.0E-14                  556                      4.5255606889495485E-6
1.0E-14                  557                      4.528335027736681E-6
1.0E-14                  558                      4.531103813519631E-6
1.0E-14                  559                      4.533867046298723E-6
1.0E-14                  560                      4.536624726073633E-6
1.0E-14                  561                      4.539376852844468E-6
1.0E-14                  562                      4.542123426611445E-6
1.0E-14                  563                      4.544864447374213E-6
1.0E-14                  564                      4.547599915133069E-6
1.0E-14                  565                      4.550329829887742E-6
1.0E-14                  566                      4.553054191638504E-6
1.0E-14                  567                      4.555773000385109E-6
1.0E-14                  568                      4.558486256127776E-6
1.0E-14                  569                      4.561204617849532E-6
1.0E-14                  570                      4.563954366426968E-6
1.0E-14                  571                      4.566699722918804E-6
1.0E-14                  572                      4.569440687324824E-6
1.0E-14                  573                      4.572177259645218E-6
1.0E-14                  574                      4.574909439879714E-6
1.0E-14                  575                      4.577637228028557E-6
1.0E-14                  576                      4.580360624091638E-6
1.0E-14                  577                      4.583079628069065E-6
1.0E-14                  578                      4.58579423996073E-6
1.0E-14                  579                      4.58850445976658E-6
1.0E-14                  580                      4.591210287486694E-6
1.0E-14                  581                      4.593911723121155E-6
1.0E-14                  582                      4.596608766670071E-6
1.0E-14                  583                      4.5993014181331434E-6
1.0E-14                  584                      4.60198967751021E-6
1.0E-14                  585                      4.604673544801813E-6
1.0E-14                  586                      4.6073530200076E-6
1.0E-14                  587                      4.61002810312776E-6
1.0E-14                  588                      4.612698794161996E-6
1.0E-14                  589                      4.615365093110579E-6
1.0E-14                  590                      4.618026999973535E-6
1.0E-14                  591                      4.62068451475062E-6
1.0E-14                  592                      4.623337637442025E-6
1.0E-14                  593                      4.625986368047723E-6
1.0E-14                  594                      4.628630706567685E-6
1.0E-14                  595                      4.63127065300194E-6
1.0E-14                  596                      4.633906207350568E-6
1.0E-14                  597                      4.636537369613299E-6
1.0E-14                  598                      4.639164139790295E-6
1.0E-14                  599                      4.641786517881584E-6
1.0E-14                  600                      4.644404503887083E-6
1.0E-14                  601                      4.647018097807037E-6
1.0E-14                  602                      4.6496272996411755E-6
1.0E-14                  603                      4.652232109389606E-6
1.0E-14                  604                      4.654832527052139E-6
1.0E-14                  605                      4.657428552629181E-6
1.0E-14                  606                      4.660020186120434E-6
1.0E-14                  607                      4.662607427525898E-6
1.0E-14                  608                      4.665190276845465E-6
1.0E-14                  609                      4.667768734079649E-6
1.0E-14                  610                      4.670342799227719E-6
